"time","Piston_r2","Inertia_w"
0.001,0.3,0.00940383
0.002,0.3,0.0188077
0.003,0.3,0.0282999
0.004,0.3,0.0379691
0.005,0.3,0.0479043
0.006,0.3,0.0581966
0.007,0.3,0.0689394
0.008,0.3,0.0802294
0.009,0.3,0.0921678
0.01,0.3,0.104861
0.011,0.3,0.11842
0.012,0.3,0.132966
0.013,0.3,0.148625
0.014,0.3,0.165534
0.015,0.3,0.183841
0.016,0.3,0.203705
0.017,0.3,0.225297
0.018,0.299999,0.248805
0.019,0.299999,0.274432
0.02,0.299999,0.302398
0.021,0.299999,0.332944
0.022,0.299999,0.366334
0.023,0.299999,0.402854
0.024,0.299998,0.442819
0.025,0.299998,0.486572
0.026,0.299998,0.534487
0.027,0.299997,0.586977
0.028,0.299997,0.644491
0.029,0.299996,0.707523
0.03,0.299995,0.776613
0.031,0.299994,0.852352
0.032,0.299993,0.935388
0.033,0.299992,1.02643
0.034,0.29999,1.12627
0.035,0.299988,1.23574
0.036,0.299985,1.35579
0.037,0.299982,1.48743
0.038,0.299979,1.6318
0.039,0.299974,1.79012
0.04,0.299969,1.96374
0.041,0.299963,2.15412
0.042,0.299955,2.36289
0.043,0.299946,2.5918
0.044,0.299935,2.84279
0.045,0.299922,3.11795
0.046,0.299907,3.41959
0.047,0.299888,3.75021
0.048,0.299865,4.11254
0.049,0.299837,4.50956
0.05,0.299804,4.94447
0.051,0.299765,5.42076
0.052,0.299717,5.94222
0.053,0.299659,6.51288
0.054,0.299591,7.1371
0.055,0.299508,7.81953
0.056,0.299408,8.56507
0.057,0.299289,9.37892
0.058,0.299146,10.2665
0.059,0.298974,11.2333
0.06,0.298768,12.285
0.061,0.298522,13.4273
0.062,0.298227,14.6655
0.064,0.297454,17.4494
0.065,0.296953,19.0031
0.066,0.296358,20.6681
0.067,0.295651,22.4453
0.068,0.294815,24.3334
0.069,0.293829,26.3291
0.07,0.292669,28.4264
0.071,0.291309,30.6168
0.072,0.289724,32.8891
0.073,0.287883,35.2301
0.074,0.285756,37.6247
0.075,0.283314,40.0573
0.076,0.280528,42.5126
0.077,0.277367,44.9771
0.078,0.273808,47.4404
0.079,0.269828,49.8959
0.08,0.265408,52.3421
0.081,0.260535,54.7831
0.082,0.255203,57.2284
0.083,0.249409,59.6927
0.084,0.243159,62.1955
0.085,0.236465,64.7604
0.086,0.229347,67.4141
0.087,0.221831,70.1854
0.088,0.213954,73.1045
0.089,0.205761,76.2015
0.09,0.197308,79.505
0.091,0.188662,83.0393
0.092,0.179899,86.8219
0.093,0.17111,90.8583
0.094,0.162395,95.1368
0.095,0.153861,99.6222
0.096,0.145626,104.249
0.097,0.137805,108.922
0.098,0.130512,113.516
0.099,0.123851,117.89
0.1,0.117912,121.905
0.101,0.112765,125.447
0.102,0.108458,128.436
0.103,0.105022,130.837
0.104,0.102472,132.651
0.105,0.100815,133.897
0.106,0.100054,134.601
0.107,0.100195,134.781
0.108,0.10125,134.438
0.109,0.103237,133.564
0.11,0.106177,132.15
0.111,0.110093,130.19
0.112,0.114998,127.693
0.113,0.120891,124.699
0.114,0.127749,121.288
0.115,0.135514,117.582
0.116,0.144103,113.738
0.117,0.153401,109.926
0.118,0.163275,106.303
0.119,0.173586,102.994
0.12,0.184193,100.085
0.121,0.19496,97.6302
0.122,0.205764,95.6564
0.123,0.21649,94.1767
0.124,0.227032,93.198
0.126,0.247174,92.7707
0.127,0.256584,93.3397
0.128,0.265425,94.4407
0.129,0.273587,96.0698
0.13,0.280948,98.1966
0.131,0.287364,100.74
0.132,0.292667,103.532
0.133,0.296669,106.281
0.134,0.299172,108.557
0.135,0.299999,109.863
0.136,0.29904,109.839
0.137,0.296294,109.089
0.138,0.291856,107.816
0.139,0.285886,106.35
0.14,0.278575,105.011
0.141,0.270114,104.036
0.142,0.260681,103.573
0.143,0.250434,103.711
0.144,0.239515,104.502
0.145,0.22806,105.987
0.146,0.216202,108.197
0.147,0.20408,111.163
0.148,0.191841,114.91
0.149,0.179651,119.444
0.15,0.167689,124.739
0.151,0.156151,130.709
0.152,0.145243,137.187
0.153,0.135173,143.907
0.154,0.126133,150.518
0.155,0.11829,156.639
0.156,0.111769,161.938
0.157,0.106651,166.202
0.158,0.102975,169.35
0.159,0.100755,171.402
0.16,0.1,172.416
0.161,0.100727,172.428
0.162,0.102973,171.429
0.163,0.106789,169.375
0.164,0.112233,166.219
0.165,0.119343,161.964
0.166,0.128105,156.729
0.167,0.138419,150.802
0.168,0.150095,144.63
0.169,0.162863,138.71
0.17,0.176414,133.474
0.171,0.190437,129.211
0.172,0.204645,126.083
0.173,0.21878,124.159
0.174,0.232609,123.475
0.175,0.245911,124.063
0.176,0.258461,125.961
0.177,0.270012,129.203
0.178,0.280269,133.762
0.179,0.288866,139.437
0.18,0.295349,145.63
0.181,0.299182,151.078
0.182,0.299838,153.894
0.183,0.297004,152.848
0.184,0.290809,148.857
0.185,0.281778,143.627
0.186,0.270594,138.838
0.187,0.257871,135.385
0.188,0.244077,133.56
0.189,0.229574,133.397
0.19,0.214656,134.862
0.191,0.199591,137.913
0.192,0.184644,142.508
0.193,0.170091,148.566
0.194,0.156225,155.917
0.195,0.14335,164.23
0.196,0.131766,172.973
0.197,0.12174,181.454
0.198,0.113488,188.972
0.199,0.107148,195.009
0.2,0.102791,199.339
0.201,0.100442,201.97
0.202,0.100119,202.997
0.203,0.101865,202.463
0.204,0.10576,200.308
0.205,0.11191,196.418
0.206,0.120399,190.731
0.207,0.131211,183.433
0.208,0.144164,175.118
0.209,0.158882,166.724
0.21,0.17486,159.226
0.211,0.191564,153.326
0.212,0.208505,149.39
0.213,0.225256,147.567
0.214,0.241435,147.923
0.215,0.256668,150.529
0.216,0.270543,155.46
0.217,0.282555,162.682
0.218,0.292047,171.717
0.219,0.298169,180.96
0.22,0.299955,187.008
0.221,0.296668,186.084
0.222,0.288419,179.038
0.223,0.27626,169.954
0.224,0.261522,162.437
0.225,0.24524,157.774
0.226,0.228111,156.059
0.227,0.210631,157.104
0.228,0.193214,160.715
0.229,0.176248,166.716
0.23,0.160127,174.853
0.231,0.145255,184.656
0.232,0.13203,195.333
0.233,0.120808,205.794
0.234,0.111865,214.918
0.235,0.105374,221.924
0.236,0.10141,226.538
0.237,0.100003,228.833
0.238,0.101201,228.931
0.239,0.10511,226.791
0.24,0.111891,222.22
0.241,0.121682,215.064
0.242,0.134463,205.599
0.243,0.149924,194.875
0.244,0.167436,184.532
0.245,0.186207,176.078
0.246,0.205471,170.398
0.247,0.224572,167.839
0.248,0.242944,168.522
0.249,0.260038,172.555
0.251,0.287726,190.8
0.252,0.296436,203.425
0.253,0.299982,213.671
0.254,0.297066,214.568
0.255,0.287528,205.091
0.256,0.272927,192.176
0.257,0.255356,182.143
0.258,0.236304,176.644
0.259,0.216676,175.451
0.26,0.197098,178.102
0.261,0.178098,184.214
0.262,0.160182,193.365
0.263,0.14386,204.854
0.264,0.129621,217.493
0.265,0.117895,229.67
0.266,0.108995,239.829
0.267,0.103095,247.046
0.268,0.100263,251.155
0.269,0.100553,252.328
0.27,0.104084,250.607
0.271,0.111068,245.746
0.272,0.121718,237.446
0.273,0.13604,225.995
0.274,0.153599,212.94
0.275,0.173487,200.772
0.276,0.1946,191.611
0.277,0.215932,186.502
0.278,0.236656,185.762
0.279,0.256035,189.528
0.28,0.273273,197.957
0.281,0.287356,210.914
0.282,0.29687,226.623
0.283,0.299965,238.852
0.284,0.294959,237.386
0.285,0.282071,222.705
0.286,0.26394,206.792
0.287,0.243289,196.576
0.288,0.22172,192.577
0.289,0.20017,193.985
0.29,0.179329,200.091
0.291,0.159825,210.239
0.292,0.142269,223.435
0.293,0.127245,238.012
0.294,0.115245,251.751
0.295,0.106609,262.655
0.296,0.101508,269.754
0.297,0.100016,273.037
0.298,0.10224,272.706
0.299,0.108412,268.595
0.3,0.118839,260.229
0.301,0.133652,247.597
0.302,0.152434,232.376
0.303,0.174073,217.938
0.304,0.197122,207.359
0.305,0.220281,202.089
0.306,0.242509,202.503
0.307,0.262862,208.77
0.308,0.28026,221.044
0.309,0.293231,238.541
0.31,0.299694,256.393
0.311,0.297236,261.812
0.312,0.284983,247.218
0.313,0.265687,226.86
0.314,0.243187,213.394
0.315,0.219728,208.125
0.316,0.196495,209.776
0.317,0.17432,217.27
0.318,0.153941,229.597
0.319,0.136065,245.206
0.32,0.121337,261.619
0.321,0.110263,275.923
0.322,0.103143,286.067
0.323,0.10011,291.514
0.324,0.101275,292.511
0.325,0.106887,289.022
0.326,0.11733,280.458
0.327,0.132846,266.538
0.328,0.153009,249.127
0.329,0.176449,232.634
0.33,0.20134,221.135
0.331,0.226092,216.379
0.332,0.249455,218.736
0.333,0.270252,228.408
0.334,0.287026,245.37
0.335,0.297687,267.056
0.336,0.299379,282.245
0.337,0.289759,273.486
0.338,0.270507,249.023
0.339,0.246621,230.611
0.34,0.221449,222.724
0.341,0.196578,223.626
0.342,0.173007,231.727
0.343,0.151588,245.628
0.344,0.133121,263.245
0.345,0.118317,281.322
0.346,0.107706,296.299
0.347,0.10158,306.05
0.348,0.100077,310.319
0.349,0.103391,309.38
0.35,0.111922,302.841
0.351,0.126124,289.888
0.352,0.145925,271.34
0.353,0.170077,251.775
0.354,0.19642,237.058
0.355,0.222892,230.244
0.356,0.247926,231.99
0.357,0.27012,242.499
0.358,0.287769,261.741
0.359,0.298383,286.385
0.36,0.298548,301.388
0.361,0.285843,286.352
0.362,0.263345,258.105
0.363,0.237083,240.55
0.364,0.210304,235.262
0.365,0.184511,239.674
0.366,0.160739,251.873
0.367,0.139913,269.752
0.368,0.122876,289.913
0.369,0.110303,307.929
0.37,0.102611,320.433
0.371,0.1,326.533
0.372,0.102678,326.552
0.373,0.111088,320.176
0.374,0.125793,306.36
0.375,0.146777,285.825
0.376,0.172567,264.144
0.377,0.200562,248.567
0.378,0.228363,242.545
0.379,0.254186,246.666
0.38,0.276363,261.137
0.381,0.292705,285.357
0.382,0.299938,311.814
0.383,0.294061,315.496
0.384,0.274515,286.392
0.385,0.247756,259.586
0.386,0.219421,248.217
0.387,0.191821,249.358
0.388,0.166228,260.229
0.389,0.143688,278.405
0.39,0.12515,300.205
0.391,0.111395,320.456
0.392,0.102928,334.802
0.393,0.100001,341.864
0.394,0.102863,341.973
0.395,0.112043,334.748
0.396,0.128192,318.919
0.397,0.151168,295.735
0.398,0.179,272.603
0.399,0.208574,257.812
0.4,0.237281,254.447
0.401,0.263175,262.859
0.402,0.284222,283.184
0.403,0.297505,312.822
0.404,0.298736,334.547
0.405,0.284322,316.881
0.406,0.258183,281.445
0.407,0.228544,262.324
0.408,0.199221,259.237
0.409,0.17185,268.181
0.41,0.147616,286.213
0.411,0.127572,309.393
0.412,0.112604,331.86
0.413,0.103312,348.174
0.414,0.100004,356.322
0.415,0.102976,356.617
0.416,0.11284,348.615
0.417,0.130339,330.812
0.418,0.155188,305.072
0.419,0.184876,280.788
0.42,0.215803,267.112
0.421,0.245172,266.691
0.422,0.270836,279.72
0.423,0.290295,305.994
0.424,0.299755,338.731
0.425,0.294125,347.351
0.426,0.272024,311.709
0.427,0.241889,280.329
0.428,0.210845,269.511
0.429,0.181421,274.114
0.43,0.15502,290.223
0.431,0.132818,313.849
0.432,0.115832,338.83
0.433,0.104804,358.34
0.434,0.100144,368.962
0.435,0.102167,370.754
0.436,0.111511,363.486
0.437,0.129052,345.396
0.438,0.154646,317.904
0.439,0.185577,291.521
0.44,0.217751,277.111
0.441,0.248031,277.669
0.442,0.274024,293.328
0.443,0.292835,323.498
0.444,0.299989,357.572
0.445,0.289948,355.578
0.446,0.263503,312.491
0.447,0.23131,285.119
0.448,0.199463,279.432
0.449,0.170074,289.248
0.45,0.144515,310.272
0.451,0.123974,336.99
0.452,0.109417,361.559
0.453,0.101462,377.648
0.454,0.100467,383.776
0.455,0.106956,380.273
0.456,0.121891,365.63
0.457,0.145792,338.965
0.458,0.176676,308.705
0.459,0.210081,289.079
0.46,0.242096,285.863
0.461,0.269994,299.382
0.462,0.290803,329.312
0.463,0.299957,366.942
0.464,0.291334,371.241
0.465,0.26454,325.512
0.466,0.231115,294.919
0.467,0.198186,288.719
0.468,0.168041,299.578
0.469,0.142123,322.47
0.47,0.121669,350.91
0.471,0.107663,376.009
0.472,0.100719,391.332
0.473,0.101238,395.872
0.474,0.109914,389.732
0.475,0.127856,370.777
0.476,0.155131,339.77
0.477,0.188504,309.767
