"time","heatCapacitor.T","TAmb","TDif","TRes"
0.05031,293.6513406,293.15,2,293.6513406
0.05131,293.6612703,293.15,2,293.6612703
0.05231,293.6711985,293.15,2,293.6711985
0.05331,293.6811254,293.15,2,293.6811254
0.05431,293.6910509,293.15,2,293.6910509
0.05531,293.700975,293.15,2,293.700975
0.05631,293.7108977,293.15,2,293.7108977
0.05731,293.7208191,293.15,2,293.7208191
0.05831,293.7307391,293.15,2,293.7307391
0.05931,293.7406577,293.15,2,293.7406577
0.06031,293.7505749,293.15,2,293.7505749
0.06131,293.7604907,293.15,2,293.7604907
0.06231,293.7704052,293.15,2,293.7704052
0.06331,293.7803182,293.15,2,293.7803182
0.06431,293.7902299,293.15,2,293.7902299
0.06531,293.8001403,293.15,2,293.8001403
0.06631,293.8100492,293.15,2,293.8100492
0.06731,293.8199568,293.15,2,293.8199568
0.06831,293.829863,293.15,2,293.829863
0.06931,293.8397678,293.15,2,293.8397678
0.07031,293.8496712,293.15,2,293.8496712
0.07131,293.8595732,293.15,2,293.8595732
0.07231,293.8694739,293.15,2,293.8694739
0.07331,293.8793732,293.15,2,293.8793732
0.07431,293.8892711,293.15,2,293.8892711
0.07531,293.8991676,293.15,2,293.8991676
0.07631,293.9090628,293.15,2,293.9090628
0.07731,293.9189565,293.15,2,293.9189565
0.07831,293.9288489,293.15,2,293.9288489
0.07931,293.9387399,293.15,2,293.9387399
0.08031,293.9486296,293.15,2,293.9486296
0.08131,293.9585178,293.15,2,293.9585178
0.08231,293.9684047,293.15,2,293.9684047
0.08331,293.9782902,293.15,2,293.9782902
0.08431,293.9881743,293.15,2,293.9881743
0.08531,293.998057,293.15,2,293.998057
0.08631,294.0079384,293.15,2,294.0079384
0.08731,294.0178184,293.15,2,294.0178184
0.08831,294.0276971,293.15,2,294.0276971
0.08931,294.0375748,293.15,2,294.0375748
0.09031,294.0474512,293.15,2,294.0474512
0.09131,294.0573262,293.15,2,294.0573262
0.09231,294.0671999,293.15,2,294.0671999
0.09331,294.0770722,293.15,2,294.0770722
0.09431,294.0869431,293.15,2,294.0869431
0.09531,294.0968126,293.15,2,294.0968126
0.09631,294.1066808,293.15,2,294.1066808
0.09731,294.1165476,293.15,2,294.1165476
0.09831,294.126413,293.15,2,294.126413
0.09931,294.1362771,293.15,2,294.1362771
0.10031,294.1461398,293.15,2,294.1461398
0.10131,294.1560011,293.15,2,294.1560011
0.10231,294.1658611,293.15,2,294.1658611
0.10331,294.1757197,293.15,2,294.1757197
0.10431,294.1855769,293.15,2,294.1855769
0.10531,294.1954328,293.15,2,294.1954328
0.10631,294.2052873,293.15,2,294.2052873
0.10731,294.2151404,293.15,2,294.2151404
0.10831,294.2249921,293.15,2,294.2249921
0.10931,294.2348425,293.15,2,294.2348425
0.11031,294.2446916,293.15,2,294.2446916
0.11131,294.2545392,293.15,2,294.2545392
0.11231,294.2643855,293.15,2,294.2643855
0.11331,294.2742304,293.15,2,294.2742304
0.11431,294.284074,293.15,2,294.284074
0.11531,294.2939161,293.15,2,294.2939161
0.11631,294.3037569,293.15,2,294.3037569
0.11731,294.3135964,293.15,2,294.3135964
0.11831,294.3234345,293.15,2,294.3234345
0.11931,294.3332712,293.15,2,294.3332712
0.12031,294.3431065,293.15,2,294.3431065
0.12131,294.3529405,293.15,2,294.3529405
0.12231,294.3627731,293.15,2,294.3627731
0.12331,294.3726043,293.15,2,294.3726043
0.12431,294.3824342,293.15,2,294.3824342
0.12531,294.3922627,293.15,2,294.3922627
0.12631,294.4020898,293.15,2,294.4020898
0.12731,294.4119156,293.15,2,294.4119156
0.12831,294.42174,293.15,2,294.42174
0.12931,294.431563,293.15,2,294.431563
0.13031,294.4413847,293.15,2,294.4413847
0.13131,294.4512049,293.15,2,294.4512049
0.13231,294.4610239,293.15,2,294.4610239
0.13331,294.4708414,293.15,2,294.4708414
0.13431,294.4806576,293.15,2,294.4806576
0.13531,294.4904724,293.15,2,294.4904724
0.13631,294.5002859,293.15,2,294.5002859
0.13731,294.510098,293.15,2,294.510098
0.13831,294.5199087,293.15,2,294.5199087
0.13931,294.529718,293.15,2,294.529718
0.14031,294.539526,293.15,2,294.539526
0.14131,294.5493326,293.15,2,294.5493326
0.14231,294.5591378,293.15,2,294.5591378
0.14331,294.5689417,293.15,2,294.5689417
0.14431,294.5787442,293.15,2,294.5787442
0.14531,294.5885454,293.15,2,294.5885454
0.14631,294.5983451,293.15,2,294.5983451
0.14731,294.6081435,293.15,2,294.6081435
0.14831,294.6179406,293.15,2,294.6179406
0.14931,294.6277362,293.15,2,294.6277362
0.15031,294.6375305,293.15,2,294.6375305
0.15131,294.6473235,293.15,2,294.6473235
0.15231,294.657115,293.15,2,294.657115
0.15331,294.6669052,293.15,2,294.6669052
0.15431,294.676694,293.15,2,294.676694
0.15531,294.6864815,293.15,2,294.6864815
0.15631,294.6962676,293.15,2,294.6962676
0.15731,294.7060523,293.15,2,294.7060523
0.15831,294.7158357,293.15,2,294.7158357
0.15931,294.7256176,293.15,2,294.7256176
0.16031,294.7353983,293.15,2,294.7353983
0.16131,294.7451775,293.15,2,294.7451775
0.16231,294.7549554,293.15,2,294.7549554
0.16331,294.7647319,293.15,2,294.7647319
0.16431,294.774507,293.15,2,294.774507
0.16531,294.7842808,293.15,2,294.7842808
0.16631,294.7940532,293.15,2,294.7940532
0.16731,294.8038243,293.15,2,294.8038243
0.16831,294.8135939,293.15,2,294.8135939
0.16931,294.8233622,293.15,2,294.8233622
0.17031,294.8331292,293.15,2,294.8331292
0.17131,294.8428947,293.15,2,294.8428947
0.17231,294.8526589,293.15,2,294.8526589
0.17331,294.8624218,293.15,2,294.8624218
0.17431,294.8721832,293.15,2,294.8721832
0.17531,294.8819433,293.15,2,294.8819433
0.17631,294.8917021,293.15,2,294.8917021
0.17731,294.9014594,293.15,2,294.9014594
0.17831,294.9112154,293.15,2,294.9112154
0.17931,294.92097,293.15,2,294.92097
0.18031,294.9307233,293.15,2,294.9307233
0.18131,294.9404754,293.15,2,294.9404754
0.18231,294.9502267,293.15,2,294.9502267
0.18331,294.9599767,293.15,2,294.9599767
0.18431,294.9697253,293.15,2,294.9697253
0.18531,294.9794726,293.15,2,294.9794726
0.18631,294.9892186,293.15,2,294.9892186
0.18731,294.9989631,293.15,2,294.9989631
0.18831,295.0087063,293.15,2,295.0087063
0.18931,295.0184482,293.15,2,295.0184482
0.19031,295.0281887,293.15,2,295.0281887
0.19131,295.0379279,293.15,2,295.0379279
0.19231,295.0476657,293.15,2,295.0476657
0.19331,295.0574022,293.15,2,295.0574022
0.19431,295.0671373,293.15,2,295.0671373
0.19531,295.0768711,293.15,2,295.0768711
0.19631,295.0866035,293.15,2,295.0866035
0.19731,295.0963346,293.15,2,295.0963346
0.19831,295.1060643,293.15,2,295.1060643
0.19931,295.1157926,293.15,2,295.1157926
0.20031,295.1255197,293.15,2,295.1255197
0.20131,295.1352453,293.15,2,295.1352453
0.20231,295.1449696,293.15,2,295.1449696
0.20331,295.1546926,293.15,2,295.1546926
0.20431,295.1644142,293.15,2,295.1644142
0.20531,295.1741345,293.15,2,295.1741345
0.20631,295.1838534,293.15,2,295.1838534
0.20731,295.1935709,293.15,2,295.1935709
0.20831,295.2032871,293.15,2,295.2032871
0.20931,295.213002,293.15,2,295.213002
0.21031,295.2227155,293.15,2,295.2227155
0.21131,295.2324276,293.15,2,295.2324276
0.21231,295.2421384,293.15,2,295.2421384
0.21331,295.2518479,293.15,2,295.2518479
0.21431,295.261556,293.15,2,295.261556
0.21531,295.2712627,293.15,2,295.2712627
0.21631,295.2809681,293.15,2,295.2809681
0.21731,295.2906722,293.15,2,295.2906722
0.21831,295.3003749,293.15,2,295.3003749
0.21931,295.3100762,293.15,2,295.3100762
0.22031,295.3197762,293.15,2,295.3197762
0.22131,295.3294749,293.15,2,295.3294749
0.22231,295.3391721,293.15,2,295.3391721
0.22331,295.3488681,293.15,2,295.3488681
0.22431,295.3585627,293.15,2,295.3585627
0.22531,295.3682559,293.15,2,295.3682559
0.22631,295.3779478,293.15,2,295.3779478
0.22731,295.3876383,293.15,2,295.3876383
0.22831,295.3973275,293.15,2,295.3973275
0.22931,295.4070154,293.15,2,295.4070154
0.23031,295.4167018,293.15,2,295.4167018
0.23131,295.426387,293.15,2,295.426387
0.23231,295.4360708,293.15,2,295.4360708
0.23331,295.4457532,293.15,2,295.4457532
0.23431,295.4554343,293.15,2,295.4554343
0.23531,295.465114,293.15,2,295.465114
0.23631,295.4747924,293.15,2,295.4747924
0.23731,295.4844694,293.15,2,295.4844694
0.23831,295.4941451,293.15,2,295.4941451
0.23931,295.5038194,293.15,2,295.5038194
0.24031,295.5134924,293.15,2,295.5134924
0.24131,295.523164,293.15,2,295.523164
0.24231,295.5328343,293.15,2,295.5328343
0.24331,295.5425032,293.15,2,295.5425032
0.24431,295.5521708,293.15,2,295.5521708
0.24531,295.561837,293.15,2,295.561837
0.24631,295.5715019,293.15,2,295.5715019
0.24731,295.5811654,293.15,2,295.5811654
0.24831,295.5908276,293.15,2,295.5908276
0.24931,295.6004884,293.15,2,295.6004884
0.25031,295.6101478,293.15,2,295.6101478
0.25131,295.619806,293.15,2,295.619806
0.25231,295.6294627,293.15,2,295.6294627
0.25331,295.6391181,293.15,2,295.6391181
0.25431,295.6487722,293.15,2,295.6487722
0.25531,295.6584249,293.15,2,295.6584249
0.25631,295.6680763,293.15,2,295.6680763
0.25731,295.6777263,293.15,2,295.6777263
0.25831,295.6873749,293.15,2,295.6873749
0.25931,295.6970222,293.15,2,295.6970222
0.26031,295.7066682,293.15,2,295.7066682
0.26131,295.7163128,293.15,2,295.7163128
0.26231,295.7259561,293.15,2,295.7259561
0.26331,295.735598,293.15,2,295.735598
0.26431,295.7452385,293.15,2,295.7452385
0.26531,295.7548777,293.15,2,295.7548777
0.26631,295.7645156,293.15,2,295.7645156
0.26731,295.7741521,293.15,2,295.7741521
0.26831,295.7837872,293.15,2,295.7837872
0.26931,295.793421,293.15,2,295.793421
0.27031,295.8030535,293.15,2,295.8030535
0.27131,295.8126846,293.15,2,295.8126846
0.27231,295.8223143,293.15,2,295.8223143
0.27331,295.8319427,293.15,2,295.8319427
0.27431,295.84157,293.15,2,295.84157
0.27531,295.8511966,293.15,2,295.8511966
0.27631,295.8608219,293.15,2,295.8608219
0.27731,295.8704458,293.15,2,295.8704458
0.27831,295.8800684,293.15,2,295.8800684
0.27931,295.8896896,293.15,2,295.8896896
0.28031,295.8993096,293.15,2,295.8993096
0.28131,295.9089281,293.15,2,295.9089281
0.28231,295.9185454,293.15,2,295.9185454
0.28331,295.9281613,293.15,2,295.9281613
0.28431,295.9377759,293.15,2,295.9377759
0.28531,295.9473892,293.15,2,295.9473892
0.28631,295.9570011,293.15,2,295.9570011
0.28731,295.9666117,293.15,2,295.9666117
0.28831,295.976221,293.15,2,295.976221
0.28931,295.9858289,293.15,2,295.9858289
0.29031,295.9954355,293.15,2,295.9954355
0.29131,296.0050408,293.15,2,296.0050408
0.29231,296.0146447,293.15,2,296.0146447
0.29331,296.0242473,293.15,2,296.0242473
0.29431,296.0338486,293.15,2,296.0338486
0.29531,296.0434486,293.15,2,296.0434486
0.29631,296.0530472,293.15,2,296.0530472
0.29731,296.0626445,293.15,2,296.0626445
0.29831,296.0722404,293.15,2,296.0722404
0.29931,296.081835,293.15,2,296.081835
0.30031,296.0914283,293.15,2,296.0914283
0.30131,296.1010202,293.15,2,296.1010202
0.30231,296.1106109,293.15,2,296.1106109
0.30331,296.1202002,293.15,2,296.1202002
0.30431,296.1297881,293.15,2,296.1297881
0.30531,296.1393747,293.15,2,296.1393747
0.30631,296.14896,293.15,2,296.14896
0.30731,296.158544,293.15,2,296.158544
0.30831,296.1681266,293.15,2,296.1681266
0.30931,296.1777079,293.15,2,296.1777079
0.31031,296.1872879,293.15,2,296.1872879
0.31131,296.1968665,293.15,2,296.1968665
0.31231,296.2064438,293.15,2,296.2064438
0.31331,296.2160198,293.15,2,296.2160198
0.31431,296.2255944,293.15,2,296.2255944
0.31531,296.2351677,293.15,2,296.2351677
0.31631,296.2447397,293.15,2,296.2447397
0.31731,296.2543103,293.15,2,296.2543103
0.31831,296.2638796,293.15,2,296.2638796
0.31931,296.2734476,293.15,2,296.2734476
0.32031,296.2830142,293.15,2,296.2830142
0.32131,296.2925795,293.15,2,296.2925795
0.32231,296.3021435,293.15,2,296.3021435
0.32331,296.3117061,293.15,2,296.3117061
0.32431,296.3212675,293.15,2,296.3212675
0.32531,296.3308274,293.15,2,296.3308274
0.32631,296.3403861,293.15,2,296.3403861
0.32731,296.3499434,293.15,2,296.3499434
0.32831,296.3594994,293.15,2,296.3594994
0.32931,296.369054,293.15,2,296.369054
0.33031,296.3786074,293.15,2,296.3786074
0.33131,296.3881593,293.15,2,296.3881593
0.33231,296.39771,293.15,2,296.39771
0.33331,296.4072593,293.15,2,296.4072593
0.33431,296.4168073,293.15,2,296.4168073
0.33531,296.426354,293.15,2,296.426354
0.33631,296.4358993,293.15,2,296.4358993
0.33731,296.4454433,293.15,2,296.4454433
0.33831,296.454986,293.15,2,296.454986
0.33931,296.4645273,293.15,2,296.4645273
0.34031,296.4740673,293.15,2,296.4740673
0.34131,296.483606,293.15,2,296.483606
0.34231,296.4931433,293.15,2,296.4931433
0.34331,296.5026793,293.15,2,296.5026793
0.34431,296.512214,293.15,2,296.512214
0.34531,296.5217473,293.15,2,296.5217473
0.34631,296.5312793,293.15,2,296.5312793
0.34731,296.54081,293.15,2,296.54081
0.34831,296.5503393,293.15,2,296.5503393
0.34931,296.5598673,293.15,2,296.5598673
0.35031,296.569394,293.15,2,296.569394
0.35131,296.5789194,293.15,2,296.5789194
0.35231,296.5884434,293.15,2,296.5884434
0.35331,296.5979661,293.15,2,296.5979661
0.35431,296.6074874,293.15,2,296.6074874
0.35531,296.6170074,293.15,2,296.6170074
0.35631,296.6265261,293.15,2,296.6265261
0.35731,296.6360435,293.15,2,296.6360435
0.35831,296.6455595,293.15,2,296.6455595
0.35931,296.6550742,293.15,2,296.6550742
0.36031,296.6645875,293.15,2,296.6645875
0.36131,296.6740996,293.15,2,296.6740996
0.36231,296.6836103,293.15,2,296.6836103
0.36331,296.6931196,293.15,2,296.6931196
0.36431,296.7026276,293.15,2,296.7026276
0.36531,296.7121343,293.15,2,296.7121343
0.36631,296.7216397,293.15,2,296.7216397
0.36731,296.7311441,293.15,2,296.7311441
0.36831,296.7406477,293.15,2,296.7406477
0.36931,296.75015,293.15,2,296.75015
0.37031,296.759651,293.15,2,296.759651
0.37131,296.7691506,293.15,2,296.7691506
0.37231,296.778649,293.15,2,296.778649
0.37331,296.788146,293.15,2,296.788146
0.37431,296.7976418,293.15,2,296.7976418
0.37531,296.8071362,293.15,2,296.8071362
0.37631,296.8166293,293.15,2,296.8166293
0.37731,296.8261211,293.15,2,296.8261211
0.37831,296.8356115,293.15,2,296.8356115
0.37931,296.8451007,293.15,2,296.8451007
0.38031,296.8545886,293.15,2,296.8545886
0.38131,296.8640751,293.15,2,296.8640751
0.38231,296.8735603,293.15,2,296.8735603
0.38331,296.8830443,293.15,2,296.8830443
0.38431,296.8925269,293.15,2,296.8925269
0.38531,296.9020081,293.15,2,296.9020081
0.38631,296.9114881,293.15,2,296.9114881
0.38731,296.9209668,293.15,2,296.9209668
0.38831,296.9304441,293.15,2,296.9304441
0.38931,296.9399202,293.15,2,296.9399202
0.39031,296.9493949,293.15,2,296.9493949
0.39131,296.9588683,293.15,2,296.9588683
0.39231,296.9683404,293.15,2,296.9683404
0.39331,296.9778112,293.15,2,296.9778112
0.39431,296.9872807,293.15,2,296.9872807
0.39531,296.9967488,293.15,2,296.9967488
0.39631,297.0062157,293.15,2,297.0062157
0.39731,297.0156812,293.15,2,297.0156812
0.39831,297.0251454,293.15,2,297.0251454
0.39931,297.0346083,293.15,2,297.0346083
0.40031,297.0440699,293.15,2,297.0440699
0.40131,297.0535302,293.15,2,297.0535302
0.40231,297.0629892,293.15,2,297.0629892
0.40331,297.0724469,293.15,2,297.0724469
0.40431,297.0819032,293.15,2,297.0819032
0.40531,297.0913582,293.15,2,297.0913582
0.40631,297.1008119,293.15,2,297.1008119
0.40731,297.1102644,293.15,2,297.1102644
0.40831,297.1197154,293.15,2,297.1197154
0.40931,297.1291652,293.15,2,297.1291652
0.41031,297.1386137,293.15,2,297.1386137
0.41131,297.1480608,293.15,2,297.1480608
0.4114766667,297.1496352,293.15,2,297.1496352
0.4115322222,297.15016,293.15,2,297.15016
0.4115422222,297.1502545,293.15,2,297.1502545
0.4115922222,297.1507267,293.15,2,297.1507267
0.4118422222,297.153088,293.15,2,297.153088
0.4128422222,297.1625322,293.15,2,297.1625322
0.4138422222,297.171975,293.15,2,297.171975
0.4148422222,297.1814167,293.15,2,297.1814167
0.4158422222,297.1908571,293.15,2,297.1908571
0.4168422222,297.200296,293.15,2,297.200296
0.4178422222,297.2097337,293.15,2,297.2097337
0.4188422222,297.2191701,293.15,2,297.2191701
0.4198422222,297.2286053,293.15,2,297.2286053
0.4208422222,297.2380392,293.15,2,297.2380392
0.4218422222,297.2474718,293.15,2,297.2474718
0.4228422222,297.2569032,293.15,2,297.2569032
0.4238422222,297.2663332,293.15,2,297.2663332
0.4248422222,297.2757619,293.15,2,297.2757619
0.4258422222,297.2851892,293.15,2,297.2851892
0.4268422222,297.2946153,293.15,2,297.2946153
0.4278422222,297.30404,293.15,2,297.30404
0.4288422222,297.3134635,293.15,2,297.3134635
0.4298422222,297.3228857,293.15,2,297.3228857
0.4308422222,297.3323066,293.15,2,297.3323066
0.4318422222,297.3417263,293.15,2,297.3417263
0.4328422222,297.3511446,293.15,2,297.3511446
0.4338422222,297.3605617,293.15,2,297.3605617
0.4348422222,297.3699775,293.15,2,297.3699775
0.4358422222,297.379392,293.15,2,297.379392
0.4368422222,297.3888052,293.15,2,297.3888052
0.4378422222,297.3982171,293.15,2,297.3982171
0.4388422222,297.4076277,293.15,2,297.4076277
0.4398422222,297.4170369,293.15,2,297.4170369
0.4408422222,297.4264449,293.15,2,297.4264449
0.4418422222,297.4358516,293.15,2,297.4358516
0.4428422222,297.445257,293.15,2,297.445257
0.4438422222,297.454661,293.15,2,297.454661
0.4448422222,297.4640638,293.15,2,297.4640638
0.4458422222,297.4734653,293.15,2,297.4734653
0.4468422222,297.4828655,293.15,2,297.4828655
0.4478422222,297.4922645,293.15,2,297.4922645
0.4488422222,297.5016621,293.15,2,297.5016621
0.4498422222,297.5110584,293.15,2,297.5110584
0.4508422222,297.5204535,293.15,2,297.5204535
0.4518422222,297.5298472,293.15,2,297.5298472
0.4528422222,297.5392397,293.15,2,297.5392397
0.4538422222,297.5486308,293.15,2,297.5486308
0.4548422222,297.5580207,293.15,2,297.5580207
0.4558422222,297.5674093,293.15,2,297.5674093
0.4568422222,297.5767966,293.15,2,297.5767966
0.4578422222,297.5861826,293.15,2,297.5861826
0.4588422222,297.5955673,293.15,2,297.5955673
0.4598422222,297.6049507,293.15,2,297.6049507
0.4608422222,297.6143329,293.15,2,297.6143329
0.4618422222,297.6237137,293.15,2,297.6237137
0.4628422222,297.6330932,293.15,2,297.6330932
0.4638422222,297.6424715,293.15,2,297.6424715
0.4648422222,297.6518485,293.15,2,297.6518485
0.4658422222,297.6612241,293.15,2,297.6612241
0.4668422222,297.6705986,293.15,2,297.6705986
0.4678422222,297.6799717,293.15,2,297.6799717
0.4688422222,297.6893436,293.15,2,297.6893436
0.4698422222,297.6987142,293.15,2,297.6987142
0.4708422222,297.7080835,293.15,2,297.7080835
0.4718422222,297.7174516,293.15,2,297.7174516
0.4728422222,297.7268183,293.15,2,297.7268183
0.4738422222,297.7361837,293.15,2,297.7361837
0.4748422222,297.7455479,293.15,2,297.7455479
0.4758422222,297.7549108,293.15,2,297.7549108
0.4768422222,297.7642724,293.15,2,297.7642724
0.4778422222,297.7736326,293.15,2,297.7736326
0.4788422222,297.7829917,293.15,2,297.7829917
0.4798422222,297.7923494,293.15,2,297.7923494
0.4808422222,297.8017058,293.15,2,297.8017058
0.4818422222,297.8110609,293.15,2,297.8110609
0.4828422222,297.8204148,293.15,2,297.8204148
0.4838422222,297.8297673,293.15,2,297.8297673
0.4848422222,297.8391186,293.15,2,297.8391186
0.4858422222,297.8484686,293.15,2,297.8484686
0.4868422222,297.8578173,293.15,2,297.8578173
0.4878422222,297.8671647,293.15,2,297.8671647
0.4888422222,297.8765108,293.15,2,297.8765108
0.4898422222,297.8858556,293.15,2,297.8858556
0.4908422222,297.8951992,293.15,2,297.8951992
0.4918422222,297.9045414,293.15,2,297.9045414
0.4928422222,297.9138824,293.15,2,297.9138824
0.4938422222,297.9232221,293.15,2,297.9232221
0.4948422222,297.9325605,293.15,2,297.9325605
0.4958422222,297.9418976,293.15,2,297.9418976
0.4968422222,297.9512334,293.15,2,297.9512334
0.4978422222,297.9605679,293.15,2,297.9605679
0.4988422222,297.9699011,293.15,2,297.9699011
0.4998422222,297.9792331,293.15,2,297.9792331
0.5008422222,297.9885637,293.15,2,297.9885637
0.5018422222,297.9978931,293.15,2,297.9978931
0.5028422222,298.0072212,293.15,2,298.0072212
0.5038422222,298.016548,293.15,2,298.016548
0.5048422222,298.0258735,293.15,2,298.0258735
0.5058422222,298.0351977,293.15,2,298.0351977
0.5068422222,298.0445206,293.15,2,298.0445206
0.5078422222,298.0538423,293.15,2,298.0538423
0.5088422222,298.0631626,293.15,2,298.0631626
0.5098422222,298.0724817,293.15,2,298.0724817
0.5108422222,298.0817994,293.15,2,298.0817994
0.5118422222,298.0911159,293.15,2,298.0911159
0.5128422222,298.1004311,293.15,2,298.1004311
0.5138422222,298.109745,293.15,2,298.109745
0.5148422222,298.1190576,293.15,2,298.1190576
0.5158422222,298.128369,293.15,2,298.128369
0.5168422222,298.137679,293.15,2,298.137679
0.5178422222,298.1469878,293.15,2,298.1469878
0.5188422222,298.1562952,293.15,2,298.1562952
0.5198422222,298.1656014,293.15,2,298.1656014
0.5208422222,298.1749063,293.15,2,298.1749063
0.5218422222,298.1842104,293.15,2,298.1842104
0.5228422222,298.1935132,293.15,2,298.1935132
0.5238422222,298.2028147,293.15,2,298.2028147
0.5248422222,298.212115,293.15,2,298.212115
0.5258422222,298.221414,293.15,2,298.221414
0.5268422222,298.2307117,293.15,2,298.2307117
0.5278422222,298.2400081,293.15,2,298.2400081
0.5288422222,298.2493033,293.15,2,298.2493033
0.5298422222,298.2585971,293.15,2,298.2585971
0.5308422222,298.2678897,293.15,2,298.2678897
0.5318422222,298.277181,293.15,2,298.277181
0.5328422222,298.2864711,293.15,2,298.2864711
0.5338422222,298.2957598,293.15,2,298.2957598
0.5348422222,298.3050473,293.15,2,298.3050473
0.5358422222,298.3143335,293.15,2,298.3143335
0.5368422222,298.3236184,293.15,2,298.3236184
0.5378422222,298.3329021,293.15,2,298.3329021
0.5388422222,298.3421844,293.15,2,298.3421844
0.5398422222,298.3514655,293.15,2,298.3514655
0.5408422222,298.3607453,293.15,2,298.3607453
0.5418422222,298.3700239,293.15,2,298.3700239
0.5428422222,298.3793011,293.15,2,298.3793011
0.5438422222,298.3885771,293.15,2,298.3885771
0.5448422222,298.3978518,293.15,2,298.3978518
0.5458422222,298.4071253,293.15,2,298.4071253
0.5468422222,298.4163974,293.15,2,298.4163974
0.5478422222,298.4256683,293.15,2,298.4256683
0.5488422222,298.4349379,293.15,2,298.4349379
0.5498422222,298.4442062,293.15,2,298.4442062
0.5508422222,298.4534732,293.15,2,298.4534732
0.5518422222,298.462739,293.15,2,298.462739
0.5528422222,298.4720034,293.15,2,298.4720034
0.5538422222,298.4812667,293.15,2,298.4812667
0.5548422222,298.4905286,293.15,2,298.4905286
0.5558422222,298.4997892,293.15,2,298.4997892
0.5568422222,298.5090486,293.15,2,298.5090486
0.5578422222,298.5183067,293.15,2,298.5183067
0.5588422222,298.5275635,293.15,2,298.5275635
0.5598422222,298.536819,293.15,2,298.536819
0.5608422222,298.5460733,293.15,2,298.5460733
0.5618422222,298.5553263,293.15,2,298.5553263
0.5628422222,298.564578,293.15,2,298.564578
0.5638422222,298.5738284,293.15,2,298.5738284
0.5648422222,298.5830776,293.15,2,298.5830776
0.5658422222,298.5923254,293.15,2,298.5923254
0.5668422222,298.601572,293.15,2,298.601572
0.5678422222,298.6108173,293.15,2,298.6108173
0.5688422222,298.6200614,293.15,2,298.6200614
0.5698422222,298.6293041,293.15,2,298.6293041
0.5708422222,298.6385456,293.15,2,298.6385456
0.5718422222,298.6477858,293.15,2,298.6477858
0.5728422222,298.6570247,293.15,2,298.6570247
0.5738422222,298.6662624,293.15,2,298.6662624
0.5748422222,298.6754988,293.15,2,298.6754988
0.5758422222,298.6847339,293.15,2,298.6847339
0.5768422222,298.6939677,293.15,2,298.6939677
0.5778422222,298.7032002,293.15,2,298.7032002
0.5788422222,298.7124315,293.15,2,298.7124315
0.5798422222,298.7216614,293.15,2,298.7216614
0.5808422222,298.7308902,293.15,2,298.7308902
0.5818422222,298.7401176,293.15,2,298.7401176
0.5828422222,298.7493437,293.15,2,298.7493437
0.5838422222,298.7585686,293.15,2,298.7585686
0.5848422222,298.7677922,293.15,2,298.7677922
0.5858422222,298.7770145,293.15,2,298.7770145
0.5868422222,298.7862355,293.15,2,298.7862355
0.5878422222,298.7954553,293.15,2,298.7954553
