time,y_0,y_1,y_2
0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0
0.02,0.79973335822204,0.0,0.0
0.03,1.7986503119775,2.6990551,0.0
0.04,3.1957354298631,2.6990551,0.0
0.05,4.9895912199656,4.4956268,5.24554868
0.06,7.1784233788932,4.4956268,5.24554868
0.07,9.7600428818915,6.2880047,5.24554868
0.08,12.731865601204,6.2880047,5.24554868
0.09,16.090918608116,8.074519,9.4240634
0.1,19.833837868331,8.074519,9.4240634
0.11,23.956877242138,9.8535075,9.4240634
0.12,28.455906086146,9.8535075,9.4240634
0.13,33.326416524138,11.6233181,13.5719453
0.14,38.563527972494,11.6233181,13.5719453
0.15,44.161987403457,13.3823107,13.5719453
0.16,50.116180006791,13.3823107,13.5719453
0.17,56.420129580861,15.1288593,17.6757898
0.18,63.067506223226,15.1288593,17.6757898
0.19,70.05162972616,16.8613541,17.6757898
0.2,77.365480697512,16.8613541,17.6757898
0.21,85.001703673255,18.5782041,21.7224192
0.22,92.952607589953,18.5782041,21.7224192
0.23,101.2101879866,20.2778381,21.7224192
0.24,109.76611975894,20.2778381,21.7224192
0.25,118.61177712114,21.9587088,25.6989508
0.26,127.73822464408,21.9587088,25.6989508
0.27,137.13623563584,23.619292,25.6989508
0.28,146.79630226017,23.619292,25.6989508
0.29,156.70866511567,25.25809,29.5928629
0.3,166.86324975249,25.25809,29.5928629
0.31,177.2497926512,26.873635,29.5928629
0.32,187.85771835415,26.873635,29.5928629
0.33,198.67623568689,28.464488,33.3920579
0.34,209.6943540703,28.464488,33.3920579
0.35,220.90083205106,30.029244,33.3920579
0.36,232.28422644642,30.029244,33.3920579
0.37,243.83291564518,31.56653,37.084926
0.38,255.53506113787,31.56653,37.084926
0.39,267.37868390455,33.075009,37.084926
0.4,279.35162165087,33.075009,37.084926
0.41,291.44155008932,34.553383,40.6603978
0.42,303.63601299183,34.553383,40.6603978
0.43,315.92243009254,36.000391,40.6603978
0.44,328.28811086699,36.000391,40.6603978
0.45,340.72020805503,37.414815,44.1080059
0.46,353.20581867696,37.414815,44.1080059
0.47,365.73198379287,38.795476,44.1080059
0.48,378.28560222193,38.795476,44.1080059
0.49,390.85354618142,40.141241,47.4179307
0.5,403.42268856934,40.141241,47.4179307
0.51,415.97973162192,41.451022,47.4179307
0.52,428.5115444766,41.451022,47.4179307
0.53,441.00478958237,42.723777,50.581055
0.54,453.4462554608,42.723777,50.581055
0.55,465.82269221507,43.958508,50.581055
0.56,478.12093765379,43.958508,50.581055
0.57,490.32774921734,45.154272,53.5889955
