    "time","lca@PUMP01","x1@INJ01", "q@INJ01","volume@INJ01","p1@PUMP01","pa@DVALV01","sacp@INJ01"
         0,         0,    1e-009,         0,         0,       2.5,        10,        50
    1e-005,1.2744036e-008,    1e-009,-9.8316791e-009,-1.6379556e-015, 2.4992857, 9.9353849,        50
    2e-005,2.9559295e-008,    1e-009,-9.8316512e-009,-3.2765567e-015, 2.5000542, 9.9360167,        50
    3e-005,5.1738664e-008,    1e-009,-9.8315953e-009,-4.9151579e-015, 2.5000954, 9.9746427,        50
    4e-005,8.0575032e-008,    1e-009,-9.8316093e-009,-6.5537593e-015, 2.4999866, 9.9616176,        50
    5e-005,1.1736129e-007,    1e-009,-9.8316093e-009,-8.1923608e-015, 2.5000183, 9.9398468,        50
    6e-005,1.6339032e-007,    1e-009,-9.8316093e-009,-9.8309623e-015, 2.5001101, 9.9571539,        50
    7e-005,2.1995501e-007,    1e-009,-9.8317559e-009,-1.1469564e-014, 2.5000444, 9.9674489,        50
    8e-005,2.8834826e-007,    1e-009,-9.8316232e-009,-1.3108166e-014,   2.50003, 9.9530646,        50
    9e-005,3.6986295e-007,    1e-009,-9.8316093e-009,-1.4746767e-014, 2.5001194, 9.9523321,        50
    0.0001,4.6579197e-007,    1e-009,-9.8316162e-009,-1.6385369e-014, 2.5001574, 9.9635366,        50
   0.00011,5.774282e-007,    1e-009,-9.8316162e-009,-1.8023971e-014, 2.5001263,  9.961045,        50
   0.00012,7.0606454e-007,    1e-009,-9.8316162e-009,-1.9662572e-014, 2.5002056,  9.956064,        50
   0.00013,8.5299388e-007,    1e-009,-9.8316791e-009,-2.1301174e-014, 2.5003216, 9.9612541,        50
   0.00014,1.0195086e-006,    1e-009,-9.8316093e-009,-2.2939776e-014, 2.5003461, 9.9644363,        50
   0.00015,1.2063912e-006,    1e-009,-9.8316093e-009,-2.4578377e-014, 2.5004118, 9.9614415,        50
   0.00016,1.4129575e-006,    1e-009,-9.8316093e-009,-2.6216978e-014, 2.5005553, 9.9624171,        50
   0.00017,1.6382614e-006,    1e-009,-9.8316023e-009,-2.785558e-014, 2.5006403, 9.9659633,        50
   0.00018,1.8813566e-006,    1e-009,-9.8316093e-009,-2.9494181e-014, 2.5006961, 9.9658089,        50
   0.00019,2.141297e-006,    1e-009,-9.8315394e-009,-3.1132782e-014, 2.5008182, 9.9653182,        50
    0.0002,2.4171362e-006,    1e-009,-9.8316093e-009,-3.2771383e-014, 2.5009364, 9.9677159,        50
   0.00021,2.7079281e-006,    1e-009,-9.8316162e-009,-3.4409985e-014, 2.5010015,  9.969065,        50
   0.00022,3.0127264e-006,    1e-009,-9.8316162e-009,-3.6048586e-014,  2.501094, 9.9687794,        50
   0.00023,3.330585e-006,    1e-009,-9.8316023e-009,-3.7687187e-014, 2.5012116, 9.9700167,        50
   0.00024,3.6605576e-006,    1e-009,-9.8316162e-009,-3.9325788e-014, 2.5012873, 9.9716645,        50
   0.00025,4.001698e-006,    1e-009,-9.8316023e-009,-4.0964389e-014, 2.5013555, 9.9719548,        50
   0.00026,4.35306e-006,    1e-009,-9.8315953e-009,-4.260299e-014, 2.5014519, 9.9725053,        50
   0.00027,4.7136974e-006,    1e-009,-9.8316162e-009,-4.4241591e-014, 2.5015249, 9.9739782,        50
   0.00028,5.0826661e-006,    1e-009,-9.8316162e-009,-4.5880193e-014, 2.5015784, 9.9745805,        50
   0.00029,5.4593781e-006,    1e-009,-9.8316162e-009,-4.7518794e-014, 2.5016536,   9.97507,        50
    0.0003,5.8439919e-006,    1e-009,-9.8316093e-009,-4.9157395e-014, 2.5017272, 9.9761605,        50
   0.00031,6.23676e-006,    1e-009,-9.8316023e-009,-5.0795997e-014,  2.501793, 9.9768093,        50
   0.00032,6.6379349e-006,    1e-009,-9.8316093e-009,-5.2434598e-014, 2.5018756, 9.9773044,        50
   0.00033,7.0477691e-006,    1e-009,-9.8316162e-009,-5.40732e-014, 2.5019598, 9.9781462,        50
   0.00034,7.4665151e-006,    1e-009,-9.8316093e-009,-5.5711801e-014, 2.5020412, 9.9787103,        50
   0.00035,7.8944254e-006,    1e-009,-9.8316093e-009,-5.7350403e-014, 2.5021352, 9.9792234,        50
   0.00036,8.3317525e-006,    1e-009,-9.8316162e-009,-5.8989005e-014, 2.5022295, 9.9798768,        50
   0.00037,8.7787488e-006,    1e-009,-9.8316093e-009,-6.0627607e-014, 2.5023288, 9.9803507,        50
   0.00038,9.2356669e-006,    1e-009,-9.8315883e-009,-6.2266209e-014, 2.5024344, 9.9808889,        50
   0.00039,9.7027593e-006,    1e-009,-9.8316093e-009,-6.3904811e-014,  2.502543, 9.9813349,        50
    0.0004,1.0180278e-005,    1e-009,-9.8316372e-009,-6.5543414e-014, 2.5026591, 9.9818308,        50
   0.00041,1.0668477e-005,    1e-009,-9.8316372e-009,-6.7182017e-014, 2.5027778, 9.9822341,        50
   0.00042,1.1167605e-005,    1e-009,-9.8316232e-009,-6.8820621e-014,  2.502905, 9.9826826,        50
   0.00043,1.1677796e-005,    1e-009,-9.8316302e-009,-7.0459225e-014, 2.5030322, 9.9830826,        50
   0.00044,1.2199003e-005,    1e-009,-9.8316372e-009,-7.209783e-014, 2.5031639, 9.9834734,        50
   0.00045,1.2731161e-005,    1e-009,-9.8316372e-009,-7.3736437e-014, 2.5032959,  9.983859,        50
   0.00046,1.3274206e-005,    1e-009,-9.8316582e-009,-7.5375045e-014, 2.5034306, 9.9842313,        50
   0.00047,1.3828075e-005,    1e-009,-9.8316651e-009,-7.7013656e-014,  2.503567, 9.9845955,        50
   0.00048,1.4392704e-005,    1e-009,-9.8316791e-009,-7.8652269e-014, 2.5037051, 9.9849543,        50
   0.00049,1.4968029e-005,    1e-009,-9.8317001e-009,-8.0290886e-014, 2.5038451, 9.9853082,        50
    0.0005,1.5553987e-005,    1e-009,-9.831735e-009,-8.1929507e-014, 2.5039868, 9.9856581,        50
   0.00051,1.6150514e-005,    1e-009,-9.8317629e-009,-8.3568133e-014, 2.5041302, 9.9860046,        50
   0.00052,1.6757545e-005,    1e-009,-9.8317978e-009,-8.5206765e-014, 2.5042753,  9.986348,        50
   0.00053,1.7375018e-005,    1e-009,-9.8318397e-009,-8.6845404e-014, 2.5044219, 9.9866888,        50
   0.00054,1.8002868e-005,    1e-009,-9.8318956e-009,-8.8484052e-014, 2.5045701, 9.9870268,        50
   0.00055,1.8641032e-005,    1e-009,-9.8319445e-009,-9.0122707e-014, 2.5047198, 9.9873626,        50
   0.00056,1.9289446e-005,    1e-009,-9.8320283e-009,-9.1761374e-014, 2.5048711, 9.9876956,        50
   0.00057,1.9948078e-005,    1e-009,-9.8321051e-009,-9.3400053e-014, 2.5050245, 9.9880253,        50
   0.00058,2.0616928e-005,    1e-009,-9.8321959e-009,-9.5038748e-014, 2.5051804, 9.9883514,        50
   0.00059,2.1295999e-005,    1e-009,-9.8323077e-009,-9.6677459e-014, 2.5053388, 9.9886734,        50
    0.0006,2.1985294e-005,    1e-009,-9.8324474e-009,-9.831619e-014, 2.5054995, 9.9889908,        50
   0.00061,2.2684814e-005,    1e-009,-9.8325731e-009,-9.9954943e-014, 2.5056627,  9.989303,        50
   0.00062,2.3394562e-005,    1e-009,-9.8327127e-009,-1.0159372e-013, 2.5058283, 9.9896093,        50
   0.00063,2.4114542e-005,    1e-009,-9.8329013e-009,-1.0323253e-013, 2.5059964, 9.9899091,        50
   0.00064,2.4844755e-005,    1e-009,-9.8330969e-009,-1.0487137e-013, 2.5061669, 9.9902018,        50
   0.00065,2.5585204e-005,    1e-009,-9.8333273e-009,-1.0651024e-013, 2.5063398, 9.9904868,        50
   0.00066,2.6335892e-005,    1e-009,-9.8335718e-009,-1.0814915e-013, 2.5065151, 9.9907635,        50
   0.00067,2.7096821e-005,    1e-009,-9.8338232e-009,-1.097881e-013, 2.5066929, 9.9910316,        50
   0.00068,2.7867994e-005,    1e-009,-9.8341096e-009,-1.114271e-013, 2.5068731, 9.9912905,        50
   0.00069,2.8649413e-005,    1e-009,-9.8344308e-009,-1.1306616e-013, 2.5070558,   9.99154,        50
    0.0007,2.9441083e-005,    1e-009,-9.83478e-009,-1.1470526e-013, 2.5072411, 9.9917799,        50
   0.00071,3.0243033e-005,    1e-009,-9.8351502e-009,-1.1634443e-013, 2.5074295, 9.9920101,        50
   0.00072,3.1055316e-005,    1e-009,-9.8355273e-009,-1.1798366e-013, 2.5076214, 9.9922305,        50
   0.00073,3.1877987e-005,    1e-009,-9.8359533e-009,-1.1962296e-013, 2.5078168, 9.9924413,        50
   0.00074,3.2711097e-005,    1e-009,-9.8364003e-009,-1.2126233e-013, 2.5080156, 9.9926428,        50
   0.00075,3.3554702e-005,    1e-009,-9.8368822e-009,-1.2290178e-013,  2.508218, 9.9928351,        50
   0.00076,3.4408854e-005,    1e-009,-9.8373781e-009,-1.2454131e-013,  2.508424, 9.9930187,        50
