Time,heatCapacitor_T,switch_Controll,
4.86,36.2974,0,
4.88,36.4526,0,
4.9,36.6074,0,
4.92,36.7617,0,
4.94,36.9157,0,
4.96,37.0692,0,
4.98,37.2223,0,
5,37.3751,0,
5.02,37.5274,0,
5.04,37.6793,0,
5.06,37.8308,0,
5.08,37.9819,0,
5.1,38.1326,0,
5.12,38.2829,0,
5.14,38.4328,0,
5.16,38.5823,0,
5.18,38.7314,0,
5.2,38.88,0,
5.22,39.0283,0,
5.24,39.1763,0,
5.26,39.3238,0,
5.28,39.4709,0,
5.3,39.6177,0,
5.32,39.764,0,
5.34,39.91,0,
5.36,39.8901,1,
5.38,39.8503,1,
5.4,39.8107,1,
5.42,39.7711,1,
5.44,39.7316,1,
5.46,39.6922,1,
5.48,39.6529,1,
5.5,39.6136,1,
5.52,39.5744,1,
5.54,39.5353,1,
5.56,39.4963,1,
5.58,39.4573,1,
5.6,39.4184,1,
5.62,39.3796,1,
5.64,39.3409,1,
5.66,39.3023,1,
5.68,39.3698,0,
5.7,39.5168,0,
5.72,39.6633,0,
5.74,39.8094,0,
5.76,39.9552,0,
5.78,40.1006,0,
5.8,40.2455,0,
5.82,40.3901,0,
5.84,40.5344,0,
5.86,40.6782,0,
5.88,40.8217,0,
5.9,40.9648,0,
5.92,41.1075,0,
5.94,41.2498,0,
5.96,41.3918,0,
5.98,41.5334,0,
6,41.6746,0,
6.02,41.8155,0,
6.04,41.9559,0,
6.06,42.096,0,
6.08,42.2357,0,
6.1,42.375,0,
6.12,42.5139,0,
6.14,42.6525,0,
6.16,42.7908,0,
6.18,42.9287,0,
6.2,43.0662,0,
6.22,43.2034,0,
6.24,43.3402,0,
6.26,43.4766,0,
6.28,43.6127,0,
6.3,43.7484,0,
6.32,43.8837,0,
6.34,44.0187,0,
6.36,44.1533,0,
6.38,44.1529,1,
6.4,44.1046,1,
6.42,44.0565,1,
6.44,44.0084,1,
6.46,43.9605,1,
6.48,43.9126,1,
6.5,43.8648,1,
6.52,43.8172,1,
6.54,43.7696,1,
6.56,43.7221,1,
6.58,43.6747,1,
6.6,43.6274,1,
6.62,43.5802,1,
6.64,43.5331,1,
6.66,43.4861,1,
6.68,43.5247,0,
6.7,43.6605,0,
6.72,43.796,0,
6.74,43.9312,0,
6.76,44.0659,0,
6.78,44.2004,0,
6.8,44.3345,0,
6.82,44.4682,0,
6.84,44.6015,0,
6.86,44.7346,0,
6.88,44.8672,0,
6.9,44.9996,0,
6.92,45.1316,0,
6.94,45.2633,0,
6.96,45.3946,0,
6.98,45.5255,0,
7,45.6562,0,
7.02,45.7864,0,
7.04,45.9164,0,
7.06,46.046,0,
7.08,46.1752,0,
7.1,46.3041,0,
7.12,46.4326,0,
7.14,46.5608,0,
7.16,46.6887,0,
7.18,46.8162,0,
7.2,46.9435,0,
7.22,47.0704,0,
7.24,47.1969,0,
7.26,47.3232,0,
7.28,47.4491,0,
7.3,47.5747,0,
7.32,47.6999,0,
7.34,47.8248,0,
7.36,47.9494,0,
7.38,48.0736,0,
7.4,48.1975,0,
7.42,48.321,0,
7.44,48.4442,0,
7.46,48.5671,0,
7.48,48.6898,0,
7.5,48.8121,0,
7.52,48.9341,0,
7.54,49.0558,0,
7.56,49.1276,1,
7.58,49.0694,1,
7.6,49.0114,1,
7.62,48.9534,1,
7.64,48.8956,1,
7.66,48.8378,1,
7.68,48.7802,1,
7.7,48.7227,1,
7.72,48.6653,1,
7.74,48.6081,1,
7.76,48.5509,1,
7.78,48.4939,1,
7.8,48.4369,1,
7.82,48.3801,1,
7.84,48.3362,0,
7.86,48.4593,0,
7.88,48.5821,0,
7.9,48.7046,0,
7.92,48.8268,0,
7.94,48.9487,0,
7.96,49.0702,0,
7.98,49.1915,0,
8,49.3124,0,
8.02,49.4329,0,
8.04,49.5532,0,
8.06,49.6731,0,
8.08,49.7928,0,
8.1,49.9121,0,
8.12,50.0311,0,
8.14,50.1498,0,
8.16,50.2682,0,
8.18,50.3863,0,
8.2,50.504,0,
8.22,50.6215,0,
8.24,50.7387,0,
8.26,50.8556,0,
8.28,50.9721,0,
8.3,50.9529,1,
8.32,50.891,1,
8.34,50.8293,1,
8.36,50.7677,1,
8.38,50.7063,1,
8.4,50.6449,1,
8.42,50.5837,1,
8.44,50.5226,1,
8.46,50.4616,1,
8.48,50.4008,1,
8.5,50.34,1,
8.52,50.2794,1,
8.54,50.2189,1,
8.56,50.1585,1,
8.58,50.0983,1,
8.6,50.0381,1,
8.62,49.9781,1,
8.64,49.9181,1,
8.66,49.8583,1,
8.68,49.7986,1,
8.7,49.7391,1,
8.72,49.6796,1,
8.74,49.6203,1,
8.76,49.5611,1,
8.78,49.502,1,
8.8,49.443,1,
8.82,49.3842,1,
8.84,49.3254,1,
8.86,49.2668,1,
8.88,49.2083,1,
8.9,49.1499,1,
8.92,49.0917,1,
8.94,49.0335,1,
8.96,49.0513,0,
8.98,49.1726,0,
9,49.2935,0,
9.02,49.4141,0,
9.04,49.5344,0,
9.06,49.6544,0,
9.08,49.7741,0,
9.1,49.8935,0,
9.12,50.0126,0,
9.14,50.1313,0,
9.16,50.2498,0,
9.18,50.3679,0,
9.2,50.4858,0,
9.22,50.6033,0,
9.24,50.7206,0,
9.26,50.8375,0,
9.28,50.9542,0,
9.3,50.9624,1,
9.32,50.9006,1,
9.34,50.8389,1,
9.36,50.7773,1,
9.38,50.7158,1,
9.4,50.6544,1,
9.42,50.5932,1,
9.44,50.532,1,
9.46,50.471,1,
9.48,50.4102,1,
9.5,50.3494,1,
9.52,50.2888,1,
9.54,50.2282,1,
9.56,50.1679,1,
9.58,50.1076,1,
9.6,50.0474,1,
9.62,49.9874,1,
9.64,49.9274,1,
9.66,49.8676,1,
9.68,49.8079,1,
9.7,49.7483,1,
9.72,49.6888,1,
9.74,49.6295,1,
9.76,49.5703,1,
9.78,49.5112,1,
9.8,49.4522,1,
9.82,49.3933,1,
9.84,49.3345,1,
9.86,49.2759,1,
9.88,49.2174,1,
9.9,49.1589,1,
9.92,49.1007,1,
9.94,49.0425,1,
9.96,49.0326,0,
9.98,49.1539,0,
10,49.2749,0,
