"time","TAmb","TDif","heatCapacitor_T","TRes"
3.88,293.15,2,305.077,305.077
3.89,293.15,2,305.077,305.077
3.89,293.15,2,305.065,305.065
3.9,293.15,2,305.065,305.065
3.9,293.15,2,305.077,305.077
3.91,293.15,2,305.077,305.077
3.91,293.15,2,305.161,305.161
3.92,293.15,2,305.161,305.161
3.92,293.15,2,305.244,305.244
3.93,293.15,2,305.244,305.244
3.93,293.15,2,305.327,305.327
3.94,293.15,2,305.327,305.327
3.94,293.15,2,305.411,305.411
3.95,293.15,2,305.411,305.411
3.95,293.15,2,305.494,305.494
3.96,293.15,2,305.494,305.494
3.96,293.15,2,305.577,305.577
3.97,293.15,2,305.577,305.577
3.97,293.15,2,305.66,305.66
3.98,293.15,2,305.66,305.66
3.98,293.15,2,305.742,305.742
3.99,293.15,2,305.742,305.742
3.99,293.15,2,305.825,305.825
4,293.15,2,305.825,305.825
4,293.15,2,305.908,305.908
4.01,293.15,2,305.908,305.908
4.01,293.15,2,305.99,305.99
4.02,293.15,2,305.99,305.99
4.02,293.15,2,306.072,306.072
4.03,293.15,2,306.072,306.072
4.03,293.15,2,306.155,306.155
4.04,293.15,2,306.155,306.155
4.04,293.15,2,306.237,306.237
4.05,293.15,2,306.237,306.237
4.05,293.15,2,306.319,306.319
4.06,293.15,2,306.319,306.319
4.06,293.15,2,306.4,306.4
4.07,293.15,2,306.4,306.4
4.07,293.15,2,306.482,306.482
4.08,293.15,2,306.482,306.482
4.08,293.15,2,306.564,306.564
4.09,293.15,2,306.564,306.564
4.09,293.15,2,306.645,306.645
4.1,293.15,2,306.645,306.645
4.1,293.15,2,306.727,306.727
4.11,293.15,2,306.727,306.727
4.11,293.15,2,306.808,306.808
4.12,293.15,2,306.808,306.808
4.12,293.15,2,306.889,306.889
4.13,293.15,2,306.889,306.889
4.13,293.15,2,306.97,306.97
4.14,293.15,2,306.97,306.97
4.14,293.15,2,307.051,307.051
4.15,293.15,2,307.051,307.051
4.15,293.15,2,307.132,307.132
4.16,293.15,2,307.132,307.132
4.16,293.15,2,307.213,307.213
4.17,293.15,2,307.213,307.213
4.17,293.15,2,307.294,307.294
4.18,293.15,2,307.294,307.294
4.18,293.15,2,307.374,307.374
4.19,293.15,2,307.374,307.374
4.19,293.15,2,307.455,307.455
4.2,293.15,2,307.455,307.455
4.2,293.15,2,307.535,307.535
4.21,293.15,2,307.535,307.535
4.21,293.15,2,307.615,307.615
4.22,293.15,2,307.615,307.615
4.22,293.15,2,307.695,307.695
4.23,293.15,2,307.695,307.695
4.23,293.15,2,307.775,307.775
4.24,293.15,2,307.775,307.775
4.24,293.15,2,307.855,307.855
4.25,293.15,2,307.855,307.855
4.25,293.15,2,307.935,307.935
4.26,293.15,2,307.935,307.935
4.26,293.15,2,308.015,308.015
4.27,293.15,2,308.015,308.015
4.27,293.15,2,308.094,308.094
4.28,293.15,2,308.094,308.094
4.28,293.15,2,308.174,308.174
4.29,293.15,2,308.174,308.174
4.29,293.15,2,308.253,308.253
4.3,293.15,2,308.253,308.253
4.3,293.15,2,308.332,308.332
4.31,293.15,2,308.332,308.332
4.31,293.15,2,308.411,308.411
4.32,293.15,2,308.411,308.411
4.32,293.15,2,308.491,308.491
4.33,293.15,2,308.491,308.491
4.33,293.15,2,308.569,308.569
4.34,293.15,2,308.569,308.569
4.34,293.15,2,308.648,308.648
4.35,293.15,2,308.648,308.648
4.35,293.15,2,308.727,308.727
4.36,293.15,2,308.727,308.727
4.36,293.15,2,308.806,308.806
4.37,293.15,2,308.806,308.806
4.37,293.15,2,308.884,308.884
4.38,293.15,2,308.884,308.884
4.38,293.15,2,308.963,308.963
4.39,293.15,2,308.963,308.963
4.39,293.15,2,309.041,309.041
4.4,293.15,2,309.041,309.041
4.4,293.15,2,309.119,309.119
4.41,293.15,2,309.119,309.119
4.41,293.15,2,309.183,309.183
4.42,293.15,2,309.183,309.183
4.42,293.15,2,309.167,309.167
4.43,293.15,2,309.167,309.167
4.43,293.15,2,309.151,309.151
4.44,293.15,2,309.151,309.151
4.44,293.15,2,309.135,309.135
4.45,293.15,2,309.135,309.135
4.45,293.15,2,309.119,309.119
4.46,293.15,2,309.119,309.119
4.46,293.15,2,309.103,309.103
4.47,293.15,2,309.103,309.103
4.47,293.15,2,309.087,309.087
4.48,293.15,2,309.087,309.087
4.48,293.15,2,309.071,309.071
4.49,293.15,2,309.071,309.071
4.49,293.15,2,309.055,309.055
4.5,293.15,2,309.055,309.055
4.5,293.15,2,309.039,309.039
4.51,293.15,2,309.039,309.039
4.51,293.15,2,309.024,309.024
4.52,293.15,2,309.024,309.024
4.52,293.15,2,309.008,309.008
4.53,293.15,2,309.008,309.008
4.53,293.15,2,308.992,308.992
4.54,293.15,2,308.992,308.992
4.54,293.15,2,308.976,308.976
4.55,293.15,2,308.976,308.976
4.55,293.15,2,308.96,308.96
4.56,293.15,2,308.96,308.96
4.56,293.15,2,308.944,308.944
4.57,293.15,2,308.944,308.944
4.57,293.15,2,308.929,308.929
4.58,293.15,2,308.929,308.929
4.58,293.15,2,308.913,308.913
4.59,293.15,2,308.913,308.913
4.59,293.15,2,308.897,308.897
4.6,293.15,2,308.897,308.897
4.6,293.15,2,308.881,308.881
4.61,293.15,2,308.881,308.881
4.61,293.15,2,308.866,308.866
4.62,293.15,2,308.866,308.866
4.62,293.15,2,308.85,308.85
4.63,293.15,2,308.85,308.85
4.63,293.15,2,308.834,308.834
4.64,293.15,2,308.834,308.834
4.64,293.15,2,308.819,308.819
4.65,293.15,2,308.819,308.819
4.65,293.15,2,308.803,308.803
4.66,293.15,2,308.803,308.803
4.66,293.15,2,308.787,308.787
4.67,293.15,2,308.787,308.787
4.67,293.15,2,308.772,308.772
4.68,293.15,2,308.772,308.772
4.68,293.15,2,308.756,308.756
4.69,293.15,2,308.756,308.756
4.69,293.15,2,308.74,308.74
4.7,293.15,2,308.74,308.74
4.7,293.15,2,308.725,308.725
4.71,293.15,2,308.725,308.725
4.71,293.15,2,308.709,308.709
4.72,293.15,2,308.709,308.709
4.72,293.15,2,308.694,308.694
4.73,293.15,2,308.694,308.694
4.73,293.15,2,308.678,308.678
4.74,293.15,2,308.678,308.678
4.74,293.15,2,308.663,308.663
4.75,293.15,2,308.663,308.663
4.75,293.15,2,308.647,308.647
4.76,293.15,2,308.647,308.647
4.76,293.15,2,308.662,308.662
4.77,293.15,2,308.662,308.662
4.77,293.15,2,308.741,308.741
4.78,293.15,2,308.741,308.741
4.78,293.15,2,308.819,308.819
4.79,293.15,2,308.819,308.819
4.79,293.15,2,308.898,308.898
4.8,293.15,2,308.898,308.898
4.8,293.15,2,308.976,308.976
4.81,293.15,2,308.976,308.976
4.81,293.15,2,309.054,309.054
4.82,293.15,2,309.054,309.054
4.82,293.15,2,309.133,309.133
4.83,293.15,2,309.133,309.133
4.83,293.15,2,309.211,309.211
4.84,293.15,2,309.211,309.211
4.84,293.15,2,309.289,309.289
4.85,293.15,2,309.289,309.289
4.85,293.15,2,309.366,309.366
4.86,293.15,2,309.366,309.366
4.86,293.15,2,309.444,309.444
4.87,293.15,2,309.444,309.444
4.87,293.15,2,309.522,309.522
4.88,293.15,2,309.522,309.522
4.88,293.15,2,309.599,309.599
4.89,293.15,2,309.599,309.599
4.89,293.15,2,309.677,309.677
4.9,293.15,2,309.677,309.677
4.9,293.15,2,309.754,309.754
4.91,293.15,2,309.754,309.754
4.91,293.15,2,309.831,309.831
4.92,293.15,2,309.831,309.831
4.92,293.15,2,309.908,309.908
4.93,293.15,2,309.908,309.908
4.93,293.15,2,309.986,309.986
4.94,293.15,2,309.986,309.986
4.94,293.15,2,310.062,310.062
4.95,293.15,2,310.062,310.062
4.95,293.15,2,310.139,310.139
4.96,293.15,2,310.139,310.139
4.96,293.15,2,310.216,310.216
4.97,293.15,2,310.216,310.216
4.97,293.15,2,310.293,310.293
4.98,293.15,2,310.293,310.293
4.98,293.15,2,310.369,310.369
4.99,293.15,2,310.369,310.369
4.99,293.15,2,310.445,310.445
5,293.15,2,310.445,310.445
5,293.15,2,310.522,310.522
5.01,293.15,2,310.522,310.522
5.01,293.15,2,310.598,310.598
5.02,293.15,2,310.598,310.598
5.02,293.15,2,310.674,310.674
5.03,293.15,2,310.674,310.674
5.03,293.15,2,310.75,310.75
5.04,293.15,2,310.75,310.75
5.04,293.15,2,310.826,310.826
5.05,293.15,2,310.826,310.826
5.05,293.15,2,310.902,310.902
5.06,293.15,2,310.902,310.902
5.06,293.15,2,310.977,310.977
5.07,293.15,2,310.977,310.977
5.07,293.15,2,311.053,311.053
5.08,293.15,2,311.053,311.053
5.08,293.15,2,311.129,311.129
5.09,293.15,2,311.129,311.129
5.09,293.15,2,311.204,311.204
5.1,293.15,2,311.204,311.204
5.1,293.15,2,311.279,311.279
5.11,293.15,2,311.279,311.279
5.11,293.15,2,311.354,311.354
5.12,293.15,2,311.354,311.354
5.12,293.15,2,311.429,311.429
5.13,293.15,2,311.429,311.429
5.13,293.15,2,311.504,311.504
5.14,293.15,2,311.504,311.504
5.14,293.15,2,311.579,311.579
5.15,293.15,2,311.579,311.579
5.15,293.15,2,311.654,311.654
5.16,293.15,2,311.654,311.654
5.16,293.15,2,311.729,311.729
5.17,293.15,2,311.729,311.729
5.17,293.15,2,311.803,311.803
5.18,293.15,2,311.803,311.803
5.18,293.15,2,311.878,311.878
5.19,293.15,2,311.878,311.878
5.19,293.15,2,311.952,311.952
5.2,293.15,2,311.952,311.952
5.2,293.15,2,312.026,312.026
5.21,293.15,2,312.026,312.026
5.21,293.15,2,312.101,312.101
5.22,293.15,2,312.101,312.101
5.22,293.15,2,312.175,312.175
5.23,293.15,2,312.175,312.175
5.23,293.15,2,312.249,312.249
5.24,293.15,2,312.249,312.249
5.24,293.15,2,312.323,312.323
5.25,293.15,2,312.323,312.323
5.25,293.15,2,312.396,312.396
5.26,293.15,2,312.396,312.396
5.26,293.15,2,312.47,312.47
5.27,293.15,2,312.47,312.47
5.27,293.15,2,312.544,312.544
5.28,293.15,2,312.544,312.544
5.28,293.15,2,312.617,312.617
5.29,293.15,2,312.617,312.617
5.29,293.15,2,312.691,312.691
5.3,293.15,2,312.691,312.691
5.3,293.15,2,312.764,312.764
5.31,293.15,2,312.764,312.764
5.31,293.15,2,312.837,312.837
5.32,293.15,2,312.837,312.837
5.32,293.15,2,312.91,312.91
5.33,293.15,2,312.91,312.91
5.33,293.15,2,312.983,312.983
5.34,293.15,2,312.983,312.983
5.34,293.15,2,313.056,313.056
5.35,293.15,2,313.056,313.056
5.35,293.15,2,313.068,313.068
5.36,293.15,2,313.068,313.068
5.36,293.15,2,313.048,313.048
5.37,293.15,2,313.048,313.048
5.37,293.15,2,313.028,313.028
5.38,293.15,2,313.028,313.028
5.38,293.15,2,313.008,313.008
5.39,293.15,2,313.008,313.008
5.39,293.15,2,312.988,312.988
5.4,293.15,2,312.988,312.988
5.4,293.15,2,312.968,312.968
5.41,293.15,2,312.968,312.968
5.41,293.15,2,312.949,312.949
5.42,293.15,2,312.949,312.949
5.42,293.15,2,312.929,312.929
5.43,293.15,2,312.929,312.929
5.43,293.15,2,312.909,312.909
5.44,293.15,2,312.909,312.909
5.44,293.15,2,312.889,312.889
5.45,293.15,2,312.889,312.889
5.45,293.15,2,312.87,312.87
5.46,293.15,2,312.87,312.87
5.46,293.15,2,312.85,312.85
5.47,293.15,2,312.85,312.85
5.47,293.15,2,312.83,312.83
5.48,293.15,2,312.83,312.83
5.48,293.15,2,312.81,312.81
5.49,293.15,2,312.81,312.81
5.49,293.15,2,312.791,312.791
5.5,293.15,2,312.791,312.791
5.5,293.15,2,312.771,312.771
5.51,293.15,2,312.771,312.771
5.51,293.15,2,312.752,312.752
5.52,293.15,2,312.752,312.752
5.52,293.15,2,312.732,312.732
5.53,293.15,2,312.732,312.732
5.53,293.15,2,312.712,312.712
5.54,293.15,2,312.712,312.712
5.54,293.15,2,312.693,312.693
5.55,293.15,2,312.693,312.693
5.55,293.15,2,312.673,312.673
5.56,293.15,2,312.673,312.673
5.56,293.15,2,312.654,312.654
5.57,293.15,2,312.654,312.654
5.57,293.15,2,312.634,312.634
5.58,293.15,2,312.634,312.634
5.58,293.15,2,312.615,312.615
5.59,293.15,2,312.615,312.615
5.59,293.15,2,312.595,312.595
5.6,293.15,2,312.595,312.595
5.6,293.15,2,312.576,312.576
5.61,293.15,2,312.576,312.576
5.61,293.15,2,312.557,312.557
5.62,293.15,2,312.557,312.557
5.62,293.15,2,312.537,312.537
5.63,293.15,2,312.537,312.537
5.63,293.15,2,312.518,312.518
5.64,293.15,2,312.518,312.518
5.64,293.15,2,312.498,312.498
5.65,293.15,2,312.498,312.498
5.65,293.15,2,312.479,312.479
5.66,293.15,2,312.479,312.479
5.66,293.15,2,312.46,312.46
5.67,293.15,2,312.46,312.46
5.67,293.15,2,312.442,312.442
5.68,293.15,2,312.442,312.442
5.68,293.15,2,312.516,312.516
5.69,293.15,2,312.516,312.516
5.69,293.15,2,312.589,312.589
5.7,293.15,2,312.589,312.589
5.7,293.15,2,312.663,312.663
5.71,293.15,2,312.663,312.663
5.71,293.15,2,312.736,312.736
5.72,293.15,2,312.736,312.736
5.72,293.15,2,312.809,312.809
5.73,293.15,2,312.809,312.809
5.73,293.15,2,312.883,312.883
5.74,293.15,2,312.883,312.883
5.74,293.15,2,312.956,312.956
5.75,293.15,2,312.956,312.956
5.75,293.15,2,313.029,313.029
5.76,293.15,2,313.029,313.029
5.76,293.15,2,313.101,313.101
5.77,293.15,2,313.101,313.101
5.77,293.15,2,313.174,313.174
5.78,293.15,2,313.174,313.174
5.78,293.15,2,313.247,313.247
5.79,293.15,2,313.247,313.247
5.79,293.15,2,313.319,313.319
5.8,293.15,2,313.319,313.319
5.8,293.15,2,313.392,313.392
5.81,293.15,2,313.392,313.392
5.81,293.15,2,313.464,313.464
5.82,293.15,2,313.464,313.464
5.82,293.15,2,313.536,313.536
5.83,293.15,2,313.536,313.536
5.83,293.15,2,313.609,313.609
5.84,293.15,2,313.609,313.609
5.84,293.15,2,313.681,313.681
5.85,293.15,2,313.681,313.681
5.85,293.15,2,313.753,313.753
5.86,293.15,2,313.753,313.753
5.86,293.15,2,313.824,313.824
5.87,293.15,2,313.824,313.824
5.87,293.15,2,313.896,313.896
5.88,293.15,2,313.896,313.896
5.88,293.15,2,313.968,313.968
5.89,293.15,2,313.968,313.968
5.89,293.15,2,314.039,314.039
5.9,293.15,2,314.039,314.039
5.9,293.15,2,314.111,314.111
5.91,293.15,2,314.111,314.111
5.91,293.15,2,314.182,314.182
5.92,293.15,2,314.182,314.182
5.92,293.15,2,314.254,314.254
5.93,293.15,2,314.254,314.254
5.93,293.15,2,314.325,314.325
5.94,293.15,2,314.325,314.325
5.94,293.15,2,314.396,314.396
5.95,293.15,2,314.396,314.396
5.95,293.15,2,314.467,314.467
5.96,293.15,2,314.467,314.467
5.96,293.15,2,314.538,314.538
5.97,293.15,2,314.538,314.538
5.97,293.15,2,314.609,314.609
5.98,293.15,2,314.609,314.609
5.98,293.15,2,314.68,314.68
5.99,293.15,2,314.68,314.68
5.99,293.15,2,314.75,314.75
6,293.15,2,314.75,314.75
6,293.15,2,314.821,314.821
6.01,293.15,2,314.821,314.821
6.01,293.15,2,314.891,314.891
6.02,293.15,2,314.891,314.891
6.02,293.15,2,314.961,314.961
6.03,293.15,2,314.961,314.961
6.03,293.15,2,315.032,315.032
6.04,293.15,2,315.032,315.032
6.04,293.15,2,315.102,315.102
6.05,293.15,2,315.102,315.102
6.05,293.15,2,315.172,315.172
6.06,293.15,2,315.172,315.172
6.06,293.15,2,315.242,315.242
6.07,293.15,2,315.242,315.242
6.07,293.15,2,315.312,315.312
6.08,293.15,2,315.312,315.312
6.08,293.15,2,315.382,315.382
6.09,293.15,2,315.382,315.382
6.09,293.15,2,315.451,315.451
6.1,293.15,2,315.451,315.451
6.1,293.15,2,315.521,315.521
6.11,293.15,2,315.521,315.521
6.11,293.15,2,315.59,315.59
6.12,293.15,2,315.59,315.59
6.12,293.15,2,315.66,315.66
6.13,293.15,2,315.66,315.66
6.13,293.15,2,315.729,315.729
6.14,293.15,2,315.729,315.729
6.14,293.15,2,315.798,315.798
6.15,293.15,2,315.798,315.798
6.15,293.15,2,315.868,315.868
6.16,293.15,2,315.868,315.868
6.16,293.15,2,315.937,315.937
6.17,293.15,2,315.937,315.937
6.17,293.15,2,316.006,316.006
6.18,293.15,2,316.006,316.006
6.18,293.15,2,316.075,316.075
6.19,293.15,2,316.075,316.075
6.19,293.15,2,316.143,316.143
6.2,293.15,2,316.143,316.143
6.2,293.15,2,316.212,316.212
6.21,293.15,2,316.212,316.212
6.21,293.15,2,316.281,316.281
6.22,293.15,2,316.281,316.281
6.22,293.15,2,316.349,316.349
6.23,293.15,2,316.349,316.349
6.23,293.15,2,316.418,316.418
6.24,293.15,2,316.418,316.418
6.24,293.15,2,316.486,316.486
6.25,293.15,2,316.486,316.486
6.25,293.15,2,316.554,316.554
6.26,293.15,2,316.554,316.554
6.26,293.15,2,316.622,316.622
6.27,293.15,2,316.622,316.622
6.27,293.15,2,316.69,316.69
6.28,293.15,2,316.69,316.69
6.28,293.15,2,316.758,316.758
6.29,293.15,2,316.758,316.758
6.29,293.15,2,316.826,316.826
6.3,293.15,2,316.826,316.826
6.3,293.15,2,316.894,316.894
6.31,293.15,2,316.894,316.894
6.31,293.15,2,316.962,316.962
6.32,293.15,2,316.962,316.962
6.32,293.15,2,317.029,317.029
6.33,293.15,2,317.029,317.029
6.33,293.15,2,317.097,317.097
6.34,293.15,2,317.097,317.097
6.34,293.15,2,317.164,317.164
6.35,293.15,2,317.164,317.164
6.35,293.15,2,317.231,317.231
6.36,293.15,2,317.231,317.231
6.36,293.15,2,317.299,317.299
6.37,293.15,2,317.299,317.299
6.37,293.15,2,317.339,317.339
6.38,293.15,2,317.339,317.339
6.38,293.15,2,317.315,317.315
6.39,293.15,2,317.315,317.315
6.39,293.15,2,317.291,317.291
6.4,293.15,2,317.291,317.291
6.4,293.15,2,317.266,317.266
6.41,293.15,2,317.266,317.266
6.41,293.15,2,317.242,317.242
6.42,293.15,2,317.242,317.242
6.42,293.15,2,317.218,317.218
6.43,293.15,2,317.218,317.218
6.43,293.15,2,317.194,317.194
6.44,293.15,2,317.194,317.194
6.44,293.15,2,317.17,317.17
6.45,293.15,2,317.17,317.17
6.45,293.15,2,317.146,317.146
6.46,293.15,2,317.146,317.146
6.46,293.15,2,317.122,317.122
6.47,293.15,2,317.122,317.122
6.47,293.15,2,317.098,317.098
6.48,293.15,2,317.098,317.098
6.48,293.15,2,317.074,317.074
6.49,293.15,2,317.074,317.074
6.49,293.15,2,317.05,317.05
6.5,293.15,2,317.05,317.05
6.5,293.15,2,317.026,317.026
6.51,293.15,2,317.026,317.026
6.51,293.15,2,317.003,317.003
6.52,293.15,2,317.003,317.003
6.52,293.15,2,316.979,316.979
6.53,293.15,2,316.979,316.979
6.53,293.15,2,316.955,316.955
6.54,293.15,2,316.955,316.955
6.54,293.15,2,316.931,316.931
6.55,293.15,2,316.931,316.931
6.55,293.15,2,316.907,316.907
6.56,293.15,2,316.907,316.907
6.56,293.15,2,316.884,316.884
6.57,293.15,2,316.884,316.884
6.57,293.15,2,316.86,316.86
6.58,293.15,2,316.86,316.86
6.58,293.15,2,316.836,316.836
6.59,293.15,2,316.836,316.836
6.59,293.15,2,316.813,316.813
6.6,293.15,2,316.813,316.813
6.6,293.15,2,316.789,316.789
6.61,293.15,2,316.789,316.789
6.61,293.15,2,316.765,316.765
6.62,293.15,2,316.765,316.765
6.62,293.15,2,316.742,316.742
6.63,293.15,2,316.742,316.742
6.63,293.15,2,316.718,316.718
6.64,293.15,2,316.718,316.718
6.64,293.15,2,316.695,316.695
6.65,293.15,2,316.695,316.695
6.65,293.15,2,316.671,316.671
6.66,293.15,2,316.671,316.671
6.66,293.15,2,316.647,316.647
6.67,293.15,2,316.647,316.647
6.67,293.15,2,316.624,316.624
6.68,293.15,2,316.624,316.624
6.68,293.15,2,316.67,316.67
6.69,293.15,2,316.67,316.67
6.69,293.15,2,316.738,316.738
6.7,293.15,2,316.738,316.738
6.7,293.15,2,316.806,316.806
6.71,293.15,2,316.806,316.806
6.71,293.15,2,316.874,316.874
6.72,293.15,2,316.874,316.874
6.72,293.15,2,316.941,316.941
6.73,293.15,2,316.941,316.941
6.73,293.15,2,317.009,317.009
6.74,293.15,2,317.009,317.009
6.74,293.15,2,317.077,317.077
6.75,293.15,2,317.077,317.077
6.75,293.15,2,317.144,317.144
6.76,293.15,2,317.144,317.144
6.76,293.15,2,317.211,317.211
6.77,293.15,2,317.211,317.211
6.77,293.15,2,317.279,317.279
6.78,293.15,2,317.279,317.279
6.78,293.15,2,317.346,317.346
6.79,293.15,2,317.346,317.346
6.79,293.15,2,317.413,317.413
6.8,293.15,2,317.413,317.413
6.8,293.15,2,317.48,317.48
6.81,293.15,2,317.48,317.48
6.81,293.15,2,317.547,317.547
6.82,293.15,2,317.547,317.547
6.82,293.15,2,317.614,317.614
6.83,293.15,2,317.614,317.614
6.83,293.15,2,317.68,317.68
6.84,293.15,2,317.68,317.68
6.84,293.15,2,317.747,317.747
6.85,293.15,2,317.747,317.747
6.85,293.15,2,317.814,317.814
6.86,293.15,2,317.814,317.814
6.86,293.15,2,317.88,317.88
6.87,293.15,2,317.88,317.88
6.87,293.15,2,317.947,317.947
6.88,293.15,2,317.947,317.947
6.88,293.15,2,318.013,318.013
6.89,293.15,2,318.013,318.013
6.89,293.15,2,318.079,318.079
6.9,293.15,2,318.079,318.079
6.9,293.15,2,318.145,318.145
6.91,293.15,2,318.145,318.145
6.91,293.15,2,318.211,318.211
6.92,293.15,2,318.211,318.211
6.92,293.15,2,318.277,318.277
6.93,293.15,2,318.277,318.277
6.93,293.15,2,318.343,318.343
6.94,293.15,2,318.343,318.343
6.94,293.15,2,318.409,318.409
6.95,293.15,2,318.409,318.409
6.95,293.15,2,318.474,318.474
6.96,293.15,2,318.474,318.474
6.96,293.15,2,318.54,318.54
6.97,293.15,2,318.54,318.54
6.97,293.15,2,318.606,318.606
6.98,293.15,2,318.606,318.606
6.98,293.15,2,318.671,318.671
6.99,293.15,2,318.671,318.671
6.99,293.15,2,318.736,318.736
7,293.15,2,318.736,318.736
7,293.15,2,318.802,318.802
7.01,293.15,2,318.802,318.802
7.01,293.15,2,318.867,318.867
7.02,293.15,2,318.867,318.867
7.02,293.15,2,318.932,318.932
7.03,293.15,2,318.932,318.932
7.03,293.15,2,318.997,318.997
7.04,293.15,2,318.997,318.997
7.04,293.15,2,319.062,319.062
7.05,293.15,2,319.062,319.062
7.05,293.15,2,319.127,319.127
7.06,293.15,2,319.127,319.127
7.06,293.15,2,319.191,319.191
7.07,293.15,2,319.191,319.191
7.07,293.15,2,319.256,319.256
7.08,293.15,2,319.256,319.256
7.08,293.15,2,319.32,319.32
7.09,293.15,2,319.32,319.32
7.09,293.15,2,319.385,319.385
7.1,293.15,2,319.385,319.385
7.1,293.15,2,319.449,319.449
7.11,293.15,2,319.449,319.449
7.11,293.15,2,319.514,319.514
7.12,293.15,2,319.514,319.514
7.12,293.15,2,319.578,319.578
7.13,293.15,2,319.578,319.578
7.13,293.15,2,319.642,319.642
7.14,293.15,2,319.642,319.642
7.14,293.15,2,319.706,319.706
7.15,293.15,2,319.706,319.706
7.15,293.15,2,319.77,319.77
7.16,293.15,2,319.77,319.77
7.16,293.15,2,319.834,319.834
7.17,293.15,2,319.834,319.834
7.17,293.15,2,319.898,319.898
7.18,293.15,2,319.898,319.898
7.18,293.15,2,319.961,319.961
7.19,293.15,2,319.961,319.961
7.19,293.15,2,320.025,320.025
7.2,293.15,2,320.025,320.025
7.2,293.15,2,320.089,320.089
7.21,293.15,2,320.089,320.089
7.21,293.15,2,320.152,320.152
7.22,293.15,2,320.152,320.152
7.22,293.15,2,320.215,320.215
7.23,293.15,2,320.215,320.215
7.23,293.15,2,320.279,320.279
7.24,293.15,2,320.279,320.279
7.24,293.15,2,320.342,320.342
7.25,293.15,2,320.342,320.342
7.25,293.15,2,320.405,320.405
7.26,293.15,2,320.405,320.405
7.26,293.15,2,320.468,320.468
7.27,293.15,2,320.468,320.468
7.27,293.15,2,320.531,320.531
7.28,293.15,2,320.531,320.531
7.28,293.15,2,320.594,320.594
7.29,293.15,2,320.594,320.594
7.29,293.15,2,320.657,320.657
7.3,293.15,2,320.657,320.657
7.3,293.15,2,320.72,320.72
7.31,293.15,2,320.72,320.72
7.31,293.15,2,320.782,320.782
7.32,293.15,2,320.782,320.782
7.32,293.15,2,320.845,320.845
7.33,293.15,2,320.845,320.845
7.33,293.15,2,320.907,320.907
7.34,293.15,2,320.907,320.907
7.34,293.15,2,320.97,320.97
7.35,293.15,2,320.97,320.97
7.35,293.15,2,321.032,321.032
7.36,293.15,2,321.032,321.032
7.36,293.15,2,321.094,321.094
7.37,293.15,2,321.094,321.094
7.37,293.15,2,321.156,321.156
7.38,293.15,2,321.156,321.156
7.38,293.15,2,321.218,321.218
7.39,293.15,2,321.218,321.218
7.39,293.15,2,321.28,321.28
7.4,293.15,2,321.28,321.28
7.4,293.15,2,321.342,321.342
7.41,293.15,2,321.342,321.342
7.41,293.15,2,321.404,321.404
7.42,293.15,2,321.404,321.404
7.42,293.15,2,321.466,321.466
7.43,293.15,2,321.466,321.466
7.43,293.15,2,321.527,321.527
7.44,293.15,2,321.527,321.527
7.44,293.15,2,321.589,321.589
7.45,293.15,2,321.589,321.589
7.45,293.15,2,321.65,321.65
7.46,293.15,2,321.65,321.65
7.46,293.15,2,321.712,321.712
7.47,293.15,2,321.712,321.712
7.47,293.15,2,321.773,321.773
7.48,293.15,2,321.773,321.773
7.48,293.15,2,321.834,321.834
7.49,293.15,2,321.834,321.834
7.49,293.15,2,321.896,321.896
7.5,293.15,2,321.896,321.896
7.5,293.15,2,321.957,321.957
7.51,293.15,2,321.957,321.957
7.51,293.15,2,322.018,322.018
7.52,293.15,2,322.018,322.018
7.52,293.15,2,322.079,322.079
7.53,293.15,2,322.079,322.079
7.53,293.15,2,322.139,322.139
7.54,293.15,2,322.139,322.139
7.54,293.15,2,322.2,322.2
7.55,293.15,2,322.2,322.2
7.55,293.15,2,322.261,322.261
7.56,293.15,2,322.261,322.261
7.56,293.15,2,322.299,322.299
7.57,293.15,2,322.299,322.299
7.57,293.15,2,322.27,322.27
7.58,293.15,2,322.27,322.27
7.58,293.15,2,322.241,322.241
7.59,293.15,2,322.241,322.241
7.59,293.15,2,322.212,322.212
7.6,293.15,2,322.212,322.212
7.6,293.15,2,322.183,322.183
7.61,293.15,2,322.183,322.183
7.61,293.15,2,322.154,322.154
7.62,293.15,2,322.154,322.154
7.62,293.15,2,322.125,322.125
7.63,293.15,2,322.125,322.125
7.63,293.15,2,322.096,322.096
7.64,293.15,2,322.096,322.096
7.64,293.15,2,322.067,322.067
7.65,293.15,2,322.067,322.067
7.65,293.15,2,322.038,322.038
7.66,293.15,2,322.038,322.038
7.66,293.15,2,322.009,322.009
7.67,293.15,2,322.009,322.009
7.67,293.15,2,321.98,321.98
7.68,293.15,2,321.98,321.98
7.68,293.15,2,321.951,321.951
7.69,293.15,2,321.951,321.951
7.69,293.15,2,321.922,321.922
7.7,293.15,2,321.922,321.922
7.7,293.15,2,321.894,321.894
7.71,293.15,2,321.894,321.894
7.71,293.15,2,321.865,321.865
7.72,293.15,2,321.865,321.865
7.72,293.15,2,321.836,321.836
7.73,293.15,2,321.836,321.836
7.73,293.15,2,321.808,321.808
7.74,293.15,2,321.808,321.808
7.74,293.15,2,321.779,321.779
7.75,293.15,2,321.779,321.779
7.75,293.15,2,321.75,321.75
7.76,293.15,2,321.75,321.75
7.76,293.15,2,321.722,321.722
