"time","Ball1_pos","Ball1_vel","Ball2_pos","Ball2_vel"
2.29299998e+00,1.86052513e+01,-7.49432993e+00,1.86052513e+01,-7.49432993e+00
2.29399991e+00,1.85977516e+01,-7.50413990e+00,1.85977516e+01,-7.50413990e+00
2.29500008e+00,1.85902424e+01,-7.51394987e+00,1.85902424e+01,-7.51394987e+00
2.29600000e+00,1.85827236e+01,-7.52375984e+00,1.85827236e+01,-7.52375984e+00
2.29699993e+00,1.85751953e+01,-7.53356981e+00,1.85751953e+01,-7.53356981e+00
2.29800010e+00,1.85676556e+01,-7.54337978e+00,1.85676556e+01,-7.54337978e+00
2.29900002e+00,1.85601082e+01,-7.55319023e+00,1.85601082e+01,-7.55319023e+00
2.29999995e+00,1.85525494e+01,-7.56300020e+00,1.85525494e+01,-7.56300020e+00
2.30100012e+00,1.85449829e+01,-7.57281017e+00,1.85449829e+01,-7.57281017e+00
2.30200005e+00,1.85374031e+01,-7.58262014e+00,1.85374031e+01,-7.58262014e+00
2.30299997e+00,1.85298176e+01,-7.59243011e+00,1.85298176e+01,-7.59243011e+00
2.30399990e+00,1.85222206e+01,-7.60224009e+00,1.85222206e+01,-7.60224009e+00
2.30500007e+00,1.85146122e+01,-7.61205006e+00,1.85146122e+01,-7.61205006e+00
2.30599999e+00,1.85069942e+01,-7.62186003e+00,1.85069942e+01,-7.62186003e+00
2.30699992e+00,1.84993687e+01,-7.63167000e+00,1.84993687e+01,-7.63167000e+00
2.30800009e+00,1.84917316e+01,-7.64147997e+00,1.84917316e+01,-7.64147997e+00
2.30900002e+00,1.84840851e+01,-7.65128994e+00,1.84840851e+01,-7.65128994e+00
2.30999994e+00,1.84764309e+01,-7.66109991e+00,1.84764309e+01,-7.66109991e+00
2.31100011e+00,1.84687634e+01,-7.67090988e+00,1.84687634e+01,-7.67090988e+00
2.31200004e+00,1.84610882e+01,-7.68071985e+00,1.84610882e+01,-7.68071985e+00
2.31299996e+00,1.84534016e+01,-7.69052982e+00,1.84534016e+01,-7.69052982e+00
2.31399989e+00,1.84457073e+01,-7.70033979e+00,1.84457073e+01,-7.70033979e+00
2.31500006e+00,1.84380016e+01,-7.71014977e+00,1.84380016e+01,-7.71014977e+00
2.31599998e+00,1.84302864e+01,-7.71996021e+00,1.84302864e+01,-7.71996021e+00
2.31699991e+00,1.84225616e+01,-7.72977018e+00,1.84225616e+01,-7.72977018e+00
2.31800008e+00,1.84148273e+01,-7.73958015e+00,1.84148273e+01,-7.73958015e+00
2.31900001e+00,1.84070816e+01,-7.74939013e+00,1.84070816e+01,-7.74939013e+00
2.31999993e+00,1.83993282e+01,-7.75920010e+00,1.83993282e+01,-7.75920010e+00
2.32100010e+00,1.83915634e+01,-7.76901007e+00,1.83915634e+01,-7.76901007e+00
2.32200003e+00,1.83837891e+01,-7.77882004e+00,1.83837891e+01,-7.77882004e+00
2.32299995e+00,1.83760052e+01,-7.78863001e+00,1.83760052e+01,-7.78863001e+00
2.32399988e+00,1.83682137e+01,-7.79843998e+00,1.83682137e+01,-7.79843998e+00
2.32500005e+00,1.83604088e+01,-7.80824995e+00,1.83604088e+01,-7.80824995e+00
2.32599998e+00,1.83525963e+01,-7.81805992e+00,1.83525963e+01,-7.81805992e+00
2.32699990e+00,1.83447723e+01,-7.82786989e+00,1.83447723e+01,-7.82786989e+00
2.32800007e+00,1.83369408e+01,-7.83767986e+00,1.83369408e+01,-7.83767986e+00
2.32900000e+00,1.83290977e+01,-7.84748983e+00,1.83290977e+01,-7.84748983e+00
2.32999992e+00,1.83212452e+01,-7.85729980e+00,1.83212452e+01,-7.85729980e+00
2.33100009e+00,1.83133831e+01,-7.86710978e+00,1.83133831e+01,-7.86710978e+00
2.33200002e+00,1.83055115e+01,-7.87692022e+00,1.83055115e+01,-7.87692022e+00
2.33299994e+00,1.82976284e+01,-7.88673019e+00,1.82976284e+01,-7.88673019e+00
2.33400011e+00,1.82897377e+01,-7.89654016e+00,1.82897377e+01,-7.89654016e+00
2.33500004e+00,1.82818356e+01,-7.90635014e+00,1.82818356e+01,-7.90635014e+00
2.33599997e+00,1.82739258e+01,-7.91616011e+00,1.82739258e+01,-7.91616011e+00
2.33699989e+00,1.82660046e+01,-7.92597008e+00,1.82660046e+01,-7.92597008e+00
2.33800006e+00,1.82580738e+01,-7.93578005e+00,1.82580738e+01,-7.93578005e+00
2.33899999e+00,1.82501316e+01,-7.94559002e+00,1.82501316e+01,-7.94559002e+00
2.33999991e+00,1.82421818e+01,-7.95539999e+00,1.82421818e+01,-7.95539999e+00
2.34100008e+00,1.82342224e+01,-7.96520996e+00,1.82342224e+01,-7.96520996e+00
2.34200001e+00,1.82262516e+01,-7.97501993e+00,1.82262516e+01,-7.97501993e+00
2.34299994e+00,1.82182713e+01,-7.98482990e+00,1.82182713e+01,-7.98482990e+00
2.34400010e+00,1.82102814e+01,-7.99463987e+00,1.82102814e+01,-7.99463987e+00
2.34500003e+00,1.82022820e+01,-8.00444984e+00,1.82022820e+01,-8.00444984e+00
2.34599996e+00,1.81942730e+01,-8.01426029e+00,1.81942730e+01,-8.01426029e+00
2.34699988e+00,1.81862545e+01,-8.02406979e+00,1.81862545e+01,-8.02406979e+00
2.34800005e+00,1.81782246e+01,-8.03388023e+00,1.81782246e+01,-8.03388023e+00
2.34899998e+00,1.81701851e+01,-8.04368973e+00,1.81701851e+01,-8.04368973e+00
2.34999990e+00,1.81621380e+01,-8.05350018e+00,1.81621380e+01,-8.05350018e+00
2.35100007e+00,1.81540794e+01,-8.06330967e+00,1.81540794e+01,-8.06330967e+00
2.35200000e+00,1.81460114e+01,-8.07312012e+00,1.81460114e+01,-8.07312012e+00
2.35299993e+00,1.81379337e+01,-8.08292961e+00,1.81379337e+01,-8.08292961e+00
2.35400009e+00,1.81298447e+01,-8.09274006e+00,1.81298447e+01,-8.09274006e+00
2.35500002e+00,1.81217461e+01,-8.10254955e+00,1.81217461e+01,-8.10254955e+00
2.35599995e+00,1.81136398e+01,-8.11236000e+00,1.81136398e+01,-8.11236000e+00
2.35700011e+00,1.81055222e+01,-8.12217045e+00,1.81055222e+01,-8.12217045e+00
2.35800004e+00,1.80973969e+01,-8.13197994e+00,1.80973969e+01,-8.13197994e+00
2.35899997e+00,1.80892582e+01,-8.14179039e+00,1.80892582e+01,-8.14179039e+00
2.35999990e+00,1.80811119e+01,-8.15159988e+00,1.80811119e+01,-8.15159988e+00
2.36100006e+00,1.80729542e+01,-8.16141033e+00,1.80729542e+01,-8.16141033e+00
2.36199999e+00,1.80647888e+01,-8.17121983e+00,1.80647888e+01,-8.17121983e+00
2.36299992e+00,1.80566139e+01,-8.18103027e+00,1.80566139e+01,-8.18103027e+00
2.36400008e+00,1.80484276e+01,-8.19083977e+00,1.80484276e+01,-8.19083977e+00
2.36500001e+00,1.80402317e+01,-8.20065022e+00,1.80402317e+01,-8.20065022e+00
2.36599994e+00,1.80320263e+01,-8.21045971e+00,1.80320263e+01,-8.21045971e+00
2.36700010e+00,1.80238094e+01,-8.22027016e+00,1.80238094e+01,-8.22027016e+00
2.36800003e+00,1.80155849e+01,-8.23007965e+00,1.80155849e+01,-8.23007965e+00
2.36899996e+00,1.80073509e+01,-8.23989010e+00,1.80073509e+01,-8.23989010e+00
2.36999989e+00,1.79991055e+01,-8.24969959e+00,1.79991055e+01,-8.24969959e+00
2.37100005e+00,1.79908504e+01,-8.25951004e+00,1.79908504e+01,-8.25951004e+00
2.37199998e+00,1.79825859e+01,-8.26931953e+00,1.79825859e+01,-8.26931953e+00
2.37299991e+00,1.79743118e+01,-8.27912998e+00,1.79743118e+01,-8.27912998e+00
2.37400007e+00,1.79660282e+01,-8.28894043e+00,1.79660282e+01,-8.28894043e+00
2.37500000e+00,1.79577332e+01,-8.29874992e+00,1.79577332e+01,-8.29874992e+00
2.37599993e+00,1.79494305e+01,-8.30856037e+00,1.79494305e+01,-8.30856037e+00
2.37700009e+00,1.79411163e+01,-8.31836987e+00,1.79411163e+01,-8.31836987e+00
2.37800002e+00,1.79327946e+01,-8.32818031e+00,1.79327946e+01,-8.32818031e+00
2.37899995e+00,1.79244614e+01,-8.33798981e+00,1.79244614e+01,-8.33798981e+00
2.38000011e+00,1.79161186e+01,-8.34780025e+00,1.79161186e+01,-8.34780025e+00
2.38100004e+00,1.79077644e+01,-8.35760975e+00,1.79077644e+01,-8.35760975e+00
2.38199997e+00,1.78994026e+01,-8.36742020e+00,1.78994026e+01,-8.36742020e+00
2.38299990e+00,1.78910294e+01,-8.37722969e+00,1.78910294e+01,-8.37722969e+00
2.38400006e+00,1.78826485e+01,-8.38704014e+00,1.78826485e+01,-8.38704014e+00
2.38499999e+00,1.78742561e+01,-8.39684963e+00,1.78742561e+01,-8.39684963e+00
2.38599992e+00,1.78658543e+01,-8.40666008e+00,1.78658543e+01,-8.40666008e+00
2.38700008e+00,1.78574429e+01,-8.41646957e+00,1.78574429e+01,-8.41646957e+00
2.38800001e+00,1.78490219e+01,-8.42628002e+00,1.78490219e+01,-8.42628002e+00
2.38899994e+00,1.78405895e+01,-8.43609047e+00,1.78405895e+01,-8.43609047e+00
2.39000010e+00,1.78321495e+01,-8.44589996e+00,1.78321495e+01,-8.44589996e+00
2.39100003e+00,1.78237000e+01,-8.45571041e+00,1.78237000e+01,-8.45571041e+00
2.39199996e+00,1.78152390e+01,-8.46551991e+00,1.78152390e+01,-8.46551991e+00
2.39299989e+00,1.78067684e+01,-8.47533035e+00,1.78067684e+01,-8.47533035e+00
2.39400005e+00,1.77982864e+01,-8.48513985e+00,1.77982864e+01,-8.48513985e+00
2.39499998e+00,1.77897968e+01,-8.49495029e+00,1.77897968e+01,-8.49495029e+00
2.39599991e+00,1.77812977e+01,-8.50475979e+00,1.77812977e+01,-8.50475979e+00
2.39700007e+00,1.77727871e+01,-8.51457024e+00,1.77727871e+01,-8.51457024e+00
2.39800000e+00,1.77642689e+01,-8.52437973e+00,1.77642689e+01,-8.52437973e+00
2.39899993e+00,1.77557392e+01,-8.53419018e+00,1.77557392e+01,-8.53419018e+00
2.40000010e+00,1.77472000e+01,-8.54399967e+00,1.77472000e+01,-8.54399967e+00
2.40100002e+00,1.77386513e+01,-8.55381012e+00,1.77386513e+01,-8.55381012e+00
2.40199995e+00,1.77300911e+01,-8.56361961e+00,1.77300911e+01,-8.56361961e+00
2.40300012e+00,1.77215233e+01,-8.57343006e+00,1.77215233e+01,-8.57343006e+00
2.40400004e+00,1.77129459e+01,-8.58323956e+00,1.77129459e+01,-8.58323956e+00
2.40499997e+00,1.77043571e+01,-8.59305000e+00,1.77043571e+01,-8.59305000e+00
2.40599990e+00,1.76957588e+01,-8.60286045e+00,1.76957588e+01,-8.60286045e+00
2.40700006e+00,1.76871529e+01,-8.61266994e+00,1.76871529e+01,-8.61266994e+00
2.40799999e+00,1.76785336e+01,-8.62248039e+00,1.76785336e+01,-8.62248039e+00
2.40899992e+00,1.76699066e+01,-8.63228989e+00,1.76699066e+01,-8.63228989e+00
2.41000009e+00,1.76612701e+01,-8.64210033e+00,1.76612701e+01,-8.64210033e+00
2.41100001e+00,1.76526222e+01,-8.65190983e+00,1.76526222e+01,-8.65190983e+00
2.41199994e+00,1.76439667e+01,-8.66172028e+00,1.76439667e+01,-8.66172028e+00
2.41300011e+00,1.76352997e+01,-8.67152977e+00,1.76352997e+01,-8.67152977e+00
2.41400003e+00,1.76266232e+01,-8.68134022e+00,1.76266232e+01,-8.68134022e+00
2.41499996e+00,1.76179352e+01,-8.69114971e+00,1.76179352e+01,-8.69114971e+00
2.41599989e+00,1.76092396e+01,-8.70096016e+00,1.76092396e+01,-8.70096016e+00
2.41700006e+00,1.76005344e+01,-8.71076965e+00,1.76005344e+01,-8.71076965e+00
2.41799998e+00,1.75918198e+01,-8.72058010e+00,1.75918198e+01,-8.72058010e+00
2.41899991e+00,1.75830936e+01,-8.73038960e+00,1.75830936e+01,-8.73038960e+00
2.42000008e+00,1.75743580e+01,-8.74020004e+00,1.75743580e+01,-8.74020004e+00
2.42100000e+00,1.75656128e+01,-8.75000954e+00,1.75656128e+01,-8.75000954e+00
2.42199993e+00,1.75568581e+01,-8.75981998e+00,1.75568581e+01,-8.75981998e+00
2.42300010e+00,1.75480938e+01,-8.76963043e+00,1.75480938e+01,-8.76963043e+00
2.42400002e+00,1.75393181e+01,-8.77943993e+00,1.75393181e+01,-8.77943993e+00
2.42499995e+00,1.75305347e+01,-8.78925037e+00,1.75305347e+01,-8.78925037e+00
2.42600012e+00,1.75217400e+01,-8.79905987e+00,1.75217400e+01,-8.79905987e+00
2.42700005e+00,1.75129356e+01,-8.80887032e+00,1.75129356e+01,-8.80887032e+00
2.42799997e+00,1.75041218e+01,-8.81867981e+00,1.75041218e+01,-8.81867981e+00
2.42899990e+00,1.74952984e+01,-8.82849026e+00,1.74952984e+01,-8.82849026e+00
2.43000007e+00,1.74864655e+01,-8.83829975e+00,1.74864655e+01,-8.83829975e+00
2.43099999e+00,1.74776211e+01,-8.84811020e+00,1.74776211e+01,-8.84811020e+00
2.43199992e+00,1.74687691e+01,-8.85791969e+00,1.74687691e+01,-8.85791969e+00
2.43300009e+00,1.74599056e+01,-8.86773014e+00,1.74599056e+01,-8.86773014e+00
2.43400002e+00,1.74510345e+01,-8.87753963e+00,1.74510345e+01,-8.87753963e+00
2.43499994e+00,1.74421501e+01,-8.88735008e+00,1.74421501e+01,-8.88735008e+00
2.43600011e+00,1.74332581e+01,-8.89715958e+00,1.74332581e+01,-8.89715958e+00
2.43700004e+00,1.74243565e+01,-8.90697002e+00,1.74243565e+01,-8.90697002e+00
2.43799996e+00,1.74154453e+01,-8.91678047e+00,1.74154453e+01,-8.91678047e+00
2.43899989e+00,1.74065228e+01,-8.92658997e+00,1.74065228e+01,-8.92658997e+00
2.44000006e+00,1.73975925e+01,-8.93640041e+00,1.73975925e+01,-8.93640041e+00
2.44099998e+00,1.73886509e+01,-8.94620991e+00,1.73886509e+01,-8.94620991e+00
2.44199991e+00,1.73796997e+01,-8.95602036e+00,1.73796997e+01,-8.95602036e+00
2.44300008e+00,1.73707390e+01,-8.96582985e+00,1.73707390e+01,-8.96582985e+00
2.44400001e+00,1.73617687e+01,-8.97564030e+00,1.73617687e+01,-8.97564030e+00
2.44499993e+00,1.73527870e+01,-8.98544979e+00,1.73527870e+01,-8.98544979e+00
2.44600010e+00,1.73437977e+01,-8.99526024e+00,1.73437977e+01,-8.99526024e+00
2.44700003e+00,1.73347969e+01,-9.00506973e+00,1.73347969e+01,-9.00506973e+00
2.44799995e+00,1.73257866e+01,-9.01488018e+00,1.73257866e+01,-9.01488018e+00
2.44899988e+00,1.73167667e+01,-9.02468967e+00,1.73167667e+01,-9.02468967e+00
2.45000005e+00,1.73077374e+01,-9.03450012e+00,1.73077374e+01,-9.03450012e+00
2.45099998e+00,1.72986984e+01,-9.04430962e+00,1.72986984e+01,-9.04430962e+00
2.45199990e+00,1.72896481e+01,-9.05412006e+00,1.72896481e+01,-9.05412006e+00
2.45300007e+00,1.72805901e+01,-9.06392956e+00,1.72805901e+01,-9.06392956e+00
2.45400000e+00,1.72715206e+01,-9.07374001e+00,1.72715206e+01,-9.07374001e+00
2.45499992e+00,1.72624416e+01,-9.08355045e+00,1.72624416e+01,-9.08355045e+00
2.45600009e+00,1.72533531e+01,-9.09335995e+00,1.72533531e+01,-9.09335995e+00
2.45700002e+00,1.72442551e+01,-9.10317039e+00,1.72442551e+01,-9.10317039e+00
2.45799994e+00,1.72351475e+01,-9.11297989e+00,1.72351475e+01,-9.11297989e+00
2.45900011e+00,1.72260303e+01,-9.12279034e+00,1.72260303e+01,-9.12279034e+00
2.46000004e+00,1.72169018e+01,-9.13259983e+00,1.72169018e+01,-9.13259983e+00
2.46099997e+00,1.72077637e+01,-9.14241028e+00,1.72077637e+01,-9.14241028e+00
2.46199989e+00,1.71986179e+01,-9.15221977e+00,1.71986179e+01,-9.15221977e+00
2.46300006e+00,1.71894608e+01,-9.16203022e+00,1.71894608e+01,-9.16203022e+00
2.46399999e+00,1.71802921e+01,-9.17183971e+00,1.71802921e+01,-9.17183971e+00
2.46499991e+00,1.71711159e+01,-9.18165016e+00,1.71711159e+01,-9.18165016e+00
2.46600008e+00,1.71619301e+01,-9.19145966e+00,1.71619301e+01,-9.19145966e+00
2.46700001e+00,1.71527328e+01,-9.20127010e+00,1.71527328e+01,-9.20127010e+00
2.46799994e+00,1.71435261e+01,-9.21107960e+00,1.71435261e+01,-9.21107960e+00
2.46900010e+00,1.71343117e+01,-9.22089005e+00,1.71343117e+01,-9.22089005e+00
2.47000003e+00,1.71250858e+01,-9.23069954e+00,1.71250858e+01,-9.23069954e+00
2.47099996e+00,1.71158504e+01,-9.24050999e+00,1.71158504e+01,-9.24050999e+00
2.47199988e+00,1.71066036e+01,-9.25032043e+00,1.71066036e+01,-9.25032043e+00
2.47300005e+00,1.70973492e+01,-9.26012993e+00,1.70973492e+01,-9.26012993e+00
2.47399998e+00,1.70880833e+01,-9.26994038e+00,1.70880833e+01,-9.26994038e+00
2.47499990e+00,1.70788097e+01,-9.27974987e+00,1.70788097e+01,-9.27974987e+00
2.47600007e+00,1.70695248e+01,-9.28956032e+00,1.70695248e+01,-9.28956032e+00
2.47700000e+00,1.70602303e+01,-9.29936981e+00,1.70602303e+01,-9.29936981e+00
2.47799993e+00,1.70509262e+01,-9.30918026e+00,1.70509262e+01,-9.30918026e+00
2.47900009e+00,1.70416126e+01,-9.31898975e+00,1.70416126e+01,-9.31898975e+00
2.48000002e+00,1.70322876e+01,-9.32880020e+00,1.70322876e+01,-9.32880020e+00
2.48099995e+00,1.70229549e+01,-9.33860970e+00,1.70229549e+01,-9.33860970e+00
2.48200011e+00,1.70136108e+01,-9.34842014e+00,1.70136108e+01,-9.34842014e+00
2.48300004e+00,1.70042572e+01,-9.35822964e+00,1.70042572e+01,-9.35822964e+00
2.48399997e+00,1.69948940e+01,-9.36804008e+00,1.69948940e+01,-9.36804008e+00
2.48499990e+00,1.69855213e+01,-9.37784958e+00,1.69855213e+01,-9.37784958e+00
2.48600006e+00,1.69761391e+01,-9.38766003e+00,1.69761391e+01,-9.38766003e+00
2.48699999e+00,1.69667454e+01,-9.39747047e+00,1.69667454e+01,-9.39747047e+00
2.48799992e+00,1.69573441e+01,-9.40727997e+00,1.69573441e+01,-9.40727997e+00
2.48900008e+00,1.69479313e+01,-9.41709042e+00,1.69479313e+01,-9.41709042e+00
2.49000001e+00,1.69385109e+01,-9.42689991e+00,1.69385109e+01,-9.42689991e+00
2.49099994e+00,1.69290771e+01,-9.43671036e+00,1.69290771e+01,-9.43671036e+00
2.49200010e+00,1.69196358e+01,-9.44651985e+00,1.69196358e+01,-9.44651985e+00
2.49300003e+00,1.69101849e+01,-9.45633030e+00,1.69101849e+01,-9.45633030e+00
2.49399996e+00,1.69007225e+01,-9.46613979e+00,1.69007225e+01,-9.46613979e+00
2.49499989e+00,1.68912525e+01,-9.47595024e+00,1.68912525e+01,-9.47595024e+00
2.49600005e+00,1.68817711e+01,-9.48575974e+00,1.68817711e+01,-9.48575974e+00
2.49699998e+00,1.68722801e+01,-9.49557018e+00,1.68722801e+01,-9.49557018e+00
2.49799991e+00,1.68627796e+01,-9.50537968e+00,1.68627796e+01,-9.50537968e+00
2.49900007e+00,1.68532696e+01,-9.51519012e+00,1.68532696e+01,-9.51519012e+00
2.50000000e+00,1.68437500e+01,-9.52499962e+00,1.68437500e+01,-9.52499962e+00
2.50099993e+00,1.68342209e+01,-9.53481007e+00,1.68342209e+01,-9.53481007e+00
2.50200009e+00,1.68246803e+01,-9.54461956e+00,1.68246803e+01,-9.54461956e+00
2.50300002e+00,1.68151302e+01,-9.55443001e+00,1.68151302e+01,-9.55443001e+00
2.50399995e+00,1.68055725e+01,-9.56424046e+00,1.68055725e+01,-9.56424046e+00
2.50500011e+00,1.67960014e+01,-9.57404995e+00,1.67960014e+01,-9.57404995e+00
2.50600004e+00,1.67864227e+01,-9.58386040e+00,1.67864227e+01,-9.58386040e+00
2.50699997e+00,1.67768345e+01,-9.59366989e+00,1.67768345e+01,-9.59366989e+00
2.50799990e+00,1.67672367e+01,-9.60348034e+00,1.67672367e+01,-9.60348034e+00
2.50900006e+00,1.67576275e+01,-9.61328983e+00,1.67576275e+01,-9.61328983e+00
2.50999999e+00,1.67480106e+01,-9.62310028e+00,1.67480106e+01,-9.62310028e+00
2.51099992e+00,1.67383804e+01,-9.63290977e+00,1.67383804e+01,-9.63290977e+00
2.51200008e+00,1.67287445e+01,-9.64272022e+00,1.67287445e+01,-9.64272022e+00
2.51300001e+00,1.67190952e+01,-9.65252972e+00,1.67190952e+01,-9.65252972e+00
2.51399994e+00,1.67094383e+01,-9.66234016e+00,1.67094383e+01,-9.66234016e+00
2.51500010e+00,1.66997719e+01,-9.67214966e+00,1.66997719e+01,-9.67214966e+00
2.51600003e+00,1.66900940e+01,-9.68196011e+00,1.66900940e+01,-9.68196011e+00
2.51699996e+00,1.66804066e+01,-9.69176960e+00,1.66804066e+01,-9.69176960e+00
2.51799989e+00,1.66707115e+01,-9.70158005e+00,1.66707115e+01,-9.70158005e+00
2.51900005e+00,1.66610031e+01,-9.71138954e+00,1.66610031e+01,-9.71138954e+00
2.51999998e+00,1.66512871e+01,-9.72119999e+00,1.66512871e+01,-9.72119999e+00
2.52099991e+00,1.66415615e+01,-9.73101044e+00,1.66415615e+01,-9.73101044e+00
2.52200007e+00,1.66318264e+01,-9.74081993e+00,1.66318264e+01,-9.74081993e+00
2.52300000e+00,1.66220798e+01,-9.75063038e+00,1.66220798e+01,-9.75063038e+00
2.52399993e+00,1.66123257e+01,-9.76043987e+00,1.66123257e+01,-9.76043987e+00
2.52500010e+00,1.66025581e+01,-9.77025032e+00,1.66025581e+01,-9.77025032e+00
2.52600002e+00,1.65927849e+01,-9.78005981e+00,1.65927849e+01,-9.78005981e+00
2.52699995e+00,1.65829983e+01,-9.78987026e+00,1.65829983e+01,-9.78987026e+00
2.52800012e+00,1.65732040e+01,-9.79967976e+00,1.65732040e+01,-9.79967976e+00
2.52900004e+00,1.65634003e+01,-9.80949020e+00,1.65634003e+01,-9.80949020e+00
2.52999997e+00,1.65535851e+01,-9.81929970e+00,1.65535851e+01,-9.81929970e+00
2.53099990e+00,1.65437603e+01,-9.82911015e+00,1.65437603e+01,-9.82911015e+00
2.53200006e+00,1.65339279e+01,-9.83891964e+00,1.65339279e+01,-9.83891964e+00
2.53299999e+00,1.65240822e+01,-9.84873009e+00,1.65240822e+01,-9.84873009e+00
2.53399992e+00,1.65142307e+01,-9.85853958e+00,1.65142307e+01,-9.85853958e+00
2.53500009e+00,1.65043659e+01,-9.86835003e+00,1.65043659e+01,-9.86835003e+00
2.53600001e+00,1.64944935e+01,-9.87816048e+00,1.64944935e+01,-9.87816048e+00
2.53699994e+00,1.64846096e+01,-9.88796997e+00,1.64846096e+01,-9.88796997e+00
2.53800011e+00,1.64747162e+01,-9.89778042e+00,1.64747162e+01,-9.89778042e+00
2.53900003e+00,1.64648132e+01,-9.90758991e+00,1.64648132e+01,-9.90758991e+00
2.53999996e+00,1.64549026e+01,-9.91740036e+00,1.64549026e+01,-9.91740036e+00
2.54099989e+00,1.64449806e+01,-9.92720985e+00,1.64449806e+01,-9.92720985e+00
2.54200006e+00,1.64350471e+01,-9.93702030e+00,1.64350471e+01,-9.93702030e+00
2.54299998e+00,1.64251060e+01,-9.94682980e+00,1.64251060e+01,-9.94682980e+00
2.54399991e+00,1.64151535e+01,-9.95664024e+00,1.64151535e+01,-9.95664024e+00
2.54500008e+00,1.64051914e+01,-9.96644974e+00,1.64051914e+01,-9.96644974e+00
2.54600000e+00,1.63952217e+01,-9.97626019e+00,1.63952217e+01,-9.97626019e+00
2.54699993e+00,1.63852406e+01,-9.98606968e+00,1.63852406e+01,-9.98606968e+00
2.54800010e+00,1.63752499e+01,-9.99588013e+00,1.63752499e+01,-9.99588013e+00
2.54900002e+00,1.63652477e+01,-1.00056896e+01,1.63652477e+01,-1.00056896e+01
2.54999995e+00,1.63552380e+01,-1.00155001e+01,1.63552380e+01,-1.00155001e+01
2.55100012e+00,1.63452168e+01,-1.00253096e+01,1.63452168e+01,-1.00253096e+01
2.55200005e+00,1.63351879e+01,-1.00351200e+01,1.63351879e+01,-1.00351200e+01
2.55299997e+00,1.63251476e+01,-1.00449305e+01,1.63251476e+01,-1.00449305e+01
2.55399990e+00,1.63150978e+01,-1.00547400e+01,1.63150978e+01,-1.00547400e+01
2.55500007e+00,1.63050365e+01,-1.00645504e+01,1.63050365e+01,-1.00645504e+01
2.55599999e+00,1.62949677e+01,-1.00743599e+01,1.62949677e+01,-1.00743599e+01
2.55699992e+00,1.62848892e+01,-1.00841703e+01,1.62848892e+01,-1.00841703e+01
2.55800009e+00,1.62747993e+01,-1.00939798e+01,1.62747993e+01,-1.00939798e+01
2.55900002e+00,1.62647018e+01,-1.01037903e+01,1.62647018e+01,-1.01037903e+01
2.55999994e+00,1.62545929e+01,-1.01135998e+01,1.62545929e+01,-1.01135998e+01
2.56100011e+00,1.62444725e+01,-1.01234102e+01,1.62444725e+01,-1.01234102e+01
2.56200004e+00,1.62343445e+01,-1.01332197e+01,1.62343445e+01,-1.01332197e+01
2.56299996e+00,1.62242069e+01,-1.01430302e+01,1.62242069e+01,-1.01430302e+01
2.56399989e+00,1.62140598e+01,-1.01528397e+01,1.62140598e+01,-1.01528397e+01
2.56500006e+00,1.62039013e+01,-1.01626501e+01,1.62039013e+01,-1.01626501e+01
2.56599998e+00,1.61937332e+01,-1.01724596e+01,1.61937332e+01,-1.01724596e+01
2.56699991e+00,1.61835556e+01,-1.01822701e+01,1.61835556e+01,-1.01822701e+01
2.56800008e+00,1.61733685e+01,-1.01920795e+01,1.61733685e+01,-1.01920795e+01
2.56900001e+00,1.61631718e+01,-1.02018900e+01,1.61631718e+01,-1.02018900e+01
2.56999993e+00,1.61529655e+01,-1.02117004e+01,1.61529655e+01,-1.02117004e+01
2.57100010e+00,1.61427498e+01,-1.02215099e+01,1.61427498e+01,-1.02215099e+01
2.57200003e+00,1.61325226e+01,-1.02313204e+01,1.61325226e+01,-1.02313204e+01
2.57299995e+00,1.61222858e+01,-1.02411299e+01,1.61222858e+01,-1.02411299e+01
2.57399988e+00,1.61120396e+01,-1.02509403e+01,1.61120396e+01,-1.02509403e+01
2.57500005e+00,1.61017838e+01,-1.02607498e+01,1.61017838e+01,-1.02607498e+01
2.57599998e+00,1.60915184e+01,-1.02705603e+01,1.60915184e+01,-1.02705603e+01
2.57699990e+00,1.60812435e+01,-1.02803698e+01,1.60812435e+01,-1.02803698e+01
2.57800007e+00,1.60709572e+01,-1.02901802e+01,1.60709572e+01,-1.02901802e+01
2.57900000e+00,1.60606632e+01,-1.02999897e+01,1.60606632e+01,-1.02999897e+01
2.57999992e+00,1.60503578e+01,-1.03098001e+01,1.60503578e+01,-1.03098001e+01
2.58100009e+00,1.60400429e+01,-1.03196096e+01,1.60400429e+01,-1.03196096e+01
2.58200002e+00,1.60297184e+01,-1.03294201e+01,1.60297184e+01,-1.03294201e+01
2.58299994e+00,1.60193844e+01,-1.03392296e+01,1.60193844e+01,-1.03392296e+01
2.58400011e+00,1.60090408e+01,-1.03490400e+01,1.60090408e+01,-1.03490400e+01
2.58500004e+00,1.59986858e+01,-1.03588495e+01,1.59986858e+01,-1.03588495e+01
2.58599997e+00,1.59883232e+01,-1.03686600e+01,1.59883232e+01,-1.03686600e+01
2.58699989e+00,1.59779491e+01,-1.03784704e+01,1.59779491e+01,-1.03784704e+01
2.58800006e+00,1.59675655e+01,-1.03882799e+01,1.59675655e+01,-1.03882799e+01
2.58899999e+00,1.59571724e+01,-1.03980904e+01,1.59571724e+01,-1.03980904e+01
