"time","Ball1_pos","Ball2_pos","Ball1_vel","Ball2_vel"
0,10,10,15,15
0.001,10.015,10.015,14.9902,14.9902
0.002,10.03,10.03,14.9804,14.9804
0.003,10.045,10.045,14.9706,14.9706
0.004,10.0599,10.0599,14.9608,14.9608
0.005,10.0749,10.0749,14.951,14.951
0.006,10.0899,10.0899,14.9411,14.9411
0.007,10.1048,10.1048,14.9313,14.9313
0.008,10.1197,10.1197,14.9215,14.9215
0.009,10.1346,10.1346,14.9117,14.9117
0.01,10.1496,10.1496,14.9019,14.9019
0.011,10.1645,10.1645,14.8921,14.8921
0.012,10.1794,10.1794,14.8823,14.8823
0.013,10.1942,10.1942,14.8725,14.8725
0.014,10.2091,10.2091,14.8627,14.8627
0.015,10.224,10.224,14.8529,14.8529
0.016,10.2388,10.2388,14.843,14.843
0.017,10.2537,10.2537,14.8332,14.8332
0.018,10.2685,10.2685,14.8234,14.8234
0.019,10.2833,10.2833,14.8136,14.8136
0.02,10.2981,10.2981,14.8038,14.8038
0.021,10.3129,10.3129,14.794,14.794
0.022,10.3277,10.3277,14.7842,14.7842
0.023,10.3425,10.3425,14.7744,14.7744
0.024,10.3573,10.3573,14.7646,14.7646
0.025,10.3721,10.3721,14.7548,14.7548
0.026,10.3868,10.3868,14.7449,14.7449
0.027,10.4016,10.4016,14.7351,14.7351
0.028,10.4163,10.4163,14.7253,14.7253
0.029,10.431,10.431,14.7155,14.7155
0.03,10.4457,10.4457,14.7057,14.7057
0.031,10.4604,10.4604,14.6959,14.6959
0.032,10.4751,10.4751,14.6861,14.6861
0.033,10.4898,10.4898,14.6763,14.6763
0.034,10.5045,10.5045,14.6665,14.6665
0.035,10.5192,10.5192,14.6567,14.6567
0.036,10.5338,10.5338,14.6468,14.6468
0.037,10.5485,10.5485,14.637,14.637
0.038,10.5631,10.5631,14.6272,14.6272
0.039,10.5777,10.5777,14.6174,14.6174
0.04,10.5923,10.5923,14.6076,14.6076
0.041,10.607,10.607,14.5978,14.5978
0.042,10.6216,10.6216,14.588,14.588
0.043,10.6361,10.6361,14.5782,14.5782
0.044,10.6507,10.6507,14.5684,14.5684
0.045,10.6653,10.6653,14.5586,14.5586
0.046,10.6798,10.6798,14.5487,14.5487
0.047,10.6944,10.6944,14.5389,14.5389
0.048,10.7089,10.7089,14.5291,14.5291
0.049,10.7235,10.7235,14.5193,14.5193
0.05,10.738,10.738,14.5095,14.5095
0.051,10.7525,10.7525,14.4997,14.4997
0.052,10.767,10.767,14.4899,14.4899
0.053,10.7815,10.7815,14.4801,14.4801
0.054,10.796,10.796,14.4703,14.4703
0.055,10.8104,10.8104,14.4605,14.4605
0.056,10.8249,10.8249,14.4506,14.4506
0.057,10.8393,10.8393,14.4408,14.4408
0.058,10.8538,10.8538,14.431,14.431
0.059,10.8682,10.8682,14.4212,14.4212
0.06,10.8826,10.8826,14.4114,14.4114
0.061,10.897,10.897,14.4016,14.4016
0.062,10.9114,10.9114,14.3918,14.3918
0.063,10.9258,10.9258,14.382,14.382
0.064,10.9402,10.9402,14.3722,14.3722
0.065,10.9546,10.9546,14.3623,14.3623
0.066,10.969,10.969,14.3525,14.3525
0.067,10.9833,10.9833,14.3427,14.3427
0.068,10.9977,10.9977,14.3329,14.3329
0.069,11.012,11.012,14.3231,14.3231
0.07,11.0263,11.0263,14.3133,14.3133
0.071,11.0406,11.0406,14.3035,14.3035
0.072,11.0549,11.0549,14.2937,14.2937
