"Time","y_0","y_1","y_2","counter"
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-02,9.999333346666500E-03,1.009949833750800E+00,2.009637350026500E+00,1.000000000000000E+00
2.000000000000000E-02,1.999466709331700E-02,1.009949833750800E+00,2.009637350026500E+00,2.000000000000000E+00
3.000000000000000E-02,2.998200323972200E-02,1.029545533951500E+00,2.009637350026500E+00,3.000000000000000E+00
4.000000000000000E-02,3.995734698458600E-02,1.029545533951500E+00,2.009637350026500E+00,4.000000000000000E+00
5.000000000000000E-02,4.991670832341400E-02,1.048729429665600E+00,2.040927096895000E+00,5.000000000000000E+00
6.000000000000000E-02,5.985610364446000E-02,1.048729429665600E+00,2.040927096895000E+00,6.000000000000000E+00
7.000000000000001E-02,6.977155732211800E-02,1.067493847590800E+00,2.040927096895000E+00,7.000000000000000E+00
8.000000000000000E-02,7.965910330712300E-02,1.067493847590800E+00,2.040927096895000E+00,8.000000000000000E+00
9.000000000000000E-02,8.951478671291201E-02,1.085831282210000E+00,2.060625389278900E+00,9.000000000000000E+00
1.000000000000000E-01,9.933466539753100E-02,1.085831282210000E+00,2.060625389278900E+00,1.000000000000000E+01
1.100000000000000E-01,1.091148115404300E-01,1.103734398793900E+00,2.060625389278900E+00,1.100000000000000E+01
1.200000000000000E-01,1.188513132135700E-01,1.103734398793900E+00,2.060625389278900E+00,1.200000000000000E+01
1.300000000000000E-01,1.285402759460800E-01,1.121196036334500E+00,2.068846762749300E+00,1.300000000000000E+01
1.400000000000000E-01,1.381778242820600E-01,1.121196036334500E+00,2.068846762749300E+00,1.400000000000000E+01
1.500000000000000E-01,1.477601033306700E-01,1.138209210409600E+00,2.068846762749300E+00,1.500000000000000E+01
1.600000000000000E-01,1.572832803080600E-01,1.138209210409600E+00,2.068846762749300E+00,1.600000000000000E+01
1.700000000000000E-01,1.667435460704100E-01,1.154767115976600E+00,2.065805848930600E+00,1.700000000000000E+01
1.800000000000000E-01,1.761371166375500E-01,1.154767115976600E+00,2.065805848930600E+00,1.800000000000000E+01
1.900000000000000E-01,1.854602347064900E-01,1.170863130093800E+00,2.065805848930600E+00,1.900000000000000E+01
2.000000000000000E-01,1.947091711543300E-01,1.170863130093800E+00,2.065805848930600E+00,2.000000000000000E+01
2.100000000000000E-01,2.038802265297900E-01,1.186490814570200E+00,2.051814756193200E+00,2.100000000000000E+01
2.200000000000000E-01,2.129697325330000E-01,1.186490814570200E+00,2.051814756193200E+00,2.200000000000000E+01
2.300000000000000E-01,2.219740534827600E-01,1.201643918540600E+00,2.051814756193200E+00,2.300000000000000E+01
2.400000000000000E-01,2.308895877707400E-01,1.201643918540600E+00,2.051814756193200E+00,2.400000000000000E+01
2.500000000000000E-01,2.397127693021000E-01,1.216316380965200E+00,2.027279500470400E+00,2.500000000000000E+01
