"time","x@mass2port","output@integrator"
0,-1,1.521
0.004,-0.999986,1.52086
0.008,-0.999958,1.52058
0.012,-0.999914,1.52014
0.016,-0.999855,1.51955
0.02,-0.99978,1.5188
0.024,-0.999689,1.5179
0.028,-0.999583,1.51684
0.032,-0.999461,1.51563
0.036,-0.999324,1.51426
0.04,-0.999171,1.51273
0.044,-0.999002,1.51106
0.048,-0.998817,1.50922
0.052,-0.998617,1.50723
0.056,-0.998401,1.50509
0.06,-0.998168,1.50278
0.064,-0.99792,1.50033
0.068,-0.997656,1.49772
0.072,-0.997376,1.49495
0.076,-0.99708,1.49203
0.08,-0.996768,1.48896
0.084,-0.99644,1.48572
0.088,-0.996095,1.48234
0.092,-0.995734,1.4788
0.096,-0.995357,1.4751
0.1,-0.994963,1.47125
0.104,-0.994552,1.46724
0.108,-0.994125,1.46308
0.112,-0.993681,1.45876
0.116,-0.99322,1.45429
0.12,-0.992743,1.44966
0.124,-0.992248,1.44488
0.128,-0.991736,1.43994
0.132,-0.991207,1.43485
0.136,-0.99066,1.4296
0.14,-0.990096,1.4242
0.144,-0.989514,1.41864
0.148,-0.988915,1.41293
0.152,-0.988297,1.40706
0.156,-0.987662,1.40104
0.16,-0.987008,1.39486
0.164,-0.986336,1.38853
0.168,-0.985646,1.38205
0.172,-0.984937,1.3754
0.176,-0.984209,1.36861
0.18,-0.983462,1.36166
0.184,-0.982696,1.35455
0.188,-0.98191,1.34729
0.192,-0.981105,1.33988
0.196,-0.98028,1.33231
0.2,-0.979435,1.32458
0.204,-0.97857,1.3167
0.208,-0.977685,1.30867
0.212,-0.976779,1.30048
0.216,-0.975852,1.29214
0.22,-0.974903,1.28364
0.224,-0.973934,1.27499
0.228,-0.972942,1.26618
0.232,-0.971929,1.25722
0.236,-0.970894,1.24811
0.24,-0.969836,1.23884
0.244,-0.968755,1.22942
0.248,-0.96765,1.21984
0.252,-0.966523,1.21011
0.256,-0.965371,1.20023
0.26,-0.964196,1.19019
0.264,-0.962995,1.17999
0.268,-0.96177,1.16965
0.272,-0.960519,1.15915
0.276,-0.959243,1.14849
0.28,-0.95794,1.13768
0.284,-0.956611,1.12672
0.288,-0.955255,1.11561
0.292,-0.95387,1.10434
0.296,-0.952458,1.09292
0.3,-0.951017,1.08134
0.304,-0.949547,1.06962
0.308,-0.948048,1.05773
0.312,-0.946517,1.0457
0.316,-0.944956,1.03351
0.32,-0.943363,1.02117
0.324,-0.941738,1.00868
0.328,-0.94008,0.996036
0.332,-0.938388,0.983239
0.336,-0.936662,0.97029
0.34,-0.9349,0.957188
0.344,-0.933102,0.943935
0.348,-0.931268,0.93053
0.352,-0.929395,0.916973
0.356,-0.927483,0.903265
0.36,-0.925531,0.889406
0.364,-0.923538,0.875396
0.368,-0.921504,0.861235
0.372,-0.919425,0.846923
0.376,-0.917302,0.832461
0.38,-0.915134,0.817849
0.384,-0.912918,0.803088
0.388,-0.910653,0.788177
0.392,-0.908338,0.773116
0.396,-0.905971,0.757907
0.4,-0.90355,0.74255
0.404,-0.901074,0.727045
0.408,-0.89854,0.711392
0.412,-0.895946,0.695592
0.416,-0.893291,0.679645
0.42,-0.890571,0.663553
0.424,-0.887785,0.647315
0.428,-0.884929,0.630932
0.432,-0.882001,0.614405
0.436,-0.878996,0.597735
0.44,-0.875913,0.580923
0.444,-0.872747,0.563969
0.448,-0.869495,0.546874
0.452,-0.866151,0.529641
0.456,-0.862712,0.512269
0.46,-0.859171,0.494761
0.464,-0.855524,0.477117
0.468,-0.851765,0.45934
0.472,-0.847886,0.441433
0.476,-0.84388,0.423396
0.48,-0.839739,0.405232
0.484,-0.835454,0.386946
0.488,-0.831014,0.368539
0.492,-0.826407,0.350017
0.496,-0.821621,0.331382
0.5,-0.81664,0.312642
0.504,-0.811448,0.293803
0.508,-0.806025,0.274872
0.512,-0.800347,0.255858
0.516,-0.794389,0.236773
0.52,-0.788118,0.217631
0.524,-0.781497,0.198451
0.528,-0.774481,0.179254
0.532,-0.767014,0.16007
0.536,-0.759027,0.14094
0.54,-0.750433,0.121916
0.544,-0.741121,0.103076
0.548,-0.730946,0.08453
0.552,-0.719715,0.066445
0.556,-0.707174,0.0490867
0.56,-0.695161,0.0351449
0.564,-0.680016,0.0211193
0.568,-0.663966,0.0103361
0.572,-0.641689,0.00183536
0.576,-0.62085,0.000113392
0.58,-0.598653,0.00425912
0.584,-0.577916,0.0131408
0.588,-0.56193,0.0229605
0.592,-0.54414,0.0366124
0.596,-0.524964,0.0542088
0.6,-0.509605,0.0702166
0.604,-0.492934,0.0892873
0.608,-0.479592,0.10567
0.612,-0.466738,0.122284
0.616,-0.45429,0.139048
0.62,-0.442187,0.155907
0.624,-0.430375,0.172816
0.628,-0.418809,0.189737
0.632,-0.407451,0.206644
0.636,-0.396269,0.22351
0.64,-0.385235,0.240318
0.644,-0.374321,0.257046
0.648,-0.363506,0.273684
0.652,-0.352767,0.290213
0.656,-0.342086,0.306623
0.66,-0.331442,0.322902
0.664,-0.320819,0.339036
0.668,-0.310198,0.355016
0.672,-0.299563,0.370828
0.676,-0.288895,0.386462
0.68,-0.278178,0.401905
0.684,-0.267394,0.417145
0.688,-0.256524,0.432166
0.692,-0.245549,0.446953
0.696,-0.234448,0.461489
0.7,-0.223199,0.475752
0.704,-0.211779,0.489723
0.708,-0.200163,0.503371
0.712,-0.188322,0.516668
0.716,-0.176227,0.529576
0.72,-0.163846,0.54205
0.724,-0.151145,0.55404
0.728,-0.138086,0.565477
0.732,-0.124631,0.576288
0.736,-0.110745,0.586375
0.74,-0.0963935,0.595625
0.744,-0.0815535,0.603903
0.748,-0.0662178,0.611052
0.752,-0.0504062,0.6169
0.756,-0.0341749,0.621272
0.76,-0.0176245,0.624009
0.764,-0.000896483,0.625
0.768,0.0158411,0.624201
0.772,0.032418,0.621645
0.776,0.0486892,0.617443
0.78,0.0645492,0.611741
0.784,0.0799372,0.604725
0.788,0.0948301,0.596556
0.792,0.109232,0.587404
0.796,0.123167,0.577401
0.8,0.136666,0.566661
0.804,0.149765,0.555291
0.808,0.162503,0.543351
0.812,0.174917,0.530935
0.816,0.18704,0.518064
0.82,0.198907,0.504809
0.824,0.210546,0.491198
0.828,0.221985,0.47726
0.832,0.233251,0.463027
0.836,0.244367,0.44852
0.84,0.255355,0.433759
0.844,0.266235,0.418762
0.848,0.277027,0.403545
0.852,0.28775,0.388124
0.856,0.298422,0.372509
0.86,0.30906,0.356715
0.864,0.319682,0.340753
0.868,0.330304,0.324635
0.872,0.340944,0.308372
0.876,0.351621,0.291976
0.88,0.362352,0.275458
0.884,0.373158,0.258833
0.888,0.38406,0.242113
0.892,0.39508,0.225313
0.896,0.406245,0.208452
0.9,0.417582,0.191549
0.904,0.429124,0.174628
0.908,0.440908,0.157716
0.912,0.452978,0.14085
0.916,0.465385,0.124073
0.92,0.478192,0.107441
0.924,0.491477,0.0910298
0.928,0.505336,0.07494
0.932,0.51989,0.0593193
0.936,0.535295,0.044376
0.94,0.551748,0.0304383
0.944,0.56578,0.0203731
0.948,0.584186,0.00998011
0.952,0.603348,0.00290826
0.956,0.620967,0.000107574
0.96,0.645778,0.00286277
0.964,0.663424,0.0100454
0.968,0.682227,0.0229288
0.972,0.697991,0.038202
0.976,0.713687,0.0577412
0.98,0.72385,0.0728245
0.984,0.736063,0.0936006
0.988,0.745793,0.112307
0.992,0.754736,0.131249
0.996,0.763019,0.150332
1,0.770741,0.169493
1.004,0.777979,0.188685
1.008,0.784794,0.207879
1.012,0.791238,0.227037
1.016,0.79735,0.246159
1.02,0.803167,0.265206
1.024,0.808716,0.284182
1.028,0.814024,0.303069
1.032,0.819109,0.321859
1.036,0.823993,0.340549
1.04,0.828689,0.359126
1.044,0.833212,0.377594
1.048,0.837575,0.395939
