    "time",    "Out1",    "Out2", "Out3[1]", "Out3[2]",    "Out4",    "Out5",    "Out6"
         0,         0,         0,         0,         0,         0,         0,         0
       0.1,0.0049958347,         0,         0,         0,0.0048333351,0.0046708354,         0
       0.2,0.019933422,         0,         0,         0,0.018666756,0.01740009,         0
       0.3,0.044663511,         0,         0,         0,0.040500974,0.036338437,         0
       0.4,0.078939006,         0,         0,         0,0.069338707,0.059738407,         0
       0.5,0.12241744,         0,         0,         0,0.10418683,0.08595622,         0
       0.6,0.17466439,         0,         0,         0,0.14405926,0.11345414,         0
       0.7,0.23515781,         0,         0,         0, 0.1879798,0.14080179,         0
       0.8,0.30329329,         0,         0,         0,0.23498863,0.16668398,         0
       0.9,0.37839004,         0,         0,         0,0.28414282, 0.1898956,         0
         1, 0.4596977,         0,         0,         0,0.33452362,0.20934955,         0
       1.1,0.54640388,         0,         0,         0,0.38524077,0.22407765,         0
       1.2,0.63764225,         0,         0,         0,0.43543741,0.23323258,         0
       1.3,0.73250118,         0,         0,         0,0.48429525,0.23608932,         0
       1.4,0.83003287,         0,         0,         0,0.53103948,0.23204609,         0
       1.5,0.92926281,         0,         0,         0, 0.5749437,0.22062459,         0
       1.6, 1.0291995,         0,         0,         0,0.61533457,0.20146961,         0
       1.7, 1.1288445,         0,         0,         0,0.65159618,0.17434786,         0
       1.8, 1.2272021,         0,         0,         0,0.68317409,0.13914608,         0
       1.9, 1.3232896,         0,         0,         0,0.70957894,0.095868292,         0
         2, 1.4161469,         0,         0,         0,0.73038959,0.044632318,         0
       2.1, 1.5048461,         0,         0,         0,0.74525577,-0.014334577,         0
       2.2, 1.5885011,         0,         0,         0,0.75390017,-0.080700792,         0
       2.3,  1.666276,         0,         0,         0,0.75611988,-0.15403628,         0
       2.4, 1.7373937,         0,         0,         0,0.75178727,-0.23381919,         0
       2.5, 1.8011436,         0,         0,         0,0.74085023,-0.31944317,         0
       2.6, 1.8568888,         0,         0,         0,0.72333171,-0.41022536,         0
       2.7, 1.9040722,         0,         0,         0,0.69932863,-0.5054149,         0
       2.8, 1.9422224,         0,         0,         0,0.66901015,-0.60420207,         0
       2.9, 1.9709582,         0,         0,         0,0.63261523,-0.70572773,         0
         3, 1.9899925,         0,         0,         0,0.59044966,-0.80909319,         0
       3.1, 1.9991352,         0,         0,         0,0.54288239,-0.9133704,         0
       3.2, 1.9982948,         0,         0,         0, 0.4903413,-1.0176122,         0
       3.3, 1.9874798,         0,         0,         0,0.43330851,-1.1208628,         0
       3.4, 1.9667982,         0,         0,         0,0.37231507,-1.2221681,         0
       3.5, 1.9364567,         0,         0,         0,0.30793532,-1.3205861,         0
       3.6, 1.8967584,         0,         0,         0,0.24078075,-1.4151969,         0
       3.7, 1.8481001,         0,         0,         0,0.17149362,-1.5051128,         0
       3.8, 1.7909677,         0,         0,         0,0.10074021,-1.5894873,         0
       3.9, 1.7259323,         0,         0,         0,0.029203949,-1.6675244,         0
         4, 1.6536436,         0,         0,         0,-0.042421691, -1.738487,         0
       4.1,  1.574824,         0,         0,         0,-0.11344031,-1.8017046,         0
       4.2, 1.4902608,         0,         0,         0,-0.18315975,-1.8565803,         0
       4.3, 1.4007992,         0,         0,         0,-0.25089916,-1.9025975,         0
