"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
3.1554436208840472E-30,4.9784399033276926E-60,0.0000000000000000E+00,-3.2983719439773033E-64,4.9784399033276926E-60,3.1554436208840472E-30,4.9776441283017844E-60,4.9768483532758750E-60
2.0000000000000001E-01,1.9933422059367958E-02,3.9866844118735915E-02,1.3306691778545532E-03,1.9933422059367958E-02,2.2000277129755430E-01,1.8666772605313218E-02,1.7400123151258481E-02
4.0000000000000002E-01,7.8939005800073792E-02,1.5787801160014758E-01,1.0581657716771272E-02,7.8939005800073792E-02,4.8009106119214973E-01,6.9338728780565143E-02,5.9738451761056507E-02
6.0000000000000009E-01,1.7466438480126256E-01,3.4932876960252512E-01,3.5357526759944830E-02,1.7466438480126256E-01,7.8071289834796520E-01,1.4405928476562974E-01,1.1345418472999694E-01
8.0000000000000004E-01,3.0329329028105867E-01,6.0658658056211734E-01,8.2643909456458664E-02,3.0329329028105867E-01,1.1230952646748307E+00,2.3498921121883684E-01,1.6668513215661507E-01
1.0000000000000000E+00,4.5969769368996644E-01,9.1939538737993287E-01,1.5852901581207116E-01,4.5969769368996644E-01,1.5097254164603777E+00,3.3452409542614570E-01,2.0935049716232501E-01
1.0471975259206874E+00,4.9999999999998773E-01,9.9999999999997546E-01,1.8117212569275756E-01,4.9999999999998773E-01,1.6078399597086177E+00,3.5847263563829895E-01,2.1694527127661023E-01
1.0471975259207016E+00,5.0000000000000000E-01,1.0000000000000000E+00,1.8117212569276467E-01,5.0000000000000000E-01,1.6078399597086479E+00,3.5847263563830617E-01,2.1694527127661234E-01
1.2471975259207015E+00,6.8201939637556963E-01,1.0000000000000000E+00,2.9910031046398838E-01,6.8201939637556963E-01,2.0553462897993606E+00,4.5871275027380004E-01,2.3540610417203051E-01
1.4471975259207015E+00,8.7671567686046048E-01,1.0000000000000000E+00,4.5482613918648174E-01,8.7671567686046048E-01,2.5601361179093596E+00,5.5215783967815779E-01,2.2760000249585521E-01
1.6471975259207015E+00,1.0763269151513819E+00,1.0000000000000000E+00,6.5011468353157942E-01,1.0763269151513819E+00,3.1329095728840888E+00,6.3299932373082635E-01,1.8967173231027101E-01
1.8471975259207014E+00,1.2728952410873628E+00,1.0000000000000000E+00,8.8515377454611144E-01,1.2728952410873628E+00,3.7884811220900043E+00,6.9630871183314813E-01,1.1972218257893363E-01
2.0471975259207014E+00,1.4585840958205587E+00,1.0000000000000000E+00,1.1585465144213014E+00,1.4585840958205587E+00,4.5466999576227360E+00,7.3816563474698860E-01,1.7747173673418604E-02
2.2471975259207015E+00,1.6259906506878232E+00,1.0000000000000000E+00,1.4673669664002362E+00,1.6259906506878232E+00,5.4335042018078576E+00,7.5575809397171934E-01,-1.1447446274438444E-01
2.4471975259207017E+00,1.7684409346285315E+00,1.0000000000000000E+00,1.8072768026430373E+00,1.7684409346285315E+00,6.4821409717620186E+00,7.4744868281646415E-01,-2.7354356899560295E-01
2.6471975259207019E+00,1.8802559043498330E+00,1.0000000000000000E+00,2.1726982596674507E+00,1.8802559043498330E+00,7.7345941292800626E+00,7.1280229763943270E-01,-4.5465130907096729E-01
2.8471975259207021E+00,1.9569778498614809E+00,1.0000000000000000E+00,2.5570365061772344E+00,1.9569778498614809E+00,9.2432732920647585E+00,6.5257272679950262E-01,-6.5183239626247536E-01
3.0471975259207023E+00,1.9955481093060252E+00,1.0000000000000000E+00,2.9529425581747466E+00,1.9955481093060252E+00,1.1073031730748955E+01,5.6864741757979509E-01,-8.5825327414643460E-01
3.1415926535897931E+00,2.0000000226108638E+00,1.0000000000000000E+00,3.1415926990132137E+00,2.0000000226108638E+00,1.2070352289342029E+01,5.2160701293251877E-01,-9.5678599674582587E-01
3.1415926535898215E+00,2.0000000226108638E+00,1.0000000000000000E+00,3.1415926990132710E+00,2.0000000226108638E+00,1.2070352289342344E+01,5.2160701293250389E-01,-9.5678599674585563E-01
3.3415926535898217E+00,1.9800666005514902E+00,9.6013315588125281E-01,3.5402620343575886E+00,1.9800666005514902E+00,1.4522758990015532E+01,4.0838894046900054E-01,-1.1632887196134889E+00
3.5415926535898219E+00,1.9210610168107789E+00,8.4212198839983021E-01,3.9310110503408429E+00,1.9210610168107789E+00,1.7526759040668274E+01,2.8030492544118091E-01,-1.3604511659284166E+00
3.7415926535898221E+00,1.8253356378095851E+00,6.5067123039744246E-01,4.3062351858198396E+00,1.8253356378095851E+00,2.1212903755061976E+01,1.4220473464642838E-01,-1.5409261685167279E+00
3.9415926535898222E+00,1.6967067323297846E+00,3.9341341943784147E-01,4.6589488076454950E+00,1.6967067323297846E+00,2.5739969111430263E+01,-6.1604922809818663E-04,-1.6979388307859806E+00
4.1415926535898224E+00,1.5403023289208733E+00,8.0604612620018834E-02,4.9830637058120510E+00,1.5403023289208733E+00,3.1300895912746256E+01,-1.4263557526089285E-01,-1.8255734794426586E+00
