"Time","SignalOutput1"
9.700000000000000E-02,7.276589306541101E+01
9.800000000000000E-02,7.352834855596400E+01
9.900000000000000E-02,7.429089673178500E+01
1.000000000000000E-01,7.505353760414199E+01
1.010000000000000E-01,7.581627118430301E+01
1.020000000000000E-01,7.657909748353700E+01
1.030000000000000E-01,7.734201651311599E+01
1.040000000000000E-01,7.810502828431100E+01
1.050000000000000E-01,7.886813280839800E+01
1.060000000000000E-01,7.963133009665000E+01
1.070000000000000E-01,8.039462016034500E+01
1.080000000000000E-01,8.115800301076000E+01
1.090000000000000E-01,8.192147865917499E+01
1.100000000000000E-01,8.268504711687000E+01
1.110000000000000E-01,8.344870839512799E+01
1.120000000000000E-01,8.421244876315700E+01
1.130000000000000E-01,8.497622364681401E+01
1.140000000000000E-01,8.574006400871500E+01
1.150000000000000E-01,8.650400329855400E+01
1.160000000000000E-01,8.726806832302300E+01
1.170000000000000E-01,8.803227923968400E+01
1.180000000000000E-01,8.879664954976400E+01
1.190000000000000E-01,8.956118608947401E+01
1.200000000000000E-01,9.032588902025000E+01
1.210000000000000E-01,9.109075181862499E+01
1.220000000000000E-01,9.185576126655100E+01
1.230000000000000E-01,9.262089744301400E+01
1.240000000000000E-01,9.338613371784101E+01
1.250000000000000E-01,9.415143674854900E+01
1.260000000000000E-01,9.491676648114699E+01
1.270000000000000E-01,9.568207615575200E+01
1.280000000000000E-01,9.644731231790900E+01
1.290000000000000E-01,9.721241483649300E+01
1.300000000000000E-01,9.797731692904600E+01
1.310000000000000E-01,9.874194519540400E+01
1.320000000000000E-01,9.950621966046300E+01
1.330000000000000E-01,1.002700538268800E+02
1.340000000000000E-01,1.010333547385100E+02
1.350000000000000E-01,1.017960230553500E+02
1.360000000000000E-01,1.025579531406600E+02
1.370000000000000E-01,1.033190331610600E+02
1.380000000000000E-01,1.040791452000800E+02
1.390000000000000E-01,1.048381653859100E+02
1.400000000000000E-01,1.055959640337100E+02
1.410000000000000E-01,1.063524058031500E+02
1.420000000000000E-01,1.071073498713000E+02
1.430000000000000E-01,1.078606501214900E+02
1.440000000000000E-01,1.086121553480400E+02
1.450000000000000E-01,1.093617094773600E+02
1.460000000000000E-01,1.101091518051200E+02
1.470000000000000E-01,1.108543172497200E+02
1.480000000000000E-01,1.115970366217700E+02
1.490000000000000E-01,1.123371369093100E+02
1.500000000000000E-01,1.130744415785400E+02
1.510000000000000E-01,1.138087708894300E+02
1.520000000000000E-01,1.145399422257200E+02
1.530000000000000E-01,1.152677704386300E+02
1.540000000000000E-01,1.159920682034100E+02
1.550000000000000E-01,1.167126463878300E+02
1.560000000000000E-01,1.174293144316400E+02
1.570000000000000E-01,1.181418807358000E+02
1.580000000000000E-01,1.188501530604000E+02
1.590000000000000E-01,1.195539389296900E+02
1.600000000000000E-01,1.202530460431700E+02
1.610000000000000E-01,1.209472826909800E+02
1.620000000000000E-01,1.216364581721800E+02
1.630000000000000E-01,1.223203832143700E+02
1.640000000000000E-01,1.229988703928100E+02
1.650000000000000E-01,1.236717345476200E+02
1.660000000000000E-01,1.243387931971800E+02
1.670000000000000E-01,1.249998669460300E+02
1.680000000000000E-01,1.256547798856700E+02
1.690000000000000E-01,1.263033599864900E+02
1.700000000000000E-01,1.269454394791000E+02
1.710000000000000E-01,1.275808552236200E+02
1.720000000000000E-01,1.282094490652100E+02
1.730000000000000E-01,1.288310681743900E+02
1.740000000000000E-01,1.294455653707400E+02
1.750000000000000E-01,1.300527994286400E+02
1.760000000000000E-01,1.306526353639000E+02
1.770000000000000E-01,1.312449446999600E+02
1.780000000000000E-01,1.318296057129400E+02
1.790000000000000E-01,1.324065036544000E+02
1.800000000000000E-01,1.329755309512800E+02
1.810000000000000E-01,1.335365873823100E+02
1.820000000000000E-01,1.340895802303600E+02
1.830000000000000E-01,1.346344244106000E+02
1.840000000000000E-01,1.351710425741100E+02
1.850000000000000E-01,1.356993651869000E+02
1.860000000000000E-01,1.362193305846300E+02
1.870000000000000E-01,1.367308850029700E+02
1.880000000000000E-01,1.372339825841900E+02
1.890000000000000E-01,1.377285853603500E+02
1.900000000000000E-01,1.382146632137300E+02
1.910000000000000E-01,1.386921938152000E+02
1.920000000000000E-01,1.391611625413400E+02
1.930000000000000E-01,1.396215623712200E+02
1.940000000000000E-01,1.400733937638000E+02
1.950000000000000E-01,1.405166645171500E+02
1.960000000000000E-01,1.409513896103400E+02
1.970000000000000E-01,1.413775910294800E+02
1.980000000000000E-01,1.417952975789300E+02
1.990000000000000E-01,1.422045446790300E+02
2.000000000000000E-01,1.426053741515800E+02
2.010000000000000E-01,1.429978339943500E+02
2.020000000000000E-01,1.433819781459800E+02
2.030000000000000E-01,1.437578662424500E+02
2.040000000000000E-01,1.441255633665200E+02
2.050000000000000E-01,1.444851397912000E+02
2.060000000000000E-01,1.448366707187300E+02
2.070000000000000E-01,1.451802360160000E+02
2.080000000000000E-01,1.455159199476700E+02
2.090000000000000E-01,1.458438109081200E+02
2.100000000000000E-01,1.461640011531900E+02
2.110000000000000E-01,1.464765865327700E+02
2.120000000000000E-01,1.467816662250700E+02
2.130000000000000E-01,1.470793424736300E+02
2.140000000000000E-01,1.473697203276100E+02
2.150000000000000E-01,1.476529073864000E+02
2.160000000000000E-01,1.479290135489800E+02
2.170000000000000E-01,1.481981507688500E+02
2.180000000000000E-01,1.484604328148900E+02
2.190000000000000E-01,1.487159750388900E+02
2.200000000000000E-01,1.489648941499100E+02
2.210000000000000E-01,1.492073079960900E+02
2.220000000000000E-01,1.494433353540200E+02
2.230000000000000E-01,1.496730957261600E+02
2.240000000000000E-01,1.498967091462700E+02
2.250000000000000E-01,1.501142959932100E+02
2.260000000000000E-01,1.503259768131500E+02
2.270000000000000E-01,1.505318721502000E+02
2.280000000000000E-01,1.507321023856700E+02
2.290000000000000E-01,1.509267875857000E+02
2.300000000000000E-01,1.511160473574800E+02
2.310000000000000E-01,1.513000007137300E+02
2.320000000000000E-01,1.514787659455800E+02
2.330000000000000E-01,1.516524605035200E+02
2.340000000000000E-01,1.518212008863900E+02
2.350000000000000E-01,1.519851025381600E+02
2.360000000000000E-01,1.521442797523800E+02
2.370000000000000E-01,1.522988455840200E+02
2.380000000000000E-01,1.524489117684900E+02
2.390000000000000E-01,1.525945886477000E+02
2.400000000000000E-01,1.527359851027200E+02
2.410000000000000E-01,1.528732084930700E+02
2.420000000000000E-01,1.530063646020600E+02
2.430000000000000E-01,1.531355575882200E+02
2.440000000000000E-01,1.532608899423300E+02
2.450000000000000E-01,1.533824624499900E+02
2.460000000000000E-01,1.535003741592100E+02
2.470000000000000E-01,1.536147223531200E+02
2.480000000000000E-01,1.537256025271100E+02
2.490000000000000E-01,1.538331083705900E+02
2.500000000000000E-01,1.539373317527100E+02
2.510000000000000E-01,1.540383627121500E+02
2.520000000000000E-01,1.541362894505100E+02
2.530000000000000E-01,1.542311983291000E+02
2.540000000000000E-01,1.543231738690900E+02
2.550000000000000E-01,1.544122987544500E+02
2.560000000000000E-01,1.544986538379200E+02
2.570000000000000E-01,1.545823181493400E+02
2.580000000000000E-01,1.546633689065400E+02
2.590000000000000E-01,1.547418815283400E+02
2.600000000000000E-01,1.548179296496100E+02
2.610000000000000E-01,1.548915851381700E+02
2.620000000000000E-01,1.549629181133900E+02
2.630000000000000E-01,1.550319969663400E+02
2.640000000000000E-01,1.550988883812500E+02
2.650000000000000E-01,1.551636573583300E+02
2.660000000000000E-01,1.552263672376200E+02
2.670000000000000E-01,1.552870797238300E+02
2.680000000000000E-01,1.553458549120900E+02
2.690000000000000E-01,1.554027513144400E+02
2.700000000000000E-01,1.554578258869400E+02
2.710000000000000E-01,1.555111340573800E+02
2.720000000000000E-01,1.555627297534200E+02
2.730000000000000E-01,1.556126654310900E+02
2.740000000000000E-01,1.556609921036600E+02
2.750000000000000E-01,1.557077593706000E+02
2.760000000000000E-01,1.557530154468400E+02
2.770000000000000E-01,1.557968071919700E+02
2.780000000000000E-01,1.558391801395800E+02
2.790000000000000E-01,1.558801785264800E+02
2.800000000000000E-01,1.559198453219200E+02
2.810000000000000E-01,1.559582222566000E+02
2.820000000000000E-01,1.559953498515800E+02
2.830000000000000E-01,1.560312674469200E+02
2.840000000000000E-01,1.560660132301100E+02
2.850000000000000E-01,1.560996242642500E+02
2.860000000000000E-01,1.561321365158300E+02
2.870000000000000E-01,1.561635848822800E+02
2.880000000000000E-01,1.561940032190700E+02
2.890000000000000E-01,1.562234243665500E+02
2.900000000000000E-01,1.562518801762500E+02
2.910000000000000E-01,1.562794015368800E+02
2.920000000000000E-01,1.563060183998800E+02
2.930000000000000E-01,1.563317598044800E+02
2.940000000000000E-01,1.563566539023800E+02
2.950000000000000E-01,1.563807279819300E+02
2.960000000000000E-01,1.564040084918900E+02
2.970000000000000E-01,1.564265210646400E+02
2.980000000000000E-01,1.564482905390100E+02
2.990000000000000E-01,1.564693409826100E+02
3.000000000000000E-01,1.564896957136000E+02
3.010000000000000E-01,1.565093773221400E+02
3.020000000000000E-01,1.565284076911900E+02
3.030000000000000E-01,1.565468080169700E+02
3.040000000000000E-01,1.565645988288900E+02
3.050000000000000E-01,1.565818000090000E+02
3.060000000000000E-01,1.565984308109700E+02
3.070000000000000E-01,1.566145098786600E+02
3.080000000000000E-01,1.566300552641800E+02
3.090000000000000E-01,1.566450844454900E+02
3.100000000000000E-01,1.566596143436300E+02
3.110000000000000E-01,1.566736613393700E+02
3.120000000000000E-01,1.566872412896000E+02
3.130000000000000E-01,1.567003695431200E+02
3.140000000000000E-01,1.567130609561300E+02
3.150000000000000E-01,1.567253299072500E+02
3.160000000000000E-01,1.567371903121700E+02
3.170000000000000E-01,1.567486556378300E+02
3.180000000000000E-01,1.567597389162900E+02
3.190000000000000E-01,1.567704527581800E+02
3.200000000000000E-01,1.567808093657500E+02
3.210000000000000E-01,1.567908205455800E+02
3.220000000000000E-01,1.568004977209600E+02
3.230000000000000E-01,1.568098519438300E+02
3.240000000000000E-01,1.568188939064500E+02
3.250000000000000E-01,1.568276339527300E+02
3.260000000000000E-01,1.568360820891600E+02
3.270000000000000E-01,1.568442479955100E+02
3.280000000000000E-01,1.568521410351600E+02
3.290000000000000E-01,1.568597702651400E+02
3.300000000000000E-01,1.568671444458700E+02
3.310000000000000E-01,1.568742720506000E+02
3.320000000000000E-01,1.568811612746000E+02
3.330000000000000E-01,1.568878200440100E+02
3.340000000000000E-01,1.568942560245200E+02
3.350000000000000E-01,1.569004766296600E+02
3.360000000000000E-01,1.569064890289500E+02
3.370000000000000E-01,1.569123001557400E+02
3.380000000000000E-01,1.569179167148500E+02
3.390000000000000E-01,1.569233451898900E+02
3.400000000000000E-01,1.569285918504800E+02
3.410000000000000E-01,1.569336627591300E+02
3.420000000000000E-01,1.569385637780000E+02
3.430000000000000E-01,1.569433005753600E+02
3.440000000000000E-01,1.569478786319200E+02
3.450000000000000E-01,1.569523032469100E+02
3.460000000000000E-01,1.569565795440500E+02
3.470000000000000E-01,1.569607124771800E+02
3.480000000000000E-01,1.569647068359200E+02
3.490000000000000E-01,1.569685672509300E+02
3.500000000000000E-01,1.569722981991900E+02
3.510000000000000E-01,1.569759040089900E+02
3.520000000000000E-01,1.569793888648300E+02
3.530000000000000E-01,1.569827568121000E+02
3.540000000000000E-01,1.569860117617100E+02
3.550000000000000E-01,1.569891574944600E+02
3.560000000000000E-01,1.569921976653000E+02
3.570000000000000E-01,1.569951358075700E+02
3.580000000000000E-01,1.569979753368800E+02
3.590000000000000E-01,1.570007195550900E+02
3.600000000000000E-01,1.570033716540200E+02
3.610000000000000E-01,1.570059347190800E+02
3.620000000000000E-01,1.570084117328000E+02
3.630000000000000E-01,1.570108055782200E+02
3.640000000000000E-01,1.570131190421900E+02
3.650000000000000E-01,1.570153548185500E+02
3.660000000000000E-01,1.570175155111800E+02
3.670000000000000E-01,1.570196036370500E+02
3.680000000000000E-01,1.570216216290300E+02
3.690000000000000E-01,1.570235718387200E+02
3.700000000000000E-01,1.570254565391300E+02
3.710000000000000E-01,1.570272779272900E+02
3.720000000000000E-01,1.570290381267800E+02
3.730000000000000E-01,1.570307391901700E+02
3.740000000000000E-01,1.570323831013800E+02
3.750000000000000E-01,1.570339717779500E+02
3.760000000000000E-01,1.570355070732700E+02
3.770000000000000E-01,1.570369907786800E+02
3.780000000000000E-01,1.570384246256000E+02
3.790000000000000E-01,1.570398102874400E+02
3.800000000000000E-01,1.570411493816200E+02
3.810000000000000E-01,1.570424434713500E+02
3.820000000000000E-01,1.570436940675300E+02
3.830000000000000E-01,1.570449026303900E+02
3.840000000000000E-01,1.570460705712800E+02
3.850000000000000E-01,1.570471992542400E+02
3.860000000000000E-01,1.570482899976000E+02
3.870000000000000E-01,1.570493440754800E+02
3.880000000000000E-01,1.570503627193200E+02
3.890000000000000E-01,1.570513471192600E+02
3.900000000000000E-01,1.570522984255200E+02
3.910000000000000E-01,1.570532177497700E+02
3.920000000000000E-01,1.570541061663800E+02
3.930000000000000E-01,1.570549647136900E+02
3.940000000000000E-01,1.570557943952200E+02
3.950000000000000E-01,1.570565961807900E+02
3.960000000000000E-01,1.570573710077200E+02
3.970000000000000E-01,1.570581197818500E+02
3.980000000000000E-01,1.570588433786300E+02
3.990000000000000E-01,1.570595426441300E+02
4.000000000000000E-01,1.570602183960200E+02
4.010000000000000E-01,1.570608714245300E+02
4.020000000000000E-01,1.570615024933400E+02
4.030000000000000E-01,1.570621123405300E+02
4.040000000000000E-01,1.570627016793700E+02
4.050000000000000E-01,1.570632711991800E+02
4.060000000000000E-01,1.570638215661600E+02
4.070000000000000E-01,1.570643534240900E+02
4.080000000000000E-01,1.570648673951900E+02
4.090000000000000E-01,1.570653640807200E+02
4.100000000000000E-01,1.570658440618000E+02
4.110000000000000E-01,1.570663079000000E+02
4.120000000000000E-01,1.570667561380200E+02
4.130000000000000E-01,1.570671893003500E+02
4.140000000000000E-01,1.570676078938600E+02
4.150000000000000E-01,1.570680124083600E+02
4.160000000000000E-01,1.570684033172300E+02
4.170000000000000E-01,1.570687810779500E+02
4.180000000000000E-01,1.570691461326100E+02
4.190000000000000E-01,1.570694989084400E+02
4.200000000000000E-01,1.570698398183300E+02
4.210000000000000E-01,1.570701692613000E+02
4.220000000000000E-01,1.570704876229300E+02
4.230000000000000E-01,1.570707952758700E+02
4.240000000000000E-01,1.570710925802300E+02
4.250000000000000E-01,1.570713798840200E+02
4.260000000000000E-01,1.570716575235500E+02
4.270000000000000E-01,1.570719258238300E+02
4.280000000000000E-01,1.570721850989500E+02
4.290000000000000E-01,1.570724356524400E+02
4.300000000000000E-01,1.570726777776000E+02
4.310000000000000E-01,1.570729117579100E+02
4.320000000000000E-01,1.570731378672900E+02
4.330000000000000E-01,1.570733563704700E+02
4.340000000000000E-01,1.570735675232600E+02
4.350000000000000E-01,1.570737715729000E+02
4.360000000000000E-01,1.570739687582900E+02
4.370000000000000E-01,1.570741593103000E+02
4.380000000000000E-01,1.570743434520400E+02
4.390000000000000E-01,1.570745213991400E+02
4.400000000000000E-01,1.570746933599400E+02
4.410000000000000E-01,1.570748595358200E+02
4.420000000000000E-01,1.570750201213300E+02
4.430000000000000E-01,1.570751753045400E+02
4.440000000000000E-01,1.570753252671600E+02
4.450000000000000E-01,1.570754701847900E+02
4.460000000000000E-01,1.570756102271300E+02
4.470000000000000E-01,1.570757455581800E+02
4.480000000000000E-01,1.570758763364200E+02
4.490000000000000E-01,1.570760027149900E+02
4.500000000000000E-01,1.570761248419000E+02
4.510000000000000E-01,1.570762428601600E+02
4.520000000000000E-01,1.570763569080000E+02
4.530000000000000E-01,1.570764671189600E+02
4.540000000000000E-01,1.570765736221200E+02
4.550000000000000E-01,1.570766765422100E+02
4.560000000000000E-01,1.570767759997600E+02
4.570000000000000E-01,1.570768721112600E+02
4.580000000000000E-01,1.570769649892700E+02
4.590000000000000E-01,1.570770547425600E+02
4.600000000000000E-01,1.570771414762400E+02
4.610000000000000E-01,1.570772252919200E+02
4.620000000000000E-01,1.570773062877400E+02
4.630000000000000E-01,1.570773845585700E+02
4.640000000000000E-01,1.570774601960800E+02
4.650000000000000E-01,1.570775332888700E+02
4.660000000000000E-01,1.570776039225400E+02
4.670000000000000E-01,1.570776721798200E+02
4.680000000000000E-01,1.570777381406500E+02
4.690000000000000E-01,1.570778018823000E+02
4.700000000000000E-01,1.570778634794200E+02
4.710000000000000E-01,1.570779230041600E+02
4.720000000000000E-01,1.570779805262400E+02
4.730000000000000E-01,1.570780361130400E+02
4.740000000000000E-01,1.570780898296500E+02
4.750000000000000E-01,1.570781417390100E+02
4.760000000000000E-01,1.570781919019000E+02
4.770000000000000E-01,1.570782403771000E+02
4.780000000000000E-01,1.570782872213700E+02
4.790000000000000E-01,1.570783324895800E+02
4.800000000000000E-01,1.570783762347700E+02
4.810000000000000E-01,1.570784185081700E+02
4.820000000000000E-01,1.570784593592900E+02
4.830000000000000E-01,1.570784988359800E+02
4.840000000000000E-01,1.570785369845000E+02
4.850000000000000E-01,1.570785738495200E+02
4.860000000000000E-01,1.570786094742200E+02
4.870000000000000E-01,1.570786439003300E+02
4.880000000000000E-01,1.570786771681800E+02
4.890000000000000E-01,1.570787093167300E+02
4.900000000000000E-01,1.570787403836500E+02
4.910000000000000E-01,1.570787704053200E+02
4.920000000000000E-01,1.570787994169200E+02
4.930000000000000E-01,1.570788274524100E+02
4.940000000000000E-01,1.570788545446500E+02
4.950000000000000E-01,1.570788807253700E+02
4.960000000000000E-01,1.570789060252400E+02
4.970000000000000E-01,1.570789304738900E+02
4.980000000000000E-01,1.570789540999600E+02
4.990000000000000E-01,1.570789769311300E+02
5.000000000000000E-01,1.570789989941300E+02
5.010000000000000E-01,1.570790203148300E+02
5.020000000000000E-01,1.570790409181800E+02
5.030000000000000E-01,1.570790608283300E+02
5.040000000000000E-01,1.570790800685900E+02
5.050000000000000E-01,1.570790986615100E+02
5.060000000000000E-01,1.570791166288600E+02
5.070000000000000E-01,1.570791339917000E+02
5.080000000000000E-01,1.570791507703600E+02
5.090000000000000E-01,1.570791669844900E+02
5.100000000000000E-01,1.570791826530900E+02
5.110000000000000E-01,1.570791977945200E+02
5.120000000000000E-01,1.570792124265000E+02
5.130000000000000E-01,1.570792265661900E+02
5.140000000000000E-01,1.570792402301400E+02
5.150000000000000E-01,1.570792534343600E+02
5.160000000000000E-01,1.570792661943100E+02
5.170000000000000E-01,1.570792785249600E+02
5.180000000000000E-01,1.570792904407300E+02
5.190000000000000E-01,1.570793019555900E+02
5.200000000000000E-01,1.570793130830300E+02
5.210000000000000E-01,1.570793238360700E+02
5.220000000000000E-01,1.570793342273300E+02
5.230000000000000E-01,1.570793442689600E+02
5.240000000000000E-01,1.570793539727400E+02
5.250000000000000E-01,1.570793633500300E+02
5.260000000000000E-01,1.570793724118100E+02
5.270000000000000E-01,1.570793811687100E+02
5.280000000000000E-01,1.570793896309800E+02
5.290000000000000E-01,1.570793978085200E+02
5.300000000000000E-01,1.570794057109300E+02
5.310000000000000E-01,1.570794133474600E+02
5.320000000000000E-01,1.570794207270500E+02
5.330000000000000E-01,1.570794278583500E+02
5.340000000000000E-01,1.570794347497100E+02
5.350000000000000E-01,1.570794414092100E+02
5.360000000000000E-01,1.570794478446400E+02
5.370000000000000E-01,1.570794540635500E+02
5.380000000000000E-01,1.570794600732200E+02
5.390000000000000E-01,1.570794658806900E+02
5.400000000000000E-01,1.570794714927700E+02
5.410000000000000E-01,1.570794769160200E+02
5.420000000000000E-01,1.570794821568000E+02
5.430000000000000E-01,1.570794872212600E+02
5.440000000000000E-01,1.570794921153100E+02
5.450000000000000E-01,1.570794968447100E+02
5.460000000000000E-01,1.570795014149700E+02
5.470000000000000E-01,1.570795058314700E+02
5.480000000000000E-01,1.570795100993700E+02
5.490000000000000E-01,1.570795142236800E+02
5.500000000000000E-01,1.570795182092200E+02
5.510000000000000E-01,1.570795220606600E+02
5.520000000000000E-01,1.570795257825200E+02
5.530000000000000E-01,1.570795293791600E+02
5.540000000000000E-01,1.570795328547800E+02
5.550000000000000E-01,1.570795362134700E+02
5.560000000000000E-01,1.570795394591400E+02
5.570000000000001E-01,1.570795425956200E+02
5.580000000000001E-01,1.570795456265600E+02
5.590000000000001E-01,1.570795485555300E+02
5.600000000000001E-01,1.570795513859500E+02
5.610000000000001E-01,1.570795541211300E+02
5.620000000000001E-01,1.570795567642900E+02
5.629999999999999E-01,1.570795593185200E+02
5.639999999999999E-01,1.570795617868100E+02
5.649999999999999E-01,1.570795641720500E+02
5.659999999999999E-01,1.570795664770400E+02
5.669999999999999E-01,1.570795687044800E+02
5.679999999999999E-01,1.570795708569700E+02
5.690000000000000E-01,1.570795729370400E+02
5.700000000000000E-01,1.570795749471300E+02
5.710000000000000E-01,1.570795768895800E+02
5.720000000000000E-01,1.570795787666800E+02
5.730000000000000E-01,1.570795805806200E+02
5.740000000000000E-01,1.570795823335300E+02
5.750000000000000E-01,1.570795840274600E+02
5.760000000000000E-01,1.570795856644000E+02
5.770000000000000E-01,1.570795872462600E+02
5.780000000000000E-01,1.570795887749000E+02
5.790000000000000E-01,1.570795902521000E+02
5.800000000000000E-01,1.570795916796100E+02
5.810000000000000E-01,1.570795930590800E+02
5.820000000000000E-01,1.570795943921500E+02
5.830000000000000E-01,1.570795956803600E+02
5.840000000000000E-01,1.570795969252200E+02
5.850000000000000E-01,1.570795981282100E+02
5.860000000000000E-01,1.570795992907100E+02
5.870000000000000E-01,1.570796004141100E+02
5.880000000000000E-01,1.570796014997000E+02
5.890000000000000E-01,1.570796025487700E+02
5.900000000000000E-01,1.570796035625500E+02
5.910000000000000E-01,1.570796045422100E+02
5.920000000000000E-01,1.570796054889100E+02
5.930000000000000E-01,1.570796064037600E+02
5.940000000000000E-01,1.570796072878300E+02
5.950000000000000E-01,1.570796081421500E+02
5.960000000000000E-01,1.570796089677300E+02
5.970000000000000E-01,1.570796097655300E+02
5.980000000000000E-01,1.570796105364900E+02
5.990000000000000E-01,1.570796112815100E+02
6.000000000000000E-01,1.570796120014700E+02
6.010000000000000E-01,1.570796126972000E+02
6.020000000000000E-01,1.570796133695200E+02
6.030000000000000E-01,1.570796140192200E+02
6.040000000000000E-01,1.570796146470600E+02
6.050000000000000E-01,1.570796152537800E+02
6.060000000000000E-01,1.570796158400800E+02
6.070000000000000E-01,1.570796164066500E+02
6.080000000000000E-01,1.570796169541700E+02
6.090000000000000E-01,1.570796174832600E+02
6.100000000000000E-01,1.570796179945500E+02
6.110000000000000E-01,1.570796184886400E+02
6.120000000000000E-01,1.570796189661000E+02
6.130000000000000E-01,1.570796194275000E+02
6.140000000000000E-01,1.570796198733700E+02
6.150000000000000E-01,1.570796203042400E+02
6.160000000000000E-01,1.570796207206200E+02
6.170000000000000E-01,1.570796211229900E+02
6.180000000000000E-01,1.570796215118200E+02
6.190000000000000E-01,1.570796218875600E+02
6.200000000000000E-01,1.570796222506700E+02
6.210000000000000E-01,1.570796226015500E+02
6.220000000000000E-01,1.570796229406300E+02
6.230000000000000E-01,1.570796232683100E+02
6.240000000000000E-01,1.570796235849500E+02
6.250000000000000E-01,1.570796238909500E+02
6.260000000000000E-01,1.570796241866400E+02
6.270000000000000E-01,1.570796244723900E+02
6.280000000000000E-01,1.570796247485300E+02
6.290000000000000E-01,1.570796250153700E+02
6.300000000000000E-01,1.570796252732400E+02
6.310000000000000E-01,1.570796255224300E+02
6.320000000000000E-01,1.570796257632300E+02
6.330000000000000E-01,1.570796259959400E+02
6.340000000000000E-01,1.570796262208100E+02
