"time","headlight","light_intensity","light_switch"
0,0,0,0
0.01,0,0,0.11765
0.02,0,0,0.23529
0.03,0,0,0.35294
0.04,0,0,0.47059
0.05,1,0,0.58824
0.06,1,0,0.70588
0.07,1,0,0.82353
0.08,1,0,0.94118
0.09,1,0,1.0588
0.1,1,0,1.1765
0.11,1,0,1.2941
0.12,1,0,1.4118
0.13,1,0,1.5294
0.14,1,0,1.6471
0.15,1,0,1.7647
0.16,1,0,1.8824
0.17,1,0,2
0.18,1,0.11111,2
0.19,1,0.22222,2
0.2,1,0.33333,2
0.21,1,0.44444,2
0.22,1,0.55556,2
0.23,1,0.66667,2
0.24,1,0.77778,2
0.25,1,0.88889,2
0.26,1,1,2
0.27,1,1.1111,2
0.28,1,1.2222,2
0.29,1,1.3333,2
0.3,1,1.4444,2
0.31,1,1.5556,2
0.32,1,1.6667,2
0.33,1,1.7778,2
0.34,1,1.8889,2
0.35,1,2,2
0.36,1,11,2
0.37,1,23,2
0.38,1,41,2
0.39,1,59,2
0.4,1,72,2
0.41,1,83,2
0.42,1,95,2
0.43,1,100,2
0.44,1,99.997,2
0.45,1,99.994,2
0.46,1,99.991,2
0.47,1,99.987,2
0.48,1,99.984,2
0.49,1,99.981,2
0.5,1,99.978,2
0.51,1,99.975,2
0.52,1,99.972,2
0.53,1,99.969,2
0.54,1,99.965,2
0.55,1,99.962,2
0.56,1,99.959,2
0.57,1,99.956,2
0.58,1,99.953,2
0.59,1,99.95,2
0.6,1,99.947,2
0.61,1,99.943,2
0.62,1,99.94,2
0.63,1,99.937,2
0.64,1,99.934,2
0.65,1,99.931,2
0.66,1,99.928,2
0.67,1,99.925,2
0.68,1,99.921,2
0.69,1,99.918,2
0.7,1,99.915,2
0.71,1,99.912,2
0.72,1,99.909,2
0.73,1,99.906,2
0.74,1,99.903,2
0.75,1,99.899,2
0.76,1,99.896,2
0.77,1,99.893,2
0.78,1,99.89,2
0.79,1,99.887,2
0.8,1,99.884,2
0.81,1,99.881,2
0.82,1,99.877,2
0.83,1,99.874,2
0.84,1,99.871,2
0.85,1,99.868,2
0.86,1,99.865,2
0.87,1,99.862,2
0.88,1,99.858,2
0.89,1,99.855,2
0.9,1,99.852,2
0.91,1,99.849,2
0.92,1,99.846,2
0.93,1,99.843,2
0.94,1,99.84,2
0.95,1,99.836,2
0.96,1,99.833,2
0.97,1,99.83,2
0.98,1,99.827,2
0.99,1,99.824,2
1,1,99.821,2
1.01,1,99.818,2
1.02,1,99.814,2
1.03,1,99.811,2
1.04,1,99.808,2
1.05,1,99.805,2
1.06,1,99.802,2
1.07,1,99.799,2
1.08,1,99.796,2
1.09,1,99.792,2
1.1,1,99.789,2
1.11,1,99.786,2
1.12,1,99.783,2
1.13,1,99.78,2
1.14,1,99.777,2
1.15,1,99.774,2
1.16,1,99.77,2
1.17,1,99.767,2
1.18,1,99.764,2
1.19,1,99.761,2
1.2,1,99.758,2
1.21,1,99.755,2
1.22,1,99.752,2
1.23,1,99.748,2
1.24,1,99.745,2
1.25,1,99.742,2
1.26,1,99.739,2
1.27,1,99.736,2
1.28,1,99.733,2
1.29,1,99.73,2
1.3,1,99.726,2
1.31,1,99.723,2
1.32,1,99.72,2
1.33,1,99.717,2
1.34,1,99.714,2
1.35,1,99.711,2
1.36,1,99.708,2
1.37,1,99.704,2
1.38,1,99.701,2
1.39,1,99.698,2
1.4,1,99.695,2
1.41,1,99.692,2
1.42,1,99.689,2
1.43,1,99.686,2
1.44,1,99.682,2
1.45,1,99.679,2
1.46,1,99.676,2
1.47,1,99.673,2
1.48,1,99.67,2
1.49,1,99.667,2
1.5,1,99.664,2
1.51,1,99.66,2
1.52,1,99.657,2
1.53,1,99.654,2
1.54,1,99.651,2
1.55,1,99.648,2
1.56,1,99.645,2
1.57,1,99.642,2
1.58,1,99.638,2
1.59,1,99.635,2
1.6,1,99.632,2
1.61,1,99.629,2
1.62,1,99.626,2
1.63,1,99.623,2
1.64,1,99.619,2
1.65,1,99.616,2
1.66,1,99.613,2
1.67,1,99.61,2
1.68,1,99.607,2
1.69,1,99.604,2
1.7,1,99.601,2
1.71,1,99.597,2
1.72,1,99.594,2
1.73,1,99.591,2
1.74,1,99.588,2
1.75,1,99.585,2
1.76,1,99.582,2
1.77,1,99.579,2
1.78,1,99.575,2
1.79,1,99.572,2
1.8,1,99.569,2
1.81,1,99.566,2
1.82,1,99.563,2
1.83,1,99.56,2
1.84,1,99.557,2
1.85,1,99.553,2
1.86,1,99.55,2
1.87,1,99.547,2
1.88,1,99.544,2
1.89,1,99.541,2
1.9,1,99.538,2
1.91,1,99.535,2
1.92,1,99.531,2
1.93,1,99.528,2
1.94,1,99.525,2
1.95,1,99.522,2
1.96,1,99.519,2
1.97,1,99.516,2
1.98,1,99.513,2
1.99,1,99.509,2
2,1,99.506,2
2.01,1,99.503,2
2.02,1,99.5,2
2.03,1,99.497,2
2.04,1,99.494,2
2.05,1,99.491,2
2.06,1,99.487,2
2.07,1,99.484,2
2.08,1,99.481,2
2.09,1,99.478,2
2.1,1,99.475,2
2.11,1,99.472,2
2.12,1,99.469,2
2.13,1,99.465,2
2.14,1,99.462,2
2.15,1,99.459,2
2.16,1,99.456,2
2.17,1,99.453,2
2.18,1,99.45,2
2.19,1,99.447,2
2.2,1,99.443,2
2.21,1,99.44,2
2.22,1,99.437,2
2.23,1,99.434,2
2.24,1,99.431,2
2.25,1,99.428,2
2.26,1,99.425,2
2.27,1,99.421,2
2.28,1,99.418,2
2.29,1,99.415,2
2.3,1,99.412,2
2.31,1,99.409,2
2.32,1,99.406,2
2.33,1,99.403,2
2.34,1,99.399,2
2.35,1,99.396,2
2.36,1,99.393,2
2.37,1,99.39,2
2.38,1,99.387,2
2.39,1,99.384,2
2.4,1,99.381,2
2.41,1,99.377,2
2.42,1,99.374,2
2.43,1,99.371,2
2.44,1,99.368,2
2.45,1,99.365,2
2.46,1,99.362,2
2.47,1,99.358,2
2.48,1,99.355,2
2.49,1,99.352,2
2.5,1,99.349,2
2.51,1,99.346,2
2.52,1,99.343,2
2.53,1,99.34,2
2.54,1,99.336,2
2.55,1,99.333,2
2.56,1,99.33,2
2.57,1,99.327,2
2.58,1,99.324,2
2.59,1,99.321,2
2.6,1,99.318,2
2.61,1,99.314,2
2.62,1,99.311,2
2.63,1,99.308,2
2.64,1,99.305,2
2.65,1,99.302,2
2.66,1,99.299,2
2.67,1,99.296,2
2.68,1,99.292,2
2.69,1,99.289,2
2.7,1,99.286,2
2.71,1,99.283,2
2.72,1,99.28,2
2.73,1,99.277,2
2.74,1,99.274,2
2.75,1,99.27,2
2.76,1,99.267,2
2.77,1,99.264,2
2.78,1,99.261,2
2.79,1,99.258,2
2.8,1,99.255,2
2.81,1,99.252,2
2.82,1,99.248,2
2.83,1,99.245,2
2.84,1,99.242,2
2.85,1,99.239,2
2.86,1,99.236,2
2.87,1,99.233,2
2.88,1,99.23,2
2.89,1,99.226,2
2.9,1,99.223,2
2.91,1,99.22,2
2.92,1,99.217,2
2.93,1,99.214,2
2.94,1,99.211,2
2.95,1,99.208,2
2.96,1,99.204,2
2.97,1,99.201,2
2.98,1,99.198,2
2.99,1,99.195,2
3,1,99.192,2
3.01,1,99.189,2
3.02,1,99.186,2
3.03,1,99.182,2
3.04,1,99.179,2
3.05,1,99.176,2
3.06,1,99.173,2
3.07,1,99.17,2
3.08,1,99.167,2
3.09,1,99.164,2
3.1,1,99.16,2
3.11,1,99.157,2
3.12,1,99.154,2
3.13,1,99.151,2
3.14,1,99.148,2
3.15,1,99.145,2
3.16,1,99.142,2
3.17,1,99.138,2
3.18,1,99.135,2
3.19,1,99.132,2
3.2,1,99.129,2
3.21,1,99.126,2
3.22,1,99.123,2
3.23,1,99.119,2
3.24,1,99.116,2
3.25,1,99.113,2
3.26,1,99.11,2
3.27,1,99.107,2
3.28,1,99.104,2
3.29,1,99.101,2
3.3,1,99.097,2
3.31,1,99.094,2
3.32,1,99.091,2
3.33,1,99.088,2
3.34,1,99.085,2
3.35,1,99.082,2
3.36,1,99.079,2
3.37,1,99.075,2
3.38,1,99.072,2
3.39,1,99.069,2
3.4,0,99.066,2
3.41,0,99.063,2
3.42,0,99.06,2
3.43,0,99.057,2
3.44,0,99.053,2
3.45,0,99.05,2
3.46,0,99.047,2
3.47,0,99.044,2
3.48,0,99.041,2
3.49,0,99.038,2
3.5,0,99.035,2
3.51,0,99.031,2
3.52,0,99.028,2
3.53,0,99.025,2
3.54,0,99.022,2
3.55,0,99.019,2
3.56,0,99.016,2
3.57,0,99.013,2
3.58,0,99.009,2
3.59,0,99.006,2
3.6,0,99.003,2
3.61,0,99,2
3.62,0,98,2
3.63,0,83,2
3.64,0,63,2
3.65,0,52,2
3.66,0,40,2
3.67,0,34,2
3.68,0,30,2
3.69,0,28,2
3.7,0,27,2
3.71,0,27.021,2
3.72,0,27.043,2
3.73,0,27.064,2
3.74,0,27.086,2
3.75,0,27.107,2
3.76,0,27.129,2
3.77,0,27.15,2
3.78,0,27.171,2
3.79,0,27.193,2
3.8,0,27.214,2
3.81,0,27.236,2
3.82,0,27.257,2
