"time","p1@general_hydraulic_chamber","p1@hydraulic_4","q@volumesensor"
0,200,200,0
0.0003,200.05364653533,200.00720275038,0
0.0006,198.63320678638,137.16912677948,-6
0.0009,190.75746910492,145.05298781053,-6
0.0012,182.92347072498,162.00144322399,-6
0.0015,175.14909973246,177.14691359988,-6
0.0018,175.1895380578,226.1975644663,0
0.0021,175.4248129031,248.49759219508,0
0.0024,175.90624464874,255.48694010993,0
0.0027,176.62491604873,252.72975600816,0
0.003,177.52990528123,242.8395569523,0
0.0033,178.5532682956,228.56111465165,0
0.0036,179.62912111236,212.27059525388,0
0.0039,180.70142437187,196.13380802417,0
0.0042,181.728477643,182.19049740994,0
0.0045,182.68460653107,171.59303627869,0
0.0048,183.55886101701,164.91327156565,0
0.0051,184.35256668069,162.13087377123,0
0.0054,185.07626370418,162.76952570814,0
0.0057,185.74640088575,166.07262122592,0
0.006,186.38170821109,171.06226523638,0
0.0063,187.00060319259,176.8245779605,0
0.0066,187.61919127695,182.59295390977,0
0.0069,188.24992458864,187.75206308766,0
0.0072,188.90083936956,191.92198065844,0
0.0075,189.57559393868,194.94544743347,0
0.0078,190.27417832339,196.81295351784,0
0.0081,190.99375303495,197.63849371177,0
0.0084,191.72962179922,197.66677180159,0
0.0087,192.47628026034,197.17477643491,0
0.009,193.22828996383,196.42647454454,0
0.0093,193.98082344853,195.65099624684,0
0.0096,194.73010405971,195.0368742231,0
0.0099,195.47363697398,194.70365162182,0
0.0102,196.21020366353,194.70534689102,0
0.0105,196.93969555988,195.04874385798,0
0.0108,197.66287062592,195.70395606984,0
0.0111,198.38105336303,196.60155574555,0
0.0114,199.09580681528,197.66285477454,0
0.0117,199.80875605207,198.81113122683,0
0.012,200.04830822593,199.38782219829,0
0.0123,200.04721605725,199.71791024924,0
0.0126,200.04696527846,199.98479161498,0
0.0129,200.04733445009,200.18254112332,0
0.0132,200.04811167878,200.31393772249,0
0.0135,200.04911359239,200.38604348907,0
0.0138,200.05019121078,200.40906762734,0
0.0141,200.05123142708,200.39513254705,0
0.0144,200.05215577859,200.35606735737,0
0.0147,200.05291762659,200.30243547659,0
0.015,200.05349904523,200.24264489465,0
0.0153,200.05390178042,200.1837855791,0
0.0156,198.63436820327,137.27134922591,-6
0.0159,190.76025928579,145.23814178771,-6
0.0162,182.92759195095,162.04327087716,-6
0.0165,175.15428082137,177.11615248316,-6
0.0168,175.19595216408,226.03675078816,0
0.0171,175.43182634838,248.17747151537,0
0.0174,175.91352883453,255.33652571794,0
0.0177,176.63193620017,252.59430732246,0
0.018,177.53635463834,242.72294107808,0
0.0183,178.55899167121,228.51919906846,0
0.0186,179.63412133976,212.21567566025,0
0.0189,180.70577180232,196.13001329605,0
0.0192,181.73232665812,182.21266405564,0
0.0195,182.68811609613,171.64276017034,0
0.0198,183.56218118598,164.96483137086,0
0.0201,184.35586395355,162.17133015692,0
0.0204,185.07965003826,162.81577606442,0
0.0207,185.74995769265,166.11968481074,0
0.021,186.38548442266,171.08951372603,0
0.0213,187.00459855931,176.83616138331,0
0.0216,187.62338348721,182.60317024656,0
0.0219,188.25428290049,187.75181265063,0
0.0222,188.9053031315,191.91704092645,0
0.0225,189.58012166754,194.9402243055,0
0.0228,190.27872177189,196.80017328698,0
0.0231,190.99827675373,197.62744106829,0
0.0234,191.73409965584,197.66123083896,0
0.0237,192.48069689187,197.17401593752,0
0.024,193.23264541557,196.42763375298,0
0.0243,193.98512233301,195.65340454567,0
0.0246,194.73435770528,195.04249434639,0
0.0249,195.47785609434,194.71084574448,0
0.0252,196.2144043868,194.71246153658,0
0.0255,196.943892313,195.05878461893,0
0.0258,197.66707439438,195.71291386156,0
0.0261,198.38527154657,196.60895816467,0
0.0264,199.10004366648,197.66883793672,0
0.0267,199.8130120642,198.81610269935,0
0.027,200.048304275,199.38505490881,0
0.0273,200.04720885017,199.71585695317,0
0.0276,200.04695569934,199.98362187291,0
0.0279,200.04732347082,200.18214356958,0
0.0282,200.0481002489,200.31394871632,0
0.0285,200.04910306257,200.38619932508,0
0.0288,200.05018214314,200.40957902519,0
0.0291,200.05122409414,200.39588185536,0
0.0294,200.05215033593,200.35693654262,0
0.0297,200.05291407887,200.30298024562,0
0.03,200.05349713897,200.24312479565,0
