"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.020900,0.041800,0.001750,0.020900,0.221463,0.019274,0.017647
0.400000,0.079858,0.159717,0.011566,0.079858,0.482373,0.069534,0.059210
0.600000,0.175378,0.350756,0.036759,0.175378,0.783837,0.143933,0.112488
0.800000,0.303890,0.607780,0.084173,0.303890,1.127006,0.234850,0.165810
1.000000,0.460256,0.920512,0.160091,0.460256,1.514530,0.334459,0.208661
1.047198,0.500540,1.000000,0.182723,0.500540,1.612897,0.358429,0.216319
1.047198,0.500540,1.000000,0.182723,0.500540,1.612897,0.358429,0.216319
1.247198,0.682496,1.000000,0.300897,0.682496,2.061956,0.458582,0.234668
1.447198,0.877062,1.000000,0.456608,0.877062,2.568455,0.552037,0.227012
1.647198,1.076615,1.000000,0.651738,1.076615,3.143448,0.633003,0.189391
1.847198,1.273206,1.000000,0.886617,1.273206,3.801846,0.696453,0.119699
2.047198,1.458973,1.000000,1.159903,1.458973,4.563624,0.738420,0.017867
2.247198,1.626488,1.000000,1.468671,1.626488,5.454914,0.756092,-0.114304
2.447198,1.769019,1.000000,1.808657,1.769019,6.508813,0.747774,-0.273471
2.647198,1.880889,1.000000,2.174203,1.880889,7.767638,0.713090,-0.454709
2.847198,1.957631,1.000000,2.558720,1.957631,9.283950,0.652791,-0.652049
3.047198,1.996210,1.000000,2.954811,1.996210,11.123072,0.568804,-0.858603
3.141593,2.000666,1.000000,3.143546,2.000666,12.125538,0.521740,-0.957187
3.141593,2.000666,1.000000,3.143546,2.000666,12.125538,0.521740,-0.957187
3.341593,1.980556,0.959781,3.542267,1.980556,14.593249,0.408449,-1.163659
3.541593,1.921574,0.841817,3.933109,1.921574,17.613227,0.280367,-1.360839
3.741593,1.825856,0.650381,4.308444,1.825856,21.318784,0.142256,-1.541344
3.941593,1.697228,0.393125,4.661269,1.697228,25.869589,-0.000577,-1.698382
4.141593,1.540815,0.080299,4.985498,1.540815,31.459593,-0.142613,-1.826040
4.188790,1.500511,0.000000,5.057276,1.500511,32.954911,-0.175410,-1.851331
4.188790,1.500511,0.000000,5.057276,1.500511,32.954911,-0.175410,-1.851331
4.388790,1.318494,0.000000,5.339444,1.318494,40.160259,-0.308830,-1.936155
4.588790,1.123797,0.000000,5.583823,1.123797,49.002290,-0.429446,-1.982689
4.788790,0.924184,0.000000,5.788638,0.924184,59.845757,-0.532533,-1.989249
4.988790,0.727612,0.000000,5.953700,0.727612,73.134052,-0.614055,-1.955722
5.188790,0.541920,0.000000,6.080408,0.541920,89.406954,-0.670823,-1.883566
5.388790,0.374512,0.000000,6.171686,0.374512,109.322024,-0.700622,-1.775757
5.588790,0.232063,0.000000,6.231874,0.232063,133.680877,-0.702305,-1.636674
5.788790,0.120250,0.000000,6.266551,0.120250,163.461245,-0.675840,-1.471930
5.988790,0.043530,0.000000,6.282312,0.043530,199.856210,-0.622309,-1.288148
6.188790,0.004963,0.000000,6.286507,0.004963,244.322220,-0.543868,-1.092698
6.283185,0.000512,0.000000,6.286695,0.000512,268.607705,-0.499058,-0.998629
6.283185,0.000512,0.000000,6.286695,0.000512,268.607705,-0.499058,-0.998629
6.483185,0.020463,0.039903,6.288153,0.020463,328.312132,-0.389930,-0.800324
6.683185,0.079482,0.157941,6.297538,0.079482,401.229746,-0.265198,-0.609879
6.883185,0.175201,0.349377,6.322422,0.175201,490.262187,-0.129840,-0.434880
7.083185,0.303827,0.606631,6.369812,0.303827,598.980574,0.010740,-0.282347
7.283185,0.460235,0.919447,6.445800,0.460235,731.738727,0.150928,-0.158380
7.330383,0.500539,1.000000,6.468468,0.500539,767.129224,0.183342,-0.133856
7.330383,0.500539,1.000000,6.468468,0.500539,767.129224,0.183342,-0.133856
7.530383,0.682547,1.000000,6.586527,0.682547,937.101693,0.315312,-0.051923
7.730383,0.877238,1.000000,6.742352,0.877238,1144.639494,0.434751,-0.007735
7.930383,1.076850,1.000000,6.937742,1.076850,1398.079870,0.536877,-0.003096
8.130383,1.273423,1.000000,7.172886,1.273423,1707.590462,0.617613,-0.038198
8.330383,1.459118,1.000000,7.446386,1.459118,2085.584512,0.673737,-0.111644
8.530383,1.626530,1.000000,7.755316,1.626530,2547.231813,0.703009,-0.220511
8.730383,1.768982,1.000000,8.095337,1.768982,3111.051687,0.704261,-0.360459
8.930383,1.880796,1.000000,8.460869,1.880796,3799.671945,0.677442,-0.525912
9.130383,1.957515,1.000000,8.845316,1.957515,4640.733816,0.623620,-0.710274
9.330383,1.996084,1.000000,9.241331,1.996084,5667.997953,0.544942,-0.906200
9.424778,2.000534,1.000000,9.430032,2.000534,6229.002973,0.500036,-1.000463
9.424778,2.000534,1.000000,9.430032,2.000534,6229.002973,0.500036,-1.000463
9.624778,1.980583,0.960097,9.828783,1.980583,7608.223777,0.390731,-1.199122
9.824778,1.921582,0.842096,10.219634,1.921582,9292.562780,0.265850,-1.389882
10.000000,1.839594,0.678120,10.549551,1.839594,11072.036965,0.147550,-1.544495
