"time","U@resistance","I@variable_resistance"
0,0,-0
1E-07,0.000131899,-3.49316E-09
2E-07,0.00104332,-1.39394E-08
3E-07,0.00347689,-3.12421E-08
4E-07,0.00814901,-5.52399E-08
5E-07,0.0157246,-8.57102E-08
6E-07,0.0268126,-1.22372E-07
7E-07,0.0419583,-1.64887E-07
8E-07,0.0616364,-2.12868E-07
9E-07,0.0862451,-2.65878E-07
1E-06,0.116101,-3.23438E-07
1.1E-06,0.151432,-3.85032E-07
1.2E-06,0.192383,-4.5011E-07
1.3E-06,0.239003,-5.18097E-07
1.4E-06,0.291249,-5.88384E-07
1.5E-06,0.348992,-6.60389E-07
1.6E-06,0.412011,-7.33481E-07
1.7E-06,0.479996,-8.07038E-07
1.8E-06,0.552555,-8.80445E-07
1.9E-06,0.629214,-9.53097E-07
2E-06,0.709426,-1.0244E-06
2.1E-06,0.792575,-1.0938E-06
2.2E-06,0.877985,-1.16074E-06
2.3E-06,0.964926,-1.22472E-06
2.4E-06,1.05262,-1.28527E-06
2.5E-06,1.14027,-1.34195E-06
2.6E-06,1.22701,-1.39439E-06
2.7E-06,1.31201,-1.44224E-06
2.8E-06,1.3944,-1.48521E-06
2.9E-06,1.4733,-1.52307E-06
3E-06,1.54788,-1.55564E-06
3.1E-06,1.6173,-1.58279E-06
3.2E-06,1.68076,-1.60445E-06
3.3E-06,1.7375,-1.62061E-06
3.4E-06,1.7868,-1.6313E-06
3.5E-06,1.82802,-1.63661E-06
3.6E-06,1.86055,-1.63668E-06
3.7E-06,1.88387,-1.63171E-06
3.8E-06,1.89753,-1.62193E-06
3.9E-06,1.90117,-1.60762E-06
4E-06,1.89451,-1.5891E-06
4.1E-06,1.87736,-1.56671E-06
4.2E-06,1.84961,-1.54084E-06
4.3E-06,1.81125,-1.5119E-06
4.4E-06,1.76239,-1.48031E-06
4.5E-06,1.70319,-1.44651E-06
4.6E-06,1.63392,-1.41097E-06
4.7E-06,1.55495,-1.37413E-06
4.8E-06,1.46673,-1.33646E-06
4.9E-06,1.36977,-1.29841E-06
5E-06,1.26469,-1.26043E-06
5.1E-06,1.01489,0.0229712
5.2E-06,0.764998,0.0119432
5.3E-06,0.517291,0.000958008
5.4E-06,0.27287,-0.00996539
5.5E-06,0.0326704,-0.0208288
5.6E-06,-0.202254,-0.0315475
5.7E-06,-0.431057,-0.0421709
5.8E-06,-0.652738,-0.0526573
5.9E-06,-0.866672,-0.0629956
6E-06,-1.072,-0.0731692
6.1E-06,-1.26802,-0.0831643
6.2E-06,-1.45405,-0.0929689
6.3E-06,-1.62951,-0.102571
6.4E-06,-1.79385,-0.11196
6.5E-06,-1.94661,-0.121128
6.6E-06,-2.08733,-0.130066
6.7E-06,-2.21574,-0.138768
6.8E-06,-2.33149,-0.147228
6.9E-06,-2.43438,-0.155442
7E-06,-2.52422,-0.163407
7.1E-06,-2.60091,-0.17112
7.2E-06,-2.66442,-0.178581
7.3E-06,-2.71476,-0.18579
7.4E-06,-2.75096,-0.192729
7.5E-06,-2.77524,-0.19944
7.6E-06,-2.78674,-0.205907
7.7E-06,-2.78407,-0.212103
7.8E-06,-2.7708,-0.218096
7.9E-06,-2.74559,-0.223861
8E-06,-2.70883,-0.229405
8.1E-06,-2.66094,-0.234736
8.2E-06,-2.60238,-0.239863
8.3E-06,-2.53366,-0.244796
8.4E-06,-2.45529,-0.249545
8.5E-06,-2.36784,-0.254119
8.6E-06,-2.2719,-0.258532
8.7E-06,-2.16793,-0.262792
8.8E-06,-2.05688,-0.266913
8.9E-06,-1.93909,-0.270905
9E-06,-1.81554,-0.274791
9.1E-06,-1.6867,-0.278575
9.2E-06,-1.55333,-0.28227
9.3E-06,-1.41611,-0.285892
9.4E-06,-1.27567,-0.289452
9.5E-06,-1.13274,-0.292964
9.6E-06,-0.988069,-0.296443
9.7E-06,-0.842195,-0.299898
9.8E-06,-0.69586,-0.303345
9.9E-06,-0.549731,-0.306795
1E-05,-0.404421,-0.31026
1.01E-05,-0.241078,-3.51206E-07
1.02E-05,-0.0413928,-6.99967E-07
1.03E-05,0.192833,-1.0462E-06
1.04E-05,0.459337,-1.38676E-06
1.05E-05,0.755419,-1.71863E-06
1.06E-05,1.07798,-2.03887E-06
1.07E-05,1.42354,-2.34473E-06
1.08E-05,1.78832,-2.63362E-06
1.09E-05,2.16826,-2.90315E-06
1.1E-05,2.55904,-3.15116E-06
1.11E-05,2.9562,-3.37573E-06
1.12E-05,3.35512,-3.57521E-06
1.13E-05,3.75114,-3.74822E-06
1.14E-05,4.13954,-3.89365E-06
1.15E-05,4.51566,-4.01071E-06
1.16E-05,4.87492,-4.09889E-06
1.17E-05,5.21286,-4.15798E-06
1.18E-05,5.52524,-4.18806E-06
1.19E-05,5.80802,-4.18951E-06
1.2E-05,6.05746,-4.163E-06
1.21E-05,6.27013,-4.10946E-06
1.22E-05,6.44296,-4.03008E-06
1.23E-05,6.57327,-3.92629E-06
1.24E-05,6.6588,-3.79974E-06
1.25E-05,6.69774,-3.65231E-06
1.26E-05,6.68875,-3.48602E-06
1.27E-05,6.63094,-3.30306E-06
1.28E-05,6.52392,-3.10577E-06
1.29E-05,6.36782,-2.89657E-06
1.3E-05,6.1632,-2.67796E-06
1.31E-05,5.91121,-2.45256E-06
1.32E-05,5.61332,-2.22281E-06
1.33E-05,5.27155,-1.99133E-06
1.34E-05,4.88835,-1.76065E-06
1.35E-05,4.46656,-1.53324E-06
1.36E-05,4.0094,-1.31147E-06
1.37E-05,3.52043,-1.09762E-06
1.38E-05,3.00353,-8.9381E-07
1.39E-05,2.46283,-7.02019E-07
1.4E-05,1.90269,-5.24047E-07
1.41E-05,1.32765,-3.61506E-07
1.42E-05,0.742394,-2.15798E-07
1.43E-05,0.151665,-8.81092E-08
1.44E-05,-0.439738,2.0603E-08
1.45E-05,-1.02703,1.09615E-07
1.46E-05,-1.60549,1.78444E-07
1.47E-05,-2.17047,2.26847E-07
1.48E-05,-2.71751,2.54821E-07
1.49E-05,-3.24234,2.626E-07
1.5E-05,-3.74093,2.50643E-07
1.51E-05,-4.18233,-0.0339095
1.52E-05,-4.59603,-0.0480651
1.53E-05,-4.98022,-0.0616567
1.54E-05,-5.33381,-0.0746632
1.55E-05,-5.65602,-0.0870704
1.56E-05,-5.94476,-0.0988381
1.57E-05,-6.2021,-0.110006
1.58E-05,-6.42632,-0.120542
1.59E-05,-6.6172,-0.13044
1.6E-05,-6.77462,-0.1397
1.61E-05,-6.89866,-0.148321
1.62E-05,-6.98949,-0.156309
1.63E-05,-7.04746,-0.163668
1.64E-05,-7.07307,-0.17041
1.65E-05,-7.06692,-0.176544
1.66E-05,-7.02974,-0.182087
1.67E-05,-6.96238,-0.187053
1.68E-05,-6.86584,-0.191461
1.69E-05,-6.74115,-0.195332
1.7E-05,-6.58949,-0.198687
1.71E-05,-6.41215,-0.201553
1.72E-05,-6.21054,-0.203955
1.73E-05,-5.98603,-0.205919
1.74E-05,-5.74014,-0.207475
1.75E-05,-5.47444,-0.208652
1.76E-05,-5.1905,-0.209481
1.77E-05,-4.89002,-0.209994
1.78E-05,-4.57471,-0.210224
1.79E-05,-4.24626,-0.210203
1.8E-05,-3.90657,-0.209966
1.81E-05,-3.55709,-0.209541
1.82E-05,-3.19976,-0.20897
1.83E-05,-2.83639,-0.208281
1.84E-05,-2.4685,-0.207506
1.85E-05,-2.09807,-0.206681
1.86E-05,-1.72654,-0.205836
1.87E-05,-1.35571,-0.205004
1.88E-05,-0.987149,-0.204215
