"time","y1","y","y2","y3","y4","y5","y6","Q","QI"
1.86,6,0,0,0,1,1,0,0,1
1.88,6,0,0,0,1,1,0,0,1
1.9,6,0,0,0,1,1,0,0,1
1.92,6,0,0,0,1,1,0,0,1
1.94,6,0,0,0,1,1,0,0,1
1.96,6,0,0,0,1,1,0,0,1
1.98,6,0,0,0,1,1,0,0,1
2.01,8,1,1,0,1,0,0,1,0
2.04,8,1,1,0,1,0,0,1,0
2.07,8,1,1,0,1,0,0,1,0
2.1,8,1,1,0,1,0,0,1,0
2.13,8,1,1,0,1,0,0,1,0
2.16,8,1,1,0,1,0,0,1,0
2.19,8,1,1,0,1,0,0,1,0
2.22,8,0,1,0,1,0,0,1,0
2.25,8,0,1,0,1,0,0,1,0
2.28,8,0,1,0,1,0,0,1,0
2.31,8,0,1,0,1,0,0,0,1
2.34,8,0,1,0,1,0,0,0,1
2.37,8,0,1,0,1,0,0,0,1
2.4,8,0,1,0,1,0,0,0,1
2.43,8,0,1,0,1,0,0,0,1
2.46,8,0,1,0,1,0,0,0,1
2.49,8,0,1,0,1,0,0,0,1
2.52,8,0,1,0,1,0,0,1,0
2.55,8,0,1,0,1,0,0,1,0
2.58,8,0,1,0,1,0,0,1,0
2.61,8,0,1,0,1,0,0,1,0
2.64,8,0,1,0,1,0,0,1,0
2.67,8,0,1,0,1,0,0,1,0
2.7,8,0,1,0,1,0,0,1,0
2.73,8,0,1,0,1,0,0,1,0
2.76,8,0,1,0,1,0,0,1,0
2.79,8,0,1,0,1,0,0,1,0
2.82,10,0,0,0,1,1,0,0,1
2.85,10,0,0,0,1,1,0,0,1
2.88,10,0,0,0,1,1,0,0,1
2.91,10,0,0,0,1,1,0,0,1
2.94,10,0,0,0,1,1,0,0,1
2.97,10,0,0,0,1,1,0,0,1
3,12,1,1,0,1,0,1,1,0
3.03,12,1,1,0,1,0,1,1,0
3.06,12,1,1,0,1,0,1,1,0
3.09,12,1,1,0,1,0,1,1,0
3.12,12,1,1,0,1,0,1,1,0
3.15,12,1,1,0,1,0,1,1,0
3.18,12,1,1,0,1,0,1,1,0
3.21,12,0,1,0,1,0,1,1,0
3.24,12,0,1,0,1,0,1,1,0
3.27,12,0,1,0,1,0,1,1,0
3.3,12,0,1,0,1,0,1,0,1
3.33,12,0,1,0,1,0,1,0,1
3.36,12,0,1,0,1,0,1,0,1
3.39,12,0,1,0,1,0,1,0,1
3.42,12,0,1,0,1,0,1,0,1
3.45,12,0,1,0,1,0,1,0,1
3.48,12,0,1,0,1,0,1,0,1
3.51,12,0,1,0,1,0,1,1,0
3.54,12,0,1,0,1,0,1,1,0
3.57,12,0,1,0,1,0,1,1,0
3.6,12,0,1,0,1,0,1,1,0
3.63,12,0,1,0,1,0,1,1,0
3.66,12,0,1,0,1,0,1,1,0
3.69,12,0,1,0,1,0,1,1,0
3.72,12,0,1,0,1,0,1,1,0
3.75,12,0,1,0,1,0,1,1,0
3.78,12,0,1,0,1,0,1,1,0
3.81,14,0,0,0,1,1,1,0,1
3.84,14,0,0,0,1,1,1,0,1
3.87,14,0,0,0,1,1,1,0,1
3.9,14,0,0,0,1,1,1,0,1
3.93,14,0,0,0,1,1,1,0,1
3.96,14,0,0,0,1,1,1,0,1
3.99,14,0,0,0,1,1,1,0,1
4.02,16,1,1,0,1,0,0,1,0
4.05,16,1,1,0,1,0,0,1,0
4.08,16,1,1,0,1,0,0,1,0
4.11,16,1,1,0,1,0,0,1,0
4.14,16,1,1,0,1,0,0,1,0
4.17,16,1,1,0,1,0,0,1,0
4.2,16,0,1,0,1,0,0,1,0
4.23,16,0,1,0,1,0,0,1,0
4.26,16,0,1,0,1,0,0,1,0
4.29,16,0,1,0,1,0,0,1,0
4.32,16,0,1,0,1,0,0,0,1
4.35,16,0,1,0,1,0,0,0,1
4.38,16,0,1,0,1,0,0,0,1
4.41,16,0,1,0,1,0,0,0,1
4.44,16,0,1,0,1,0,0,0,1
4.47,16,0,1,0,1,0,0,0,1
4.5,16,0,1,0,1,0,0,1,0
4.53,16,0,1,0,1,0,0,1,0
4.56,16,0,1,0,1,0,0,1,0
4.59,16,0,1,0,1,0,0,1,0
4.62,16,0,1,0,1,0,0,1,0
4.65,16,0,1,0,1,0,0,1,0
4.68,16,0,1,0,1,0,0,1,0
4.71,16,0,1,0,1,0,0,1,0
4.74,16,0,1,0,1,0,0,1,0
4.77,16,0,1,0,1,0,0,1,0
4.8,18,0,0,0,1,1,0,0,1
4.83,18,0,0,0,1,1,0,0,1
4.86,18,0,0,0,1,1,0,0,1
4.89,18,0,0,0,1,1,0,0,1
4.92,18,0,0,0,1,1,0,0,1
4.95,18,0,0,0,1,1,0,0,1
4.98,18,0,0,0,1,1,0,0,1
5.01,20,1,1,0,1,0,0,1,0
5.04,20,1,1,0,1,0,0,1,0
5.07,20,1,1,0,1,0,0,1,0
5.1,20,1,1,0,1,0,0,1,0
5.13,20,1,1,0,1,0,0,1,0
5.16,20,1,1,0,1,0,0,1,0
5.19,20,1,1,0,1,0,0,1,0
5.22,20,0,1,0,1,0,0,1,0
5.25,20,0,1,0,1,0,0,1,0
5.28,20,0,1,0,1,0,0,1,0
5.31,20,0,1,0,1,0,0,0,1
5.34,20,0,1,0,1,0,0,0,1
5.37,20,0,1,0,1,0,0,0,1
5.4,20,0,1,0,1,0,0,0,1
5.43,20,0,1,0,1,0,0,0,1
5.46,20,0,1,0,1,0,0,0,1
5.49,20,0,1,0,1,0,0,0,1
5.52,20,0,1,0,1,0,0,1,0
5.55,20,0,1,0,1,0,0,1,0
5.58,20,0,1,0,1,0,0,1,0
5.61,20,0,1,0,1,0,0,1,0
5.64,20,0,1,0,1,0,0,1,0
5.67,20,0,1,0,1,0,0,1,0
5.7,20,0,1,0,1,0,0,1,0
5.73,20,0,1,0,1,0,0,1,0
5.76,20,0,1,0,1,0,0,1,0
5.79,20,0,1,0,1,0,0,1,0
5.82,22,0,0,0,1,1,0,0,1
5.85,22,0,0,0,1,1,0,0,1
5.88,22,0,0,0,1,1,0,0,1
5.91,22,0,0,0,1,1,0,0,1
5.94,22,0,0,0,1,1,0,0,1
5.97,22,0,0,0,1,1,0,0,1
6,24,1,1,0,1,0,0,1,0
6.03,24,1,1,0,1,0,0,1,0
6.06,24,1,1,0,1,0,0,1,0
6.09,24,1,1,0,1,0,0,1,0
6.12,24,1,1,0,1,0,0,1,0
6.15,24,1,1,0,1,0,0,1,0
6.18,24,1,1,0,1,0,0,1,0
6.21,24,0,1,0,1,0,0,1,0
6.24,24,0,1,0,1,0,0,1,0
6.27,24,0,1,0,1,0,0,1,0
6.3,24,0,1,0,1,0,0,0,1
6.33,24,0,1,0,1,0,0,0,1
6.36,24,0,1,0,1,0,0,0,1
6.39,24,0,1,0,1,0,0,0,1
6.42,24,0,1,0,1,0,0,0,1
6.45,24,0,1,0,1,0,0,0,1
6.48,24,0,1,0,1,0,0,0,1
6.51,24,0,1,0,1,0,0,1,0
6.54,24,0,1,0,1,0,0,1,0
6.57,24,0,1,0,1,0,0,1,0
6.6,24,0,1,0,1,0,0,1,0
6.63,24,0,1,0,1,0,0,1,0
6.66,24,0,1,0,1,0,0,1,0
6.69,24,0,1,0,1,0,0,1,0
6.72,24,0,1,0,1,0,0,1,0
6.75,24,0,1,0,1,0,0,1,0
6.78,24,0,1,0,1,0,0,1,0
6.81,26,0,0,0,1,1,0,0,1
6.84,26,0,0,0,1,1,0,0,1
6.87,26,0,0,0,1,1,0,0,1
6.9,26,0,0,0,1,1,0,0,1
6.93,26,0,0,0,1,1,0,0,1
6.96,26,0,0,0,1,1,0,0,1
6.99,26,0,0,0,1,1,0,0,1
7.02,28,1,1,0,1,0,0,1,0
7.05,28,1,1,0,1,0,0,1,0
7.08,28,1,1,0,1,0,0,1,0
7.11,28,1,1,0,1,0,0,1,0
7.14,28,1,1,0,1,0,0,1,0
7.17,28,1,1,0,1,0,0,1,0
7.2,28,0,1,0,1,0,0,1,0
7.23,28,0,1,0,1,0,0,1,0
7.26,28,0,1,0,1,0,0,1,0
7.29,28,0,1,0,1,0,0,1,0
7.32,28,0,1,0,1,0,0,0,1
7.35,28,0,1,0,1,0,0,0,1
7.38,28,0,1,0,1,0,0,0,1
7.41,28,0,1,0,1,0,0,0,1
7.44,28,0,1,0,1,0,0,0,1
7.47,28,0,1,0,1,0,0,0,1
7.5,28,0,1,0,1,0,0,1,0
7.53,28,0,1,0,1,0,0,1,0
7.56,28,0,1,0,1,0,0,1,0
7.59,28,0,1,0,1,0,0,1,0
7.62,28,0,1,0,1,0,0,1,0
7.65,28,0,1,0,1,0,0,1,0
7.68,28,0,1,0,1,0,0,1,0
7.71,28,0,1,0,1,0,0,1,0
7.74,28,0,1,0,1,0,0,1,0
7.77,28,0,1,0,1,0,0,1,0
7.8,30,0,0,0,1,1,0,0,1
7.83,30,0,0,0,1,1,0,0,1
7.86,30,0,0,0,1,1,0,0,1
7.89,30,0,0,0,1,1,0,0,1
7.92,30,0,0,0,1,1,0,0,1
7.95,30,0,0,0,1,1,0,0,1
7.98,30,0,0,0,1,1,0,0,1
8.01,32,1,1,0,1,0,1,1,0
8.04,32,1,1,0,1,0,1,1,0
8.07,32,1,1,0,1,0,1,1,0
8.1,32,1,1,0,1,0,1,1,0
8.13,32,1,1,0,1,0,1,1,0
8.16,32,1,1,0,1,0,1,1,0
8.19,32,1,1,0,1,0,1,1,0
8.22,32,0,1,0,1,0,1,1,0
8.25,32,0,1,0,1,0,1,1,0
8.28,32,0,1,0,1,0,1,1,0
8.31,32,0,1,0,1,0,1,0,1
8.34,32,0,1,0,1,0,1,0,1
8.37,32,0,1,0,1,0,1,0,1
8.4,32,0,1,0,1,0,1,0,1
8.43,32,0,1,0,1,0,1,0,1
8.46,32,0,1,0,1,0,1,0,1
8.49,32,0,1,0,1,0,1,0,1
8.52,32,0,1,0,1,0,1,1,0
8.55,32,0,1,0,1,0,1,1,0
8.58,32,0,1,0,1,0,1,1,0
8.61,32,0,1,0,1,0,1,1,0
8.64,32,0,1,0,1,0,1,1,0
8.67,32,0,1,0,1,0,1,1,0
8.7,32,0,1,0,1,0,1,1,0
8.73,32,0,1,0,1,0,1,1,0
8.76,32,0,1,0,1,0,1,1,0
8.79,32,0,1,0,1,0,1,1,0
8.82,34,0,0,0,1,1,1,0,1
8.85,34,0,0,0,1,1,1,0,1
8.88,34,0,0,0,1,1,1,0,1
8.91,34,0,0,0,1,1,1,0,1
8.94,34,0,0,0,1,1,1,0,1
8.97,34,0,0,0,1,1,1,0,1
9,36,1,1,0,1,0,0,1,0
9.03,36,1,1,0,1,0,0,1,0
9.06,36,1,1,0,1,0,0,1,0
9.09,36,1,1,0,1,0,0,1,0
9.12,36,1,1,0,1,0,0,1,0
9.15,36,1,1,0,1,0,0,1,0
9.18,36,1,1,0,1,0,0,1,0
9.21,36,0,1,0,1,0,0,1,0
9.24,36,0,1,0,1,0,0,1,0
9.27,36,0,1,0,1,0,0,1,0
9.3,36,0,1,0,1,0,0,0,1
9.33,36,0,1,0,1,0,0,0,1
9.36,36,0,1,0,1,0,0,0,1
9.39,36,0,1,0,1,0,0,0,1
9.42,36,0,1,0,1,0,0,0,1
9.45,36,0,1,0,1,0,0,0,1
9.48,36,0,1,0,1,0,0,0,1
9.51,36,0,1,0,1,0,0,1,0
9.54,36,0,1,0,1,0,0,1,0
9.57,36,0,1,0,1,0,0,1,0
9.6,36,0,1,0,1,0,0,1,0
9.63,36,0,1,0,1,0,0,1,0
9.66,36,0,1,0,1,0,0,1,0
9.69,36,0,1,0,1,0,0,1,0
9.72,36,0,1,0,1,0,0,1,0
9.75,36,0,1,0,1,0,0,1,0
9.78,36,0,1,0,1,0,0,1,0
9.81,38,0,0,0,1,1,0,0,1
9.84,38,0,0,0,1,1,0,0,1
9.87,38,0,0,0,1,1,0,0,1
9.9,38,0,0,0,1,1,0,0,1
9.93,38,0,0,0,1,1,0,0,1
9.96,38,0,0,0,1,1,0,0,1
9.99,38,0,0,0,1,1,0,0,1
10,40,1,1,0,1,0,0,1,0
