"time","TAmb","TDif","TRes","heatCapacitor.T"
0.02,293.15,2,293.35,293.35
0.04,293.15,2,293.549,293.549
0.08,293.15,2,293.947,293.947
0.1,293.15,2,294.144,294.144
0.12,293.15,2,294.342,294.342
0.14,293.15,2,294.538,294.538
0.18,293.15,2,294.93,294.93
0.22,293.15,2,295.32,295.32
0.26,293.15,2,295.707,295.707
0.28,293.15,2,295.9,295.9
0.3,293.15,2,296.092,296.092
0.32,293.15,2,296.284,296.284
0.34,293.15,2,296.475,296.475
0.36,293.15,2,296.666,296.666
0.38,293.15,2,296.856,296.856
0.4,293.15,2,297.046,297.046
0.42,293.15,2,297.235,297.235
0.44,293.15,2,297.424,297.424
0.46,293.15,2,297.612,297.612
0.48,293.15,2,297.8,297.8
0.52,293.15,2,298.174,298.174
0.54,293.15,2,298.36,298.36
0.56,293.15,2,298.545,298.545
0.58,293.15,2,298.73,298.73
0.6,293.15,2,298.915,298.915
0.62,293.15,2,299.099,299.099
0.64,293.15,2,299.282,299.282
0.66,293.15,2,299.27,299.27
0.68,293.15,2,299.258,299.258
0.7,293.15,2,299.246,299.246
0.72,293.15,2,299.234,299.234
0.74,293.15,2,299.221,299.221
0.76,293.15,2,299.209,299.209
0.78,293.15,2,299.197,299.197
0.8,293.15,2,299.185,299.185
0.82,293.15,2,299.173,299.173
0.84,293.15,2,299.161,299.161
0.86,293.15,2,299.149,299.149
0.88,293.15,2,299.137,299.137
0.9,293.15,2,299.125,299.125
0.92,293.15,2,299.113,299.113
0.94,293.15,2,299.101,299.101
0.96,293.15,2,299.089,299.089
0.98,293.15,2,299.077,299.077
1.02,293.15,2,299.054,299.054
1.04,293.15,2,299.042,299.042
1.06,293.15,2,299.03,299.03
1.08,293.15,2,299.018,299.018
1.1,293.15,2,299.007,299.007
1.12,293.15,2,298.995,298.995
1.14,293.15,2,298.983,298.983
1.16,293.15,2,298.971,298.971
1.18,293.15,2,298.96,298.96
1.2,293.15,2,298.948,298.948
1.22,293.15,2,298.937,298.937
1.24,293.15,2,298.925,298.925
1.26,293.15,2,298.913,298.913
1.28,293.15,2,298.902,298.902
1.3,293.15,2,298.89,298.89
1.32,293.15,2,298.879,298.879
1.34,293.15,2,298.867,298.867
1.36,293.15,2,298.856,298.856
1.38,293.15,2,298.845,298.845
1.4,293.15,2,298.833,298.833
1.42,293.15,2,298.822,298.822
1.44,293.15,2,298.811,298.811
1.46,293.15,2,298.799,298.799
1.48,293.15,2,298.788,298.788
1.5,293.15,2,298.777,298.777
1.52,293.15,2,298.765,298.765
1.54,293.15,2,298.754,298.754
1.56,293.15,2,298.743,298.743
1.58,293.15,2,298.732,298.732
1.6,293.15,2,298.721,298.721
1.62,293.15,2,298.709,298.709
1.64,293.15,2,298.698,298.698
1.66,293.15,2,298.687,298.687
1.68,293.15,2,298.676,298.676
1.7,293.15,2,298.665,298.665
1.72,293.15,2,298.654,298.654
1.74,293.15,2,298.643,298.643
1.76,293.15,2,298.632,298.632
1.78,293.15,2,298.621,298.621
1.8,293.15,2,298.61,298.61
1.82,293.15,2,298.599,298.599
1.84,293.15,2,298.588,298.588
1.86,293.15,2,298.577,298.577
1.88,293.15,2,298.567,298.567
1.9,293.15,2,298.556,298.556
1.92,293.15,2,298.545,298.545
1.94,293.15,2,298.534,298.534
1.96,293.15,2,298.523,298.523
1.98,293.15,2,298.513,298.513
2,293.15,2,298.502,298.502
2.02,293.15,2,298.491,298.491
2.04,293.15,2,298.481,298.481
2.06,293.15,2,298.47,298.47
2.08,293.15,2,298.459,298.459
2.1,293.15,2,298.449,298.449
2.12,293.15,2,298.438,298.438
2.14,293.15,2,298.427,298.427
2.16,293.15,2,298.417,298.417
2.18,293.15,2,298.406,298.406
2.2,293.15,2,298.396,298.396
2.22,293.15,2,298.385,298.385
2.24,293.15,2,298.375,298.375
2.26,293.15,2,298.364,298.364
2.28,293.15,2,298.354,298.354
2.3,293.15,2,298.344,298.344
2.32,293.15,2,298.529,298.529
2.34,293.15,2,298.714,298.714
2.36,293.15,2,298.899,298.899
2.38,293.15,2,299.083,299.083
2.4,293.15,2,299.267,299.267
2.42,293.15,2,299.45,299.45
2.44,293.15,2,299.632,299.632
2.46,293.15,2,299.814,299.814
2.48,293.15,2,299.996,299.996
2.5,293.15,2,300.177,300.177
2.52,293.15,2,300.358,300.358
