"Time","y_2","y_1","y_0","counter"
0,0,0,0,0
0,0,0,0,0
0.01,2,1,0,1
0.02,2,1,0.00999933,2
0.03,2,1.0198,0.0199947,3
0.04,2,1.0198,0.029982,4
0.05,2.03419,1.03919,0.0399573,5
0.06,2.03419,1.03919,0.0499167,6
0.07,2.03419,1.05816,0.0598561,7
0.08,2.03419,1.05816,0.0697716,8
0.09,2.05678,1.07672,0.0796591,9
0.1,2.05678,1.07672,0.0895148,10
0.11,2.05678,1.09484,0.0993347,11
0.12,2.05678,1.09484,0.109115,12
0.13,2.06786,1.11252,0.118851,13
0.14,2.06786,1.11252,0.12854,14
0.15,2.06786,1.12976,0.138178,15
0.16,2.06786,1.12976,0.14776,16
0.17,2.06761,1.14655,0.157283,17
0.18,2.06761,1.14655,0.166744,18
0.19,2.06761,1.16287,0.176137,19
0.2,2.06761,1.16287,0.18546,20
0.21,2.05632,1.17874,0.194709,21
0.22,2.05632,1.17874,0.20388,22
0.23,2.05632,1.19413,0.21297,23
0.24,2.05632,1.19413,0.221974,24
0.25,2.03438,1.20904,0.23089,25
0.26,2.03438,1.20904,0.239713,26
0.27,2.03438,1.22347,0.24844,27
0.28,2.03438,1.22347,0.257068,28
0.29,2.00225,1.23741,0.265593,29
0.3,2.00225,1.23741,0.274012,30
0.31,2.00225,1.25086,0.282321,31
0.32,2.00225,1.25086,0.290518,32
0.33,1.96051,1.2638,0.298598,33
0.34,1.96051,1.2638,0.306558,34
0.35,1.96051,1.27624,0.314397,35
0.36,1.96051,1.27624,0.322109,36
0.37,1.90978,1.28817,0.329692,37
0.38,1.90978,1.28817,0.337144,38
0.39,1.90978,1.29959,0.344461,39
0.4,1.90978,1.29959,0.35164,40
0.41,1.85078,1.31048,0.358678,41
0.42,1.85078,1.31048,0.365573,42
0.43,1.85078,1.32085,0.372322,43
0.44,1.85078,1.32085,0.378921,44
0.45,1.78429,1.33069,0.385369,45
0.46,1.78429,1.33069,0.391663,46
0.47,1.78429,1.34,0.397801,47
0.48,1.78429,1.34,0.403779,48
0.49,1.71113,1.34877,0.409596,49
0.5,1.71113,1.34877,0.415249,50
0.51,1.71113,1.35701,0.420735,51
0.52,1.71113,1.35701,0.426054,52
0.53,1.6322,1.3647,0.431202,53
0.54,1.6322,1.3647,0.436178,54
0.55,1.6322,1.37184,0.440979,55
0.56,1.6322,1.37184,0.445604,56
0.57,1.54841,1.37844,0.45005,57
0.58,1.54841,1.37844,0.454317,58
0.59,1.54841,1.38449,0.458402,59
0.6,1.54841,1.38449,0.462303,60
0.61,1.46072,1.38998,0.46602,61
0.62,1.46072,1.38998,0.46955,62
0.63,1.46072,1.39491,0.472892,63
0.64,1.46072,1.39491,0.476045,64
0.65,1.37009,1.39929,0.479008,65
0.66,1.37009,1.39929,0.481779,66
0.67,1.37009,1.40311,0.484358,67
0.68,1.37009,1.40311,0.486742,68
0.69,1.27752,1.40637,0.488932,69
0.7,1.27752,1.40637,0.490927,70
0.71,1.27752,1.40906,0.492725,71
0.72,1.27752,1.40906,0.494326,72
0.73,1.18399,1.41119,0.495729,73
0.74,1.18399,1.41119,0.496934,74
0.75,1.18399,1.41276,0.49794,75
0.76,1.18399,1.41276,0.498747,76
0.77,1.09047,1.41376,0.499355,77
0.78,1.09047,1.41376,0.499763,78
0.79,1.09047,1.41419,0.499971,79
0.8,1.09047,1.41419,0.499979,80
0.81,0.997916,1.41406,0.499787,81
0.82,0.997916,1.41406,0.499395,82
0.83,0.997916,1.41337,0.498803,83
0.84,0.997916,1.41337,0.498012,84
0.85,0.90726,1.41211,0.497022,85
0.86,0.90726,1.41211,0.495832,86
0.87,0.90726,1.41028,0.494445,87
0.88,0.90726,1.41028,0.49286,88
0.89,0.819389,1.40789,0.491077,89
0.9,0.819389,1.40789,0.489098,90
0.91,0.819389,1.40494,0.486924,91
0.92,0.819389,1.40494,0.484555,92
0.93,0.735146,1.40142,0.481991,93
0.94,0.735146,1.40142,0.479236,94
0.95,0.735146,1.39735,0.476288,95
0.96,0.735146,1.39735,0.47315,96
0.97,0.655318,1.39271,0.469823,97
0.98,0.655318,1.39271,0.466308,98
0.99,0.655318,1.38752,0.462606,99
1,0.655318,1.38752,0.458719,100
1.01,0.58063,1.38177,0.454649,101
1.02,0.58063,1.38177,0.450397,102
1.03,0.58063,1.37547,0.445964,103
1.04,0.58063,1.37547,0.441354,104
1.05,0.511736,1.36862,0.436566,105
1.06,0.511736,1.36862,0.431605,106
1.07,0.511736,1.36123,0.42647,107
1.08,0.511736,1.36123,0.421165,108
1.09,0.449214,1.35329,0.415692,109
1.1,0.449214,1.35329,0.410052,110
1.11,0.449214,1.3448,0.404248,111
1.12,0.449214,1.3448,0.398283,112
1.13,0.393561,1.33578,0.392158,113
1.14,0.393561,1.33578,0.385876,114
1.15,0.393561,1.32623,0.37944,115
1.16,0.393561,1.32623,0.372853,116
1.17,0.345184,1.31614,0.366116,117
1.18,0.345184,1.31614,0.359232,118
1.19,0.345184,1.30553,0.352205,119
1.2,0.345184,1.30553,0.345037,120
1.21,0.304404,1.2944,0.337732,121
1.22,0.304404,1.2944,0.330291,122
1.23,0.304404,1.28275,0.322717,123
1.24,0.304404,1.28275,0.315015,124
1.25,0.271445,1.27058,0.307187,125
1.26,0.271445,1.27058,0.299236,126
1.27,0.271445,1.25791,0.291165,127
1.28,0.271445,1.25791,0.282978,128
1.29,0.246436,1.24473,0.274678,129
1.3,0.246436,1.24473,0.266267,130
1.31,0.246436,1.23106,0.257751,131
1.32,0.246436,1.23106,0.249131,132
1.33,0.229411,1.21689,0.240411,133
1.34,0.229411,1.21689,0.231596,134
1.35,0.229411,1.20224,0.222687,135
