"time","revolute1.w","revolute2.w"
0,0,0
0.003,-0.0754399,0.10022
0.006,-0.150869,0.200413
0.009,-0.226286,0.300577
0.012,-0.301692,0.400712
0.015,-0.377085,0.500813
0.018,-0.452464,0.600877
0.021,-0.527826,0.700896
0.024,-0.60317,0.800861
0.027,-0.678491,0.900758
0.03,-0.753784,1.00057
0.033,-0.829043,1.10028
0.036,-0.904261,1.19986
0.039,-0.979427,1.29927
0.042,-1.05453,1.39849
0.045,-1.12957,1.49747
0.048,-1.20451,1.59617
0.051,-1.27935,1.69452
0.054,-1.35407,1.79247
0.057,-1.42865,1.88996
0.06,-1.50306,1.98689
0.063,-1.57728,2.0832
0.066,-1.65129,2.17879
0.069,-1.72505,2.27356
0.072,-1.79854,2.3674
0.075,-1.87172,2.46021
0.078,-1.94455,2.55186
0.081,-2.017,2.64222
0.084,-2.08903,2.73116
0.087,-2.1606,2.81853
0.09,-2.23166,2.90418
0.093,-2.30216,2.98798
0.096,-2.37207,3.06975
0.099,-2.44134,3.14934
0.102,-2.50992,3.22658
0.105,-2.57777,3.30131
0.108,-2.64483,3.37337
0.111,-2.71106,3.44258
0.114,-2.77641,3.50879
0.117,-2.84084,3.57184
0.12,-2.90431,3.63156
0.123,-2.96678,3.68782
0.126,-3.02819,3.74045
0.129,-3.08853,3.78933
0.132,-3.14775,3.83432
0.135,-3.20582,3.87531
0.138,-3.26272,3.91217
0.141,-3.31841,3.94481
0.144,-3.37287,3.97314
0.147,-3.4261,3.99707
0.15,-3.47806,4.01653
0.153,-3.52874,4.03146
0.156,-3.57815,4.04182
0.159,-3.62626,4.04755
0.162,-3.67307,4.04864
0.165,-3.71859,4.04506
0.168,-3.76281,4.0368
0.171,-3.80573,4.02385
0.174,-3.84736,4.00622
0.177,-3.8877,3.98391
0.18,-3.92675,3.95695
0.183,-3.96452,3.92535
0.186,-4.00101,3.88914
0.189,-4.03624,3.84835
0.192,-4.07021,3.80301
0.195,-4.10291,3.75314
0.198,-4.13437,3.6988
0.201,-4.16456,3.64
0.204,-4.19351,3.57679
0.207,-4.2212,3.50921
0.21,-4.24764,3.43728
0.213,-4.27281,3.36105
0.216,-4.29672,3.28055
0.219,-4.31935,3.1958
0.222,-4.34069,3.10683
0.225,-4.36072,3.01368
0.228,-4.37943,2.91637
0.231,-4.3968,2.81492
0.234,-4.41281,2.70935
0.237,-4.42742,2.59967
0.24,-4.44062,2.48591
0.243,-4.45236,2.36807
0.246,-4.46262,2.24616
0.249,-4.47136,2.12019
0.252,-4.47854,1.99017
0.255,-4.48411,1.8561
0.258,-4.48804,1.71797
0.261,-4.49028,1.57578
0.264,-4.49077,1.42952
0.267,-4.48946,1.27919
0.27,-4.48631,1.12479
0.273,-4.48125,0.966281
0.276,-4.47423,0.803666
0.279,-4.46519,0.636923
0.282,-4.45406,0.466034
0.285,-4.4408,0.290976
0.288,-4.42533,0.111727
0.291,-4.4076,-0.0717382
0.294,-4.38753,-0.259448
0.297,-4.36507,-0.451431
0.3,-4.34015,-0.647719
0.303,-4.31271,-0.848343
0.306,-4.2827,-1.05334
0.309,-4.25004,-1.26274
0.312,-4.21467,-1.47658
0.315,-4.17656,-1.6949
0.318,-4.13563,-1.91773
0.321,-4.09184,-2.14511
0.324,-4.04515,-2.37707
0.327,-3.99551,-2.61364
0.33,-3.94289,-2.85485
0.333,-3.88726,-3.1007
0.336,-3.82859,-3.35123
0.339,-3.7669,-3.60641
0.342,-3.70216,-3.86622
0.345,-3.6344,-4.13064
0.348,-3.56364,-4.39959
0.351,-3.48994,-4.67298
0.354,-3.41337,-4.95066
0.357,-3.33402,-5.23245
0.36,-3.25201,-5.51809
0.363,-3.1675,-5.80726
0.366,-3.08071,-6.09953
0.369,-2.99186,-6.39438
0.372,-2.90126,-6.69115
0.375,-2.80927,-6.98902
0.378,-2.71633,-7.287
0.381,-2.62295,-7.58389
0.384,-2.52973,-7.87826
0.387,-2.43737,-8.16843
0.39,-2.34666,-8.45243
0.393,-2.25852,-8.728
0.396,-2.17394,-8.99261
0.399,-2.09404,-9.24342
0.402,-2.02001,-9.47736
0.405,-1.9531,-9.69118
0.408,-1.89458,-9.88154
0.411,-1.84572,-10.0451
0.414,-1.80771,-10.1787
0.417,-1.78161,-10.2795
0.42,-1.76831,-10.3451
0.423,-1.76848,-10.3738
0.426,-1.78248,-10.3645
0.429,-1.81039,-10.3169
0.432,-1.85201,-10.2316
0.435,-1.90683,-10.1099
0.438,-1.97407,-9.95388
0.441,-2.05279,-9.76595
0.444,-2.14186,-9.54905
0.447,-2.24007,-9.30632
0.45,-2.34617,-9.04097
0.453,-2.45891,-8.75619
0.456,-2.57708,-8.45502
0.459,-2.69954,-8.14027
0.462,-2.82526,-7.81451
0.465,-2.95329,-7.48004
0.468,-3.08278,-7.13885
0.471,-3.21299,-6.79266
0.474,-3.34327,-6.44295
0.477,-3.47307,-6.09094
0.48,-3.60192,-5.73766
0.483,-3.7294,-5.38394
0.486,-3.85519,-5.03047
0.489,-3.97902,-4.67778
0.492,-4.10064,-4.32632
0.495,-4.21987,-3.97642
