"time","outBool3","outBool13","outByte3","outByte13","outWord3","outWord13","outDWord3","outDWord13","outSInt3","outInt3"
0.578,1,1,11,11,11,11,11,11,11,11
0.579,1,1,11,11,11,11,11,11,11,11
0.58,1,1,11,11,11,11,11,11,11,11
0.581,1,1,11,11,11,11,11,11,11,11
0.582,1,1,11,11,11,11,11,11,11,11
0.583,1,1,11,11,11,11,11,11,11,11
0.584,1,1,11,11,11,11,11,11,11,11
0.585,1,1,11,11,11,11,11,11,11,11
0.586,1,1,11,11,11,11,11,11,11,11
0.587,1,1,11,11,11,11,11,11,11,11
0.588,1,1,11,11,11,11,11,11,11,11
0.589,1,1,11,11,11,11,11,11,11,11
0.59,1,1,11,11,11,11,11,11,11,11
0.591,1,1,11,11,11,11,11,11,11,11
0.592,1,1,11,11,11,11,11,11,11,11
0.593,1,1,11,11,11,11,11,11,11,11
0.594,1,1,11,11,11,11,11,11,11,11
0.595,1,1,11,11,11,11,11,11,11,11
0.596,1,1,11,11,11,11,11,11,11,11
0.597,1,1,11,11,11,11,11,11,11,11
0.598,1,1,11,11,11,11,11,11,11,11
0.599,1,1,11,11,11,11,11,11,11,11
0.6,1,1,11,11,11,11,11,11,11,11
0.601,0,0,12,12,12,12,12,12,12,12
0.602,0,0,12,12,12,12,12,12,12,12
0.603,0,0,12,12,12,12,12,12,12,12
0.604,0,0,12,12,12,12,12,12,12,12
0.605,0,0,12,12,12,12,12,12,12,12
0.606,0,0,12,12,12,12,12,12,12,12
0.607,0,0,12,12,12,12,12,12,12,12
0.608,0,0,12,12,12,12,12,12,12,12
0.609,0,0,12,12,12,12,12,12,12,12
0.61,0,0,12,12,12,12,12,12,12,12
0.611,0,0,12,12,12,12,12,12,12,12
0.612,0,0,12,12,12,12,12,12,12,12
0.613,0,0,12,12,12,12,12,12,12,12
0.614,0,0,12,12,12,12,12,12,12,12
0.615,0,0,12,12,12,12,12,12,12,12
0.616,0,0,12,12,12,12,12,12,12,12
0.617,0,0,12,12,12,12,12,12,12,12
0.618,0,0,12,12,12,12,12,12,12,12
0.619,0,0,12,12,12,12,12,12,12,12
0.62,0,0,12,12,12,12,12,12,12,12
0.621,0,0,12,12,12,12,12,12,12,12
0.622,0,0,12,12,12,12,12,12,12,12
0.623,0,0,12,12,12,12,12,12,12,12
0.624,0,0,12,12,12,12,12,12,12,12
0.625,0,0,12,12,12,12,12,12,12,12
0.626,0,0,12,12,12,12,12,12,12,12
0.627,0,0,12,12,12,12,12,12,12,12
0.628,0,0,12,12,12,12,12,12,12,12
0.629,0,0,12,12,12,12,12,12,12,12
0.63,0,0,12,12,12,12,12,12,12,12
0.631,0,0,12,12,12,12,12,12,12,12
0.632,0,0,12,12,12,12,12,12,12,12
0.633,0,0,12,12,12,12,12,12,12,12
0.634,0,0,12,12,12,12,12,12,12,12
0.635,0,0,12,12,12,12,12,12,12,12
0.636,0,0,12,12,12,12,12,12,12,12
0.637,0,0,12,12,12,12,12,12,12,12
0.638,0,0,12,12,12,12,12,12,12,12
0.639,0,0,12,12,12,12,12,12,12,12
0.64,0,0,12,12,12,12,12,12,12,12
0.641,0,0,12,12,12,12,12,12,12,12
0.642,0,0,12,12,12,12,12,12,12,12
0.643,0,0,12,12,12,12,12,12,12,12
0.644,0,0,12,12,12,12,12,12,12,12
0.645,0,0,12,12,12,12,12,12,12,12
0.646,0,0,12,12,12,12,12,12,12,12
0.647,0,0,12,12,12,12,12,12,12,12
0.648,0,0,12,12,12,12,12,12,12,12
0.649,0,0,12,12,12,12,12,12,12,12
0.65,0,0,12,12,12,12,12,12,12,12
0.651,1,1,13,13,13,13,13,13,13,13
0.652,1,1,13,13,13,13,13,13,13,13
0.653,1,1,13,13,13,13,13,13,13,13
0.654,1,1,13,13,13,13,13,13,13,13
0.655,1,1,13,13,13,13,13,13,13,13
0.656,1,1,13,13,13,13,13,13,13,13
0.657,1,1,13,13,13,13,13,13,13,13
0.658,1,1,13,13,13,13,13,13,13,13
0.659,1,1,13,13,13,13,13,13,13,13
0.66,1,1,13,13,13,13,13,13,13,13
0.661,1,1,13,13,13,13,13,13,13,13
0.662,1,1,13,13,13,13,13,13,13,13
0.663,1,1,13,13,13,13,13,13,13,13
0.664,1,1,13,13,13,13,13,13,13,13
0.665,1,1,13,13,13,13,13,13,13,13
0.666,1,1,13,13,13,13,13,13,13,13
0.667,1,1,13,13,13,13,13,13,13,13
0.668,1,1,13,13,13,13,13,13,13,13
0.669,1,1,13,13,13,13,13,13,13,13
0.67,1,1,13,13,13,13,13,13,13,13
0.671,1,1,13,13,13,13,13,13,13,13
0.672,1,1,13,13,13,13,13,13,13,13
0.673,1,1,13,13,13,13,13,13,13,13
0.674,1,1,13,13,13,13,13,13,13,13
0.675,1,1,13,13,13,13,13,13,13,13
0.676,1,1,13,13,13,13,13,13,13,13
0.677,1,1,13,13,13,13,13,13,13,13
0.678,1,1,13,13,13,13,13,13,13,13
0.679,1,1,13,13,13,13,13,13,13,13
0.68,1,1,13,13,13,13,13,13,13,13
0.681,1,1,13,13,13,13,13,13,13,13
0.682,1,1,13,13,13,13,13,13,13,13
0.683,1,1,13,13,13,13,13,13,13,13
0.684,1,1,13,13,13,13,13,13,13,13
0.685,1,1,13,13,13,13,13,13,13,13
0.686,1,1,13,13,13,13,13,13,13,13
0.687,1,1,13,13,13,13,13,13,13,13
0.688,1,1,13,13,13,13,13,13,13,13
0.689,1,1,13,13,13,13,13,13,13,13
0.69,1,1,13,13,13,13,13,13,13,13
0.691,1,1,13,13,13,13,13,13,13,13
0.692,1,1,13,13,13,13,13,13,13,13
0.693,1,1,13,13,13,13,13,13,13,13
0.694,1,1,13,13,13,13,13,13,13,13
0.695,1,1,13,13,13,13,13,13,13,13
0.696,1,1,13,13,13,13,13,13,13,13
0.697,1,1,13,13,13,13,13,13,13,13
0.698,1,1,13,13,13,13,13,13,13,13
0.699,1,1,13,13,13,13,13,13,13,13
0.7,1,1,13,13,13,13,13,13,13,13
0.701,0,0,14,14,14,14,14,14,14,14
0.702,0,0,14,14,14,14,14,14,14,14
0.703,0,0,14,14,14,14,14,14,14,14
0.704,0,0,14,14,14,14,14,14,14,14
0.705,0,0,14,14,14,14,14,14,14,14
0.706,0,0,14,14,14,14,14,14,14,14
0.707,0,0,14,14,14,14,14,14,14,14
0.708,0,0,14,14,14,14,14,14,14,14
0.709,0,0,14,14,14,14,14,14,14,14
0.71,0,0,14,14,14,14,14,14,14,14
0.711,0,0,14,14,14,14,14,14,14,14
0.712,0,0,14,14,14,14,14,14,14,14
0.713,0,0,14,14,14,14,14,14,14,14
0.714,0,0,14,14,14,14,14,14,14,14
0.715,0,0,14,14,14,14,14,14,14,14
0.716,0,0,14,14,14,14,14,14,14,14
0.717,0,0,14,14,14,14,14,14,14,14
0.718,0,0,14,14,14,14,14,14,14,14
0.719,0,0,14,14,14,14,14,14,14,14
0.72,0,0,14,14,14,14,14,14,14,14
0.721,0,0,14,14,14,14,14,14,14,14
0.722,0,0,14,14,14,14,14,14,14,14
0.723,0,0,14,14,14,14,14,14,14,14
0.724,0,0,14,14,14,14,14,14,14,14
0.725,0,0,14,14,14,14,14,14,14,14
0.726,0,0,14,14,14,14,14,14,14,14
0.727,0,0,14,14,14,14,14,14,14,14
0.728,0,0,14,14,14,14,14,14,14,14
0.729,0,0,14,14,14,14,14,14,14,14
0.73,0,0,14,14,14,14,14,14,14,14
0.731,0,0,14,14,14,14,14,14,14,14
0.732,0,0,14,14,14,14,14,14,14,14
0.733,0,0,14,14,14,14,14,14,14,14
0.734,0,0,14,14,14,14,14,14,14,14
0.735,0,0,14,14,14,14,14,14,14,14
0.736,0,0,14,14,14,14,14,14,14,14
0.737,0,0,14,14,14,14,14,14,14,14
0.738,0,0,14,14,14,14,14,14,14,14
0.739,0,0,14,14,14,14,14,14,14,14
0.74,0,0,14,14,14,14,14,14,14,14
0.741,0,0,14,14,14,14,14,14,14,14
0.742,0,0,14,14,14,14,14,14,14,14
0.743,0,0,14,14,14,14,14,14,14,14
0.744,0,0,14,14,14,14,14,14,14,14
0.745,0,0,14,14,14,14,14,14,14,14
0.746,0,0,14,14,14,14,14,14,14,14
0.747,0,0,14,14,14,14,14,14,14,14
0.748,0,0,14,14,14,14,14,14,14,14
0.749,0,0,14,14,14,14,14,14,14,14
0.75,0,0,14,14,14,14,14,14,14,14
0.751,1,1,15,15,15,15,15,15,15,15
0.752,1,1,15,15,15,15,15,15,15,15
0.753,1,1,15,15,15,15,15,15,15,15
0.754,1,1,15,15,15,15,15,15,15,15
0.755,1,1,15,15,15,15,15,15,15,15
0.756,1,1,15,15,15,15,15,15,15,15
0.757,1,1,15,15,15,15,15,15,15,15
0.758,1,1,15,15,15,15,15,15,15,15
0.759,1,1,15,15,15,15,15,15,15,15
0.76,1,1,15,15,15,15,15,15,15,15
0.761,1,1,15,15,15,15,15,15,15,15
0.762,1,1,15,15,15,15,15,15,15,15
0.763,1,1,15,15,15,15,15,15,15,15
0.764,1,1,15,15,15,15,15,15,15,15
0.765,1,1,15,15,15,15,15,15,15,15
0.766,1,1,15,15,15,15,15,15,15,15
0.767,1,1,15,15,15,15,15,15,15,15
0.768,1,1,15,15,15,15,15,15,15,15
0.769,1,1,15,15,15,15,15,15,15,15
0.77,1,1,15,15,15,15,15,15,15,15
0.771,1,1,15,15,15,15,15,15,15,15
0.772,1,1,15,15,15,15,15,15,15,15
0.773,1,1,15,15,15,15,15,15,15,15
0.774,1,1,15,15,15,15,15,15,15,15
0.775,1,1,15,15,15,15,15,15,15,15
0.776,1,1,15,15,15,15,15,15,15,15
0.777,1,1,15,15,15,15,15,15,15,15
0.778,1,1,15,15,15,15,15,15,15,15
0.779,1,1,15,15,15,15,15,15,15,15
0.78,1,1,15,15,15,15,15,15,15,15
0.781,1,1,15,15,15,15,15,15,15,15
0.782,1,1,15,15,15,15,15,15,15,15
0.783,1,1,15,15,15,15,15,15,15,15
0.784,1,1,15,15,15,15,15,15,15,15
0.785,1,1,15,15,15,15,15,15,15,15
0.786,1,1,15,15,15,15,15,15,15,15
0.787,1,1,15,15,15,15,15,15,15,15
0.788,1,1,15,15,15,15,15,15,15,15
0.789,1,1,15,15,15,15,15,15,15,15
0.79,1,1,15,15,15,15,15,15,15,15
0.791,1,1,15,15,15,15,15,15,15,15
0.792,1,1,15,15,15,15,15,15,15,15
0.793,1,1,15,15,15,15,15,15,15,15
0.794,1,1,15,15,15,15,15,15,15,15
0.795,1,1,15,15,15,15,15,15,15,15
0.796,1,1,15,15,15,15,15,15,15,15
0.797,1,1,15,15,15,15,15,15,15,15
0.798,1,1,15,15,15,15,15,15,15,15
0.799,1,1,15,15,15,15,15,15,15,15
0.8,1,1,15,15,15,15,15,15,15,15
0.801,0,0,16,16,16,16,16,16,16,16
0.802,0,0,16,16,16,16,16,16,16,16
0.803,0,0,16,16,16,16,16,16,16,16
0.804,0,0,16,16,16,16,16,16,16,16
0.805,0,0,16,16,16,16,16,16,16,16
0.806,0,0,16,16,16,16,16,16,16,16
0.807,0,0,16,16,16,16,16,16,16,16
0.808,0,0,16,16,16,16,16,16,16,16
0.809,0,0,16,16,16,16,16,16,16,16
0.81,0,0,16,16,16,16,16,16,16,16
0.811,0,0,16,16,16,16,16,16,16,16
0.812,0,0,16,16,16,16,16,16,16,16
0.813,0,0,16,16,16,16,16,16,16,16
0.814,0,0,16,16,16,16,16,16,16,16
0.815,0,0,16,16,16,16,16,16,16,16
0.816,0,0,16,16,16,16,16,16,16,16
0.817,0,0,16,16,16,16,16,16,16,16
0.818,0,0,16,16,16,16,16,16,16,16
0.819,0,0,16,16,16,16,16,16,16,16
0.82,0,0,16,16,16,16,16,16,16,16
0.821,0,0,16,16,16,16,16,16,16,16
0.822,0,0,16,16,16,16,16,16,16,16
0.823,0,0,16,16,16,16,16,16,16,16
0.824,0,0,16,16,16,16,16,16,16,16
0.825,0,0,16,16,16,16,16,16,16,16
0.826,0,0,16,16,16,16,16,16,16,16
0.827,0,0,16,16,16,16,16,16,16,16
0.828,0,0,16,16,16,16,16,16,16,16
0.829,0,0,16,16,16,16,16,16,16,16
0.83,0,0,16,16,16,16,16,16,16,16
0.831,0,0,16,16,16,16,16,16,16,16
0.832,0,0,16,16,16,16,16,16,16,16
0.833,0,0,16,16,16,16,16,16,16,16
0.834,0,0,16,16,16,16,16,16,16,16
0.835,0,0,16,16,16,16,16,16,16,16
0.836,0,0,16,16,16,16,16,16,16,16
0.837,0,0,16,16,16,16,16,16,16,16
0.838,0,0,16,16,16,16,16,16,16,16
0.839,0,0,16,16,16,16,16,16,16,16
0.84,0,0,16,16,16,16,16,16,16,16
0.841,0,0,16,16,16,16,16,16,16,16
0.842,0,0,16,16,16,16,16,16,16,16
0.843,0,0,16,16,16,16,16,16,16,16
0.844,0,0,16,16,16,16,16,16,16,16
0.845,0,0,16,16,16,16,16,16,16,16
0.846,0,0,16,16,16,16,16,16,16,16
0.847,0,0,16,16,16,16,16,16,16,16
0.848,0,0,16,16,16,16,16,16,16,16
0.849,0,0,16,16,16,16,16,16,16,16
0.85,0,0,16,16,16,16,16,16,16,16
0.851,1,1,17,17,17,17,17,17,17,17
0.852,1,1,17,17,17,17,17,17,17,17
0.853,1,1,17,17,17,17,17,17,17,17
0.854,1,1,17,17,17,17,17,17,17,17
0.855,1,1,17,17,17,17,17,17,17,17
0.856,1,1,17,17,17,17,17,17,17,17
0.857,1,1,17,17,17,17,17,17,17,17
0.858,1,1,17,17,17,17,17,17,17,17
0.859,1,1,17,17,17,17,17,17,17,17
0.86,1,1,17,17,17,17,17,17,17,17
0.861,1,1,17,17,17,17,17,17,17,17
0.862,1,1,17,17,17,17,17,17,17,17
0.863,1,1,17,17,17,17,17,17,17,17
0.864,1,1,17,17,17,17,17,17,17,17
0.865,1,1,17,17,17,17,17,17,17,17
0.866,1,1,17,17,17,17,17,17,17,17
0.867,1,1,17,17,17,17,17,17,17,17
0.868,1,1,17,17,17,17,17,17,17,17
0.869,1,1,17,17,17,17,17,17,17,17
0.87,1,1,17,17,17,17,17,17,17,17
0.871,1,1,17,17,17,17,17,17,17,17
0.872,1,1,17,17,17,17,17,17,17,17
0.873,1,1,17,17,17,17,17,17,17,17
0.874,1,1,17,17,17,17,17,17,17,17
0.875,1,1,17,17,17,17,17,17,17,17
0.876,1,1,17,17,17,17,17,17,17,17
0.877,1,1,17,17,17,17,17,17,17,17
0.878,1,1,17,17,17,17,17,17,17,17
0.879,1,1,17,17,17,17,17,17,17,17
0.88,1,1,17,17,17,17,17,17,17,17
0.881,1,1,17,17,17,17,17,17,17,17
0.882,1,1,17,17,17,17,17,17,17,17
0.883,1,1,17,17,17,17,17,17,17,17
0.884,1,1,17,17,17,17,17,17,17,17
0.885,1,1,17,17,17,17,17,17,17,17
0.886,1,1,17,17,17,17,17,17,17,17
0.887,1,1,17,17,17,17,17,17,17,17
0.888,1,1,17,17,17,17,17,17,17,17
0.889,1,1,17,17,17,17,17,17,17,17
0.89,1,1,17,17,17,17,17,17,17,17
0.891,1,1,17,17,17,17,17,17,17,17
0.892,1,1,17,17,17,17,17,17,17,17
0.893,1,1,17,17,17,17,17,17,17,17
0.894,1,1,17,17,17,17,17,17,17,17
0.895,1,1,17,17,17,17,17,17,17,17
0.896,1,1,17,17,17,17,17,17,17,17
0.897,1,1,17,17,17,17,17,17,17,17
0.898,1,1,17,17,17,17,17,17,17,17
0.899,1,1,17,17,17,17,17,17,17,17
0.9,1,1,17,17,17,17,17,17,17,17
0.901,0,0,18,18,18,18,18,18,18,18
0.902,0,0,18,18,18,18,18,18,18,18
0.903,0,0,18,18,18,18,18,18,18,18
0.904,0,0,18,18,18,18,18,18,18,18
0.905,0,0,18,18,18,18,18,18,18,18
0.906,0,0,18,18,18,18,18,18,18,18
0.907,0,0,18,18,18,18,18,18,18,18
0.908,0,0,18,18,18,18,18,18,18,18
0.909,0,0,18,18,18,18,18,18,18,18
0.91,0,0,18,18,18,18,18,18,18,18
0.911,0,0,18,18,18,18,18,18,18,18
0.912,0,0,18,18,18,18,18,18,18,18
0.913,0,0,18,18,18,18,18,18,18,18
0.914,0,0,18,18,18,18,18,18,18,18
0.915,0,0,18,18,18,18,18,18,18,18
0.916,0,0,18,18,18,18,18,18,18,18
0.917,0,0,18,18,18,18,18,18,18,18
0.918,0,0,18,18,18,18,18,18,18,18
0.919,0,0,18,18,18,18,18,18,18,18
0.92,0,0,18,18,18,18,18,18,18,18
0.921,0,0,18,18,18,18,18,18,18,18
0.922,0,0,18,18,18,18,18,18,18,18
0.923,0,0,18,18,18,18,18,18,18,18
0.924,0,0,18,18,18,18,18,18,18,18
0.925,0,0,18,18,18,18,18,18,18,18
0.926,0,0,18,18,18,18,18,18,18,18
0.927,0,0,18,18,18,18,18,18,18,18
0.928,0,0,18,18,18,18,18,18,18,18
0.929,0,0,18,18,18,18,18,18,18,18
0.93,0,0,18,18,18,18,18,18,18,18
0.931,0,0,18,18,18,18,18,18,18,18
0.932,0,0,18,18,18,18,18,18,18,18
0.933,0,0,18,18,18,18,18,18,18,18
0.934,0,0,18,18,18,18,18,18,18,18
0.935,0,0,18,18,18,18,18,18,18,18
0.936,0,0,18,18,18,18,18,18,18,18
0.937,0,0,18,18,18,18,18,18,18,18
0.938,0,0,18,18,18,18,18,18,18,18
0.939,0,0,18,18,18,18,18,18,18,18
0.94,0,0,18,18,18,18,18,18,18,18
0.941,0,0,18,18,18,18,18,18,18,18
0.942,0,0,18,18,18,18,18,18,18,18
0.943,0,0,18,18,18,18,18,18,18,18
0.944,0,0,18,18,18,18,18,18,18,18
0.945,0,0,18,18,18,18,18,18,18,18
0.946,0,0,18,18,18,18,18,18,18,18
0.947,0,0,18,18,18,18,18,18,18,18
0.948,0,0,18,18,18,18,18,18,18,18
0.949,0,0,18,18,18,18,18,18,18,18
0.95,0,0,18,18,18,18,18,18,18,18
0.951,1,1,19,19,19,19,19,19,19,19
0.952,1,1,19,19,19,19,19,19,19,19
0.953,1,1,19,19,19,19,19,19,19,19
0.954,1,1,19,19,19,19,19,19,19,19
0.955,1,1,19,19,19,19,19,19,19,19
0.956,1,1,19,19,19,19,19,19,19,19
0.957,1,1,19,19,19,19,19,19,19,19
0.958,1,1,19,19,19,19,19,19,19,19
0.959,1,1,19,19,19,19,19,19,19,19
0.96,1,1,19,19,19,19,19,19,19,19
0.961,1,1,19,19,19,19,19,19,19,19
0.962,1,1,19,19,19,19,19,19,19,19
0.963,1,1,19,19,19,19,19,19,19,19
0.964,1,1,19,19,19,19,19,19,19,19
0.965,1,1,19,19,19,19,19,19,19,19
0.966,1,1,19,19,19,19,19,19,19,19
0.967,1,1,19,19,19,19,19,19,19,19
0.968,1,1,19,19,19,19,19,19,19,19
0.969,1,1,19,19,19,19,19,19,19,19
0.97,1,1,19,19,19,19,19,19,19,19
0.971,1,1,19,19,19,19,19,19,19,19
0.972,1,1,19,19,19,19,19,19,19,19
0.973,1,1,19,19,19,19,19,19,19,19
0.974,1,1,19,19,19,19,19,19,19,19
0.975,1,1,19,19,19,19,19,19,19,19
0.976,1,1,19,19,19,19,19,19,19,19
0.977,1,1,19,19,19,19,19,19,19,19
0.978,1,1,19,19,19,19,19,19,19,19
0.979,1,1,19,19,19,19,19,19,19,19
0.98,1,1,19,19,19,19,19,19,19,19
0.981,1,1,19,19,19,19,19,19,19,19
0.982,1,1,19,19,19,19,19,19,19,19
0.983,1,1,19,19,19,19,19,19,19,19
0.984,1,1,19,19,19,19,19,19,19,19
0.985,1,1,19,19,19,19,19,19,19,19
0.986,1,1,19,19,19,19,19,19,19,19
0.987,1,1,19,19,19,19,19,19,19,19
0.988,1,1,19,19,19,19,19,19,19,19
0.989,1,1,19,19,19,19,19,19,19,19
0.99,1,1,19,19,19,19,19,19,19,19
0.991,1,1,19,19,19,19,19,19,19,19
0.992,1,1,19,19,19,19,19,19,19,19
0.993,1,1,19,19,19,19,19,19,19,19
0.994,1,1,19,19,19,19,19,19,19,19
0.995,1,1,19,19,19,19,19,19,19,19
0.996,1,1,19,19,19,19,19,19,19,19
0.997,1,1,19,19,19,19,19,19,19,19
0.998,1,1,19,19,19,19,19,19,19,19
0.999,1,1,19,19,19,19,19,19,19,19
1,1,1,19,19,19,19,19,19,19,19
