"time","FMU_Interface_OUT0_Engine_Power","FMU_Interface_OUT1_Engine_Speed","FMU_Interface_OUT2_Engine_Torque","FMU_Interface_OUT3_Load_Signal","FMU_Interface_OUT4_Fuel_Consumption"
82.22,47.207,3005.3,150.08,0.71088,10.691
82.23,47.206,3005.2,150.08,0.71088,10.691
82.24,47.205,3005.2,150.08,0.71088,10.69
82.25,47.204,3005.1,150.08,0.71088,10.69
82.26,47.203,3005,150.08,0.71089,10.69
82.27,47.202,3005,150.08,0.71089,10.69
82.28,47.201,3004.9,150.07,0.71089,10.69
82.29,47.201,3004.9,150.07,0.7109,10.689
82.3,47.2,3004.8,150.07,0.7109,10.689
82.31,47.199,3004.8,150.07,0.7109,10.689
82.32,47.198,3004.7,150.07,0.7109,10.689
82.33,47.197,3004.7,150.07,0.71091,10.689
82.34,47.197,3004.6,150.07,0.71091,10.689
82.35,47.196,3004.6,150.07,0.71091,10.688
82.36,47.195,3004.5,150.07,0.71091,10.688
82.37,47.194,3004.5,150.07,0.71092,10.688
82.38,47.194,3004.4,150.07,0.71092,10.688
82.39,47.193,3004.4,150.07,0.71092,10.688
82.4,47.192,3004.3,150.07,0.71092,10.687
82.41,47.191,3004.3,150.06,0.71092,10.687
82.42,47.191,3004.3,150.06,0.71093,10.687
82.43,47.19,3004.2,150.06,0.71093,10.687
82.44,47.189,3004.2,150.06,0.71093,10.687
82.45,47.189,3004.1,150.06,0.71093,10.687
82.46,47.188,3004.1,150.06,0.71094,10.687
82.47,47.187,3004,150.06,0.71094,10.686
82.48,47.186,3004,150.06,0.71094,10.686
82.49,47.186,3003.9,150.06,0.71094,10.686
82.5,47.185,3003.9,150.06,0.71094,10.686
82.51,47.185,3003.9,150.06,0.71095,10.686
82.52,47.184,3003.8,150.06,0.71095,10.686
82.53,47.183,3003.8,150.06,0.71095,10.685
82.54,47.183,3003.7,150.06,0.71095,10.685
82.55,47.182,3003.7,150.06,0.71095,10.685
82.56,47.181,3003.7,150.06,0.71096,10.685
82.57,47.181,3003.6,150.05,0.71096,10.685
82.58,47.18,3003.6,150.05,0.71096,10.685
82.59,47.18,3003.5,150.05,0.71096,10.685
82.6,47.179,3003.5,150.05,0.71096,10.685
82.61,47.178,3003.5,150.05,0.71097,10.684
82.62,47.178,3003.4,150.05,0.71097,10.684
82.63,47.177,3003.4,150.05,0.71097,10.684
82.64,47.177,3003.4,150.05,0.71097,10.684
82.65,47.176,3003.3,150.05,0.71097,10.684
82.66,47.175,3003.3,150.05,0.71097,10.684
82.67,47.175,3003.3,150.05,0.71098,10.684
82.68,47.174,3003.2,150.05,0.71098,10.684
82.69,47.174,3003.2,150.05,0.71098,10.683
82.7,47.173,3003.1,150.05,0.71098,10.683
82.71,47.173,3003.1,150.05,0.71098,10.683
82.72,47.172,3003.1,150.05,0.71098,10.683
82.73,47.172,3003,150.05,0.71099,10.683
82.74,47.171,3003,150.05,0.71099,10.683
82.75,47.171,3003,150.04,0.71099,10.683
82.76,47.17,3003,150.04,0.71099,10.683
82.77,47.17,3002.9,150.04,0.71099,10.682
82.78,47.169,3002.9,150.04,0.71099,10.682
82.79,47.169,3002.9,150.04,0.711,10.682
82.8,47.168,3002.8,150.04,0.711,10.682
82.81,47.168,3002.8,150.04,0.711,10.682
82.82,47.167,3002.8,150.04,0.711,10.682
82.83,47.167,3002.7,150.04,0.711,10.682
82.84,47.166,3002.7,150.04,0.711,10.682
82.85,47.166,3002.7,150.04,0.711,10.682
82.86,47.166,3002.7,150.04,0.71101,10.682
82.87,47.165,3002.6,150.04,0.71101,10.681
82.88,47.165,3002.6,150.04,0.71101,10.681
82.89,47.164,3002.6,150.04,0.71101,10.681
82.9,47.164,3002.5,150.04,0.71101,10.681
82.91,47.163,3002.5,150.04,0.71101,10.681
82.92,47.163,3002.5,150.04,0.71101,10.681
82.93,47.163,3002.5,150.04,0.71102,10.681
82.94,47.162,3002.4,150.04,0.71102,10.681
82.95,47.162,3002.4,150.04,0.71102,10.681
82.96,47.161,3002.4,150.04,0.71102,10.681
82.97,47.161,3002.4,150.04,0.71102,10.68
82.98,47.16,3002.3,150.04,0.71102,10.68
82.99,47.16,3002.3,150.03,0.71102,10.68
83,47.16,3002.3,150.03,0.71102,10.68
83.01,47.159,3002.3,150.03,0.71103,10.68
83.02,47.159,3002.2,150.03,0.71103,10.68
83.03,47.159,3002.2,150.03,0.71103,10.68
83.04,47.158,3002.2,150.03,0.71103,10.68
83.05,47.158,3002.2,150.03,0.71103,10.68
83.06,47.157,3002.1,150.03,0.71103,10.68
83.07,47.157,3002.1,150.03,0.71103,10.68
83.08,47.157,3002.1,150.03,0.71103,10.68
83.09,47.156,3002.1,150.03,0.71103,10.679
83.1,47.156,3002,150.03,0.71104,10.679
83.11,47.156,3002,150.03,0.71104,10.679
83.12,47.155,3002,150.03,0.71104,10.679
83.13,47.155,3002,150.03,0.71104,10.679
83.14,47.155,3002,150.03,0.71104,10.679
83.15,47.154,3001.9,150.03,0.71104,10.679
83.16,47.154,3001.9,150.03,0.71104,10.679
83.17,47.154,3001.9,150.03,0.71104,10.679
83.18,47.153,3001.9,150.03,0.71104,10.679
83.19,47.153,3001.9,150.03,0.71105,10.679
83.2,47.153,3001.8,150.03,0.71105,10.679
83.21,47.152,3001.8,150.03,0.71105,10.679
83.22,47.152,3001.8,150.03,0.71105,10.679
83.23,47.152,3001.8,150.03,0.71105,10.678
83.24,47.152,3001.8,150.03,0.71105,10.678
83.25,47.151,3001.7,150.03,0.71105,10.678
83.26,47.151,3001.7,150.03,0.71105,10.678
83.27,47.151,3001.7,150.03,0.71105,10.678
83.28,47.15,3001.7,150.03,0.71105,10.678
83.29,47.15,3001.7,150.03,0.71105,10.678
83.3,47.15,3001.7,150.02,0.71106,10.678
83.31,47.15,3001.6,150.02,0.71106,10.678
83.32,47.149,3001.6,150.02,0.71106,10.678
83.33,47.149,3001.6,150.02,0.71106,10.678
83.34,47.149,3001.6,150.02,0.71106,10.678
83.35,47.148,3001.6,150.02,0.71106,10.678
83.36,47.148,3001.5,150.02,0.71106,10.678
83.37,47.148,3001.5,150.02,0.71106,10.678
83.38,47.148,3001.5,150.02,0.71106,10.678
83.39,47.147,3001.5,150.02,0.71106,10.677
83.4,47.147,3001.5,150.02,0.71106,10.677
83.41,47.147,3001.5,150.02,0.71106,10.677
83.42,47.147,3001.5,150.02,0.71107,10.677
83.43,47.146,3001.4,150.02,0.71107,10.677
83.44,47.146,3001.4,150.02,0.71107,10.677
83.45,47.146,3001.4,150.02,0.71107,10.677
83.46,47.146,3001.4,150.02,0.71107,10.677
83.47,47.146,3001.4,150.02,0.71107,10.677
83.48,47.145,3001.4,150.02,0.71107,10.677
83.49,47.145,3001.3,150.02,0.71107,10.677
83.5,47.145,3001.3,150.02,0.71107,10.677
83.51,47.145,3001.3,150.02,0.71107,10.677
83.52,47.144,3001.3,150.02,0.71107,10.677
83.53,47.144,3001.3,150.02,0.71107,10.677
83.54,47.144,3001.3,150.02,0.71107,10.677
83.55,47.144,3001.3,150.02,0.71107,10.677
83.56,47.144,3001.3,150.02,0.71108,10.677
83.57,47.143,3001.2,150.02,0.71108,10.677
83.58,47.143,3001.2,150.02,0.71108,10.676
83.59,47.143,3001.2,150.02,0.71108,10.676
83.6,47.143,3001.2,150.02,0.71108,10.676
83.61,47.143,3001.2,150.02,0.71108,10.676
83.62,47.142,3001.2,150.02,0.71108,10.676
83.63,47.142,3001.2,150.02,0.71108,10.676
83.64,47.142,3001.1,150.02,0.71108,10.676
83.65,47.142,3001.1,150.02,0.71108,10.676
83.66,47.142,3001.1,150.02,0.71108,10.676
83.67,47.141,3001.1,150.02,0.71108,10.676
83.68,47.141,3001.1,150.02,0.71108,10.676
83.69,47.141,3001.1,150.02,0.71108,10.676
83.7,47.141,3001.1,150.02,0.71108,10.676
83.71,47.141,3001.1,150.02,0.71108,10.676
83.72,47.14,3001.1,150.02,0.71109,10.676
83.73,47.14,3001,150.02,0.71109,10.676
83.74,47.14,3001,150.02,0.71109,10.676
83.75,47.14,3001,150.02,0.71109,10.676
83.76,47.14,3001,150.02,0.71109,10.676
83.77,47.14,3001,150.02,0.71109,10.676
83.78,47.139,3001,150.01,0.71109,10.676
83.79,47.139,3001,150.01,0.71109,10.676
83.8,47.139,3001,150.01,0.71109,10.676
83.81,47.139,3001,150.01,0.71109,10.676
83.82,47.139,3000.9,150.01,0.71109,10.676
83.83,47.139,3000.9,150.01,0.71109,10.675
83.84,47.138,3000.9,150.01,0.71109,10.675
83.85,47.138,3000.9,150.01,0.71109,10.675
83.86,47.138,3000.9,150.01,0.71109,10.675
83.87,47.138,3000.9,150.01,0.71109,10.675
83.88,47.138,3000.9,150.01,0.71109,10.675
83.89,47.138,3000.9,150.01,0.71109,10.675
83.9,47.138,3000.9,150.01,0.71109,10.675
83.91,47.137,3000.9,150.01,0.71109,10.675
83.92,47.137,3000.8,150.01,0.7111,10.675
83.93,47.137,3000.8,150.01,0.7111,10.675
83.94,47.137,3000.8,150.01,0.7111,10.675
83.95,47.137,3000.8,150.01,0.7111,10.675
83.96,47.137,3000.8,150.01,0.7111,10.675
83.97,47.137,3000.8,150.01,0.7111,10.675
83.98,47.136,3000.8,150.01,0.7111,10.675
83.99,47.136,3000.8,150.01,0.7111,10.675
84,47.136,3000.8,150.01,0.7111,10.675
84.01,47.136,3000.8,150.01,0.7111,10.675
84.02,47.136,3000.8,150.01,0.7111,10.675
84.03,47.136,3000.8,150.01,0.7111,10.675
84.04,47.136,3000.7,150.01,0.7111,10.675
84.05,47.135,3000.7,150.01,0.7111,10.675
84.06,47.135,3000.7,150.01,0.7111,10.675
84.07,47.135,3000.7,150.01,0.7111,10.675
84.08,47.135,3000.7,150.01,0.7111,10.675
84.09,47.135,3000.7,150.01,0.7111,10.675
84.1,47.135,3000.7,150.01,0.7111,10.675
84.11,47.135,3000.7,150.01,0.7111,10.675
84.12,47.135,3000.7,150.01,0.7111,10.675
84.13,47.135,3000.7,150.01,0.7111,10.675
84.14,47.134,3000.7,150.01,0.7111,10.675
84.15,47.134,3000.7,150.01,0.7111,10.675
84.16,47.134,3000.7,150.01,0.7111,10.674
84.17,47.134,3000.6,150.01,0.71111,10.674
84.18,47.134,3000.6,150.01,0.71111,10.674
84.19,47.134,3000.6,150.01,0.71111,10.674
84.2,47.134,3000.6,150.01,0.71111,10.674
84.21,47.134,3000.6,150.01,0.71111,10.674
84.22,47.134,3000.6,150.01,0.71111,10.674
84.23,47.133,3000.6,150.01,0.71111,10.674
84.24,47.133,3000.6,150.01,0.71111,10.674
84.25,47.133,3000.6,150.01,0.71111,10.674
84.26,47.133,3000.6,150.01,0.71111,10.674
84.27,47.133,3000.6,150.01,0.71111,10.674
84.28,47.133,3000.6,150.01,0.71111,10.674
84.29,47.133,3000.6,150.01,0.71111,10.674
84.3,47.133,3000.6,150.01,0.71111,10.674
84.31,47.133,3000.6,150.01,0.71111,10.674
84.32,47.133,3000.6,150.01,0.71111,10.674
84.33,47.132,3000.5,150.01,0.71111,10.674
84.34,47.132,3000.5,150.01,0.71111,10.674
84.35,47.132,3000.5,150.01,0.71111,10.674
84.36,47.132,3000.5,150.01,0.71111,10.674
84.37,47.132,3000.5,150.01,0.71111,10.674
84.38,47.132,3000.5,150.01,0.71111,10.674
84.39,47.132,3000.5,150.01,0.71111,10.674
84.4,47.132,3000.5,150.01,0.71111,10.674
84.41,47.132,3000.5,150.01,0.71111,10.674
84.42,47.132,3000.5,150.01,0.71111,10.674
84.43,47.132,3000.5,150.01,0.71111,10.674
84.44,47.132,3000.5,150.01,0.71111,10.674
84.45,47.131,3000.5,150.01,0.71111,10.674
84.46,47.131,3000.5,150.01,0.71111,10.674
84.47,47.131,3000.5,150.01,0.71111,10.674
84.48,47.131,3000.5,150.01,0.71111,10.674
84.49,47.131,3000.5,150.01,0.71111,10.674
84.5,47.131,3000.5,150.01,0.71111,10.674
84.51,47.131,3000.5,150.01,0.71112,10.674
84.52,47.131,3000.4,150.01,0.71112,10.674
84.53,47.131,3000.4,150.01,0.71112,10.674
84.54,47.131,3000.4,150.01,0.71112,10.674
84.55,47.131,3000.4,150.01,0.71112,10.674
84.56,47.131,3000.4,150.01,0.71112,10.674
84.57,47.131,3000.4,150.01,0.71112,10.674
84.58,47.13,3000.4,150.01,0.71112,10.674
84.59,47.13,3000.4,150.01,0.71112,10.674
84.6,47.13,3000.4,150.01,0.71112,10.674
84.61,47.13,3000.4,150.01,0.71112,10.674
84.62,47.13,3000.4,150.01,0.71112,10.674
84.63,47.13,3000.4,150.01,0.71112,10.674
84.64,47.13,3000.4,150.01,0.71112,10.674
84.65,47.13,3000.4,150.01,0.71112,10.674
84.66,47.13,3000.4,150.01,0.71112,10.674
84.67,47.13,3000.4,150.01,0.71112,10.674
84.68,47.13,3000.4,150.01,0.71112,10.673
84.69,47.13,3000.4,150.01,0.71112,10.673
84.7,47.13,3000.4,150.01,0.71112,10.673
84.71,47.13,3000.4,150.01,0.71112,10.673
84.72,47.13,3000.4,150.01,0.71112,10.673
84.73,47.129,3000.4,150.01,0.71112,10.673
84.74,47.129,3000.4,150.01,0.71112,10.673
84.75,47.129,3000.3,150.01,0.71112,10.673
84.76,47.129,3000.3,150.01,0.71112,10.673
84.77,47.129,3000.3,150.01,0.71112,10.673
84.78,47.129,3000.3,150.01,0.71112,10.673
84.79,47.129,3000.3,150.01,0.71112,10.673
84.8,47.129,3000.3,150,0.71112,10.673
84.81,47.129,3000.3,150,0.71112,10.673
84.82,47.129,3000.3,150,0.71112,10.673
84.83,47.129,3000.3,150,0.71112,10.673
84.84,47.129,3000.3,150,0.71112,10.673
84.85,47.129,3000.3,150,0.71112,10.673
84.86,47.129,3000.3,150,0.71112,10.673
84.87,47.129,3000.3,150,0.71112,10.673
84.88,47.129,3000.3,150,0.71112,10.673
84.89,47.129,3000.3,150,0.71112,10.673
84.9,47.129,3000.3,150,0.71112,10.673
84.91,47.129,3000.3,150,0.71112,10.673
84.92,47.128,3000.3,150,0.71112,10.673
84.93,47.128,3000.3,150,0.71112,10.673
84.94,47.128,3000.3,150,0.71112,10.673
84.95,47.128,3000.3,150,0.71112,10.673
84.96,47.128,3000.3,150,0.71112,10.673
84.97,47.128,3000.3,150,0.71112,10.673
84.98,47.128,3000.3,150,0.71112,10.673
84.99,47.128,3000.3,150,0.71112,10.673
85,47.128,3000.3,150,0.71112,10.673
85.01,47.128,3000.3,150,0.71112,10.673
85.02,47.128,3000.3,150,0.71112,10.673
85.03,47.128,3000.3,150,0.71112,10.673
85.04,47.128,3000.3,150,0.71112,10.673
85.05,47.128,3000.3,150,0.71112,10.673
85.06,47.128,3000.2,150,0.71113,10.673
85.07,47.128,3000.2,150,0.71113,10.673
85.08,47.128,3000.2,150,0.71113,10.673
85.09,47.128,3000.2,150,0.71113,10.673
85.1,47.128,3000.2,150,0.71113,10.673
85.11,47.128,3000.2,150,0.71113,10.673
85.12,47.128,3000.2,150,0.71113,10.673
85.13,47.128,3000.2,150,0.71113,10.673
85.14,47.127,3000.2,150,0.71113,10.673
85.15,47.127,3000.2,150,0.71113,10.673
85.16,47.127,3000.2,150,0.71113,10.673
85.17,47.127,3000.2,150,0.71113,10.673
85.18,47.127,3000.2,150,0.71113,10.673
85.19,47.127,3000.2,150,0.71113,10.673
85.2,47.127,3000.2,150,0.71113,10.673
85.21,47.127,3000.2,150,0.71113,10.673
85.22,47.127,3000.2,150,0.71113,10.673
85.23,47.127,3000.2,150,0.71113,10.673
85.24,47.127,3000.2,150,0.71113,10.673
85.25,47.127,3000.2,150,0.71113,10.673
85.26,47.127,3000.2,150,0.71113,10.673
85.27,47.127,3000.2,150,0.71113,10.673
85.28,47.127,3000.2,150,0.71113,10.673
85.29,47.127,3000.2,150,0.71113,10.673
85.3,47.127,3000.2,150,0.71113,10.673
85.31,47.127,3000.2,150,0.71113,10.673
85.32,47.127,3000.2,150,0.71113,10.673
85.33,47.127,3000.2,150,0.71113,10.673
85.34,47.127,3000.2,150,0.71113,10.673
85.35,47.127,3000.2,150,0.71113,10.673
85.36,47.127,3000.2,150,0.71113,10.673
85.37,47.127,3000.2,150,0.71113,10.673
85.38,47.127,3000.2,150,0.71113,10.673
85.39,47.127,3000.2,150,0.71113,10.673
85.4,47.127,3000.2,150,0.71113,10.673
85.41,47.127,3000.2,150,0.71113,10.673
85.42,47.127,3000.2,150,0.71113,10.673
85.43,47.127,3000.2,150,0.71113,10.673
85.44,47.127,3000.2,150,0.71113,10.673
85.45,47.126,3000.2,150,0.71113,10.673
85.46,47.126,3000.2,150,0.71113,10.673
85.47,47.126,3000.2,150,0.71113,10.673
85.48,47.126,3000.2,150,0.71113,10.673
85.49,47.126,3000.2,150,0.71113,10.673
85.5,47.126,3000.2,150,0.71113,10.673
85.51,47.126,3000.2,150,0.71113,10.673
85.52,47.126,3000.2,150,0.71113,10.673
85.53,47.126,3000.2,150,0.71113,10.673
85.54,47.126,3000.1,150,0.71113,10.673
85.55,47.126,3000.1,150,0.71113,10.673
85.56,47.126,3000.1,150,0.71113,10.673
85.57,47.126,3000.1,150,0.71113,10.673
85.58,47.126,3000.1,150,0.71113,10.673
85.59,47.126,3000.1,150,0.71113,10.673
85.6,47.126,3000.1,150,0.71113,10.673
85.61,47.126,3000.1,150,0.71113,10.673
85.62,47.126,3000.1,150,0.71113,10.673
85.63,47.126,3000.1,150,0.71113,10.673
85.64,47.126,3000.1,150,0.71113,10.673
85.65,47.126,3000.1,150,0.71113,10.673
85.66,47.126,3000.1,150,0.71113,10.673
85.67,47.126,3000.1,150,0.71113,10.673
85.68,47.126,3000.1,150,0.71113,10.673
85.69,47.126,3000.1,150,0.71113,10.673
85.7,47.126,3000.1,150,0.71113,10.673
85.71,47.126,3000.1,150,0.71113,10.673
85.72,47.126,3000.1,150,0.71113,10.673
85.73,47.126,3000.1,150,0.71113,10.673
85.74,47.126,3000.1,150,0.71113,10.673
85.75,47.126,3000.1,150,0.71113,10.673
85.76,47.126,3000.1,150,0.71113,10.673
85.77,47.126,3000.1,150,0.71113,10.673
85.78,47.126,3000.1,150,0.71113,10.673
85.79,47.126,3000.1,150,0.71113,10.673
85.8,47.126,3000.1,150,0.71113,10.673
85.81,47.126,3000.1,150,0.71113,10.673
85.82,47.126,3000.1,150,0.71113,10.673
85.83,47.126,3000.1,150,0.71113,10.673
85.84,47.126,3000.1,150,0.71113,10.673
85.85,47.126,3000.1,150,0.71113,10.673
85.86,47.126,3000.1,150,0.71113,10.673
85.87,47.126,3000.1,150,0.71113,10.673
85.88,47.126,3000.1,150,0.71113,10.673
85.89,47.126,3000.1,150,0.71113,10.673
85.9,47.125,3000.1,150,0.71113,10.673
85.91,47.125,3000.1,150,0.71113,10.673
85.92,47.125,3000.1,150,0.71113,10.673
85.93,47.125,3000.1,150,0.71113,10.673
85.94,47.125,3000.1,150,0.71113,10.673
85.95,47.125,3000.1,150,0.71113,10.673
85.96,47.125,3000.1,150,0.71113,10.672
85.97,47.125,3000.1,150,0.71113,10.672
85.98,47.125,3000.1,150,0.71113,10.672
85.99,47.125,3000.1,150,0.71113,10.672
86,47.125,3000.1,150,0.71113,10.672
86.01,47.125,3000.1,150,0.71113,10.672
86.02,47.125,3000.1,150,0.71113,10.672
86.03,47.125,3000.1,150,0.71113,10.672
86.04,47.125,3000.1,150,0.71113,10.672
86.05,47.125,3000.1,150,0.71113,10.672
86.06,47.125,3000.1,150,0.71113,10.672
86.07,47.125,3000.1,150,0.71113,10.672
86.08,47.125,3000.1,150,0.71113,10.672
86.09,47.125,3000.1,150,0.71113,10.672
86.1,47.125,3000.1,150,0.71113,10.672
86.11,47.125,3000.1,150,0.71113,10.672
86.12,47.125,3000.1,150,0.71113,10.672
86.13,47.125,3000.1,150,0.71113,10.672
86.14,47.125,3000.1,150,0.71113,10.672
86.15,47.125,3000.1,150,0.71113,10.672
86.16,47.125,3000.1,150,0.71113,10.672
86.17,47.125,3000.1,150,0.71113,10.672
86.18,47.125,3000.1,150,0.71113,10.672
86.19,47.125,3000.1,150,0.71113,10.672
86.2,47.125,3000.1,150,0.71113,10.672
86.21,47.125,3000.1,150,0.71113,10.672
86.22,47.125,3000.1,150,0.71113,10.672
86.23,47.125,3000.1,150,0.71113,10.672
86.24,47.125,3000.1,150,0.71113,10.672
86.25,47.125,3000.1,150,0.71113,10.672
86.26,47.125,3000.1,150,0.71113,10.672
86.27,47.125,3000.1,150,0.71113,10.672
86.28,47.125,3000.1,150,0.71113,10.672
86.29,47.125,3000.1,150,0.71113,10.672
86.3,47.125,3000.1,150,0.71113,10.672
86.31,47.125,3000.1,150,0.71113,10.672
86.32,47.125,3000.1,150,0.71113,10.672
86.33,47.125,3000.1,150,0.71113,10.672
86.34,47.125,3000.1,150,0.71113,10.672
86.35,47.125,3000.1,150,0.71113,10.672
86.36,47.125,3000.1,150,0.71113,10.672
86.37,47.125,3000.1,150,0.71113,10.672
86.38,47.125,3000.1,150,0.71113,10.672
86.39,47.125,3000.1,150,0.71113,10.672
86.4,47.125,3000.1,150,0.71113,10.672
86.41,47.125,3000.1,150,0.71113,10.672
86.42,47.125,3000.1,150,0.71113,10.672
86.43,47.125,3000.1,150,0.71113,10.672
86.44,47.125,3000.1,150,0.71113,10.672
86.45,47.125,3000.1,150,0.71113,10.672
86.46,47.125,3000.1,150,0.71113,10.672
86.47,47.125,3000.1,150,0.71113,10.672
86.48,47.125,3000.1,150,0.71113,10.672
86.49,47.125,3000.1,150,0.71113,10.672
86.5,47.125,3000.1,150,0.71113,10.672
86.51,47.125,3000.1,150,0.71113,10.672
86.52,47.125,3000.1,150,0.71113,10.672
86.53,47.125,3000.1,150,0.71113,10.672
86.54,47.125,3000.1,150,0.71113,10.672
86.55,47.125,3000.1,150,0.71113,10.672
86.56,47.125,3000,150,0.71113,10.672
86.57,47.125,3000,150,0.71113,10.672
86.58,47.125,3000,150,0.71113,10.672
86.59,47.125,3000,150,0.71113,10.672
86.6,47.125,3000,150,0.71114,10.672
86.61,47.125,3000,150,0.71114,10.672
86.62,47.125,3000,150,0.71114,10.672
86.63,47.125,3000,150,0.71114,10.672
86.64,47.125,3000,150,0.71114,10.672
86.65,47.125,3000,150,0.71114,10.672
86.66,47.125,3000,150,0.71114,10.672
86.67,47.125,3000,150,0.71114,10.672
86.68,47.125,3000,150,0.71114,10.672
86.69,47.125,3000,150,0.71114,10.672
86.7,47.125,3000,150,0.71114,10.672
86.71,47.125,3000,150,0.71114,10.672
86.72,47.125,3000,150,0.71114,10.672
86.73,47.125,3000,150,0.71114,10.672
86.74,47.125,3000,150,0.71114,10.672
86.75,47.125,3000,150,0.71114,10.672
86.76,47.125,3000,150,0.71114,10.672
86.77,47.125,3000,150,0.71114,10.672
86.78,47.125,3000,150,0.71114,10.672
86.79,47.125,3000,150,0.71114,10.672
86.8,47.124,3000,150,0.71114,10.672
86.81,47.124,3000,150,0.71114,10.672
86.82,47.124,3000,150,0.71114,10.672
86.83,47.124,3000,150,0.71114,10.672
86.84,47.124,3000,150,0.71114,10.672
86.85,47.124,3000,150,0.71114,10.672
86.86,47.124,3000,150,0.71114,10.672
86.87,47.124,3000,150,0.71114,10.672
86.88,47.124,3000,150,0.71114,10.672
86.89,47.124,3000,150,0.71114,10.672
86.9,47.124,3000,150,0.71114,10.672
86.91,47.124,3000,150,0.71114,10.672
86.92,47.124,3000,150,0.71114,10.672
86.93,47.124,3000,150,0.71114,10.672
86.94,47.124,3000,150,0.71114,10.672
86.95,47.124,3000,150,0.71114,10.672
86.96,47.124,3000,150,0.71114,10.672
86.97,47.124,3000,150,0.71114,10.672
86.98,47.124,3000,150,0.71114,10.672
86.99,47.124,3000,150,0.71114,10.672
87,47.124,3000,150,0.71114,10.672
87.01,47.124,3000,150,0.71114,10.672
87.02,47.124,3000,150,0.71114,10.672
87.03,47.124,3000,150,0.71114,10.672
87.04,47.124,3000,150,0.71114,10.672
87.05,47.124,3000,150,0.71114,10.672
87.06,47.124,3000,150,0.71114,10.672
87.07,47.124,3000,150,0.71114,10.672
87.08,47.124,3000,150,0.71114,10.672
87.09,47.124,3000,150,0.71114,10.672
87.1,47.124,3000,150,0.71114,10.672
87.11,47.124,3000,150,0.71114,10.672
87.12,47.124,3000,150,0.71114,10.672
87.13,47.124,3000,150,0.71114,10.672
87.14,47.124,3000,150,0.71114,10.672
87.15,47.124,3000,150,0.71114,10.672
87.16,47.124,3000,150,0.71114,10.672
87.17,47.124,3000,150,0.71114,10.672
87.18,47.124,3000,150,0.71114,10.672
87.19,47.124,3000,150,0.71114,10.672
87.2,47.124,3000,150,0.71114,10.672
87.21,47.124,3000,150,0.71114,10.672
87.22,47.124,3000,150,0.71114,10.672
87.23,47.124,3000,150,0.71114,10.672
87.24,47.124,3000,150,0.71114,10.672
87.25,47.124,3000,150,0.71114,10.672
87.26,47.124,3000,150,0.71114,10.672
87.27,47.124,3000,150,0.71114,10.672
87.28,47.124,3000,150,0.71114,10.672
87.29,47.124,3000,150,0.71114,10.672
87.3,47.124,3000,150,0.71114,10.672
87.31,47.124,3000,150,0.71114,10.672
87.32,47.124,3000,150,0.71114,10.672
87.33,47.124,3000,150,0.71114,10.672
87.34,47.124,3000,150,0.71114,10.672
87.35,47.124,3000,150,0.71114,10.672
87.36,47.124,3000,150,0.71114,10.672
87.37,47.124,3000,150,0.71114,10.672
87.38,47.124,3000,150,0.71114,10.672
87.39,47.124,3000,150,0.71114,10.672
87.4,47.124,3000,150,0.71114,10.672
87.41,47.124,3000,150,0.71114,10.672
87.42,47.124,3000,150,0.71114,10.672
87.43,47.124,3000,150,0.71114,10.672
87.44,47.124,3000,150,0.71114,10.672
87.45,47.124,3000,150,0.71114,10.672
87.46,47.124,3000,150,0.71114,10.672
87.47,47.124,3000,150,0.71114,10.672
87.48,47.124,3000,150,0.71114,10.672
87.49,47.124,3000,150,0.71114,10.672
87.5,47.124,3000,150,0.71114,10.672
87.51,47.124,3000,150,0.71114,10.672
87.52,47.124,3000,150,0.71114,10.672
87.53,47.124,3000,150,0.71114,10.672
87.54,47.124,3000,150,0.71114,10.672
87.55,47.124,3000,150,0.71114,10.672
87.56,47.124,3000,150,0.71114,10.672
87.57,47.124,3000,150,0.71114,10.672
87.58,47.124,3000,150,0.71114,10.672
87.59,47.124,3000,150,0.71114,10.672
87.6,47.124,3000,150,0.71114,10.672
87.61,47.124,3000,150,0.71114,10.672
87.62,47.124,3000,150,0.71114,10.672
87.63,47.124,3000,150,0.71114,10.672
87.64,47.124,3000,150,0.71114,10.672
87.65,47.124,3000,150,0.71114,10.672
87.66,47.124,3000,150,0.71114,10.672
87.67,47.124,3000,150,0.71114,10.672
87.68,47.124,3000,150,0.71114,10.672
87.69,47.124,3000,150,0.71114,10.672
87.7,47.124,3000,150,0.71114,10.672
87.71,47.124,3000,150,0.71114,10.672
87.72,47.124,3000,150,0.71114,10.672
87.73,47.124,3000,150,0.71114,10.672
87.74,47.124,3000,150,0.71114,10.672
87.75,47.124,3000,150,0.71114,10.672
87.76,47.124,3000,150,0.71114,10.672
87.77,47.124,3000,150,0.71114,10.672
87.78,47.124,3000,150,0.71114,10.672
87.79,47.124,3000,150,0.71114,10.672
87.8,47.124,3000,150,0.71114,10.672
87.81,47.124,3000,150,0.71114,10.672
87.82,47.124,3000,150,0.71114,10.672
87.83,47.124,3000,150,0.71114,10.672
87.84,47.124,3000,150,0.71114,10.672
87.85,47.124,3000,150,0.71114,10.672
87.86,47.124,3000,150,0.71114,10.672
87.87,47.124,3000,150,0.71114,10.672
87.88,47.124,3000,150,0.71114,10.672
87.89,47.124,3000,150,0.71114,10.672
87.9,47.124,3000,150,0.71114,10.672
87.91,47.124,3000,150,0.71114,10.672
87.92,47.124,3000,150,0.71114,10.672
