"time","J1.der(w)","clutch1.der(phi_rel)","clutch1.der(w_rel)","J2.der(phi)","clutch2.der(phi_rel)","clutch2.der(w_rel)","J1.w","J1.der(phi)","clutch1.phi_rel","clutch1.w_rel","clutch1.w_relfric","J2.phi","clutch2.phi_rel","clutch2.w_rel","clutch2.w_relfric","J1.phi","J1.flange_b.phi","clutch1.flange_a.phi","J1.flange_a.phi","torque.flange.phi","J1.a","clutch1.a_rel","clutch1.a_relfric","clutch1.fn","clutch1.f_normalized","sin2.y","clutch1.flange_b.tau","clutch1.tau0","clutch1.tau0_max","clutch1.sa","clutch1.lossPower","J2.w","J2.a","J2.der(w)","J2.der(phi,2)","clutch2.a_rel","clutch2.a_relfric","clutch2.fn","step1.y","clutch2.flange_b.tau","J3.flange_a.tau","clutch2.tau0","clutch2.tau0_max","clutch2.sa","clutch2.lossPower","J3.phi","J3.w","J3.a","J3.der(w)","clutch3.a_rel","clutch3.a_relfric","clutch3.fn","clutch3.flange_b.tau","clutch3.tau","clutch3.flange_a.tau","J4.flange_a.tau","J3.flange_b.tau","clutch3.tau0","clutch3.tau0_max","clutch3.sa","clutch3.lossPower","J4.phi","J4.w","J4.der(phi)","fixed.flange.tau","torque.tau","J1.der(phi,2)","clutch1.der(phi_rel,2)","clutch2.der(phi_rel,2)","clutch3.der(phi_rel,2)","clutch2.mode","clutch2.free"
0.222,-3.2413362,-5.689901535,12.8569123,2.191559998,-2.191559998,-9.615576097,7.881461532,7.881461532,-1.79451386,-5.689901535,-5.689901535,0.2448449752,-0.2448449752,-2.191559998,-2.191559998,2.039358835,2.039358835,2.039358835,2.039358835,2.039358835,-3.2413362,12.8569123,12.8569123,19.23115219,0.9615576097,0.9615576097,-9.615576097,9.615576097,10.57713371,2.27977859,54.71168119,2.191559998,9.615576097,9.615576097,9.615576097,-9.615576097,-9.615576097,0,0,0,-0,0,0,-9.615576097,-0,5.745404152e-015,1.731947918e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,5.745404152e-015,1.731947918e-014,1.731947918e-014,-6.374239897,6.374239897,-3.2413362,12.8569123,-9.615576097,0,2,1
0.225,-2.534087681,-5.652416897,12.13924317,2.22039113,-2.22039113,-9.605155493,7.872808026,7.872808026,-1.811526674,-5.652416897,-5.652416897,0.2514629094,-0.2514629094,-2.22039113,-2.22039113,2.062989584,2.062989584,2.062989584,2.062989584,2.062989584,-2.534087681,12.13924317,12.13924317,19.21031099,0.9605155493,0.9605155493,-9.605155493,9.605155493,10.56567104,1.573572132,54.2923432,2.22039113,9.605155493,9.605155493,9.605155493,-9.605155493,-9.605155493,0,0,0,-0,0,0,-9.605155493,-0,6.050715484e-015,1.731947918e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,6.050715484e-015,1.731947918e-014,1.731947918e-014,-7.071067812,7.071067812,-2.534087681,12.13924317,-9.605155493,0,2,1
0.228,-1.88946595,-5.616993453,11.48406433,2.249190795,-2.249190795,-9.594598377,7.866184247,7.866184247,-1.828430171,-5.616993453,-5.616993453,0.2581672899,-0.2581672899,-2.249190795,-2.249190795,2.086597461,2.086597461,2.086597461,2.086597461,2.086597461,-1.88946595,11.48406433,11.48406433,19.18919675,0.9594598377,0.9594598377,-9.594598377,9.594598377,10.55405822,0.930006112,53.89279627,2.249190795,9.594598377,9.594598377,9.594598377,-9.594598377,-9.594598377,0,0,0,-0,0,0,-9.594598377,-0,6.383782392e-015,1.776356839e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,6.383782392e-015,1.776356839e-014,1.776356839e-014,-7.705132428,7.705132428,-1.88946595,11.48406433,-9.594598377,0,2,1
0.231,-1.313099159,-5.583435189,10.89700406,2.277958584,-2.277958584,-9.583904902,7.861393772,7.861393772,-1.845230234,-5.583435189,-5.583435189,0.2649580216,-0.2649580216,-2.277958584,-2.277958584,2.110188255,2.110188255,2.110188255,2.110188255,2.110188255,-1.313099159,10.89700406,10.89700406,19.1678098,0.9583904902,0.9583904902,-9.583904902,9.583904902,10.54229539,0.3547086689,53.51111187,2.277958584,9.583904902,9.583904902,9.583904902,-9.583904902,-9.583904902,0,0,0,-0,0,0,-9.583904902,-0,6.661338148e-015,1.731947918e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,6.661338148e-015,1.731947918e-014,1.731947918e-014,-8.270805743,8.270805743,-1.313099159,10.89700406,-9.583904902,0,2,1
0.234,-0.8100084172,-5.551530055,10.38308363,2.306694088,-2.306694088,-9.573075218,7.858224143,7.858224143,-1.861932141,-5.551530055,-5.551530055,0.2718350084,-0.2718350084,-2.306694088,-2.306694088,2.13376715,2.13376715,2.13376715,2.13376715,2.13376715,-0.8100084172,10.38308363,10.38308363,19.14615044,0.9573075218,0.9573075218,-9.573075218,9.573075218,10.53038274,-0.1472991046,53.14521479,2.306694088,9.573075218,9.573075218,9.573075218,-9.573075218,-9.573075218,0,0,0,-0,0,0,-9.573075218,-0,6.883382753e-015,1.687538997e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,6.883382753e-015,1.687538997e-014,1.687538997e-014,-8.7630668,8.7630668,-0.8100084172,10.38308363,-9.573075218,0,2,1
0.237,-0.384563222,-5.521051918,9.946672701,2.335396899,-2.335396899,-9.562109479,7.856448817,7.856448817,-1.87854052,-5.521051918,-5.521051918,0.2787981528,-0.2787981528,-2.335396899,-2.335396899,2.157338672,2.157338672,2.157338672,2.157338672,2.157338672,-0.384563222,9.946672701,9.946672701,19.12421896,0.9562109479,0.9562109479,-9.562109479,9.562109479,10.51832043,-0.5716477259,52.79290288,2.335396899,9.562109479,9.562109479,9.562109479,-9.562109479,-9.562109479,0,0,0,-0,0,0,-9.562109479,-0,7.105427358e-015,1.731947918e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.105427358e-015,1.731947918e-014,1.731947918e-014,-9.177546257,9.177546257,-0.384563222,9.946672701,-9.562109479,0,2,1
0.24,-0.0404426784,-5.491762572,9.59145052,2.364066609,-2.364066609,-9.551007841,7.855829181,7.855829181,-1.895059298,-5.491762572,-5.491762572,0.2858473561,-0.2858473561,-2.364066609,-2.364066609,2.180906654,2.180906654,2.180906654,2.180906654,2.180906654,-0.0404426784,9.59145052,9.59145052,19.10201568,0.9551007841,0.9551007841,-9.551007841,9.551007841,10.50610863,-0.9146581057,52.45186739,2.364066609,9.551007841,9.551007841,9.551007841,-9.551007841,-9.551007841,0,0,0,-0,0,0,-9.551007841,-0,7.21644966e-015,1.687538997e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.21644966e-015,1.687538997e-014,1.687538997e-014,-9.510565163,9.510565163,-0.0404426784,9.59145052,-9.551007841,0,2,1
0.243,0.2193971565,-5.463413857,9.320373306,2.39270281,-2.39270281,-9.539770463,7.856116667,7.856116667,-1.911491674,-5.463413857,-5.463413857,0.2929825184,-0.2929825184,-2.39270281,-2.39270281,2.204474192,2.204474192,2.204474192,2.204474192,2.204474192,0.2193971565,9.320373306,9.320373306,19.07954093,0.9539770463,0.9539770463,-9.539770463,9.539770463,10.49374751,-1.173374203,52.11971414,2.39270281,9.539770463,9.539770463,9.539770463,-9.539770463,-9.539770463,0,0,0,-0,0,0,-9.539770463,-0,7.382983114e-015,1.687538997e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.382983114e-015,1.687538997e-014,1.687538997e-014,-9.759167619,9.759167619,0.2193971565,9.320373306,-9.539770463,0,2,1
0.246,0.39274951,-5.435749859,9.135647993,2.421305096,-2.421305096,-9.528397503,7.857054955,7.857054955,-1.92784009,-5.435749859,-5.435749859,0.3002035384,-0.3002035384,-2.421305096,-2.421305096,2.228043629,2.228043629,2.228043629,2.228043629,2.228043629,0.39274951,9.135647993,9.135647993,19.05679501,0.9528397503,0.9528397503,-9.528397503,9.528397503,10.48123725,-1.34558926,51.79398538,2.421305096,9.528397503,9.528397503,9.528397503,-9.528397503,-9.528397503,0,0,0,-0,0,0,-9.528397503,-0,7.494005416e-015,1.687538997e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.494005416e-015,1.687538997e-014,1.687538997e-014,-9.921147013,9.921147013,0.39274951,9.135647993,-9.528397503,0,2,1
0.249,0.4781764799,-5.408509187,9.038712644,2.44987306,-2.44987306,-9.516889124,7.858382248,7.858382248,-1.94410621,-5.408509187,-5.408509187,0.307510314,-0.307510314,-2.44987306,-2.44987306,2.251616524,2.251616524,2.251616524,2.251616524,2.251616524,0.4781764799,9.038712644,9.038712644,19.03377825,0.9516889124,0.9516889124,-9.516889124,9.516889124,10.46857804,-1.429865392,51.47218226,2.44987306,9.516889124,9.516889124,9.516889124,-9.516889124,-9.516889124,0,0,0,-0,0,0,-9.516889124,-0,7.66053887e-015,1.776356839e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.66053887e-015,1.776356839e-014,1.776356839e-014,-9.995065604,9.995065604,0.4781764799,9.038712644,-9.516889124,0,2,1
0.252,0.4750217959,-5.381427303,9.030223693,2.478406296,-2.478406296,-9.505245488,7.859833599,7.859833599,-1.960290911,-5.381427303,-5.381427303,0.3149027415,-0.3149027415,-2.478406296,-2.478406296,2.275193652,2.275193652,2.275193652,2.275193652,2.275193652,0.4750217959,9.030223693,9.030223693,19.01049098,0.9505245488,0.9505245488,-9.505245488,9.505245488,10.45577004,-1.425546345,51.15178759,2.478406296,9.505245488,9.505245488,9.505245488,-9.505245488,-9.505245488,0,0,0,-0,0,0,-9.505245488,-0,7.771561172e-015,1.731947918e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.771561172e-015,1.731947918e-014,1.731947918e-014,-9.980267284,9.980267284,0.4750217959,9.030223693,-9.505245488,0,2,1
0.255,0.3834166435,-5.354238871,9.110050119,2.506904398,-2.506904398,-9.493466762,7.861143269,7.861143269,-1.976394271,-5.354238871,-5.354238871,0.322380716,-0.322380716,-2.506904398,-2.506904398,2.298774987,2.298774987,2.298774987,2.298774987,2.298774987,0.3834166435,9.110050119,9.110050119,18.98693352,0.9493466762,0.9493466762,-9.493466762,9.493466762,10.44281344,-1.33276332,50.83028876,2.506904398,9.493466762,9.493466762,9.493466762,-9.493466762,-9.493466762,0,0,0,-0,0,0,-9.493466762,-0,7.827072324e-015,1.776356839e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.827072324e-015,1.776356839e-014,1.776356839e-014,-9.876883406,9.876883406,0.3834166435,9.110050119,-9.493466762,0,2,1
0.258,0.204278498,-5.326680126,9.277274615,2.535366962,-2.535366962,-9.481553113,7.862047088,7.862047088,-1.992415576,-5.326680126,-5.326680126,0.3299441317,-0.3299441317,-2.535366962,-2.535366962,2.322359708,2.322359708,2.322359708,2.322359708,2.322359708,0.204278498,9.277274615,9.277274615,18.96310623,0.9481553113,0.9481553113,-9.481553113,9.481553113,10.42970842,-1.152433809,50.50520053,2.535366962,9.481553113,9.481553113,9.481553113,-9.481553113,-9.481553113,0,0,0,-0,0,0,-9.481553113,-0,7.882583475e-015,1.82076576e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.882583475e-015,1.82076576e-014,1.82076576e-014,-9.685831611,9.685831611,0.204278498,9.277274615,-9.481553113,0,2,1
0.261,-0.06069702069,-5.298491218,9.530201731,2.563793583,-2.563793583,-9.46950471,7.862284801,7.862284801,-2.008353327,-5.298491218,-5.298491218,0.3375928813,-0.3375928813,-2.563793583,-2.563793583,2.345946209,2.345946209,2.345946209,2.345946209,2.345946209,-0.06069702069,9.530201731,9.530201731,18.93900942,0.946950471,0.946950471,-9.46950471,9.46950471,10.41645518,-0.8862534503,50.17408755,2.563793583,9.46950471,9.46950471,9.46950471,-9.46950471,-9.46950471,0,0,0,-0,0,0,-9.46950471,-0,7.882583475e-015,1.776356839e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.882583475e-015,1.776356839e-014,1.776356839e-014,-9.40880769,9.40880769,-0.06069702069,9.530201731,-9.46950471,0,2,1
0.264,-0.4090511999,-5.26941853,9.866372925,2.592183856,-2.592183856,-9.457321725,7.861602386,7.861602386,-2.024205253,-5.26941853,-5.26941853,0.3453268563,-0.3453268563,-2.592183856,-2.592183856,2.369532109,2.369532109,2.369532109,2.369532109,2.369532109,-0.4090511999,9.866372925,9.866372925,18.91464345,0.9457321725,0.9457321725,-9.457321725,9.457321725,10.4030539,-0.5366809725,49.83458634,2.592183856,9.457321725,9.457321725,9.457321725,-9.457321725,-9.457321725,0,0,0,-0,0,0,-9.457321725,-0,7.882583475e-015,1.687538997e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.882583475e-015,1.687538997e-014,1.687538997e-014,-9.048270525,9.048270525,-0.4090511999,9.866372925,-9.457321725,0,2,1
0.267,-0.8375840594,-5.23921693,10.28258839,2.620537379,-2.620537379,-9.445004329,7.859754309,7.859754309,-2.039968333,-5.23921693,-5.23921693,0.353145947,-0.353145947,-2.620537379,-2.620537379,2.39311428,2.39311428,2.39311428,2.39311428,2.39311428,-0.8375840594,10.28258839,10.28258839,18.89000866,0.9445004329,0.9445004329,-9.445004329,9.445004329,10.38950476,-0.1069163735,49.48442659,2.620537379,9.445004329,9.445004329,9.445004329,-9.445004329,-9.445004329,0,0,0,-0,0,0,-9.445004329,-0,7.882583475e-015,1.731947918e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.882583475e-015,1.731947918e-014,1.731947918e-014,-8.60742027,8.60742027,-0.8375840594,10.28258839,-9.445004329,0,2,1
0.27,-1.342382756,-5.207651961,10.77493546,2.648853748,-2.648853748,-9.4325527,7.856505709,7.856505709,-2.055638828,-5.207651961,-5.207651961,0.3610500428,-0.3610500428,-2.648853748,-2.648853748,2.416688871,2.416688871,2.416688871,2.416688871,2.416688871,-1.342382756,10.77493546,10.77493546,18.8651054,0.94325527,0.94325527,-9.4325527,9.4325527,10.37580797,0.3991274862,49.12145156,2.648853748,9.4325527,9.4325527,9.4325527,-9.4325527,-9.4325527,0,0,0,-0,0,0,-9.4325527,-0,7.827072324e-015,1.598721155e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.827072324e-015,1.598721155e-014,1.598721155e-014,-8.090169944,8.090169944,-1.342382756,10.77493546,-9.4325527,0,2,1
0.273,-1.918856317,-5.174501924,11.33882333,2.677132561,-2.677132561,-9.419967013,7.851634485,7.851634485,-2.071212313,-5.174501924,-5.174501924,0.3690390314,-0.3690390314,-2.677132561,-2.677132561,2.440251345,2.440251345,2.440251345,2.440251345,2.440251345,-1.918856317,11.33882333,11.33882333,18.83993403,0.9419967013,0.9419967013,-9.419967013,9.419967013,10.36196371,0.9768596153,48.74363743,2.677132561,9.419967013,9.419967013,9.419967013,-9.419967013,-9.419967013,0,0,0,-0,0,0,-9.419967013,-0,7.716050021e-015,1.598721155e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.716050021e-015,1.598721155e-014,1.598721155e-014,-7.501110696,7.501110696,-1.918856317,11.33882333,-9.419967013,0,2,1
0.276,-2.561776388,-5.139559856,11.96902384,2.705373416,-2.705373416,-9.407247447,7.844933273,7.844933273,-2.086683721,-5.139559856,-5.139559856,0.3771127996,-0.3771127996,-2.705373416,-2.705373416,2.463796521,2.463796521,2.463796521,2.463796521,2.463796521,-2.561776388,11.96902384,11.96902384,18.81449489,0.9407247447,0.9407247447,-9.407247447,9.407247447,10.34797219,1.621051643,48.34911134,2.705373416,9.407247447,9.407247447,9.407247447,-9.407247447,-9.407247447,0,0,0,-0,0,0,-9.407247447,-0,7.716050021e-015,1.643130076e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.716050021e-015,1.643130076e-014,1.643130076e-014,-6.845471059,6.845471059,-2.561776388,11.96902384,-9.407247447,0,2,1
0.279,-3.265323647,-5.102635372,12.65971783,2.733575912,-2.733575912,-9.394394184,7.836211285,7.836211285,-2.102047386,-5.102635372,-5.102635372,0.3852712329,-0.3852712329,-2.733575912,-2.733575912,2.487318619,2.487318619,2.487318619,2.487318619,2.487318619,-3.265323647,12.65971783,12.65971783,18.78878837,0.9394394184,0.9394394184,-9.394394184,9.394394184,10.3338336,2.325884229,47.93616806,2.733575912,9.394394184,9.394394184,9.394394184,-9.394394184,-9.394394184,0,0,0,-0,0,0,-9.394394184,-0,7.66053887e-015,1.509903313e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.66053887e-015,1.509903313e-014,1.509903313e-014,-6.129070537,6.129070537,-3.265323647,12.65971783,-9.394394184,0,2,1
0.282,-4.023139456,-5.063556364,13.40454686,2.761739648,-2.761739648,-9.381407405,7.825296012,7.825296012,-2.117297101,-5.063556364,-5.063556364,0.3935142157,-0.3935142157,-2.761739648,-2.761739648,2.510811316,2.510811316,2.510811316,2.510811316,2.510811316,-4.023139456,13.40454686,13.40454686,18.76281481,0.9381407405,0.9381407405,-9.381407405,9.381407405,10.31954815,3.084998715,47.50328517,2.761739648,9.381407405,9.381407405,9.381407405,-9.381407405,-9.381407405,0,0,0,-0,0,0,-9.381407405,-0,7.549516567e-015,1.509903313e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.549516567e-015,1.509903313e-014,1.509903313e-014,-5.35826795,5.35826795,-4.023139456,13.40454686,-9.381407405,0,2,1
0.285,-4.828382299,-5.022170532,14.1966696,2.789864224,-2.789864224,-9.368287296,7.812034756,7.812034756,-2.132426168,-5.022170532,-5.022170532,0.401841631,-0.401841631,-2.789864224,-2.789864224,2.534267799,2.534267799,2.534267799,2.534267799,2.534267799,-4.828382299,14.1966696,14.1966696,18.73657459,0.9368287296,0.9368287296,-9.368287296,9.368287296,10.30511603,3.891553569,47.0491364,2.789864224,9.368287296,9.368287296,9.368287296,-9.368287296,-9.368287296,0,0,0,-0,0,0,-9.368287296,-0,7.382983114e-015,1.554312234e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.382983114e-015,1.554312234e-014,1.554312234e-014,-4.539904997,4.539904997,-4.828382299,14.1966696,-9.368287296,0,2,1
0.288,-5.673788516,-4.978345398,15.02882256,2.817949239,-2.817949239,-9.355034043,7.796294638,7.796294638,-2.147427494,-4.978345398,-4.978345398,0.4102533609,-0.4102533609,-2.817949239,-2.817949239,2.557680854,2.557680854,2.557680854,2.557680854,2.557680854,-5.673788516,15.02882256,15.02882256,18.71006809,0.9355034043,0.9355034043,-9.355034043,9.355034043,10.29053745,4.738285112,46.57259068,2.817949239,9.355034043,9.355034043,9.355034043,-9.355034043,-9.355034043,0,0,0,-0,0,0,-9.355034043,-0,7.21644966e-015,1.598721155e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.21644966e-015,1.598721155e-014,1.598721155e-014,-3.681245527,3.681245527,-5.673788516,15.02882256,-9.355034043,0,2,1
0.291,-6.551736774,-4.931971122,15.89338461,2.845994295,-2.845994295,-9.341647834,7.777965417,7.777965417,-2.162293604,-4.931971122,-4.931971122,0.4187492862,-0.4187492862,-2.845994295,-2.845994295,2.58104289,2.58104289,2.58104289,2.58104289,2.58104289,-6.551736774,15.89338461,15.89338461,18.68329567,0.9341647834,0.9341647834,-9.341647834,9.341647834,10.27581262,5.61757199,46.07273735,2.845994295,9.341647834,9.341647834,9.341647834,-9.341647834,-9.341647834,0,0,0,-0,0,0,-9.341647834,-0,7.21644966e-015,1.598721155e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.21644966e-015,1.598721155e-014,1.598721155e-014,-2.78991106,2.78991106,-6.551736774,15.89338461,-9.341647834,0,2,1
0.294,-7.454315714,-4.882962986,16.78244457,2.873998993,-2.873998993,-9.32812886,7.75696198,7.75696198,-2.177016694,-4.882962986,-4.882962986,0.4273292863,-0.4273292863,-2.873998993,-2.873998993,2.60434598,2.60434598,2.60434598,2.60434598,2.60434598,-7.454315714,16.78244457,16.78244457,18.65625772,0.932812886,0.932812886,-9.32812886,9.32812886,10.26094175,6.521502828,45.54890795,2.873998993,9.32812886,9.32812886,9.32812886,-9.32812886,-9.32812886,0,0,0,-0,0,0,-9.32812886,-0,7.271960811e-015,1.643130076e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.271960811e-015,1.643130076e-014,1.643130076e-014,-1.873813146,1.873813146,-7.454315714,16.78244457,-9.32812886,0,2,1
0.297,-8.373394179,-4.831260522,17.68787149,2.901962936,-2.901962936,-9.314477312,7.733223458,7.733223458,-2.19158874,-4.831260522,-4.831260522,0.4359932394,-0.4359932394,-2.901962936,-2.901962936,2.627581979,2.627581979,2.627581979,2.627581979,2.627581979,-8.373394179,17.68787149,17.68787149,18.62895462,0.9314477312,0.9314477312,-9.314477312,9.314477312,10.24592504,7.441946448,45.00066652,2.901962936,9.314477312,9.314477312,9.314477312,-9.314477312,-9.314477312,0,0,0,-0,0,0,-9.314477312,-0,7.327471963e-015,1.731947918e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.327471963e-015,1.731947918e-014,1.731947918e-014,-0.9410831332,0.9410831332,-8.373394179,17.68787149,-9.314477312,0,2,1
0.3,-9.300693385,-4.776827579,18.60138677,2.929885725,-2.929885725,-9.300693385,7.706713304,7.706713304,-2.206001586,-4.776827579,-4.776827579,0.4447410228,-0.4447410228,-2.929885725,-2.929885725,2.650742609,2.650742609,2.650742609,2.650742609,2.650742609,-9.300693385,18.60138677,18.60138677,18.60138677,0.9300693385,0.9300693385,-9.300693385,9.300693385,10.23076272,8.370624046,44.42780867,2.929885725,9.300693385,9.300693385,9.300693385,-9.300693385,-9.300693385,0,0,0,-0,0,0,-9.300693385,-0,7.382983114e-015,1.776356839e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.382983114e-015,1.776356839e-014,1.776356839e-014,-3.673819061e-015,3.673819061e-015,-9.300693385,18.60138677,-9.300693385,0,2,1
0.303,-10.22786041,-4.719652272,19.51463768,2.95776696,-2.95776696,-9.286777274,7.677419232,7.677419232,-2.220247,-4.719652272,-4.719652272,0.4535725195,-0.4535725195,-2.95776696,-2.95776696,2.673819519,2.673819519,2.673819519,2.673819519,2.673819519,-10.22786041,19.51463768,19.51463768,18.57355455,0.9286777274,0.9286777274,-9.286777274,9.286777274,10.215455,9.29918268,43.83035946,2.95776696,9.286777274,9.286777274,9.286777274,-9.286777274,-9.286777274,0,0,0,-0,0,0,-9.286777274,-0,7.438494265e-015,1.776356839e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.438494265e-015,1.776356839e-014,1.776356839e-014,0.9410831332,-0.9410831332,-10.22786041,19.51463768,-9.286777274,0,2,1
0.306,-11.14654232,-4.65973584,20.4192715,2.985606052,-2.985606052,-9.272729178,7.645341892,7.645341892,-2.234315836,-4.65973584,-4.65973584,0.4624879799,-0.4624879799,-2.985606052,-2.985606052,2.696803816,2.696803816,2.696803816,2.696803816,2.696803816,-11.14654232,20.4192715,20.4192715,18.54545836,0.9272729178,0.9272729178,-9.272729178,9.272729178,10.2000021,10.21926941,43.20846849,2.985606052,9.272729178,9.272729178,9.272729178,-9.272729178,-9.272729178,0,0,0,-0,0,0,-9.272729178,-0,7.66053887e-015,1.82076576e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.66053887e-015,1.82076576e-014,1.82076576e-014,1.873813146,-1.873813146,-11.14654232,20.4192715,-9.272729178,0,2,1
0.309,-12.04846036,-4.597135393,21.30700965,3.013402894,-3.013402894,-9.258549296,7.610538286,7.610538286,-2.248201248,-4.597135393,-4.597135393,0.471486707,-0.471486707,-3.013402894,-3.013402894,2.719687955,2.719687955,2.719687955,2.719687955,2.719687955,-12.04846036,21.30700965,21.30700965,18.51709859,0.9258549296,0.9258549296,-9.258549296,9.258549296,10.18440423,11.12260543,42.56280465,3.013402894,9.258549296,9.258549296,9.258549296,-9.258549296,-9.258549296,0,0,0,-0,0,0,-9.258549296,-0,7.716050021e-015,1.82076576e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.716050021e-015,1.82076576e-014,1.82076576e-014,2.78991106,-2.78991106,-12.04846036,21.30700965,-9.258549296,0,2,1
0.312,-12.92548336,-4.531919166,22.16972119,3.041157072,-3.041157072,-9.244237829,7.573076237,7.573076237,-2.261894837,-4.531919166,-4.531919166,0.4805685556,-0.4805685556,-3.041157072,-3.041157072,2.742463392,2.742463392,2.742463392,2.742463392,2.742463392,-12.92548336,22.16972119,22.16972119,18.48847566,0.9244237829,0.9244237829,-9.244237829,9.244237829,10.16866161,12.00105957,41.89413859,3.041157072,9.244237829,9.244237829,9.244237829,-9.244237829,-9.244237829,0,0,0,-0,0,0,-9.244237829,-0,7.716050021e-015,1.909583602e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.716050021e-015,1.909583602e-014,1.909583602e-014,3.681245527,-3.681245527,-12.92548336,22.16972119,-9.244237829,0,2,1
0.315,-13.76969998,-4.464161483,22.99949496,3.068868133,-3.068868133,-9.229794982,7.533029617,7.533029617,-2.275389197,-4.464161483,-4.464161483,0.489733598,-0.489733598,-3.068868133,-3.068868133,2.765122795,2.765122795,2.765122795,2.765122795,2.765122795,-13.76969998,22.99949496,22.99949496,18.45958996,0.9229794982,0.9229794982,-9.229794982,9.229794982,10.15277448,12.84672048,41.20329526,3.068868133,9.229794982,9.229794982,9.229794982,-9.229794982,-9.229794982,0,0,0,-0,0,0,-9.229794982,-0,7.716050021e-015,2.042810365e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.716050021e-015,2.042810365e-014,2.042810365e-014,4.539904997,-4.539904997,-13.76969998,22.99949496,-9.229794982,0,2,1
0.318,-14.57348891,-4.39396689,23.78870987,3.096535696,-3.096535696,-9.215220958,7.490502585,7.490502585,-2.288677099,-4.39396689,-4.39396689,0.4989817165,-0.4989817165,-3.096535696,-3.096535696,2.787658816,2.787658816,2.787658816,2.787658816,2.787658816,-14.57348891,23.78870987,23.78870987,18.43044192,0.9215220958,0.9215220958,-9.215220958,9.215220958,10.13674305,13.65196681,40.49137577,3.096535696,9.215220958,9.215220958,9.215220958,-9.215220958,-9.215220958,0,0,0,-0,0,0,-9.215220958,-0,7.771561172e-015,2.042810365e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.771561172e-015,2.042810365e-014,2.042810365e-014,5.35826795,-5.35826795,-14.57348891,23.78870987,-9.215220958,0,2,1
0.321,-15.3295865,-4.321476133,24.53010247,3.124159335,-3.124159335,-9.200515966,7.445635468,7.445635468,-2.301750838,-4.321476133,-4.321476133,0.5083127702,-0.5083127702,-3.124159335,-3.124159335,2.810063608,2.810063608,2.810063608,2.810063608,2.810063608,-15.3295865,24.53010247,24.53010247,18.40103193,0.9200515966,0.9200515966,-9.200515966,9.200515966,10.12056756,14.40953491,39.75981016,3.124159335,9.200515966,9.200515966,9.200515966,-9.200515966,-9.200515966,0,0,0,-0,0,0,-9.200515966,-0,7.993605777e-015,2.087219286e-014,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,7.993605777e-015,2.087219286e-014,2.087219286e-014,6.129070537,-6.129070537,-15.3295865,24.53010247,-9.200515966,0,2,1
