"time","y_2","y_1","y_0"
0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,7.99733358222044E-01
3.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00,7.99733358222044E-01
3.00000000000000E-02,0.00000000000000E+00,2.69905510000000E+00,1.79865031197750E+00
4.00000000000000E-02,0.00000000000000E+00,2.69905510000000E+00,1.79865031197750E+00
4.00000000000000E-02,0.00000000000000E+00,2.69905510000000E+00,3.19573542986313E+00
5.00000000000000E-02,0.00000000000000E+00,2.69905510000000E+00,3.19573542986313E+00
5.00000000000000E-02,5.24554868000000E+00,4.49562680000000E+00,4.98959121996555E+00
6.00000000000000E-02,5.24554868000000E+00,4.49562680000000E+00,4.98959121996555E+00
6.00000000000000E-02,5.24554868000000E+00,4.49562680000000E+00,7.17842337889323E+00
7.00000000000000E-02,5.24554868000000E+00,4.49562680000000E+00,7.17842337889323E+00
7.00000000000000E-02,5.24554868000000E+00,6.28800470000000E+00,9.76004288189152E+00
8.00000000000000E-02,5.24554868000000E+00,6.28800470000000E+00,9.76004288189152E+00
8.00000000000000E-02,5.24554868000000E+00,6.28800470000000E+00,1.27318656012043E+01
9.00000000000000E-02,5.24554868000000E+00,6.28800470000000E+00,1.27318656012043E+01
9.00000000000000E-02,9.42406340000000E+00,8.07451900000000E+00,1.60909186081163E+01
1.00000000000000E-01,9.42406340000000E+00,8.07451900000000E+00,1.60909186081163E+01
1.00000000000000E-01,9.42406340000000E+00,8.07451900000000E+00,1.98338378683313E+01
1.10000000000000E-01,9.42406340000000E+00,8.07451900000000E+00,1.98338378683313E+01
1.10000000000000E-01,9.42406340000000E+00,9.85350750000000E+00,2.39568772421375E+01
