"time","Out1[1]","Out1[2]","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out9","Out10","Out11","Out2","Out3","Out4","Out5"
4.55,1,-0.986844,1,0,1,0,1,0,-0.97753,-0.951602,-0.195506,6,-12,-1,12,12
4.58,1,-0.991249,1,0,1,0,1,0,-0.97753,-0.951602,-0.195506,6,-12,-1,12,12
4.61,1,-0.994763,1,0,1,0,1,0,-0.97753,-0.951602,-0.198738,6,-12,-1,12,12
4.64,1,-0.997381,1,0,1,0,1,0,-0.97753,-0.995735,-0.198738,6,-12,-1,12,12
4.67,1,-0.999102,1,0,1,0,1,0,-0.97753,-0.995735,-0.198738,6,-12,-1,12,12
4.7,1,-0.999923,1,0,1,0,1,0,-0.97753,-0.995735,-0.199985,6,-12,-1,12,12
4.73,1,-0.999845,1,0,1,0,1,0,-0.97753,-0.995735,-0.199985,6,-12,-1,12,12
4.76,1,-0.998867,1,0,1,0,1,0,-0.97753,-0.995735,-0.199985,6,-12,-1,12,12
4.79,1,-0.99699,1,0,1,0,1,0,-0.97753,-0.995735,-0.199985,6,-12,-1,12,12
4.82,1,-0.994216,1,0,1,0,1,0,-0.996165,-0.995735,-0.199233,6,-12,-1,12,12
4.85,1,-0.990547,1,0,1,0,1,0,-0.996165,-0.991869,-0.199233,6,-12,-1,12,12
4.88,1,-0.985986,1,0,1,0,1,0,-0.996165,-0.991869,-0.199233,6,-12,-1,12,12
4.91,1,-0.980538,1,0,1,0,1,0,-0.996165,-0.991869,-0.196491,6,-12,-1,12,12
4.94,1,-0.974208,1,0,1,0,1,0,-0.996165,-0.991869,-0.196491,6,-12,-1,12,12
4.97,1,-0.967001,1,0,1,0,1,0,-0.996165,-0.991869,-0.196491,6,-12,-1,12,12
5,1,-0.958924,1,0,1,0,1,0,-0.996165,-0.991869,-0.191785,6,-12,-1,12,12
5.03,1,-0.949984,1,0,1,0,1,0,-0.996165,-0.991869,-0.191785,6,-12,-1,12,12
5.06,1,-0.940189,1,0,1,0,1,0,-0.996165,-0.940189,-0.191785,6,-12,-1,12,12
5.09,1,-0.929548,1,0,1,0,1,0,-0.996165,-0.940189,-0.191785,6,-12,-1,12,12
5.12,1,-0.91807,1,0,1,0,1,0,-0.925815,-0.940189,-0.185163,6,-12,-1,12,12
5.15,1,-0.905767,1,0,1,0,1,0,-0.925815,-0.940189,-0.185163,6,-11,-1,12,12
5.18,1,-0.892648,1,0,1,0,1,0,-0.925815,-0.940189,-0.185163,6,-11,-1,12,12
5.21,1,-0.878725,1,0,1,0,1,0,-0.925815,-0.940189,-0.176691,6,-11,-1,12,12
5.24,1,-0.864012,1,0,1,0,1,0,-0.925815,-0.940189,-0.176691,6,-11,-1,12,12
5.27,1,-0.848522,1,0,1,0,1,0,-0.925815,-0.940189,-0.176691,6,-11,-1,12,12
5.3,1,-0.832267,1,0,1,0,1,0,-0.925815,-0.843188,-0.166453,6,-10,-1,12,12
5.33,1,-0.815264,1,0,1,0,1,0,-0.925815,-0.843188,-0.166453,6,-10,-1,12,12
5.36,1,-0.797527,1,0,1,0,1,0,-0.925815,-0.843188,-0.166453,6,-10,-1,12,12
5.39,1,-0.779073,1,0,1,0,1,0,-0.925815,-0.843188,-0.166453,6,-10,-1,12,12
5.42,1,-0.759917,1,0,1,0,1,0,-0.772764,-0.843188,-0.154553,6,-10,-1,12,12
5.45,1,-0.740077,1,0,1,0,1,0,-0.772764,-0.843188,-0.154553,6,-9,-1,12,12
5.48,1,-0.719572,1,0,1,0,1,0,-0.772764,-0.843188,-0.154553,6,-9,-1,12,12
5.51,1,-0.698418,1,0,1,0,1,0,-0.772764,-0.70554,-0.141108,6,-9,-1,12,12
5.54,1,-0.676637,1,0,1,0,1,0,-0.772764,-0.70554,-0.141108,6,-9,-1,12,12
5.57,1,-0.654246,1,0,1,0,1,0,-0.772764,-0.70554,-0.141108,6,-8,-1,12,12
5.6,1,-0.631267,1,0,1,0,1,0,-0.772764,-0.70554,-0.126253,6,-8,-1,12,12
5.63,1,-0.607719,1,0,1,0,1,0,-0.772764,-0.70554,-0.126253,6,-8,-1,12,12
5.66,1,-0.583625,1,0,1,0,1,0,-0.772764,-0.70554,-0.126253,6,-8,-1,12,12
5.69,1,-0.559005,1,0,1,0,1,0,-0.772764,-0.70554,-0.126253,6,-7,-1,12,12
5.72,1,-0.533882,1,0,1,0,1,0,-0.550686,-0.533882,-0.110137,6,-7,-1,12,12
5.75,1,-0.508279,1,0,1,0,1,0,-0.550686,-0.533882,-0.110137,6,-7,-1,12,12
5.78,1,-0.482218,1,0,1,0,1,0,-0.550686,-0.533882,-0.110137,6,-6,-1,12,12
5.81,1,-0.455724,1,0,1,0,1,0,-0.550686,-0.533882,-0.0929204,6,-6,-1,12,12
5.84,1,-0.428819,1,0,1,0,1,0,-0.550686,-0.533882,-0.0929204,6,-6,-1,12,12
5.87,1,-0.401529,1,0,1,0,1,0,-0.550686,-0.533882,-0.0929204,6,-5,-1,12,12
5.9,1,-0.373877,1,0,1,0,1,0,-0.550686,-0.533882,-0.0747753,6,-5,-1,12,12
5.93,1,-0.345888,1,0,1,0,1,0,-0.550686,-0.533882,-0.0747753,6,-5,-1,12,12
5.96,1,-0.317589,1,0,1,0,1,0,-0.550686,-0.336488,-0.0747753,6,-4,-1,12,12
5.99,1,-0.289003,1,0,1,0,1,0,-0.550686,-0.336488,-0.0747753,6,-4,-1,12,12
6.02,1,-0.260157,1,0,1,0,1,0,-0.279415,-0.336488,-0.0558831,6,-4,-1,12,12
6.05,1,-0.231078,1,0,1,0,1,0,-0.279415,-0.336488,-0.0558831,6,-3,-1,12,12
6.08,1,-0.20179,1,0,1,0,1,0,-0.279415,-0.336488,-0.0558831,6,-3,-1,12,12
6.11,1,-0.172321,1,0,1,0,1,0,-0.279415,-0.336488,-0.0364325,6,-3,-1,12,12
6.14,1,-0.142697,1,0,1,0,1,0,-0.279415,-0.336488,-0.0364325,6,-2,-1,12,12
6.17,1,-0.112944,1,0,1,0,1,0,-0.279415,-0.122874,-0.0364325,6,-2,-1,12,12
6.2,1,-0.0830894,1,0,1,0,1,0,-0.279415,-0.122874,-0.0166179,6,-1,-1,12,12
6.23,1,-0.0531602,1,0,1,0,1,0,-0.279415,-0.122874,-0.0166179,6,-1,-1,12,12
6.26,1,-0.0231832,1,0,1,0,1,0,-0.279415,-0.122874,-0.0166179,6,-1,-1,12,12
6.29,1,0.00681464,1,0,1,0,1,0,-0.279415,-0.122874,-0.0166179,6,0,0,12,12
6.32,1,0.0368064,1,0,1,0,1,0,0.0168139,-0.122874,0.00336278,6,0,0,12,12
6.35,1,0.066765,1,0,1,0,1,0,0.0168139,-0.122874,0.00336278,6,0,0,12,12
6.38,1,0.0966635,1,0,1,0,1,0,0.0168139,0.0966635,0.00336278,6,1,0,12,12
6.41,1,0.126475,1,0,1,0,1,0,0.0168139,0.0966635,0.0233098,6,1,0,12,12
6.44,1,0.156173,1,0,1,0,1,0,0.0168139,0.0966635,0.0233098,6,1,0,12,12
6.47,1,0.18573,1,0,1,0,1,0,0.0168139,0.0966635,0.0233098,6,2,0,12,12
6.5,1,0.21512,1,0,1,0,1,0,0.0168139,0.0966635,0.043024,6,2,0,12,12
6.53,1,0.244316,1,0,1,0,1,0,0.0168139,0.0966635,0.043024,6,2,0,12,12
6.56,1,0.273293,1,0,1,0,1,0,0.0168139,0.0966635,0.043024,6,3,0,12,12
6.59,1,0.302024,1,0,1,0,1,0,0.0168139,0.0966635,0.043024,6,3,0,12,12
6.62,1,0.330482,1,0,1,0,1,0,0.311541,0.311541,0.0623083,6,3,0,12,12
6.65,1,0.358644,1,0,1,0,1,0,0.311541,0.311541,0.0623083,6,4,0,12,12
6.68,1,0.386483,1,0,1,0,1,0,0.311541,0.311541,0.0623083,6,4,0,12,12
6.71,1,0.413973,1,0,1,0,1,0,0.311541,0.311541,0.08097,6,4,0,12,12
6.74,1,0.441092,1,0,1,0,1,0,0.311541,0.311541,0.08097,6,5,0,12,12
6.77,1,0.467813,1,0,1,0,1,0,0.311541,0.311541,0.08097,6,5,0,12,12
6.8,1,0.494113,1,0,1,0,1,0,0.311541,0.311541,0.0988227,6,5,0,12,12
6.83,1,0.519969,1,0,1,0,1,0,0.311541,0.511401,0.0988227,6,6,0,12,12
6.86,1,0.545357,1,0,1,0,1,0,0.311541,0.511401,0.0988227,6,6,0,12,12
6.89,1,0.570254,1,0,1,0,1,0,0.311541,0.511401,0.0988227,6,6,0,12,12
6.92,1,0.594637,1,0,1,0,1,0,0.57844,0.511401,0.115688,6,7,0,12,12
6.95,1,0.618486,1,0,1,0,1,0,0.57844,0.511401,0.115688,6,7,0,12,12
6.98,1,0.641778,1,0,1,0,1,0,0.57844,0.511401,0.115688,6,7,0,12,12
7.01,1,0.664493,1,0,1,0,1,0,0.57844,0.511401,0.131397,6,7,0,12,12
7.04,1,0.686609,1,0,1,0,1,0,0.57844,0.686609,0.131397,6,8,0,12,12
7.07,1,0.708108,1,0,1,0,1,0,0.57844,0.686609,0.131397,6,8,0,12,12
7.1,1,0.728969,1,0,1,0,1,0,0.57844,0.686609,0.145794,6,8,0,12,12
7.13,1,0.749174,1,0,1,0,1,0,0.57844,0.686609,0.145794,6,8,0,12,12
7.16,1,0.768705,1,0,1,0,1,0,0.57844,0.686609,0.145794,6,9,0,12,12
7.19,1,0.787545,1,0,1,0,1,0,0.57844,0.686609,0.145794,6,9,0,12,12
7.22,1,0.805675,1,0,1,0,1,0,0.793668,0.686609,0.158734,6,9,0,12,12
7.25,1,0.823081,1,0,1,0,1,0,0.793668,0.686609,0.158734,6,9,0,12,12
7.28,1,0.839746,1,0,1,0,1,0,0.793668,0.828719,0.158734,6,10,0,12,12
7.31,1,0.855655,1,0,1,0,1,0,0.793668,0.828719,0.170087,6,10,0,12,12
7.34,1,0.870794,1,0,1,0,1,0,0.793668,0.828719,0.170087,6,10,0,12,12
7.37,1,0.885149,1,0,1,0,1,0,0.793668,0.828719,0.170087,6,10,0,12,12
7.4,1,0.898708,1,0,1,0,1,0,0.793668,0.828719,0.179742,6,10,0,12,12
7.43,1,0.911458,1,0,1,0,1,0,0.793668,0.828719,0.179742,6,10,0,12,12
