"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]"
0.43,0,0.416871,5,0,12,12,1,0.1,0,0
0.44,0,0.425939,5,0,12,12,1,0.1,0,0
0.45,0,0.434966,5,0,12,12,1,0.1,0,0
0.46,0,0.443948,5,0,12,12,1,0.1,0,0
0.47,0,0.452886,5,0,12,12,1,0.1,0,0
0.48,0,0.461779,5,0,12,12,1,0.1,0,0
0.49,0,0.470626,5,0,12,12,1,0.1,0,0
0.5,0,0.479426,5,0,12,12,1,0.1,0,0
0.51,0,0.488177,5,0,12,12,1,0.1,0,0
0.52,0,0.49688,5,0,12,12,1,0.1,0,0
0.53,0,0.505533,6,0,12,12,1,0.1,0,0
0.54,0,0.514136,6,0,12,12,1,0.1,0,0
0.55,0,0.522687,6,0,12,12,1,0.1,0,0
0.56,0,0.531186,6,0,12,12,1,0.1,0,0
0.57,0,0.539632,6,0,12,12,1,0.1,0,0
0.58,0,0.548024,6,0,12,12,1,0.1,0,0
0.59,0,0.556361,6,0,12,12,1,0.1,0,0
0.6,0,0.564642,6,0,12,12,1,0.1,0,0
0.61,0,0.572867,6,0,12,12,1,0.1,0,0
0.62,0,0.581035,6,0,12,12,1,0.1,0,0
0.63,0,0.589145,7,0,12,12,1,0.1,0,0
0.64,0,0.597195,7,0,12,12,1,0.1,0,0
0.65,0,0.605186,7,0,12,12,1,0.1,0,0
0.66,0,0.613117,7,0,12,12,1,0.1,0,0
0.67,0,0.620986,7,0,12,12,1,0.1,0,0
0.68,0,0.628793,7,0,12,12,1,0.1,0,0
0.69,0,0.636537,7,0,12,12,1,0.1,0,0
0.7,0,0.644218,7,0,12,12,1,0.1,0,0
0.71,0,0.651834,7,0,12,12,1,0.1,0,0
0.72,0,0.659385,7,0,12,12,1,0.1,0,0
0.73,0,0.66687,8,0,12,12,1,0.1,0,0
0.74,0,0.674288,8,0,12,12,1,0.1,0,0
0.75,0,0.681639,8,0,12,12,1,0.1,0,0
0.76,0,0.688921,8,0,12,12,1,0.1,0,0
0.77,0,0.696135,8,0,12,12,1,0.1,0,0
0.78,0,0.703279,8,0,12,12,1,0.1,0,0
0.79,0,0.710353,8,0,12,12,1,0.1,0,0
0.8,0,0.717356,8,0,12,12,1,0.1,0,0
0.81,0,0.724287,8,0,12,12,1,0.1,0,0
0.82,0,0.731146,8,0,12,12,1,0.1,0,0
0.83,0,0.737931,8,0,12,12,1,0.1,0,0
0.84,0,0.744643,8,0,12,12,1,0.1,0,0
0.85,0,0.75128,9,0,12,12,1,0.1,0,0
0.86,0,0.757843,9,0,12,12,1,0.1,0,0
0.87,0,0.764329,9,0,12,12,1,0.1,0,0
0.88,0,0.770739,9,0,12,12,1,0.1,0,0
0.89,0,0.777072,9,0,12,12,1,0.1,0,0
0.9,0,0.783327,9,0,12,12,1,0.1,0,0
0.91,0,0.789504,9,0,12,12,1,0.1,0,0
0.92,0,0.795602,9,0,12,12,1,0.1,0,0
0.93,0,0.80162,9,0,12,12,1,0.1,0,0
0.94,0,0.807558,9,0,12,12,1,0.1,0,0
0.95,0,0.813416,9,0,12,12,1,0.1,0,0
0.96,0,0.819192,9,0,12,12,1,0.1,0,0
0.97,0,0.824886,9,0,12,12,1,0.1,0,0
0.98,0,0.830497,9,0,12,12,1,0.1,0,0
0.99,0,0.836026,10,0,12,12,1,0.1,0,0
1,1,0.841471,10,0,12,12,1,0.1,0,0
1.01,1,0.847657,10,0,12,12,1,0.1,0,0
1.02,1,0.85292,10,0,12,12,1,0.1,0,0
1.03,1,0.858098,10,0,12,12,1,0.1,0,0
1.04,1,0.86319,10,0,12,12,1,0.1,0,0
1.05,1,0.868195,10,0,12,12,1,0.1,0,0
1.06,1,0.873114,10,0,12,12,1,0.1,0,0
1.07,1,0.877945,10,0,12,12,1,0.1,0,0
1.08,1,0.882689,10,0,12,12,1,0.1,0,0
1.09,1,0.887344,10,0,12,12,1,0.1,0,0
1.1,1,0.891207,10,0,12,12,1,0.1,0,0
1.11,1,0.895699,10,0,12,12,1,0.1,0,0
1.12,1,0.9001,10,0,12,12,1,0.1,0,0
1.13,1,0.904412,10,0,12,12,1,0.1,0,0
1.14,1,0.908633,10,0,12,12,1,0.1,0,0
1.15,1,0.912764,10,0,12,12,1,0.1,0,0
1.16,1,0.916803,11,0,12,12,1,0.1,0,0
1.17,1,0.920751,11,0,12,12,1,0.1,0,0
1.18,1,0.924606,11,0,12,12,1,0.1,0,0
1.19,1,0.928369,11,0,12,12,1,0.1,0,0
1.2,1,0.932039,11,0,12,12,1,0.1,0,0
1.21,1,0.935616,11,0,12,12,1,0.1,0,0
1.22,1,0.939099,11,0,12,12,1,0.1,0,0
1.23,1,0.942489,11,0,12,12,1,0.1,0,0
1.24,1,0.945784,11,0,12,12,1,0.1,0,0
1.25,1,0.948985,11,0,12,12,1,0.1,0,0
1.26,1,0.95209,11,0,12,12,1,0.1,0,0
1.27,1,0.955101,11,0,12,12,1,0.1,0,0
1.28,1,0.958016,11,0,12,12,1,0.1,0,0
1.29,1,0.960835,11,0,12,12,1,0.1,0,0
1.3,1,0.963558,11,0,12,12,1,0.1,0,0
1.31,1,0.966185,11,0,12,12,1,0.1,0,0
1.32,1,0.968715,11,0,12,12,1,0.1,0,0
1.33,1,0.971148,11,0,12,12,1,0.1,0,0
1.34,1,0.973485,11,0,12,12,1,0.1,0,0
1.35,1,0.975723,11,0,12,12,1,0.1,0,0
1.36,1,0.977865,11,0,12,12,1,0.1,0,0
1.37,1,0.979908,11,0,12,12,1,0.1,0,0
1.38,1,0.981854,11,0,12,12,1,0.1,0,0
1.39,1,0.983701,11,0,12,12,1,0.1,0,0
1.4,1,0.98545,11,0,12,12,1,0.1,0,0
1.41,1,0.9871,11,0,12,12,1,0.1,0,0
1.42,1,0.988652,11,0,12,12,1,0.1,0,0
1.43,1,0.990105,11,0,12,12,1,0.1,0,0
1.44,1,0.991458,11,0,12,12,1,0.1,0,0
1.45,1,0.992713,11,0,12,12,1,0.1,0,0
1.46,1,0.993868,11,0,12,12,1,0.1,0,0
1.47,1,0.994924,11,0,12,12,1,0.1,0,0
1.48,1,0.995881,11,0,12,12,1,0.1,0,0
1.49,1,0.996738,11,0,12,12,1,0.1,0,0
1.5,1,0.997495,11,0,12,12,1,0.1,0,0
1.51,1,0.998152,11,0,12,12,1,0.1,0,0
1.52,1,0.99871,11,0,12,12,1,0.1,0,0
1.53,1,0.999168,11,0,12,12,1,0.1,0,0
1.54,1,0.999526,11,0,12,12,1,0.1,0,0
1.55,1,0.999784,11,0,12,12,1,0.1,0,0
1.56,1,0.999942,11,0,12,12,1,0.1,0,0
1.57,1,1,11,0,12,12,1,0.1,0,0
1.58,1,0.999958,11,0,12,12,1,0.1,0,0
1.59,1,0.999816,11,0,12,12,1,0.1,0,0
1.6,1,0.999574,11,0,12,12,1,0.1,0,0
1.61,1,0.999232,11,0,12,12,1,0.1,0,0
1.62,1,0.99879,11,0,12,12,1,0.1,0,0
1.63,1,0.998248,11,0,12,12,1,0.1,0,0
1.64,1,0.997606,11,0,12,12,1,0.1,0,0
1.65,1,0.996865,11,0,12,12,1,0.1,0,0
1.66,1,0.996024,11,0,12,12,1,0.1,0,0
1.67,1,0.995083,11,0,12,12,1,0.1,0,0
1.68,1,0.994043,11,0,12,12,1,0.1,0,0
1.69,1,0.992904,11,0,12,12,1,0.1,0,0
1.7,1,0.991665,11,0,12,12,1,0.1,0,0
1.71,1,0.990327,11,0,12,12,1,0.1,0,0
1.72,1,0.98889,11,0,12,12,1,0.1,0,0
1.73,1,0.987354,11,0,12,12,1,0.1,0,0
1.74,1,0.985719,11,0,12,12,1,0.1,0,0
1.75,1,0.983986,11,0,12,12,1,0.1,0,0
1.76,1,0.982154,11,0,12,12,1,0.1,0,0
1.77,1,0.980224,11,0,12,12,1,0.1,0,0
1.78,1,0.978197,11,0,12,12,1,0.1,0,0
1.79,1,0.976071,11,0,12,12,1,0.1,0,0
1.8,1,0.973848,11,0,12,12,1,0.1,0,0
1.81,1,0.971527,11,0,12,12,1,0.1,0,0
1.82,1,0.969109,11,0,12,12,1,0.1,0,0
1.83,1,0.966594,11,0,12,12,1,0.1,0,0
1.84,1,0.963983,11,0,12,12,1,0.1,0,0
1.85,1,0.961275,11,0,12,12,1,0.1,0,0
1.86,1,0.958471,11,0,12,12,1,0.1,0,0
1.87,1,0.955572,11,0,12,12,1,0.1,0,0
1.88,1,0.952576,11,0,12,12,1,0.1,0,0
1.89,1,0.949486,11,0,12,12,1,0.1,0,0
1.9,1,0.9463,11,0,12,12,1,0.1,0,0
1.91,1,0.94302,11,0,12,12,1,0.1,0,0
1.92,1,0.939645,11,0,12,12,1,0.1,0,0
1.93,1,0.936177,11,0,12,12,1,0.1,0,0
1.94,1,0.932615,11,0,12,12,1,0.1,0,0
1.95,1,0.92896,11,0,12,12,1,0.1,0,0
1.96,1,0.925212,11,0,12,12,1,0.1,0,0
1.97,1,0.921371,11,0,12,12,1,0.1,0,0
1.98,1,0.917438,11,0,12,12,1,0.1,0,0
1.99,1,0.913413,10,0,12,12,1,0.1,0,0
2,1,0.909297,10,0,12,12,1,0.1,0,0
2.01,1,0.905091,10,0,12,12,1,0.1,0,0
2.02,1,0.900793,10,0,12,12,1,0.1,0,0
2.03,1,0.896406,10,0,12,12,1,0.1,0,0
2.04,1,0.891929,10,0,12,12,1,0.1,0,0
2.05,1,0.887362,10,0,12,12,1,0.1,0,0
2.06,1,0.882707,10,0,12,12,1,0.1,0,0
2.07,1,0.877964,10,0,12,12,1,0.1,0,0
2.08,1,0.873133,10,0,12,12,1,0.1,0,0
2.09,1,0.868215,10,0,12,12,1,0.1,0,0
2.1,1,0.863209,10,0,12,12,1,0.1,0,0
2.11,1,0.858118,10,0,12,12,1,0.1,0,0
2.12,1,0.85294,10,0,12,12,1,0.1,0,0
2.13,1,0.847678,10,0,12,12,1,0.1,0,0
2.14,1,0.84233,10,0,12,12,1,0.1,0,0
2.15,1,0.836899,10,0,12,12,1,0.1,0,0
2.16,1,0.831383,9,0,12,12,1,0.1,0,0
2.17,1,0.825785,9,0,12,12,1,0.1,0,0
2.18,1,0.820104,9,0,12,12,1,0.1,0,0
2.19,1,0.814341,9,0,12,12,1,0.1,0,0
2.2,1,0.808496,9,0,12,12,1,0.1,0,0
2.21,1,0.802571,9,0,12,12,1,0.1,0,0
2.22,1,0.796565,9,0,12,12,1,0.1,0,0
2.23,1,0.79048,9,0,12,12,1,0.1,0,0
2.24,1,0.784316,9,0,12,12,1,0.1,0,0
2.25,1,0.778073,9,0,12,12,1,0.1,0,0
2.26,1,0.771753,9,0,12,12,1,0.1,0,0
2.27,1,0.765355,9,0,12,12,1,0.1,0,0
2.28,1,0.758881,9,0,12,12,1,0.1,0,0
2.29,1,0.752331,9,0,12,12,1,0.1,0,0
2.3,1,0.745705,8,0,12,12,1,0.1,0,0
2.31,1,0.739005,8,0,12,12,1,0.1,0,0
2.32,1,0.732231,8,0,12,12,1,0.1,0,0
2.33,1,0.725384,8,0,12,12,1,0.1,0,0
2.34,1,0.718465,8,0,12,12,1,0.1,0,0
2.35,1,0.711473,8,0,12,12,1,0.1,0,0
2.36,1,0.704411,8,0,12,12,1,0.1,0,0
2.37,1,0.697278,8,0,12,12,1,0.1,0,0
2.38,1,0.690075,8,0,12,12,1,0.1,0,0
2.39,1,0.682803,8,0,12,12,1,0.1,0,0
2.4,1,0.675463,8,0,12,12,1,0.1,0,0
2.41,1,0.668056,8,0,12,12,1,0.1,0,0
2.42,1,0.660581,7,0,12,12,1,0.1,0,0
2.43,1,0.653041,7,0,12,12,1,0.1,0,0
2.44,1,0.645435,7,0,12,12,1,0.1,0,0
2.45,1,0.637765,7,0,12,12,1,0.1,0,0
2.46,1,0.630031,7,0,12,12,1,0.1,0,0
2.47,1,0.622234,7,0,12,12,1,0.1,0,0
2.48,1,0.614374,7,0,12,12,1,0.1,0,0
2.49,1,0.606454,7,0,12,12,1,0.1,0,0
2.5,1,0.598472,7,0,12,12,1,0.1,0,0
2.51,1,0.590431,7,0,12,12,1,0.1,0,0
2.52,1,0.582331,6,0,12,12,1,0.1,0,0
2.53,1,0.574172,6,0,12,12,1,0.1,0,0
2.54,1,0.565956,6,0,12,12,1,0.1,0,0
2.55,1,0.557684,6,0,12,12,1,0.1,0,0
2.56,1,0.549355,6,0,12,12,1,0.1,0,0
2.57,1,0.540972,6,0,12,12,1,0.1,0,0
2.58,1,0.532535,6,0,12,12,1,0.1,0,0
2.59,1,0.524044,6,0,12,12,1,0.1,0,0
2.6,1,0.515501,6,0,12,12,1,0.1,0,0
2.61,1,0.506907,6,0,12,12,1,0.1,0,0
2.62,1,0.498262,5,0,12,12,1,0.1,0,0
2.63,1,0.489567,5,0,12,12,1,0.1,0,0
2.64,1,0.480823,5,0,12,12,1,0.1,0,0
2.65,1,0.472031,5,0,12,12,1,0.1,0,0
2.66,1,0.463191,5,0,12,12,1,0.1,0,0
2.67,1,0.454306,5,0,12,12,1,0.1,0,0
2.68,1,0.445375,5,0,12,12,1,0.1,0,0
2.69,1,0.436399,5,0,12,12,1,0.1,0,0
2.7,1,0.42738,5,0,12,12,1,0.1,0,0
2.71,1,0.418318,5,0,12,12,1,0.1,0,0
2.72,1,0.409214,4,0,12,12,1,0.1,0,0
2.73,1,0.400069,4,0,12,12,1,0.1,0,0
2.74,1,0.390885,4,0,12,12,1,0.1,0,0
2.75,1,0.381661,4,0,12,12,1,0.1,0,0
2.76,1,0.372399,4,0,12,12,1,0.1,0,0
2.77,1,0.3631,4,0,12,12,1,0.1,0,0
2.78,1,0.353764,4,0,12,12,1,0.1,0,0
2.79,1,0.344393,4,0,12,12,1,0.1,0,0
2.8,1,0.334988,4,0,12,12,1,0.1,0,0
2.81,1,0.325549,3,0,12,12,1,0.1,0,0
2.82,1,0.316078,3,0,12,12,1,0.1,0,0
2.83,1,0.306575,3,0,12,12,1,0.1,0,0
2.84,1,0.297041,3,0,12,12,1,0.1,0,0
2.85,1,0.287478,3,0,12,12,1,0.1,0,0
2.86,1,0.277886,3,0,12,12,1,0.1,0,0
2.87,1,0.268266,3,0,12,12,1,0.1,0,0
2.88,1,0.258619,3,0,12,12,1,0.1,0,0
2.89,1,0.248947,2,0,12,12,1,0.1,0,0
2.9,1,0.239249,2,0,12,12,1,0.1,0,0
2.91,1,0.229528,2,0,12,12,1,0.1,0,0
2.92,1,0.219784,2,0,12,12,1,0.1,0,0
2.93,1,0.210017,2,0,12,12,1,0.1,0,0
2.94,1,0.20023,2,0,12,12,1,0.1,0,0
2.95,1,0.190423,2,0,12,12,1,0.1,0,0
2.96,1,0.180596,2,0,12,12,1,0.1,0,0
2.97,1,0.170752,2,0,12,12,1,0.1,0,0
2.98,1,0.16089,1,0,12,12,1,0.1,0,0
2.99,1,0.151013,1,0,12,12,1,0.1,0,0
3,1,0.14112,1,0,12,12,1,0.1,0,0
3.01,1,0.131213,1,0,12,12,1,0.1,0,0
3.02,1,0.121293,1,0,12,12,1,0.1,0,0
3.03,1,0.111361,1,0,12,12,1,0.1,0,0
3.04,1,0.101418,1,0,12,12,1,0.1,0,0
3.05,1,0.0914646,1,0,12,12,1,0.1,0,0
3.06,1,0.0815022,0,0,12,12,1,0.1,0,0
3.07,1,0.0715315,0,0,12,12,1,0.1,0,0
3.08,1,0.0615537,0,0,12,12,1,0.1,0,0
3.09,1,0.0515698,0,0,12,12,1,0.1,0,0
3.1,1,0.0415807,0,0,12,12,1,0.1,0,0
3.11,1,0.0315874,0,0,12,12,1,0.1,0,0
3.12,1,0.021591,0,0,12,12,1,0.1,0,0
3.13,1,0.0115924,0,0,12,12,1,0.1,0,0
3.14,1,0.00159265,0,0,12,12,1,0.1,0,0
3.15,1,-0.00840725,-1,-1,12,12,1,0.1,0,0
3.16,1,-0.0184063,-1,-1,12,12,1,0.1,0,0
3.17,1,-0.0284035,-1,-1,12,12,1,0.1,0,0
3.18,1,-0.0383979,-1,-1,12,12,1,0.1,0,0
3.19,1,-0.0483884,-1,-1,12,12,1,0.1,0,0
3.2,1,-0.0583741,-1,-1,12,12,1,0.1,0,0
3.21,1,-0.068354,-1,-1,12,12,1,0.1,0,0
3.22,1,-0.078327,-1,-1,12,12,1,0.1,0,0
3.23,1,-0.0882922,-2,-1,12,12,1,0.1,0,0
3.24,1,-0.0982486,-2,-1,12,12,1,0.1,0,0
3.25,1,-0.108195,-2,-1,12,12,1,0.1,0,0
3.26,1,-0.118131,-2,-1,12,12,1,0.1,0,0
3.27,1,-0.128055,-2,-1,12,12,1,0.1,0,0
3.28,1,-0.137966,-2,-1,12,12,1,0.1,0,0
3.29,1,-0.147863,-2,-1,12,12,1,0.1,0,0
3.3,1,-0.157746,-2,-1,12,12,1,0.1,0,0
3.31,1,-0.167612,-3,-1,12,12,1,0.1,0,0
3.32,1,-0.177462,-3,-1,12,12,1,0.1,0,0
3.33,1,-0.187295,-3,-1,12,12,1,0.1,0,0
3.34,1,-0.197108,-3,-1,12,12,1,0.1,0,0
3.35,1,-0.206902,-3,-1,12,12,1,0.1,0,0
3.36,1,-0.216675,-3,-1,12,12,1,0.1,0,0
3.37,1,-0.226427,-3,-1,12,12,1,0.1,0,0
3.38,1,-0.236155,-3,-1,12,12,1,0.1,0,0
3.39,1,-0.245861,-3,-1,12,12,1,0.1,0,0
3.4,1,-0.255541,-4,-1,12,12,1,0.1,0,0
3.41,1,-0.265196,-4,-1,12,12,1,0.1,0,0
3.42,1,-0.274825,-4,-1,12,12,1,0.1,0,0
3.43,1,-0.284426,-4,-1,12,12,1,0.1,0,0
3.44,1,-0.293998,-4,-1,12,12,1,0.1,0,0
3.45,1,-0.303542,-4,-1,12,12,1,0.1,0,0
3.46,1,-0.313054,-4,-1,12,12,1,0.1,0,0
3.47,1,-0.322536,-4,-1,12,12,1,0.1,0,0
3.48,1,-0.331985,-4,-1,12,12,1,0.1,0,0
3.49,1,-0.341401,-5,-1,12,12,1,0.1,0,0
3.5,1,-0.350783,-5,-1,12,12,1,0.1,0,0
3.51,1,-0.36013,-5,-1,12,12,1,0.1,0,0
3.52,1,-0.369441,-5,-1,12,12,1,0.1,0,0
3.53,1,-0.378715,-5,-1,12,12,1,0.1,0,0
3.54,1,-0.387951,-5,-1,12,12,1,0.1,0,0
3.55,1,-0.397148,-5,-1,12,12,1,0.1,0,0
3.56,1,-0.406306,-5,-1,12,12,1,0.1,0,0
3.57,1,-0.415423,-5,-1,12,12,1,0.1,0,0
3.58,1,-0.424498,-6,-1,12,12,1,0.1,0,0
3.59,1,-0.433531,-6,-1,12,12,1,0.1,0,0
3.6,1,-0.44252,-6,-1,12,12,1,0.1,0,0
3.61,1,-0.451466,-6,-1,12,12,1,0.1,0,0
3.62,1,-0.460366,-6,-1,12,12,1,0.1,0,0
3.63,1,-0.46922,-6,-1,12,12,1,0.1,0,0
3.64,1,-0.478027,-6,-1,12,12,1,0.1,0,0
3.65,1,-0.486787,-6,-1,12,12,1,0.1,0,0
3.66,1,-0.495497,-6,-1,12,12,1,0.1,0,0
3.67,1,-0.504159,-7,-1,12,12,1,0.1,0,0
3.68,1,-0.512769,-7,-1,12,12,1,0.1,0,0
3.69,1,-0.521329,-7,-1,12,12,1,0.1,0,0
3.7,1,-0.529836,-7,-1,12,12,1,0.1,0,0
3.71,1,-0.538291,-7,-1,12,12,1,0.1,0,0
3.72,1,-0.546691,-7,-1,12,12,1,0.1,0,0
3.73,1,-0.555037,-7,-1,12,12,1,0.1,0,0
3.74,1,-0.563327,-7,-1,12,12,1,0.1,0,0
3.75,1,-0.571561,-7,-1,12,12,1,0.1,0,0
3.76,1,-0.579738,-7,-1,12,12,1,0.1,0,0
3.77,1,-0.587857,-8,-1,12,12,1,0.1,0,0
3.78,1,-0.595917,-8,-1,12,12,1,0.1,0,0
3.79,1,-0.603918,-8,-1,12,12,1,0.1,0,0
3.8,1,-0.611858,-8,-1,12,12,1,0.1,0,0
3.81,1,-0.619737,-8,-1,12,12,1,0.1,0,0
3.82,1,-0.627554,-8,-1,12,12,1,0.1,0,0
3.83,1,-0.635308,-8,-1,12,12,1,0.1,0,0
3.84,1,-0.642999,-8,-1,12,12,1,0.1,0,0
3.85,1,-0.650625,-8,-1,12,12,1,0.1,0,0
3.86,1,-0.658186,-8,-1,12,12,1,0.1,0,0
3.87,1,-0.665682,-8,-1,12,12,1,0.1,0,0
3.88,1,-0.673111,-9,-1,12,12,1,0.1,0,0
3.89,1,-0.680473,-9,-1,12,12,1,0.1,0,0
3.9,1,-0.687766,-9,-1,12,12,1,0.1,0,0
3.91,1,-0.694991,-9,-1,12,12,1,0.1,0,0
3.92,1,-0.702146,-9,-1,12,12,1,0.1,0,0
3.93,1,-0.709231,-9,-1,12,12,1,0.1,0,0
3.94,1,-0.716246,-9,-1,12,12,1,0.1,0,0
3.95,1,-0.723188,-9,-1,12,12,1,0.1,0,0
3.96,1,-0.730058,-9,-1,12,12,1,0.1,0,0
3.97,1,-0.736856,-9,-1,12,12,1,0.1,0,0
3.98,1,-0.743579,-9,-1,12,12,1,0.1,0,0
3.99,1,-0.750228,-10,-1,12,12,1,0.1,0,0
4,1,-0.756802,-10,-1,12,12,1,0.1,0,0
4.01,1,-0.763301,-10,-1,12,12,1,0.1,0,0
4.02,1,-0.769723,-10,-1,12,12,1,0.1,0,0
4.03,1,-0.776068,-10,-1,12,12,1,0.1,0,0
4.04,1,-0.782336,-10,-1,12,12,1,0.1,0,0
4.05,1,-0.788525,-10,-1,12,12,1,0.1,0,0
4.06,1,-0.794636,-10,-1,12,12,1,0.1,0,0
4.07,1,-0.800667,-10,-1,12,12,1,0.1,0,0
4.08,1,-0.806618,-10,-1,12,12,1,0.1,0,0
4.09,1,-0.812488,-10,-1,12,12,1,0.1,0,0
4.1,1,-0.818277,-10,-1,12,12,1,0.1,0,0
4.11,1,-0.823984,-10,-1,12,12,1,0.1,0,0
4.12,1,-0.829609,-10,-1,12,12,1,0.1,0,0
4.13,1,-0.835151,-11,-1,12,12,1,0.1,0,0
4.14,1,-0.840609,-11,-1,12,12,1,0.1,0,0
4.15,1,-0.845984,-11,-1,12,12,1,0.1,0,0
4.16,1,-0.851273,-11,-1,12,12,1,0.1,0,0
4.17,1,-0.856478,-11,-1,12,12,1,0.1,0,0
4.18,1,-0.861597,-11,-1,12,12,1,0.1,0,0
4.19,1,-0.86663,-11,-1,12,12,1,0.1,0,0
4.2,1,-0.871576,-11,-1,12,12,1,0.1,0,0
4.21,1,-0.876435,-11,-1,12,12,1,0.1,0,0
4.22,1,-0.881206,-11,-1,12,12,1,0.1,0,0
4.23,1,-0.885889,-11,-1,12,12,1,0.1,0,0
4.24,1,-0.890484,-11,-1,12,12,1,0.1,0,0
4.25,1,-0.894989,-11,-1,12,12,1,0.1,0,0
4.26,1,-0.899405,-11,-1,12,12,1,0.1,0,0
4.27,1,-0.903732,-11,-1,12,12,1,0.1,0,0
4.28,1,-0.907967,-11,-1,12,12,1,0.1,0,0
4.29,1,-0.912112,-11,-1,12,12,1,0.1,0,0
4.3,1,-0.916166,-11,-1,12,12,1,0.1,0,0
4.31,1,-0.920128,-12,-1,12,12,1,0.1,0,0
4.32,1,-0.923998,-12,-1,12,12,1,0.1,0,0
4.33,1,-0.927776,-12,-1,12,12,1,0.1,0,0
4.34,1,-0.931461,-12,-1,12,12,1,0.1,0,0
4.35,1,-0.935053,-12,-1,12,12,1,0.1,0,0
4.36,1,-0.938551,-12,-1,12,12,1,0.1,0,0
4.37,1,-0.941955,-12,-1,12,12,1,0.1,0,0
4.38,1,-0.945266,-12,-1,12,12,1,0.1,0,0
4.39,1,-0.948481,-12,-1,12,12,1,0.1,0,0
4.4,1,-0.951602,-12,-1,12,12,1,0.1,0,0
4.41,1,-0.954628,-12,-1,12,12,1,0.1,0,0
4.42,1,-0.957558,-12,-1,12,12,1,0.1,0,0
4.43,1,-0.960392,-12,-1,12,12,1,0.1,0,0
4.44,1,-0.963131,-12,-1,12,12,1,0.1,0,0
4.45,1,-0.965773,-12,-1,12,12,1,0.1,0,0
4.46,1,-0.968319,-12,-1,12,12,1,0.1,0,0
4.47,1,-0.970767,-12,-1,12,12,1,0.1,0,0
4.48,1,-0.973119,-12,-1,12,12,1,0.1,0,0
4.49,1,-0.975373,-12,-1,12,12,1,0.1,0,0
4.5,1,-0.97753,-12,-1,12,12,1,0.1,0,0
4.51,1,-0.979589,-12,-1,12,12,1,0.1,0,0
4.52,1,-0.98155,-12,-1,12,12,1,0.1,0,0
4.53,1,-0.983413,-12,-1,12,12,1,0.1,0,0
4.54,1,-0.985178,-12,-1,12,12,1,0.1,0,0
4.55,1,-0.986844,-12,-1,12,12,1,0.1,0,0
4.56,1,-0.988411,-12,-1,12,12,1,0.1,0,0
4.57,1,-0.98988,-12,-1,12,12,1,0.1,0,0
4.58,1,-0.991249,-12,-1,12,12,1,0.1,0,0
4.59,1,-0.99252,-12,-1,12,12,1,0.1,0,0
4.6,1,-0.993691,-12,-1,12,12,1,0.1,0,0
4.61,1,-0.994763,-12,-1,12,12,1,0.1,0,0
