"time","driveAngle","PI.I.y","inertia1.phi","inertia1.w","integrator.y","spring.phi_rel","spring.w_rel"
5.08314931250292E-01,1.57000000000000E+00,-9.97183840104787E-02,6.96899036532966E-06,2.14073912818408E-03,8.31493125029135E-03,9.93953581220579E-04,-1.75963326120273E-03
5.12469949502500E-01,1.57000000000000E+00,-9.94120487985436E-02,1.94829641187090E-05,3.98339736651615E-03,1.24699495025000E-02,9.84403190721317E-04,-2.90437313112686E-03
5.16624967754709E-01,1.57000000000000E+00,-9.90125654430932E-02,3.99533012327891E-05,5.98525324812386E-03,1.66249677547086E-02,9.70733578429341E-04,-3.75493345874967E-03
5.20779986006918E-01,1.57000000000000E+00,-9.85293468810360E-02,6.93299395900613E-05,8.21811911934396E-03,2.07799860069172E-02,9.53789056882027E-04,-4.40444242400035E-03
5.24935004259126E-01,1.57000000000000E+00,-9.79664512404455E-02,1.08011683551572E-04,1.04613816142783E-02,2.49350042591258E-02,9.35106821392126E-04,-4.58209636347329E-03
5.29090022511335E-01,1.57000000000000E+00,-9.73280707335329E-02,1.56411779584704E-04,1.28512121127313E-02,2.90900225113345E-02,9.16130796356605E-04,-4.48652943127278E-03
5.33245040763544E-01,1.57000000000000E+00,-9.66214317989656E-02,2.15250333223522E-04,1.54747377068187E-02,3.32450407635431E-02,8.97790960393961E-04,-4.26273664203212E-03
5.37400059015752E-01,1.57000000000000E+00,-9.58562110853557E-02,2.85494480344571E-04,1.83559536585693E-02,3.74000590157517E-02,8.80551537834532E-04,-3.97939874358811E-03
5.41555077267961E-01,1.57000000000000E+00,-9.50428847407530E-02,3.68191960640146E-04,2.14856802132410E-02,4.15550772679604E-02,8.64612297951854E-04,-3.66365629737101E-03
5.45710095520169E-01,1.57000000000000E+00,-9.41915769485712E-02,4.64355368104552E-04,2.48455954015208E-02,4.57100955201690E-02,8.50056793944544E-04,-3.32989752710198E-03
5.49865113772378E-01,1.57000000000000E+00,-9.33116284617251E-02,5.74918867101986E-04,2.84174282080674E-02,4.98651137723776E-02,8.36914219439843E-04,-2.99069168653219E-03
5.56852044886059E-01,1.57000000000000E+00,-9.17971847267922E-02,7.96287191108637E-04,3.48360478452318E-02,5.68520448860586E-02,8.17889257066550E-04,-2.44413260549766E-03
5.63838975999740E-01,1.57000000000000E+00,-9.02617082154246E-02,1.06436945759421E-03,4.17120525426493E-02,6.38389759997395E-02,8.02486447563907E-04,-1.94530801107507E-03
5.70825907113421E-01,1.57000000000000E+00,-8.87316799619695E-02,1.38181376083310E-03,4.89664655410211E-02,7.08259071134205E-02,7.90331380102136E-04,-1.50727068436588E-03
5.77812838227102E-01,1.57000000000000E+00,-8.72299238171381E-02,1.75090248285066E-03,5.65213718272378E-02,7.78128382271014E-02,7.80999638617528E-04,-1.13355611602765E-03
5.84799769340783E-01,1.57000000000000E+00,-8.57747175064963E-02,2.17346339518382E-03,6.43053438171052E-02,8.47997693407824E-02,7.74063251453213E-04,-8.21349160407756E-04
5.93495089672717E-01,1.57000000000000E+00,-8.40475577228045E-02,2.77591287311168E-03,7.42271979484643E-02,9.34950896727169E-02,7.68227906330086E-04,-5.10319540790950E-04
6.02190410004652E-01,1.57000000000000E+00,-8.24313418918913E-02,3.46506534207199E-03,8.43143566958088E-02,1.02190410004651E-01,7.64852606087847E-04,-2.72594484728978E-04
6.10885730336586E-01,1.57000000000000E+00,-8.09387945425494E-02,4.24219325485252E-03,9.44806809017190E-02,1.10885730336586E-01,7.63319769050198E-04,-9.40121769940812E-05
6.19581050668521E-01,1.57000000000000E+00,-7.95752897577568E-02,5.10783401974044E-03,1.04662771731904E-01,1.19581050668520E-01,7.63137603938676E-04,3.78640938717849E-05
6.28276371000455E-01,1.57000000000000E+00,-7.83406090047922E-02,6.06196578347412E-03,1.14816929178464E-01,1.28276371000455E-01,7.63931058327700E-04,1.32973440866181E-04
6.36971691332390E-01,1.57000000000000E+00,-7.72309150360969E-02,7.10420482130642E-03,1.24913715098377E-01,1.36971691332389E-01,7.65413317289974E-04,1.99079068617943E-04
6.50030196491851E-01,1.57000000000000E+00,-7.57854163569710E-02,8.83356276985302E-03,1.39929356925144E-01,1.50030196491850E-01,7.68465060069216E-04,2.56942799178148E-04
6.63088701651312E-01,1.57000000000000E+00,-7.45826133567128E-02,1.07577148432879E-02,1.54735078160545E-01,1.63088701651311E-01,7.72015711680386E-04,2.79538682606908E-04
6.76147206810772E-01,1.57000000000000E+00,-7.35940052546156E-02,1.28738109635407E-02,1.69317585998073E-01,1.76147206810772E-01,7.75683301361474E-04,2.79133086003454E-04
6.98019160600277E-01,1.57000000000000E+00,-7.23398510506647E-02,1.68402702919521E-02,1.93254725114767E-01,1.98019160600277E-01,7.81459179127483E-04,2.50185545744436E-04
7.19891114389781E-01,1.57000000000000E+00,-7.14787097061578E-02,2.13244132688792E-02,2.16654423096441E-01,2.19891114389781E-01,7.86359754679396E-04,2.06699736084901E-04
7.41763068179285E-01,1.57000000000000E+00,-7.09013945700820E-02,2.63153212292256E-02,2.39625954445667E-01,2.41763068179285E-01,7.90287138091804E-04,1.61352521510077E-04
7.63635021968789E-01,1.57000000000000E+00,-7.05242142794779E-02,3.18046250366910E-02,2.62269637926799E-01,2.63635021968789E-01,7.93307481210523E-04,1.20240014049429E-04
7.85506975758294E-01,1.57000000000000E+00,-7.02858742489513E-02,3.77861952327283E-02,2.84666848551085E-01,2.85506975758293E-01,7.95536435965905E-04,8.61462243781915E-05
8.07378929547798E-01,1.57000000000000E+00,-7.01414744263516E-02,4.42555418121214E-02,3.06883785079096E-01,3.07378929547798E-01,7.97114784182797E-04,5.97228171268131E-05
8.45073509668700E-01,1.57000000000000E+00,-7.00194287536206E-02,5.65402976174018E-02,3.44902858677817E-01,3.45073509668700E-01,7.98729220135877E-04,3.02989358236053E-05
8.82768089789602E-01,1.57000000000000E+00,-6.99759883874688E-02,7.02537953238300E-02,3.82735706778149E-01,3.82768089789602E-01,7.99497831903669E-04,1.49287528896341E-05
9.20462669910504E-01,1.57000000000000E+00,-6.99663400038217E-02,8.53915535989999E-02,4.20483361487974E-01,4.20462669910504E-01,7.99859079448450E-04,6.70434894840954E-06
9.58157250031406E-01,1.57000000000000E+00,-6.99715825533696E-02,1.01951682337978E-01,4.58191381556018E-01,4.58157250031406E-01,8.00022988706576E-04,2.07298382005465E-06
1.01581911734145E+00,1.57000000000000E+00,-6.99816260473591E-02,1.30033334716652E-01,5.15853679274463E-01,5.15819117341446E-01,8.00121304950570E-04,-1.35116799235418E-06
1.07348098465149E+00,1.57000000000000E+00,-6.99876111850740E-02,1.61439472201345E-01,5.73510107631928E-01,5.73480984651487E-01,8.00131368355150E-04,-2.16445479813626E-06
1.13114285196153E+00,1.57000000000000E+00,-6.99929830189927E-02,1.96170439297310E-01,6.31160905141302E-01,6.31142851961527E-01,8.00087679939814E-04,-1.56112649161501E-06
1.18880471927157E+00,1.57000000000000E+00,-6.99978246623210E-02,2.34226244315913E-01,6.88811246578981E-01,6.88804719271567E-01,8.00035110571682E-04,-6.84341824012497E-07
1.31682228387797E+00,1.57000000000000E+00,-7.00014635099404E-02,3.30599959274969E-01,8.16817050284451E-01,8.16822283877972E-01,7.99969204016841E-04,6.41960109563905E-07
1.44483984848438E+00,1.57000000000000E+00,-7.00001012832207E-02,4.43361670974452E-01,9.44837009074351E-01,9.44839848484378E-01,7.99976763873110E-04,5.77967543878793E-07
1.50000000000000E+00,1.57000000000000E+00,-6.99994254800397E-02,4.97000433752160E-01,1.00000001821055E+00,1.00000000000000E+00,7.99994740911896E-04,1.86572559228360E-07
1.50000000000000E+00,1.57000000000000E+00,-6.99994254800397E-02,4.97000433752160E-01,1.00000001821055E+00,1.00000000000000E+00,7.99994740911896E-04,1.86572559228360E-07
1.50104480424073E+00,1.57000000000000E+00,-7.00093932912924E-02,4.98046234774012E-01,1.00095403625522E+00,1.00000000000000E+00,8.00084631797012E-04,8.60361028524816E-05
1.50208960848146E+00,1.57000000000000E+00,-7.00285416429468E-02,4.99092953849905E-01,1.00183272147145E+00,1.00000000000000E+00,8.00333276253399E-04,2.37981859850315E-04
1.50313441272218E+00,1.57000000000000E+00,-7.00562190283540E-02,5.00140525829174E-01,1.00264904987219E+00,1.00000000000000E+00,8.00792333772249E-04,4.39371798830435E-04
1.50417921696291E+00,1.57000000000000E+00,-7.00918873076273E-02,5.01188896897829E-01,1.00341387198482E+00,1.00000000000000E+00,8.01498833933673E-04,6.76203382182414E-04
1.50522402120364E+00,1.57000000000000E+00,-7.01351022108534E-02,5.02238022628879E-01,1.00413617226454E+00,1.00000000000000E+00,8.02477634797370E-04,9.36827039418596E-04
1.50626882544437E+00,1.57000000000000E+00,-7.01854967591142E-02,5.03287866324432E-01,1.00482334836463E+00,1.00000000000000E+00,8.03743526008675E-04,1.21160611903082E-03
1.50813431395738E+00,1.57000000000000E+00,-7.02888191653787E-02,5.05163687078070E-01,1.00599385279583E+00,1.00000000000000E+00,8.06573586714882E-04,1.71436207300398E-03
1.50999980247039E+00,1.57000000000000E+00,-7.04110121179649E-02,5.07041394886340E-01,1.00709741966485E+00,1.00000000000000E+00,8.10245380983006E-04,2.21342189294516E-03
1.51186529098340E+00,1.57000000000000E+00,-7.05529425420666E-02,5.08921076441762E-01,1.00814472048808E+00,1.00000000000000E+00,8.14807382835160E-04,2.68595611601847E-03
1.51373077949641E+00,1.57000000000000E+00,-7.07140685327916E-02,5.10802677553846E-01,1.00914857053285E+00,1.00000000000000E+00,8.20207051967027E-04,3.11352944883537E-03
1.51559626800942E+00,1.57000000000000E+00,-7.08936691325631E-02,5.12686126126835E-01,1.01011790275030E+00,1.00000000000000E+00,8.26350663792253E-04,3.48460103066700E-03
1.51746175652244E+00,1.57000000000000E+00,-7.10911079932774E-02,5.14571358525918E-01,1.01105737742906E+00,1.00000000000000E+00,8.33127649684310E-04,3.79368255165850E-03
1.51932724503545E+00,1.57000000000000E+00,-7.13058199571944E-02,5.16458318235321E-01,1.01196844723361E+00,1.00000000000000E+00,8.40421910829159E-04,4.03978859848776E-03
1.52344015845242E+00,1.57000000000000E+00,-7.18369882223250E-02,5.20624348478810E-01,1.01386975979379E+00,1.00000000000000E+00,8.57697762892390E-04,4.37770629565965E-03
1.52755307186940E+00,1.57000000000000E+00,-7.24430741705643E-02,5.24797870490609E-01,1.01560686790782E+00,1.00000000000000E+00,8.75891515746880E-04,4.47079917003701E-03
1.53166598528637E+00,1.57000000000000E+00,-7.31170627303700E-02,5.28978182763566E-01,1.01715575887142E+00,1.00000000000000E+00,8.94145386756896E-04,4.37597408882815E-03
1.53577889870335E+00,1.57000000000000E+00,-7.38506870743655E-02,5.33164458614941E-01,1.01849508000402E+00,1.00000000000000E+00,9.11770472366688E-04,4.15303135742116E-03
1.53989181212033E+00,1.57000000000000E+00,-7.46349845570482E-02,5.37355801780185E-01,1.01961253305742E+00,1.00000000000000E+00,9.28312511872605E-04,3.85349619909967E-03
1.54400472553730E+00,1.57000000000000E+00,-7.54607432652154E-02,5.41551291067978E-01,1.02050659952375E+00,1.00000000000000E+00,9.43522642806744E-04,3.51605322708103E-03
1.55036654939690E+00,1.57000000000000E+00,-7.67988071570461E-02,5.48046921316763E-01,1.02147025578056E+00,1.00000000000000E+00,9.64233598463703E-04,2.97589988140081E-03
1.55672837325651E+00,1.57000000000000E+00,-7.81833369634068E-02,5.54547198157001E-01,1.02197201788892E+00,1.00000000000000E+00,9.81534614864989E-04,2.46229548750627E-03
1.56309019711611E+00,1.57000000000000E+00,-7.95868071549573E-02,5.61049369035759E-01,1.02207984459899E+00,1.00000000000000E+00,9.95682476346879E-04,2.00014099266123E-03
1.57469726180705E+00,1.57000000000000E+00,-8.21242475263294E-02,5.72910177763836E-01,1.02148232485259E+00,1.00000000000000E+00,1.01449038838586E-03,1.31424485738986E-03
1.58630432649799E+00,1.57000000000000E+00,-8.45477897773790E-02,5.84759596679881E-01,1.02018267190678E+00,1.00000000000000E+00,1.02624413265490E-03,8.04303150720141E-04
1.59791139118893E+00,1.57000000000000E+00,-8.67936246883839E-02,5.96591244861921E-01,1.01848585885794E+00,1.00000000000000E+00,1.03298664730869E-03,4.20838212747985E-04
1.60951845587987E+00,1.57000000000000E+00,-8.88286692336640E-02,6.08401814007389E-01,1.01659595502371E+00,1.00000000000000E+00,1.03611033960531E-03,1.39206956020961E-04
1.62112552057081E+00,1.57000000000000E+00,-9.06400015425564E-02,6.20190011929218E-01,1.01464805473669E+00,1.00000000000000E+00,1.03660201554684E-03,-5.14167217526657E-05
1.63273258526175E+00,1.57000000000000E+00,-9.22275223818542E-02,6.31955828704088E-01,1.01274041047866E+00,1.00000000000000E+00,1.03530197411945E-03,-1.68210245652319E-04
1.65206000933934E+00,1.57000000000000E+00,-9.43997067339871E-02,6.51500471216897E-01,1.00983415077882E+00,1.00000000000000E+00,1.03099355853541E-03,-2.57521590682024E-04
1.68383995098006E+00,1.57000000000000E+00,-9.68622514343194E-02,6.83526667327643E-01,1.00611858476994E+00,1.00000000000000E+00,1.02250118222200E-03,-2.60946710355197E-04
1.71561989262077E+00,1.57000000000000E+00,-9.83015703102314E-02,7.15450540855948E-01,1.00370030800608E+00,1.00000000000000E+00,1.01538279174492E-03,-1.99949903720362E-04
1.74739983426148E+00,1.57000000000000E+00,-9.91316235280344E-02,7.47313487818441E-01,1.00215550375032E+00,1.00000000000000E+00,1.01006988680514E-03,-1.43971411467144E-04
1.75299640861417E+00,1.57000000000000E+00,-9.92462543290727E-02,7.52921525251230E-01,1.00192613159841E+00,1.00000000000000E+00,1.00926240891420E-03,-1.45721937170056E-04
1.75299640861417E+00,1.57000000000000E+00,-9.92462543290727E-02,7.52921525251230E-01,1.00192613159841E+00,1.00000000000000E+00,1.00926240891420E-03,-1.45721937170056E-04
1.76859974313702E+00,1.57000000000000E+00,-9.94709649472770E-02,7.68547330835906E-01,1.00144014484773E+00,1.00000000000000E+00,1.00727205759437E-03,-1.27559357066077E-04
1.78420307765988E+00,1.57000000000000E+00,-9.96366912897532E-02,7.84167237993010E-01,1.00106212131922E+00,1.00000000000000E+00,1.00562256029698E-03,-1.05714409632893E-04
1.79980641218273E+00,1.57000000000000E+00,-9.97572594021972E-02,7.99782629327110E-01,1.00077270734867E+00,1.00000000000000E+00,1.00429540496937E-03,-8.50558786461156E-05
1.81540974670559E+00,1.57000000000000E+00,-9.98436974687670E-02,8.15394607656623E-01,1.00055397175831E+00,1.00000000000000E+00,1.00324684853235E-03,-6.72007919580902E-05
1.83101308122845E+00,1.57000000000000E+00,-9.99046395866472E-02,8.31004036391267E-01,1.00039057111685E+00,1.00000000000000E+00,1.00242902475379E-03,-5.24133977557438E-05
1.84661641575130E+00,1.57000000000000E+00,-9.99467542902838E-02,8.46611582384486E-01,1.00026990835580E+00,1.00000000000000E+00,1.00179783486817E-03,-4.04522433834589E-05
1.86221975027416E+00,1.57000000000000E+00,-9.99751347195087E-02,8.62217754950265E-01,1.00018188694988E+00,1.00000000000000E+00,1.00131532958155E-03,-3.09232161877317E-05
1.87782308479701E+00,1.57000000000000E+00,-9.99936311220519E-02,8.77822939113375E-01,1.00011854134467E+00,1.00000000000000E+00,1.00094993015611E-03,-2.34180344573690E-05
1.90212835318607E+00,1.57000000000000E+00,-1.00011328861840E-01,9.02129977276405E-01,1.00004917455610E+00,1.00000000000000E+00,1.00052571307027E-03,-1.43480214457545E-05
1.92643362157512E+00,1.57000000000000E+00,-1.00018670875757E-01,9.26435979866848E-01,1.00000899178032E+00,1.00000000000000E+00,1.00025255612169E-03,-8.12804116009091E-06
2.00430154318271E+00,1.57000000000000E+00,-1.00019378859205E-01,1.00430397227278E+00,9.99962786352885E-01,1.00000000000000E+00,9.99865571943076E-04,1.58880552436959E-06
2.07000000000000E+00,1.57000000000000E+00,-1.00008142614313E-01,1.07000130546559E+00,9.99976824927555E-01,1.00000000000000E+00,9.99879290599721E-04,2.29123528028493E-06
2.07000000000000E+00,1.57000000000000E+00,-1.00008142614313E-01,1.07000130546559E+00,9.99976824927555E-01,1.00000000000000E+00,9.99879290599721E-04,2.29123528028493E-06
2.07104489799833E+00,1.57000000000000E+00,-1.00017875191736E-01,1.07104608490983E+00,9.99886540040483E-01,9.98955102001673E-01,9.99971368882923E-04,8.81217911693445E-05
2.07208979599665E+00,1.57000000000000E+00,-1.00036795131842E-01,1.07209069127851E+00,9.99720901328497E-01,9.97910204003347E-01,1.00022220479829E-03,2.40057800635969E-04
2.07313469399498E+00,1.57000000000000E+00,-1.00064250777331E-01,1.07313505940591E+00,9.99492896978699E-01,9.96865306005021E-01,1.00068345341343E-03,4.41429322459851E-04
2.07417959199331E+00,1.57000000000000E+00,-1.00099703728076E-01,1.07417913545200E+00,9.99213366056296E-01,9.95820408006694E-01,1.00139215750877E-03,6.78251941047134E-04
2.07522448999163E+00,1.57000000000000E+00,-1.00142709496430E-01,1.07522287496803E+00,9.98891296278676E-01,9.94775510008368E-01,1.00237318290097E-03,9.38871922350412E-04
2.07626938798996E+00,1.57000000000000E+00,-1.00192900918821E-01,1.07626624123763E+00,9.98534087801023E-01,9.93730612010041E-01,1.00364132276899E-03,1.21364943768261E-03
2.07822047769462E+00,1.57000000000000E+00,-1.00300872268273E-01,1.07821363489690E+00,9.97806834107602E-01,9.91779522305385E-01,1.00661738198287E-03,1.73967989655545E-03
2.08017156739927E+00,1.57000000000000E+00,-1.00429470707235E-01,1.08015966553685E+00,9.97006933181999E-01,9.89828432600729E-01,1.01051417939459E-03,2.26086869591648E-03
2.08212265710393E+00,1.57000000000000E+00,-1.00579749257811E-01,1.08210408512103E+00,9.96146303423645E-01,9.87877342896072E-01,1.01538808149087E-03,2.75118587497358E-03
2.08407374680858E+00,1.57000000000000E+00,-1.00751043870356E-01,1.08404677226402E+00,9.95239433704273E-01,9.85926253191416E-01,1.02117281439563E-03,3.19002495716373E-03
2.08602483651324E+00,1.57000000000000E+00,-1.00942482836625E-01,1.08598765001131E+00,9.94296048933814E-01,9.83975163486760E-01,1.02775395553588E-03,3.56518354388381E-03
2.08797592621790E+00,1.57000000000000E+00,-1.01153320111351E-01,1.08792665501742E+00,9.93320748642847E-01,9.82024073782104E-01,1.03500026706081E-03,3.87159308643663E-03
2.08992701592255E+00,1.57000000000000E+00,-1.01382905765067E-01,1.08986372697479E+00,9.92314465754942E-01,9.80072984077447E-01,1.04277719199125E-03,4.10925414899183E-03
2.09446854390830E+00,1.57000000000000E+00,-1.01985560560985E-01,1.09436470797080E+00,9.89839686065395E-01,9.75531456091699E-01,1.06211741672567E-03,4.42512266220852E-03
2.09901007189405E+00,1.57000000000000E+00,-1.02677422638756E-01,1.09885398448895E+00,9.87156710437659E-01,9.70989928105951E-01,1.08228912967820E-03,4.46066459730744E-03
2.10116293478780E+00,1.57000000000000E+00,-1.03033747421830E-01,1.10097770766095E+00,9.85803317890366E-01,9.68837065212196E-01,1.09183918780024E-03,4.40157342743556E-03
2.10116293478780E+00,1.57000000000000E+00,-1.03033747421830E-01,1.10097770766095E+00,9.85803317890366E-01,9.68837065212196E-01,1.09183918780024E-03,4.40157342743556E-03
2.10237195012897E+00,1.57000000000000E+00,-1.03169975357500E-01,1.10216867979404E+00,9.85076113212650E-01,9.67628049871033E-01,1.09701784192139E-03,4.28336510284746E-03
2.10356139889348E+00,1.57000000000000E+00,-1.03239830017535E-01,1.10333955844295E+00,9.84398771188991E-01,9.66438601106526E-01,1.10190299879381E-03,4.10992937382858E-03
2.10356139889348E+00,1.57000000000000E+00,-1.03239830017535E-01,1.10333955844295E+00,9.84398771188991E-01,9.66438601106526E-01,1.10190299879381E-03,4.10992937382858E-03
2.10451739360394E+00,1.57000000000000E+00,-1.03257988961709E-01,1.10428013657943E+00,9.83873787365537E-01,9.65482606396062E-01,1.10567096628659E-03,3.94141039854582E-03
2.10547338831440E+00,1.57000000000000E+00,-1.03239468457468E-01,1.10522022801224E+00,9.83364680283811E-01,9.64526611685597E-01,1.10925506340870E-03,3.74907631067006E-03
2.10716146772102E+00,1.57000000000000E+00,-1.03141007912000E-01,1.10687931859654E+00,9.82489007010346E-01,9.62838532278979E-01,1.11519929202739E-03,3.37450681424961E-03
2.10884954712764E+00,1.57000000000000E+00,-1.02953499582978E-01,1.10853710447637E+00,9.81636698275948E-01,9.61150452872361E-01,1.12053702371749E-03,2.96489050922863E-03
2.11053762653426E+00,1.57000000000000E+00,-1.02679140611550E-01,1.11019348498106E+00,9.80796906997091E-01,9.59462373465743E-01,1.12517747272030E-03,2.53649802089599E-03
2.11222570594088E+00,1.57000000000000E+00,-1.02328650224389E-01,1.11184844464892E+00,9.79957229768581E-01,9.57774294059125E-01,1.12909704415328E-03,2.10793445704269E-03
2.11534426222982E+00,1.57000000000000E+00,-1.01535128101914E-01,1.11490199821971E+00,9.78365801849615E-01,9.54655737770186E-01,1.13456063890374E-03,1.37652004655298E-03
2.11846281851875E+00,1.57000000000000E+00,-1.00596097829958E-01,1.11795044943955E+00,9.76701961471605E-01,9.51537181481248E-01,1.13794885830914E-03,7.53724324630201E-04
2.12158137480769E+00,1.57000000000000E+00,-9.95671986344035E-02,1.12099355270475E+00,9.74947702137490E-01,9.48418625192310E-01,1.13963244686012E-03,2.66557036864174E-04
2.12469993109663E+00,1.57000000000000E+00,-9.84938010281000E-02,1.12403103089501E+00,9.73099527991445E-01,9.45300068903372E-01,1.14002786468092E-03,-7.97380330060616E-05
2.12781848738557E+00,1.57000000000000E+00,-9.74094718240294E-02,1.12706261196367E+00,9.71164932507015E-01,9.42181512614434E-01,1.13954344162130E-03,-2.96401095300543E-04
2.13312204016372E+00,1.57000000000000E+00,-9.55977754196686E-02,1.13220404573426E+00,9.67719897442101E-01,9.36877959836286E-01,1.13769370168510E-03,-4.32401276076151E-04
2.13842559294186E+00,1.57000000000000E+00,-9.38620640647233E-02,1.13732694347465E+00,9.64144491613292E-01,9.31574407058138E-01,1.13552030033380E-03,-3.72845311011649E-04
2.14372914572001E+00,1.57000000000000E+00,-9.22105633968650E-02,1.14243078317202E+00,9.60513995934969E-01,9.26270854279990E-01,1.13380629471985E-03,-2.30654571674339E-04
2.14903269849816E+00,1.57000000000000E+00,-9.06223223418843E-02,1.14751536692651E+00,9.56884946507561E-01,9.20967301501842E-01,1.13284853975357E-03,-9.06332087104030E-05
2.15433625127631E+00,1.57000000000000E+00,-8.90655650022062E-02,1.15258075082511E+00,9.53286009931098E-01,9.15663748723694E-01,1.13256290127294E-03,4.21887783650110E-06
2.15963980405445E+00,1.57000000000000E+00,-8.75134522592014E-02,1.15762710747213E+00,9.49721963122677E-01,9.10360195945546E-01,1.13269046959690E-03,4.67363123200210E-05
2.16494335683260E+00,1.57000000000000E+00,-8.59509511940179E-02,1.16265461135455E+00,9.46183788936384E-01,9.05056643167399E-01,1.13296951283490E-03,5.04448136118472E-05
2.17485720337232E+00,1.57000000000000E+00,-8.30006861571265E-02,1.17200217116889E+00,9.39599141087355E-01,8.95142796627677E-01,1.13346904087726E-03,1.35700474343106E-05
2.18477104991205E+00,1.57000000000000E+00,-8.00187908619858E-02,1.18128444512229E+00,9.33013317764829E-01,8.85228950087956E-01,1.13361300672225E-03,-2.15415084983383E-05
2.19468489645177E+00,1.57000000000000E+00,-7.70288706688286E-02,1.19050138765557E+00,9.26407484726411E-01,8.75315103548234E-01,1.13346974902957E-03,-2.66384905925787E-05
2.20459874299149E+00,1.57000000000000E+00,-7.40481672815149E-02,1.19965283014087E+00,9.19787916374673E-01,8.65401257008513E-01,1.13329220984031E-03,-1.11325027077704E-05
2.21451258953121E+00,1.57000000000000E+00,-7.10778011105867E-02,1.20873867321743E+00,9.13168285959368E-01,8.55487410468791E-01,1.13322943047878E-03,4.46658052751627E-06
2.22442643607093E+00,1.57000000000000E+00,-6.81102772636401E-02,1.21775892360445E+00,9.06555921151632E-01,8.45573563929070E-01,1.13327133222878E-03,9.16725241012470E-06
2.23434028261065E+00,1.57000000000000E+00,-6.51395043138528E-02,1.22671363559012E+00,8.99949464147453E-01,8.35659717389348E-01,1.13333648280086E-03,5.00621895819439E-06
2.24425412915037E+00,1.57000000000000E+00,-6.21646730661691E-02,1.23560284794521E+00,8.93344014142677E-01,8.25745870849627E-01,1.13336672603753E-03,-6.65313599600348E-07
2.26367960604164E+00,1.57000000000000E+00,-5.63332935865476E-02,1.25283069395630E+00,8.80397218527254E-01,8.06320393958359E-01,1.13336046316220E-03,-5.94878173292833E-06
2.28310508293291E+00,1.57000000000000E+00,-5.05043120002568E-02,1.26980699479920E+00,8.67444621674535E-01,7.86894917067092E-01,1.13332280012861E-03,-2.53039392182557E-06
2.30253055982418E+00,1.57000000000000E+00,-4.46782837509673E-02,1.28653170988517E+00,8.54491695150642E-01,7.67469440175824E-01,1.13331462003043E-03,1.38250065032257E-06
2.33407348640504E+00,1.57000000000000E+00,-3.52173810136772E-02,1.31315324420307E+00,8.33462608672853E-01,7.35926513594961E-01,1.13333184879856E-03,2.08563647018638E-06
2.36561641298590E+00,1.57000000000000E+00,-2.57540588871104E-02,1.33911147929459E+00,8.12435469765641E-01,7.04383587014097E-01,1.13334169985220E-03,-1.32583575103580E-07
2.42671913977364E+00,1.57000000000000E+00,-7.42264677012173E-03,1.38750898492332E+00,7.71700544322683E-01,6.43280860226363E-01,1.13333735772573E-03,-4.71206873568316E-07
2.52061565730668E+00,1.57000000000000E+00,2.07464244517660E-02,1.45703009949471E+00,7.09102637735433E-01,5.49384342693324E-01,1.13333378891532E-03,-1.28859036648614E-07
2.61451217483972E+00,1.57000000000000E+00,4.89153487522587E-02,1.52067350806979E+00,6.46504866973053E-01,4.55487825160285E-01,1.13333320973267E-03,9.75149514940350E-09
