"Time","SignalOutput1","SignalInput1"
0.0,0.0,0.0
0.001,0.0,0.0
0.002,0.753710300254,0.0
0.003,1.50734783033,0.0
0.004,2.26111787351,0.0
0.005,3.01499432822,0.0
0.006,3.76896776788,0.0
0.007,4.52303479264,0.0
0.008,5.27719418083,0.0
0.009,6.03144549804,0.0
0.01,6.78578859436,0.0
0.011,7.54022342274,0.0
0.012,8.29474997329,0.0
0.013,9.04936824956,0.0
0.014,9.80407825995,0.0
0.015,10.5588800146,0.0
0.016,11.3137735244,0.0
0.017,12.0687588002,0.0
0.018,12.8238358532,0.0
0.019,13.5790046946,0.0
0.02,14.3342653355,0.0
0.021,15.089617787,0.0
0.022,15.8450620604,0.0
0.023,16.6005981667,0.0
0.024,17.3562261172,0.0
0.025,18.1119459229,0.0
0.026,18.8677575951,0.0
0.027,19.623661145,0.0
0.028,20.3796565837,0.0
0.029,21.1357439223,0.0
0.03,21.8919231721,0.0
0.031,22.6481943442,0.0
0.032,23.4045574498,0.0
0.033,24.1610125001,0.0
0.034,24.9175595062,0.0
0.035,25.6741984793,0.0
0.036,26.4309294307,0.0
0.037,27.1877523714,0.0
0.038,27.9446673127,0.0
0.039,28.7016742657,0.0
0.04,29.4587732417,0.0
0.041,30.2159642518,0.0
0.042,30.9732473072,0.0
0.043,31.7306224191,0.0
0.044,32.4880895987,0.0
0.045,33.2456488572,0.0
0.046,34.0033002058,0.0
0.047,34.7610436556,0.0
0.048,35.5188792179,0.0
0.049,36.2768069038,0.0
0.05,37.0348267247,0.0
0.051,37.7929386915,0.0
0.052,38.5511428157,0.0
0.053,39.3094391083,0.0
0.054,40.0678275806,0.0
0.055,40.8263082437,0.0
0.056,41.584881109,0.0
0.057,42.3435461875,0.0
0.058,43.1023034905,0.0
0.059,43.8611530292,0.0
0.06,44.6200948149,0.0
0.061,45.3791288587,0.0
0.062,46.1382551718,0.0
0.063,46.8974737656,0.0
0.064,47.6567846511,0.0
0.065,48.4161878396,0.0
0.066,49.1756833423,0.0
0.067,49.9352711705,0.0
0.068,50.6949513353,0.0
0.069,51.4547238481,0.0
0.07,52.21458872,0.0
0.071,52.9745459622,0.0
0.072,53.734595586,0.0
0.073,54.4947376026,0.0
0.074,55.2549720232,0.0
0.075,56.0152988591,0.0
0.076,56.7757181215,0.0
0.077,57.5362298217,0.0
0.078,58.2968339708,0.0
0.079,59.0575305802,0.0
0.08,59.818319661,0.0
0.081,60.5792012245,0.0
0.082,61.340175282,0.0
0.083,62.1012418446,0.0
0.084,62.8624009237,0.0
0.085,63.6236525304,0.0
0.086,64.3849966761,0.0
0.087,65.1464333719,0.0
0.088,65.9079626291,0.0
0.089,66.6695844591,0.0
0.09,67.4312988729,0.0
0.091,68.193105882,0.0
0.092,68.9550054974,0.0
0.093,69.7169977306,0.0
0.094,70.4790825927,0.0
0.095,71.241260095,0.0
0.096,72.0035302489,0.0
0.097,72.7658930654,0.0
0.098,73.528348556,0.0
0.099,74.2908967318,0.0
0.1,75.0535376041,0.0
0.101,75.8162711843,0.0
0.102,76.5790974835,0.0
0.103,77.3420165131,0.0
0.104,78.1050282843,0.0
0.105,78.8681328084,0.0
0.106,79.6313300966,0.0
0.107,80.3946201603,0.0
0.108,81.1580030108,0.0
0.109,81.9214786592,0.0
0.11,82.6850471169,0.0
0.111,83.4487083951,0.0
0.112,84.2124487632,0.0
0.113,84.9762236468,0.0
0.114,85.7400640087,0.0
0.115,86.5040032986,0.0
0.116,87.268068323,0.0
0.117,88.0322792397,0.0
0.118,88.7966495498,0.0
0.119,89.5611860895,0.0
0.12,90.3258890202,0.0
0.121,91.0907518186,0.0
0.122,91.8557612666,0.0
0.123,92.620897443,0.0
0.124,93.3861337178,0.0
0.125,94.1514367485,0.0
0.126,94.9167664811,0.0
