"time","y_0","y_1","y_2"
0.001,0,0,0
0.011,0.001999833,0,0
0.021,0.24196884,0.9899405,0
0.031,0.88165355,0.9899405,0
0.041,1.9204143,2.7889256,3.2539065
0.051,3.3572123,2.7889256,3.2539065
0.061,5.190611,4.5853086,3.2539065
0.071,7.418775,4.5853086,3.2539065
0.081,10.039477,6.377414,7.442189
0.091,13.050095,6.377414,7.442189
0.101,16.447615,8.163573,7.442189
0.111,20.228634,8.163573,7.442189
0.121,24.38937,9.942123,11.606267
0.131,28.925653,9.942123,11.606267
0.141,33.83294,11.711413,11.606267
0.151,39.106308,11.711413,11.606267
0.161,44.74047,13.469804,15.73265
0.171,50.72978,13.469804,15.73265
0.181,57.06822,15.21567,15.73265
0.191,63.749424,15.21567,15.73265
0.201,70.766685,16.947403,19.808046
0.211,78.11294,16.947403,19.808046
0.221,85.78081,18.66341,19.808046
0.231,93.762566,18.66341,19.808046
0.241,102.05017,20.362125,23.819424
0.251,110.63528,20.362125,23.819424
0.261,119.509224,22.042002,23.819424
0.271,128.66304,22.042002,23.819424
0.281,138.08748,23.701513,27.754082
0.291,147.773,23.701513,27.754082
0.301,157.70981,25.339167,27.754082
0.311,167.88783,25.339167,27.754082
0.321,178.29675,26.953495,31.599712
0.331,188.926,26.953495,31.599712
0.341,199.76472,28.54306,31.599712
0.351,210.80194,28.54306,31.599712
0.361,222.02637,30.10646,35.344467
0.371,233.42656,30.10646,35.344467
0.381,244.99088,31.642323,35.344467
0.391,256.70746,31.642323,35.344467
0.401,268.56427,33.14931,38.977016
0.411,280.5492,33.14931,38.977016
0.421,292.64987,34.626133,38.977016
0.431,304.85382,34.626133,38.977016
0.441,317.14847,36.071526,42.486595
0.451,329.5211,36.071526,42.486595
0.461,341.95883,37.484276,42.486595
0.471,354.44882,37.484276,42.486595
0.481,366.97803,38.86321,45.863075
0.491,379.5334,38.86321,45.863075
0.501,392.10178,40.207188,45.863075
0.511,404.67,40.207188,45.863075
0.521,417.22485,41.51513,49.096996
0.531,429.7531,41.51513,49.096996
0.541,442.24152,42.785995,49.096996
0.551,454.6768,42.785995,49.096996
0.561,467.04572,44.018787,52.179623
0.571,479.33514,44.018787,52.179623
0.581,491.5318,45.21257,52.179623
0.591,503.62265,45.21257,52.179623
0.601,515.5946,46.366444,55.10298
0.611,527.4347,46.366444,55.10298
0.621,539.13,47.47957,55.10298
0.631,550.66766,47.47957,55.10298
0.641,562.0351,48.55115,57.859894
0.651,573.21967,48.55115,57.859894
0.661,584.209,49.580452,57.859894
0.671,594.99066,49.580452,57.859894
0.681,605.5526,50.566784,60.444016
0.691,615.8828,50.566784,60.444016
0.701,625.9696,51.509525,60.444016
0.711,635.8012,51.509525,60.444016
0.721,645.3663,52.408092,62.849854
0.731,654.6536,52.408092,62.849854
0.741,663.6523,53.261967,62.849854
0.751,672.35144,53.261967,62.849854
0.761,680.7406,54.070683,65.0728
0.771,688.8095,54.070683,65.0728
0.781,696.5482,54.83383,65.0728
0.791,703.9469,54.83383,65.0728
0.801,710.99615,55.551064,67.10914
0.811,717.68677,55.551064,67.10914
0.821,724.0098,56.22208,67.10914
0.831,729.95685,56.22208,67.10914
0.841,735.5196,56.846645,68.956055
0.851,740.68994,56.846645,68.956055
0.861,745.4604,57.424576,68.956055
0.871,749.82367,57.424576,68.956055
0.881,753.7728,57.95575,70.61165
0.891,757.3012,57.95575,70.61165
0.901,760.4026,58.440098,70.61165
