"time","heatCapacitor_0T","switch_0Controll"
6.42,44.0903,1
6.42,44.0662,1
6.43,44.0662,1
6.43,44.0422,1
6.44,44.0422,1
6.44,44.0182,1
6.45,44.0182,1
6.45,43.9942,1
6.46,43.9942,1
6.46,43.9702,1
6.47,43.9702,1
6.47,43.9463,1
6.48,43.9463,1
6.48,43.9224,1
6.49,43.9224,1
6.49,43.8985,1
6.5,43.8985,1
6.5,43.8746,1
6.51,43.8746,1
6.51,43.8507,1
6.52,43.8507,1
6.52,43.8269,1
6.53,43.8269,1
6.53,43.8031,1
6.54,43.8031,1
6.54,43.7793,1
6.55,43.7793,1
6.55,43.7555,1
6.56,43.7555,1
6.56,43.7318,1
6.57,43.7318,1
6.57,43.7081,1
6.58,43.7081,1
6.58,43.6844,1
6.59,43.6844,1
6.59,43.6607,1
6.6,43.6607,1
6.6,43.6371,1
6.61,43.6371,1
6.61,43.6134,1
6.62,43.6134,1
6.62,43.5898,1
6.63,43.5898,1
6.63,43.5663,1
6.64,43.5663,1
6.64,43.5427,1
6.65,43.5427,1
6.65,43.5192,1
6.66,43.5192,1
6.66,43.4957,1
6.67,43.4957,1
6.67,43.4722,1
6.68,43.4722,1
6.68,43.5207,0
6.69,43.5207,0
6.69,43.5887,0
6.7,43.5887,0
6.7,43.6565,0
6.71,43.6565,0
6.71,43.7243,0
6.72,43.7243,0
6.72,43.792,0
6.73,43.792,0
6.73,43.8596,0
6.74,43.8596,0
6.74,43.9271,0
6.75,43.9271,0
6.75,43.9945,0
6.76,43.9945,0
6.76,44.0619,0
6.77,44.0619,0
6.77,44.1292,0
6.78,44.1292,0
6.78,44.1963,0
6.79,44.1963,0
6.79,44.2634,0
6.8,44.2634,0
6.8,44.3304,0
6.81,44.3304,0
6.81,44.3973,0
6.82,44.3973,0
6.82,44.4642,0
6.83,44.4642,0
6.83,44.5309,0
6.84,44.5309,0
6.84,44.5976,0
6.85,44.5976,0
6.85,44.6641,0
6.86,44.6641,0
6.86,44.7306,0
6.87,44.7306,0
6.87,44.797,0
6.88,44.797,0
6.88,44.8633,0
6.89,44.8633,0
6.89,44.9295,0
6.9,44.9295,0
6.9,44.9956,0
6.91,44.9956,0
6.91,45.0617,0
6.92,45.0617,0
6.92,45.1276,0
6.93,45.1276,0
6.93,45.1935,0
6.94,45.1935,0
6.94,45.2593,0
6.95,45.2593,0
6.95,45.325,0
6.96,45.325,0
6.96,45.3906,0
6.97,45.3906,0
6.97,45.4561,0
6.98,45.4561,0
6.98,45.5216,0
6.99,45.5216,0
6.99,45.5869,0
7,45.5869,0
7,45.6522,0
7.01,45.6522,0
7.01,45.7174,0
7.02,45.7174,0
7.02,45.7825,0
7.03,45.7825,0
7.03,45.8475,0
7.04,45.8475,0
7.04,45.9124,0
7.05,45.9124,0
7.05,45.9772,0
7.06,45.9772,0
7.06,46.042,0
7.07,46.042,0
7.07,46.1066,0
7.08,46.1066,0
7.08,46.1712,0
7.09,46.1712,0
7.09,46.2357,0
7.1,46.2357,0
7.1,46.3001,0
7.11,46.3001,0
7.11,46.3644,0
7.12,46.3644,0
7.12,46.4286,0
7.13,46.4286,0
7.13,46.4928,0
7.14,46.4928,0
7.14,46.5568,0
7.15,46.5568,0
7.15,46.6208,0
7.16,46.6208,0
7.16,46.6848,0
7.17,46.6848,0
7.17,46.7486,0
7.18,46.7486,0
7.18,46.8123,0
7.19,46.8123,0
7.19,46.876,0
7.2,46.876,0
7.2,46.9396,0
7.21,46.9396,0
7.21,47.003,0
7.22,47.003,0
7.22,47.0664,0
7.23,47.0664,0
7.23,47.1298,0
7.24,47.1298,0
7.24,47.193,0
7.25,47.193,0
7.25,47.2561,0
7.26,47.2561,0
7.26,47.3192,0
7.27,47.3192,0
7.27,47.3822,0
7.28,47.3822,0
7.28,47.4451,0
7.29,47.4451,0
7.29,47.5079,0
7.3,47.5079,0
7.3,47.5706,0
7.31,47.5706,0
7.31,47.6333,0
7.32,47.6333,0
7.32,47.6958,0
7.33,47.6958,0
7.33,47.7583,0
7.34,47.7583,0
7.34,47.8207,0
7.35,47.8207,0
7.35,47.883,0
7.36,47.883,0
7.36,47.9452,0
7.37,47.9452,0
7.37,48.0074,0
7.38,48.0074,0
7.38,48.0695,0
7.39,48.0695,0
7.39,48.1315,0
7.4,48.1315,0
7.4,48.1934,0
7.41,48.1934,0
7.41,48.2552,0
7.42,48.2552,0
7.42,48.317,0
7.43,48.317,0
7.43,48.3787,0
7.44,48.3787,0
7.44,48.4403,0
7.45,48.4403,0
7.45,48.5018,0
7.46,48.5018,0
7.46,48.5632,0
7.47,48.5632,0
7.47,48.6245,0
7.48,48.6245,0
7.48,48.6858,0
7.49,48.6858,0
7.49,48.747,0
7.5,48.747,0
7.5,48.8081,0
7.51,48.8081,0
7.51,48.8691,0
7.52,48.8691,0
7.52,48.9301,0
7.53,48.9301,0
7.53,48.9909,0
7.54,48.9909,0
7.54,49.0517,0
7.55,49.0517,0
7.55,49.1124,0
7.56,49.1124,0
7.56,49.143,1
7.57,49.143,1
7.57,49.1139,1
7.58,49.1139,1
7.58,49.0849,1
7.59,49.0849,1
7.59,49.0559,1
7.6,49.0559,1
7.6,49.0269,1
7.61,49.0269,1
7.61,48.9979,1
7.62,48.9979,1
7.62,48.9689,1
7.63,48.9689,1
7.63,48.94,1
7.64,48.94,1
7.64,48.9111,1
7.65,48.9111,1
7.65,48.8822,1
7.66,48.8822,1
7.66,48.8534,1
7.67,48.8534,1
7.67,48.8245,1
7.68,48.8245,1
7.68,48.7957,1
7.69,48.7957,1
7.69,48.767,1
7.7,48.767,1
7.7,48.7382,1
7.71,48.7382,1
7.71,48.7095,1
7.72,48.7095,1
7.72,48.6808,1
7.73,48.6808,1
7.73,48.6522,1
7.74,48.6522,1
7.74,48.6235,1
7.75,48.6235,1
7.75,48.5949,1
7.76,48.5949,1
7.76,48.5664,1
7.77,48.5664,1
7.77,48.5378,1
7.78,48.5378,1
7.78,48.5093,1
7.79,48.5093,1
7.79,48.4808,1
7.8,48.4808,1
7.8,48.4523,1
7.81,48.4523,1
7.81,48.4239,1
7.82,48.4239,1
7.82,48.3955,1
7.83,48.3955,1
7.83,48.3671,1
7.84,48.3671,1
7.84,48.3387,1
7.85,48.3387,1
7.85,48.3934,0
7.86,48.3934,0
7.86,48.4548,0
7.87,48.4548,0
7.87,48.5162,0
7.88,48.5162,0
7.88,48.5776,0
7.89,48.5776,0
7.89,48.6389,0
7.9,48.6389,0
7.9,48.7001,0
7.91,48.7001,0
7.91,48.7612,0
7.92,48.7612,0
7.92,48.8223,0
7.93,48.8223,0
7.93,48.8832,0
7.94,48.8832,0
7.94,48.9441,0
7.95,48.9441,0
7.95,49.005,0
7.96,49.005,0
7.96,49.0657,0
7.97,49.0657,0
7.97,49.1264,0
7.98,49.1264,0
7.98,49.1869,0
7.99,49.1869,0
7.99,49.2474,0
8,49.2474,0
8,49.3079,0
8.01,49.3079,0
8.01,49.3681,0
8.02,49.3681,0
8.02,49.4283,0
8.03,49.4283,0
8.03,49.4885,0
8.04,49.4885,0
8.04,49.5485,0
8.05,49.5485,0
8.05,49.6086,0
8.06,49.6086,0
8.06,49.6685,0
8.07,49.6685,0
8.07,49.7283,0
8.08,49.7283,0
8.08,49.7881,0
8.09,49.7881,0
8.09,49.8478,0
8.1,49.8478,0
8.1,49.9074,0
8.11,49.9074,0
8.11,49.967,0
8.12,49.967,0
8.12,50.0265,0
8.13,50.0265,0
8.13,50.0859,0
8.14,50.0859,0
8.14,50.1452,0
8.15,50.1452,0
8.15,50.2044,0
8.16,50.2044,0
8.16,50.2636,0
8.17,50.2636,0
8.17,50.3227,0
8.18,50.3227,0
8.18,50.3817,0
8.19,50.3817,0
8.19,50.4406,0
8.2,50.4406,0
8.2,50.4995,0
8.21,50.4995,0
8.21,50.5583,0
8.22,50.5583,0
8.22,50.617,0
8.23,50.617,0
8.23,50.6756,0
8.24,50.6756,0
8.24,50.7341,0
8.25,50.7341,0
8.25,50.7926,0
8.26,50.7926,0
8.26,50.851,0
8.27,50.851,0
8.27,50.9094,0
8.28,50.9094,0
8.28,50.9676,0
8.29,50.9676,0
8.29,50.9862,1
8.3,50.9862,1
8.3,50.9553,1
8.31,50.9553,1
8.31,50.9244,1
8.32,50.9244,1
8.32,50.8935,1
8.33,50.8935,1
8.33,50.8627,1
8.34,50.8627,1
8.34,50.8318,1
8.35,50.8318,1
8.35,50.801,1
8.36,50.801,1
8.36,50.7702,1
8.37,50.7702,1
8.37,50.7395,1
8.38,50.7395,1
8.38,50.7088,1
8.39,50.7088,1
8.39,50.6781,1
8.4,50.6781,1
8.4,50.6474,1
8.41,50.6474,1
8.41,50.6168,1
8.42,50.6168,1
8.42,50.5862,1
8.43,50.5862,1
8.43,50.5556,1
8.44,50.5556,1
8.44,50.5251,1
8.45,50.5251,1
8.45,50.4946,1
8.46,50.4946,1
8.46,50.4641,1
8.47,50.4641,1
8.47,50.4337,1
8.48,50.4337,1
8.48,50.4032,1
8.49,50.4032,1
8.49,50.3729,1
8.5,50.3729,1
8.5,50.3425,1
8.51,50.3425,1
8.51,50.3122,1
8.52,50.3122,1
8.52,50.2819,1
8.53,50.2819,1
8.53,50.2516,1
8.54,50.2516,1
8.54,50.2214,1
8.55,50.2214,1
8.55,50.1912,1
8.56,50.1912,1
8.56,50.161,1
8.57,50.161,1
8.57,50.1308,1
8.58,50.1308,1
8.58,50.1007,1
8.59,50.1007,1
8.59,50.0706,1
8.6,50.0706,1
8.6,50.0406,1
8.61,50.0406,1
8.61,50.0106,1
8.62,50.0106,1
8.62,49.9806,1
8.63,49.9806,1
8.63,49.9506,1
8.64,49.9506,1
8.64,49.9207,1
8.65,49.9207,1
8.65,49.8907,1
8.66,49.8907,1
8.66,49.8609,1
8.67,49.8609,1
8.67,49.831,1
8.68,49.831,1
8.68,49.8012,1
8.69,49.8012,1
8.69,49.7714,1
8.7,49.7714,1
8.7,49.7416,1
8.71,49.7416,1
8.71,49.7119,1
8.72,49.7119,1
8.72,49.6822,1
8.73,49.6822,1
8.73,49.6525,1
8.74,49.6525,1
8.74,49.6229,1
8.75,49.6229,1
8.75,49.5933,1
8.76,49.5933,1
8.76,49.5637,1
8.77,49.5637,1
8.77,49.5341,1
8.78,49.5341,1
8.78,49.5046,1
8.79,49.5046,1
8.79,49.4751,1
8.8,49.4751,1
8.8,49.4457,1
8.81,49.4457,1
8.81,49.4162,1
8.82,49.4162,1
8.82,49.3868,1
8.83,49.3868,1
8.83,49.3574,1
8.84,49.3574,1
8.84,49.3281,1
8.85,49.3281,1
8.85,49.2988,1
8.86,49.2988,1
8.86,49.2695,1
8.87,49.2695,1
8.87,49.2402,1
8.88,49.2402,1
8.88,49.211,1
8.89,49.211,1
8.89,49.1818,1
8.9,49.1818,1
8.9,49.1526,1
8.91,49.1526,1
8.91,49.1235,1
8.92,49.1235,1
8.92,49.0944,1
8.93,49.0944,1
8.93,49.0653,1
8.94,49.0653,1
8.94,49.0362,1
8.95,49.0362,1
8.95,49.0072,1
8.96,49.0072,1
8.96,49.0456,0
8.97,49.0456,0
8.97,49.1062,0
8.98,49.1062,0
8.98,49.1668,0
8.99,49.1668,0
8.99,49.2273,0
9,49.2273,0
9,49.2877,0
9.01,49.2877,0
9.01,49.348,0
9.02,49.348,0
9.02,49.4083,0
9.03,49.4083,0
9.03,49.4685,0
9.04,49.4685,0
9.04,49.5286,0
9.05,49.5286,0
9.05,49.5887,0
9.06,49.5887,0
9.06,49.6487,0
9.07,49.6487,0
9.07,49.7086,0
9.08,49.7086,0
9.08,49.7684,0
9.09,49.7684,0
9.09,49.8281,0
9.1,49.8281,0
9.1,49.8878,0
9.11,49.8878,0
9.11,49.9474,0
9.12,49.9474,0
9.12,50.0069,0
9.13,50.0069,0
9.13,50.0663,0
9.14,50.0663,0
9.14,50.1256,0
9.15,50.1256,0
9.15,50.1849,0
9.16,50.1849,0
9.16,50.2441,0
9.17,50.2441,0
9.17,50.3032,0
9.18,50.3032,0
9.18,50.3622,0
9.19,50.3622,0
9.19,50.4212,0
9.2,50.4212,0
9.2,50.4801,0
9.21,50.4801,0
9.21,50.5389,0
9.22,50.5389,0
9.22,50.5977,0
9.23,50.5977,0
9.23,50.6563,0
9.24,50.6563,0
9.24,50.7149,0
9.25,50.7149,0
9.25,50.7734,0
9.26,50.7734,0
9.26,50.8319,0
9.27,50.8319,0
9.27,50.8902,0
9.28,50.8902,0
9.28,50.9485,0
9.29,50.9485,0
9.29,50.9964,1
9.3,50.9964,1
9.3,50.9655,1
9.31,50.9655,1
9.31,50.9345,1
9.32,50.9345,1
9.32,50.9036,1
9.33,50.9036,1
9.33,50.8727,1
9.34,50.8727,1
9.34,50.8419,1
9.35,50.8419,1
9.35,50.8111,1
9.36,50.8111,1
9.36,50.7803,1
9.37,50.7803,1
9.37,50.7495,1
9.38,50.7495,1
9.38,50.7188,1
9.39,50.7188,1
9.39,50.6881,1
9.4,50.6881,1
9.4,50.6574,1
9.41,50.6574,1
9.41,50.6268,1
9.42,50.6268,1
9.42,50.5962,1
9.43,50.5962,1
9.43,50.5656,1
9.44,50.5656,1
9.44,50.535,1
9.45,50.535,1
9.45,50.5045,1
9.46,50.5045,1
9.46,50.474,1
9.47,50.474,1
9.47,50.4436,1
9.48,50.4436,1
9.48,50.4131,1
9.49,50.4131,1
9.49,50.3827,1
9.5,50.3827,1
9.5,50.3524,1
9.51,50.3524,1
9.51,50.322,1
9.52,50.322,1
9.52,50.2917,1
9.53,50.2917,1
9.53,50.2615,1
9.54,50.2615,1
9.54,50.2312,1
9.55,50.2312,1
9.55,50.201,1
9.56,50.201,1
9.56,50.1708,1
9.57,50.1708,1
9.57,50.1407,1
9.58,50.1407,1
9.58,50.1105,1
9.59,50.1105,1
9.59,50.0804,1
9.6,50.0804,1
9.6,50.0504,1
9.61,50.0504,1
9.61,50.0203,1
9.62,50.0203,1
9.62,49.9903,1
9.63,49.9903,1
9.63,49.9603,1
9.64,49.9603,1
9.64,49.9304,1
9.65,49.9304,1
9.65,49.9005,1
9.66,49.9005,1
9.66,49.8706,1
9.67,49.8706,1
9.67,49.8407,1
9.68,49.8407,1
9.68,49.8109,1
9.69,49.8109,1
9.69,49.7811,1
9.7,49.7811,1
9.7,49.7513,1
9.71,49.7513,1
9.71,49.7216,1
9.72,49.7216,1
9.72,49.6919,1
9.73,49.6919,1
9.73,49.6622,1
9.74,49.6622,1
9.74,49.6325,1
9.75,49.6325,1
9.75,49.6029,1
9.76,49.6029,1
9.76,49.5733,1
9.77,49.5733,1
9.77,49.5437,1
9.78,49.5437,1
9.78,49.5142,1
9.79,49.5142,1
9.79,49.4847,1
9.8,49.4847,1
9.8,49.4552,1
9.81,49.4552,1
9.81,49.4258,1
9.82,49.4258,1
9.82,49.3964,1
9.83,49.3964,1
9.83,49.367,1
9.84,49.367,1
9.84,49.3376,1
9.85,49.3376,1
9.85,49.3083,1
9.86,49.3083,1
9.86,49.279,1
9.87,49.279,1
9.87,49.2497,1
9.88,49.2497,1
9.88,49.2205,1
9.89,49.2205,1
9.89,49.1913,1
9.9,49.1913,1
9.9,49.1621,1
9.91,49.1621,1
9.91,49.133,1
9.92,49.133,1
9.92,49.1038,1
9.93,49.1038,1
9.93,49.0747,1
9.94,49.0747,1
9.94,49.0457,1
9.95,49.0457,1
9.95,49.0166,1
9.96,49.0166,1
9.96,49.0259,0
9.97,49.0259,0
9.97,49.0866,0
9.98,49.0866,0
9.98,49.1472,0
9.99,49.1472,0
9.99,49.2077,0
10,49.2077,0
10,49.2681,0
