"Time","axis1_w0","axis2_w0","axis3_w0","axis4_w0","axis5_w0","axis6_w0"
0,0,-0,-0,0,0,0
1E-005,4.58785696861038E-022,5.6388672177525E-023,-7.00524009833128E-023,0,0,0
2E-005,9.06853310318253E-022,-7.76174822725223E-023,2.05512937826731E-022,0,0,0
3E-005,1.38534914371186E-021,4.41596128329615E-022,-9.12178078643311E-022,0,0,0
4E-005,1.91990472434294E-021,1.45958143142735E-021,-2.57543796315711E-021,0,0,0
5E-005,2.38897533584477E-021,2.84820548081935E-021,-6.84951816273535E-021,0,0,0
6E-005,3.18630663242249E-021,1.31430359225233E-020,-2.91474552703079E-020,0,0,0
7E-005,3.1531012526483E-021,7.06667552668125E-021,-1.90674471320365E-020,0,0,0
8E-005,2.90128702100343E-021,-9.2479850833517E-021,2.3306859689018E-021,0,0,0
9E-005,3.91346282541594E-021,-1.3055450035006E-021,-1.74582311466212E-020,0,0,0
0.0001,4.23172857907362E-021,-3.07848618350348E-021,-6.48471311013855E-021,0,0,0
0.00011,4.599474524748E-021,-6.88392872020161E-021,3.45013488659411E-021,0,0,0
0.00012,4.64760047945516E-021,-1.50771005411387E-020,2.13451127546529E-020,0,0,0
0.00013,5.07499330145383E-021,-1.34504947526061E-020,2.56351469448748E-020,0,0,0
0.00014,4.90569115879782E-021,-2.54668649973363E-020,5.42564248262876E-020,0,0,0
0.000150635616823154,4.90317473473888E-021,-2.99633664215658E-020,6.93907146618126E-020,0,0,0
0.000161995375211058,4.95643980535698E-021,-3.51742802416856E-020,8.2244107792066E-020,0,0,0
0.000179261186579351,5.19467040364774E-021,-4.65868095938848E-020,1.06963806570961E-019,0,0,0
0.0001982732778201,5.25867239126248E-021,-5.71259593140819E-020,1.18562405039195E-019,0,0,0
0.000219261667355347,4.62263453145723E-021,-7.39915322230159E-020,1.40909775532955E-019,0,0,0
0.000242575963105745,3.84288857370118E-021,-9.90684673851873E-020,1.99127647238489E-019,0,0,0
0.000268648463990519,5.28538881830882E-021,-9.05680499804631E-020,1.8409106376223E-019,0,0,0
0.000298025993298107,6.07196255152185E-021,-9.59560297066775E-020,1.63930082992229E-019,0,0,0
0.000331419827808554,2.84101249595243E-021,-1.76427667771967E-019,3.03841203611354E-019,0,0,0
0.000369786045498548,-3.19967600833364E-022,-2.48601740480095E-019,4.52981420669606E-019,0,0,0
0.000414462332923267,-3.31454709734766E-021,-2.84292731214927E-019,4.93793135498251E-019,0,0,0
0.000467417882217869,-8.49880781733967E-021,-3.01901511594932E-019,5.01740331054739E-019,0,0,0
0.000531753513000587,-1.83404128214148E-020,-3.37646651577688E-019,5.76099244155476E-019,0,0,0
0.000612049560968706,-2.77942377968003E-020,-4.78980254930801E-019,8.55801827636638E-019,0,0,0
0.000628443745637511,-2.934617225583E-020,-5.05009250063137E-019,9.05798009622625E-019,0,0,0
0.000638443745637511,2.38981426022242E-015,4.48978401696199E-014,-6.26251460374294E-014,0,0,0
0.000648443745637511,-7.12215728783963E-012,-1.36593229450383E-010,1.95762141880883E-010,0,0,0
0.000658443745637511,-2.5110030275889E-011,-4.81573123696784E-010,6.90160385903969E-010,0,0,0
0.000668443745637511,-5.77341873406196E-011,-1.10725371637545E-009,1.58681224767951E-009,0,0,0
