"time","T2","freqHz","clutch3.phi_rel","J1.phi","clutch2.w_rel","clutch1.phi_rel","clutch2.phi_rel","clutch1.w_rel","clutch3.w_rel","J1.w"
0.00000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E+01,0.00000000000000E+00,1.00000000000000E+01
1.00000031671111E-09,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,9.99999951263543E-09,-1.00000000000838E-08,-9.99999585811637E-09,-3.65451906565914E-15,-9.99999998000011E+00,0.00000000000000E+00,9.99999999000011E+00
1.00000031671111E-09,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,9.99999951263543E-09,-1.00000000000838E-08,-9.99999585811637E-09,-3.65451906565914E-15,-9.99999998000011E+00,0.00000000000000E+00,9.99999999000011E+00
3.00000000000000E-03,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.99567363687335E-02,-2.99999478953187E-02,-2.99117311331465E-02,-4.50052355870366E-05,-9.94141224858658E+00,0.00000000000000E+00,9.97141219648189E+00
6.00000000000000E-03,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.98326172962068E-02,-5.99995248223873E-02,-5.96526120348707E-02,-1.80005261336123E-04,-9.88563474490701E+00,0.00000000000000E+00,9.94563426972940E+00
9.00000000000000E-03,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,8.96365168723148E-02,-8.99982770196924E-02,-8.92315150713178E-02,-4.05001800996932E-04,-9.83262355909402E+00,0.00000000000000E+00,9.92262183611371E+00
1.20000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.19375780078013E-01,-1.19995820988868E-01,-1.18655787788484E-01,-7.19992289528271E-04,-9.78231918584213E+00,0.00000000000000E+00,9.90231500683100E+00
1.50000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.49058125019044E-01,-1.49991743210202E-01,-1.47933152413585E-01,-1.12497260545912E-03,-9.73463685968960E+00,0.00000000000000E+00,9.88462860289980E+00
1.80000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.78691147853771E-01,-1.79985621645841E-01,-1.77071210566377E-01,-1.61993728739442E-03,-9.68946830554580E+00,0.00000000000000E+00,9.86945392719164E+00
2.10000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.08282141962546E-01,-2.09977031439912E-01,-2.06077262384960E-01,-2.20487957758601E-03,-9.64668288382646E+00,0.00000000000000E+00,9.85665991526637E+00
2.40000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.37837995391946E-01,-2.39965546822606E-01,-2.34958203957318E-01,-2.87979143462842E-03,-9.60612881641574E+00,0.00000000000000E+00,9.84609436323835E+00
2.70000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.67365117140633E-01,-2.69950741748911E-01,-2.63720453603492E-01,-3.64466353714038E-03,-9.56763456102773E+00,0.00000000000000E+00,9.83758530277665E+00
3.00000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.96869376132931E-01,-2.99932190115558E-01,-2.92369890848056E-01,-4.49948528487548E-03,-9.53101034791971E+00,0.00000000000000E+00,9.83094253803526E+00
3.30000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.26356047810106E-01,-3.29909465837375E-01,-3.20911803010977E-01,-5.44424479912860E-03,-9.49604987403411E+00,0.00000000000000E+00,9.82595933987148E+00
3.60000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.55829766939792E-01,-3.59882142876778E-01,-3.49350838016826E-01,-6.47892892296653E-03,-9.46253214243768E+00,0.00000000000000E+00,9.82241428531445E+00
3.90000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.85294486436934E-01,-3.89849795257635E-01,-3.77690963215506E-01,-7.60352322142777E-03,-9.43022343169908E+00,0.00000000000000E+00,9.82007322695672E+00
4.20000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,4.14753442352889E-01,-4.19811997073922E-01,-4.05935430371160E-01,-8.81801198172936E-03,-9.39887937804752E+00,0.00000000000000E+00,9.81869137512144E+00
4.50000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,4.44209125273743E-01,-4.49768322496646E-01,-4.34086747060254E-01,-1.01223782134899E-02,-9.36824715193838E+00,0.00000000000000E+00,9.81801547443503E+00
4.80000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,4.73663258358406E-01,-4.79718345780189E-01,-4.62146654709435E-01,-1.15166036489704E-02,-9.33806770974247E+00,0.00000000000000E+00,9.81778605552266E+00
5.10000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.03116782203664E-01,-5.09661641268448E-01,-4.90116113460330E-01,-1.30006687433341E-02,-9.30807810058435E+00,0.00000000000000E+00,9.81773974185280E+00
5.40000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.32569846667934E-01,-5.39597783400922E-01,-5.17995293993010E-01,-1.45745526749239E-02,-9.27801380785815E+00,0.00000000000000E+00,9.81761159125907E+00
5.70000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.62021809725404E-01,-5.69526346718772E-01,-5.45783576379846E-01,-1.62382333455580E-02,-9.24761110463851E+00,0.00000000000000E+00,9.81713745135728E+00
6.00000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.91471243360462E-01,-5.99446905870865E-01,-5.73479555979618E-01,-1.79916873808445E-02,-9.21660940208029E+00,0.00000000000000E+00,9.81605630795116E+00
6.30000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,6.20915946449978E-01,-6.29359035619828E-01,-6.01081056319465E-01,-1.98348901305129E-02,-9.18475356996245E+00,0.00000000000000E+00,9.81411260558228E+00
6.60000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,6.50352964519070E-01,-6.59262310848087E-01,-6.28585148850304E-01,-2.17678156687653E-02,-9.15179620877870E+00,0.00000000000000E+00,9.81105851962679E+00
6.90000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,6.79778616194976E-01,-6.89156306563908E-01,-6.55988179400332E-01,-2.37904367946439E-02,-9.11749985320778E+00,0.00000000000000E+00,9.80665615977169E+00
7.20000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,7.09188526124235E-01,-7.19040597907443E-01,-6.83285801091816E-01,-2.59027250324183E-02,-9.08163908740484E+00,0.00000000000000E+00,9.80067968531228E+00
7.50000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,7.38577664060977E-01,-7.48914760156763E-01,-7.10473013428987E-01,-2.81046506319899E-02,-9.04400255333853E+00,0.00000000000000E+00,9.79291731349530E+00
7.80000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,7.67940389779387E-01,-7.78778368733894E-01,-7.37544207210072E-01,-3.03961825693149E-02,-9.00439483434756E+00,0.00000000000000E+00,9.78317320308146E+00
8.10000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,7.97270503411674E-01,-8.08630999210858E-01,-7.64493214864829E-01,-3.27772885468450E-02,-8.96263819719785E+00,0.00000000000000E+00,9.77126919640870E+00
8.40000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,8.26561300764755E-01,-8.38472227315694E-01,-7.91313365770769E-01,-3.52479349939864E-02,-8.91857417717777E+00,0.00000000000000E+00,9.75704640449347E+00
8.70000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,8.55805633124649E-01,-8.68301628938498E-01,-8.17997546057072E-01,-3.78080870675772E-02,-8.87206499216184E+00,0.00000000000000E+00,9.74036662110033E+00
9.00000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,8.84995971017738E-01,-8.98118780137446E-01,-8.44538262365355E-01,-4.04577086523823E-02,-8.82299477309137E+00,0.00000000000000E+00,9.72111355322881E+00
