"time","Piston_body_r_00_2_","Inertia_w"
0.0915,0.253044,99.9109
0.092,0.253044,99.9109
0.092,0.24881,102.234
0.0925,0.24881,102.234
0.0925,0.244674,104.564
0.093,0.244674,104.564
0.093,0.240654,106.886
0.0935,0.240654,106.886
0.0935,0.236764,109.181
0.094,0.236764,109.181
0.094,0.233021,111.431
0.0945,0.233021,111.431
0.0945,0.229438,113.617
0.095,0.229438,113.617
0.095,0.226029,115.721
0.0955,0.226029,115.721
0.0955,0.222804,117.727
0.096,0.222804,117.727
0.096,0.219775,119.619
0.0965,0.219775,119.619
0.0965,0.216949,121.385
0.097,0.216949,121.385
0.097,0.214332,123.016
0.0975,0.214332,123.016
0.0975,0.21193,124.505
0.098,0.21193,124.505
0.098,0.209747,125.848
0.0985,0.209747,125.848
0.0985,0.207784,127.045
0.099,0.207784,127.045
0.099,0.206042,128.095
0.0995,0.206042,128.095
0.0995,0.204523,129.001
0.1,0.204523,129.001
0.1,0.203224,129.767
0.1005,0.203224,129.767
0.1005,0.202147,130.396
0.101,0.202147,130.396
0.101,0.201288,130.893
0.1015,0.201288,130.893
0.1015,0.200649,131.26
0.102,0.200649,131.26
0.102,0.200227,131.501
0.1025,0.200227,131.501
0.1025,0.200022,131.617
0.103,0.200022,131.617
0.103,0.200033,131.611
0.1035,0.200033,131.611
0.1035,0.200261,131.481
0.104,0.200261,131.481
0.104,0.200707,131.228
0.1045,0.200707,131.228
0.1045,0.20137,130.852
0.105,0.20137,130.852
0.105,0.202251,130.351
0.1055,0.202251,130.351
0.1055,0.203353,129.726
0.106,0.203353,129.726
0.106,0.204675,128.976
0.1065,0.204675,128.976
0.1065,0.20622,128.103
0.107,0.20622,128.103
0.107,0.207988,127.107
0.1075,0.207988,127.107
0.1075,0.209979,125.991
0.108,0.209979,125.991
0.108,0.212193,124.76
0.1085,0.212193,124.76
0.1085,0.21463,123.418
0.109,0.21463,123.418
0.109,0.217287,121.975
0.1095,0.217287,121.975
0.1095,0.220161,120.439
0.11,0.220161,120.439
0.11,0.223249,118.823
0.1105,0.223249,118.823
0.1105,0.226545,117.141
0.111,0.226545,117.141
0.111,0.230042,115.407
0.1115,0.230042,115.407
0.1115,0.233732,113.638
0.112,0.233732,113.638
0.112,0.237607,111.852
0.1125,0.237607,111.852
0.1125,0.241655,110.065
0.113,0.241655,110.065
0.113,0.245865,108.293
0.1135,0.245865,108.293
0.1135,0.250226,106.553
0.114,0.250226,106.553
0.114,0.254726,104.857
0.1145,0.254726,104.857
0.1145,0.259349,103.219
0.115,0.259349,103.219
0.115,0.264085,101.65
0.1155,0.264085,101.65
0.1155,0.268918,100.159
0.116,0.268918,100.159
0.116,0.273836,98.7533
0.1165,0.273836,98.7533
0.1165,0.278825,97.4386
0.117,0.278825,97.4386
0.117,0.283871,96.22
0.1175,0.283871,96.22
0.1175,0.288962,95.1009
0.118,0.288962,95.1009
0.118,0.294084,94.0843
0.1185,0.294084,94.0843
0.1185,0.299226,93.1723
0.119,0.299226,93.1723
0.119,0.304375,92.3666
0.1195,0.304375,92.3666
0.1195,0.309518,91.6688
0.12,0.309518,91.6688
0.12,0.314645,91.0802
0.1205,0.314645,91.0802
0.1205,0.319744,90.6022
0.121,0.319744,90.6022
0.121,0.324805,90.2363
0.1215,0.324805,90.2363
0.1215,0.329815,89.9841
0.122,0.329815,89.9841
0.122,0.334765,89.8474
0.1225,0.334765,89.8474
0.1225,0.339643,89.8281
0.123,0.339643,89.8281
0.123,0.344438,89.9282
0.1235,0.344438,89.9282
0.1235,0.34914,90.1497
0.124,0.34914,90.1497
0.124,0.353737,90.4944
0.1245,0.353737,90.4944
0.1245,0.358217,90.9637
0.125,0.358217,90.9637
0.125,0.362566,91.5584
0.1255,0.362566,91.5584
0.1255,0.366772,92.2779
0.126,0.366772,92.2779
0.126,0.37082,93.1202
0.1265,0.37082,93.1202
0.1265,0.374693,94.0807
0.127,0.374693,94.0807
0.127,0.378375,95.1513
0.1275,0.378375,95.1513
0.1275,0.381846,96.3198
0.128,0.381846,96.3198
0.128,0.385086,97.5681
0.1285,0.385086,97.5681
0.1285,0.388072,98.8713
0.129,0.388072,98.8713
0.129,0.390782,100.196
0.1295,0.390782,100.196
0.1295,0.393189,101.502
0.13,0.393189,101.502
0.13,0.395269,102.739
0.1305,0.395269,102.739
0.1305,0.396997,103.851
0.131,0.396997,103.851
0.131,0.398351,104.78
0.1315,0.398351,104.78
0.1315,0.399311,105.472
0.132,0.399311,105.472
0.132,0.399861,105.882
0.1325,0.399861,105.882
0.1325,0.399993,105.984
0.133,0.399993,105.984
0.133,0.399704,105.88
0.1335,0.399704,105.88
0.1335,0.398997,105.633
0.134,0.398997,105.633
0.134,0.39788,105.26
0.1345,0.39788,105.26
0.1345,0.396363,104.789
0.135,0.396363,104.789
0.135,0.394461,104.25
0.1355,0.394461,104.25
0.1355,0.392189,103.677
0.136,0.392189,103.677
0.136,0.389564,103.102
0.1365,0.389564,103.102
0.1365,0.386605,102.554
0.137,0.386605,102.554
0.137,0.38333,102.057
0.1375,0.38333,102.057
0.1375,0.379756,101.634
0.138,0.379756,101.634
0.138,0.375902,101.301
0.1385,0.375902,101.301
0.1385,0.371783,101.074
0.139,0.371783,101.074
0.139,0.367417,100.965
0.1395,0.367417,100.965
0.1395,0.362819,100.983
0.14,0.362819,100.983
0.14,0.358004,101.136
0.1405,0.358004,101.136
0.1405,0.352986,101.433
0.141,0.352986,101.433
0.141,0.34778,101.88
0.1415,0.34778,101.88
0.1415,0.3424,102.484
0.142,0.3424,102.484
0.142,0.336861,103.25
0.1425,0.336861,103.25
0.1425,0.331177,104.185
0.143,0.331177,104.185
0.143,0.325363,105.295
0.1435,0.325363,105.295
0.1435,0.319435,106.585
0.144,0.319435,106.585
0.144,0.313411,108.063
0.1445,0.313411,108.063
0.1445,0.307307,109.732
0.145,0.307307,109.732
0.145,0.301142,111.597
0.1455,0.301142,111.597
0.1455,0.294938,113.662
0.146,0.294938,113.662
0.146,0.288717,115.927
0.1465,0.288717,115.927
0.1465,0.282502,118.391
0.147,0.282502,118.391
0.147,0.27632,121.048
0.1475,0.27632,121.048
0.1475,0.270197,123.889
0.148,0.270197,123.889
0.148,0.264163,126.898
0.1485,0.264163,126.898
0.1485,0.258249,130.051
0.149,0.258249,130.051
0.149,0.252486,133.32
0.1495,0.252486,133.32
0.1495,0.246906,136.665
0.15,0.246906,136.665
0.15,0.24154,140.044
0.1505,0.24154,140.044
0.1505,0.236419,143.406
0.151,0.236419,143.406
0.151,0.231571,146.7
0.1515,0.231571,146.7
0.1515,0.227022,149.872
0.152,0.227022,149.872
0.152,0.222794,152.875
0.1525,0.222794,152.875
0.1525,0.218904,155.668
0.153,0.218904,155.668
0.153,0.215367,158.218
0.1535,0.215367,158.218
0.1535,0.212192,160.503
0.154,0.212192,160.503
0.154,0.209385,162.509
0.1545,0.209385,162.509
0.1545,0.206947,164.233
0.155,0.206947,164.233
0.155,0.20488,165.677
0.1555,0.20488,165.677
0.1555,0.20318,166.849
0.156,0.20318,166.849
0.156,0.201846,167.757
0.1565,0.201846,167.757
0.1565,0.200874,168.412
0.157,0.200874,168.412
0.157,0.200262,168.821
0.1575,0.200262,168.821
0.1575,0.200008,168.99
0.158,0.200008,168.99
0.158,0.200111,168.921
0.1585,0.200111,168.921
0.1585,0.200571,168.615
0.159,0.200571,168.615
0.159,0.201391,168.069
0.1595,0.201391,168.069
0.1595,0.202571,167.28
0.16,0.202571,167.28
0.16,0.204116,166.245
0.1605,0.204116,166.245
0.1605,0.206029,164.96
0.161,0.206029,164.96
0.161,0.208312,163.426
0.1615,0.208312,163.426
0.1615,0.210967,161.645
0.162,0.210967,161.645
0.162,0.213995,159.626
0.1625,0.213995,159.626
0.1625,0.217393,157.384
0.163,0.217393,157.384
0.163,0.221157,154.944
0.1635,0.221157,154.944
0.1635,0.225278,152.336
0.164,0.225278,152.336
0.164,0.229744,149.6
0.1645,0.229744,149.6
0.1645,0.234539,146.78
0.165,0.234539,146.78
0.165,0.239645,143.927
0.1655,0.239645,143.927
0.1655,0.245039,141.09
0.166,0.245039,141.09
0.166,0.250698,138.316
0.1665,0.250698,138.316
0.1665,0.256595,135.648
0.167,0.256595,135.648
0.167,0.262703,133.127
0.1675,0.262703,133.127
0.1675,0.268993,130.783
0.168,0.268993,130.783
0.168,0.275438,128.643
0.1685,0.275438,128.643
0.1685,0.28201,126.727
0.169,0.28201,126.727
0.169,0.288681,125.051
0.1695,0.288681,125.051
0.1695,0.295424,123.627
0.17,0.295424,123.627
0.17,0.302212,122.464
0.1705,0.302212,122.464
0.1705,0.309021,121.57
0.171,0.309021,121.57
0.171,0.315825,120.952
0.1715,0.315825,120.952
0.1715,0.322598,120.617
0.172,0.322598,120.617
0.172,0.329316,120.574
0.1725,0.329316,120.574
0.1725,0.335953,120.829
0.173,0.335953,120.829
0.173,0.342484,121.393
0.1735,0.342484,121.393
0.1735,0.348879,122.275
0.174,0.348879,122.275
0.174,0.35511,123.485
0.1745,0.35511,123.485
0.1745,0.361142,125.029
0.175,0.361142,125.029
0.175,0.366941,126.91
0.1755,0.366941,126.91
0.1755,0.372464,129.123
0.176,0.372464,129.123
0.176,0.377664,131.647
0.1765,0.377664,131.647
0.1765,0.382487,134.441
0.177,0.382487,134.441
0.177,0.386872,137.428
0.1775,0.386872,137.428
0.1775,0.390749,140.493
0.178,0.390749,140.493
0.178,0.394044,143.464
0.1785,0.394044,143.464
0.1785,0.396681,146.124
0.179,0.396681,146.124
0.179,0.398587,148.225
0.1795,0.398587,148.225
0.1795,0.399703,149.531
0.18,0.399703,149.531
0.18,0.399989,149.878
0.1805,0.399989,149.878
0.1805,0.399436,149.37
0.181,0.399436,149.37
0.181,0.398059,148.155
0.1815,0.398059,148.155
0.1815,0.395897,146.388
0.182,0.395897,146.388
0.182,0.393005,144.262
0.1825,0.393005,144.262
0.1825,0.389447,141.975
0.183,0.389447,141.975
0.183,0.38529,139.696
0.1835,0.38529,139.696
0.1835,0.380598,137.554
0.184,0.380598,137.554
0.184,0.375431,135.642
0.1845,0.375431,135.642
0.1845,0.369846,134.02
0.185,0.369846,134.02
0.185,0.363891,132.726
0.1855,0.363891,132.726
0.1855,0.357611,131.782
0.186,0.357611,131.782
0.186,0.351045,131.202
0.1865,0.351045,131.202
0.1865,0.344231,130.992
0.187,0.344231,130.992
0.187,0.337203,131.156
0.1875,0.337203,131.156
0.1875,0.329994,131.698
0.188,0.329994,131.698
0.188,0.322637,132.621
0.1885,0.322637,132.621
0.1885,0.315162,133.928
0.189,0.315162,133.928
0.189,0.307605,135.621
0.1895,0.307605,135.621
0.1895,0.299999,137.703
0.19,0.299999,137.703
0.19,0.29238,140.17
0.1905,0.29238,140.17
0.1905,0.284788,143.019
0.191,0.284788,143.019
0.191,0.277264,146.235
0.1915,0.277264,146.235
0.1915,0.269853,149.796
0.192,0.269853,149.796
0.192,0.262602,153.665
0.1925,0.262602,153.665
0.1925,0.255559,157.792
0.193,0.255559,157.792
0.193,0.248775,162.107
0.1935,0.248775,162.107
0.1935,0.2423,166.527
0.194,0.2423,166.527
0.194,0.236182,170.955
0.1945,0.236182,170.955
0.1945,0.230464,175.287
0.195,0.230464,175.287
0.195,0.225185,179.424
0.1955,0.225185,179.424
0.1955,0.220376,183.274
0.196,0.220376,183.274
0.196,0.21606,186.766
0.1965,0.21606,186.766
0.1965,0.212254,189.849
0.197,0.212254,189.849
0.197,0.208964,192.496
0.1975,0.208964,192.496
0.1975,0.206194,194.7
0.198,0.206194,194.7
0.198,0.20394,196.466
0.1985,0.20394,196.466
0.1985,0.202199,197.812
0.199,0.202199,197.812
0.199,0.200965,198.753
0.1995,0.200965,198.753
0.1995,0.200233,199.306
0.2,0.200233,199.306
0.2,0.2,199.481
0.2005,0.2,199.481
0.2005,0.200265,199.282
0.201,0.200265,199.282
0.201,0.201028,198.707
0.2015,0.201028,198.707
0.2015,0.202293,197.75
0.202,0.202293,197.75
0.202,0.204066,196.401
0.2025,0.204066,196.401
0.2025,0.206353,194.652
0.203,0.206353,194.652
0.203,0.209157,192.499
0.2035,0.209157,192.499
0.2035,0.212484,189.948
0.204,0.212484,189.948
0.204,0.216332,187.016
0.2045,0.216332,187.016
0.2045,0.220696,183.742
0.205,0.220696,183.742
0.205,0.225563,180.182
0.2055,0.225563,180.182
0.2055,0.230915,176.412
0.206,0.230915,176.412
0.206,0.236727,172.52
0.2065,0.236727,172.52
0.2065,0.242965,168.606
0.207,0.242965,168.606
0.207,0.249592,164.768
0.2075,0.249592,164.768
0.2075,0.256565,161.098
0.208,0.256565,161.098
0.208,0.263841,157.677
0.2085,0.263841,157.677
0.2085,0.271373,154.57
0.209,0.271373,154.57
0.209,0.279116,151.831
0.2095,0.279116,151.831
0.2095,0.287024,149.497
0.21,0.287024,149.497
0.21,0.295053,147.598
0.2105,0.295053,147.598
0.2105,0.30316,146.156
0.211,0.30316,146.156
0.211,0.311301,145.189
0.2115,0.311301,145.189
0.2115,0.319437,144.715
0.212,0.319437,144.715
0.212,0.327523,144.751
0.2125,0.327523,144.751
0.2125,0.335518,145.315
0.213,0.335518,145.315
0.213,0.343374,146.43
0.2135,0.343374,146.43
0.2135,0.351044,148.118
0.214,0.351044,148.118
0.214,0.358473,150.399
0.2145,0.358473,150.399
0.2145,0.365598,153.289
0.215,0.365598,153.289
0.215,0.372345,156.782
0.2155,0.372345,156.782
0.2155,0.37863,160.838
0.216,0.37863,160.838
0.216,0.384349,165.355
0.2165,0.384349,165.355
0.2165,0.389384,170.136
0.217,0.389384,170.136
0.217,0.3936,174.847
0.2175,0.3936,174.847
0.2175,0.396853,179.016
0.218,0.396853,179.016
0.218,0.399008,182.076
0.2185,0.399008,182.076
0.2185,0.399958,183.511
0.219,0.399958,183.511
0.219,0.399653,183.124
0.2195,0.399653,183.124
0.2195,0.398107,181.19
0.22,0.398107,181.19
0.22,0.39539,178.071
0.2205,0.39539,178.071
0.2205,0.391616,174.258
0.221,0.391616,174.258
0.221,0.386912,170.222
0.2215,0.386912,170.222
0.2215,0.381409,166.326
0.222,0.381409,166.326
0.222,0.375227,162.816
0.2225,0.375227,162.816
0.2225,0.368472,159.832
0.223,0.368472,159.832
0.223,0.361234,157.449
0.2235,0.361234,157.449
0.2235,0.353592,155.7
0.224,0.353592,155.7
0.224,0.345617,154.593
0.2245,0.345617,154.593
0.2245,0.337367,154.127
0.225,0.337367,154.127
0.225,0.328901,154.298
0.2255,0.328901,154.298
0.2255,0.320269,155.101
0.226,0.320269,155.101
0.226,0.311526,156.53
0.2265,0.311526,156.53
0.2265,0.302722,158.581
0.227,0.302722,158.581
0.227,0.293911,161.246
0.2275,0.293911,161.246
0.2275,0.285151,164.51
0.228,0.285151,164.51
0.228,0.276503,168.347
0.2285,0.276503,168.347
0.2285,0.26803,172.714
0.229,0.26803,172.714
0.229,0.259802,177.539
0.2295,0.259802,177.539
0.2295,0.251887,182.726
0.23,0.251887,182.726
0.23,0.244358,188.145
0.2305,0.244358,188.145
0.2305,0.237282,193.641
0.231,0.237282,193.641
0.231,0.230724,199.046
0.2315,0.230724,199.046
0.2315,0.224736,204.191
0.232,0.224736,204.191
0.232,0.219363,208.928
0.2325,0.219363,208.928
0.2325,0.214634,213.143
0.233,0.214634,213.143
0.233,0.210567,216.767
0.2335,0.210567,216.767
0.2335,0.207168,219.765
0.234,0.207168,219.765
0.234,0.204435,222.141
0.2345,0.204435,222.141
0.2345,0.202362,223.913
0.235,0.202362,223.913
0.235,0.200941,225.11
0.2355,0.200941,225.11
0.2355,0.200164,225.758
0.236,0.200164,225.758
0.236,0.200026,225.872
0.2365,0.200026,225.872
0.2365,0.200526,225.457
0.237,0.200526,225.457
0.237,0.201667,224.504
0.2375,0.201667,224.504
0.2375,0.203457,223
0.238,0.203457,223
0.238,0.205903,220.928
0.2385,0.205903,220.928
0.2385,0.209015,218.275
0.239,0.209015,218.275
0.239,0.212797,215.046
0.2395,0.212797,215.046
0.2395,0.217249,211.268
0.24,0.217249,211.268
0.24,0.222364,207.006
0.2405,0.222364,207.006
0.2405,0.22812,202.362
0.241,0.22812,202.362
0.241,0.234487,197.469
0.2415,0.234487,197.469
0.2415,0.241422,192.488
0.242,0.241422,192.488
0.242,0.248873,187.584
0.2425,0.248873,187.584
0.2425,0.25678,182.914
0.243,0.25678,182.914
0.243,0.265078,178.616
0.2435,0.265078,178.616
0.2435,0.273702,174.801
0.244,0.273702,174.801
0.244,0.282586,171.553
0.2445,0.282586,171.553
0.2445,0.291665,168.933
0.245,0.291665,168.933
0.245,0.300874,166.987
0.2455,0.300874,166.987
0.2455,0.310153,165.749
0.246,0.310153,165.749
0.246,0.319439,165.25
0.2465,0.319439,165.25
0.2465,0.328672,165.522
0.247,0.328672,165.522
0.247,0.337786,166.601
0.2475,0.337786,166.601
0.2475,0.346711,168.525
0.248,0.346711,168.525
0.248,0.355372,171.336
0.2485,0.355372,171.336
0.2485,0.363679,175.067
0.249,0.363679,175.067
0.249,0.371525,179.724
0.2495,0.371525,179.724
0.2495,0.378782,185.251
0.25,0.378782,185.251
0.25,0.385294,191.472
0.2505,0.385294,191.472
0.2505,0.390871,198.006
0.251,0.390871,198.006
0.251,0.3953,204.194
0.2515,0.3953,204.194
