"time","tankLevel","tankLevel2","tankLevel3"
0,0,0,0
3.7,9.375001907,0,0
7.4,19.65281105,0,0
11.1,29.93062019,0,0
14.8,40.20842743,0,0
18.5,50.48623657,0,0
22.2,60.76404572,0,0
25.9,71.04166412,0,0
29.6,81.31919098,0,0
33.3,91.59671783,0,0
37,99.6388855,0,0.430555582
40.7,89.44467926,0,10.62500572
44.4,79.1671524,0,20.90281487
48.1,68.88962555,0,31.18062401
51.8,58.61194992,0,41.45843124
55.5,48.33414078,0,51.73624039
59.2,38.05633163,0,62.01404953
62.9,27.77852249,0,72.29163361
66.6,17.50071335,0,82.56916046
70.3,7.222907066,0,92.84668732
74,5.070130348,0,99.09656525
77.7,15.347929,0,99.09656525
81.4,25.62573814,0,99.09656525
85.1,35.90354538,0,99.09656525
88.8,46.18135452,0,99.09656525
92.5,56.45916367,0,99.09656525
96.2,66.73690033,0,99.09656525
99.9,77.01442719,0,99.09656525
103.6,87.29195404,0,99.09656525
107.3,97.5694809,0,99.09656525
111,93.7501297,0,105.4158859
114.7,83.47260284,0,115.6934128
118.4,73.19507599,0,125.9709396
122.1,62.91751862,0,136.2484741
125.8,52.63970947,0,146.526001
129.5,42.36190033,0,156.8035278
133.2,32.08409119,0,167.0810547
136.9,21.80628204,0,177.3585815
140.6,11.5284729,0,187.6361084
144.3,1.389575839,0.04166666791,197.774765
148,0.9729093909,9.930559158,198.1914215
151.7,0.9729093909,20.2083683,198.1914215
155.4,0.9729093909,30.48617744,198.1914215
159.1,0.9729093909,40.76398468,198.1914215
162.8,0.9729093909,51.04179382,198.1914215
166.5,0.9729093909,61.31960297,198.1914215
170.2,0.9729093909,71.59720612,198.1914215
173.9,0.9729093909,81.87473297,198.1914215
177.6,0.9729093909,92.15225983,198.1914215
181.3,0.9729093909,102.4297867,198.1914215
185,0.9729093909,112.7073135,198.1914215
188.7,0.9729093909,122.9848404,198.1914215
192.4,0.9729093909,133.2623749,198.1914215
196.1,0.9729093909,143.5399017,198.1914215
199.8,0.9729093909,148.2759094,200.6080627
203.5,0.9729093909,137.9983826,210.8855896
207.2,0.9729093909,127.7208557,221.1631165
210.9,0.9729093909,117.4433289,231.4406433
214.6,0.9729093909,107.165802,241.7181702
218.3,0.9729093909,96.88827515,251.995697
222,0.9729093909,86.61074829,262.2732239
225.7,0.9729093909,76.33322144,272.5507507
229.4,0.9729093909,66.05569458,282.8282776
233.1,0.9729093909,55.77793884,293.1058044
236.8,0.9729093909,45.5001297,303.3833313
240.5,0.9729093909,35.22232056,313.6608582
244.2,0.9729093909,24.94451141,323.938385
247.9,0.9729093909,14.66670227,334.2159119
251.6,0.9729093909,4.388905525,344.4934387
255.3,0.9729093909,7.875015736,347.7433777
259,0.9729093909,18.1528244,347.7433777
262.7,0.9729093909,28.43063354,347.7433777
266.4,0.9729093909,38.70844269,347.7433777
270.1,0.9729093909,48.98625183,347.7433777
273.8,0.9729093909,59.26406097,347.7433777
277.5,0.9729093909,69.54171753,347.7433777
281.2,0.9729093909,79.81924438,347.7433777
284.9,0.9729093909,90.09677124,347.7433777
288.6,0.9729093909,100.3326416,347.7433777
292.3,0.9729093909,91.49951172,356.9653931
296,0.9729093909,81.22198486,367.2429199
299.7,0.9729093909,70.94445801,377.5204468
300,0.9729093909,70.11114502,378.3537598
