"time","J1_w1","J2_w1","J3_w1","J4_w1"
0,10,0,0,0
0.0015,9.99191,0.008191,0,0
0.003,9.97765,0.023191,0,0
0.0045,9.9641,0.0381909,0,0
0.006,9.95124,0.0531907,0,0
0.0075,9.93909,0.0681904,0,0
0.009,9.92762,0.0831898,0,0
0.0105,9.91684,0.098189,0,0
0.012,9.90673,0.113188,0,0
0.0135,9.89728,0.128186,0,0
0.015,9.88848,0.143184,0,0
0.0165,9.88032,0.158182,0,0
0.018,9.87279,0.173179,0,0
0.0195,9.86585,0.188175,0,0
0.021,9.85951,0.203171,0,0
0.0225,9.85373,0.218166,0,0
0.024,9.8485,0.23316,0,0
0.0255,9.8438,0.248154,0,0
0.027,9.8396,0.263146,0,0
0.0285,9.83588,0.278138,0,0
0.03,9.83262,0.293129,0,0
0.0315,9.82978,0.308119,0,0
0.033,9.82735,0.323107,0,0
0.0345,9.82528,0.338095,0,0
0.036,9.82357,0.353081,0,0
0.0375,9.82217,0.368066,0,0
0.039,9.82105,0.38305,0,0
0.0405,9.82019,0.398033,0,0
0.042,9.81956,0.413014,0,0
0.0435,9.81911,0.427993,0,0
0.045,9.81883,0.442972,0,0
0.0465,9.81867,0.457948,0,0
0.048,9.81861,0.472923,0,0
0.0495,9.81861,0.487897,0,0
0.051,9.81863,0.502868,0,0
0.0525,9.81865,0.517838,0,0
0.054,9.81863,0.532806,0,0
0.0555,9.81854,0.547772,0,0
0.057,9.81835,0.562737,0,0
0.0585,9.81802,0.577699,0,0
0.06,9.81752,0.592659,0,0
0.0615,9.81681,0.607617,0,0
0.063,9.81587,0.622573,0,0
0.0645,9.81467,0.637527,0,0
0.066,9.81318,0.652479,0,0
0.0675,9.81135,0.667428,0,0
0.069,9.80918,0.682375,0,0
0.0705,9.80662,0.69732,0,0
0.072,9.80365,0.712262,0,0
0.0735,9.80025,0.727201,0,0
0.075,9.79638,0.742139,0,0
0.0765,9.79203,0.757073,0,0
0.078,9.78717,0.772005,0,0
0.0795,9.78178,0.786934,0,0
0.081,9.77583,0.80186,0,0
0.0825,9.76931,0.816783,0,0
0.084,9.7622,0.831704,0,0
0.0855,9.75448,0.846622,0,0
0.087,9.74613,0.861536,0,0
0.0885,9.73715,0.876448,0,0
0.09,9.72751,0.891356,0,0
0.0915,9.71721,0.906262,0,0
0.093,9.70623,0.921164,0,0
0.0945,9.69457,0.936063,0,0
0.096,9.68223,0.950958,0,0
0.0975,9.66918,0.965851,0,0
0.099,9.65544,0.980739,0,0
0.1005,9.64099,0.995625,0,0
