"time","dataOut1","dataOut2"
0,1,1
0.25,1,1
0.5,1,1
0.75,1,1
1,1,1
1.25,1,1
1.5,1,1
1.75,1,1
2,1,1
2.25,1,1
2.5,1,1
2.75,1,1
3,1,1
3.25,1,1
3.5,1,1
3.75,1,1
4,1,1
4.25,1,1
4.5,1,1
4.75,1,1
5,1,1
5.25,1,1
5.5,1,1
5.75,1,1
6,3,3
6.25,3,3
6.5,3,3
6.75,3,3
7,3,3
7.25,3,3
7.5,3,3
7.75,3,3
8,3,3
8.25,3,3
8.5,3,3
8.75,3,3
9,3,3
9.25,3,3
9.5,3,3
9.75,3,3
10,3,3
10.25,3,3
10.5,3,3
10.75,3,3
11,3,3
11.25,3,3
11.5,3,3
11.75,3,3
12,3,3
12.25,3,3
12.5,3,3
12.75,3,3
13,4,3
13.25,4,3
13.5,4,3
13.75,4,3
14,4,3
14.25,4,3
14.5,4,3
14.75,4,3
15,4,3
15.25,4,3
15.5,4,3
15.75,4,3
16,4,2
16.25,4,2
16.5,4,2
16.75,4,2
17,4,2
17.25,4,2
17.5,4,2
17.75,4,2
18,4,2
18.25,4,2
18.5,4,2
18.75,4,2
19,4,2
19.25,4,2
19.5,4,2
19.75,4,2
20,4,2
20.25,3,2
20.5,3,2
20.75,3,2
21,3,2
21.25,3,2
21.5,3,2
21.75,3,2
22,3,2
22.25,3,2
22.5,3,2
22.75,3,2
23,3,2
23.25,3,2
23.5,3,2
23.75,3,2
24,3,2
24.25,3,2
24.5,3,2
24.75,3,2
25,3,2
