"time","driveAngle","spring.w_rel","PI.I.y","inertia1.phi","spring.phi_rel","integrator.y","inertia1.w"
0,1.57,0,-0.1,0,0.001,0,0
3.1554e-30,1.57,0,-0.1,0,0.001,0,0
0.08,1.57,0,-0.1,0,0.001,0,0
0.16,1.57,0,-0.1,0,0.001,0,0
0.24,1.57,0,-0.1,0,0.001,0,0
0.32,1.57,0,-0.1,0,0.001,0,0
0.4,1.57,0,-0.1,0,0.001,0,0
0.48,1.57,0,-0.1,0,0.001,0,0
0.5,1.57,0,-0.1,0,0.001,0,0
0.5,1.57,0,-0.1,0,0.001,0,0
0.50268,1.57,-0.00029074,-0.099967,2.8465e-07,0.00099973,0.0026842,0.00030543
0.50537,1.57,-0.00093945,-0.099876,2.0261e-06,0.00099812,0.0053683,0.0010467
0.5093,1.57,-0.002066,-0.099658,8.9856e-06,0.00099223,0.0092975,0.0025557
0.51345,1.57,-0.0031233,-0.09933,2.3392e-05,0.00098137,0.013446,0.0044218
0.51803,1.57,-0.0039402,-0.098862,4.8706e-05,0.00096505,0.018025,0.0066612
0.52313,1.57,-0.0044007,-0.09822,8.9512e-05,0.00094356,0.023132,0.0093576
0.52895,1.57,-0.0044679,-0.097346,0.00015358,0.00091759,0.028947,0.012741
0.53578,1.57,-0.0041551,-0.096155,0.00025568,0.00088795,0.035781,0.017239
0.54434,1.57,-0.0034929,-0.094474,0.00043024,0.00085512,0.044335,0.023733
0.55597,1.57,-0.0025256,-0.091984,0.00076457,0.00082019,0.055967,0.034009
0.5676,1.57,-0.0017023,-0.089418,0.0012266,0.00079578,0.067599,0.045619
0.57999,1.57,-0.0010348,-0.086748,0.0018739,0.00077904,0.079989,0.059002
0.59479,1.57,-0.00048116,-0.083781,0.0028707,0.00076811,0.09479,0.075802
0.61352,1.57,-5.7474e-05,-0.080508,0.0044945,0.00076346,0.11352,0.09761
0.64044,1.57,0.00021579,-0.076827,0.007545,0.00076625,0.14044,0.12893
0.67744,1.57,0.00027746,-0.073512,0.013093,0.00077605,0.17744,0.17074
0.70758,1.57,0.00022985,-0.071922,0.018737,0.0007838,0.20758,0.20355
0.73773,1.57,0.00016643,-0.070989,0.025356,0.00078977,0.23773,0.23543
0.77181,1.57,0.00010371,-0.070424,0.033984,0.00079433,0.27181,0.27068
0.79538,1.57,7.1385e-05,-0.070216,0.040647,0.00079638,0.29538,0.29472
0.81895,1.57,4.7549e-05,-0.070097,0.047875,0.00079776,0.31895,0.31858
0.85791,1.57,2.2473e-05,-0.070009,0.06105,0.00079908,0.35791,0.35779
0.89281,1.57,1.0427e-05,-0.069986,0.074148,0.00079963,0.39281,0.39278
0.92771,1.57,5.5977e-06,-0.069983,0.088466,0.00079987,0.42771,0.42771
0.95614,1.57,1.4736e-06,-0.069986,0.10103,0.00079998,0.45614,0.45615
0.98353,1.57,6.5269e-07,-0.069989,0.1139,0.00080001,0.48353,0.48355
1.013,1.57,5.8883e-07,-0.069993,0.12859,0.00080002,0.51301,0.51302
1.0406,1.57,-3.4812e-07,-0.069995,0.1431,0.00080002,0.54055,0.54056
1.0703,1.57,-1.3993e-07,-0.069997,0.15961,0.00080002,0.57028,0.57028
1.0989,1.57,3.3629e-08,-0.069998,0.17632,0.00080001,0.59886,0.59886
1.1274,1.57,-3.1655e-07,-0.069999,0.19384,0.00080001,0.62744,0.62744
1.1597,1.57,5.4131e-08,-0.07,0.2146,0.0008,0.6597,0.6597
1.1893,1.57,1.3758e-07,-0.07,0.23455,0.0008,0.68927,0.68927
1.2188,1.57,-4.014e-07,-0.07,0.25537,0.0008,0.71884,0.71884
1.248,1.57,2.0015e-07,-0.07,0.27675,0.0008,0.748,0.748
1.2818,1.57,1.9098e-07,-0.07,0.30258,0.0008,0.78177,0.78177
1.3059,1.57,-1.6706e-07,-0.07,0.32174,0.0008,0.8059,0.8059
1.33,1.57,2.6519e-08,-0.07,0.34147,0.0008,0.83003,0.83003
1.3677,1.57,-4.7772e-09,-0.07,0.37347,0.0008,0.86772,0.86772
1.397,1.57,-1.3461e-07,-0.07,0.39927,0.0008,0.89697,0.89697
1.4262,1.57,1.5114e-07,-0.07,0.42594,0.0008,0.92621,0.92621
1.4612,1.57,-1.5558e-07,-0.07,0.45891,0.0008,0.96116,0.96116
1.4883,1.57,-1.5147e-07,-0.07,0.48532,0.0008,0.98825,0.98825
1.5,1.57,-2.5278e-07,-0.07,0.497,0.0008,1,1
1.5,1.57,-2.5278e-07,-0.07,0.497,0.0008,1,1
1.5036,1.57,0.00048695,-0.070058,0.50061,0.00080063,1,1.0031
1.5072,1.57,0.0014639,-0.070214,0.50423,0.00080408,1,1.0055
1.5112,1.57,0.00258,-0.07048,0.50824,0.00081218,1,1.0078
1.5155,1.57,0.0035455,-0.07087,0.51262,0.00082561,1,1.0101
1.5203,1.57,0.0042041,-0.071414,0.51749,0.00084441,1,1.0125
1.5258,1.57,0.0044813,-0.072157,0.52297,0.0008681,1,1.0149
1.532,1.57,0.0043666,-0.073165,0.52931,0.0008959,1,1.0173
1.5395,1.57,0.0038873,-0.074554,0.53696,0.00092702,1,1.0196
1.5495,1.57,0.0030526,-0.076618,0.54719,0.00096187,1,1.0214
1.5625,1.57,0.002038,-0.079463,0.56047,0.00099474,1,1.0221
1.5741,1.57,0.0013256,-0.082,0.57231,0.001014,1,1.0216
1.5878,1.57,0.00071475,-0.084849,0.58626,0.0010277,1,1.02
1.6044,1.57,0.00023121,-0.087977,0.60324,0.0010353,1,1.0174
1.6268,1.57,-0.00011415,-0.091456,0.62595,0.0010361,1,1.0137
1.6673,1.57,-0.00028039,-0.095751,0.66685,0.0010268,1,1.0078
1.6974,1.57,-0.0002497,-0.097629,0.69717,0.0010186,1,1.0048
1.7275,1.57,-0.00018785,-0.098752,0.72741,0.001012,1,1.0028
1.753,1.57,-0.00013599,-0.099313,0.75293,0.0010079,1,1.0017
1.753,1.57,-0.00013599,-0.099313,0.75293,0.0010079,1,1.0017
1.7861,1.57,-8.3007e-05,-0.099715,0.78609,0.0010043,1,1.0008
1.8126,1.57,-5.3474e-05,-0.099877,0.81254,0.0010026,1,1.0004
1.839,1.57,-3.2646e-05,-0.09996,0.83899,0.0010014,1,1.0002
1.8738,1.57,-1.6177e-05,-0.10001,0.87381,0.0010006,1,1.0001
