"time","Tres","heatCapacitor_T","switch_Controll"
0.001,293.15,20,0
0.002,293.16,20.01,0
0.003,293.17,20.019999,0
0.004,293.18,20.029997,0
0.005,293.19,20.039991,0
0.006,293.19998,20.049986,0
0.007,293.21,20.05998,0
0.008,293.21997,20.069971,0
0.009,293.22995,20.079962,0
0.01,293.23996,20.08995,0
0.011,293.24994,20.09994,0
0.012,293.25992,20.109924,0
0.013,293.2699,20.11991,0
0.014,293.2799,20.129892,0
0.015,293.2899,20.139875,0
0.016,293.29987,20.149855,0
0.017,293.30984,20.159834,0
0.018,293.31982,20.169813,0
0.019,293.3298,20.179789,0
0.02,293.33975,20.189764,0
0.021,293.34973,20.199738,0
0.022,293.3597,20.209711,0
0.023,293.3697,20.21968,0
0.024,293.37964,20.22965,0
0.025,293.38962,20.239618,0
0.026,293.3996,20.249586,0
0.027,293.40955,20.25955,0
0.028,293.41953,20.269514,0
0.029,293.42947,20.279478,0
0.03,293.43945,20.289438,0
0.031,293.4494,20.299398,0
0.032,293.45935,20.309357,0
0.033,293.4693,20.319315,0
0.034,293.47928,20.32927,0
0.035,293.48923,20.339224,0
0.036,293.49918,20.349176,0
0.037,293.50912,20.359129,0
0.038,293.51907,20.36908,0
0.039,293.52902,20.379028,0
0.04,293.53897,20.388975,0
0.041,293.54892,20.39892,0
0.042,293.55887,20.408865,0
0.043,293.56882,20.418808,0
0.044,293.57874,20.428751,0
0.045,293.58868,20.43869,0
0.046,293.59863,20.44863,0
0.047,293.60858,20.458569,0
0.048,293.6185,20.468504,0
0.049,293.62845,20.47844,0
0.05,293.63837,20.488373,0
0.051,293.64832,20.498304,0
0.052,293.65823,20.508236,0
0.053,293.66815,20.518166,0
0.054,293.6781,20.528093,0
0.055,293.68802,20.53802,0
0.056,293.69794,20.547945,0
0.057,293.70786,20.557869,0
0.058,293.7178,20.567791,0
0.059,293.72772,20.577713,0
0.06,293.73764,20.587631,0
0.061,293.74756,20.59755,0
0.062,293.75748,20.607468,0
0.063,293.7674,20.617382,0
0.064,293.77728,20.627296,0
0.065,293.7872,20.63721,0
0.066,293.79712,20.647121,0
0.067,293.80704,20.657032,0
0.068,293.81693,20.66694,0
0.069,293.82684,20.676847,0
0.07,293.83676,20.686754,0
0.071,293.84665,20.69666,0
0.072,293.85657,20.706562,0
0.073,293.86646,20.716463,0
0.074,293.87637,20.726364,0
0.075,293.88626,20.736263,0
0.076,293.89615,20.74616,0
0.077,293.90607,20.756056,0
0.078,293.91595,20.765951,0
0.079,293.92584,20.775845,0
0.08,293.93573,20.785738,0
0.081,293.94562,20.795628,0
0.082,293.9555,20.805517,0
0.083,293.9654,20.815405,0
0.084,293.97528,20.825293,0
0.085,293.98517,20.835178,0
0.086,293.99506,20.845062,0
0.087,294.00494,20.854944,0
0.088,294.01483,20.864826,0
0.089,294.02472,20.874706,0
0.09,294.03458,20.884584,0
0.091,294.04446,20.89446,0
0.092,294.05435,20.904337,0
0.093,294.0642,20.914211,0
0.094,294.0741,20.924084,0
