Time,Noise,Noise_Filt,Noise_Filt_Sat,Sine,Sine_Filt,Sine_Filt_Quantized,
0.053,3.37525,0.481779,0.481779,0.10595,0.000399922,0,
0.054,3.37525,0.481779,0.481779,0.107948,0.000422995,0,
0.055,3.37525,0.481779,0.481779,0.109945,0.000446921,0,
0.056,3.37525,0.481779,0.481779,0.111941,0.000471715,0,
0.057,3.37525,0.481779,0.481779,0.113938,0.000497389,0,
0.058,3.37525,0.481779,0.481779,0.115935,0.00052396,0,
0.059,3.37525,0.481779,0.481779,0.117932,0.000551439,0,
0.06,3.37525,0.481779,0.481779,0.119928,0.000579842,0,
0.061,3.37525,0.481779,0.481779,0.121924,0.000609182,0,
0.062,3.37525,0.481779,0.481779,0.123921,0.000639473,0,
0.063,3.37525,0.481779,0.481779,0.125917,0.000670728,0,
0.064,3.37525,0.481779,0.481779,0.127913,0.000702962,0,
0.065,3.37525,0.481779,0.481779,0.129908,0.000736187,0,
0.066,3.37525,0.481779,0.481779,0.131904,0.000770418,0,
0.067,3.37525,0.481779,0.481779,0.1339,0.000805668,0,
0.068,3.37525,0.481779,0.481779,0.135895,0.00084195,0,
0.069,3.37525,0.481779,0.481779,0.137891,0.000879277,0,
0.07,3.37525,0.481779,0.481779,0.139886,0.000917663,0,
0.071,3.37525,0.481779,0.481779,0.141881,0.000957121,0,
0.072,3.37525,0.481779,0.481779,0.143876,0.000997664,0,
0.073,3.37525,0.481779,0.481779,0.14587,0.0010393,0,
0.074,3.37525,0.481779,0.481779,0.147865,0.00108206,0,
0.075,3.37525,0.481779,0.481779,0.149859,0.00112593,0,
0.076,3.37525,0.481779,0.481779,0.151854,0.00117094,0,
0.077,3.37525,0.481779,0.481779,0.153848,0.00121711,0,
0.078,3.37525,0.481779,0.481779,0.155842,0.00126443,0,
0.079,3.37525,0.481779,0.481779,0.157836,0.00131293,0,
0.08,3.37525,0.481779,0.481779,0.159829,0.00136262,0,
0.081,3.37525,0.481779,0.481779,0.161823,0.0014135,0,
0.082,3.37525,0.481779,0.481779,0.163816,0.0014656,0,
0.083,3.37525,0.481779,0.481779,0.165809,0.00151893,0,
0.084,3.37525,0.481779,0.481779,0.167803,0.00157349,0,
0.085,3.37525,0.481779,0.481779,0.169795,0.0016293,0,
0.086,3.37525,0.481779,0.481779,0.171788,0.00168637,0,
0.087,3.37525,0.481779,0.481779,0.173781,0.00174472,0,
0.088,3.37525,0.481779,0.481779,0.175773,0.00180435,0,
0.089,3.37525,0.481779,0.481779,0.177765,0.00186528,0,
0.09,3.37525,0.481779,0.481779,0.179757,0.00192752,0,
0.091,3.37525,0.481779,0.481779,0.181749,0.00199108,0,
0.092,3.37525,0.481779,0.481779,0.183741,0.00205598,0,
0.093,3.37525,0.481779,0.481779,0.185732,0.00212222,0,
0.094,3.37525,0.481779,0.481779,0.187723,0.00218981,0,
0.095,3.37525,0.481779,0.481779,0.189714,0.00225878,0,
0.096,3.37525,0.481779,0.481779,0.191705,0.00232913,0,
0.097,3.37525,0.481779,0.481779,0.193696,0.00240086,0,
0.098,3.37525,0.481779,0.481779,0.195686,0.002474,0,
0.099,3.37525,0.481779,0.481779,0.197677,0.00254856,0,
0.1,-1.21259,0.306117,0.306117,0.199667,0.00262454,0,
0.101,-1.21259,0.306117,0.306117,0.201657,0.00270196,0,
0.102,-1.21259,0.306117,0.306117,0.203646,0.00278082,0,
0.103,-1.21259,0.306117,0.306117,0.205636,0.00286115,0,
0.104,-1.21259,0.306117,0.306117,0.207625,0.00294295,0,
0.105,-1.21259,0.306117,0.306117,0.209614,0.00302622,0,
0.106,-1.21259,0.306117,0.306117,0.211603,0.00311099,0,
0.107,-1.21259,0.306117,0.306117,0.213592,0.00319727,0,
0.108,-1.21259,0.306117,0.306117,0.21558,0.00328505,0,
0.109,-1.21259,0.306117,0.306117,0.217569,0.00337437,0,
0.11,-1.21259,0.306117,0.306117,0.219557,0.00346521,0,
0.111,-1.21259,0.306117,0.306117,0.221544,0.00355761,0,
0.112,-1.21259,0.306117,0.306117,0.223532,0.00365156,0,
0.113,-1.21259,0.306117,0.306117,0.225519,0.00374707,0,
0.114,-1.21259,0.306117,0.306117,0.227506,0.00384417,0,
0.115,-1.21259,0.306117,0.306117,0.229493,0.00394285,0,
0.116,-1.21259,0.306117,0.306117,0.23148,0.00404314,0,
0.117,-1.21259,0.306117,0.306117,0.233466,0.00414503,0,
0.118,-1.21259,0.306117,0.306117,0.235453,0.00424854,0,
0.119,-1.21259,0.306117,0.306117,0.237439,0.00435368,0,
0.12,-1.21259,0.306117,0.306117,0.239424,0.00446045,0,
0.121,-1.21259,0.306117,0.306117,0.24141,0.00456888,0,
0.122,-1.21259,0.306117,0.306117,0.243395,0.00467897,0,
0.123,-1.21259,0.306117,0.306117,0.24538,0.00479072,0,
0.124,-1.21259,0.306117,0.306117,0.247365,0.00490416,0,
0.125,-1.21259,0.306117,0.306117,0.249349,0.00501928,0,
0.126,-1.21259,0.306117,0.306117,0.251334,0.00513611,0,
0.127,-1.21259,0.306117,0.306117,0.253318,0.00525464,0,
0.128,-1.21259,0.306117,0.306117,0.255302,0.00537489,0,
0.129,-1.21259,0.306117,0.306117,0.257285,0.00549686,0,
0.13,-1.21259,0.306117,0.306117,0.259268,0.00562058,0,
0.131,-1.21259,0.306117,0.306117,0.261251,0.00574604,0,
0.132,-1.21259,0.306117,0.306117,0.263234,0.00587325,0,
0.133,-1.21259,0.306117,0.306117,0.265216,0.00600223,0,
0.134,-1.21259,0.306117,0.306117,0.267199,0.00613299,0,
0.135,-1.21259,0.306117,0.306117,0.269181,0.00626553,0,
0.136,-1.21259,0.306117,0.306117,0.271162,0.00639986,0,
0.137,-1.21259,0.306117,0.306117,0.273144,0.006536,0,
0.138,-1.21259,0.306117,0.306117,0.275125,0.00667394,0,
0.139,-1.21259,0.306117,0.306117,0.277106,0.00681371,0,
0.14,-1.21259,0.306117,0.306117,0.279086,0.0069553,0,
0.141,-1.21259,0.306117,0.306117,0.281067,0.00709873,0,
0.142,-1.21259,0.306117,0.306117,0.283047,0.00724401,0,
0.143,-1.21259,0.306117,0.306117,0.285026,0.00739115,0,
0.144,-1.21259,0.306117,0.306117,0.287006,0.00754015,0,
0.145,-1.21259,0.306117,0.306117,0.288985,0.00769102,0,
0.146,-1.21259,0.306117,0.306117,0.290964,0.00784377,0,
0.147,-1.21259,0.306117,0.306117,0.292942,0.00799842,0,
0.148,-1.21259,0.306117,0.306117,0.294921,0.00815496,0,
0.149,-1.21259,0.306117,0.306117,0.296899,0.00831341,0,
0.15,1.81772,0.518026,0.5,0.298876,0.00847377,0,
0.151,1.81772,0.518026,0.5,0.300854,0.00863606,0,
0.152,1.81772,0.518026,0.5,0.302831,0.00880028,0,
0.153,1.81772,0.518026,0.5,0.304808,0.00896644,0,
0.154,1.81772,0.518026,0.5,0.306784,0.00913455,0,
0.155,1.81772,0.518026,0.5,0.30876,0.00930462,0,
0.156,1.81772,0.518026,0.5,0.310736,0.00947665,0,
0.157,1.81772,0.518026,0.5,0.312712,0.00965065,0,
0.158,1.81772,0.518026,0.5,0.314687,0.00982663,0,
0.159,1.81772,0.518026,0.5,0.316662,0.0100046,0,
0.16,1.81772,0.518026,0.5,0.318636,0.0101846,0,
0.161,1.81772,0.518026,0.5,0.320611,0.0103665,0,
0.162,1.81772,0.518026,0.5,0.322585,0.0105505,0,
0.163,1.81772,0.518026,0.5,0.324558,0.0107365,0,
0.164,1.81772,0.518026,0.5,0.326532,0.0109246,0,
0.165,1.81772,0.518026,0.5,0.328505,0.0111146,0,
0.166,1.81772,0.518026,0.5,0.330477,0.0113067,0,
0.167,1.81772,0.518026,0.5,0.33245,0.0115009,0,
0.168,1.81772,0.518026,0.5,0.334422,0.0116971,0,
0.169,1.81772,0.518026,0.5,0.336393,0.0118954,0,
0.17,1.81772,0.518026,0.5,0.338365,0.0120957,0,
0.171,1.81772,0.518026,0.5,0.340336,0.0122982,0,
0.172,1.81772,0.518026,0.5,0.342306,0.0125027,0,
0.173,1.81772,0.518026,0.5,0.344277,0.0127093,0,
0.174,1.81772,0.518026,0.5,0.346247,0.012918,0,
0.175,1.81772,0.518026,0.5,0.348216,0.0131288,0,
0.176,1.81772,0.518026,0.5,0.350186,0.0133417,0,
0.177,1.81772,0.518026,0.5,0.352154,0.0135568,0,
0.178,1.81772,0.518026,0.5,0.354123,0.013774,0,
0.179,1.81772,0.518026,0.5,0.356091,0.0139933,0,
0.18,1.81772,0.518026,0.5,0.358059,0.0142147,0,
0.181,1.81772,0.518026,0.5,0.360027,0.0144384,0,
0.182,1.81772,0.518026,0.5,0.361994,0.0146641,0,
0.183,1.81772,0.518026,0.5,0.363961,0.014892,0,
0.184,1.81772,0.518026,0.5,0.365927,0.0151221,0,
0.185,1.81772,0.518026,0.5,0.367893,0.0153544,0,
0.186,1.81772,0.518026,0.5,0.369859,0.0155889,0,
0.187,1.81772,0.518026,0.5,0.371824,0.0158255,0,
0.188,1.81772,0.518026,0.5,0.373789,0.0160643,0,
0.189,1.81772,0.518026,0.5,0.375754,0.0163054,0,
0.19,1.81772,0.518026,0.5,0.377718,0.0165486,0,
0.191,1.81772,0.518026,0.5,0.379682,0.0167941,0,
0.192,1.81772,0.518026,0.5,0.381645,0.0170417,0,
0.193,1.81772,0.518026,0.5,0.383608,0.0172916,0,
0.194,1.81772,0.518026,0.5,0.385571,0.0175438,0,
0.195,1.81772,0.518026,0.5,0.387533,0.0177981,0,
0.196,1.81772,0.518026,0.5,0.389495,0.0180547,0,
0.197,1.81772,0.518026,0.5,0.391456,0.0183136,0,
0.198,1.81772,0.518026,0.5,0.393418,0.0185747,0,
0.199,1.81772,0.518026,0.5,0.395378,0.0188381,0,
0.2,0.277462,0.526808,0.5,0.397339,0.0191038,0,
0.201,0.277462,0.526808,0.5,0.399299,0.0193717,0,
0.202,0.277462,0.526808,0.5,0.401258,0.0196419,0,
0.203,0.277462,0.526808,0.5,0.403217,0.0199144,0,
0.204,0.277462,0.526808,0.5,0.405176,0.0201891,0,
0.205,0.277462,0.526808,0.5,0.407134,0.0204662,0,
0.206,0.277462,0.526808,0.5,0.409092,0.0207456,0,
0.207,0.277462,0.526808,0.5,0.41105,0.0210273,0,
0.208,0.277462,0.526808,0.5,0.413007,0.0213112,0,
0.209,0.277462,0.526808,0.5,0.414964,0.0215976,0,
0.21,0.277462,0.526808,0.5,0.41692,0.0218862,0,
0.211,0.277462,0.526808,0.5,0.418876,0.0221771,0,
0.212,0.277462,0.526808,0.5,0.420831,0.0224704,0,
0.213,0.277462,0.526808,0.5,0.422786,0.0227661,0,
0.214,0.277462,0.526808,0.5,0.424741,0.023064,0,
0.215,0.277462,0.526808,0.5,0.426695,0.0233644,0,
0.216,0.277462,0.526808,0.5,0.428649,0.023667,0,
0.217,0.277462,0.526808,0.5,0.430602,0.0239721,0,
0.218,0.277462,0.526808,0.5,0.432555,0.0242795,0,
0.219,0.277462,0.526808,0.5,0.434507,0.0245892,0,
0.22,0.277462,0.526808,0.5,0.436459,0.0249014,0,
0.221,0.277462,0.526808,0.5,0.438411,0.0252159,0,
0.222,0.277462,0.526808,0.5,0.440362,0.0255328,0,
0.223,0.277462,0.526808,0.5,0.442313,0.0258521,0,
0.224,0.277462,0.526808,0.5,0.444263,0.0261738,0,
0.225,0.277462,0.526808,0.5,0.446213,0.0264978,0,
0.226,0.277462,0.526808,0.5,0.448162,0.0268243,0,
0.227,0.277462,0.526808,0.5,0.450111,0.0271532,0,
0.228,0.277462,0.526808,0.5,0.452059,0.0274845,0,
0.229,0.277462,0.526808,0.5,0.454007,0.0278182,0,
0.23,0.277462,0.526808,0.5,0.455955,0.0281544,0,
0.231,0.277462,0.526808,0.5,0.457902,0.0284929,0,
0.232,0.277462,0.526808,0.5,0.459849,0.0288339,0,
0.233,0.277462,0.526808,0.5,0.461795,0.0291773,0,
0.234,0.277462,0.526808,0.5,0.463741,0.0295232,0,
0.235,0.277462,0.526808,0.5,0.465686,0.0298715,0,
0.236,0.277462,0.526808,0.5,0.467631,0.0302222,0,
0.237,0.277462,0.526808,0.5,0.469575,0.0305754,0,
0.238,0.277462,0.526808,0.5,0.471519,0.030931,0,
0.239,0.277462,0.526808,0.5,0.473462,0.0312891,0,
0.24,0.277462,0.526808,0.5,0.475405,0.0316497,0,
0.241,0.277462,0.526808,0.5,0.477348,0.0320127,0,
0.242,0.277462,0.526808,0.5,0.47929,0.0323782,0,
0.243,0.277462,0.526808,0.5,0.481231,0.0327462,0,
0.244,0.277462,0.526808,0.5,0.483172,0.0331166,0,
0.245,0.277462,0.526808,0.5,0.485113,0.0334896,0,
0.246,0.277462,0.526808,0.5,0.487053,0.033865,0,
0.247,0.277462,0.526808,0.5,0.488992,0.0342429,0,
0.248,0.277462,0.526808,0.5,0.490931,0.0346233,0,
0.249,0.277462,0.526808,0.5,0.49287,0.0350061,0,
0.25,-0.54856,0.431897,0.431897,0.494808,0.0353915,0,
0.251,-0.54856,0.431897,0.431897,0.496745,0.0357794,0,
0.252,-0.54856,0.431897,0.431897,0.498683,0.0361698,0,
0.253,-0.54856,0.431897,0.431897,0.500619,0.0365627,0,
0.254,-0.54856,0.431897,0.431897,0.502555,0.0369581,0,
0.255,-0.54856,0.431897,0.431897,0.504491,0.037356,0,
0.256,-0.54856,0.431897,0.431897,0.506426,0.0377565,0,
0.257,-0.54856,0.431897,0.431897,0.50836,0.0381595,0,
0.258,-0.54856,0.431897,0.431897,0.510295,0.038565,0,
0.259,-0.54856,0.431897,0.431897,0.512228,0.038973,0,
0.26,-0.54856,0.431897,0.431897,0.514161,0.0393835,0,
0.261,-0.54856,0.431897,0.431897,0.516094,0.0397966,0,
0.262,-0.54856,0.431897,0.431897,0.518026,0.0402123,0,
0.263,-0.54856,0.431897,0.431897,0.519957,0.0406304,0,
0.264,-0.54856,0.431897,0.431897,0.521888,0.0410511,0,
0.265,-0.54856,0.431897,0.431897,0.523819,0.0414744,0,
0.266,-0.54856,0.431897,0.431897,0.525748,0.0419002,0,
0.267,-0.54856,0.431897,0.431897,0.527678,0.0423286,0,
0.268,-0.54856,0.431897,0.431897,0.529607,0.0427595,0,
0.269,-0.54856,0.431897,0.431897,0.531535,0.043193,0,
0.27,-0.54856,0.431897,0.431897,0.533463,0.043629,0,
0.271,-0.54856,0.431897,0.431897,0.53539,0.0440676,0,
0.272,-0.54856,0.431897,0.431897,0.537317,0.0445088,0,
0.273,-0.54856,0.431897,0.431897,0.539243,0.0449525,0,
0.274,-0.54856,0.431897,0.431897,0.541169,0.0453988,0,
0.275,-0.54856,0.431897,0.431897,0.543094,0.0458477,0,
0.276,-0.54856,0.431897,0.431897,0.545018,0.0462992,0,
0.277,-0.54856,0.431897,0.431897,0.546942,0.0467532,0,
0.278,-0.54856,0.431897,0.431897,0.548866,0.0472098,0,
0.279,-0.54856,0.431897,0.431897,0.550789,0.047669,0,
0.28,-0.54856,0.431897,0.431897,0.552711,0.0481308,0,
0.281,-0.54856,0.431897,0.431897,0.554633,0.0485952,0,
0.282,-0.54856,0.431897,0.431897,0.556554,0.0490622,0,
0.283,-0.54856,0.431897,0.431897,0.558475,0.0495317,0,
0.284,-0.54856,0.431897,0.431897,0.560395,0.0500039,0,
0.285,-0.54856,0.431897,0.431897,0.562315,0.0504786,0,
0.286,-0.54856,0.431897,0.431897,0.564234,0.050956,0,
0.287,-0.54856,0.431897,0.431897,0.566152,0.051436,0,
0.288,-0.54856,0.431897,0.431897,0.56807,0.0519185,0,
0.289,-0.54856,0.431897,0.431897,0.569988,0.0524037,0,
0.29,-0.54856,0.431897,0.431897,0.571904,0.0528915,0,
0.291,-0.54856,0.431897,0.431897,0.573821,0.0533818,0,
0.292,-0.54856,0.431897,0.431897,0.575736,0.0538748,0,
0.293,-0.54856,0.431897,0.431897,0.577651,0.0543704,0,
0.294,-0.54856,0.431897,0.431897,0.579566,0.0548687,0,
0.295,-0.54856,0.431897,0.431897,0.58148,0.0553695,0,
0.296,-0.54856,0.431897,0.431897,0.583393,0.055873,0,
0.297,-0.54856,0.431897,0.431897,0.585306,0.056379,0,
0.298,-0.54856,0.431897,0.431897,0.587218,0.0568877,0,
0.299,-0.54856,0.431897,0.431897,0.589129,0.0573991,0,
0.3,-1.3008,0.247703,0.247703,0.59104,0.057913,0.1,
0.301,-1.3008,0.247703,0.247703,0.592951,0.0584296,0.1,
0.302,-1.3008,0.247703,0.247703,0.594861,0.0589488,0.1,
0.303,-1.3008,0.247703,0.247703,0.59677,0.0594706,0.1,
0.304,-1.3008,0.247703,0.247703,0.598678,0.0599951,0.1,
0.305,-1.3008,0.247703,0.247703,0.600586,0.0605222,0.1,
0.306,-1.3008,0.247703,0.247703,0.602494,0.0610519,0.1,
0.307,-1.3008,0.247703,0.247703,0.604401,0.0615843,0.1,
0.308,-1.3008,0.247703,0.247703,0.606307,0.0621193,0.1,
0.309,-1.3008,0.247703,0.247703,0.608212,0.062657,0.1,
0.31,-1.3008,0.247703,0.247703,0.610117,0.0631973,0.1,
0.311,-1.3008,0.247703,0.247703,0.612022,0.0637402,0.1,
0.312,-1.3008,0.247703,0.247703,0.613925,0.0642857,0.1,
0.313,-1.3008,0.247703,0.247703,0.615829,0.064834,0.1,
0.314,-1.3008,0.247703,0.247703,0.617731,0.0653848,0.1,
0.315,-1.3008,0.247703,0.247703,0.619633,0.0659383,0.1,
0.316,-1.3008,0.247703,0.247703,0.621534,0.0664945,0.1,
0.317,-1.3008,0.247703,0.247703,0.623435,0.0670533,0.1,
0.318,-1.3008,0.247703,0.247703,0.625335,0.0676147,0.1,
0.319,-1.3008,0.247703,0.247703,0.627234,0.0681788,0.1,
0.32,-1.3008,0.247703,0.247703,0.629133,0.0687455,0.1,
0.321,-1.3008,0.247703,0.247703,0.631031,0.0693149,0.1,
0.322,-1.3008,0.247703,0.247703,0.632929,0.069887,0.1,
0.323,-1.3008,0.247703,0.247703,0.634826,0.0704617,0.1,
0.324,-1.3008,0.247703,0.247703,0.636722,0.071039,0.1,
0.325,-1.3008,0.247703,0.247703,0.638618,0.071619,0.1,
0.326,-1.3008,0.247703,0.247703,0.640513,0.0722017,0.1,
0.327,-1.3008,0.247703,0.247703,0.642407,0.072787,0.1,
0.328,-1.3008,0.247703,0.247703,0.644301,0.073375,0.1,
0.329,-1.3008,0.247703,0.247703,0.646194,0.0739656,0.1,
0.33,-1.3008,0.247703,0.247703,0.648086,0.0745589,0.1,
0.331,-1.3008,0.247703,0.247703,0.649978,0.0751549,0.1,
0.332,-1.3008,0.247703,0.247703,0.651869,0.0757535,0.1,
0.333,-1.3008,0.247703,0.247703,0.653759,0.0763547,0.1,
0.334,-1.3008,0.247703,0.247703,0.655649,0.0769587,0.1,
0.335,-1.3008,0.247703,0.247703,0.657538,0.0775652,0.1,
0.336,-1.3008,0.247703,0.247703,0.659427,0.0781745,0.1,
0.337,-1.3008,0.247703,0.247703,0.661315,0.0787864,0.1,
0.338,-1.3008,0.247703,0.247703,0.663202,0.079401,0.1,
0.339,-1.3008,0.247703,0.247703,0.665088,0.0800182,0.1,
0.34,-1.3008,0.247703,0.247703,0.666974,0.0806381,0.1,
0.341,-1.3008,0.247703,0.247703,0.668859,0.0812606,0.1,
0.342,-1.3008,0.247703,0.247703,0.670744,0.0818859,0.1,
0.343,-1.3008,0.247703,0.247703,0.672628,0.0825137,0.1,
0.344,-1.3008,0.247703,0.247703,0.674511,0.0831443,0.1,
0.345,-1.3008,0.247703,0.247703,0.676393,0.0837775,0.1,
0.346,-1.3008,0.247703,0.247703,0.678275,0.0844133,0.1,
0.347,-1.3008,0.247703,0.247703,0.680156,0.0850519,0.1,
0.348,-1.3008,0.247703,0.247703,0.682037,0.0856931,0.1,
0.349,-1.3008,0.247703,0.247703,0.683917,0.0863369,0.1,
0.35,0.1949,0.25968,0.25968,0.685796,0.0869834,0.1,
0.351,0.1949,0.25968,0.25968,0.687674,0.0876326,0.1,
0.352,0.1949,0.25968,0.25968,0.689552,0.0882845,0.1,
0.353,0.1949,0.25968,0.25968,0.691429,0.088939,0.1,
0.354,0.1949,0.25968,0.25968,0.693305,0.0895961,0.1,
0.355,0.1949,0.25968,0.25968,0.695181,0.090256,0.1,
0.356,0.1949,0.25968,0.25968,0.697056,0.0909185,0.1,
0.357,0.1949,0.25968,0.25968,0.69893,0.0915836,0.1,
0.358,0.1949,0.25968,0.25968,0.700803,0.0922514,0.1,
0.359,0.1949,0.25968,0.25968,0.702676,0.0929219,0.1,
0.36,0.1949,0.25968,0.25968,0.704548,0.0935951,0.1,
0.361,0.1949,0.25968,0.25968,0.70642,0.0942709,0.1,
0.362,0.1949,0.25968,0.25968,0.708291,0.0949493,0.1,
0.363,0.1949,0.25968,0.25968,0.710161,0.0956304,0.1,
0.364,0.1949,0.25968,0.25968,0.71203,0.0963142,0.1,
0.365,0.1949,0.25968,0.25968,0.713899,0.0970007,0.1,
0.366,0.1949,0.25968,0.25968,0.715766,0.0976898,0.1,
0.367,0.1949,0.25968,0.25968,0.717634,0.0983815,0.1,
0.368,0.1949,0.25968,0.25968,0.7195,0.0990759,0.1,
0.369,0.1949,0.25968,0.25968,0.721366,0.099773,0.1,
0.37,0.1949,0.25968,0.25968,0.723231,0.100473,0.1,
0.371,0.1949,0.25968,0.25968,0.725095,0.101175,0.1,
0.372,0.1949,0.25968,0.25968,0.726959,0.10188,0.1,
0.373,0.1949,0.25968,0.25968,0.728822,0.102588,0.1,
0.374,0.1949,0.25968,0.25968,0.730684,0.103298,0.1,
0.375,0.1949,0.25968,0.25968,0.732545,0.104011,0.1,
0.376,0.1949,0.25968,0.25968,0.734406,0.104727,0.1,
0.377,0.1949,0.25968,0.25968,0.736266,0.105445,0.1,
0.378,0.1949,0.25968,0.25968,0.738125,0.106166,0.1,
0.379,0.1949,0.25968,0.25968,0.739983,0.10689,0.1,
0.38,0.1949,0.25968,0.25968,0.741841,0.107616,0.1,
0.381,0.1949,0.25968,0.25968,0.743698,0.108345,0.1,
0.382,0.1949,0.25968,0.25968,0.745554,0.109076,0.1,
0.383,0.1949,0.25968,0.25968,0.74741,0.109811,0.1,
0.384,0.1949,0.25968,0.25968,0.749264,0.110547,0.1,
0.385,0.1949,0.25968,0.25968,0.751118,0.111287,0.1,
0.386,0.1949,0.25968,0.25968,0.752971,0.112029,0.1,
0.387,0.1949,0.25968,0.25968,0.754824,0.112774,0.1,
0.388,0.1949,0.25968,0.25968,0.756676,0.113521,0.1,
0.389,0.1949,0.25968,0.25968,0.758527,0.114271,0.1,
0.39,0.1949,0.25968,0.25968,0.760377,0.115024,0.1,
0.391,0.1949,0.25968,0.25968,0.762226,0.115779,0.1,
0.392,0.1949,0.25968,0.25968,0.764075,0.116537,0.1,
0.393,0.1949,0.25968,0.25968,0.765923,0.117298,0.1,
0.394,0.1949,0.25968,0.25968,0.76777,0.118061,0.1,
0.395,0.1949,0.25968,0.25968,0.769616,0.118827,0.1,
0.396,0.1949,0.25968,0.25968,0.771462,0.119595,0.1,
0.397,0.1949,0.25968,0.25968,0.773307,0.120366,0.1,
0.398,0.1949,0.25968,0.25968,0.775151,0.12114,0.1,
0.399,0.1949,0.25968,0.25968,0.776994,0.121916,0.1,
0.4,0.816124,0.348712,0.348712,0.778837,0.122695,0.1,
0.401,0.816124,0.348712,0.348712,0.780678,0.123477,0.1,
0.402,0.816124,0.348712,0.348712,0.782519,0.124261,0.1,
0.403,0.816124,0.348712,0.348712,0.78436,0.125048,0.1,
0.404,0.816124,0.348712,0.348712,0.786199,0.125838,0.1,
0.405,0.816124,0.348712,0.348712,0.788038,0.12663,0.1,
0.406,0.816124,0.348712,0.348712,0.789875,0.127424,0.1,
0.407,0.816124,0.348712,0.348712,0.791712,0.128222,0.1,
