Time,Noise,Noise_Filt,Noise_Filt_Sat,Sine,Sine_Filt,Sine_Filt_Quantized,
2.44,-0.037429,-0.0253472,-0.0253472,1.29087,1.84857,1.8,
2.441,-0.037429,-0.0253472,-0.0253472,1.28934,1.84782,1.8,
2.442,-0.037429,-0.0253472,-0.0253472,1.28781,1.84708,1.8,
2.443,-0.037429,-0.0253472,-0.0253472,1.28628,1.84633,1.8,
2.444,-0.037429,-0.0253472,-0.0253472,1.28475,1.84558,1.8,
2.445,-0.037429,-0.0253472,-0.0253472,1.28322,1.84483,1.8,
2.446,-0.037429,-0.0253472,-0.0253472,1.28168,1.84407,1.8,
2.447,-0.037429,-0.0253472,-0.0253472,1.28015,1.84332,1.8,
2.448,-0.037429,-0.0253472,-0.0253472,1.27861,1.84256,1.8,
2.449,-0.037429,-0.0253472,-0.0253472,1.27707,1.8418,1.8,
2.45,0.196929,0.000536293,0.000536293,1.27553,1.84104,1.8,
2.451,0.196929,0.000536293,0.000536293,1.27399,1.84027,1.8,
2.452,0.196929,0.000536293,0.000536293,1.27245,1.83951,1.8,
2.453,0.196929,0.000536293,0.000536293,1.2709,1.83874,1.8,
2.454,0.196929,0.000536293,0.000536293,1.26936,1.83797,1.8,
2.455,0.196929,0.000536293,0.000536293,1.26781,1.8372,1.8,
2.456,0.196929,0.000536293,0.000536293,1.26626,1.83643,1.8,
2.457,0.196929,0.000536293,0.000536293,1.26472,1.83565,1.8,
2.458,0.196929,0.000536293,0.000536293,1.26317,1.83487,1.8,
2.459,0.196929,0.000536293,0.000536293,1.26161,1.83409,1.8,
2.46,0.196929,0.000536293,0.000536293,1.26006,1.83331,1.8,
2.461,0.196929,0.000536293,0.000536293,1.25851,1.83253,1.8,
2.462,0.196929,0.000536293,0.000536293,1.25695,1.83175,1.8,
2.463,0.196929,0.000536293,0.000536293,1.2554,1.83096,1.8,
2.464,0.196929,0.000536293,0.000536293,1.25384,1.83017,1.8,
2.465,0.196929,0.000536293,0.000536293,1.25228,1.82938,1.8,
2.466,0.196929,0.000536293,0.000536293,1.25072,1.82859,1.8,
2.467,0.196929,0.000536293,0.000536293,1.24916,1.8278,1.8,
2.468,0.196929,0.000536293,0.000536293,1.2476,1.827,1.8,
2.469,0.196929,0.000536293,0.000536293,1.24603,1.8262,1.8,
2.47,0.196929,0.000536293,0.000536293,1.24447,1.82541,1.8,
2.471,0.196929,0.000536293,0.000536293,1.2429,1.8246,1.8,
2.472,0.196929,0.000536293,0.000536293,1.24133,1.8238,1.8,
2.473,0.196929,0.000536293,0.000536293,1.23976,1.823,1.8,
2.474,0.196929,0.000536293,0.000536293,1.23819,1.82219,1.8,
2.475,0.196929,0.000536293,0.000536293,1.23662,1.82138,1.8,
2.476,0.196929,0.000536293,0.000536293,1.23505,1.82057,1.8,
2.477,0.196929,0.000536293,0.000536293,1.23348,1.81976,1.8,
2.478,0.196929,0.000536293,0.000536293,1.2319,1.81894,1.8,
2.479,0.196929,0.000536293,0.000536293,1.23033,1.81813,1.8,
2.48,0.196929,0.000536293,0.000536293,1.22875,1.81731,1.8,
2.481,0.196929,0.000536293,0.000536293,1.22717,1.81649,1.8,
2.482,0.196929,0.000536293,0.000536293,1.22559,1.81567,1.8,
2.483,0.196929,0.000536293,0.000536293,1.22401,1.81485,1.8,
2.484,0.196929,0.000536293,0.000536293,1.22243,1.81402,1.8,
2.485,0.196929,0.000536293,0.000536293,1.22084,1.81319,1.8,
2.486,0.196929,0.000536293,0.000536293,1.21926,1.81236,1.8,
2.487,0.196929,0.000536293,0.000536293,1.21767,1.81153,1.8,
2.488,0.196929,0.000536293,0.000536293,1.21609,1.8107,1.8,
2.489,0.196929,0.000536293,0.000536293,1.2145,1.80987,1.8,
2.49,0.196929,0.000536293,0.000536293,1.21291,1.80903,1.8,
2.491,0.196929,0.000536293,0.000536293,1.21132,1.80819,1.8,
2.492,0.196929,0.000536293,0.000536293,1.20972,1.80735,1.8,
2.493,0.196929,0.000536293,0.000536293,1.20813,1.80651,1.8,
2.494,0.196929,0.000536293,0.000536293,1.20654,1.80567,1.8,
2.495,0.196929,0.000536293,0.000536293,1.20494,1.80482,1.8,
2.496,0.196929,0.000536293,0.000536293,1.20334,1.80397,1.8,
2.497,0.196929,0.000536293,0.000536293,1.20175,1.80312,1.8,
2.498,0.196929,0.000536293,0.000536293,1.20015,1.80227,1.8,
2.499,0.196929,0.000536293,0.000536293,1.19855,1.80142,1.8,
2.5,-2.3181,-0.289253,-0.289253,1.19694,1.80056,1.8,
2.501,-2.3181,-0.289253,-0.289253,1.19534,1.79971,1.8,
2.502,-2.3181,-0.289253,-0.289253,1.19374,1.79885,1.8,
2.503,-2.3181,-0.289253,-0.289253,1.19213,1.79799,1.8,
2.504,-2.3181,-0.289253,-0.289253,1.19053,1.79713,1.8,
2.505,-2.3181,-0.289253,-0.289253,1.18892,1.79626,1.8,
2.506,-2.3181,-0.289253,-0.289253,1.18731,1.7954,1.8,
2.507,-2.3181,-0.289253,-0.289253,1.1857,1.79453,1.8,
2.508,-2.3181,-0.289253,-0.289253,1.18409,1.79366,1.8,
2.509,-2.3181,-0.289253,-0.289253,1.18248,1.79279,1.8,
2.51,-2.3181,-0.289253,-0.289253,1.18086,1.79192,1.8,
2.511,-2.3181,-0.289253,-0.289253,1.17925,1.79104,1.8,
2.512,-2.3181,-0.289253,-0.289253,1.17763,1.79016,1.8,
2.513,-2.3181,-0.289253,-0.289253,1.17601,1.78928,1.8,
2.514,-2.3181,-0.289253,-0.289253,1.1744,1.7884,1.8,
2.515,-2.3181,-0.289253,-0.289253,1.17278,1.78752,1.8,
2.516,-2.3181,-0.289253,-0.289253,1.17116,1.78664,1.8,
2.517,-2.3181,-0.289253,-0.289253,1.16953,1.78575,1.8,
2.518,-2.3181,-0.289253,-0.289253,1.16791,1.78486,1.8,
2.519,-2.3181,-0.289253,-0.289253,1.16629,1.78398,1.8,
2.52,-2.3181,-0.289253,-0.289253,1.16466,1.78308,1.8,
2.521,-2.3181,-0.289253,-0.289253,1.16303,1.78219,1.8,
2.522,-2.3181,-0.289253,-0.289253,1.16141,1.7813,1.8,
2.523,-2.3181,-0.289253,-0.289253,1.15978,1.7804,1.8,
2.524,-2.3181,-0.289253,-0.289253,1.15815,1.7795,1.8,
2.525,-2.3181,-0.289253,-0.289253,1.15652,1.7786,1.8,
2.526,-2.3181,-0.289253,-0.289253,1.15488,1.7777,1.8,
2.527,-2.3181,-0.289253,-0.289253,1.15325,1.77679,1.8,
2.528,-2.3181,-0.289253,-0.289253,1.15162,1.77589,1.8,
2.529,-2.3181,-0.289253,-0.289253,1.14998,1.77498,1.8,
2.53,-2.3181,-0.289253,-0.289253,1.14834,1.77407,1.8,
2.531,-2.3181,-0.289253,-0.289253,1.14671,1.77316,1.8,
2.532,-2.3181,-0.289253,-0.289253,1.14507,1.77225,1.8,
2.533,-2.3181,-0.289253,-0.289253,1.14343,1.77133,1.8,
2.534,-2.3181,-0.289253,-0.289253,1.14179,1.77041,1.8,
2.535,-2.3181,-0.289253,-0.289253,1.14014,1.7695,1.8,
2.536,-2.3181,-0.289253,-0.289253,1.1385,1.76858,1.8,
2.537,-2.3181,-0.289253,-0.289253,1.13685,1.76765,1.8,
2.538,-2.3181,-0.289253,-0.289253,1.13521,1.76673,1.8,
2.539,-2.3181,-0.289253,-0.289253,1.13356,1.7658,1.8,
2.54,-2.3181,-0.289253,-0.289253,1.13191,1.76488,1.8,
2.541,-2.3181,-0.289253,-0.289253,1.13026,1.76395,1.8,
2.542,-2.3181,-0.289253,-0.289253,1.12861,1.76302,1.8,
2.543,-2.3181,-0.289253,-0.289253,1.12696,1.76208,1.8,
2.544,-2.3181,-0.289253,-0.289253,1.12531,1.76115,1.8,
2.545,-2.3181,-0.289253,-0.289253,1.12365,1.76021,1.8,
2.546,-2.3181,-0.289253,-0.289253,1.122,1.75927,1.8,
2.547,-2.3181,-0.289253,-0.289253,1.12034,1.75833,1.8,
2.548,-2.3181,-0.289253,-0.289253,1.11869,1.75739,1.8,
2.549,-2.3181,-0.289253,-0.289253,1.11703,1.75645,1.8,
2.55,-3.21178,-0.676263,-0.5,1.11537,1.7555,1.8,
2.551,-3.21178,-0.676263,-0.5,1.11371,1.75456,1.8,
2.552,-3.21178,-0.676263,-0.5,1.11204,1.75361,1.8,
2.553,-3.21178,-0.676263,-0.5,1.11038,1.75266,1.8,
2.554,-3.21178,-0.676263,-0.5,1.10872,1.7517,1.8,
2.555,-3.21178,-0.676263,-0.5,1.10705,1.75075,1.8,
2.556,-3.21178,-0.676263,-0.5,1.10539,1.74979,1.8,
2.557,-3.21178,-0.676263,-0.5,1.10372,1.74884,1.8,
2.558,-3.21178,-0.676263,-0.5,1.10205,1.74788,1.8,
2.559,-3.21178,-0.676263,-0.5,1.10038,1.74692,1.8,
2.56,-3.21178,-0.676263,-0.5,1.09871,1.74595,1.7,
2.561,-3.21178,-0.676263,-0.5,1.09704,1.74499,1.7,
2.562,-3.21178,-0.676263,-0.5,1.09537,1.74402,1.7,
2.563,-3.21178,-0.676263,-0.5,1.09369,1.74305,1.7,
2.564,-3.21178,-0.676263,-0.5,1.09202,1.74208,1.7,
2.565,-3.21178,-0.676263,-0.5,1.09034,1.74111,1.7,
2.566,-3.21178,-0.676263,-0.5,1.08866,1.74014,1.7,
2.567,-3.21178,-0.676263,-0.5,1.08699,1.73916,1.7,
2.568,-3.21178,-0.676263,-0.5,1.08531,1.73818,1.7,
2.569,-3.21178,-0.676263,-0.5,1.08363,1.7372,1.7,
2.57,-3.21178,-0.676263,-0.5,1.08194,1.73622,1.7,
2.571,-3.21178,-0.676263,-0.5,1.08026,1.73524,1.7,
2.572,-3.21178,-0.676263,-0.5,1.07858,1.73426,1.7,
2.573,-3.21178,-0.676263,-0.5,1.07689,1.73327,1.7,
2.574,-3.21178,-0.676263,-0.5,1.07521,1.73228,1.7,
2.575,-3.21178,-0.676263,-0.5,1.07352,1.73129,1.7,
2.576,-3.21178,-0.676263,-0.5,1.07183,1.7303,1.7,
2.577,-3.21178,-0.676263,-0.5,1.07014,1.72931,1.7,
2.578,-3.21178,-0.676263,-0.5,1.06845,1.72831,1.7,
2.579,-3.21178,-0.676263,-0.5,1.06676,1.72732,1.7,
2.58,-3.21178,-0.676263,-0.5,1.06507,1.72632,1.7,
2.581,-3.21178,-0.676263,-0.5,1.06338,1.72532,1.7,
2.582,-3.21178,-0.676263,-0.5,1.06168,1.72432,1.7,
2.583,-3.21178,-0.676263,-0.5,1.05999,1.72331,1.7,
2.584,-3.21178,-0.676263,-0.5,1.05829,1.72231,1.7,
2.585,-3.21178,-0.676263,-0.5,1.05659,1.7213,1.7,
2.586,-3.21178,-0.676263,-0.5,1.05489,1.72029,1.7,
2.587,-3.21178,-0.676263,-0.5,1.05319,1.71928,1.7,
2.588,-3.21178,-0.676263,-0.5,1.05149,1.71827,1.7,
2.589,-3.21178,-0.676263,-0.5,1.04979,1.71725,1.7,
2.59,-3.21178,-0.676263,-0.5,1.04809,1.71624,1.7,
2.591,-3.21178,-0.676263,-0.5,1.04638,1.71522,1.7,
2.592,-3.21178,-0.676263,-0.5,1.04468,1.7142,1.7,
2.593,-3.21178,-0.676263,-0.5,1.04297,1.71318,1.7,
2.594,-3.21178,-0.676263,-0.5,1.04127,1.71216,1.7,
2.595,-3.21178,-0.676263,-0.5,1.03956,1.71113,1.7,
2.596,-3.21178,-0.676263,-0.5,1.03785,1.71011,1.7,
2.597,-3.21178,-0.676263,-0.5,1.03614,1.70908,1.7,
2.598,-3.21178,-0.676263,-0.5,1.03443,1.70805,1.7,
2.599,-3.21178,-0.676263,-0.5,1.03272,1.70702,1.7,
2.6,0.565217,-0.571798,-0.5,1.031,1.70598,1.7,
2.601,0.565217,-0.571798,-0.5,1.02929,1.70495,1.7,
2.602,0.565217,-0.571798,-0.5,1.02757,1.70391,1.7,
2.603,0.565217,-0.571798,-0.5,1.02586,1.70287,1.7,
2.604,0.565217,-0.571798,-0.5,1.02414,1.70183,1.7,
2.605,0.565217,-0.571798,-0.5,1.02242,1.70079,1.7,
2.606,0.565217,-0.571798,-0.5,1.0207,1.69975,1.7,
2.607,0.565217,-0.571798,-0.5,1.01898,1.6987,1.7,
2.608,0.565217,-0.571798,-0.5,1.01726,1.69766,1.7,
2.609,0.565217,-0.571798,-0.5,1.01554,1.69661,1.7,
2.61,0.565217,-0.571798,-0.5,1.01381,1.69556,1.7,
2.611,0.565217,-0.571798,-0.5,1.01209,1.6945,1.7,
2.612,0.565217,-0.571798,-0.5,1.01036,1.69345,1.7,
2.613,0.565217,-0.571798,-0.5,1.00864,1.6924,1.7,
2.614,0.565217,-0.571798,-0.5,1.00691,1.69134,1.7,
2.615,0.565217,-0.571798,-0.5,1.00518,1.69028,1.7,
2.616,0.565217,-0.571798,-0.5,1.00345,1.68922,1.7,
2.617,0.565217,-0.571798,-0.5,1.00172,1.68816,1.7,
2.618,0.565217,-0.571798,-0.5,0.999989,1.68709,1.7,
2.619,0.565217,-0.571798,-0.5,0.998257,1.68603,1.7,
2.62,0.565217,-0.571798,-0.5,0.996523,1.68496,1.7,
2.621,0.565217,-0.571798,-0.5,0.994789,1.68389,1.7,
2.622,0.565217,-0.571798,-0.5,0.993053,1.68282,1.7,
2.623,0.565217,-0.571798,-0.5,0.991317,1.68175,1.7,
2.624,0.565217,-0.571798,-0.5,0.989579,1.68067,1.7,
2.625,0.565217,-0.571798,-0.5,0.987841,1.67959,1.7,
2.626,0.565217,-0.571798,-0.5,0.986101,1.67852,1.7,
2.627,0.565217,-0.571798,-0.5,0.984361,1.67744,1.7,
2.628,0.565217,-0.571798,-0.5,0.982619,1.67636,1.7,
2.629,0.565217,-0.571798,-0.5,0.980877,1.67527,1.7,
2.63,0.565217,-0.571798,-0.5,0.979133,1.67419,1.7,
2.631,0.565217,-0.571798,-0.5,0.977389,1.6731,1.7,
2.632,0.565217,-0.571798,-0.5,0.975643,1.67201,1.7,
2.633,0.565217,-0.571798,-0.5,0.973897,1.67092,1.7,
2.634,0.565217,-0.571798,-0.5,0.97215,1.66983,1.7,
2.635,0.565217,-0.571798,-0.5,0.970401,1.66874,1.7,
2.636,0.565217,-0.571798,-0.5,0.968652,1.66765,1.7,
2.637,0.565217,-0.571798,-0.5,0.966902,1.66655,1.7,
2.638,0.565217,-0.571798,-0.5,0.965151,1.66545,1.7,
2.639,0.565217,-0.571798,-0.5,0.963398,1.66435,1.7,
2.64,0.565217,-0.571798,-0.5,0.961645,1.66325,1.7,
2.641,0.565217,-0.571798,-0.5,0.959891,1.66215,1.7,
2.642,0.565217,-0.571798,-0.5,0.958136,1.66104,1.7,
2.643,0.565217,-0.571798,-0.5,0.95638,1.65994,1.7,
2.644,0.565217,-0.571798,-0.5,0.954623,1.65883,1.7,
2.645,0.565217,-0.571798,-0.5,0.952865,1.65772,1.7,
2.646,0.565217,-0.571798,-0.5,0.951106,1.65661,1.7,
2.647,0.565217,-0.571798,-0.5,0.949346,1.65549,1.7,
2.648,0.565217,-0.571798,-0.5,0.947586,1.65438,1.7,
2.649,0.565217,-0.571798,-0.5,0.945824,1.65326,1.7,
2.65,-0.216744,-0.570301,-0.5,0.944061,1.65214,1.7,
2.651,-0.216744,-0.570301,-0.5,0.942297,1.65102,1.7,
2.652,-0.216744,-0.570301,-0.5,0.940533,1.6499,1.7,
2.653,-0.216744,-0.570301,-0.5,0.938767,1.64878,1.7,
2.654,-0.216744,-0.570301,-0.5,0.937001,1.64765,1.7,
2.655,-0.216744,-0.570301,-0.5,0.935233,1.64653,1.7,
2.656,-0.216744,-0.570301,-0.5,0.933465,1.6454,1.7,
2.657,-0.216744,-0.570301,-0.5,0.931696,1.64427,1.7,
2.658,-0.216744,-0.570301,-0.5,0.929926,1.64314,1.7,
2.659,-0.216744,-0.570301,-0.5,0.928155,1.642,1.7,
2.66,-0.216744,-0.570301,-0.5,0.926383,1.64087,1.6,
2.661,-0.216744,-0.570301,-0.5,0.92461,1.63973,1.6,
2.662,-0.216744,-0.570301,-0.5,0.922836,1.63859,1.6,
2.663,-0.216744,-0.570301,-0.5,0.921061,1.63745,1.6,
2.664,-0.216744,-0.570301,-0.5,0.919285,1.63631,1.6,
2.665,-0.216744,-0.570301,-0.5,0.917508,1.63517,1.6,
2.666,-0.216744,-0.570301,-0.5,0.915731,1.63402,1.6,
2.667,-0.216744,-0.570301,-0.5,0.913952,1.63288,1.6,
2.668,-0.216744,-0.570301,-0.5,0.912173,1.63173,1.6,
2.669,-0.216744,-0.570301,-0.5,0.910393,1.63058,1.6,
2.67,-0.216744,-0.570301,-0.5,0.908611,1.62943,1.6,
2.671,-0.216744,-0.570301,-0.5,0.906829,1.62827,1.6,
2.672,-0.216744,-0.570301,-0.5,0.905046,1.62712,1.6,
2.673,-0.216744,-0.570301,-0.5,0.903262,1.62596,1.6,
2.674,-0.216744,-0.570301,-0.5,0.901477,1.62481,1.6,
2.675,-0.216744,-0.570301,-0.5,0.899692,1.62365,1.6,
2.676,-0.216744,-0.570301,-0.5,0.897905,1.62248,1.6,
2.677,-0.216744,-0.570301,-0.5,0.896117,1.62132,1.6,
2.678,-0.216744,-0.570301,-0.5,0.894329,1.62016,1.6,
2.679,-0.216744,-0.570301,-0.5,0.89254,1.61899,1.6,
2.68,-0.216744,-0.570301,-0.5,0.890749,1.61782,1.6,
2.681,-0.216744,-0.570301,-0.5,0.888958,1.61665,1.6,
2.682,-0.216744,-0.570301,-0.5,0.887166,1.61548,1.6,
2.683,-0.216744,-0.570301,-0.5,0.885373,1.61431,1.6,
2.684,-0.216744,-0.570301,-0.5,0.883579,1.61314,1.6,
2.685,-0.216744,-0.570301,-0.5,0.881785,1.61196,1.6,
2.686,-0.216744,-0.570301,-0.5,0.879989,1.61078,1.6,
2.687,-0.216744,-0.570301,-0.5,0.878193,1.6096,1.6,
2.688,-0.216744,-0.570301,-0.5,0.876395,1.60842,1.6,
2.689,-0.216744,-0.570301,-0.5,0.874597,1.60724,1.6,
2.69,-0.216744,-0.570301,-0.5,0.872798,1.60606,1.6,
2.691,-0.216744,-0.570301,-0.5,0.870998,1.60487,1.6,
2.692,-0.216744,-0.570301,-0.5,0.869197,1.60368,1.6,
2.693,-0.216744,-0.570301,-0.5,0.867396,1.60249,1.6,
2.694,-0.216744,-0.570301,-0.5,0.865593,1.6013,1.6,
2.695,-0.216744,-0.570301,-0.5,0.86379,1.60011,1.6,
2.696,-0.216744,-0.570301,-0.5,0.861985,1.59892,1.6,
2.697,-0.216744,-0.570301,-0.5,0.86018,1.59772,1.6,
2.698,-0.216744,-0.570301,-0.5,0.858374,1.59652,1.6,
2.699,-0.216744,-0.570301,-0.5,0.856567,1.59533,1.6,
2.7,1.65015,-0.335517,-0.335517,0.85476,1.59413,1.6,
2.701,1.65015,-0.335517,-0.335517,0.852951,1.59292,1.6,
2.702,1.65015,-0.335517,-0.335517,0.851142,1.59172,1.6,
2.703,1.65015,-0.335517,-0.335517,0.849331,1.59052,1.6,
2.704,1.65015,-0.335517,-0.335517,0.84752,1.58931,1.6,
2.705,1.65015,-0.335517,-0.335517,0.845708,1.5881,1.6,
2.706,1.65015,-0.335517,-0.335517,0.843896,1.58689,1.6,
2.707,1.65015,-0.335517,-0.335517,0.842082,1.58568,1.6,
2.708,1.65015,-0.335517,-0.335517,0.840267,1.58447,1.6,
2.709,1.65015,-0.335517,-0.335517,0.838452,1.58325,1.6,
2.71,1.65015,-0.335517,-0.335517,0.836636,1.58203,1.6,
2.711,1.65015,-0.335517,-0.335517,0.834819,1.58082,1.6,
2.712,1.65015,-0.335517,-0.335517,0.833001,1.5796,1.6,
2.713,1.65015,-0.335517,-0.335517,0.831182,1.57838,1.6,
2.714,1.65015,-0.335517,-0.335517,0.829363,1.57715,1.6,
2.715,1.65015,-0.335517,-0.335517,0.827542,1.57593,1.6,
2.716,1.65015,-0.335517,-0.335517,0.825721,1.5747,1.6,
2.717,1.65015,-0.335517,-0.335517,0.823899,1.57348,1.6,
2.718,1.65015,-0.335517,-0.335517,0.822076,1.57225,1.6,
2.719,1.65015,-0.335517,-0.335517,0.820253,1.57102,1.6,
2.72,1.65015,-0.335517,-0.335517,0.818428,1.56978,1.6,
2.721,1.65015,-0.335517,-0.335517,0.816603,1.56855,1.6,
2.722,1.65015,-0.335517,-0.335517,0.814777,1.56732,1.6,
2.723,1.65015,-0.335517,-0.335517,0.81295,1.56608,1.6,
2.724,1.65015,-0.335517,-0.335517,0.811122,1.56484,1.6,
2.725,1.65015,-0.335517,-0.335517,0.809294,1.5636,1.6,
2.726,1.65015,-0.335517,-0.335517,0.807464,1.56236,1.6,
2.727,1.65015,-0.335517,-0.335517,0.805634,1.56112,1.6,
2.728,1.65015,-0.335517,-0.335517,0.803803,1.55987,1.6,
2.729,1.65015,-0.335517,-0.335517,0.801972,1.55862,1.6,
2.73,1.65015,-0.335517,-0.335517,0.800139,1.55738,1.6,
2.731,1.65015,-0.335517,-0.335517,0.798306,1.55613,1.6,
2.732,1.65015,-0.335517,-0.335517,0.796471,1.55488,1.6,
2.733,1.65015,-0.335517,-0.335517,0.794636,1.55362,1.6,
2.734,1.65015,-0.335517,-0.335517,0.792801,1.55237,1.6,
2.735,1.65015,-0.335517,-0.335517,0.790964,1.55111,1.6,
2.736,1.65015,-0.335517,-0.335517,0.789127,1.54986,1.6,
2.737,1.65015,-0.335517,-0.335517,0.787289,1.5486,1.6,
2.738,1.65015,-0.335517,-0.335517,0.78545,1.54734,1.6,
2.739,1.65015,-0.335517,-0.335517,0.78361,1.54607,1.6,
2.74,1.65015,-0.335517,-0.335517,0.78177,1.54481,1.5,
2.741,1.65015,-0.335517,-0.335517,0.779928,1.54355,1.5,
2.742,1.65015,-0.335517,-0.335517,0.778086,1.54228,1.5,
2.743,1.65015,-0.335517,-0.335517,0.776243,1.54101,1.5,
2.744,1.65015,-0.335517,-0.335517,0.7744,1.53974,1.5,
2.745,1.65015,-0.335517,-0.335517,0.772555,1.53847,1.5,
2.746,1.65015,-0.335517,-0.335517,0.77071,1.5372,1.5,
2.747,1.65015,-0.335517,-0.335517,0.768864,1.53592,1.5,
2.748,1.65015,-0.335517,-0.335517,0.767018,1.53465,1.5,
2.749,1.65015,-0.335517,-0.335517,0.76517,1.53337,1.5,
2.75,-0.0910331,-0.33012,-0.33012,0.763322,1.53209,1.5,
2.751,-0.0910331,-0.33012,-0.33012,0.761473,1.53081,1.5,
2.752,-0.0910331,-0.33012,-0.33012,0.759623,1.52953,1.5,
2.753,-0.0910331,-0.33012,-0.33012,0.757773,1.52824,1.5,
2.754,-0.0910331,-0.33012,-0.33012,0.755921,1.52696,1.5,
2.755,-0.0910331,-0.33012,-0.33012,0.754069,1.52567,1.5,
2.756,-0.0910331,-0.33012,-0.33012,0.752217,1.52438,1.5,
2.757,-0.0910331,-0.33012,-0.33012,0.750363,1.52309,1.5,
2.758,-0.0910331,-0.33012,-0.33012,0.748509,1.5218,1.5,
2.759,-0.0910331,-0.33012,-0.33012,0.746654,1.52051,1.5,
2.76,-0.0910331,-0.33012,-0.33012,0.744798,1.51922,1.5,
2.761,-0.0910331,-0.33012,-0.33012,0.742942,1.51792,1.5,
2.762,-0.0910331,-0.33012,-0.33012,0.741084,1.51662,1.5,
2.763,-0.0910331,-0.33012,-0.33012,0.739226,1.51532,1.5,
2.764,-0.0910331,-0.33012,-0.33012,0.737368,1.51402,1.5,
2.765,-0.0910331,-0.33012,-0.33012,0.735508,1.51272,1.5,
2.766,-0.0910331,-0.33012,-0.33012,0.733648,1.51142,1.5,
2.767,-0.0910331,-0.33012,-0.33012,0.731787,1.51011,1.5,
2.768,-0.0910331,-0.33012,-0.33012,0.729925,1.5088,1.5,
2.769,-0.0910331,-0.33012,-0.33012,0.728063,1.5075,1.5,
2.77,-0.0910331,-0.33012,-0.33012,0.7262,1.50619,1.5,
2.771,-0.0910331,-0.33012,-0.33012,0.724336,1.50488,1.5,
2.772,-0.0910331,-0.33012,-0.33012,0.722471,1.50356,1.5,
2.773,-0.0910331,-0.33012,-0.33012,0.720606,1.50225,1.5,
2.774,-0.0910331,-0.33012,-0.33012,0.71874,1.50093,1.5,
2.775,-0.0910331,-0.33012,-0.33012,0.716873,1.49962,1.5,
2.776,-0.0910331,-0.33012,-0.33012,0.715006,1.4983,1.5,
2.777,-0.0910331,-0.33012,-0.33012,0.713138,1.49698,1.5,
2.778,-0.0910331,-0.33012,-0.33012,0.711269,1.49566,1.5,
2.779,-0.0910331,-0.33012,-0.33012,0.709399,1.49433,1.5,
2.78,-0.0910331,-0.33012,-0.33012,0.707529,1.49301,1.5,
2.781,-0.0910331,-0.33012,-0.33012,0.705658,1.49168,1.5,
2.782,-0.0910331,-0.33012,-0.33012,0.703786,1.49035,1.5,
2.783,-0.0910331,-0.33012,-0.33012,0.701914,1.48902,1.5,
2.784,-0.0910331,-0.33012,-0.33012,0.70004,1.48769,1.5,
2.785,-0.0910331,-0.33012,-0.33012,0.698167,1.48636,1.5,
2.786,-0.0910331,-0.33012,-0.33012,0.696292,1.48503,1.5,
2.787,-0.0910331,-0.33012,-0.33012,0.694417,1.48369,1.5,
2.788,-0.0910331,-0.33012,-0.33012,0.692541,1.48236,1.5,
2.789,-0.0910331,-0.33012,-0.33012,0.690664,1.48102,1.5,
2.79,-0.0910331,-0.33012,-0.33012,0.688787,1.47968,1.5,
2.791,-0.0910331,-0.33012,-0.33012,0.686909,1.47834,1.5,
2.792,-0.0910331,-0.33012,-0.33012,0.68503,1.47699,1.5,
2.793,-0.0910331,-0.33012,-0.33012,0.683151,1.47565,1.5,
2.794,-0.0910331,-0.33012,-0.33012,0.681271,1.47431,1.5,
2.795,-0.0910331,-0.33012,-0.33012,0.67939,1.47296,1.5,
2.796,-0.0910331,-0.33012,-0.33012,0.677509,1.47161,1.5,
2.797,-0.0910331,-0.33012,-0.33012,0.675627,1.47026,1.5,
2.798,-0.0910331,-0.33012,-0.33012,0.673744,1.46891,1.5,
2.799,-0.0910331,-0.33012,-0.33012,0.67186,1.46756,1.5,
2.8,-0.561077,-0.383749,-0.383749,0.669976,1.4662,1.5,
2.801,-0.561077,-0.383749,-0.383749,0.668092,1.46484,1.5,
2.802,-0.561077,-0.383749,-0.383749,0.666206,1.46349,1.5,
2.803,-0.561077,-0.383749,-0.383749,0.66432,1.46213,1.5,
2.804,-0.561077,-0.383749,-0.383749,0.662433,1.46077,1.5,
2.805,-0.561077,-0.383749,-0.383749,0.660546,1.45941,1.5,
2.806,-0.561077,-0.383749,-0.383749,0.658658,1.45804,1.5,
2.807,-0.561077,-0.383749,-0.383749,0.656769,1.45668,1.5,
2.808,-0.561077,-0.383749,-0.383749,0.654879,1.45531,1.5,
2.809,-0.561077,-0.383749,-0.383749,0.652989,1.45394,1.5,
2.81,-0.561077,-0.383749,-0.383749,0.651099,1.45258,1.5,
2.811,-0.561077,-0.383749,-0.383749,0.649207,1.4512,1.5,
2.812,-0.561077,-0.383749,-0.383749,0.647315,1.44983,1.5,
2.813,-0.561077,-0.383749,-0.383749,0.645423,1.44846,1.5,
2.814,-0.561077,-0.383749,-0.383749,0.643529,1.44708,1.5,
2.815,-0.561077,-0.383749,-0.383749,0.641635,1.44571,1.5,
2.816,-0.561077,-0.383749,-0.383749,0.639741,1.44433,1.5,
2.817,-0.561077,-0.383749,-0.383749,0.637845,1.44295,1.5,
2.818,-0.561077,-0.383749,-0.383749,0.63595,1.44157,1.5,
2.819,-0.561077,-0.383749,-0.383749,0.634053,1.44019,1.5,
2.82,-0.561077,-0.383749,-0.383749,0.632156,1.4388,1.4,
2.821,-0.561077,-0.383749,-0.383749,0.630258,1.43742,1.4,
2.822,-0.561077,-0.383749,-0.383749,0.62836,1.43603,1.4,
