"time","revolute1.w","revolute2.w"
0,0,0
0.006,-0.150869,0.200414
0.0121,-0.304206,0.404051
0.0182,-0.45749,0.60755
0.0243,-0.610706,0.81086
0.0304,-0.763824,1.01388
0.0364,-0.914292,1.21314
0.0424,-1.06455,1.41173
0.0484,-1.21451,1.60935
0.0544,-1.36404,1.80557
0.0604,-1.513,1.99987
0.0664,-1.66118,2.19161
0.0724,-1.80837,2.38003
0.0784,-1.95431,2.56424
0.0844,-2.0987,2.74323
0.0904,-2.24122,2.91589
0.0964,-2.38151,3.08102
0.1024,-2.51921,3.23734
0.1084,-2.65394,3.38355
0.1144,-2.78534,3.51833
0.1204,-2.91303,3.64037
0.1265,-3.03871,3.75015
0.1326,-3.15989,3.84431
0.1387,-3.27631,3.92183
0.1448,-3.38774,3.9818
0.1509,-3.494,4.02353
0.157,-3.59498,4.04647
0.1631,-3.69062,4.05027
0.1692,-3.78089,4.03475
0.1753,-3.8658,3.99985
0.1814,-3.94538,3.94565
0.1875,-4.01968,3.87233
0.1936,-4.08874,3.7801
0.1997,-4.15261,3.66927
0.2058,-4.21129,3.54011
0.2119,-4.26479,3.39294
0.218,-4.31305,3.22804
0.2241,-4.356,3.04566
0.2302,-4.3935,2.84604
0.2363,-4.42539,2.62935
0.2424,-4.45144,2.39574
0.2485,-4.47138,2.14531
0.2546,-4.4849,1.87809
0.2607,-4.49164,1.59411
0.2668,-4.49119,1.29331
0.2729,-4.48312,0.975633
0.279,-4.46695,0.640956
0.2851,-4.44218,0.289127
0.2912,-4.40829,-0.0800443
0.2973,-4.36474,-0.46678
0.3034,-4.31102,-0.871334
0.3095,-4.24658,-1.29399
0.3156,-4.17095,-1.73505
0.3217,-4.08365,-2.19481
0.3278,-3.98429,-2.67355
0.3339,-3.87256,-3.17151
0.34,-3.74828,-3.68876
0.3461,-3.61144,-4.22519
0.3522,-3.46227,-4.78026
0.3583,-3.30134,-5.35284
0.3644,-3.12967,-5.94087
0.3705,-2.94893,-6.54084
0.3766,-2.76162,-7.14723
0.3827,-2.5714,-7.75166
0.3888,-2.38335,-8.34202
0.3949,-2.20423,-8.90167
0.401,-2.04259,-9.40902
0.4071,-1.90846,-9.8382
0.4132,-1.81248,-10.1613
0.4193,-1.76441,-10.3524
0.4254,-1.77125,-10.3927
0.4315,-1.83559,-10.275
0.4376,-1.955,-10.0056
0.4437,-2.12266,-9.60236
0.4498,-2.32896,-9.09007
0.4559,-2.56342,-8.49563
0.462,-2.81614,-7.84385
0.4681,-3.07867,-7.15537
0.4742,-3.34427,-6.446
0.4803,-3.60785,-5.72717
0.4864,-3.86575,-5.00669
0.4925,-4.11539,-4.28967
0.4986,-4.35506,-3.57929
0.5047,-4.58369,-2.87743
0.5108,-4.80071,-2.18509
0.5169,-5.00589,-1.50275
0.523,-5.19927,-0.830596
0.5291,-5.38113,-0.168653
0.5352,-5.55186,0.483075
0.5413,-5.71196,1.12453
0.5474,-5.86201,1.75551
0.5535,-6.00257,2.37561
0.5596,-6.13418,2.9841
0.5657,-6.25729,3.57984
0.5718,-6.37217,4.16112
0.5779,-6.47886,4.72551
0.584,-6.57709,5.26964
0.5901,-6.66618,5.78898
0.5962,-6.74494,6.27765
0.6023,-6.81163,6.72827
0.6084,-6.86394,7.13195
0.6145,-6.89906,7.47857
0.6206,-6.91386,7.75741
0.6267,-6.90523,7.95813
0.6328,-6.8705,8.07215
0.6389,-6.80795,8.09414
0.645,-6.71721,8.02317
0.6511,-6.59939,7.86323
0.6572,-6.45704,7.62282
0.6633,-6.29374,7.31385
0.6694,-6.11362,6.95002
0.6755,-5.92086,6.54528
0.6816,-5.71932,6.11256
0.6877,-5.51228,5.66308
0.6938,-5.30238,5.20596
0.6999,-5.09163,4.74831
0.706,-4.88145,4.29542
0.7121,-4.67283,3.85104
0.7182,-4.46639,3.4177
0.7243,-4.2625,2.99698
0.7304,-4.06131,2.58978
0.7365,-3.86287,2.19646
0.7426,-3.66712,1.81702
0.7487,-3.47395,1.45116
0.7548,-3.28323,1.09842
0.7609,-3.09479,0.758216
0.767,-2.90848,0.429845
0.7731,-2.72411,0.112563
0.7792,-2.54153,-0.194419
0.7853,-2.36058,-0.491917
0.7914,-2.18109,-0.780764
0.7975,-2.00292,-1.0618
0.8036,-1.8259,-1.33588
0.8097,-1.6499,-1.60383
0.8158,-1.47477,-1.86651
0.8219,-1.30035,-2.12475
0.828,-1.12652,-2.37935
0.8341,-0.953134,-2.63112
0.8402,-0.780069,-2.88079
0.8463,-0.60721,-3.12908
0.8524,-0.434457,-3.37662
0.8585,-0.261738,-3.62395
0.8646,-0.0890134,-3.87149
0.8707,0.0837101,-4.11951
0.8768,0.256366,-4.36806
0.8829,0.428814,-4.61696
0.889,0.600821,-4.86571
0.8951,0.772046,-5.11348
0.9012,0.942025,-5.35904
0.9073,1.11017,-5.60072
0.9134,1.27575,-5.83644
0.9195,1.43793,-6.06373
0.9256,1.59579,-6.27981
0.9317,1.74837,-6.48175
0.9378,1.89473,-6.66661
0.9439,2.03403,-6.83171
0.95,2.16562,-6.9748
0.9561,2.28905,-7.09427
0.9622,2.40416,-7.18926
0.9683,2.51107,-7.25966
0.9744,2.61014,-7.30612
0.9805,2.70198,-7.32989
0.9866,2.78733,-7.33267
0.9927,2.86704,-7.31642
0.9988,2.942,-7.28323
1.0049,3.01309,-7.23512
1.011,3.08114,-7.174
1.0171,3.14692,-7.10158
1.0232,3.21111,-7.01932
1.0293,3.27431,-6.92843
1.0354,3.33703,-6.82989
1.0415,3.39969,-6.72442
1.0476,3.46265,-6.61257
1.0537,3.5262,-6.49467
1.0598,3.59055,-6.37091
1.0659,3.65588,-6.24133
1.072,3.72231,-6.10585
1.0781,3.7899,-5.9643
1.0842,3.85868,-5.81642
1.0903,3.92863,-5.66187
1.0964,3.9997,-5.50025
1.1025,4.07178,-5.33114
1.1086,4.14473,-5.15403
1.1147,4.21834,-4.96843
1.1208,4.2924,-4.77379
1.1269,4.36659,-4.56957
1.133,4.44056,-4.3552
1.1391,4.51392,-4.13012
1.1452,4.58619,-3.89377
1.1513,4.65683,-3.64561
1.1574,4.72522,-3.38513
1.1635,4.7907,-3.11183
1.1696,4.85251,-2.82524
1.1757,4.90982,-2.52495
1.1818,4.96174,-2.21058
1.1879,5.0073,-1.8818
1.194,5.04547,-1.53835
1.2001,5.07517,-1.17998
1.2062,5.09527,-0.806531
1.2123,5.1046,-0.417864
1.2184,5.10197,-0.0138836
1.2245,5.0862,0.405487
1.2306,5.0561,0.840319
1.2367,5.01051,1.2907
1.2428,4.94833,1.75675
1.2489,4.8685,2.23868
1.255,4.77004,2.73682
1.2611,4.65205,3.25163
1.2672,4.51372,3.78383
1.2733,4.35431,4.33438
1.2794,4.17316,4.9046
1.2855,3.96967,5.49627
1.2916,3.74325,6.11169
1.2977,3.49331,6.7538
1.3038,3.21921,7.42636
1.3099,2.92017,8.13408
1.316,2.59522,8.88279
1.3221,2.24317,9.67969
1.3282,1.8625,10.5334
1.3343,1.45136,11.4543
1.3404,1.0077,12.4539
1.3465,0.529615,13.5445
1.3526,0.0162202,14.7363
1.3587,-0.53034,16.0325
1.3648,-1.10085,17.4176
1.3709,-1.67185,18.8369
1.377,-2.19579,20.1677
1.3831,-2.59569,21.2019
1.3892,-2.78206,21.6924
1.3953,-2.70093,21.4885
1.4014,-2.37454,20.6523
1.4075,-1.8838,19.409
1.4136,-1.3156,17.9958
1.4197,-0.730821,16.5739
1.4258,-0.162316,15.224
1.4319,0.375583,13.9753
1.438,0.878352,12.8305
1.4441,1.34592,11.7813
1.4502,1.77993,10.8155
1.4563,2.18241,9.92104
1.4624,2.55528,9.08675
1.4685,2.90017,8.30322
1.4746,3.21835,7.5626
1.4807,3.51084,6.85844
1.4868,3.77844,6.18559
1.4929,4.02182,5.53989
1.499,4.24154,4.91812
1.5051,4.4382,4.31772
1.5112,4.61238,3.73678
1.5173,4.76473,3.17384
1.5234,4.896,2.62785
1.5295,5.00701,2.09805
1.5356,5.0987,1.58394
1.5417,5.1721,1.08518
1.5478,5.22831,0.601561
1.5539,5.26851,0.132959
1.56,5.29396,-0.320711
1.5661,5.30593,-0.759523
1.5722,5.30572,-1.18356
1.5783,5.29461,-1.59295
1.5844,5.2739,-1.98785
1.5905,5.24483,-2.3685
1.5966,5.20859,-2.73518
1.6027,5.16633,-3.08826
1.6088,5.11913,-3.42817
1.6149,5.06798,-3.7554
1.621,5.01383,-4.07052
1.6271,4.95751,-4.37413
1.6332,4.89982,-4.66692
1.6393,4.84144,-4.94957
1.6454,4.783,-5.22285
1.6515,4.72507,-5.4875
1.6576,4.66812,-5.74432
1.6637,4.61259,-5.99408
1.6698,4.55883,-6.23754
1.6759,4.50715,-6.47546
1.682,4.45779,-6.70851
1.6881,4.41093,-6.93732
1.6942,4.36667,-7.1624
1.7003,4.32504,-7.38413
1.7064,4.28597,-7.60268
1.7125,4.24931,-7.81796
1.7186,4.21472,-8.02954
1.7247,4.18174,-8.23653
1.7308,4.14968,-8.4375
1.7369,4.11759,-8.63027
1.743,4.08422,-8.81185
1.7491,4.04801,-8.97828
1.7552,4.00702,-9.1246
1.7613,3.959,-9.24493
1.7674,3.90145,-9.33272
1.7735,3.83183,-9.38128
1.7796,3.7478,-9.38453
1.7857,3.64754,-9.33792
1.7918,3.53006,-9.23932
1.7979,3.3954,-9.08961
1.804,3.24467,-8.89274
1.8101,3.07987,-8.6553
1.8162,2.90364,-8.38556
1.8223,2.71884,-8.09242
1.8284,2.52826,-7.78442
1.8345,2.33435,-7.46908
1.8406,2.13912,-7.15247
1.8467,1.94409,-6.83921
1.8528,1.75036,-6.53252
1.8589,1.5586,-6.23443
1.865,1.36922,-5.94603
1.8711,1.18238,-5.66769
1.8772,0.99806,-5.39927
1.8833,0.816152,-5.14022
1.8894,0.636461,-4.88978
1.8955,0.458749,-4.64701
1.9016,0.28276,-4.41088
1.9077,0.10823,-4.18032
1.9138,-0.0650996,-3.95423
1.9199,-0.237476,-3.73151
1.926,-0.409128,-3.51109
1.9321,-0.580269,-3.29192
1.9382,-0.75109,-3.07296
1.9443,-0.921761,-2.85321
1.9504,-1.09243,-2.6317
1.9565,-1.26324,-2.40748
1.9626,-1.43429,-2.17962
1.9687,-1.60569,-1.94723
1.9748,-1.77753,-1.70939
1.9809,-1.94988,-1.46525
1.987,-2.1228,-1.21392
1.9931,-2.29638,-0.954541
1.9992,-2.47066,-0.686239
2.0052,-2.64286,-0.412777
2.0112,-2.8159,-0.128983
2.0172,-2.98987,0.166016
2.0232,-3.16489,0.473117
2.0292,-3.3411,0.793257
2.0352,-3.51868,1.12742
2.0412,-3.69785,1.47665
2.0472,-3.87888,1.84206
2.0532,-4.0621,2.22484
2.0592,-4.2479,2.6263
2.0652,-4.43675,3.04784
2.0712,-4.62921,3.49099
2.0772,-4.82591,3.95742
2.0832,-5.02761,4.44891
2.0892,-5.23512,4.96734
2.0952,-5.44934,5.51463
2.1012,-5.67119,6.09262
2.1072,-5.9016,6.70285
2.1132,-6.14132,7.34622
2.1192,-6.39078,8.02238
2.1252,-6.64978,8.72882
2.1312,-6.91702,9.45946
2.1372,-7.18945,10.2028
2.1432,-7.46153,10.9394
2.1492,-7.72442,11.64
2.1552,-7.96571,12.2644
2.1612,-8.17028,12.7644
2.1672,-8.32285,13.0915
2.1732,-8.41202,13.2095
2.1792,-8.43394,13.1054
2.1852,-8.39359,12.7937
2.1912,-8.30267,12.3098
2.1972,-8.17565,11.6983
2.2032,-8.02615,11.0021
2.2092,-7.86494,10.2559
2.2152,-7.69943,9.48484
2.2212,-7.53402,8.70536
2.2272,-7.37087,7.92733
2.2332,-7.21053,7.156
2.2392,-7.05256,6.39365
2.2452,-6.89584,5.64071
2.2512,-6.73891,4.89658
2.2572,-6.58013,4.16005
2.2632,-6.41779,3.42967
2.2692,-6.25019,2.70388
2.2752,-6.07568,1.98111
2.2812,-5.89273,1.25981
2.2872,-5.69988,0.538436
2.2932,-5.49585,-0.184539
2.2992,-5.27947,-0.910701
2.3052,-5.0497,-1.64173
2.3112,-4.80566,-2.37943
2.3172,-4.54659,-3.12581
2.3232,-4.27186,-3.8831
2.3292,-3.98098,-4.65374
2.3352,-3.67361,-5.4404
2.3412,-3.34957,-6.24585
2.3472,-3.00894,-7.07276
2.3532,-2.65221,-7.92328
2.3592,-2.2805,-8.79829
2.3652,-1.89603,-9.69619
2.3712,-1.50278,-10.6109
2.3772,-1.10748,-11.5289
2.3832,-0.720878,-12.4258
2.3892,-0.35889,-13.262
2.3952,-0.0428279,-13.9826
2.4012,0.202788,-14.5222
2.4072,0.355754,-14.8209
2.4132,0.403707,-14.845
2.4192,0.3493,-14.6019
2.4252,0.209149,-14.1372
2.4312,0.00736067,-13.5166
2.4372,-0.231767,-12.8052
2.4432,-0.488281,-12.0553
2.4492,-0.747877,-11.303
2.4552,-1.00126,-10.5705
2.4612,-1.24284,-9.87001
2.4672,-1.46956,-9.20691
2.4732,-1.67993,-8.58279
2.4792,-1.87341,-7.99695
2.4852,-2.05002,-7.44762
2.4912,-2.21008,-6.9325
2.4972,-2.35409,-6.44922
2.5032,-2.4826,-5.99546
2.5092,-2.59623,-5.56908
2.5152,-2.69558,-5.16815
2.5212,-2.78126,-4.79099
2.5272,-2.85386,-4.43608
2.5332,-2.91399,-4.10213
2.5392,-2.9622,-3.788
2.5452,-2.99907,-3.49268
2.5512,-3.02514,-3.21532
2.5572,-3.04097,-2.95513
2.5632,-3.04708,-2.71144
2.5692,-3.044,-2.48362
2.5752,-3.03223,-2.27114
2.5812,-3.01228,-2.07347
2.5872,-2.98463,-1.89014
2.5932,-2.94974,-1.7207
2.5992,-2.90806,-1.56473
2.6052,-2.86004,-1.42182
2.6112,-2.80609,-1.29157
2.6172,-2.7466,-1.17359
2.6232,-2.68196,-1.06748
2.6292,-2.61252,-0.97287
2.6352,-2.53864,-0.889368
2.6412,-2.46062,-0.816588
2.6472,-2.37877,-0.754142
2.6532,-2.29338,-0.701637
2.6592,-2.20472,-0.658677
2.6652,-2.11303,-0.624861
2.6712,-2.01854,-0.599787
2.6772,-1.92148,-0.583044
2.6832,-1.82205,-0.574221
2.6892,-1.72044,-0.572899
2.6952,-1.61682,-0.578657
2.7012,-1.51136,-0.59107
2.7072,-1.40421,-0.609708
2.7132,-1.29551,-0.63414
2.7192,-1.18539,-0.663931
2.7252,-1.07398,-0.698641
2.7312,-0.961399,-0.737832
