"time","B1.f2.Pt","B1.f2.m","B2.f2.Pt","B2.f2.m","C1.V_bubble","C2.V_bubble","D1.f_out.m","D2.f_out.m","D3.f_out.m","D4.f_out.m","D5.f_out.m","D6.f_out.m","D7.f_out.m","D8.f_out.m"
1.25,1.6857357918086695,1539.001373174855,1.4005551578383986,-69.132802216273788,3.6716486957697545,4.4699540194683012,1539.2323616033323,-69.13280221627349,-2.0190314298716913e-005,2.1196551673721149e-005,-4.0958450641436015e-006,-3.6471475524458442e-006,8.5576199449065179e-007,5.880993860348988e-006
1.3,1.7064470600846904,1595.0864419338454,1.4005551578383983,-69.132802216273845,3.5932842001731937,4.4734127348083188,1595.7997834682292,-69.132802216273518,-2.0190206582584015e-005,2.1196422689263346e-005,-4.0958151487772757e-006,-3.647123708941903e-006,8.5576194810351564e-007,5.8809606692095056e-006
1.35,1.7289477271948135,1647.9742531371935,1.4005551578383981,-69.132802216273859,3.5122111147346691,4.4768714501483364,1648.5376777988104,-69.13280221627349,-2.0190098722901051e-005,2.11962938322653e-005,-4.095785165358057e-006,-3.6470997899406548e-006,8.5576194733280428e-007,5.880927517774059e-006
1.4,1.7531867198374431,1697.8326435574099,1.4005551578383986,-69.132802216273802,3.4285611861232828,4.4803301654883541,1698.150149623671,-69.132802216273504,-2.0189990634919245e-005,2.1196165193777262e-005,-4.0957550475157938e-006,-3.647075819095513e-006,8.5576195225959397e-007,5.8808943603574688e-006
1.45,1.7791632544884761,1744.7980312857808,1.4005551578383986,-69.132802216273802,3.3425123228420874,4.4837888808283717,1745.1707482186871,-69.132802216273532,-2.0189882635198053e-005,2.1196036423919712e-005,-4.0957249673730715e-006,-3.6470518952616886e-006,8.5576193750713103e-007,5.8808612159364622e-006
1.5,1.806917317544825,1788.9360281700099,1.4005551578383983,-69.132802216273788,3.2541739858804308,4.4872475961683893,1789.3923904494486,-69.132802216273561,-2.0189774714671754e-005,2.1195907605963688e-005,-4.0956949220475622e-006,-3.6470279712570371e-006,8.557619111417186e-007,5.8808280457839286e-006
1.55,1.8365696837691652,1830.3306489751124,1.4005551578383981,-69.132802216273745,3.1636829109825748,4.4907063115084069,1830.7097805587887,-69.132802216273546,-2.0189666751926866e-005,2.1195778842870774e-005,-4.0956648427234133e-006,-3.6470040390628692e-006,8.5576191816774964e-007,5.8807949258310289e-006
1.6,1.868350278564439,1869.0593267833717,1.4005551578383983,-69.132802216273745,3.071183683669044,4.4941650268484246,1869.4043846129746,-69.132802216273575,-2.0189558687932637e-005,2.1195650100516242e-005,-4.0956348156075479e-006,-3.6469801070781531e-006,8.5576189266846428e-007,5.8807617399662332e-006
1.65,1.9023224666993528,1905.0840522838548,1.4005551578383981,-69.132802216273774,2.9768171564642532,4.4976237421884422,1905.5747835953712,-69.132802216273603,-2.0189450655552524e-005,2.1195521311961653e-005,-4.0956047669812317e-006,-3.6469561732206742e-006,8.5576190198763416e-007,5.8807285939035802e-006
1.7,1.9387426572455269,1938.3063055632133,1.4005551578383986,-69.132802216273802,2.8807237001672354,4.5010824575284598,1938.8209062381584,-69.132802216273646,-2.0189342691681597e-005,2.1195392476371206e-005,-4.0955747327926158e-006,-3.6469322878888888e-006,8.5576190719927341e-007,5.8806954362579997e-006
1.75,1.9778166600071372,1968.453238868907,1.4005551578383983,-69.132802216273831,2.7830821885592907,4.5045411728684774,1968.9339294991767,-69.132802216273674,-2.0189234797342579e-005,2.1195263672228114e-005,-4.0955446902770587e-006,-3.6469083320610481e-006,8.5576191750873312e-007,5.8806622691755769e-006
1.8,2.0197668865815936,1995.355841526017,1.4005551578383986,-69.13280221627376,2.6840089313320741,4.5079998882084951,1995.8981457717848,-69.132802216273618,-2.0189126852962619e-005,2.1195134848139893e-005,-4.0955146669534885e-006,-3.6468844424149588e-006,8.5576189854176734e-007,5.8806291180865626e-006
1.85,2.0650502177491639,2018.8013252032174,1.4005551578383983,-69.132802216273788,2.583668676007675,4.5114586035485127,2019.4227829689094,-69.132802216273618,-2.0189018818500976e-005,2.1195006159068928e-005,-4.095484636187211e-006,-3.6468604835855997e-006,8.5576191096832523e-007,5.880595965978787e-006
1.9,2.1143522106472608,2038.7343257876719,1.4005551578383986,-69.132802216273674,2.4822438104082618,4.5149173188885303,2039.2626957580885,-69.132802216273575,-2.0188910710520553e-005,2.1194877412467715e-005,-4.0954545191222089e-006,-3.6468366662339177e-006,8.5576192900189724e-007,5.8805628238336545e-006
1.95,2.1678885242798422,2055.0527386548169,1.4005551578383981,-69.132802216273831,2.3799187111839286,4.5183760342285479,2055.5730145212933,-69.132802216273646,-2.018880276670464e-005,2.1194748632285328e-005,-4.0954245369421885e-006,-3.6468126813662754e-006,8.5576191876415379e-007,5.8805296989068663e-006
2,2.2261794517270181,2067.6235283424567,1.4005551578383986,-69.132802216273703,2.276880597149304,4.5218347495685656,2068.3075141281975,-69.132802216273618,-2.0188695066429733e-005,2.1194619741886327e-005,-4.0953944960558815e-006,-3.6467888886687642e-006,8.5576195163357341e-007,5.8804964832723202e-006
2.05,2.2899734281316659,2076.1809800397846,1.4005551578383981,-69.132802216273888,2.17332520688079,4.5252934649085832,2076.9151417270482,-69.132802216273674,-2.0188587103485969e-005,2.1194490978891404e-005,-4.0953644317426472e-006,-3.6467648977711634e-006,8.557619031521411e-007,5.8804634034436667e-006
2.1,2.3600646464762951,2080.6013102876459,1.4005551578383983,-69.13280221627376,2.0694653235936098,4.5287521802486008,2081.2317637375168,-69.13280221627366,-2.018847909755305e-005,2.1194362220493899e-005,-4.0953344499309285e-006,-3.6467409945943474e-006,8.5576197391846614e-007,5.8804302074927831e-006
2.15,2.4365177466120143,2080.3239277035341,1.4005551578383983,-69.13280221627393,1.9655195678819961,4.5322108955886184,2081.1527934543928,-69.132802216273774,-2.0188371062445036e-005,2.1194233482795015e-005,-4.0953043479163442e-006,-3.6467171112385462e-006,8.5576191137305028e-007,5.8803970841751771e-006
2.2,2.5200793262012224,2074.4825964762931,1.4005551578383983,-69.13280221627376,1.8617401263125228,4.5356696109286361,2075.662192252842,-69.132802216273788,-2.0188263176066064e-005,2.1194104715570397e-005,-4.0952743386862122e-006,-3.646693183636423e-006,8.5576204701389366e-007,5.8803638767398836e-006
2.25,2.6116251463885458,2061.7801170667699,1.4005551578383986,-69.132802216273987,1.7584362350173932,4.5391283262686537,2063.069074855594,-69.13280221627393,-2.0188155146564494e-005,2.1193975892780064e-005,-4.0952442760852838e-006,-3.6466693042017829e-006,8.5576193723967509e-007,5.8803307724659449e-006
2.3,2.7109828065576456,2040.4802281271363,1.4005551578383981,-69.132802216273916,1.6559929390153554,4.5425870416086713,2042.0027085611105,-69.132802216273959,-2.0188047233921497e-005,2.1193847101753328e-005,-4.0952142118375006e-006,-3.6466454274537421e-006,8.5576197906435509e-007,5.8802975624695261e-006
2.35,2.8189944907309492,2008.031580835145,1.400555157838399,-69.132802216273916,1.5549037976233142,4.546045756948689,2010.362532447585,-69.13280221627393,-2.0187939033380779e-005,2.1193718391760029e-005,-4.09518411440019e-006,-3.6466214312687545e-006,8.5576207752396336e-007,5.8802644315467001e-006
2.4,2.9343469282075842,1960.6094799418354,1.4005551578383977,-69.132802216274058,1.4558163616445707,4.5495044722887066,1963.8443933174624,-69.132802216274044,-2.0187831147971406e-005,2.1193589576067107e-005,-4.0951539926205814e-006,-3.6465977059595261e-006,8.5576197717777343e-007,5.8802313048848361e-006
2.45,3.0609913569439331,1895.3871288631924,1.4005551578383981,-69.132802216274015,1.3595750190414571,4.5529631876287242,1898.6470702008608,-69.132802216274058,-2.0187723332457436e-005,2.1193460738549118e-005,-4.0951240265436254e-006,-3.6465737641578574e-006,8.5576202013087771e-007,5.8801980688582284e-006
2.5,3.2140227520432667,1816.5018963007351,1.4005551578383983,-69.132802216274129,1.2669854951412673,4.5564219029687418,1817.3876288571244,-69.132802216274143,-2.0187615413600229e-005,2.1193331971437795e-005,-4.0950939110899528e-006,-3.6465498283252421e-006,8.5576207232849609e-007,5.8801649763166345e-006
2.55,3.4049332016070042,1736.3835041878051,1.4005551578383983,-69.132802216274129,1.1785340023055122,4.5598806183087595,1733.4181106117433,-69.132802216274158,-2.0187507119114417e-005,2.11932033205477e-005,-4.0950638456870293e-006,-3.6465259237589753e-006,8.5576201595024665e-007,5.8801317716061342e-006
2.6,3.6013140736736466,1661.5743597809183,1.4005551578383986,-69.132802216274115,1.0939233249663465,4.5633393336487771,1663.1800246113039,-69.132802216274172,-2.0187398881326547e-005,2.1193074724553241e-005,-4.0950337416913077e-006,-3.6465019703260669e-006,8.5576204818002785e-007,5.8800986448724028e-006
2.65,3.7431508864606866,1549.2148302184396,1.4005551578383983,-69.132802216274058,1.0137570925163981,4.5667980489887947,1564.6938018795702,-69.132802216274186,-2.0187291432845086e-005,2.1192945666564665e-005,-4.0950037683870999e-006,-3.6464780633727253e-006,8.5576204453324873e-007,5.8800654900080525e-006
2.7,3.930414638111619,1385.0881793859344,1.4005551578383986,-69.13280221627403,0.94065226397731616,4.5702567643288132,1388.6619624060736,-69.132802216274186,-2.0187183559841147e-005,2.1192816917102008e-005,-4.0949737136678995e-006,-3.6464541673193725e-006,8.5576202302792309e-007,5.880032316694121e-006
2.75,4.1383005904992736,1198.1865586370336,1.4005551578383988,-69.132802216274001,0.87640903488176236,4.5737154796688309,1196.6969283385308,-69.132802216274271,-2.0187075542073951e-005,2.1192688091854254e-005,-4.0949436952233916e-006,-3.6464302543978554e-006,8.5576204588805908e-007,5.8799991682235963e-006
2.8,4.2803182987826949,970.8642516142113,1.4005551578383986,-69.132802216274001,0.82223082592470353,4.5771741950088485,989.79327434353468,-69.132802216274357,-2.0186967442539581e-005,2.1192559420378425e-005,-4.094913516230375e-006,-3.6464062884217503e-006,8.5576209397959239e-007,5.8799660261424708e-006
2.85,4.5026522595566467,715.1812212308331,1.4005551578383981,-69.132802216273987,0.78062292233634234,4.580632910348867,701.34571717673236,-69.132802216274357,-2.0186859635344316e-005,2.1192430506457987e-005,-4.0948835704216444e-006,-3.6463824807634832e-006,8.5576205189804276e-007,5.8799328615457314e-006
2.9,4.7069656397676791,516.54335187599827,1.4005551578383983,-69.132802216273888,0.75048594701601734,4.5840916256888855,499.23761039542933,-69.132802216274371,-2.0186751728620588e-005,2.119230179494859e-005,-4.0948534271601071e-006,-3.6463585118358816e-006,8.5576204256065458e-007,5.8798996996603224e-006
2.95,4.8735425263164078,372.14189258252793,1.4005551578383983,-69.132802216273873,0.72880269645365869,4.587550341028904,375.63817064824099,-69.132802216274371,-2.0186643624310003e-005,2.1192173042764613e-005,-4.0948234166999444e-006,-3.6463345850708206e-006,8.557620526068322e-007,5.8798665503005623e-006
3,4.9921974282039168,274.08517361616737,1.4005551578383983,-69.132802216273888,0.7130328069909595,4.5910090563689208,260.12343685439509,-69.132802216274413,-2.0186535692147057e-005,2.1192044310126626e-005,-4.0947933333959019e-006,-3.6463106475620105e-006,8.5576208429464223e-007,5.8798334274445011e-006
3.05,5.0741037332219072,206.13761039374924,1.4005551578383986,-69.132802216273831,0.70128518898155534,4.5944677717089375,207.61773454381628,-69.132802216274428,-2.0186428046052484e-005,2.1191915359341768e-005,-4.0947633804941979e-006,-3.6462868060887279e-006,8.5576208503433324e-007,5.8798002819074625e-006
3.1,5.1308101927161518,158.192811129631,1.4005551578383983,-69.132802216273873,0.69235275821696951,4.5979264870489533,155.75661747389236,-69.132802216274428,-2.018632011554094e-005,2.1191786644960394e-005,-4.0947332675281941e-006,-3.646262911100943e-006,8.5576205283922459e-007,5.8797671345734816e-006
3.15,5.1687385118716298,123.16881941555319,1.4005551578383983,-69.132802216273873,0.68543415007519759,4.6013852023889719,119.65786244862753,-69.132802216274413,-2.0186211746228969e-005,2.1191658044945114e-005,-4.0947032315612046e-006,-3.6462390034879986e-006,8.557620738885367e-007,5.8797340268793042e-006
3.2,5.195289871148506,97.475180447298129,1.4005551578383983,-69.132802216273845,0.68000278523059221,4.6048439177289895,99.036799749842089,-69.132802216274385,-2.0186103916417649e-005,2.11915292618907e-005,-4.0946731429922383e-006,-3.6462150450211658e-006,8.557621203777597e-007,5.8797008688738068e-006
3.25,5.2123547293299213,79.156711558208841,1.4005551578383986,-69.132802216273816,0.67564454244353156,4.608302633069008,76.084731075815867,-69.132802216274385,-2.0185996020815437e-005,2.1191400455573545e-005,-4.0946431376060654e-006,-3.6461911855905688e-006,8.557620667403454e-007,5.8796676720860224e-006
3.3,5.2231269874169248,66.404074323320472,1.4005551578383983,-69.132802216273831,0.67204539985309675,4.6117613484090256,66.633074211157563,-69.132802216274399,-2.0185887993204607e-005,2.1191271817528254e-005,-4.0946130665708429e-006,-3.6461672960873938e-006,8.5576207275656907e-007,5.8796344892704149e-006
3.35,5.2295671816697311,58.339851697043422,1.4005551578383983,-69.132802216273831,0.66895461569738801,4.6152200637490433,57.805610476329441,-69.132802216274399,-2.0185779957356392e-005,2.1191143065284047e-005,-4.0945830295687046e-006,-3.6461433680079806e-006,8.557621117368236e-007,5.8796013659568255e-006
3.4,5.2325016456306868,53.808256660297303,1.4005551578383983,-69.132802216273845,0.66616670812942047,4.6186787790890609,52.779582689370919,-69.132802216274399,-2.0185672065458624e-005,2.1191014330024246e-005,-4.0945529798461236e-006,-3.64611948806195e-006,8.5576214424196727e-007,5.8795682479709015e-006
3.45,5.2336116786597495,51.827534503319875,1.4005551578383983,-69.132802216273902,0.66353503193725161,4.6221374944290767,52.260949223375746,-69.132802216274399,-2.0185564202132958e-005,2.1190885611578106e-005,-4.0945229887505935e-006,-3.646095625233429e-006,8.5576209679276753e-007,5.8795350876377592e-006
3.5,5.2333336465629809,51.59582297815215,1.4005551578383983,-69.132802216273859,0.66095247141889879,4.6255962097690944,50.890278823896068,-69.132802216274371,-2.0185456257874168e-005,2.1190756817405426e-005,-4.0944928580816689e-006,-3.64607169024414e-006,8.5576206126909828e-007,5.8795019038759498e-006
3.55,5.2324230655817221,52.278388028162063,1.4005551578383983,-69.132802216273859,0.65835471910603816,4.629054925109112,52.415288916103869,-69.132802216274357,-2.018534791504644e-005,2.1190628199307496e-005,-4.0944628298705645e-006,-3.6460477474143575e-006,8.5576215310655977e-007,5.8794687828680426e-006
3.6,5.2314039477936749,53.380618846268199,1.4005551578383981,-69.132802216273873,0.65571047207083377,4.6325136404491287,53.484725753379429,-69.132802216274342,-2.018524014205571e-005,2.1190499453906207e-005,-4.0944328149747138e-006,-3.6460239110002756e-006,8.557621377562378e-007,5.8794356367355144e-006
3.65,5.2303527117284325,54.51133755060907,1.4005551578383986,-69.132802216273788,0.65300890494444686,4.6359723557891455,54.29145824084091,-69.132802216274314,-2.0185132520632255e-005,2.1190370535731406e-005,-4.0944027974388054e-006,-3.6459999809908933e-006,8.5576212991346042e-007,5.8794024740942251e-006
3.7,5.2296173760871438,55.409862263951524,1.4005551578383983,-69.132802216273802,0.6502492063629054,4.6394310711291631,55.538377710383031,-69.132802216274314,-2.0185024472781522e-005,2.1190241883589203e-005,-4.0943728039099021e-006,-3.6459760643950124e-006,8.5576212012158411e-007,5.8793693116338366e-006
3.75,5.2290877738973007,56.088397361826743,1.4005551578383983,-69.132802216273788,0.64745552158013631,4.6428897864691816,56.135911142332795,-69.132802216274314,-2.0184916491729515e-005,2.1190113144915023e-005,-4.0943427691463973e-006,-3.6459521315033735e-006,8.5576211663416481e-007,5.8793361522391484e-006
3.8,5.2287439013100121,56.542163798574933,1.4005551578383983,-69.132802216273845,0.64463679238840987,4.6463485018091992,56.540280800021549,-69.132802216274342,-2.0184808610544176e-005,2.1189984384455487e-005,-4.0943127453787295e-006,-3.6459282190526343e-006,8.5576211627360099e-007,5.8793030014189602e-006
3.85,5.2285758616381095,56.793431211592818,1.4005551578383983,-69.132802216273788,0.64180191781942797,4.6498072171492169,56.832029883015501,-69.132802216274328,-2.0184700683945213e-005,2.1189855637497435e-005,-4.0942827569309608e-006,-3.6459043180132382e-006,8.5576211889568783e-007,5.8792698482574443e-006
3.9,5.2285351795977117,56.889923666948967,1.4005551578383986,-69.132802216273774,0.63895814211925805,4.6532659324892345,56.920925259923351,-69.132802216274328,-2.0184592677012176e-005,2.1189726935426543e-005,-4.0942527289083255e-006,-3.6458803906005823e-006,8.557620963806445e-007,5.8792367069220008e-006
3.95,5.2285653950483875,56.885661280875219,1.4005551578383983,-69.132802216273788,0.63611199445169853,4.6567246478292521,56.882300241064996,-69.132802216274314,-2.0184484679324465e-005,2.1189598209555245e-005,-4.0942227044941818e-006,-3.6458564668877798e-006,8.5576210623013165e-007,5.8792035523766524e-006
4,5.2286283071682975,56.831085151180048,1.4005551578383983,-69.132802216273788,0.63326763532792385,4.6601833631692706,56.832703156149684,-69.132802216274328,-2.0184376800604002e-005,2.1189469464909276e-005,-4.0941927071128523e-006,-3.6458325520429279e-006,8.5576209328254515e-007,5.8791703942761627e-006
4.05,5.2287015481810597,56.75585825240821,1.4005551578383983,-69.132802216273774,0.6304264615243641,4.6636420785092882,56.760616787926566,-69.132802216274314,-2.018426894332134e-005,2.1189340724943255e-005,-4.0941627064284612e-006,-3.6458086447781962e-006,8.5576208785120578e-007,5.8791372477455485e-006
4.1,5.2287648749048037,56.684777265633677,1.4005551578383981,-69.132802216273788,0.62758885415455157,4.6671007938493059,56.682654356779899,-69.132802216273603,-2.0184161023043303e-005,2.1189211951223763e-005,-4.0941326732569777e-006,-3.6457847149631384e-006,8.5576208320775931e-007,5.8791040923580139e-006
4.15,5.2288069609334871,56.632413202664857,1.4005551578383983,-69.132802216273902,0.62475551774392935,4.6705595091893235,56.628506826774711,-69.132802216273745,-2.0184052979017022e-005,2.1189083220590914e-005,-4.094102647720866e-006,-3.6457607883817882e-006,8.5576208326318862e-007,5.8790709397702332e-006
4.2,5.2288361254404689,56.594429158385765,1.4005551578383983,-69.132802216273873,0.6219238489632487,4.6740182245293411,56.591865586031417,-69.13280221627376,-2.0183944913002172e-005,2.1188954554515514e-005,-4.0940726389509135e-006,-3.6457368644935962e-006,8.5576208299157331e-007,5.8790377883178307e-006
4.25,5.2288530370915058,56.57081707703572,1.4005551578383983,-69.132802216273831,0.61909343948478668,4.6774769398693588,56.568884770241169,-69.132802216273717,-2.0183836893051156e-005,2.1188825828656758e-005,-4.0940426223668253e-006,-3.6457129416373871e-006,8.5576207221424002e-007,5.8790046315093323e-006
4.3,5.2288622261464015,56.556614149136855,1.4005551578383986,-69.132802216273802,0.61626362275479951,4.6809356552093764,56.554932207715254,-69.132802216273703,-2.0183728895501278e-005,2.1188697137535743e-005,-4.0940126180851708e-006,-3.6456890187267639e-006,8.5576207473988888e-007,5.8789714838932631e-006
4.35,5.2288648935319166,56.55067468830925,1.4005551578383983,-69.132802216273916,0.6134341942280126,4.684394370549394,56.549518395178787,-69.132802216273788,-2.0183620946332547e-005,2.1188568379892605e-005,-4.0939825974236956e-006,-3.6456650914672223e-006,8.5576202539031979e-007,5.8789383520416968e-006
4.4,5.22886323271858,56.550592998257557,1.4005551578383983,-69.132802216274001,0.61060489396518669,4.6878530858894116,56.55006246412124,-69.132802216273859,-2.0183512989199239e-005,2.1188439688006715e-005,-4.0939525690103367e-006,-3.6456411883021542e-006,8.5576202029679368e-007,5.8789052071150225e-006
4.45,5.2288593198351174,56.553917563410721,1.4005551578383981,-69.132802216274001,0.6077755243585401,4.6913118012294293,56.553814363517859,-69.132802216273845,-2.0183405114297004e-005,2.1188310930602257e-005,-4.0939225220358346e-006,-3.645617298658625e-006,8.557620334075129e-007,5.8788720640906512e-006
4.5,5.228854520051736,56.558940775640444,1.4005551578383986,-69.13280221627393,0.60494598641447628,4.6947705165694469,56.559026419872779,-69.132802216273788,-2.0183297198048967e-005,2.1188182208965466e-005,-4.0938924930100353e-006,-3.6455934093873981e-006,8.5576202851413209e-007,5.8788389128133186e-006
4.55,5.228850123117323,56.563978817607385,1.4005551578383986,-69.132802216273916,0.60211622164930767,4.6982292319094645,56.564120445046377,-69.132802216273745,-2.0183189232107665e-005,2.1188053507871207e-005,-4.0938624656392299e-006,-3.6455695447194998e-006,8.5576204674413252e-007,5.8788057545053168e-006
