"Time","Inertia_w0","Piston_r2"
0,0,299.999925
1.00E-05,9.40E-05,299.999925
6.00E-05,0.000564244,299.999925
0.00031,0.002915781,299.9999249
0.00131,0.01235989,299.9999238
0.00231,0.021920502,299.9999212
0.00331,0.031687735,299.999917
0.00431,0.041753654,299.9999111
0.00531,0.052213139,299.9999033
0.00631,0.063164781,299.9998932
0.00731,0.074711806,299.9998805
0.00831,0.086963056,299.9998647
0.00931,0.100034007,299.9998452
0.01031,0.11404786,299.9998213
0.01131,0.129136706,299.999792
0.01231,0.145442763,299.9997563
0.01331,0.163119722,299.9997128
0.01431,0.182334191,299.9996598
0.01531,0.203267267,299.9995955
0.01631,0.22611624,299.9995172
0.01731,0.251096451,299.9994221
0.01831,0.278443317,299.9993066
0.01931,0.308414539,299.9991664
0.02031,0.341292543,299.998996
0.02131,0.377387133,299.9987891
0.02231,0.41703839,299.9985379
0.02331,0.460619868,299.9982328
0.02431,0.508542102,299.9978623
0.02531,0.561256453,299.9974125
0.02631,0.619259334,299.9968664
0.02731,0.683096847,299.9962032
0.02831,0.753369877,299.995398
0.02931,0.830739685,299.9944203
0.03031,0.915934043,299.9932332
0.03131,1.009753966,299.9917918
0.03231,1.113081087,299.9900418
0.03331,1.226885742,299.9879169
0.03431,1.352235799,299.9853371
0.03531,1.490306319,299.9822048
0.03631,1.642390076,299.978402
0.03731,1.809909004,299.973785
0.03831,1.994426619,299.9681797
0.03931,2.197661437,299.9613749
0.04031,2.421501422,299.9531139
0.04131,2.66801943,299.9430859
0.04231,2.939489632,299.9309133
0.04331,3.23840478,299.9161384
0.04431,3.567494167,299.8982064
0.04531,3.929741972,299.8764446
0.04631,4.328405609,299.8500382
0.04731,4.76703344,299.8180001
0.04831,5.24948104,299.779136
0.04931,5.779924851,299.7320007
0.05031,6.362871671,299.6748482
0.05131,7.003161935,299.6055698
0.05231,7.705964124,299.5216228
0.05331,8.476756904,299.4199452
0.05431,9.321294775,299.2968558
0.05531,10.24555208,299.1479386
0.05631,11.2556394,298.9679092
0.05731,12.35768549,298.7504629
0.05831,13.55767789,298.4881052
0.05931,14.86125547,298.1719649
0.06031,16.27344828,297.7915955
0.06131,17.79836358,297.3347694
0.06231,19.43882325,296.787277
0.06331,21.19596724,296.1327435
0.06431,23.06885013,295.3524841
0.06531,25.05407271,294.4254197
0.06631,27.14550539,293.3280815
0.06731,29.33417109,292.0347307
0.06831,31.60835741,290.517617
0.06931,33.95401547,288.7473937
0.07031,36.35547333,286.6936902
0.07131,38.79644614,284.3258283
0.07231,41.26127136,281.6136487
0.07331,43.73624834,278.5284011
0.07431,46.21093223,275.0436392
0.07531,48.67923258,271.136069
0.07631,51.14019932,266.7863071
0.07731,53.59843331,261.9795317
0.07831,56.06412072,256.7060329
0.07931,58.55274156,250.9616947
0.08031,61.0845328,244.7484626
0.08131,63.6837876,238.0748587
0.08231,66.37804701,230.9566079
0.08331,69.19718965,223.4174265
0.08431,72.17235424,215.4900017
0.08531,75.33453978,207.2171548
0.08631,78.71262841,198.6531349
0.08731,82.33048818,189.8649175
0.08831,86.2027907,180.9332996
0.08931,90.32932722,171.9534629
0.09031,94.68807655,163.0345585
0.09131,99.22819145,154.2977731
0.09231,103.8653154,145.8723754
0.09331,108.4825908,137.8895311
0.09431,112.9402114,130.4743029
0.09531,117.0934873,123.737095
0.09631,120.8149028,117.7664642
0.09731,124.0124693,112.6251897
0.09831,126.6377023,108.3505906
0.09931,128.6814739,104.9587127
0.10031,130.1612596,102.4509117
0.10131,131.1055697,100.821006
0.10231,131.540332,100.0614904
0.102476667,131.564397,100.0191323
0.102643333,131.574796,100.0008221
0.102676917,131.5752383,100.0000433
0.102686917,131.5752628,100
0.102696917,131.5752137,100.0000433
0.102746917,131.5737392,100.0015581
0.102996917,131.5510052,100.0415927
0.103996917,131.1523109,100.7430592
0.104996917,130.2593572,102.3146425
0.105996917,128.8699823,104.7645315
0.106996917,126.9879833,108.1015465
0.107996917,124.6315618,112.3304544
0.108996917,121.8423813,117.4464703
0.109996917,118.6920481,123.4299537
0.110996917,115.2824633,130.2425192
0.111996917,111.7381611,137.8255858
0.112996917,108.1921614,146.1017442
0.113996917,104.7700015,154.9784755
0.114996917,101.5772294,164.3531501
0.115996917,98.69348862,174.1181221
0.116996917,96.17317115,184.1650533
0.117996917,94.05045896,194.3880502
0.118996917,92.34607799,204.6855498
0.119996917,91.07372344,214.9610487
0.120996917,90.24503772,225.1227919
0.121996917,89.87270034,235.0824876
0.122996917,89.97144828,244.7530567
0.123996917,90.55669624,254.0453836
0.124996917,91.63990832,262.864033
0.125996917,93.21904156,271.1019905
0.126996917,95.26150796,278.6347796
0.127996917,97.67727878,285.3150406
0.128996917,100.2839499,290.9701026
0.129996917,102.7785757,295.4071661
0.130996917,104.7522707,298.4319037
0.131996917,105.788864,299.8827311
0.132163584,105.8501409,299.9639985
0.13233025,105.876323,299.9986349
0.132360545,105.8772926,299.9999159
0.132370545,105.8773563,300
0.132380545,105.877229,299.9999159
0.132390545,105.8771074,299.9996637
0.132440545,105.8749802,299.9958805
0.132690545,105.8454756,299.9139439
0.133690545,105.3822451,298.5448242
0.134690545,104.4807502,295.5583026
0.135690545,103.3705691,291.059376
0.136690545,102.2956897,285.1824243
0.137690545,101.4583032,278.0707131
