"time","C1.v","C3.v","C5.v","L1.i","L2.i"
0.12,0,0,0,0,0
0.24,0,0,0,0,0
0.36,0,0,0,0,0
0.48,0,0,0,0,0
0.6,0,0,0,0,0
0.72,0,0,0,0,0
0.84,0,0,0,0,0
0.96,0,0,0,0,0
1.08,0,0,0,0,0
1.2,0.0918842,0.0103829,0.00555798,0,0
1.32,0.175295,0.0196553,0.0100947,0.00750012,0.000674338
1.44,0.250401,0.028234,0.0139636,0.0218228,0.00201054
1.56,0.317412,0.0364956,0.0174682,0.0422676,0.00400501
1.68,0.37657,0.0447767,0.0208673,0.0681188,0.00666433
1.8,0.428153,0.0533737,0.0243786,0.0986519,0.010006
1.92,0.472473,0.0625429,0.0281833,0.133141,0.0140584
2.04,0.509868,0.072501,0.0324293,0.170864,0.0188606
2.16,0.540707,0.0834257,0.0372354,0.211113,0.0244611
2.28,0.565378,0.0954563,0.0426945,0.253194,0.0309168
2.4,0.58429,0.108695,0.0488767,0.296438,0.0382909
2.52,0.597871,0.123207,0.0558325,0.340205,0.0466512
2.64,0.606558,0.139026,0.063595,0.383885,0.0560677
2.76,0.610798,0.156148,0.0721827,0.42691,0.0666101
2.88,0.611043,0.174543,0.0816014,0.468749,0.0783453
3,0.607747,0.194148,0.0918463,0.508918,0.091335
3.12,0.60136,0.214877,0.102903,0.546979,0.105633
3.24,0.592328,0.236618,0.114751,0.582545,0.121283
3.36,0.581085,0.259237,0.12736,0.615279,0.138315
3.48,0.568056,0.282583,0.140699,0.644897,0.156746
3.6,0.553646,0.306488,0.154727,0.671167,0.176577
3.72,0.538246,0.330772,0.169404,0.693912,0.197787
3.84,0.522223,0.355244,0.184684,0.713005,0.22034
3.96,0.505923,0.379707,0.200517,0.728371,0.244178
4.08,0.489665,0.40396,0.216852,0.739986,0.269222
4.2,0.473743,0.4278,0.233635,0.747873,0.295373
4.32,0.458421,0.451027,0.250809,0.752101,0.322509
4.44,0.443937,0.473445,0.268315,0.752781,0.350492
4.56,0.430495,0.494865,0.286092,0.750066,0.379162
4.68,0.418273,0.51511,0.304076,0.744142,0.40834
4.8,0.407415,0.534013,0.322201,0.735231,0.437835
4.92,0.398039,0.551422,0.3404,0.72358,0.467438
5.04,0.39023,0.567202,0.358601,0.709465,0.496931
5.16,0.384045,0.581234,0.376735,0.69318,0.526086
5.28,0.379514,0.59342,0.394727,0.675034,0.554667
5.4,0.376641,0.603683,0.412502,0.655349,0.582437
5.52,0.375403,0.611967,0.429986,0.634455,0.609157
5.64,0.375756,0.618237,0.4471,0.612686,0.634591
5.76,0.377632,0.622482,0.46377,0.590371,0.65851
5.88,0.380947,0.624713,0.479918,0.567839,0.680692
6,0.385597,0.624962,0.495468,0.545407,0.700929
6.12,0.391464,0.623284,0.510347,0.523379,0.719027
6.24,0.398417,0.619755,0.524482,0.502046,0.734811
6.36,0.406315,0.61447,0.537804,0.481678,0.748127
6.48,0.415009,0.607544,0.550246,0.462522,0.758842
6.6,0.424345,0.599107,0.561748,0.444804,0.76685
6.72,0.434164,0.589306,0.572251,0.428722,0.772072
6.84,0.444308,0.578302,0.581704,0.414445,0.774455
6.96,0.45462,0.566266,0.590062,0.402114,0.77398
7.08,0.464945,0.553378,0.597286,0.39184,0.770654
7.2,0.475135,0.539828,0.603345,0.383702,0.764517
7.32,0.485047,0.525808,0.608217,0.377749,0.75564
7.44,0.49455,0.511514,0.611885,0.373998,0.744122
7.56,0.50352,0.497141,0.614346,0.372437,0.730094
7.68,0.511848,0.482883,0.615601,0.373024,0.713713
7.8,0.519434,0.468928,0.615665,0.375689,0.695164
7.92,0.526195,0.455458,0.614559,0.380337,0.674656
8.04,0.532062,0.442645,0.612315,0.386846,0.65242
8.28,0.540905,0.419631,0.60459,0.404859,0.603783
8.52,0.54571,0.401018,0.59293,0.428361,0.551447
8.76,0.546461,0.387688,0.577912,0.45575,0.49777
9,0.543376,0.380231,0.560227,0.485285,0.445166
9.24,0.536877,0.378925,0.540663,0.51518,0.395995
9.48,0.527558,0.383732,0.520068,0.543698,0.352445
9.72,0.516148,0.394302,0.499319,0.569241,0.316433
9.96,0.503459,0.41,0.479288,0.590425,0.289512
10.2,0.490346,0.429944,0.460804,0.606148,0.272799
10.44,0.477653,0.453053,0.444617,0.615637,0.26692
10.68,0.46617,0.478108,0.431369,0.618481,0.271988
10.92,0.456591,0.50381,0.421563,0.614635,0.287598
11.16,0.44948,0.528854,0.415546,0.604418,0.31285
11.4,0.445245,0.551986,0.413491,0.588487,0.346396
11.64,0.44412,0.572075,0.415391,0.567788,0.38651
11.88,0.446158,0.588158,0.421063,0.543505,0.431175
12.12,0.451233,0.599492,0.430158,0.51699,0.478183
12.36,0.459048,0.605585,0.442176,0.489691,0.525242
12.6,0.469163,0.606215,0.456493,0.463071,0.570092
12.84,0.481012,0.601441,0.472392,0.438534,0.610612
13.08,0.493944,0.591589,0.489093,0.417354,0.64492
13.32,0.507257,0.577239,0.505798,0.400607,0.671466
13.56,0.520233,0.559184,0.52172,0.389125,0.689097
13.8,0.532182,0.538393,0.536127,0.383453,0.697116
14.04,0.542476,0.515956,0.548371,0.383826,0.695302
14.28,0.550579,0.493029,0.557921,0.390164,0.683919
14.52,0.556077,0.470774,0.564382,0.402079,0.663695
14.76,0.558696,0.450301,0.567518,0.418902,0.63578
15,0.558315,0.432614,0.567253,0.43972,0.601682
15.24,0.554972,0.418563,0.56368,0.463427,0.563188
15.48,0.548855,0.4088,0.557048,0.488784,0.522276
15.72,0.540298,0.403753,0.547749,0.514481,0.481007
15.96,0.529752,0.403608,0.536298,0.539209,0.441428
16.08,0.523904,0.405363,0.529952,0.550818,0.422883
16.2,0.517771,0.4083,0.523303,0.561726,0.40547
16.32,0.511434,0.412373,0.516435,0.5718,0.389397
16.44,0.504974,0.417524,0.509437,0.580916,0.374853
16.56,0.498474,0.423678,0.502397,0.588964,0.362007
16.68,0.492016,0.430752,0.495403,0.595847,0.351005
16.8,0.485682,0.438648,0.488542,0.601485,0.341969
16.92,0.479553,0.447262,0.481898,0.605813,0.334996
17.04,0.473704,0.45648,0.475552,0.608785,0.330155
17.16,0.46821,0.46618,0.46958,0.61037,0.32749
17.28,0.463137,0.476238,0.464053,0.610557,0.327015
17.4,0.458548,0.486523,0.459036,0.609351,0.328718
17.52,0.454499,0.496905,0.454586,0.606777,0.332559
17.64,0.451037,0.507251,0.450755,0.602874,0.338474
17.76,0.448205,0.517433,0.447583,0.597701,0.34637
17.88,0.446034,0.527321,0.445104,0.59133,0.356132
18,0.444548,0.536795,0.443343,0.58385,0.367623
18.12,0.443763,0.545737,0.442316,0.575361,0.380684
18.24,0.443685,0.554039,0.442027,0.565977,0.395139
18.36,0.44431,0.561601,0.442475,0.555822,0.410794
18.48,0.445628,0.568333,0.443646,0.545028,0.427443
18.6,0.447617,0.574156,0.445519,0.533736,0.44487
18.72,0.45025,0.579004,0.448064,0.522091,0.462848
