"time","C1.v","C3.v","C5.v","L1.i","L2.i"
0,0,0,0,0,0
0.13,0,0,0,0,0
0.25,0,0,0,0,0
0.37,0,0,0,0,0
0.49,0,0,0,0,0
0.61,0,0,0,0,0
0.73,0,0,0,0,0
0.85,0,0,0,0,0
0.97,0,0,0,0,0
1.09,0.0665423,0.00750362,0.00390547,0.00206146,0.0001889
1.21,0.147988,0.0168262,0.00845953,0.0108714,0.00102506
1.33,0.221317,0.0257029,0.0125351,0.0259663,0.00252911
1.45,0.286778,0.0344604,0.0163855,0.0466362,0.00471073
1.57,0.344654,0.0433854,0.0202257,0.0721673,0.00758978
1.69,0.395257,0.0527256,0.0242366,0.101849,0.0111958
1.81,0.438925,0.0626898,0.028568,0.134978,0.0155673
1.93,0.476019,0.0734489,0.0333426,0.170868,0.0207501
2.06,0.509232,0.0861567,0.0391285,0.212092,0.0273407
2.19,0.535686,0.100078,0.0456459,0.254959,0.0350155
2.32,0.555908,0.115291,0.0529653,0.298696,0.0438485
2.45,0.570436,0.131828,0.0611352,0.342578,0.0539128
2.58,0.579815,0.149681,0.0701845,0.385934,0.0652776
2.71,0.584591,0.168805,0.0801257,0.428146,0.0780049
2.84,0.585311,0.189118,0.0909572,0.468662,0.0921463
2.97,0.582508,0.210511,0.102665,0.506989,0.10774
3.1,0.576708,0.232844,0.115225,0.542702,0.124809
3.23,0.568418,0.255955,0.128604,0.575442,0.143355
3.36,0.558125,0.279664,0.142761,0.604916,0.163364
3.49,0.546291,0.303775,0.157649,0.630899,0.184795
3.62,0.533352,0.32808,0.173214,0.653228,0.207589
3.75,0.519715,0.352366,0.189397,0.671805,0.23166
3.88,0.505754,0.376414,0.206136,0.686592,0.256899
4.01,0.491808,0.40001,0.223362,0.697609,0.283176
4.14,0.478183,0.42294,0.241006,0.704928,0.310336
4.27,0.465149,0.445001,0.258991,0.708672,0.338208
4.4,0.452938,0.465999,0.277242,0.709008,0.366597
4.53,0.441747,0.485755,0.295677,0.706143,0.395295
4.66,0.431736,0.504105,0.314213,0.70032,0.42408
4.79,0.42303,0.520906,0.332768,0.691809,0.452718
4.92,0.415722,0.536034,0.351253,0.680907,0.48097
5.05,0.409868,0.549387,0.369582,0.667928,0.508592
5.18,0.405497,0.560889,0.387668,0.653199,0.535337
5.31,0.402607,0.570484,0.405422,0.637057,0.560966
5.44,0.401172,0.578143,0.422757,0.61984,0.585245
5.57,0.401138,0.583862,0.439588,0.601882,0.607948
5.7,0.402433,0.587661,0.45583,0.583515,0.628866
5.83,0.404966,0.589582,0.471402,0.565054,0.647808
5.96,0.408626,0.589691,0.486227,0.546803,0.6646
6.09,0.413295,0.588075,0.500231,0.529043,0.679093
6.22,0.418839,0.584841,0.513346,0.512037,0.691164
6.35,0.42512,0.580113,0.52551,0.496019,0.700715
6.48,0.431995,0.57403,0.536665,0.481198,0.707681
6.61,0.439318,0.566747,0.546764,0.467754,0.712023
6.74,0.446943,0.558429,0.555766,0.455835,0.713735
6.87,0.454727,0.549248,0.563638,0.445559,0.712843
7,0.462533,0.539384,0.570356,0.437012,0.709401
7.13,0.47023,0.529019,0.575907,0.430249,0.703497
7.26,0.477696,0.518337,0.580285,0.425293,0.695246
7.39,0.484819,0.50752,0.583496,0.422139,0.68479
7.52,0.491499,0.496746,0.585556,0.420751,0.672299
7.65,0.497647,0.486185,0.586488,0.421068,0.657965
7.78,0.50319,0.476,0.586327,0.423003,0.642
7.91,0.508067,0.466342,0.585118,0.426449,0.624635
8.04,0.512231,0.45735,0.582914,0.431277,0.606116
8.17,0.515651,0.44915,0.579777,0.437341,0.586699
8.3,0.51831,0.44185,0.575775,0.444481,0.566649
8.43,0.520202,0.435542,0.570986,0.452527,0.546234
8.56,0.521338,0.430302,0.565492,0.461301,0.525724
8.69,0.521739,0.426185,0.559382,0.470617,0.505384
8.82,0.52144,0.42323,0.552749,0.480291,0.485474
8.95,0.520484,0.421457,0.545689,0.490138,0.466244
