"Time","step2","J1_w","J2_w","J3_w","J4_w"
0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-02,0.000000000000000E+00,9.915581359514499E+00,9.999783676056299E-02,8.465450562766800E-16,8.467281531087100E-16
2.000000000000000E-02,0.000000000000000E+00,9.860811050317301E+00,1.999808833848200E-01,2.386979502944100E-15,2.387518606130900E-15
3.000000000000000E-02,0.000000000000000E+00,9.831279013263700E+00,2.999333513896200E-01,2.942091015256700E-15,2.943219742436300E-15
4.000000000000000E-02,0.000000000000000E+00,9.820107647102700E+00,3.998394571212700E-01,5.051514762044500E-15,5.052859177672500E-15
5.000000000000000E-02,0.000000000000000E+00,9.818627177953100E+00,4.996834242487600E-01,1.887379141862800E-15,1.888899550032800E-15
6.000000000000000E-02,0.000000000000000E+00,9.817224613928300E+00,5.994494862515400E-01,6.661338147750900E-16,6.676145201103200E-16
7.000000000000001E-02,0.000000000000000E+00,9.806287204725001E+00,6.991218889118900E-01,-7.771561172376100E-16,-7.759399850797300E-16
8.000000000000000E-02,0.000000000000000E+00,9.777144690358400E+00,7.986848928019999E-01,8.881784197001300E-16,8.889173356269101E-16
9.000000000000000E-02,0.000000000000000E+00,9.722919544818200E+00,8.981227757693701E-01,3.996802888650600E-15,3.996714422747500E-15
1.000000000000000E-01,0.000000000000000E+00,9.639201732743601E+00,9.974198354195700E-01,5.107025913275700E-15,5.106441781657100E-15
1.100000000000000E-01,0.000000000000000E+00,9.524481928991699E+00,1.096560391595800E+00,8.437694987151201E-15,8.436339218379999E-15
1.200000000000000E-01,0.000000000000000E+00,9.380300794305500E+00,1.195528788854900E+00,7.771561172376101E-15,7.769859997740401E-15
1.300000000000000E-01,0.000000000000000E+00,9.211099694697101E+00,1.294309398939800E+00,7.771561172376101E-15,7.769841953455001E-15
1.400000000000000E-01,0.000000000000000E+00,9.023787476932901E+00,1.392886623246900E+00,7.771561172376101E-15,7.769627914365500E-15
