    "time","x@mass2port","output@integrator"
     0.202,-0.97928046, 1.3231679
     0.204,-0.97884863, 1.3192337
     0.206,-0.97841171,  1.315261
     0.208,-0.97796968, 1.3112496
      0.21,-0.97752249, 1.3071995
     0.212,-0.97707013, 1.3031109
     0.214,-0.97661257, 1.2989836
     0.216,-0.97614976, 1.2948177
     0.218,-0.97568169, 1.2906131
      0.22,-0.97520832,   1.28637
     0.222,-0.97472961, 1.2820883
     0.224,-0.97424554, 1.2777679
     0.226,-0.97375607,  1.273409
     0.228,-0.97326117, 1.2690115
      0.23,-0.9727608, 1.2645754
     0.232,-0.97225493, 1.2601007
     0.234,-0.97174352, 1.2555875
     0.236,-0.97122653, 1.2510356
     0.238,-0.97070393, 1.2464452
      0.24,-0.97017568, 1.2418163
     0.242,-0.96964174, 1.2371488
     0.244,-0.96910207, 1.2324428
     0.246,-0.96855663, 1.2276982
     0.248,-0.96800538, 1.2229151
      0.25,-0.96744829, 1.2180935
     0.252,-0.9668853, 1.2132333
     0.254,-0.96631637, 1.2083347
     0.256,-0.96574146, 1.2033975
     0.258,-0.96516053, 1.1984219
      0.26,-0.96457353, 1.1934077
     0.262,-0.96398041, 1.1883551
     0.264,-0.96338112,  1.183264
     0.266,-0.96277563, 1.1781344
     0.268,-0.96216387, 1.1729664
      0.27,-0.96154581, 1.1677599
     0.272,-0.96092138, 1.1625149
     0.274,-0.96029054, 1.1572316
     0.276,-0.95965323, 1.1519098
     0.278,-0.9590094, 1.1465496
      0.28, -0.958359, 1.1411509
     0.282,-0.95770196, 1.1357139
     0.284,-0.95703824, 1.1302385
     0.286,-0.95636777, 1.1247247
     0.288,-0.95569049, 1.1191726
      0.29,-0.95500635,  1.113582
     0.292,-0.95431528, 1.1079532
     0.294,-0.95361722, 1.1022859
     0.296,-0.95291211, 1.0965804
     0.298,-0.95219988, 1.0908365
       0.3,-0.95148045, 1.0850544
     0.302,-0.95075378, 1.0792339
     0.304,-0.95001977, 1.0733751
     0.306,-0.94927838, 1.0674781
     0.308,-0.94852951, 1.0615428
      0.31,-0.9477731, 1.0555693
     0.312,-0.94700907, 1.0495576
     0.314,-0.94623735, 1.0435076
     0.316,-0.94545785, 1.0374194
     0.318,-0.9446705,  1.031293
      0.32,-0.94387522, 1.0251284
     0.322,-0.94307191, 1.0189257
     0.324,-0.94226049, 1.0126849
     0.326,-0.94144089, 1.0064058
     0.328,-0.94061299, 1.0000887
      0.33,-0.93977673,0.99373351
     0.332,-0.93893199,0.98734021
     0.334,-0.93807869,0.98090884
     0.336,-0.93721673,0.97443942
     0.338, -0.936346,0.96793197
      0.34,-0.93546641,0.96138652
     0.342,-0.93457784,0.95480307
     0.344,-0.9336802,0.94818164
     0.346,-0.93277338,0.94152227
     0.348,-0.93185725,0.93482497
      0.35,-0.9309317,0.92808975
     0.352,-0.92999663,0.92131665
     0.354,-0.92905189,0.91450569
     0.356,-0.92809739,0.90765688
     0.358,-0.92713297,0.90077026
      0.36,-0.92615852,0.89384585
     0.362,-0.9251739,0.88688367
     0.364,-0.92417898,0.87988375
     0.366,-0.92317361,0.87284612
     0.368,-0.92215766,0.86577081
      0.37,-0.92113096,0.85865785
     0.372,-0.92009338,0.85150726
     0.374,-0.91904476,0.84431907
     0.376,-0.91798493,0.83709333
     0.378,-0.91691373,0.82983005
      0.38, -0.915831,0.82252929
     0.382,-0.91473657,0.81519106
     0.384,-0.91363024,0.80781541
     0.386,-0.91251185,0.80040238
     0.388,-0.91138119,  0.792952
      0.39,-0.91023809,0.78546432
     0.392,-0.90908234,0.77793938
     0.394,-0.90791373,0.77037721
     0.396,-0.90673206,0.76277787
     0.398,-0.9055371, 0.7551414
       0.4,-0.90432864,0.74746786
     0.402,-0.90310644,0.73975728
     0.404,-0.90187026,0.73200972
     0.406,-0.90061987,0.72422525
     0.408, -0.899355, 0.7164039
      0.41,-0.8980754,0.70854575
     0.412,-0.89678079,0.70065085
     0.414,-0.8954709,0.69271926
     0.416,-0.89414544,0.68475105
     0.418,-0.89280411,0.67674629
      0.42,-0.89144661,0.66870506
     0.422,-0.89007262,0.66062742
     0.424,-0.88868181,0.65251345
     0.426,-0.88727383,0.64436323
     0.428,-0.88584834,0.63617685
      0.43,-0.88440498, 0.6279544
     0.432,-0.88294335,0.61969596
     0.434,-0.88146307,0.61140164
     0.436,-0.87996373,0.60307154
     0.438,-0.87844491,0.59470576
      0.44,-0.87690617,0.58630441
     0.442,-0.87534705,0.57786761
     0.444,-0.87376707,0.56939548
     0.446,-0.87216574,0.56088815
     0.448,-0.87054255,0.55234576
      0.45,-0.86889696,0.54376844
     0.452,-0.8672284,0.53515635
     0.454,-0.8655363,0.52650965
     0.456,-0.86382005, 0.5178285
     0.458,-0.86207901,0.50911307
      0.46,-0.86031251,0.50036356
     0.462,-0.85851986,0.49158015
     0.464,-0.85670034,0.48276306
     0.466,-0.85485316,0.47391251
     0.468,-0.85297755,0.46502873
      0.47,-0.85107265,0.45611197
     0.472,-0.84913759,0.44716249
     0.474,-0.84717143,0.43818058
     0.476,-0.8451732,0.42916653
     0.478,-0.84314187,0.42012067
      0.48,-0.84107635,0.41104333
     0.482,-0.83897551,0.40193489
     0.484,-0.83683813,0.39279574
     0.486,-0.83466292, 0.3836263
     0.488,-0.83244854,0.37442701
      0.49,-0.83019354,0.36519838
     0.492,-0.8278964,0.35594093
     0.494,-0.82555549,0.34665523
     0.496,-0.82316908,0.33734189
     0.498,-0.82073532,0.32800158
       0.5,-0.81825225,0.31863504
     0.502,-0.81571774,0.30924305
     0.504,-0.81312955,0.29982649
     0.506,-0.81048524, 0.2903863
     0.508,-0.8077822,0.28092353
      0.51,-0.80501762,0.27143931
     0.512,-0.80218845,0.26193492
     0.514,-0.7992914,0.25241177
     0.516,-0.79632291,0.24287139
     0.518,-0.79327909,0.23331554
      0.52,-0.7901557,0.22374614
     0.522,-0.78694812,0.21416538
     0.524,-0.78365128,0.20457571
     0.526,-0.78025958,0.19497991
     0.528,-0.77676688,0.18538114
      0.53,-0.77316637,0.17578302
     0.532,-0.76945047,0.16618969
     0.534,-0.76561076,0.15660595
     0.536,-0.7616378,0.14703737
     0.538,-0.75752098,0.13749049
      0.54,-0.75324833,  0.127973
     0.542,-0.74880631,0.11849404
     0.544,-0.74417947,0.10906454
     0.546,-0.73935017,0.099697731
     0.548,-0.73429817,0.090409737
      0.55,-0.72900014,0.081220423
     0.552,-0.72342914,0.07215453
     0.554,-0.71755401,0.063243211
     0.556,-0.71133877,0.054526141
     0.558,-0.70474218,0.046054392
      0.56,-0.69771767,0.037894322
     0.562,-0.69021424,0.030132683
     0.564,-0.68217943,0.022882848
     0.566,-0.67356606,0.016291225
     0.568,-0.66434496,0.010540871
      0.57,-0.65452526,0.0058458148
     0.572,-0.64417808,0.0024266966
     0.574,-0.63345015,0.00046319216
     0.576,-0.62254795,3.832965e-005
     0.578,-0.61169029,0.0011097352
      0.58,-0.60105649,0.0035298531
     0.582,-0.59076057,0.0070975592
     0.584,-0.58085533,0.011606652
     0.586,-0.57135048,0.016873628
     0.588,-0.56223095,0.022746864
      0.59,-0.55346978,0.029105561
     0.592,-0.5450359,0.035854896
     0.594,-0.53689817,0.042920612
     0.596,-0.52902738,0.05024431
     0.598,-0.52139693,0.05777969
       0.6,-0.51398306,0.065489694
     0.602,-0.50676468,0.07334435
     0.604,-0.49972314,0.081319163
     0.606,-0.49284196,0.089393915
     0.608,-0.48610652,0.097551754
      0.61,-0.47950385, 0.1057785
     0.612,-0.47302241,0.11406213
     0.614,-0.46665185,0.12239235
     0.616,-0.46038289,0.13076028
     0.618,-0.45420717,0.13915822
      0.62,-0.4481171,0.14757944
     0.622,-0.44210581,  0.156018
     0.624,-0.43616701,0.16446866
     0.626,-0.43029494,0.17292673
     0.628,-0.4244843,0.18138802
      0.63,-0.4187302,0.18984875
     0.632,-0.4130281,0.19830549
     0.634,-0.40737378,0.20675513
     0.636,-0.4017633,0.21519481
     0.638,-0.39619296, 0.2236219
      0.64,-0.39065928,0.23203396
     0.642,-0.38515897,0.24042873
     0.644,-0.37968891, 0.2488041
     0.646,-0.37424615,0.25715806
     0.648,-0.36882784,0.26548875
      0.65,-0.36343128,0.27379437
     0.652,-0.35805386,0.28207322
     0.654,-0.35269305,0.29032367
     0.656,-0.34734642,0.29854413
     0.658,-0.34201159,0.30673307
      0.66,-0.33668624,  0.314889
     0.662,-0.33136811,0.32301044
     0.664,-0.32605496,0.33109595
     0.666,-0.32074461, 0.3391441
     0.668,-0.31543486,0.34715345
      0.67,-0.31012356,0.35512257
     0.672,-0.30480856,0.36305001
     0.674,-0.29948771,0.37093432
     0.676,-0.29415884,0.37877399
     0.678,-0.28881979,0.38656752
      0.68,-0.28346836,0.39431332
     0.682,-0.27810233,0.40200979
     0.684,-0.27271946,0.40965526
     0.686,-0.26731744,0.41724798
     0.688,-0.26189394,0.42478612
      0.69,-0.25644656,0.43226778
     0.692,-0.25097284,0.43969093
     0.694,-0.24547025,0.44705346
     0.696,-0.2399362,0.45435309
     0.698,-0.23436798,0.46158742
       0.7,-0.22876282,0.46875388
     0.702,-0.22311783,0.47584972
     0.704,-0.21743001,0.48287198
     0.706,-0.21169626,0.48981747
     0.708,-0.20591335,0.49668275
      0.71,-0.20007789, 0.5034641
     0.712,-0.19418639,0.51015745
     0.714,-0.18823518,0.51675842
     0.716,-0.18222047,0.52326218
     0.718,-0.17613829, 0.5296635
      0.72,-0.16998454, 0.5359566
     0.722,-0.16375494,0.54213518
     0.724,-0.1574451, 0.5481923
     0.726,-0.15105047,0.55412032
     0.728,-0.14456642,0.55991084
      0.73,-0.13798824, 0.5655546
     0.732,-0.13131118,0.57104137
     0.734,-0.12453057, 0.5763599
     0.736,-0.11764181,0.58149782
     0.738,-0.11064057,0.58644151
      0.74,-0.1035229,0.59117607
     0.742,-0.096285399,0.59568524
     0.744,-0.08892543,0.59995139
     0.746,-0.081441401,0.60395555
     0.748,-0.073833044, 0.6076775
      0.75,-0.066101753,0.61109599
     0.752,-0.05825092,0.61418902
     0.754,-0.050286276,0.61693432
     0.756,-0.042216172,0.61930995
     0.758,-0.034051769,0.62129503
      0.76,-0.025807078, 0.6228706
     0.762,-0.017498814,0.62402052
     0.764,-0.0091460181,0.62473235
     0.766,-0.00076946782,0.62499811
     0.768,0.0076090963,0.62481474
      0.77,0.015967851,0.62418435
     0.772,0.02428578,0.62311407
     0.774,0.032543471,0.62161555
     0.776,0.04072375,0.61970431
     0.778,0.04881209,0.61739887
      0.78,0.056796805,0.61471982
     0.782,0.064669039,0.61168897
     0.784,0.072422599,0.60832858
     0.786,0.080053688,0.60466073
     0.788,0.08756057,0.60070683
      0.79,0.094943233,0.59648733
     0.792,0.10220305,0.59202142
     0.794,0.10934249,0.58732699
     0.796,0.11636482,0.58242054
     0.798,0.12327392,0.57731723
       0.8,0.13007406,0.57203089
     0.802,0.13676977,0.56657414
     0.804,0.14336576,0.56095841
     0.806,0.14986673,0.55519412
     0.808,0.15627743,0.54929069
      0.81, 0.1626025,0.54325668
     0.812, 0.1688465,0.53709986
     0.814,0.17501386, 0.5308273
     0.816,0.18110886,0.52444541
     0.818,0.18713566,0.51796005
      0.82,0.19309824,0.51137656
     0.822,0.19900042,0.50469982
     0.824, 0.2048459,0.49793432
     0.826,0.21063821,0.49108416
     0.828,0.21638074,0.48415313
      0.83,0.22207675,0.47714472
     0.832,0.22772938,0.47006216
     0.834,0.23334164,0.46290846
     0.836,0.23891643,0.45568639
     0.838,0.24445655,0.44839857
      0.84,0.24996472,0.44104742
     0.842,0.25544354,0.43363523
     0.844,0.26089558,0.42616416
     0.846,0.26632328,0.41863625
     0.848,0.27172907,0.41105341
      0.85,0.27711528, 0.4034175
     0.852,0.28248423,0.39573026
     0.854,0.28783817,0.38799339
     0.856,0.29317934,0.38020851
     0.858,0.29850991, 0.3723772
      0.86,0.30383207,0.36450097
     0.862,0.30914798,0.35658134
     0.864, 0.3144598,0.34861977
     0.866,0.31976967,0.34061769
     0.868,0.32507975,0.33257656
      0.87,0.33039222, 0.3244978
     0.872,0.33570927,0.31638285
     0.874,0.34103313,0.30823315
     0.876,0.34636605,0.30005016
     0.878,0.35171034,0.29183537
      0.88,0.35706836,0.28359031
     0.882,0.36244255,0.27531655
     0.884, 0.3678354,0.26701572
     0.886,0.37324951,0.25868951
     0.888,0.37868757,0.25033968
      0.89, 0.3841524, 0.2419681
     0.892,0.38964693,0.23357674
     0.894,0.39517424,0.22516768
     0.896, 0.4007376,0.21674318
     0.898,0.40634044,0.20830562
       0.9,0.41198642, 0.1998576
     0.902,0.41767944,0.19140193
     0.904,0.42342366,0.18294169
     0.906,0.42922356,0.17448023
     0.908,0.43508397,0.16602127
      0.91, 0.4410101,0.15756892
     0.912,0.44700763,0.14912776
     0.914,0.45308273,0.14070293
     0.916,0.45924218,0.13230024
     0.918,0.46549341,0.12392625
      0.92,0.47184465,0.11558848
     0.922,0.47830499,0.10729557
     0.924,0.48488457,0.099057532
     0.926, 0.4915947,0.090886048
     0.928,0.49844809,0.082794864
      0.93,0.50545901,0.074800295
     0.932,0.51264358,0.066921882
     0.934,0.52002005,0.059183252
     0.936,0.52760903,0.051613265
     0.938,0.53543379,0.044247536
      0.94,0.54352038,0.037130475
     0.942,0.55189759,0.030318009
     0.944,0.56059629,0.023881156
     0.946,0.56964781,0.01791057
     0.948,0.57908028,0.012521872
      0.95,0.58891178,0.0078607684
     0.952,0.59913838,0.0041051828
     0.954,0.60971668,0.0014585789
     0.956,0.62054489,0.00012612335
     0.958,0.63145475,0.00026940932
      0.96,0.64223129,0.0019530228
     0.962,0.65266157,0.0051161738
     0.964,0.66258564,0.0095930353
     0.966,0.67191885,0.015166323
     0.968,0.68064245,0.02161827
      0.97,0.68878027,0.028759286
     0.972,0.69637737,0.036436343
     0.974, 0.7034859,0.044530455
     0.976,0.71015742,0.052950476
     0.978,0.71643943,0.061626722
      0.98,0.72237416,0.07050564
     0.982,0.72799854,0.079545706
     0.984,0.73334455,0.088714378
     0.986,0.73843988,0.097985869
     0.988,0.74330847,0.10733951
      0.99,0.74797109,0.11675857
     0.992,0.75244583,0.12622933
     0.994,0.75674851,0.13574048
     0.996,  0.760893,0.14528258
     0.998,0.76489155,0.15484769
         1,0.76875499,0.16442909
     1.002,0.77249295,0.17402104
     1.004,0.77611406,0.18361861
     1.006,0.77962603,0.19321755
     1.008,0.78303579,0.20281414
      1.01,0.78634962,0.21240515
     1.012,0.78957319,0.22198774
     1.014,0.79271168, 0.2315594
     1.016,0.79576978,0.24111789
     1.018,0.79875181,0.25066124
      1.02,0.80166169,0.26018768
     1.022,0.80450307,0.26969563
     1.024,0.80727928,0.27918364
     1.026, 0.8099934,0.28865044
     1.028,0.81264829,0.29809486
      1.03, 0.8152466,0.30751584
     1.032,0.81779079, 0.3169124
     1.034,0.82028315,0.32628368
     1.036,0.82272581,0.33562886
     1.038,0.82512077, 0.3449472
      1.04, 0.8274699,0.35423803
     1.042,0.82977496,0.36350071
     1.044,0.83203757,0.37273467
     1.046, 0.8342593,0.38193938
     1.048, 0.8364416,0.39111434
      1.05,0.83858583,0.40025909
     1.052,0.84069329, 0.4093732
     1.054, 0.8427652,0.41845627
     1.056,0.84480272,0.42750794
     1.058,0.84680695,0.43652785
      1.06,0.84877893,0.44551569
     1.062,0.85071963,0.45447114
     1.064,   0.85263,0.46339393
     1.066,0.85451093,0.47228379
     1.068,0.85636326,0.48114046
      1.07,0.85818781,0.48996371
     1.072,0.85998533,0.49875332
     1.074,0.86175658,0.50750907
     1.076,0.86350225,0.51623077
     1.078,  0.865223,0.52491823
      1.08,0.86691949,0.53357127
     1.082,0.86859232,0.54218973
     1.084,0.87024209,0.55077344
     1.086,0.87186935,0.55932225
     1.088,0.87347466,0.56783603
      1.09,0.87505852,0.57631463
     1.092,0.87662143,0.58475793
     1.094,0.87816388,0.59316579
     1.096,0.87968633,0.60153811
     1.098,0.88118921,0.60987478
       1.1,0.88267295,0.61817568
     1.102,0.88413798,0.62644071
     1.104,0.88558467,0.63466977
     1.106,0.88701341,0.64286278
     1.108,0.88842458,0.65101965
      1.11,0.88981852,0.65914028
     1.112,0.89119557, 0.6672246
     1.114,0.89255608,0.67527252
     1.116,0.89390035,0.68328399
     1.118, 0.8952287,0.69125891
      1.12,0.89654143,0.69919723
     1.122,0.89783882,0.70709887
     1.124,0.89912116,0.71496377
     1.126,0.90038871,0.72279188
     1.128,0.90164174,0.73058313
      1.13,0.90288051,0.73833747
     1.132,0.90410526,0.74605484
     1.134,0.90531623,0.75373519
     1.136,0.90651365,0.76137847
     1.138,0.90769774,0.76898463
      1.14,0.90886873,0.77655363
     1.142,0.91002683,0.78408541
     1.144,0.91117224,0.79157994
     1.146,0.91230516,0.79903717
     1.148,0.91342579,0.80645706
      1.15,0.91453432,0.81383957
     1.152,0.91563093,0.82118467
     1.154, 0.9167158,0.82849232
     1.156, 0.9177891,0.83576248
     1.158,  0.918851,0.84299512
      1.16,0.91990167, 0.8501902
     1.162,0.92094127, 0.8573477
     1.164,0.92196995,0.86446758
     1.166,0.92298787, 0.8715498
     1.168,0.92399517,0.87859435
      1.17,  0.924992, 0.8856012
     1.172, 0.9259785,0.89257031
     1.174, 0.9269548,0.89950166
     1.176,0.92792105,0.90639522
     1.178,0.92887737,0.91325097
      1.18,0.92982388,0.92006888
     1.182,0.93076073,0.92684894
     1.184,0.93168801,0.93359111
     1.186,0.93260586,0.94029538
     1.188,0.93351439,0.94696172
      1.19,0.93441371,0.95359011
     1.192,0.93530393,0.96018053
     1.194,0.93618516,0.96673297
     1.196,0.93705751, 0.9732474
     1.198,0.93792107, 0.9797238
       1.2,0.93877596,0.98616215
     1.202,0.93962226,0.99256245
     1.204,0.94046007,0.99892466
     1.206,0.94128949, 1.0052488
     1.208,0.94211062, 1.0115348
      1.21,0.94292353, 1.0177827
     1.212,0.94372832, 1.0239924
     1.214,0.94452507, 1.0301639
     1.216,0.94531387, 1.0362973
     1.218,0.94609481, 1.0423925
      1.22,0.94686795, 1.0484495
     1.222,0.94763338, 1.0544683
     1.224,0.94839119, 1.0604489
     1.226,0.94914143, 1.0663912
     1.228, 0.9498842, 1.0722952
      1.23,0.95061955,  1.078161
     1.232,0.95134757, 1.0839885
     1.234,0.95206832, 1.0897777
     1.236,0.95278187, 1.0955286
     1.238,0.95348828, 1.1012412
      1.24,0.95418763, 1.1069154
     1.242,0.95487998, 1.1125513
     1.244,0.95556539, 1.1181489
     1.246,0.95624392, 1.1237081
     1.248,0.95691564,  1.129229
      1.25,0.95758059, 1.1347114
     1.252,0.95823885, 1.1401555
     1.254,0.95889047, 1.1455612
     1.256, 0.9595355, 1.1509284
     1.258,  0.960174, 1.1562573
      1.26,0.96080603, 1.1615477
     1.262,0.96143163, 1.1667997
     1.264,0.96205086, 1.1720132
     1.266,0.96266377, 1.1771883
     1.268,0.96327041,  1.182325
      1.27,0.96387083, 1.1874231
     1.272,0.96446508, 1.1924828
     1.274, 0.9650532, 1.1975041
     1.276,0.96563524, 1.2024868
     1.278,0.96621125,  1.207431
      1.28,0.96678128, 1.2123367
     1.282,0.96734535,  1.217204
     1.284,0.96790353, 1.2220327
     1.286,0.96845585, 1.2268228
     1.288,0.96900235, 1.2315745
      1.29,0.96954308, 1.2362876
     1.292,0.97007806, 1.2409622
     1.294,0.97060736, 1.2455982
     1.296,0.97113099, 1.2501956
     1.298,0.97164901, 1.2547545
       1.3,0.97216144, 1.2592749
     1.302,0.97266833, 1.2637566
     1.304, 0.9731697, 1.2681998
     1.306,0.97366561, 1.2726044
     1.308,0.97415607, 1.2769705
      1.31,0.97464113, 1.2812979
     1.312,0.97512082, 1.2855867
     1.314,0.97559517, 1.2898369
     1.316,0.97606421, 1.2940485
     1.318,0.97652798, 1.2982215
      1.32,0.97698651, 1.3023559
     1.322,0.97743982, 1.3064517
     1.324,0.97788795, 1.3105088
     1.326,0.97833093, 1.3145273
     1.328,0.97876879, 1.3185072
      1.33,0.97920155, 1.3224484
     1.332,0.97962925,  1.326351
     1.334,0.98005191, 1.3302149
     1.336,0.98046955, 1.3340402
     1.338,0.98088221, 1.3378268
      1.34,0.98128992, 1.3415748
     1.342,0.98169269, 1.3452841
     1.344,0.98209055, 1.3489547
     1.346,0.98248353, 1.3525867
     1.348,0.98287166, 1.3561799
      1.35,0.98325495, 1.3597345
     1.352,0.98363343, 1.3632505
     1.354,0.98400712, 1.3667277
     1.356,0.98437605, 1.3701663
     1.358,0.98474023, 1.3735661
      1.36, 0.9850997, 1.3769273
     1.362,0.98545447, 1.3802497
     1.364,0.98580456, 1.3835335
     1.366,   0.98615, 1.3867786
     1.368,0.98649079, 1.3899849
      1.37,0.98682698, 1.3931526
     1.372,0.98715857, 1.3962815
     1.374,0.98748558, 1.3993717
     1.376,0.98780803, 1.4024232
     1.378,0.98812595,  1.405436
      1.38,0.98843935, 1.4084101
     1.382,0.98874824, 1.4113454
     1.384,0.98905265,  1.414242
     1.386,0.98935259, 1.4170999
     1.388,0.98964808,  1.419919
      1.39,0.98993914, 1.4226994
     1.392,0.99022578, 1.4254411
     1.394,0.99050802,  1.428144
     1.396,0.99078587, 1.4308082
     1.398,0.99105935, 1.4334336
       1.4,0.99132848, 1.4360203
     1.402,0.99159327, 1.4385682
     1.404,0.99185374, 1.4410774
     1.406,0.99210989, 1.4435479
     1.408,0.99236175, 1.4459795
      1.41,0.99260932, 1.4483725
     1.412,0.99285262, 1.4507266
     1.414,0.99309167,  1.453042
     1.416,0.99332648, 1.4553187
     1.418,0.99355705, 1.4575566
      1.42, 0.9937834, 1.4597557
     1.422,0.99400555,  1.461916
     1.424,0.99422351, 1.4640376
     1.426,0.99443728, 1.4661204
     1.428,0.99464688, 1.4681644
      1.43,0.99485231, 1.4701697
     1.432, 0.9950536, 1.4721362
     1.434,0.99525075, 1.4740639
     1.436,0.99544377, 1.4759528
     1.438,0.99563268,  1.477803
      1.44,0.99581747, 1.4796144
     1.442,0.99599817,  1.481387
     1.444,0.99617477, 1.4831208
     1.446,0.99634729, 1.4848158
     1.448,0.99651575,  1.486472
      1.45,0.99668014, 1.4880895
     1.452,0.99684047, 1.4896681
     1.454,0.99699676,  1.491208
     1.456,0.99714901, 1.4927091
     1.458,0.99729723, 1.4941714
      1.46,0.99744143, 1.4955949
     1.462,0.99758161, 1.4969796
     1.464,0.99771779, 1.4983255
     1.466,0.99784996, 1.4996326
     1.468,0.99797814,  1.500901
      1.47,0.99810232, 1.5021305
     1.472,0.99822253, 1.5033212
     1.474,0.99833876, 1.5044731
     1.476,0.99845102, 1.5055863
     1.478,0.99855932, 1.5066606
      1.48,0.99866366, 1.5076961
     1.482,0.99876404, 1.5086928
     1.484,0.99886048, 1.5096508
     1.486,0.99895297, 1.5105699
     1.488,0.99904152, 1.5114502
      1.49,0.99912614, 1.5122917
     1.492,0.99920683, 1.5130944
     1.494,0.99928359, 1.5138583
     1.496,0.99935643, 1.5145834
     1.498,0.99942534, 1.5152697
       1.5,0.99949035, 1.5159172
     1.502,0.99955144, 1.5165259
     1.504,0.99960862, 1.5170957
     1.506,0.99966189, 1.5176268
     1.508,0.99971126,  1.518119
      1.51,0.99975673, 1.5185725
     1.512, 0.9997983, 1.5189871
     1.514,0.99983597, 1.5193629
     1.516,0.99986975, 1.5196999
     1.518,0.99989963, 1.5199981
      1.52,0.99992562, 1.5202575
     1.522,0.99994772, 1.5204781
     1.524,0.99996593, 1.5206599
     1.526,0.99998025, 1.5208029
     1.528,0.99999069,  1.520907
      1.53,0.99999723, 1.5209724
     1.532,0.99999989, 1.5209989
     1.534,0.99999866, 1.5209866
     1.536,0.99999354, 1.5209355
     1.538,0.99998454, 1.5208456
      1.54,0.99997164, 1.5207169
     1.542,0.99995486, 1.5205494
     1.544,0.99993419, 1.5203431
     1.546,0.99990963, 1.5200979
     1.548,0.99988118,  1.519814
      1.55,0.99984883, 1.5194912
     1.552,0.99981259, 1.5191296
