"Time","y_2","y_1","y_0"
0,0,0,0
0,0,0,0
0.01,0,0,0
0.01,0,0,0
0.01,0,0,0
0.02,0,0,0
0.02,0,0,0.799733
0.02,0,0,0.799733
0.03,0,0,0.799733
0.03,0,2.69906,1.79865
0.03,0,2.69906,1.79865
0.04,0,2.69906,1.79865
0.04,0,2.69906,3.19574
0.04,0,2.69906,3.19574
0.05,0,2.69906,3.19574
0.05,5.24555,4.49563,4.98959
0.05,5.24555,4.49563,4.98959
0.06,5.24555,4.49563,4.98959
0.06,5.24555,4.49563,7.17842
0.06,5.24555,4.49563,7.17842
0.07,5.24555,4.49563,7.17842
0.07,5.24555,6.288,9.76004
0.07,5.24555,6.288,9.76004
0.08,5.24555,6.288,9.76004
0.08,5.24555,6.288,12.7319
0.08,5.24555,6.288,12.7319
0.09,5.24555,6.288,12.7319
0.09,9.42406,8.07452,16.0909
0.09,9.42406,8.07452,16.0909
0.1,9.42406,8.07452,16.0909
0.1,9.42406,8.07452,19.8338
0.1,9.42406,8.07452,19.8338
0.11,9.42406,8.07452,19.8338
0.11,9.42406,9.85351,23.9569
0.11,9.42406,9.85351,23.9569
0.12,9.42406,9.85351,23.9569
0.12,9.42406,9.85351,28.4559
0.12,9.42406,9.85351,28.4559
0.13,9.42406,9.85351,28.4559
0.13,13.5719,11.6233,33.3264
0.13,13.5719,11.6233,33.3264
0.14,13.5719,11.6233,33.3264
0.14,13.5719,11.6233,38.5635
0.14,13.5719,11.6233,38.5635
0.15,13.5719,11.6233,38.5635
0.15,13.5719,13.3823,44.162
0.15,13.5719,13.3823,44.162
0.16,13.5719,13.3823,44.162
0.16,13.5719,13.3823,50.1162
0.16,13.5719,13.3823,50.1162
0.17,13.5719,13.3823,50.1162
0.17,17.6758,15.1289,56.4201
0.17,17.6758,15.1289,56.4201
0.18,17.6758,15.1289,56.4201
0.18,17.6758,15.1289,63.0675
0.18,17.6758,15.1289,63.0675
0.19,17.6758,15.1289,63.0675
0.19,17.6758,16.8614,70.0516
0.19,17.6758,16.8614,70.0516
0.2,17.6758,16.8614,70.0516
0.2,17.6758,16.8614,77.3655
0.2,17.6758,16.8614,77.3655
0.21,17.6758,16.8614,77.3655
0.21,21.7224,18.5782,85.0017
0.21,21.7224,18.5782,85.0017
0.22,21.7224,18.5782,85.0017
0.22,21.7224,18.5782,92.9526
0.22,21.7224,18.5782,92.9526
