"time","der_p","der_T"
0,0,0
0.002,0,0
0.004,0,0
0.006,0,0
0.008,0,0
0.01,0,0
0.012,0,0
0.014,0,0
0.016,0,0
0.018,0,0
0.02,0,0
0.022,0,0
0.024,0,0
0.026,0,0
0.028,0,0
0.03,0,0
0.032,0,0
0.034,0,0
0.036,0,0
0.038,0,0
0.04,0,0
0.042,0,0
0.044,0,0
0.046,0,0
0.048,0,0
0.05,0,0
0.052,0,0
0.054,0,0
0.056,0,0
0.058,0,0
0.06,0,0
0.062,0,0
0.064,0,0
0.066,0,0
0.068,0,0
0.07,0,0
0.072,0,0
0.074,0,0
0.076,0,0
0.078,0,0
0.08,0,0
0.082,0,0
0.084,0,0
0.086,0,0
0.088,0,0
0.09,0,0
0.092,0,0
0.094,0,0
0.096,0,0
0.098,0,0
0.1,0,0
0.102,0,0
0.104,0,0
0.106,0,0
0.108,0,0
0.11,0,0
0.112,0,0
0.114,0,0
0.116,0,0
0.118,0,0
0.12,0,0
0.122,0,0
0.124,0,0
0.126,0,0
0.128,0,0
0.13,0,0
0.132,0,0
0.134,0,0
0.136,0,0
0.138,0,0
0.14,0,0
0.142,0,0
0.144,0,0
0.146,0,0
0.148,0,0
0.15,0,0
0.152,0,0
0.154,0,0
0.156,0,0
0.158,0,0
0.16,0,0
0.162,0,0
0.164,0,0
0.166,0,0
0.168,0,0
0.17,0,0
0.172,0,0
0.174,0,0
0.176,0,0
0.178,0,0
0.18,0,0
0.182,0,0
0.184,0,0
0.186,0,0
0.188,0,0
0.19,0,0
0.192,0,0
0.194,0,0
0.196,0,0
0.198,0,0
0.2,0,0
0.202,0,0
0.204,0,0
0.206,0,0
0.208,0,0
0.21,0,0
0.212,0,0
0.214,0,0
0.216,0,0
0.218,0,0
0.22,0,0
0.222,0,0
0.224,0,0
0.226,0,0
0.228,0,0
0.23,0,0
0.232,0,0
0.234,0,0
0.236,0,0
0.238,0,0
0.24,0,0
0.242,0,0
0.244,0,0
0.246,0,0
0.248,0,0
0.25,0,0
0.252,0,0
0.254,0,0
0.256,0,0
0.258,0,0
0.26,0,0
0.262,0,0
0.264,0,0
0.266,0,0
0.268,0,0
0.27,0,0
0.272,0,0
0.274,0,0
0.276,0,0
0.278,0,0
0.28,0,0
0.282,0,0
0.284,0,0
0.286,0,0
0.288,0,0
0.29,0,0
0.292,0,0
0.294,0,0
0.296,0,0
0.298,0,0
0.3,0,-1.11022302462516E-16
0.302,-8.97489392553632,-0.113766819946872
0.304,-17.3004382145803,-0.225691805906227
0.306,-24.9841537253599,-0.335784397249208
0.308,-32.0335612671629,-0.444054032528865
0.31,-38.4561816003211,-0.550510149480139
0.312,-44.2595354362436,-0.655162185019943
0.314,-49.4511434373884,-0.758019575247202
0.316,-54.0385262172828,-0.859091755442892
0.318,-58.0292043405132,-0.958388160070088
0.32,-61.4306983227644,-1.05591822277405
0.322,-64.2505286307689,-1.15169137638217
0.324,-66.4962156823448,-1.24571705290407
0.326,-68.175279846389,-1.33800468353163
0.328,-69.2952414428966,-1.42856369863925
0.33,-69.863620742905,-1.5174035277834
0.332,-69.8879379685814,-1.60453359970314
0.334,-69.3757132931703,-1.68996334232002
0.336,-68.3344668410285,-1.77370218273792
0.338,-66.7717186875567,-1.8557595472435
0.34,-64.6949888593263,-1.93614486130582
0.342,-62.1117973339572,-2.01486754957665
0.344,-59.029664040171,-2.09193703589044
0.346,-55.4561088578602,-2.16736274326444
0.348,-51.3986516179665,-2.24115409389843
0.35,-46.8648121025659,-2.31332050917536
0.352,-41.862110044851,-2.38387140966076
0.354,-36.3980651291336,-2.45281621510316
0.356,-30.480196990848,-2.52016434443404
0.358,-24.1160252165541,-2.58592521576788
0.36,-17.3130693439399,-2.65010824640219
0.362,-10.0788488618235,-2.71272285281769
0.364,-2.4208832101873,-2.773778450678
0.366,5.65330821993825,-2.83328445482992
0.368,14.1362060862651,-2.8912502793038
0.37,23.0202910954836,-2.94768533731304
0.372,32.2980440030152,-3.00259904125411
0.374,41.9619456132275,-3.05600080270715
0.376,52.0044767793394,-3.10790003243577
0.378,62.418118403316,-3.1583061403866
0.38,73.1953514360656,-3.20722853569028
0.382,84.3286437121711,-3.25467688796365
0.384,95.8104626518942,-3.30066087521905
0.386,107.633314663573,-3.34518940177301
0.388,119.789680923933,-3.38827187288797
0.39,132.272042658578,-3.42991769300642
0.392,145.072881142289,-3.47013626575025
0.394,158.184677698752,-3.50893699392177
0.396,171.599913700709,-3.54632927950295
0.398,185.311070569916,-3.58232252365553
0.4,199.310629777144,-3.61692612672126
0.402,213.591072842214,-3.65014948822255
0.404,228.144881333829,-3.68200200686095
0.406,242.964536869862,-3.71249308051897
0.408,258.04252111702,-3.74163210625877
0.41,273.371315791176,-3.7694284803231
0.412,288.943402657074,-3.79589159813462
0.414,304.751263528488,-3.82103085429648
0.416,320.787380268185,-3.84485564259236
0.418,337.044234787918,-3.86737535598582
0.42,353.514309048468,-3.88859938662156
0.422,370.190085059463,-3.90853712582442
0.424,387.064044879691,-3.92719796409962
0.426,404.128670616728,-3.9445912911331
0.428,421.376444427313,-3.96072649579146
0.43,438.799848517012,-3.97561296612213
0.432,456.391365140405,-3.98926008935271
0.434,474.143476601036,-4.00167725189249
0.436,492.048665251408,-4.01287383933045
0.438,510.099413493036,-4.02285923643733
0.44,528.288203776239,-4.03164282716422
0.442,546.607518600436,-4.03923399464353
0.444,565.049840514,-4.04564212118825
0.446,583.607652114147,-4.05087658829262
0.448,602.273436047089,-4.05494677663191
0.45,621.039675007978,-4.05786206606273
0.452,639.898851740904,-4.05963183562245
0.454,658.843449038897,-4.06026546353005
0.456,677.865949743912,-4.05977232718515
0.458,696.958836746838,-4.05816180316947
0.46,716.114592987544,-4.05544326724566
0.462,735.325701454665,-4.05162609435736
0.464,754.584645185966,-4.04671965863045
0.466,773.883907267974,-4.04073333337186
0.468,793.215970836185,-4.03367649106964
0.47,812.573319075004,-4.02555850339422
0.472,831.948435217749,-4.01638874119703
0.474,851.333802546644,-4.00617657451155
0.476,870.721904392872,-3.99493137255253
0.478,890.105224136354,-3.9826625037167
0.48,909.476245206127,-3.96937933558255
0.482,928.827451079904,-3.95509123491061
0.484,948.151325284512,-3.93980756764288
0.486,967.440351395503,-3.92353769890346
0.488,986.68701303737,-3.90629099299865
0.49,1005.88379388349,-3.88807681341633
0.492,1025.02317765612,-3.86890452282662
0.494,1044.09764812641,-3.84878348308198
0.496,1063.09968911441,-3.82772305521657
0.498,1082.0217844889,-3.80573259944694
0.5,1100.85641816776,-3.7828214751721
0.502,1119.59607411755,-3.75899904097289
0.504,1138.23323635375,-3.73427465461269
0.506,1156.76038894072,-3.70865767303725
0.508,1175.17001599166,-3.68215745237493
0.51,1193.45460166865,-3.65478334793612
0.512,1211.60663018258,-3.62654471421412
0.514,1229.6185857933,-3.59745090488416
0.516,1247.48295280929,-3.56751127280486
0.518,1265.19221558814,-3.5367351700171
0.52,1282.73885853602,-3.50513194774397
0.522,1300.1153661082,-3.47271095639213
0.524,1317.31422280858,-3.4394815455506
0.526,1334.32791318998,-3.40545306399076
0.528,1351.14892185404,-3.3706348596677
0.53,1367.76973345127,-3.33503627971877
0.532,1384.18283268086,-3.29866667046467
0.534,1400.38070429098,-3.26153537740869
0.536,1416.3558330786,-3.22365174523734
0.538,1432.10070388943,-3.18502511782041
0.54,1447.60780161798,-3.1456648382102
0.542,1462.8696112077,-3.10558024864298
0.544,1477.87861765075,-3.06478069053781
0.546,1492.62730598809,-3.02327550449683
0.548,1507.10816130956,-2.98107403030565
0.55,1521.31366875365,-2.93818560693323
0.552,1535.23631350779,-2.89461957253212
0.554,1548.8685808082,-2.85038526443787
0.556,1562.20295593979,-2.80549201916973
0.558,1575.23192423628,-2.75994917243045
0.56,1587.94797108029,-2.71376605910657
0.562,1600.34358190309,-2.66695201326799
0.564,1612.41124218479,-2.6195163681679
0.566,1624.14343745426,-2.57146845624396
0.568,1635.53265328919,-2.52281760911697
0.57,1646.57137531591,-2.47357315759194
0.572,1657.25208920971,-2.42374443165706
0.574,1667.56728069443,-2.37334076048541
0.576,1677.50943554289,-2.32237147243283
0.578,1687.07103957651,-2.27084589504004
0.58,1696.24457866553,-2.21877335503122
0.582,1705.02253872893,-2.16616317831479
0.584,1713.39740573444,-2.11302468998343
0.586,1721.36166569855,-2.0593672143136
0.588,1728.90780468653,-2.00520007476612
0.59,1736.02830881227,-1.95053259398605
0.592,1742.71566423855,-1.89537409380286
0.594,1748.96235717679,-1.83973389523018
0.596,1754.76087388712,-1.78362131846567
0.598,1760.10370067855,-1.72704568289204
0.6,1764.98332390866,-1.67001630707596
0.602,1769.39222998383,-1.61254250876893
0.604,1773.32290535918,-1.55463360490647
0.606,1776.76783653845,-1.49629891160934
0.608,1779.71951007423,-1.43754774418261
0.61,1782.17041256769,-1.37838941711567
0.612,1784.11303066885,-1.3188332440833
0.614,1785.53985107635,-1.25888853794466
0.616,1786.4433605375,-1.19856461074347
0.618,1786.81604584844,-1.13787077370884
0.62,1786.65039385395,-1.07681633725449
0.622,1785.93889144742,-1.01541061097881
0.624,1784.67402557104,-0.953662903665699
0.626,1782.84828321569,-0.891582523283687
0.628,1780.45415142085,-0.8291787769866
0.63,1777.48411727482,-0.766460971113139
0.632,1773.93066791442,-0.703438411187286
0.634,1769.78629052532,-0.640120401918224
0.636,1765.04347234176,-0.576516247200466
0.638,1759.69470064666,-0.512635250113615
0.64,1753.73246277167,-0.448486712922679
0.642,1747.14924609703,-0.384079937078177
0.644,1739.93753805169,-0.319424223215831
0.646,1732.0898261133,-0.254528871156902
0.648,1723.59859780807,-0.189403179908287
0.65,1714.45634071099,-0.124056447662221
