"time","tempc@tpf_st_chamber","press@tpf_st_chamber","out2@division","tau@tpf_st_chamber","dm2@tpf_pump","torque@expseu_"
0,19.904,0.02337,0.24,25,0.13032,0
0.1,20.206,0.023811,0.24085,25.085,0.13035,0
0.2,21.075,0.025121,0.24172,25.172,0.13039,0.57601
0.3,21.94,0.026486,0.2426,25.26,0.13042,0.59364
0.4,22.802,0.027909,0.24348,25.348,0.13046,0.61152
0.5,23.653,0.029382,0.24434,25.434,0.1243,0.62949
0.6,24.482,0.03088,0.24516,25.516,0.11582,0.6472
0.7,25.289,0.032401,0.24592,25.592,0.10787,0.66465
0.8,26.077,0.033948,0.24664,25.664,0.10043,0.68186
0.9,26.846,0.035521,0.24731,25.731,0.093459,0.69883
1,27.598,0.037119,0.24793,25.793,0.086927,0.71557
1.1,28.334,0.038745,0.24852,25.852,0.080811,0.7321
1.2,29.056,0.040399,0.24907,25.907,0.07508,0.74841
1.3,29.765,0.042082,0.24959,25.959,0.069713,0.76452
1.4,30.461,0.043794,0.25007,26.007,0.064685,0.78045
1.5,31.147,0.045538,0.25052,26.052,0.059976,0.79619
1.6,31.821,0.047313,0.25094,26.094,0.055565,0.81175
1.7,32.487,0.049122,0.25134,26.134,0.051433,0.82714
1.8,33.143,0.050965,0.25171,26.171,0.047562,0.84237
1.9,33.791,0.052844,0.25206,26.206,0.043936,0.85744
2,34.432,0.054759,0.25238,26.238,0.04054,0.87235
2.1,35.065,0.056712,0.25269,26.269,0.037357,0.88712
2.2,35.693,0.058706,0.25297,26.297,0.034379,0.90175
2.3,36.315,0.06074,0.25324,26.324,0.031588,0.91623
2.4,36.931,0.062816,0.25349,26.349,0.02897,0.93057
2.5,37.542,0.064935,0.25372,26.372,0.026516,0.94477
2.6,38.148,0.0671,0.25394,26.394,0.024219,0.95884
2.7,38.75,0.06931,0.25415,26.415,0.022063,0.97277
2.8,39.349,0.071568,0.25434,26.434,0.020042,0.98656
2.9,39.943,0.073875,0.25452,26.452,0.018146,1.0002
3,40.535,0.076232,0.25469,26.469,0.016369,1.0137
3.1,41.124,0.078643,0.25485,26.485,0.014704,1.0271
3.2,41.709,0.081106,0.255,26.5,0.013139,1.0404
3.3,42.292,0.083624,0.25514,26.514,0.011672,1.0534
3.4,42.873,0.086199,0.25527,26.527,0.010294,1.0664
3.5,43.452,0.088832,0.25539,26.539,0.0090015,1.0792
3.6,44.028,0.091525,0.25551,26.551,0.0077874,1.0918
3.7,44.603,0.094279,0.25562,26.562,0.0066471,1.1043
3.8,45.177,0.097096,0.25572,26.572,0.0055757,1.1166
3.9,45.749,0.099978,0.25582,26.582,0.0045689,1.1288
4,46.319,0.10293,0.25591,26.591,0.0036222,1.1407
4.1,46.888,0.10594,0.25599,26.599,0.0027301,1.1525
4.2,47.457,0.10903,0.25607,26.607,0.0018826,1.1641
4.3,48.024,0.11218,0.25614,26.614,0.0010611,1.1755
4.4,48.59,0.11541,0.25621,26.621,0.00030148,1.1867
4.5,49.156,0.11872,0.25628,26.628,0,1.1977
4.6,49.722,0.12211,0.25635,26.635,0,1.2085
4.7,50.288,0.12558,0.25642,26.642,0,1.2191
4.8,50.855,0.12914,0.25648,26.648,0,1.2295
4.9,51.422,0.13278,0.25655,26.655,0,1.2397
5,51.989,0.13652,0.25662,26.662,0,1.2496
5.1,52.556,0.14034,0.25669,26.669,0,1.2592
5.2,53.123,0.14426,0.25676,26.676,0,1.2686
5.3,53.691,0.14827,0.25683,26.683,0,1.2777
5.4,54.259,0.15238,0.25691,26.691,0,1.2865
5.5,54.827,0.15659,0.25698,26.698,0,1.295
5.6,55.395,0.16089,0.25705,26.705,0,1.3031
5.7,55.963,0.1653,0.25712,26.712,0,1.3109
5.8,56.531,0.16982,0.2572,26.72,0,1.3184
5.9,57.1,0.17444,0.25727,26.727,0,1.3255
6,57.668,0.17916,0.25735,26.735,0,1.3322
6.1,58.237,0.184,0.25742,26.742,0,1.3385
6.2,58.806,0.18895,0.2575,26.75,0,1.3443
6.3,59.375,0.19401,0.25758,26.758,0,1.3498
6.4,59.945,0.19919,0.25765,26.765,0,1.3548
6.5,60.514,0.20449,0.25773,26.773,0,1.3593
6.6,61.084,0.20991,0.25781,26.781,0,1.3633
6.7,61.653,0.21545,0.25789,26.789,0,1.3668
6.8,62.223,0.22112,0.25797,26.797,0,1.3698
6.9,62.793,0.22691,0.25805,26.805,0,1.3723
7,63.363,0.23284,0.25813,26.813,0,1.3742
7.1,63.933,0.23889,0.25821,26.821,0,1.3755
7.2,64.503,0.24508,0.25829,26.829,0,1.3762
7.3,65.074,0.25141,0.25838,26.838,0,1.3763
7.4,65.644,0.25788,0.25846,26.846,0,1.3757
7.5,66.214,0.26448,0.25854,26.854,0,1.3745
7.6,66.785,0.27123,0.25863,26.863,0,1.3726
7.7,67.355,0.27813,0.25871,26.871,0,1.37
7.8,67.926,0.28518,0.2588,26.88,0,1.3666
7.9,68.496,0.29237,0.25888,26.888,0,1.3625
8,69.067,0.29972,0.25897,26.897,0,1.3577
8.1,69.638,0.30723,0.25905,26.905,0,1.352
8.2,70.209,0.31489,0.25914,26.914,0,1.3456
8.3,70.779,0.32272,0.25923,26.923,0,1.3383
8.4,71.35,0.33071,0.25932,26.932,0,1.3301
8.5,71.921,0.33887,0.25941,26.941,0,1.3211
8.6,72.492,0.3472,0.25949,26.949,0,1.3111
8.7,73.063,0.3557,0.25958,26.958,0,1.3002
8.8,73.633,0.36437,0.25967,26.967,0,1.2883
8.9,74.204,0.37322,0.25976,26.976,0,1.2755
9,74.775,0.38225,0.25985,26.985,0,1.2616
9.1,75.346,0.39147,0.25995,26.995,0,1.2467
9.2,75.916,0.40087,0.26004,27.004,0,1.2308
9.3,76.487,0.41046,0.26013,27.013,0,1.2137
9.4,77.058,0.42024,0.26022,27.022,0,1.1955
9.5,77.628,0.43022,0.26031,27.031,0,1.1762
9.6,78.199,0.4404,0.26041,27.041,0,1.1557
9.7,78.77,0.45077,0.2605,27.05,0,1.134
9.8,79.34,0.46135,0.2606,27.06,0,1.1111
9.9,79.911,0.47214,0.26069,27.069,0,1.0869
10,80.481,0.48314,0.26079,27.079,0,1.0614
10.1,81.052,0.49435,0.26088,27.088,0,1.0347
10.2,81.622,0.50578,0.26098,27.098,0,1.0065
10.3,82.192,0.51742,0.26108,27.108,0,0.977
10.4,82.762,0.52929,0.26117,27.117,0,0.94607
10.5,83.332,0.54138,0.26127,27.127,0,0.9137
10.6,83.902,0.5537,0.26137,27.137,0,0.87986
10.7,84.472,0.56625,0.26147,27.147,0,0.84452
10.8,85.041,0.57904,0.26156,27.156,0,0.80764
10.9,85.611,0.59206,0.26166,27.166,0,0.76918
11,86.18,0.60533,0.26176,27.176,0,0.72912
