"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0
0.01,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.011,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.012,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.013,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.014,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.015,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.016,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.017,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.018,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.019,5e-05,9.9999e-05,1.6667e-07,5e-05,0.01005,4.9833e-05,4.9666e-05
0.02,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.021,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.022,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.023,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.024,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.025,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.026,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.027,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.028,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.029,0.00019999,0.00039999,1.3333e-06,0.00019999,0.0202,0.00019867,0.00019734
0.03,0.00044997,0.00089993,4.4998e-06,0.00044997,0.03045,0.0004455,0.00044103
0.031,0.00044997,0.00089993,4.4998e-06,0.00044997,0.03045,0.0004455,0.00044103
0.032,0.00044997,0.00089993,4.4998e-06,0.00044997,0.03045,0.0004455,0.00044103
0.033,0.00044997,0.00089993,4.4998e-06,0.00044997,0.03045,0.0004455,0.00044103
0.034,0.00044997,0.00089993,4.4998e-06,0.00044997,0.03045,0.0004455,0.00044103
0.035,0.00044997,0.00089993,4.4998e-06,0.00044997,0.03045,0.0004455,0.00044103
0.036,0.00044997,0.00089993,4.4998e-06,0.00044997,0.03045,0.0004455,0.00044103
