"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8[1]","Out8[2]","Out9","Out10","Out11"
1.40E+00,1.00E+00,9.85E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.32E-01,9.85E-01,1.00E+00,0.00E+00,1.97E-01,6.00E+00
1.50E+00,1.00E+00,9.97E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.97E-01,9.97E-01,1.00E+00,0.00E+00,1.99E-01,6.00E+00
1.60E+00,1.00E+00,1.00E+00,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.97E-01,1.00E+00,1.00E+00,0.00E+00,2.00E-01,6.00E+00
1.70E+00,1.00E+00,9.92E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.97E-01,9.92E-01,1.00E+00,0.00E+00,1.98E-01,6.00E+00
1.80E+00,1.00E+00,9.74E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.74E-01,9.74E-01,1.00E+00,0.00E+00,1.95E-01,6.00E+00
1.90E+00,1.00E+00,9.46E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.74E-01,9.46E-01,1.00E+00,0.00E+00,1.89E-01,6.00E+00
2.00E+00,1.00E+00,9.09E-01,1.00E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.74E-01,9.09E-01,1.00E+00,0.00E+00,1.82E-01,6.00E+00
2.10E+00,1.00E+00,8.63E-01,1.00E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.63E-01,8.63E-01,1.00E+00,0.00E+00,1.73E-01,6.00E+00
2.20E+00,1.00E+00,8.08E-01,9.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.63E-01,8.08E-01,1.00E+00,0.00E+00,1.62E-01,6.00E+00
2.30E+00,1.00E+00,7.46E-01,8.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.63E-01,7.46E-01,1.00E+00,0.00E+00,1.49E-01,6.00E+00
2.40E+00,1.00E+00,6.75E-01,8.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.75E-01,6.75E-01,1.00E+00,0.00E+00,1.35E-01,6.00E+00
2.50E+00,1.00E+00,5.98E-01,7.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.75E-01,5.98E-01,1.00E+00,0.00E+00,1.20E-01,6.00E+00
2.60E+00,1.00E+00,5.16E-01,6.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.75E-01,5.16E-01,1.00E+00,0.00E+00,1.03E-01,6.00E+00
2.70E+00,1.00E+00,4.27E-01,5.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.27E-01,4.27E-01,1.00E+00,0.00E+00,8.55E-02,6.00E+00
2.80E+00,1.00E+00,3.35E-01,4.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.27E-01,3.35E-01,1.00E+00,0.00E+00,6.70E-02,6.00E+00
2.90E+00,1.00E+00,2.39E-01,2.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.27E-01,2.39E-01,1.00E+00,0.00E+00,4.78E-02,6.00E+00
3.00E+00,1.00E+00,1.41E-01,1.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.41E-01,1.41E-01,1.00E+00,0.00E+00,2.82E-02,6.00E+00
3.10E+00,1.00E+00,4.16E-02,0.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.41E-01,4.16E-02,1.00E+00,0.00E+00,8.32E-03,6.00E+00
3.20E+00,1.00E+00,-5.84E-02,-1.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.41E-01,-5.84E-02,1.00E+00,0.00E+00,-1.17E-02,6.00E+00
3.30E+00,1.00E+00,-1.58E-01,-2.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-1.58E-01,-1.58E-01,1.00E+00,0.00E+00,-3.15E-02,6.00E+00
3.40E+00,1.00E+00,-2.56E-01,-4.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-1.58E-01,-2.56E-01,1.00E+00,0.00E+00,-5.11E-02,6.00E+00
3.50E+00,1.00E+00,-3.51E-01,-5.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-1.58E-01,-3.51E-01,1.00E+00,0.00E+00,-7.02E-02,6.00E+00
3.60E+00,1.00E+00,-4.43E-01,-6.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-4.43E-01,-4.43E-01,1.00E+00,0.00E+00,-8.85E-02,6.00E+00
3.70E+00,1.00E+00,-5.30E-01,-7.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-4.43E-01,-5.30E-01,1.00E+00,0.00E+00,-1.06E-01,6.00E+00
3.80E+00,1.00E+00,-6.12E-01,-8.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-4.43E-01,-6.12E-01,1.00E+00,0.00E+00,-1.22E-01,6.00E+00
3.90E+00,1.00E+00,-6.88E-01,-9.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-6.88E-01,-6.88E-01,1.00E+00,0.00E+00,-1.38E-01,6.00E+00
4.00E+00,1.00E+00,-7.57E-01,-1.00E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-6.88E-01,-7.57E-01,1.00E+00,0.00E+00,-1.51E-01,6.00E+00
4.10E+00,1.00E+00,-8.18E-01,-1.00E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-6.88E-01,-8.18E-01,1.00E+00,0.00E+00,-1.64E-01,6.00E+00
4.20E+00,1.00E+00,-8.72E-01,-1.10E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-8.72E-01,-8.72E-01,1.00E+00,0.00E+00,-1.74E-01,6.00E+00
4.30E+00,1.00E+00,-9.16E-01,-1.10E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-8.72E-01,-9.16E-01,1.00E+00,0.00E+00,-1.83E-01,6.00E+00
4.40E+00,1.00E+00,-9.52E-01,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-8.72E-01,-9.52E-01,1.00E+00,0.00E+00,-1.90E-01,6.00E+00
4.50E+00,1.00E+00,-9.78E-01,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.78E-01,-9.78E-01,1.00E+00,0.00E+00,-1.96E-01,6.00E+00
4.60E+00,1.00E+00,-9.94E-01,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.78E-01,-9.94E-01,1.00E+00,0.00E+00,-1.99E-01,6.00E+00
4.70E+00,1.00E+00,-1.00E+00,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.78E-01,-1.00E+00,1.00E+00,0.00E+00,-2.00E-01,6.00E+00
4.80E+00,1.00E+00,-9.96E-01,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.96E-01,-9.96E-01,1.00E+00,0.00E+00,-1.99E-01,6.00E+00
4.90E+00,1.00E+00,-9.82E-01,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.96E-01,-9.82E-01,1.00E+00,0.00E+00,-1.96E-01,6.00E+00
5.00E+00,1.00E+00,-9.59E-01,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.96E-01,-9.59E-01,1.00E+00,0.00E+00,-1.92E-01,6.00E+00
5.10E+00,1.00E+00,-9.26E-01,-1.20E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.26E-01,-9.26E-01,1.00E+00,0.00E+00,-1.85E-01,6.00E+00
5.20E+00,1.00E+00,-8.83E-01,-1.10E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.26E-01,-8.83E-01,1.00E+00,0.00E+00,-1.77E-01,6.00E+00
5.30E+00,1.00E+00,-8.32E-01,-1.00E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-9.26E-01,-8.32E-01,1.00E+00,0.00E+00,-1.66E-01,6.00E+00
5.40E+00,1.00E+00,-7.73E-01,-1.00E+01,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-7.73E-01,-7.73E-01,1.00E+00,0.00E+00,-1.55E-01,6.00E+00
5.50E+00,1.00E+00,-7.06E-01,-9.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-7.73E-01,-7.06E-01,1.00E+00,0.00E+00,-1.41E-01,6.00E+00
5.60E+00,1.00E+00,-6.31E-01,-8.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-7.73E-01,-6.31E-01,1.00E+00,0.00E+00,-1.26E-01,6.00E+00
5.70E+00,1.00E+00,-5.51E-01,-7.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-5.51E-01,-5.51E-01,1.00E+00,0.00E+00,-1.10E-01,6.00E+00
5.80E+00,1.00E+00,-4.65E-01,-6.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-5.51E-01,-4.65E-01,1.00E+00,0.00E+00,-9.29E-02,6.00E+00
5.90E+00,1.00E+00,-3.74E-01,-5.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-5.51E-01,-3.74E-01,1.00E+00,0.00E+00,-7.48E-02,6.00E+00
6.00E+00,1.00E+00,-2.79E-01,-4.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-2.79E-01,-2.79E-01,1.00E+00,0.00E+00,-5.59E-02,6.00E+00
6.10E+00,1.00E+00,-1.82E-01,-3.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-2.79E-01,-1.82E-01,1.00E+00,0.00E+00,-3.64E-02,6.00E+00
6.20E+00,1.00E+00,-8.31E-02,-1.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-2.79E-01,-8.31E-02,1.00E+00,0.00E+00,-1.66E-02,6.00E+00
6.30E+00,1.00E+00,1.68E-02,0.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.68E-02,1.68E-02,1.00E+00,0.00E+00,3.36E-03,6.00E+00
6.40E+00,1.00E+00,1.17E-01,1.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.68E-02,1.17E-01,1.00E+00,0.00E+00,2.33E-02,6.00E+00
6.50E+00,1.00E+00,2.15E-01,2.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.68E-02,2.15E-01,1.00E+00,0.00E+00,4.30E-02,6.00E+00
6.60E+00,1.00E+00,3.12E-01,3.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.12E-01,3.12E-01,1.00E+00,0.00E+00,6.23E-02,6.00E+00
6.70E+00,1.00E+00,4.05E-01,4.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.12E-01,4.05E-01,1.00E+00,0.00E+00,8.10E-02,6.00E+00
6.80E+00,1.00E+00,4.94E-01,5.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.12E-01,4.94E-01,1.00E+00,0.00E+00,9.88E-02,6.00E+00
6.90E+00,1.00E+00,5.78E-01,6.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.78E-01,5.78E-01,1.00E+00,0.00E+00,1.16E-01,6.00E+00
7.00E+00,1.00E+00,6.57E-01,7.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.78E-01,6.57E-01,1.00E+00,0.00E+00,1.31E-01,6.00E+00
7.10E+00,1.00E+00,7.29E-01,8.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.78E-01,7.29E-01,1.00E+00,0.00E+00,1.46E-01,6.00E+00
7.20E+00,1.00E+00,7.94E-01,9.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.94E-01,7.94E-01,1.00E+00,0.00E+00,1.59E-01,6.00E+00
7.30E+00,1.00E+00,8.50E-01,1.00E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.94E-01,8.50E-01,1.00E+00,0.00E+00,1.70E-01,6.00E+00
7.40E+00,1.00E+00,8.99E-01,1.00E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.94E-01,8.99E-01,1.00E+00,0.00E+00,1.80E-01,6.00E+00
7.50E+00,1.00E+00,9.38E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.38E-01,9.38E-01,1.00E+00,0.00E+00,1.88E-01,6.00E+00
7.60E+00,1.00E+00,9.68E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.38E-01,9.68E-01,1.00E+00,0.00E+00,1.94E-01,6.00E+00
7.70E+00,1.00E+00,9.88E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.38E-01,9.88E-01,1.00E+00,0.00E+00,1.98E-01,6.00E+00
7.80E+00,1.00E+00,9.99E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.99E-01,9.99E-01,1.00E+00,0.00E+00,2.00E-01,6.00E+00
7.90E+00,1.00E+00,9.99E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.99E-01,9.99E-01,1.00E+00,0.00E+00,2.00E-01,6.00E+00
8.00E+00,1.00E+00,9.89E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.99E-01,9.89E-01,1.00E+00,0.00E+00,1.98E-01,6.00E+00
8.10E+00,1.00E+00,9.70E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.70E-01,9.70E-01,1.00E+00,0.00E+00,1.94E-01,6.00E+00
8.20E+00,1.00E+00,9.41E-01,1.10E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.70E-01,9.41E-01,1.00E+00,0.00E+00,1.88E-01,6.00E+00
8.30E+00,1.00E+00,9.02E-01,1.00E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,9.70E-01,9.02E-01,1.00E+00,0.00E+00,1.80E-01,6.00E+00
8.40E+00,1.00E+00,8.55E-01,1.00E+01,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.55E-01,8.55E-01,1.00E+00,0.00E+00,1.71E-01,6.00E+00
8.50E+00,1.00E+00,7.98E-01,9.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.55E-01,7.98E-01,1.00E+00,0.00E+00,1.60E-01,6.00E+00
8.60E+00,1.00E+00,7.34E-01,8.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.55E-01,7.34E-01,1.00E+00,0.00E+00,1.47E-01,6.00E+00
8.70E+00,1.00E+00,6.63E-01,7.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.63E-01,6.63E-01,1.00E+00,0.00E+00,1.33E-01,6.00E+00
8.80E+00,1.00E+00,5.85E-01,7.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.63E-01,5.85E-01,1.00E+00,0.00E+00,1.17E-01,6.00E+00
8.90E+00,1.00E+00,5.01E-01,6.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.63E-01,5.01E-01,1.00E+00,0.00E+00,1.00E-01,6.00E+00
9.00E+00,1.00E+00,4.12E-01,4.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.12E-01,4.12E-01,1.00E+00,0.00E+00,8.24E-02,6.00E+00
9.10E+00,1.00E+00,3.19E-01,3.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.12E-01,3.19E-01,1.00E+00,0.00E+00,6.38E-02,6.00E+00
9.20E+00,1.00E+00,2.23E-01,2.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.12E-01,2.23E-01,1.00E+00,0.00E+00,4.46E-02,6.00E+00
9.30E+00,1.00E+00,1.24E-01,1.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.24E-01,1.24E-01,1.00E+00,0.00E+00,2.49E-02,6.00E+00
9.40E+00,1.00E+00,2.48E-02,0.00E+00,0.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.24E-01,2.48E-02,1.00E+00,0.00E+00,4.96E-03,6.00E+00
9.50E+00,1.00E+00,-7.52E-02,-1.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.24E-01,-7.52E-02,1.00E+00,0.00E+00,-1.50E-02,6.00E+00
9.60E+00,1.00E+00,-1.74E-01,-3.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-1.74E-01,-1.74E-01,1.00E+00,0.00E+00,-3.49E-02,6.00E+00
9.70E+00,1.00E+00,-2.72E-01,-4.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-1.74E-01,-2.72E-01,1.00E+00,0.00E+00,-5.44E-02,6.00E+00
9.80E+00,1.00E+00,-3.66E-01,-5.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-1.74E-01,-3.66E-01,1.00E+00,0.00E+00,-7.33E-02,6.00E+00
9.90E+00,1.00E+00,-4.58E-01,-6.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-4.58E-01,-4.58E-01,1.00E+00,0.00E+00,-9.15E-02,6.00E+00
1.00E+01,1.00E+00,-5.44E-01,-7.00E+00,-1.00E+00,1.20E+01,1.20E+01,1.00E+00,1.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,-4.58E-01,-5.44E-01,1.00E+00,0.00E+00,-1.09E-01,6.00E+00
