    "time","tankLevel","tankLevel2","tankLevel3"
         0,         0,         0,         0
       0.5,         0,         0,         0
         1,0.62500006,         0,         0
       1.5, 2.0138886,         0,         0
         2,  3.402777,         0,         0
       2.5, 4.7916656,         0,         0
         3, 6.1805539,         0,         0
       3.5, 7.5694423,         0,         0
         4,  8.958334,         0,         0
       4.5, 10.347227,         0,         0
         5,  11.73612,         0,         0
       5.5, 13.125013,         0,         0
         6, 14.513906,         0,         0
       6.5,   15.9028,         0,         0
         7, 17.291693,         0,         0
       7.5, 18.680586,         0,         0
         8, 20.069479,         0,         0
       8.5, 21.458372,         0,         0
         9, 22.847265,         0,         0
       9.5, 24.236158,         0,         0
        10, 25.625051,         0,         0
      10.5, 27.013945,         0,         0
        11, 28.402838,         0,         0
      11.5, 29.791731,         0,         0
        12, 31.180624,         0,         0
      12.5, 32.569515,         0,         0
        13, 33.958408,         0,         0
      13.5, 35.347301,         0,         0
        14, 36.736195,         0,         0
      14.5, 38.125088,         0,         0
        15, 39.513981,         0,         0
      15.5, 40.902874,         0,         0
        16, 42.291767,         0,         0
      16.5,  43.68066,         0,         0
        17, 45.069553,         0,         0
      17.5, 46.458447,         0,         0
        18,  47.84734,         0,         0
      18.5, 49.236233,         0,         0
        19, 50.625126,         0,         0
      19.5, 52.014019,         0,         0
        20, 53.402912,         0,         0
      20.5, 54.791805,         0,         0
        21, 56.180698,         0,         0
      21.5, 57.569592,         0,         0
        22, 58.958485,         0,         0
      22.5, 60.347378,         0,         0
        23, 61.736271,         0,         0
      23.5, 63.125164,         0,         0
        24, 64.514046,         0,         0
      24.5, 65.902901,         0,         0
        25, 67.291756,         0,         0
      25.5, 68.680611,         0,         0
        26, 70.069466,         0,         0
      26.5, 71.458321,         0,         0
        27, 72.847176,         0,         0
      27.5, 74.236031,         0,         0
        28, 75.624886,         0,         0
      28.5, 77.013741,         0,         0
        29, 78.402596,         0,         0
      29.5, 79.791451,         0,         0
        30, 81.180305,         0,         0
      30.5,  82.56916,         0,         0
        31, 83.958015,         0,         0
      31.5,  85.34687,         0,         0
        32, 86.735725,         0,         0
      32.5,  88.12458,         0,         0
        33, 89.513435,         0,         0
      33.5,  90.90229,         0,         0
        34, 92.291145,         0,         0
      34.5,     93.68,         0,         0
        35, 95.068855,         0,         0
      35.5,  96.45771,         0,         0
        36, 97.846565,         0,         0
      36.5,  99.23542,         0,         0
        37,       100,         0,         0
      37.5, 99.541664,         0,0.52777779
        38, 98.194466,         0, 1.8749998
      38.5, 96.805611,         0, 3.2638881
        39, 95.416756,         0, 4.6527767
      39.5, 94.027901,         0, 6.0416651
        40, 92.639046,         0, 7.4305534
      40.5, 91.250191,         0, 8.8194447
        41, 89.861336,         0, 10.208338
      41.5, 88.472481,         0, 11.597231
        42, 87.083626,         0, 12.986124
      42.5, 85.694771,         0, 14.375017
        43, 84.305916,         0,  15.76391
      43.5, 82.917061,         0, 17.152803
        44, 81.528206,         0, 18.541697
      44.5, 80.139351,         0,  19.93059
        45, 78.750496,         0, 21.319483
      45.5, 77.361641,         0, 22.708376
        46, 75.972786,         0, 24.097269
      46.5, 74.583931,         0, 25.486162
        47, 73.195076,         0, 26.875055
      47.5, 71.806221,         0, 28.263948
        48, 70.417366,         0, 29.652842
      48.5, 69.028511,         0, 31.041735
        49, 67.639656,         0, 32.430626
      49.5, 66.250801,         0, 33.819519
        50, 64.861946,         0, 35.208412
      50.5, 63.473076,         0, 36.597305
        51, 62.084183,         0, 37.986198
      51.5,  60.69529,         0, 39.375092
        52, 59.306396,         0, 40.763985
      52.5, 57.917503,         0, 42.152878
        53,  56.52861,         0, 43.541771
      53.5, 55.139717,         0, 44.930664
        54, 53.750824,         0, 46.319557
      54.5, 52.361931,         0,  47.70845
        55, 50.973038,         0, 49.097343
      55.5, 49.584145,         0, 50.486237
        56, 48.195251,         0,  51.87513
      56.5, 46.806358,         0, 53.264023
        57, 45.417465,         0, 54.652916
      57.5, 44.028572,         0, 56.041809
        58, 42.639679,         0, 57.430702
      58.5, 41.250786,         0, 58.819595
        59, 39.861893,         0, 60.208488
      59.5,    38.473,         0, 61.597382
        60, 37.084106,         0, 62.986275
      60.5, 35.695213,         0,  64.37516
        61,  34.30632,         0, 65.764015
      61.5, 32.917427,         0,  67.15287
        62, 31.528534,         0, 68.541725
      62.5, 30.139641,         0,  69.93058
        63, 28.750748,         0, 71.319435
      63.5, 27.361855,         0,  72.70829
        64, 25.972961,         0, 74.097145
      64.5, 24.584068,         0,    75.486
        65, 23.195175,         0, 76.874855
      65.5, 21.806282,         0,  78.26371
        66, 20.417389,         0, 79.652565
      66.5, 19.028496,         0,  81.04142
        67, 17.639603,         0, 82.430275
      67.5,  16.25071,         0,  83.81913
        68, 14.861816,         0, 85.207985
      68.5, 13.472923,         0,  86.59684
        69,  12.08403,         0, 87.985695
      69.5, 10.695137,         0,  89.37455
        70, 9.3062439,         0, 90.763405
      70.5, 7.9173512,         0,  92.15226
        71, 6.5284629,         0, 93.541115
      71.5, 5.1395745,         0,  94.92997
        72, 3.7506862,         0, 96.318825
      72.5, 2.3617978,         0,  97.70768
        73, 1.3479092,         0, 98.929893
      73.5, 2.4312425,         0, 99.096565
        74, 3.8201308,         0, 99.096565
      74.5, 5.2090192,         0, 99.096565
        75, 6.5979075,         0, 99.096565
      75.5, 7.9867959,         0, 99.096565
        76, 9.3756886,         0, 99.096565
      76.5, 10.764582,         0, 99.096565
        77, 12.153475,         0, 99.096565
      77.5, 13.542368,         0, 99.096565
        78, 14.931261,         0, 99.096565
      78.5, 16.320154,         0, 99.096565
        79, 17.709047,         0, 99.096565
      79.5,  19.09794,         0, 99.096565
        80, 20.486834,         0, 99.096565
      80.5, 21.875727,         0, 99.096565
        81,  23.26462,         0, 99.096565
      81.5, 24.653513,         0, 99.096565
        82, 26.042406,         0, 99.096565
      82.5, 27.431299,         0, 99.096565
        83, 28.820192,         0, 99.096565
      83.5, 30.209085,         0, 99.096565
        84, 31.597979,         0, 99.096565
      84.5,  32.98687,         0, 99.096565
        85, 34.375763,         0, 99.096565
      85.5, 35.764656,         0, 99.096565
        86, 37.153549,         0, 99.096565
      86.5, 38.542442,         0, 99.096565
        87, 39.931335,         0, 99.096565
      87.5, 41.320229,         0, 99.096565
        88, 42.709122,         0, 99.096565
      88.5, 44.098015,         0, 99.096565
        89, 45.486908,         0, 99.096565
      89.5, 46.875801,         0, 99.096565
        90, 48.264694,         0, 99.096565
      90.5, 49.653587,         0, 99.096565
        91,  51.04248,         0, 99.096565
      91.5, 52.431374,         0, 99.096565
        92, 53.820267,         0, 99.096565
      92.5,  55.20916,         0, 99.096565
        93, 56.598053,         0, 99.096565
      93.5, 57.986946,         0, 99.096565
        94, 59.375839,         0, 99.096565
      94.5, 60.764732,         0, 99.096565
        95, 62.153625,         0, 99.096565
      95.5, 63.542519,         0, 99.096565
        96, 64.931389,         0, 99.096565
      96.5, 66.320244,         0, 99.096565
        97, 67.709099,         0, 99.096565
      97.5, 69.097954,         0, 99.096565
        98, 70.486809,         0, 99.096565
      98.5, 71.875664,         0, 99.096565
        99, 73.264519,         0, 99.096565
      99.5, 74.653374,         0, 99.096565
       100, 76.042229,         0, 99.096565
     100.5, 77.431084,         0, 99.096565
       101, 78.819939,         0, 99.096565
     101.5, 80.208794,         0, 99.096565
       102, 81.597649,         0, 99.096565
     102.5, 82.986504,         0, 99.096565
       103, 84.375359,         0, 99.096565
     103.5, 85.764214,         0, 99.096565
       104, 87.153069,         0, 99.096565
     104.5, 88.541924,         0, 99.096565
       105, 89.930779,         0, 99.096565
     105.5, 91.319633,         0, 99.096565
       106, 92.708488,         0, 99.096565
     106.5, 94.097343,         0, 99.096565
       107, 95.486198,         0, 99.096565
     107.5, 96.875053,         0, 99.096565
       108, 98.263908,         0, 99.096565
     108.5, 99.652763,         0, 99.096565
       109,       100,         0, 99.096565
     109.5, 99.166664,         0, 99.999352
       110, 97.777809,         0, 101.38821
     110.5, 96.388954,         0, 102.77706
       111, 95.000099,         0, 104.16592
     111.5, 93.611244,         0, 105.55477
       112, 92.222389,         0, 106.94363
     112.5, 90.833534,         0, 108.33248
       113, 89.444679,         0, 109.72134
     113.5, 88.055824,         0, 111.11019
       114, 86.666969,         0, 112.49905
     114.5, 85.278114,         0,  113.8879
       115, 83.889259,         0, 115.27676
     115.5, 82.500404,         0, 116.66561
       116, 81.111549,         0, 118.05447
     116.5, 79.722694,         0, 119.44332
       117, 78.333839,         0, 120.83218
     117.5, 76.944984,         0, 122.22103
       118, 75.556129,         0, 123.60989
     118.5, 74.167274,         0, 124.99874
       119, 72.778419,         0,  126.3876
     119.5, 71.389565,         0, 127.77645
       120,  70.00071,         0, 129.16531
     120.5, 68.611855,         0, 130.55417
       121,    67.223,         0, 131.94302
     121.5, 65.834145,         0, 133.33188
       122,  64.44529,         0, 134.72073
     122.5, 63.056408,         0, 136.10959
       123, 61.667515,         0, 137.49844
     123.5, 60.278622,         0,  138.8873
       124, 58.889729,         0, 140.27615
