time,p1@general_hydraulic_chamber,p1@hydraulic_4,q@volumesensor
0.0,200.0,200.0,0
1e-06,200.002425082,200.0,0
5e-06,200.011068859,200.0,0
9e-06,200.018235569,200.0,0
1.3e-05,200.024172887,200.0,0
1.7e-05,200.029089761,200.0,0
2.1e-05,200.033160286,200.0,0
2.5e-05,200.036530574,200.0,0
2.9e-05,200.0393215,200.0,0
3.3e-05,200.04163297,200.0,0
3.7e-05,200.043547776,200.000000009,0
4.1e-05,200.045134339,199.999999448,0
4.5e-05,200.046449208,199.99999993,0
4.9e-05,200.04753907,200.000062102,0
5.3e-05,200.048442514,200.000361294,0
5.7e-05,200.049191503,200.001096801,0
6.1e-05,200.049812476,200.002503053,0
6.5e-05,200.050327322,200.00484202,0
6.9e-05,200.050754171,200.008814083,0
7.3e-05,200.051108046,200.014508916,0
7.7e-05,200.051401434,200.021764442,0
8.1e-05,200.051644694,200.030367835,0
8.5e-05,200.051846392,200.039976579,0
8.9e-05,200.05201364,200.050002243,0
9.3e-05,200.05215233,200.059555251,0
9.7e-05,200.052267358,200.068227561,0
0.000101,200.05236277,200.075762466,0
0.000105,200.052441939,200.082008459,0
0.000109,200.052507685,200.086718268,0
0.000113,200.052562379,200.090238794,0
0.000117,200.052608077,200.092926952,0
0.000121,200.05264663,200.09496831,0
0.000125,200.052679779,200.096534438,0
0.000129,200.052709246,200.097740337,0
0.000133,200.052736688,200.098739553,0
0.000137,200.052763832,200.099609899,0
0.000141,200.052792432,200.100375684,0
0.000145,200.052824153,200.101051536,0
0.000149,200.052860362,200.101631788,0
0.000153,200.05290192,200.102122609,0
0.000157,200.052949285,200.102543412,0
0.000161,200.053002315,200.102900339,0
0.000165,200.053060222,200.103199235,0
0.000169,200.053121677,200.103438261,0
0.000173,200.053185091,200.103611491,0
0.000177,200.053248708,200.103719405,0
0.000181,200.053310803,200.103728985,0
0.000185,200.053369885,200.103592258,0
0.000189,200.053424832,200.103205825,0
0.000193,200.053474985,200.102463524,0
0.000197,200.053519983,200.101312091,0
0.000201,200.053559783,200.099645342,0
0.000205,200.053594616,200.097354655,0
0.000209,200.053624896,200.094251749,0
0.000213,200.05365113,200.09009494,0
0.000217,200.053673829,200.08506825,0
0.000221,200.05369348,200.079227064,0
0.000225,200.053710509,200.072666639,0
0.000229,200.053725274,200.065505836,0
0.000233,200.053738075,200.0580115,0
0.000237,200.053749154,200.050563859,0
0.000241,200.053758691,200.043378188,0
0.000245,200.053766814,200.036648942,0
0.000249,200.053773587,200.030582838,0
