"time","RAT"
0.00000,16.00000
0.00050,16.00000
0.00100,16.00000
0.00150,16.00000
0.00200,16.00000
0.00250,16.00000
0.00300,16.00000
0.00350,16.00000
0.00400,16.00000
0.00450,16.00000
0.00500,16.00000
0.00550,16.00000
0.00600,16.00000
0.00650,16.00000
0.00700,16.00000
0.00750,16.00000
0.00800,16.00000
0.00850,16.00000
0.00900,16.00000
0.00950,16.00000
0.01000,16.00000
0.01050,16.00000
0.01100,16.00000
0.01150,16.00000
0.01200,16.00000
0.01250,16.00000
0.01300,16.00000
0.01350,16.00000
0.01400,16.00000
0.01450,16.00000
0.01500,16.00000
0.01550,16.00000
0.01600,16.00000
0.01650,16.00000
0.01700,16.00000
0.01750,16.00000
0.01800,16.00000
0.01850,16.00000
0.01900,16.00000
0.01950,16.00000
0.02000,16.00000
0.02050,16.00000
0.02100,16.00000
0.02150,16.00000
0.02200,16.00000
0.02250,16.00000
0.02300,16.00000
0.02350,16.00000
0.02400,16.00000
0.02450,16.00000
0.02500,16.00000
0.02550,16.00000
0.02600,16.00000
0.02650,16.00000
0.02700,16.00000
0.02750,16.00000
0.02800,16.00000
0.02850,16.00000
0.02900,16.00000
0.02950,16.00000
0.03000,16.00000
0.03050,16.00000
0.03100,16.00000
0.03150,16.00000
0.03200,16.00000
0.03250,16.00000
0.03300,16.00000
0.03350,16.00000
0.03400,16.00000
0.03450,16.00000
0.03500,16.00000
0.03550,16.00000
0.03600,16.00000
0.03650,16.00000
0.03700,16.00000
0.03750,16.00000
0.03800,16.00000
0.03850,16.00000
0.03900,16.00000
0.03950,16.00000
0.04000,16.00000
0.04050,16.00000
0.04100,16.00000
0.04150,16.00000
0.04200,16.00000
0.04250,16.00000
0.04300,16.00000
0.04350,16.00000
0.04400,16.00000
0.04450,16.00000
0.04500,16.00000
0.04550,16.00000
0.04600,16.00000
0.04650,16.00000
0.04700,16.00000
0.04750,16.00000
0.04800,16.00000
0.04850,16.00000
0.04900,16.00000
0.04950,16.00000
0.05000,16.00000
0.05050,16.00000
0.05100,16.00000
0.05150,16.00000
0.05200,16.00000
0.05250,16.00000
0.05300,16.00000
0.05350,16.00000
0.05400,16.00000
0.05450,16.00000
0.05500,16.00000
0.05550,16.00000
0.05600,16.00000
0.05650,16.00000
0.05700,16.00000
0.05750,16.00000
0.05800,16.00000
0.05850,16.00000
0.05900,16.00000
0.05950,16.00000
0.06000,16.00000
0.06050,16.00000
0.06100,16.00000
0.06150,16.00000
0.06200,16.00000
0.06250,16.00000
0.06300,16.00000
0.06350,16.00000
0.06400,16.00000
0.06450,16.00000
0.06500,16.00000
0.06550,16.00000
0.06600,16.00000
0.06650,16.00000
0.06700,16.00000
0.06750,16.00000
0.06800,16.00000
0.06850,16.00000
0.06900,16.00000
0.06950,16.00000
0.07000,16.00000
0.07050,16.00000
0.07100,16.00000
0.07150,16.00000
0.07200,16.00000
0.07250,16.00000
0.07300,16.00000
0.07350,16.00000
0.07400,16.00000
0.07450,16.00000
0.07500,16.00000
0.07550,16.00000
0.07600,16.00000
0.07650,16.00000
0.07700,16.00000
0.07750,16.00000
0.07800,16.00000
0.07850,16.00000
0.07900,16.00000
0.07950,16.00000
0.08000,16.00000
0.08050,16.00000
0.08100,16.00000
0.08150,16.00000
0.08200,16.00000
0.08250,16.00000
0.08300,16.00000
0.08350,16.00000
0.08400,16.00000
0.08450,16.00000
0.08500,16.00000
0.08550,16.00000
0.08600,16.00000
0.08650,16.00000
0.08700,16.00000
0.08750,16.00000
0.08800,16.00000
0.08850,16.00000
0.08900,16.00000
0.08950,16.00000
0.09000,16.00000
0.09050,16.00000
0.09100,16.00000
0.09150,16.00000
0.09200,16.00000
0.09250,16.00000
0.09300,16.00000
0.09350,16.00000
0.09400,16.00000
0.09450,16.00000
0.09500,16.00000
0.09550,16.00000
0.09600,16.00000
0.09650,16.00000
0.09700,16.00000
0.09750,16.00000
0.09800,16.00000
0.09850,16.00000
0.09900,16.00000
0.09950,16.00000
0.10000,16.00000
0.10050,16.00000
0.10100,16.00000
0.10150,16.00000
0.10200,16.00000
0.10250,16.00000
0.10300,16.00000
0.10350,16.00000
0.10400,16.00000
0.10450,16.00000
0.10500,16.00000
0.10550,16.00000
0.10600,16.00000
0.10650,16.00000
0.10700,16.00000
0.10750,16.00000
0.10800,16.00000
0.10850,16.00000
0.10900,16.00000
0.10950,16.00000
0.11000,16.00000
0.11050,16.00000
0.11100,16.00000
0.11150,16.00000
0.11200,16.00000
0.11250,16.00000
0.11300,16.00000
0.11350,16.00000
0.11400,16.00000
0.11450,16.00000
0.11500,16.00000
0.11550,16.00000
0.11600,16.00000
0.11650,16.00000
0.11700,16.00000
0.11750,16.00000
0.11800,16.00000
0.11850,16.00000
0.11900,16.00000
0.11950,16.00000
0.12000,16.00000
0.12050,16.00000
0.12100,16.00000
0.12150,16.00000
0.12200,16.00000
0.12250,16.00000
0.12300,16.00000
0.12350,16.00000
0.12400,16.00000
0.12450,16.00000
0.12500,16.00000
0.12550,16.00000
0.12600,16.00000
0.12650,16.00000
0.12700,16.00000
0.12750,16.00000
0.12800,16.00000
0.12850,16.00000
0.12900,16.00000
0.12950,16.00000
0.13000,16.00000
0.13050,16.00000
0.13100,16.00000
0.13150,16.00000
0.13200,16.00000
0.13250,16.00000
0.13300,16.00000
0.13350,16.00000
0.13400,16.00000
0.13450,16.00000
0.13500,16.00000
0.13550,16.00000
0.13600,16.00000
