time,x,der(x),k
0.0,1.0,-1.0,1
0.1,0.904382075009,-0.904382075009,1
0.1,0.904382075009,-0.904382075009,1
0.2,0.817906937597,-0.817906937597,1
0.2,0.817906937597,-0.817906937597,1
0.3,0.739700373388,-0.739700373388,1
0.3,0.739700373388,-0.739700373388,1
0.4,0.66897175857,-0.66897175857,1
0.4,0.66897175857,-0.66897175857,1
0.5,0.605006067138,-0.605006067138,1
0.5,0.605006067138,-0.605006067138,1
0.6,0.547156642391,-0.547156642391,1
0.6,0.547156642391,-0.547156642391,1
0.7,0.4948386596,-0.4948386596,1
0.7,0.4948386596,-0.4948386596,1
0.8,0.447523213764,-0.447523213764,1
0.8,0.447523213764,-0.447523213764,1
0.9,0.404731972678,-0.404731972678,1
0.9,0.404731972678,-0.404731972678,1
1.0,0.366032341273,-0.366032341273,1
1.0,0.366032341273,-0.366032341273,1
1.0,0.366032341273,-0.366032341273,1
1.0,0.366032341273,-0.366032341273,1
1.0,0.366032341273,-0.366032341273,1
