"time","'tempc@tpf_0st_0chamber'","'press@tpf_0st_0chamber'","'out2@division'","'tau@tpf_0st_0chamber'","'dm2@tpf_0pump'","'torque@expseu_0'"
4.7,50.2884,0.125578,0.256415,26.6415,0,1.21914
4.8,50.2884,0.125578,0.256415,26.6415,0,1.21914
4.8,50.8547,0.129135,0.256483,26.6483,0,1.22951
4.9,50.8547,0.129135,0.256483,26.6483,0,1.22951
4.9,51.4213,0.132779,0.256552,26.6552,0,1.23965
5,51.4213,0.132779,0.256552,26.6552,0,1.23965
5,51.988,0.136512,0.256622,26.6622,0,1.24955
5.1,51.988,0.136512,0.256622,26.6622,0,1.24955
5.1,52.5553,0.140337,0.256692,26.6691,0,1.2592
5.2,52.5553,0.140337,0.256692,26.6691,0,1.2592
5.2,53.1225,0.144254,0.256762,26.6762,0,1.26857
5.3,53.1225,0.144254,0.256762,26.6762,0,1.26857
5.3,53.6901,0.148267,0.256833,26.6833,0,1.27767
5.4,53.6901,0.148267,0.256833,26.6833,0,1.27767
5.4,54.2578,0.152375,0.256905,26.6905,0,1.28646
5.5,54.2578,0.152375,0.256905,26.6905,0,1.28646
5.5,54.8257,0.156582,0.256977,26.6977,0,1.29495
5.6,54.8257,0.156582,0.256977,26.6977,0,1.29495
5.6,55.394,0.16089,0.25705,26.705,0,1.30311
5.7,55.394,0.16089,0.25705,26.705,0,1.30311
5.7,55.9622,0.165299,0.257124,26.7124,0,1.31092
5.8,55.9622,0.165299,0.257124,26.7124,0,1.31092
5.8,56.5306,0.169812,0.257198,26.7198,0,1.31838
5.9,56.5306,0.169812,0.257198,26.7198,0,1.31838
5.9,57.0991,0.174431,0.257273,26.7273,0,1.32547
6,57.0991,0.174431,0.257273,26.7273,0,1.32547
6,57.6679,0.179158,0.257348,26.7348,0,1.33217
6.1,57.6679,0.179158,0.257348,26.7348,0,1.33217
6.1,58.2368,0.183996,0.257424,26.7424,0,1.33846
6.2,58.2368,0.183996,0.257424,26.7424,0,1.33846
6.2,58.8058,0.188945,0.2575,26.75,0,1.34434
6.3,58.8058,0.188945,0.2575,26.75,0,1.34434
6.3,59.3751,0.19401,0.257577,26.7577,0,1.34978
6.4,59.3751,0.19401,0.257577,26.7577,0,1.34978
6.4,59.9444,0.19919,0.257654,26.7654,0,1.35477
6.5,59.9444,0.19919,0.257654,26.7654,0,1.35477
6.5,60.5138,0.204489,0.257733,26.7733,0,1.35928
6.6,60.5138,0.204489,0.257733,26.7733,0,1.35928
6.6,61.0833,0.209907,0.257811,26.7811,0,1.36331
6.7,61.0833,0.209907,0.257811,26.7811,0,1.36331
6.7,61.653,0.215449,0.25789,26.789,0,1.36683
6.8,61.653,0.215449,0.25789,26.789,0,1.36683
6.8,62.2227,0.221116,0.25797,26.797,0,1.36982
6.9,62.2227,0.221116,0.25797,26.797,0,1.36982
6.9,62.7926,0.22691,0.25805,26.805,0,1.37227
7,62.7926,0.22691,0.25805,26.805,0,1.37227
7,63.3626,0.232834,0.258131,26.8131,0,1.37416
7.1,63.3626,0.232834,0.258131,26.8131,0,1.37416
7.1,63.9328,0.238891,0.258212,26.8212,0,1.37547
7.2,63.9328,0.238891,0.258212,26.8212,0,1.37547
7.2,64.5029,0.245081,0.258294,26.8294,0,1.37617
7.3,64.5029,0.245081,0.258294,26.8294,0,1.37617
7.3,65.0732,0.251407,0.258377,26.8377,0,1.37626
7.4,65.0732,0.251407,0.258377,26.8377,0,1.37626
7.4,65.6435,0.257873,0.258459,26.8459,0,1.3757
7.5,65.6435,0.257873,0.258459,26.8459,0,1.3757
7.5,66.2139,0.264479,0.258543,26.8543,0,1.37448
7.6,66.2139,0.264479,0.258543,26.8543,0,1.37448
7.6,66.7843,0.271229,0.258627,26.8627,0,1.37257
7.7,66.7843,0.271229,0.258627,26.8627,0,1.37257
7.7,67.3548,0.278126,0.258711,26.8711,0,1.36996
7.8,67.3548,0.278126,0.258711,26.8711,0,1.36996
7.8,67.9254,0.285171,0.258796,26.8796,0,1.36663
7.9,67.9254,0.285171,0.258796,26.8796,0,1.36663
7.9,68.496,0.292367,0.258882,26.8882,0,1.36255
8,68.496,0.292367,0.258882,26.8882,0,1.36255
8,69.0666,0.299717,0.258968,26.8968,0,1.35769
8.1,69.0666,0.299717,0.258968,26.8968,0,1.35769
8.1,69.6375,0.307225,0.259054,26.9054,0,1.35205
8.2,69.6375,0.307225,0.259054,26.9054,0,1.35205
8.2,70.2082,0.31489,0.259141,26.9141,0,1.34559
8.3,70.2082,0.31489,0.259141,26.9141,0,1.34559
8.3,70.7791,0.322718,0.259228,26.9228,0,1.33829
8.4,70.7791,0.322718,0.259228,26.9228,0,1.33829
8.4,71.3498,0.330709,0.259316,26.9316,0,1.33012
8.5,71.3498,0.330709,0.259316,26.9316,0,1.33012
8.5,71.9207,0.338867,0.259405,26.9405,0,1.32107
8.6,71.9207,0.338867,0.259405,26.9405,0,1.32107
8.6,72.4917,0.347197,0.259494,26.9494,0,1.31111
8.7,72.4917,0.347197,0.259494,26.9494,0,1.31111
8.7,73.0625,0.355696,0.259583,26.9583,0,1.30021
8.8,73.0625,0.355696,0.259583,26.9583,0,1.30021
8.8,73.6333,0.36437,0.259673,26.9673,0,1.28835
8.9,73.6333,0.36437,0.259673,26.9673,0,1.28835
8.9,74.2042,0.373223,0.259763,26.9763,0,1.2755
9,74.2042,0.373223,0.259763,26.9763,0,1.2755
9,74.7751,0.382257,0.259854,26.9854,0,1.26164
9.1,74.7751,0.382257,0.259854,26.9854,0,1.26164
9.1,75.3459,0.391474,0.259945,26.9945,0,1.24675
9.2,75.3459,0.391474,0.259945,26.9945,0,1.24675
9.2,75.9168,0.400878,0.260037,27.0037,0,1.23078
9.3,75.9168,0.400878,0.260037,27.0037,0,1.23078
9.3,76.4875,0.410468,0.260129,27.0129,0,1.21373
9.4,76.4875,0.410468,0.260129,27.0129,0,1.21373
9.4,77.0582,0.420251,0.260222,27.0222,0,1.19556
9.5,77.0582,0.420251,0.260222,27.0222,0,1.19556
9.5,77.6288,0.430228,0.260315,27.0315,0,1.17624
9.6,77.6288,0.430228,0.260315,27.0315,0,1.17624
9.6,78.1994,0.440403,0.260408,27.0408,0,1.15575
9.7,78.1994,0.440403,0.260408,27.0408,0,1.15575
9.7,78.77,0.450779,0.260502,27.0502,0,1.13405
9.8,78.77,0.450779,0.260502,27.0502,0,1.13405
9.8,79.3405,0.461358,0.260596,27.0596,0,1.11113
9.9,79.3405,0.461358,0.260596,27.0596,0,1.11113
9.9,79.9109,0.472144,0.260691,27.0691,0,1.08694
10,79.9109,0.472144,0.260691,27.0691,0,1.08694
10,80.4813,0.48314,0.260786,27.0786,0,1.06147
10.1,80.4813,0.48314,0.260786,27.0786,0,1.06147
10.1,81.0516,0.494351,0.260882,27.0882,0,1.03468
10.2,81.0516,0.494351,0.260882,27.0882,0,1.03468
10.2,81.6219,0.505776,0.260978,27.0978,0,1.00654
10.3,81.6219,0.505776,0.260978,27.0978,0,1.00654
10.3,82.192,0.51742,0.261075,27.1075,0,0.977017
10.4,82.192,0.51742,0.261075,27.1075,0,0.977017
10.4,82.7621,0.529286,0.261172,27.1172,0,0.94609
10.5,82.7621,0.529286,0.261172,27.1172,0,0.94609
10.5,83.332,0.541378,0.261269,27.1269,0,0.913722
10.6,83.332,0.541378,0.261269,27.1269,0,0.913722
10.6,83.9019,0.553698,0.261367,27.1367,0,0.879883
10.7,83.9019,0.553698,0.261367,27.1367,0,0.879883
10.7,84.4717,0.56625,0.261465,27.1465,0,0.844539
10.8,84.4717,0.56625,0.261465,27.1465,0,0.844539
10.8,85.0413,0.579037,0.261564,27.1564,0,0.807657
10.9,85.0413,0.579037,0.261564,27.1564,0,0.807657
10.9,85.6109,0.592063,0.261663,27.1663,0,0.769204
11,85.6109,0.592063,0.261663,27.1663,0,0.769204
11,86.1803,0.60533,0.261762,27.1762,0,0.729143
11.1,86.1803,0.60533,0.261762,27.1762,0,0.729143
11.1,86.7497,0.618843,0.261862,27.1862,0,0.687434
11.2,86.7497,0.618843,0.261862,27.1862,0,0.687434
11.2,87.3189,0.632604,0.261962,27.1962,0,0.644039
11.3,87.3189,0.632604,0.261962,27.1962,0,0.644039
11.3,87.888,0.646616,0.262063,27.2063,0,0.598908
11.4,87.888,0.646616,0.262063,27.2063,0,0.598908
11.4,88.457,0.660885,0.262164,27.2164,0,0.551976
11.5,88.457,0.660885,0.262164,27.2164,0,0.551976
11.5,89.0258,0.675411,0.262265,27.2265,0,0.503175
11.6,89.0258,0.675411,0.262265,27.2265,0,0.503175
11.6,89.5945,0.690198,0.262367,27.2367,0,0.452399
11.7,89.5945,0.690198,0.262367,27.2367,0,0.452399
11.7,90.1631,0.705253,0.262469,27.2469,0,0.399504
11.8,90.1631,0.705253,0.262469,27.2469,0,0.399504
11.8,90.7315,0.720577,0.262571,27.2571,0,0.344314
11.9,90.7315,0.720577,0.262571,27.2571,0,0.344314
11.9,91.2997,0.736171,0.262674,27.2674,0,0.286631
12,91.2997,0.736171,0.262674,27.2674,0,0.286631
12,91.8678,0.752043,0.262777,27.2777,0,0.226346
12.1,91.8678,0.752043,0.262777,27.2777,0,0.226346
12.1,92.4357,0.768193,0.262881,27.2881,0,0.163815
12.2,92.4357,0.768193,0.262881,27.2881,0,0.163815
12.2,93.0035,0.784628,0.262985,27.2985,0,0.100588
12.3,93.0035,0.784628,0.262985,27.2985,0,0.100588
12.3,93.5711,0.801349,0.263089,27.3089,0,0.0401838
12.4,93.5711,0.801349,0.263089,27.3089,0,0.0401838
12.4,94.1383,0.818352,0.263194,27.3194,0,-0.0283184
12.5,94.1383,0.818352,0.263194,27.3194,0,-0.0283184
12.5,94.7046,0.835626,0.263298,27.3298,0,-0.114904
12.6,94.7046,0.835626,0.263298,27.3298,0,-0.114904
12.6,95.2706,0.853197,0.263403,27.3403,0,-0.199348
12.7,95.2706,0.853197,0.263403,27.3403,0,-0.199348
12.7,95.8365,0.871067,0.263508,27.3508,0,-0.289885
12.8,95.8365,0.871067,0.263508,27.3508,0,-0.289885
12.8,96.4021,0.889239,0.263613,27.3613,0,-0.38417
12.9,96.4021,0.889239,0.263613,27.3613,0,-0.38417
12.9,96.9675,0.907719,0.263719,27.3719,0,-0.481494
13,96.9675,0.907719,0.263719,27.3719,0,-0.481494
13,97.5327,0.926509,0.263825,27.3825,0,-0.581764
13.1,97.5327,0.926509,0.263825,27.3825,0,-0.581764
13.1,98.0977,0.945616,0.263932,27.3932,0,-0.685017
13.2,98.0977,0.945616,0.263932,27.3932,0,-0.685017
13.2,98.6625,0.965037,0.264038,27.4038,0,-0.791277
13.3,98.6625,0.965037,0.264038,27.4038,0,-0.791277
13.3,99.227,0.98478,0.264145,27.4145,0,-0.900605
13.4,99.227,0.98478,0.264145,27.4145,0,-0.900605
13.4,99.7912,1.00485,0.264253,27.4253,0,-1.01305
13.5,99.7912,1.00485,0.264253,27.4253,0,-1.01305
13.5,100.355,1.02524,0.26436,27.436,0,-1.12866
13.6,100.355,1.02524,0.26436,27.436,0,-1.12866
13.6,100.919,1.04597,0.264468,27.4468,0,-1.2475
13.7,100.919,1.04597,0.264468,27.4468,0,-1.2475
13.7,101.482,1.06704,0.264576,27.4576,0,-1.3696
13.8,101.482,1.06704,0.264576,27.4576,0,-1.3696
13.8,102.046,1.08844,0.264685,27.4685,0,-1.49502
13.9,102.046,1.08844,0.264685,27.4685,0,-1.49502
13.9,102.608,1.11019,0.264793,27.4793,0,-1.62381
14,102.608,1.11019,0.264793,27.4793,0,-1.62381
14,103.171,1.13229,0.264903,27.4903,0,-1.75603
14.1,103.171,1.13229,0.264903,27.4903,0,-1.75603
14.1,103.734,1.15473,0.265012,27.5012,0,-1.89173
14.2,103.734,1.15473,0.265012,27.5012,0,-1.89173
14.2,104.296,1.17753,0.265121,27.5121,0,-2.03094
14.3,104.296,1.17753,0.265121,27.5121,0,-2.03094
14.3,104.857,1.20069,0.265231,27.5231,0,-2.17373
14.4,104.857,1.20069,0.265231,27.5231,0,-2.17373
14.4,105.419,1.22422,0.265341,27.5341,0,-2.32015
14.5,105.419,1.22422,0.265341,27.5341,0,-2.32015
14.5,105.98,1.2481,0.265452,27.5452,0,-2.47025
14.6,105.98,1.2481,0.265452,27.5452,0,-2.47025
14.6,106.541,1.27236,0.265562,27.5562,0,-2.62409
14.7,106.541,1.27236,0.265562,27.5562,0,-2.62409
14.7,107.101,1.29699,0.265673,27.5673,0,-2.78188
14.8,107.101,1.29699,0.265673,27.5673,0,-2.78188
14.8,107.661,1.32199,0.265784,27.5784,0,-2.94403
14.9,107.661,1.32199,0.265784,27.5784,0,-2.94403
14.9,108.221,1.34738,0.265896,27.5896,0,-3.11064
15,108.221,1.34738,0.265896,27.5896,0,-3.11064
15,108.781,1.37316,0.266007,27.6007,0,-3.28176
15.1,108.781,1.37316,0.266007,27.6007,0,-3.28176
15.1,109.34,1.39932,0.266119,27.6119,0,-3.4575
15.2,109.34,1.39932,0.266119,27.6119,0,-3.4575
15.2,109.899,1.42587,0.266231,27.6231,0,-3.63789
15.3,109.899,1.42587,0.266231,27.6231,0,-3.63789
15.3,110.457,1.45282,0.266344,27.6343,0,-3.82303
15.4,110.457,1.45282,0.266344,27.6343,0,-3.82303
15.4,111.015,1.48017,0.266456,27.6456,0,-4.01301
15.5,111.015,1.48017,0.266456,27.6456,0,-4.01301
15.5,111.573,1.50792,0.266569,27.6569,0,-4.2079
15.6,111.573,1.50792,0.266569,27.6569,0,-4.2079
15.6,112.13,1.53608,0.266681,27.6681,0,-4.40779
15.7,112.13,1.53608,0.266681,27.6681,0,-4.40779
15.7,112.687,1.56464,0.266794,27.6794,0,-4.61275
15.8,112.687,1.56464,0.266794,27.6794,0,-4.61275
15.8,113.243,1.59362,0.266908,27.6908,0,-4.82287
15.9,113.243,1.59362,0.266908,27.6908,0,-4.82287
15.9,113.799,1.62302,0.267021,27.7021,0,-5.03823
16,113.799,1.62302,0.267021,27.7021,0,-5.03823
16,114.355,1.65284,0.267135,27.7135,0,-5.25891
16.1,114.355,1.65284,0.267135,27.7135,0,-5.25891
16.1,114.91,1.68309,0.267248,27.7248,0,-5.485
16.2,114.91,1.68309,0.267248,27.7248,0,-5.485
16.2,115.465,1.71377,0.267362,27.7362,0,-5.71658
16.3,115.465,1.71377,0.267362,27.7362,0,-5.71658
16.3,116.019,1.74487,0.267476,27.7476,0,-5.95375
16.4,116.019,1.74487,0.267476,27.7476,0,-5.95375
16.4,116.573,1.77641,0.267591,27.7591,0,-6.19661
16.5,116.573,1.77641,0.267591,27.7591,0,-6.19661
16.5,117.126,1.80839,0.267705,27.7705,0,-6.44525
16.6,117.126,1.80839,0.267705,27.7705,0,-6.44525
16.6,117.679,1.84081,0.267819,27.7819,0,-6.69975
16.7,117.679,1.84081,0.267819,27.7819,0,-6.69975
16.7,118.231,1.87368,0.267934,27.7934,0,-6.9602
16.8,118.231,1.87368,0.267934,27.7934,0,-6.9602
16.8,118.783,1.90699,0.268048,27.8048,0,-7.22667
16.9,118.783,1.90699,0.268048,27.8048,0,-7.22667
16.9,119.335,1.94076,0.268163,27.8163,0,-7.49927
17,119.335,1.94076,0.268163,27.8163,0,-7.49927
17,119.886,1.97498,0.268278,27.8278,0,-7.77807
17.1,119.886,1.97498,0.268278,27.8278,0,-7.77807
17.1,120.436,2.00967,0.268393,27.8393,0,-8.06317
17.2,120.436,2.00967,0.268393,27.8393,0,-8.06317
17.2,120.986,2.04481,0.268508,27.8508,0,-8.35464
17.3,120.986,2.04481,0.268508,27.8508,0,-8.35464
17.3,121.535,2.08041,0.268623,27.8623,0,-8.65261
17.4,121.535,2.08041,0.268623,27.8623,0,-8.65261
17.4,122.083,2.11647,0.268738,27.8738,0,-8.95717
17.5,122.083,2.11647,0.268738,27.8738,0,-8.95717
17.5,122.631,2.153,0.268853,27.8853,0,-9.26841
17.6,122.631,2.153,0.268853,27.8853,0,-9.26841
17.6,123.179,2.19001,0.268968,27.8968,0,-9.58639
17.7,123.179,2.19001,0.268968,27.8968,0,-9.58639
17.7,123.725,2.22748,0.269083,27.9083,0,-9.91121
17.8,123.725,2.22748,0.269083,27.9083,0,-9.91121
17.8,124.271,2.26543,0.269198,27.9198,0,-10.2429
17.9,124.271,2.26543,0.269198,27.9198,0,-10.2429
17.9,124.816,2.30386,0.269314,27.9314,0,-10.5817
18,124.816,2.30386,0.269314,27.9314,0,-10.5817
18,125.361,2.34277,0.269429,27.9429,0,-10.9275
18.1,125.361,2.34277,0.269429,27.9429,0,-10.9275
18.1,125.905,2.38217,0.269544,27.9544,0,-11.2804
18.2,125.905,2.38217,0.269544,27.9544,0,-11.2804
18.2,126.447,2.42197,0.269659,27.9659,0,-11.6401
18.3,126.447,2.42197,0.269659,27.9659,0,-11.6401
18.3,126.988,2.46218,0.269773,27.9773,0,-12.0065
18.4,126.988,2.46218,0.269773,27.9773,0,-12.0065
18.4,127.526,2.50281,0.269887,27.9887,0,-12.3799
18.5,127.526,2.50281,0.269887,27.9887,0,-12.3799
18.5,128.063,2.54384,0.270001,28.0001,0,-12.7601
18.6,128.063,2.54384,0.270001,28.0001,0,-12.7601
18.6,128.599,2.58528,0.270114,28.0114,0,-13.1472
18.7,128.599,2.58528,0.270114,28.0114,0,-13.1472
18.7,129.132,2.62713,0.270228,28.0228,0,-13.5412
18.8,129.132,2.62713,0.270228,28.0228,0,-13.5412
18.8,129.664,2.66939,0.27034,28.034,0,-13.9422
18.9,129.664,2.66939,0.27034,28.034,0,-13.9422
18.9,130.193,2.71205,0.270453,28.0453,0,-14.3502
19,130.193,2.71205,0.270453,28.0453,0,-14.3502
19,130.722,2.75511,0.270565,28.0565,0,-14.7651
19.1,130.722,2.75511,0.270565,28.0565,0,-14.7651
19.1,131.248,2.79859,0.270677,28.0677,0,-15.187
19.2,131.248,2.79859,0.270677,28.0677,0,-15.187
19.2,131.771,2.84237,0.270788,28.0788,0,-15.6153
19.3,131.771,2.84237,0.270788,28.0788,0,-15.6153
19.3,132.292,2.88648,0.270898,28.0898,0,-16.05
19.4,132.292,2.88648,0.270898,28.0898,0,-16.05
19.4,132.81,2.93089,0.271007,28.1007,0,-16.4912
19.5,132.81,2.93089,0.271007,28.1007,0,-16.4912
19.5,133.325,2.9756,0.271116,28.1116,0,-16.9387
19.6,133.325,2.9756,0.271116,28.1116,0,-16.9387
19.6,133.837,3.02061,0.271225,28.1225,0,-17.3925
19.7,133.837,3.02061,0.271225,28.1225,0,-17.3925
19.7,134.346,3.06592,0.271332,28.1332,0,-17.8525
19.8,134.346,3.06592,0.271332,28.1332,0,-17.8525
19.8,134.852,3.11152,0.271439,28.1439,0,-18.3187
19.9,134.852,3.11152,0.271439,28.1439,0,-18.3187
19.9,135.356,3.1574,0.271545,28.1545,0,-18.7909
20,135.356,3.1574,0.271545,28.1545,0,-18.7909
20,135.856,3.20356,0.27165,28.165,0,-19.2692
20.1,135.856,3.20356,0.27165,28.165,0,-19.2692
20.1,136.354,3.24999,0.271754,28.1754,0,-19.7534
20.2,136.354,3.24999,0.271754,28.1754,0,-19.7534
20.2,136.848,3.29659,0.271857,28.1857,0,-20.2427
20.3,136.848,3.29659,0.271857,28.1857,0,-20.2427
20.3,137.337,3.34335,0.271959,28.1959,0,-20.7369
20.4,137.337,3.34335,0.271959,28.1959,0,-20.7369
20.4,137.823,3.39025,0.27206,28.206,0,-21.2361
20.5,137.823,3.39025,0.27206,28.206,0,-21.2361
20.5,138.305,3.4373,0.27216,28.216,0,-21.7401
20.6,138.305,3.4373,0.27216,28.216,0,-21.7401
20.6,138.783,3.48447,0.272259,28.2259,0,-22.2486
20.7,138.783,3.48447,0.272259,28.2259,0,-22.2486
20.7,139.257,3.53176,0.272356,28.2356,0,-22.7616
20.8,139.257,3.53176,0.272356,28.2356,0,-22.7616
20.8,139.726,3.57917,0.272453,28.2453,0,-23.2788
20.9,139.726,3.57917,0.272453,28.2453,0,-23.2788
20.9,140.192,3.62667,0.272548,28.2548,0,-23.8002
21,140.192,3.62667,0.272548,28.2548,0,-23.8002
21,140.654,3.67427,0.272641,28.2641,0,-24.3254
21.1,140.654,3.67427,0.272641,28.2641,0,-24.3254
21.1,141.112,3.72194,0.272734,28.2734,0,-24.8545
21.2,141.112,3.72194,0.272734,28.2734,0,-24.8545
21.2,141.564,3.76958,0.272825,28.2825,0,-25.3861
21.3,141.564,3.76958,0.272825,28.2825,0,-25.3861
21.3,142.012,3.81717,0.272914,28.2914,0,-25.9203
21.4,142.012,3.81717,0.272914,28.2914,0,-25.9203
21.4,142.454,3.86468,0.273002,28.3002,0,-26.4568
21.5,142.454,3.86468,0.273002,28.3002,0,-26.4568
21.5,142.891,3.91212,0.273088,28.3088,0,-26.9954
21.6,142.891,3.91212,0.273088,28.3088,0,-26.9954
21.6,143.324,3.95946,0.273173,28.3173,0,-27.5359
21.7,143.324,3.95946,0.273173,28.3173,0,-27.5359
21.7,143.751,4.0067,0.273256,28.3256,0,-28.078
21.8,143.751,4.0067,0.273256,28.3256,0,-28.078
21.8,144.173,4.05382,0.273337,28.3337,0,-28.6215
21.9,144.173,4.05382,0.273337,28.3337,0,-28.6215
