"time","x_coor","y_coor"
0.0000000000000000E+000,9.9399999999999999E-001,0.0000000000000000E+000
2.0000000000000004E-001,8.5848277178560384E-001,-3.9797009662782941E-002
4.0000000000000019E-001,7.4787954991457606E-001,2.7395094509390810E-004
6.0000000000000031E-001,6.3258494481437888E-001,8.4806198237610819E-002
8.0000000000000049E-001,4.9501671119818463E-001,2.0771268144847665E-001
1.0000000000000007E+000,3.1331315566010964E-001,3.4800565577390596E-001
1.2000000000000008E+000,8.5548762595674177E-002,4.5960972315597537E-001
1.4000000000000010E+000,-1.4352672453806439E-001,5.1570917019752649E-001
1.6000000000000012E+000,-3.3322389109357115E-001,5.4180156100382282E-001
1.8000000000000014E+000,-4.7686079886004662E-001,5.6848921223735882E-001
2.0000000000000013E+000,-5.7982383215807498E-001,6.0910846348453962E-001
2.2099999999999969E+000,-6.4977090292245876E-001,6.6895110640387501E-001
2.4099999999999926E+000,-6.8358642448414919E-001,7.3911405082698411E-001
2.6099999999999883E+000,-6.8800614240053892E-001,8.1688097164150431E-001
2.8099999999999841E+000,-6.6560627793450988E-001,8.9640024340364566E-001
3.0099999999999798E+000,-6.1948778012395500E-001,9.7186876655222210E-001
3.2099999999999755E+000,-5.5350944427426052E-001,1.0379923607246317E+000
3.4099999999999713E+000,-4.7233109740022894E-001,1.0903147218454206E+000
3.6099999999999670E+000,-3.8132725069064516E-001,1.1254567886386848E+000
3.8099999999999627E+000,-2.8641575072430309E-001,1.1412752396437584E+000
4.0099999999999589E+000,-1.9383706206703477E-001,1.1369361686780963E+000
4.2099999999999547E+000,-1.0991540829525710E-001,1.1128942248817986E+000
4.4099999999999504E+000,-4.0830554892098976E-002,1.0707619525094056E+000
4.6099999999999461E+000,7.5743187367566080E-003,1.0130431657420267E+000
4.8099999999999419E+000,2.9933546514411491E-002,9.4268009041308076E-001
5.0099999999999376E+000,2.1469356845618588E-002,8.6231400059733099E-001
5.2099999999999334E+000,-2.1787515721660954E-002,7.7307193490205384E-001
5.4099999999999291E+000,-1.0214785981479084E-001,6.7263230163907106E-001
5.6099999999999248E+000,-2.1730074569410809E-001,5.5286763333082201E-001
5.8099999999999206E+000,-3.5313472590436318E-001,4.0091956625925002E-001
6.0099999999999163E+000,-4.7912996060164414E-001,2.1408139765407874E-001
6.2099999999999120E+000,-5.7054785420425580E-001,1.8118936343067261E-002
6.4099999999999078E+000,-6.3417811112442946E-001,-1.5366238237760135E-001
6.6099999999999035E+000,-6.8997941180749001E-001,-2.8685771076674360E-001
6.8099999999998992E+000,-7.5049987526525219E-001,-3.8050331888987093E-001
7.0099999999998950E+000,-8.1943499434483524E-001,-4.3722258576742645E-001
7.2099999999998907E+000,-8.9527798966862038E-001,-4.5988879036265023E-001
7.4099999999998865E+000,-9.7400069006657553E-001,-4.5129918874309444E-001
7.6099999999998822E+000,-1.0505707366780945E+000,-4.1450343390931405E-001
7.8099999999998779E+000,-1.1198313594956952E+000,-3.5310351320955441E-001
8.0099999999998737E+000,-1.1770623021843081E+000,-2.7139883399557596E-001
8.2099999999998694E+000,-1.2183667600541370E+000,-1.7438552529707821E-001
8.4099999999998651E+000,-1.2409436362141795E+000,-6.7643658543789967E-002
8.6099999999998609E+000,-1.2432670900121741E+000,4.2853445293892636E-002
8.8099999999998566E+000,-1.2251802699066898E+000,1.5097655258915899E-001
9.0099999999998523E+000,-1.1879048171151729E+000,2.5069529758086934E-001
9.2099999999998481E+000,-1.1339662334028751E+000,3.3632197140266140E-001
9.4099999999998438E+000,-1.0670340569467078E+000,4.0271540452573040E-001
9.6099999999998396E+000,-9.9167173530019515E-001,4.4541425308213850E-001
9.8099999999998353E+000,-9.1297898680260414E-001,4.6066614900110825E-001
1.0009999999999831E+001,-8.3607880803203805E-001,4.4531802332873499E-001
1.0209999999999827E+001,-7.6532988857398221E-001,3.9654823735528577E-001
1.0409999999999823E+001,-7.0299432420807562E-001,3.1151635668754385E-001
1.0609999999999818E+001,-6.4686543288983478E-001,1.8741856398625167E-001
1.0809999999999814E+001,-5.8665810961703002E-001,2.3802432379212372E-002
1.1009999999999810E+001,-5.0313732323065785E-001,-1.6908196009682200E-001
1.1209999999999805E+001,-3.8383873300547738E-001,-3.6118034063287219E-001
1.1409999999999801E+001,-2.4717065694627410E-001,-5.2169343196120899E-001
1.1609999999999797E+001,-1.2550061257105105E-001,-6.4762043580687723E-001
1.1809999999999793E+001,-3.6796610969179827E-002,-7.5149140478517362E-001
1.2009999999999788E+001,1.4743500274091647E-002,-8.4289917049197238E-001
1.2209999999999784E+001,3.0766796930838797E-002,-9.2528894400938566E-001
1.2409999999999780E+001,1.4983778894148840E-002,-9.9811629688994263E-001
1.2609999999999776E+001,-2.7981389527736173E-002,-1.0589549979556214E+000
1.2809999999999771E+001,-9.2885926467707672E-002,-1.1048535213512267E+000
1.3009999999999767E+001,-1.7398402749930822E-001,-1.1331615376114206E+000
1.3209999999999763E+001,-2.6515685349213980E-001,-1.1420363418168769E+000
1.3409999999999759E+001,-3.6009376298935886E-001,-1.1307459605251493E+000
1.3609999999999754E+001,-4.5251441492236127E-001,-1.0998277046738665E+000
1.3809999999999750E+001,-5.3640766727344069E-001,-1.0511322706110089E+000
1.4009999999999746E+001,-6.0625903492313737E-001,-9.8777043449074420E-001
1.4209999999999742E+001,-6.5723612079902316E-001,-9.1397314329225610E-001
1.4409999999999737E+001,-6.8529768463657403E-001,-8.3487057569735557E-001
1.4609999999999733E+001,-6.8718437188186199E-001,-7.5618545019703232E-001
1.4809999999999729E+001,-6.6023495558183709E-001,-6.8380927640381750E-001
1.5009999999999724E+001,-6.0195192946818210E-001,-6.2316002426053441E-001
1.5209999999999720E+001,-5.0924244147411890E-001,-5.7803500691158627E-001
1.5409999999999716E+001,-3.7746890103828207E-001,-5.4821444452521761E-001
1.5609999999999712E+001,-2.0077317550494356E-001,-5.2430082548409396E-001
1.5809999999999707E+001,1.9809768738628407E-002,-4.8028618356593683E-001
1.6009999999999703E+001,2.5369106767739635E-001,-3.8395508835474540E-001
1.6209999999999734E+001,4.4996519391137141E-001,-2.4643583579798581E-001
1.6409999999999766E+001,5.9763816650418933E-001,-1.1551199721615292E-001
1.6609999999999797E+001,7.1710463365457744E-001,-1.9505639025648891E-002
1.6809999999999828E+001,8.2743511512746815E-001,3.3374483853836658E-002
1.7009999999999859E+001,9.4835893432589724E-001,3.3171433069578676E-002
1.7209999999999891E+001,8.9035179552310983E-001,-4.1625103160068344E-002
1.7409999999999922E+001,7.7801861343876078E-001,-1.4912117508351011E-002
1.7609999999999953E+001,6.6563671569342298E-001,5.7959514754959758E-002
1.7809999999999985E+001,5.3641124122434491E-001,1.7142679482375067E-001
1.8000000000000014E+001,3.7856964613764843E-001,3.0352718273045970E-001
1.8200000000000045E+001,1.6340865458809084E-001,4.2990716359327630E-001
1.8400000000000077E+001,-7.0745753486750274E-002,5.0356034349111622E-001
1.8600000000000108E+001,-2.7482913129777586E-001,5.3591742055083691E-001
1.8800000000000139E+001,-4.3274000462334927E-001,5.6068420828344367E-001
1.9000000000000171E+001,-5.4805603762630417E-001,5.9653770928236560E-001
1.9200000000000202E+001,-6.2638556539545442E-001,6.4836704608775031E-001
1.9400000000000233E+001,-6.7163865184486649E-001,7.1439582868360774E-001
1.9600000000000264E+001,-6.8656236987953478E-001,7.9001206049444517E-001
1.9800000000000296E+001,-6.7365674301679146E-001,8.6952984075449868E-001
2.0000000000000000E+001,-6.3579429460147840E-001,9.4708189469504289E-001
