"time","heatCapacitor_T","switch_Controll"
0.0000000000000000E+000,2.9314999999999998E+002,0
2.0000000000000011E-002,2.9334972042363802E+002,0
4.0000000000000029E-002,2.9354888682634231E+002,0
6.0000000000000046E-002,2.9374749994514144E+002,0
8.0000000000000057E-002,2.9394556155774353E+002,0
1.0000000000000007E-001,2.9414307343424383E+002,0
1.2000000000000009E-001,2.9434003733728815E+002,0
1.4000000000000010E-001,2.9453645502211737E+002,0
1.6000000000000011E-001,2.9473232823661215E+002,0
1.8000000000000013E-001,2.9492765872133822E+002,0
2.0000000000000015E-001,2.9512244820959046E+002,0
2.2000000000000017E-001,2.9531669842743668E+002,0
2.4000000000000019E-001,2.9551041109376143E+002,0
2.6000000000000018E-001,2.9570358792030896E+002,0
2.8000000000000019E-001,2.9589623061172631E+002,0
3.0000000000000021E-001,2.9608834086560552E+002,0
3.2000000000000023E-001,2.9627992037252579E+002,0
3.4000000000000025E-001,2.9647097081609536E+002,0
3.6000000000000026E-001,2.9666149387299265E+002,0
3.8000000000000028E-001,2.9685149121300748E+002,0
4.0000000000000030E-001,2.9704096449908138E+002,0
4.2000000000000032E-001,2.9722991538734863E+002,0
4.4000000000000034E-001,2.9741834552717575E+002,0
4.6000000000000035E-001,2.9760625656120135E+002,0
4.8000000000000037E-001,2.9779365012537534E+002,0
5.0000000000000033E-001,2.9798052784899818E+002,0
5.2000000000000035E-001,2.9816689135475940E+002,0
5.4000000000000037E-001,2.9835274225877572E+002,0
5.6000000000000039E-001,2.9853808217062993E+002,0
5.8000000000000040E-001,2.9872291269340792E+002,0
6.0000000000000042E-001,2.9890723542373615E+002,0
6.2000000000000044E-001,2.9909105195181917E+002,0
6.4000000000000046E-001,2.9914186084383914E+002,1
6.6000000000000048E-001,2.9912988910016531E+002,1
6.8000000000000049E-001,2.9911794127581817E+002,1
7.0000000000000051E-001,2.9910601732324011E+002,1
7.2000000000000053E-001,2.9909411719473508E+002,1
7.4000000000000055E-001,2.9908224084270250E+002,1
7.6000000000000056E-001,2.9907038821963710E+002,1
7.8000000000000058E-001,2.9905855927812820E+002,1
8.0000000000000060E-001,2.9904675397086021E+002,1
8.2000000000000062E-001,2.9903497225061170E+002,1
8.4000000000000064E-001,2.9902321407025602E+002,1
8.6000000000000065E-001,2.9901147938276017E+002,1
