"time","block_in_0031","block_in_3263","key_1_0_0031","key_1_0_3263","key_0_0_0031","key_0_0_3263","rst","enc"
4.678,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.679,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.68,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.681,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.682,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.683,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.684,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.685,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.686,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.687,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.688,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.689,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.69,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.691,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.692,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.693,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.694,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.695,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.696,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.697,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.698,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.699,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.7,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.701,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.702,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.703,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.704,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.705,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.706,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.707,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.708,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.709,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.71,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.711,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.712,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.713,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.714,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.715,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.716,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.717,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.718,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.719,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.72,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.721,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.722,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.723,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.724,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.725,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.726,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.727,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.728,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.729,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.73,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.731,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.732,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.733,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.734,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.735,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.736,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.737,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.738,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.739,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.74,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.741,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.742,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.743,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.744,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.745,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.746,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.747,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.748,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.749,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.75,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.751,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.752,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.753,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.754,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.755,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.756,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.757,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.758,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.759,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.76,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.761,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.762,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.763,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.764,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.765,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.766,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.767,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.768,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.769,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.77,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.771,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.772,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.773,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.774,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.775,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.776,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.777,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.778,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.779,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.78,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.781,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.782,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.783,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.784,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.785,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.786,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.787,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.788,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.789,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.79,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.791,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.792,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.793,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.794,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.795,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.796,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.797,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.798,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.799,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.8,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.801,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.802,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.803,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.804,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.805,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.806,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.807,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.808,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.809,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.81,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.811,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.812,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.813,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.814,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.815,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.816,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.817,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.818,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.819,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.82,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.821,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.822,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.823,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.824,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.825,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.826,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.827,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.828,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.829,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.83,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.831,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.832,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.833,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.834,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.835,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.836,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.837,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.838,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.839,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.84,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.841,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.842,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.843,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.844,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.845,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.846,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.847,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.848,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.849,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.85,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.851,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.852,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.853,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.854,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.855,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.856,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.857,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.858,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.859,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.86,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.861,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.862,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.863,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.864,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.865,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.866,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.867,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.868,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.869,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.87,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.871,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.872,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.873,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.874,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.875,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.876,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.877,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.878,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.879,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.88,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.881,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.882,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.883,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.884,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.885,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.886,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.887,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.888,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.889,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.89,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.891,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.892,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.893,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.894,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.895,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.896,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.897,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.898,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.899,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.9,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.901,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.902,252359685,-2048388268,-1682120719,322197369,-1682120719,322197369,0,0
4.903,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,1,1
4.904,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.905,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.906,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.907,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.908,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.909,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.91,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.911,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.912,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.913,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.914,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.915,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.916,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.917,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.918,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.919,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.92,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.921,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.922,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.923,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.924,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.925,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.926,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.927,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.928,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.929,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.93,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.931,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.932,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.933,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.934,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.935,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.936,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.937,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.938,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.939,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.94,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.941,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.942,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.943,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.944,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.945,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.946,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.947,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.948,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.949,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.95,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.951,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.952,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.953,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.954,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.955,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.956,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.957,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.958,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.959,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.96,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.961,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.962,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.963,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.964,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.965,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.966,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.967,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.968,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.969,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.97,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.971,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.972,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.973,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.974,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.975,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.976,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.977,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.978,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.979,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.98,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.981,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.982,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.983,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.984,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.985,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.986,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.987,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.988,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.989,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.99,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.991,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.992,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.993,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.994,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.995,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.996,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.997,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.998,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
4.999,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.001,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.002,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.003,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.004,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.005,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.006,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.007,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.008,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.009,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.01,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.011,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.012,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.013,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.014,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.015,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.016,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.017,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.018,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.019,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.02,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.021,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.022,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.023,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.024,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.025,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.026,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.027,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.028,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.029,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.03,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.031,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.032,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.033,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.034,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.035,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.036,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.037,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.038,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.039,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.04,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.041,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.042,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.043,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.044,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.045,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.046,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
5.047,-455555971,7377350,-1682120719,322197369,-1682120719,322197369,0,1
