"time","v_0_out","v_1_out"
9.798,906412107,1183301496
9.799,906412107,536779689
9.8,906412107,536779689
9.801,-2021161081,536779689
9.802,-2021161081,536779689
9.803,-2021161081,-2021161081
9.804,-2021161081,-2021161081
9.805,-859300444,309334259
9.806,-859300444,309334259
9.807,1854315775,309334259
9.808,1854315775,309334259
9.809,1854315775,-79734249
9.81,1854315775,-79734249
9.811,-1937309308,-79734249
9.812,-1937309308,-79734249
9.813,-1937309308,2079345866
9.814,-1937309308,2079345866
9.815,1835485815,2079345866
9.816,1835485815,2079345866
9.817,1835485815,726429704
9.818,1835485815,726429704
9.819,2056938019,726429704
9.82,2056938019,726429704
9.821,2056938019,1558447513
9.822,2056938019,1558447513
9.823,-1213457501,1558447513
9.824,-1213457501,1558447513
9.825,-1213457501,-488719433
9.826,-1213457501,-488719433
9.827,-549335531,-488719433
9.828,-549335531,-488719433
9.829,-549335531,-41400143
9.83,-549335531,-41400143
9.831,1832547926,-41400143
9.832,1832547926,-41400143
9.833,1832547926,-825204263
9.834,1832547926,-825204263
9.835,1244930645,-825204263
9.836,1244930645,-825204263
9.837,1244930645,-1098390097
9.838,1244930645,-1098390097
9.839,1805584522,-1098390097
9.84,1805584522,-1098390097
9.841,1805584522,-863812661
9.842,1805584522,-863812661
9.843,-1517028083,-863812661
9.844,-1517028083,-863812661
9.845,-1517028083,-1799081671
9.846,-1517028083,-1799081671
9.847,-1176322170,-1799081671
9.848,-1176322170,-1799081671
9.849,-1176322170,521498759
9.85,-1176322170,521498759
9.851,-1992931939,521498759
9.852,-1992931939,521498759
9.853,-1992931939,1162352011
9.854,-1992931939,1162352011
9.855,651951831,1162352011
9.856,651951831,1162352011
9.857,651951831,-727135730
9.858,651951831,-727135730
9.859,1672688695,-727135730
9.86,1672688695,-727135730
9.861,1672688695,-158877011
9.862,1672688695,-158877011
9.863,-2008674828,-158877011
9.864,-2008674828,-158877011
9.865,-2008674828,-551700584
9.866,-2008674828,-551700584
9.867,377176184,-551700584
9.868,377176184,-551700584
9.869,377176184,1783015050
9.87,377176184,1783015050
9.871,-2067349481,1783015050
9.872,-2067349481,1783015050
9.873,-2067349481,985770311
9.874,-2067349481,985770311
9.875,20180570,985770311
9.876,20180570,985770311
9.877,20180570,1647523998
9.878,20180570,1647523998
9.879,992613515,1647523998
9.88,992613515,1647523998
9.881,992613515,-1574730423
9.882,992613515,-1574730423
9.883,1397277378,-1574730423
9.884,1397277378,-1574730423
9.885,1397277378,326161382
9.886,1397277378,326161382
9.887,106869058,326161382
9.888,106869058,326161382
9.889,106869058,1969919280
9.89,106869058,1969919280
9.891,-838041407,1969919280
9.892,-838041407,1969919280
9.893,-838041407,-172994000
9.894,-838041407,-172994000
9.895,887498455,-172994000
9.896,887498455,-172994000
9.897,887498455,-1001646539
9.898,887498455,-1001646539
9.899,-2113567771,-1001646539
9.9,-2113567771,-1001646539
9.901,-2113567771,309751066
9.902,-2113567771,309751066
9.903,-861861232,309751066
9.904,-861861232,309751066
9.905,-861861232,-1465395712
9.906,-861861232,-1465395712
9.907,2116032714,-1465395712
9.908,2116032714,-1465395712
9.909,2116032714,-311564429
9.91,2116032714,-311564429
9.911,-1868702577,-311564429
9.912,-1868702577,-311564429
9.913,-1868702577,-1009804214
9.914,-1868702577,-1009804214
9.915,-833137153,-1009804214
9.916,-833137153,-1009804214
9.917,-833137153,476096445
9.918,-833137153,476096445
9.919,-656708474,476096445
9.92,-656708474,476096445
9.921,-656708474,-1214839135
9.922,-656708474,-1214839135
9.923,-1543870930,-1214839135
9.924,-1543870930,-1214839135
9.925,-1543870930,-1340065023
9.926,-1543870930,-1340065023
9.927,899298692,-1340065023
9.928,899298692,-1340065023
9.929,899298692,1717954193
9.93,899298692,1717954193
9.931,635006425,1717954193
9.932,635006425,1717954193
9.933,635006425,1185118807
9.934,635006425,1185118807
9.935,-236741183,1185118807
9.936,-236741183,1185118807
9.937,-236741183,1377650892
9.938,-236741183,1377650892
9.939,-14793535,1377650892
9.94,-14793535,1377650892
9.941,-14793535,902220232
9.942,-14793535,902220232
9.943,196133590,902220232
9.944,196133590,902220232
9.945,196133590,806859832
9.946,196133590,806859832
9.947,-1853158285,806859832
9.948,-1853158285,806859832
9.949,-1853158285,786338547
9.95,-1853158285,786338547
9.951,1384292322,786338547
9.952,1384292322,786338547
9.953,1384292322,861966434
9.954,1384292322,861966434
9.955,-296936427,861966434
9.956,-296936427,861966434
9.957,-296936427,-110574332
9.958,-296936427,-110574332
9.959,-1952168416,-110574332
9.96,-1952168416,-110574332
9.961,-1952168416,1568877053
9.962,-1952168416,1568877053
9.963,-1586849708,1568877053
9.964,-1586849708,1568877053
9.965,-1586849708,1055766284
9.966,-1586849708,1055766284
9.967,468240561,1055766284
9.968,468240561,1055766284
9.969,468240561,-283642072
9.97,468240561,-283642072
9.971,-1426990292,-283642072
9.972,-1426990292,-283642072
9.973,-1426990292,1284132798
9.974,-1426990292,1284132798
9.975,848165948,1284132798
9.976,848165948,1284132798
9.977,848165948,-1050523113
9.978,848165948,-1050523113
9.979,-1448988425,-1050523113
9.98,-1448988425,-1050523113
9.981,-1448988425,-821078334
9.982,-1448988425,-821078334
9.983,-1300506660,-821078334
9.984,-1300506660,-821078334
9.985,-1300506660,-1897491218
9.986,-1300506660,-1897491218
9.987,1315802023,-1897491218
9.988,1315802023,-1897491218
9.989,1315802023,1092349009
9.99,1315802023,1092349009
9.991,-1412151917,1092349009
9.992,-1412151917,1092349009
9.993,-1412151917,-1113006800
9.994,-1412151917,-1113006800
9.995,775883004,-1113006800
9.996,775883004,-1113006800
9.997,775883004,344723282
9.998,775883004,344723282
9.999,1225924361,344723282
10,1225924361,344723282
10.001,1225924361,-1674187803
10.002,1225924361,-1674187803
10.003,-2127004129,-1674187803
10.004,-2127004129,-1674187803
10.005,-2127004129,-1232473615
10.006,-2127004129,-1232473615
10.007,576742050,-1232473615
10.008,576742050,-1232473615
10.009,576742050,-2017587596
10.01,576742050,-2017587596
10.011,-1036315243,-2017587596
10.012,-1036315243,-2017587596
10.013,-1036315243,1499501840
10.014,-1036315243,1499501840
10.015,324962514,1499501840
10.016,324962514,1499501840
10.017,324962514,1867032086
10.018,324962514,1867032086
10.019,-957953678,1867032086
10.02,-957953678,1867032086
10.021,-957953678,-856484680
10.022,-957953678,-856484680
10.023,874525852,-856484680
10.024,874525852,-856484680
10.025,874525852,-1151496088
10.026,874525852,-1151496088
10.027,-1365362449,-1151496088
10.028,-1365362449,-1151496088
10.029,-1365362449,1749534903
10.03,-1365362449,1749534903
10.031,-2030553484,1749534903
10.032,-2030553484,1749534903
10.033,-2030553484,661288324
10.034,-2030553484,661288324
10.035,1501636430,661288324
10.036,1501636430,661288324
10.037,1501636430,-1485026185
10.038,1501636430,-1485026185
10.039,-944363105,-1485026185
10.04,-944363105,-1485026185
10.041,-944363105,1952744382
10.042,-944363105,1952744382
10.043,-77008826,1952744382
10.044,-77008826,1952744382
10.045,-77008826,-1872439517
10.046,-77008826,-1872439517
10.047,519519527,-1872439517
10.048,519519527,-1872439517
10.049,519519527,-789307159
10.05,519519527,-789307159
10.051,1003275573,-789307159
10.052,1003275573,-789307159
10.053,1003275573,1836141010
10.054,1003275573,1836141010
10.055,-391577292,1836141010
10.056,-391577292,1836141010
10.057,-391577292,1787744727
10.058,-391577292,1787744727
10.059,-46370039,1787744727
10.06,-46370039,1787744727
10.061,-46370039,-620210817
10.062,-46370039,-620210817
10.063,-620210817,-46370039
10.064,-620210817,-46370039
10.065,1787744727,-46370039
10.066,1787744727,-46370039
10.067,1787744727,-391577292
10.068,1787744727,-391577292
10.069,1836141010,-391577292
10.07,1836141010,-391577292
10.071,1836141010,1003275573
10.072,1836141010,1003275573
10.073,-789307159,1003275573
10.074,-789307159,1003275573
10.075,-789307159,519519527
10.076,-789307159,519519527
10.077,-1872439517,519519527
10.078,-1872439517,519519527
10.079,-1872439517,-77008826
10.08,-1872439517,-77008826
10.081,1952744382,-77008826
10.082,1952744382,-77008826
10.083,1952744382,-944363105
10.084,1952744382,-944363105
10.085,-1485026185,-944363105
10.086,-1485026185,-944363105
10.087,-1485026185,1501636430
10.088,-1485026185,1501636430
10.089,661288324,1501636430
10.09,661288324,1501636430
10.091,661288324,-2030553484
10.092,661288324,-2030553484
10.093,1749534903,-2030553484
10.094,1749534903,-2030553484
10.095,1749534903,-1365362449
10.096,1749534903,-1365362449
10.097,-1151496088,-1365362449
10.098,-1151496088,-1365362449
10.099,-1151496088,874525852
10.1,-1151496088,874525852
10.101,-856484680,874525852
10.102,-856484680,874525852
10.103,-856484680,-957953678
10.104,-856484680,-957953678
10.105,1867032086,-957953678
10.106,1867032086,-957953678
10.107,1867032086,324962514
10.108,1867032086,324962514
10.109,1499501840,324962514
10.11,1499501840,324962514
10.111,1499501840,-1036315243
10.112,1499501840,-1036315243
10.113,-2017587596,-1036315243
10.114,-2017587596,-1036315243
10.115,-2017587596,576742050
10.116,-2017587596,576742050
10.117,-1232473615,576742050
10.118,-1232473615,576742050
10.119,-1232473615,-2127004129
10.12,-1232473615,-2127004129
10.121,-1674187803,-2127004129
10.122,-1674187803,-2127004129
10.123,-1674187803,1225924361
10.124,-1674187803,1225924361
10.125,344723282,1225924361
10.126,344723282,1225924361
10.127,344723282,775883004
10.128,344723282,775883004
10.129,-1113006800,775883004
10.13,-1113006800,775883004
10.131,-1113006800,-1412151917
10.132,-1113006800,-1412151917
10.133,1092349009,-1412151917
10.134,1092349009,-1412151917
10.135,1092349009,1315802023
10.136,1092349009,1315802023
10.137,-1897491218,1315802023
10.138,-1897491218,1315802023
10.139,-1897491218,-1300506660
10.14,-1897491218,-1300506660
10.141,-821078334,-1300506660
10.142,-821078334,-1300506660
10.143,-821078334,-1448988425
10.144,-821078334,-1448988425
10.145,-1050523113,-1448988425
10.146,-1050523113,-1448988425
10.147,-1050523113,848165948
10.148,-1050523113,848165948
10.149,1284132798,848165948
10.15,1284132798,848165948
10.151,1284132798,-1426990292
10.152,1284132798,-1426990292
10.153,-283642072,-1426990292
10.154,-283642072,-1426990292
10.155,-283642072,468240561
10.156,-283642072,468240561
10.157,1055766284,468240561
10.158,1055766284,468240561
10.159,1055766284,-1586849708
10.16,1055766284,-1586849708
10.161,1568877053,-1586849708
10.162,1568877053,-1586849708
10.163,1568877053,-1952168416
10.164,1568877053,-1952168416
10.165,-110574332,-1952168416
10.166,-110574332,-1952168416
10.167,-110574332,-296936427
10.168,-110574332,-296936427
10.169,861966434,-296936427
10.17,861966434,-296936427
10.171,861966434,1384292322
10.172,861966434,1384292322
10.173,786338547,1384292322
10.174,786338547,1384292322
10.175,786338547,-1853158285
10.176,786338547,-1853158285
10.177,806859832,-1853158285
10.178,806859832,-1853158285
10.179,806859832,196133590
10.18,806859832,196133590
10.181,902220232,196133590
10.182,902220232,196133590
10.183,902220232,-14793535
10.184,902220232,-14793535
10.185,1377650892,-14793535
10.186,1377650892,-14793535
10.187,1377650892,-236741183
10.188,1377650892,-236741183
10.189,1185118807,-236741183
10.19,1185118807,-236741183
10.191,1185118807,635006425
10.192,1185118807,635006425
10.193,1717954193,635006425
10.194,1717954193,635006425
10.195,1717954193,899298692
10.196,1717954193,899298692
10.197,-1340065023,899298692
10.198,-1340065023,899298692
10.199,-1340065023,-1543870930
10.2,-1340065023,-1543870930
10.201,-1214839135,-1543870930
10.202,-1214839135,-1543870930
10.203,-1214839135,-656708474
10.204,-1214839135,-656708474
10.205,476096445,-656708474
10.206,476096445,-656708474
10.207,476096445,-833137153
10.208,476096445,-833137153
10.209,-1009804214,-833137153
10.21,-1009804214,-833137153
10.211,-1009804214,-1868702577
10.212,-1009804214,-1868702577
10.213,-311564429,-1868702577
10.214,-311564429,-1868702577
10.215,-311564429,2116032714
10.216,-311564429,2116032714
10.217,-1465395712,2116032714
10.218,-1465395712,2116032714
10.219,-1465395712,-861861232
10.22,-1465395712,-861861232
10.221,309751066,-861861232
10.222,309751066,-861861232
10.223,309751066,-2113567771
10.224,309751066,-2113567771
10.225,-1001646539,-2113567771
10.226,-1001646539,-2113567771
10.227,-1001646539,887498455
10.228,-1001646539,887498455
10.229,-172994000,887498455
10.23,-172994000,887498455
10.231,-172994000,-838041407
10.232,-172994000,-838041407
10.233,1969919280,-838041407
10.234,1969919280,-838041407
10.235,1969919280,106869058
10.236,1969919280,106869058
10.237,326161382,106869058
10.238,326161382,106869058
10.239,326161382,1397277378
10.24,326161382,1397277378
10.241,-1574730423,1397277378
10.242,-1574730423,1397277378
10.243,-1574730423,992613515
10.244,-1574730423,992613515
10.245,1647523998,992613515
10.246,1647523998,992613515
10.247,1647523998,20180570
10.248,1647523998,20180570
10.249,985770311,20180570
10.25,985770311,20180570
10.251,985770311,-2067349481
10.252,985770311,-2067349481
10.253,1783015050,-2067349481
10.254,1783015050,-2067349481
10.255,1783015050,377176184
10.256,1783015050,377176184
10.257,-551700584,377176184
10.258,-551700584,377176184
10.259,-551700584,-2008674828
10.26,-551700584,-2008674828
10.261,-158877011,-2008674828
10.262,-158877011,-2008674828
10.263,-158877011,1672688695
10.264,-158877011,1672688695
10.265,-727135730,1672688695
10.266,-727135730,1672688695
10.267,-727135730,651951831
10.268,-727135730,651951831
10.269,1162352011,651951831
10.27,1162352011,651951831
10.271,1162352011,-1992931939
10.272,1162352011,-1992931939
10.273,521498759,-1992931939
10.274,521498759,-1992931939
10.275,521498759,-1176322170
10.276,521498759,-1176322170
10.277,-1799081671,-1176322170
10.278,-1799081671,-1176322170
10.279,-1799081671,-1517028083
10.28,-1799081671,-1517028083
10.281,-863812661,-1517028083
10.282,-863812661,-1517028083
10.283,-863812661,1805584522
10.284,-863812661,1805584522
10.285,-1098390097,1805584522
10.286,-1098390097,1805584522
10.287,-1098390097,1244930645
10.288,-1098390097,1244930645
10.289,-825204263,1244930645
10.29,-825204263,1244930645
10.291,-825204263,1832547926
10.292,-825204263,1832547926
10.293,-41400143,1832547926
10.294,-41400143,1832547926
10.295,-41400143,-549335531
10.296,-41400143,-549335531
10.297,-488719433,-549335531
10.298,-488719433,-549335531
10.299,-488719433,-1213457501
10.3,-488719433,-1213457501
10.301,1558447513,-1213457501
10.302,1558447513,-1213457501
10.303,1558447513,2056938019
10.304,1558447513,2056938019
10.305,726429704,2056938019
10.306,726429704,2056938019
10.307,726429704,1835485815
10.308,726429704,1835485815
10.309,2079345866,1835485815
10.31,2079345866,1835485815
10.311,2079345866,-1937309308
10.312,2079345866,-1937309308
10.313,-79734249,-1937309308
10.314,-79734249,-1937309308
10.315,-79734249,1854315775
10.316,-79734249,1854315775
10.317,309334259,1854315775
10.318,309334259,1854315775
10.319,309334259,-859300444
10.32,309334259,-859300444
10.321,-1985229329,19088743
10.322,-1985229329,19088743
10.323,310909986,19088743
10.324,310909986,19088743
10.325,310909986,-1927703240
10.326,310909986,-1927703240
10.327,-454491787,-1927703240
10.328,-454491787,-1927703240
10.329,-454491787,-2086319893
10.33,-454491787,-2086319893
10.331,-22134794,-2086319893
10.332,-22134794,-2086319893
10.333,-22134794,-1983687908
10.334,-22134794,-1983687908
10.335,-829228346,-1983687908
10.336,-829228346,-1983687908
10.337,-829228346,859325381
10.338,-829228346,859325381
10.339,1080000396,859325381
10.34,1080000396,859325381
10.341,1080000396,767493643
10.342,1080000396,767493643
10.343,1651811881,767493643
10.344,1651811881,767493643
10.345,1651811881,2081317392
10.346,1651811881,2081317392
10.347,-795757424,2081317392
10.348,-795757424,2081317392
10.349,-795757424,-1954631868
10.35,-795757424,-1954631868
10.351,707317894,-1954631868
10.352,707317894,-1954631868
10.353,707317894,1450436975
10.354,707317894,1450436975
10.355,1537290009,1450436975
10.356,1537290009,1450436975
10.357,1537290009,-1774913310
10.358,1537290009,-1774913310
10.359,-1196037300,-1774913310
10.36,-1196037300,-1774913310
10.361,-1196037300,619421871
10.362,-1196037300,619421871
10.363,1982153947,619421871
10.364,1982153947,619421871
10.365,1982153947,747101900
10.366,1982153947,747101900
10.367,-1604556727,747101900
10.368,-1604556727,747101900
10.369,-1604556727,-738319534
10.37,-1604556727,-738319534
10.371,-1417028774,-738319534
10.372,-1417028774,-738319534
10.373,-1417028774,1229747804
10.374,-1417028774,1229747804
10.375,1869010026,1229747804
10.376,1869010026,1229747804
10.377,1869010026,663630422
10.378,1869010026,663630422
10.379,1393484721,663630422
10.38,1393484721,663630422
10.381,1393484721,-1928961844
10.382,1393484721,-1928961844
10.383,-1938834061,-1928961844
10.384,-1938834061,-1928961844
10.385,-1938834061,1185545235
10.386,-1938834061,1185545235
10.387,1557180117,1185545235
10.388,1557180117,1185545235
10.389,1557180117,2021711828
10.39,1557180117,2021711828
10.391,-310745563,2021711828
10.392,-310745563,2021711828
10.393,-310745563,97767889
10.394,-310745563,97767889
10.395,-960585279,97767889
10.396,-960585279,97767889
10.397,-960585279,-341787460
10.398,-960585279,-341787460
10.399,1080331414,-341787460
10.4,1080331414,-341787460
10.401,1080331414,-1472014149
10.402,1080331414,-1472014149
10.403,302293227,-1472014149
10.404,302293227,-1472014149
10.405,302293227,-412977217
10.406,302293227,-412977217
10.407,1740919957,-412977217
10.408,1740919957,-412977217
10.409,1740919957,-1155461859
10.41,1740919957,-1155461859
10.411,-1372584041,-1155461859
10.412,-1372584041,-1155461859
10.413,-1372584041,-1716300520
10.414,-1372584041,-1716300520
10.415,567045871,-1716300520
10.416,567045871,-1716300520
10.417,567045871,1906741695
10.418,567045871,1906741695
10.419,491190116,1906741695
10.42,491190116,1906741695
10.421,491190116,1888652316
10.422,491190116,1888652316
10.423,451465882,1888652316
10.424,451465882,1888652316
10.425,451465882,1579712937
10.426,451465882,1579712937
10.427,-1360547945,1579712937
10.428,-1360547945,1579712937
10.429,-1360547945,814499712
10.43,-1360547945,814499712
10.431,-1448477737,814499712
10.432,-1448477737,814499712
10.433,-1448477737,-784390616
10.434,-1448477737,-784390616
10.435,-1189155381,-784390616
10.436,-1189155381,-784390616
10.437,-1189155381,-2089328913
10.438,-1189155381,-2089328913
10.439,45580643,-2089328913
10.44,45580643,-2089328913
10.441,45580643,-1953536272
10.442,45580643,-1953536272
10.443,1891359259,-1953536272
10.444,1891359259,-1953536272
10.445,1891359259,-827870069
10.446,1891359259,-827870069
10.447,-233433190,-827870069
10.448,-233433190,-827870069
10.449,-233433190,1246997554
10.45,-233433190,1246997554
10.451,-2061093636,1246997554
10.452,-2061093636,1246997554
10.453,-2061093636,635883483
10.454,-2061093636,635883483
10.455,-2103981833,635883483
10.456,-2103981833,635883483
10.457,-2103981833,-548124672
10.458,-2103981833,-548124672
10.459,-828298822,-548124672
10.46,-828298822,-548124672
10.461,-828298822,1705935003
10.462,-828298822,1705935003
10.463,-631558331,1705935003
10.464,-631558331,1705935003
10.465,-631558331,-1805080147
10.466,-631558331,-1805080147
10.467,-411655164,-1805080147
10.468,-411655164,-1805080147
10.469,-411655164,-1032677257
10.47,-411655164,-1032677257
10.471,-99948768,-1032677257
10.472,-99948768,-1032677257
10.473,-99948768,2028246453
10.474,-99948768,2028246453
10.475,194431989,2028246453
10.476,194431989,2028246453
10.477,194431989,1648741729
10.478,194431989,1648741729
10.479,-1345719447,1648741729
10.48,-1345719447,1648741729
10.481,-1345719447,1611814414
10.482,-1345719447,1611814414
10.483,-433479696,1611814414
10.484,-433479696,1611814414
10.485,-433479696,-2116625405
10.486,-433479696,-2116625405
10.487,-682220359,-2116625405
10.488,-682220359,-2116625405
10.489,-682220359,-986174272
10.49,-682220359,-986174272
10.491,1636566822,-986174272
10.492,1636566822,-986174272
10.493,1636566822,395212859
10.494,1636566822,395212859
10.495,-1963218874,395212859
10.496,-1963218874,395212859
10.497,-1963218874,-1981629848
10.498,-1963218874,-1981629848
10.499,1946046028,-1981629848
10.5,1946046028,-1981629848
10.501,1946046028,1692851184
10.502,1946046028,1692851184
10.503,-993777795,1692851184
10.504,-993777795,1692851184
10.505,-993777795,-219470641
10.506,-993777795,-219470641
10.507,-630674169,-219470641
10.508,-630674169,-219470641
10.509,-630674169,1485641534
10.51,-630674169,1485641534
10.511,-668323858,1485641534
10.512,-668323858,1485641534
10.513,-668323858,1933280362
10.514,-668323858,1933280362
10.515,-1113007046,1933280362
10.516,-1113007046,1933280362
10.517,-1113007046,974604035
10.518,-1113007046,974604035
10.519,1058508579,974604035
10.52,1058508579,974604035
10.521,1058508579,-417545598
10.522,1058508579,-417545598
10.523,463128008,-417545598
10.524,463128008,-417545598
10.525,463128008,879200676
10.526,463128008,879200676
10.527,-6455635,879200676
10.528,-6455635,879200676
10.529,-6455635,1636483
10.53,-6455635,1636483
10.531,-1102622561,1636483
10.532,-1102622561,1636483
10.533,-1102622561,-1022324816
10.534,-1102622561,-1022324816
10.535,-321333622,-1022324816
10.536,-321333622,-1022324816
10.537,-321333622,-2009263983
10.538,-321333622,-2009263983
10.539,-510241444,-2009263983
10.54,-510241444,-2009263983
10.541,-510241444,568675079
10.542,-510241444,568675079
10.543,838201459,568675079
10.544,838201459,568675079
10.545,838201459,-1996594090
10.546,838201459,-1996594090
10.547,1433766756,-1996594090
10.548,1433766756,-1996594090
10.549,1433766756,1877293355
10.55,1433766756,1877293355
10.551,1981091954,1877293355
10.552,1981091954,1877293355
10.553,1981091954,480111865
10.554,1981091954,480111865
10.555,128683677,480111865
10.556,128683677,480111865
10.557,128683677,678039126
10.558,128683677,678039126
10.559,1096561937,678039126
10.56,1096561937,678039126
10.561,1096561937,302158042
10.562,1096561937,302158042
10.563,-1016921506,302158042
10.564,-1016921506,302158042
10.565,-1016921506,-813878736
10.566,-1016921506,-813878736
10.567,-894654803,-813878736
10.568,-894654803,-813878736
10.569,-894654803,-479881467
10.57,-894654803,-479881467
10.571,-1002942465,-479881467
10.572,-1002942465,-479881467
10.573,-1002942465,1713631483
10.574,-1002942465,1713631483
10.575,-1977508559,1713631483
10.576,-1977508559,1713631483
10.577,-1977508559,-140727922
10.578,-1977508559,-140727922
10.579,-140727922,-1977508559
10.58,-140727922,-1977508559
10.581,1713631483,-1977508559
10.582,1713631483,-1977508559
10.583,1713631483,-1002942465
10.584,1713631483,-1002942465
10.585,-479881467,-1002942465
10.586,-479881467,-1002942465
10.587,-479881467,-894654803
10.588,-479881467,-894654803
10.589,-813878736,-894654803
10.59,-813878736,-894654803
10.591,-813878736,-1016921506
10.592,-813878736,-1016921506
10.593,302158042,-1016921506
10.594,302158042,-1016921506
10.595,302158042,1096561937
10.596,302158042,1096561937
10.597,678039126,1096561937
10.598,678039126,1096561937
10.599,678039126,128683677
10.6,678039126,128683677
10.601,480111865,128683677
10.602,480111865,128683677
10.603,480111865,1981091954
10.604,480111865,1981091954
10.605,1877293355,1981091954
10.606,1877293355,1981091954
10.607,1877293355,1433766756
10.608,1877293355,1433766756
10.609,-1996594090,1433766756
10.61,-1996594090,1433766756
10.611,-1996594090,838201459
10.612,-1996594090,838201459
10.613,568675079,838201459
10.614,568675079,838201459
10.615,568675079,-510241444
10.616,568675079,-510241444
10.617,-2009263983,-510241444
10.618,-2009263983,-510241444
10.619,-2009263983,-321333622
10.62,-2009263983,-321333622
10.621,-1022324816,-321333622
10.622,-1022324816,-321333622
10.623,-1022324816,-1102622561
10.624,-1022324816,-1102622561
10.625,1636483,-1102622561
10.626,1636483,-1102622561
10.627,1636483,-6455635
10.628,1636483,-6455635
10.629,879200676,-6455635
10.63,879200676,-6455635
10.631,879200676,463128008
10.632,879200676,463128008
10.633,-417545598,463128008
10.634,-417545598,463128008
10.635,-417545598,1058508579
10.636,-417545598,1058508579
10.637,974604035,1058508579
10.638,974604035,1058508579
10.639,974604035,-1113007046
10.64,974604035,-1113007046
10.641,1933280362,-1113007046
10.642,1933280362,-1113007046
10.643,1933280362,-668323858
10.644,1933280362,-668323858
10.645,1485641534,-668323858
10.646,1485641534,-668323858
10.647,1485641534,-630674169
10.648,1485641534,-630674169
10.649,-219470641,-630674169
10.65,-219470641,-630674169
10.651,-219470641,-993777795
10.652,-219470641,-993777795
10.653,1692851184,-993777795
10.654,1692851184,-993777795
10.655,1692851184,1946046028
10.656,1692851184,1946046028
10.657,-1981629848,1946046028
10.658,-1981629848,1946046028
10.659,-1981629848,-1963218874
10.66,-1981629848,-1963218874
10.661,395212859,-1963218874
10.662,395212859,-1963218874
10.663,395212859,1636566822
10.664,395212859,1636566822
10.665,-986174272,1636566822
10.666,-986174272,1636566822
10.667,-986174272,-682220359
10.668,-986174272,-682220359
10.669,-2116625405,-682220359
10.67,-2116625405,-682220359
10.671,-2116625405,-433479696
10.672,-2116625405,-433479696
10.673,1611814414,-433479696
10.674,1611814414,-433479696
10.675,1611814414,-1345719447
10.676,1611814414,-1345719447
10.677,1648741729,-1345719447
10.678,1648741729,-1345719447
10.679,1648741729,194431989
10.68,1648741729,194431989
10.681,2028246453,194431989
10.682,2028246453,194431989
10.683,2028246453,-99948768
10.684,2028246453,-99948768
10.685,-1032677257,-99948768
10.686,-1032677257,-99948768
10.687,-1032677257,-411655164
10.688,-1032677257,-411655164
10.689,-1805080147,-411655164
10.69,-1805080147,-411655164
10.691,-1805080147,-631558331
10.692,-1805080147,-631558331
10.693,1705935003,-631558331
10.694,1705935003,-631558331
10.695,1705935003,-828298822
10.696,1705935003,-828298822
10.697,-548124672,-828298822
10.698,-548124672,-828298822
10.699,-548124672,-2103981833
10.7,-548124672,-2103981833
10.701,635883483,-2103981833
10.702,635883483,-2103981833
10.703,635883483,-2061093636
10.704,635883483,-2061093636
10.705,1246997554,-2061093636
10.706,1246997554,-2061093636
10.707,1246997554,-233433190
10.708,1246997554,-233433190
10.709,-827870069,-233433190
10.71,-827870069,-233433190
10.711,-827870069,1891359259
10.712,-827870069,1891359259
10.713,-1953536272,1891359259
10.714,-1953536272,1891359259
10.715,-1953536272,45580643
10.716,-1953536272,45580643
10.717,-2089328913,45580643
10.718,-2089328913,45580643
10.719,-2089328913,-1189155381
10.72,-2089328913,-1189155381
10.721,-784390616,-1189155381
10.722,-784390616,-1189155381
10.723,-784390616,-1448477737
10.724,-784390616,-1448477737
10.725,814499712,-1448477737
10.726,814499712,-1448477737
10.727,814499712,-1360547945
10.728,814499712,-1360547945
10.729,1579712937,-1360547945
10.73,1579712937,-1360547945
10.731,1579712937,451465882
10.732,1579712937,451465882
10.733,1888652316,451465882
10.734,1888652316,451465882
10.735,1888652316,491190116
10.736,1888652316,491190116
10.737,1906741695,491190116
10.738,1906741695,491190116
10.739,1906741695,567045871
10.74,1906741695,567045871
10.741,-1716300520,567045871
10.742,-1716300520,567045871
10.743,-1716300520,-1372584041
10.744,-1716300520,-1372584041
10.745,-1155461859,-1372584041
10.746,-1155461859,-1372584041
10.747,-1155461859,1740919957
10.748,-1155461859,1740919957
10.749,-412977217,1740919957
10.75,-412977217,1740919957
10.751,-412977217,302293227
10.752,-412977217,302293227
10.753,-1472014149,302293227
10.754,-1472014149,302293227
10.755,-1472014149,1080331414
10.756,-1472014149,1080331414
10.757,-341787460,1080331414
10.758,-341787460,1080331414
10.759,-341787460,-960585279
10.76,-341787460,-960585279
10.761,97767889,-960585279
10.762,97767889,-960585279
10.763,97767889,-310745563
10.764,97767889,-310745563
10.765,2021711828,-310745563
10.766,2021711828,-310745563
10.767,2021711828,1557180117
10.768,2021711828,1557180117
10.769,1185545235,1557180117
10.77,1185545235,1557180117
10.771,1185545235,-1938834061
10.772,1185545235,-1938834061
10.773,-1928961844,-1938834061
10.774,-1928961844,-1938834061
10.775,-1928961844,1393484721
10.776,-1928961844,1393484721
10.777,663630422,1393484721
10.778,663630422,1393484721
10.779,663630422,1869010026
10.78,663630422,1869010026
10.781,1229747804,1869010026
10.782,1229747804,1869010026
10.783,1229747804,-1417028774
10.784,1229747804,-1417028774
10.785,-738319534,-1417028774
10.786,-738319534,-1417028774
