"time","v_0_out","v_1_out"
4.609,1450436975,1537290009
4.61,1450436975,1537290009
4.611,1450436975,707317894
4.612,1450436975,707317894
4.613,-1954631868,707317894
4.614,-1954631868,707317894
4.615,-1954631868,-795757424
4.616,-1954631868,-795757424
4.617,2081317392,-795757424
4.618,2081317392,-795757424
4.619,2081317392,1651811881
4.62,2081317392,1651811881
4.621,767493643,1651811881
4.622,767493643,1651811881
4.623,767493643,1080000396
4.624,767493643,1080000396
4.625,859325381,1080000396
4.626,859325381,1080000396
4.627,859325381,-829228346
4.628,859325381,-829228346
4.629,-1983687908,-829228346
4.63,-1983687908,-829228346
4.631,-1983687908,-22134794
4.632,-1983687908,-22134794
4.633,-2086319893,-22134794
4.634,-2086319893,-22134794
4.635,-2086319893,-454491787
4.636,-2086319893,-454491787
4.637,-1927703240,-454491787
4.638,-1927703240,-454491787
4.639,-1927703240,310909986
4.64,-1927703240,310909986
4.641,19088743,310909986
4.642,19088743,310909986
4.643,19088743,-1985229329
4.644,19088743,-1985229329
4.645,252359685,-2048388268
4.646,252359685,-2048388268
4.647,-1976235292,-2048388268
4.648,-1976235292,-2048388268
4.649,-1976235292,105239837
4.65,-1976235292,105239837
4.651,1712558219,105239837
4.652,1712558219,105239837
4.653,1712558219,377277689
4.654,1712558219,377277689
4.655,199472670,377277689
4.656,199472670,377277689
4.657,199472670,1041220547
4.658,199472670,1041220547
4.659,-22382733,1041220547
4.66,-22382733,1041220547
4.661,-22382733,1031151854
4.662,-22382733,1031151854
4.663,101686643,1031151854
4.664,101686643,1031151854
4.665,101686643,293677742
4.666,101686643,293677742
4.667,107353064,293677742
4.668,107353064,293677742
4.669,107353064,-1246085514
4.67,107353064,-1246085514
4.671,1227350838,-1246085514
4.672,1227350838,-1246085514
4.673,1227350838,-338027995
4.674,1227350838,-338027995
4.675,159976036,-338027995
4.676,159976036,-338027995
4.677,159976036,-1838155941
4.678,159976036,-1838155941
4.679,1127069504,-1838155941
4.68,1127069504,-1838155941
4.681,1127069504,-355471645
4.682,1127069504,-355471645
4.683,2022495760,-355471645
4.684,2022495760,-355471645
4.685,2022495760,-1253938226
4.686,2022495760,-1253938226
4.687,1203081399,-1253938226
4.688,1203081399,-1253938226
4.689,1203081399,-741402994
4.69,1203081399,-741402994
4.691,425608517,-741402994
4.692,425608517,-741402994
4.693,425608517,2091488688
4.694,425608517,2091488688
4.695,1506901765,2091488688
4.696,1506901765,2091488688
4.697,1506901765,1650005283
4.698,1506901765,1650005283
4.699,-290805401,1650005283
4.7,-290805401,1650005283
4.701,-290805401,-921720744
4.702,-290805401,-921720744
4.703,196203132,-921720744
4.704,196203132,-921720744
4.705,196203132,-283172257
4.706,196203132,-283172257
4.707,-913352563,-283172257
4.708,-913352563,-283172257
4.709,-913352563,-1912480761
4.71,-913352563,-1912480761
4.711,-689231453,-1912480761
4.712,-689231453,-1912480761
4.713,-689231453,-1315113951
4.714,-689231453,-1315113951
4.715,804200115,-1315113951
4.716,804200115,-1315113951
4.717,804200115,-838580188
4.718,804200115,-838580188
4.719,1066050953,-838580188
4.72,1066050953,-838580188
4.721,1066050953,-1212736619
4.722,1066050953,-1212736619
4.723,660349598,-1212736619
4.724,660349598,-1212736619
4.725,660349598,469607820
4.726,660349598,469607820
4.727,1248680891,469607820
4.728,1248680891,469607820
4.729,1248680891,-13425638
4.73,1248680891,-13425638
4.731,1219300087,-13425638
4.732,1219300087,-13425638
4.733,1219300087,-453596189
4.734,1219300087,-453596189
4.735,1651502460,-453596189
4.736,1651502460,-453596189
4.737,1651502460,-1486586590
4.738,1651502460,-1486586590
4.739,-1287579793,-1486586590
4.74,-1287579793,-1486586590
4.741,-1287579793,-1274031475
4.742,-1287579793,-1274031475
4.743,1021212935,-1274031475
4.744,1021212935,-1274031475
4.745,1021212935,-1140329910
4.746,1021212935,-1140329910
4.747,1142337789,-1140329910
4.748,1142337789,-1140329910
4.749,1142337789,1606209889
4.75,1142337789,1606209889
4.751,969518660,1606209889
4.752,969518660,1606209889
4.753,969518660,-62541213
4.754,969518660,-62541213
4.755,-1229307330,-62541213
4.756,-1229307330,-62541213
4.757,-1229307330,-918047131
4.758,-1229307330,-918047131
4.759,1769039011,-918047131
4.76,1769039011,-918047131
4.761,1769039011,-872826053
4.762,1769039011,-872826053
4.763,-466322067,-872826053
4.764,-466322067,-872826053
4.765,-466322067,-626946958
4.766,-466322067,-626946958
4.767,-2054753897,-626946958
4.768,-2054753897,-626946958
4.769,-2054753897,-1261977371
4.77,-2054753897,-1261977371
4.771,1255462771,-1261977371
4.772,1255462771,-1261977371
4.773,1255462771,1344569556
4.774,1255462771,1344569556
4.775,2098631806,1344569556
4.776,2098631806,1344569556
4.777,2098631806,-1616930849
4.778,2098631806,-1616930849
4.779,1645520381,-1616930849
4.78,1645520381,-1616930849
4.781,1645520381,849132246
4.782,1645520381,849132246
4.783,670805772,849132246
4.784,670805772,849132246
4.785,670805772,-831581234
4.786,670805772,-831581234
4.787,1110725268,-831581234
4.788,1110725268,-831581234
4.789,1110725268,-17252637
4.79,1110725268,-17252637
4.791,2133944819,-17252637
4.792,2133944819,-17252637
4.793,2133944819,148490431
4.794,2133944819,148490431
4.795,-423736523,148490431
4.796,-423736523,148490431
4.797,-423736523,1297171992
4.798,-423736523,1297171992
4.799,434572260,1297171992
4.8,434572260,1297171992
4.801,434572260,-497895741
4.802,434572260,-497895741
4.803,1125277381,-497895741
4.804,1125277381,-497895741
4.805,1125277381,75165813
4.806,1125277381,75165813
4.807,1534231638,75165813
4.808,1534231638,75165813
4.809,1534231638,2146137079
4.81,1534231638,2146137079
4.811,1922536274,2146137079
4.812,1922536274,2146137079
4.813,1922536274,364299990
4.814,1922536274,364299990
4.815,1413877177,364299990
4.816,1413877177,364299990
4.817,1413877177,-910331256
4.818,1413877177,-910331256
4.819,371460553,-910331256
4.82,371460553,-910331256
4.821,371460553,124123242
4.822,371460553,124123242
4.823,-961317831,124123242
4.824,-961317831,124123242
4.825,-961317831,1613824390
4.826,-961317831,1613824390
4.827,1231659333,1613824390
4.828,1231659333,1613824390
4.829,1231659333,-1085813330
4.83,1231659333,-1085813330
4.831,48475737,-1085813330
4.832,48475737,-1085813330
4.833,48475737,-306584327
4.834,48475737,-306584327
4.835,-659389415,-306584327
4.836,-659389415,-306584327
4.837,-659389415,238932065
4.838,-659389415,238932065
4.839,-1870950802,238932065
4.84,-1870950802,238932065
4.841,-1870950802,-694011068
4.842,-1870950802,-694011068
4.843,-1452944982,-694011068
4.844,-1452944982,-694011068
4.845,-1452944982,-1785667832
4.846,-1452944982,-1785667832
4.847,453428541,-1785667832
4.848,453428541,-1785667832
4.849,453428541,-376726678
4.85,453428541,-376726678
4.851,751228910,-376726678
4.852,751228910,-376726678
4.853,751228910,-1187590998
4.854,751228910,-1187590998
4.855,497330392,-1187590998
4.856,497330392,-1187590998
4.857,497330392,1588334410
4.858,497330392,1588334410
4.859,-1342842950,1588334410
4.86,-1342842950,1588334410
4.861,-1342842950,933017586
4.862,-1342842950,933017586
4.863,-77941216,933017586
4.864,-77941216,933017586
4.865,-77941216,1812013907
4.866,-77941216,1812013907
4.867,969332581,1812013907
4.868,969332581,1812013907
4.869,969332581,1287043980
4.87,969332581,1287043980
4.871,1541546022,1287043980
4.872,1541546022,1287043980
4.873,1541546022,-1576534599
4.874,1541546022,-1576534599
4.875,-421809214,-1576534599
4.876,-421809214,-1576534599
4.877,-421809214,-953162732
4.878,-421809214,-953162732
4.879,915735921,-953162732
4.88,915735921,-953162732
4.881,915735921,-575191612
4.882,915735921,-575191612
4.883,1765887647,-575191612
4.884,1765887647,-575191612
4.885,1765887647,-1915446478
4.886,1765887647,-1915446478
4.887,1065886469,-1915446478
4.888,1065886469,-1915446478
4.889,1065886469,96931965
4.89,1065886469,96931965
4.891,-472761757,96931965
4.892,-472761757,96931965
4.893,-472761757,-2139901826
4.894,-472761757,-2139901826
4.895,1381124801,-2139901826
4.896,1381124801,-2139901826
4.897,1381124801,1910443517
4.898,1381124801,1910443517
4.899,-455555971,1910443517
4.9,-455555971,1910443517
4.901,-455555971,7377350
4.902,-455555971,7377350
4.903,7377350,-455555971
4.904,7377350,-455555971
4.905,1910443517,-455555971
4.906,1910443517,-455555971
4.907,1910443517,1381124801
4.908,1910443517,1381124801
4.909,-2139901826,1381124801
4.91,-2139901826,1381124801
4.911,-2139901826,-472761757
4.912,-2139901826,-472761757
4.913,96931965,-472761757
4.914,96931965,-472761757
4.915,96931965,1065886469
4.916,96931965,1065886469
4.917,-1915446478,1065886469
4.918,-1915446478,1065886469
4.919,-1915446478,1765887647
4.92,-1915446478,1765887647
4.921,-575191612,1765887647
4.922,-575191612,1765887647
4.923,-575191612,915735921
4.924,-575191612,915735921
4.925,-953162732,915735921
4.926,-953162732,915735921
4.927,-953162732,-421809214
4.928,-953162732,-421809214
4.929,-1576534599,-421809214
4.93,-1576534599,-421809214
4.931,-1576534599,1541546022
4.932,-1576534599,1541546022
4.933,1287043980,1541546022
4.934,1287043980,1541546022
4.935,1287043980,969332581
4.936,1287043980,969332581
4.937,1812013907,969332581
4.938,1812013907,969332581
4.939,1812013907,-77941216
4.94,1812013907,-77941216
4.941,933017586,-77941216
4.942,933017586,-77941216
4.943,933017586,-1342842950
4.944,933017586,-1342842950
4.945,1588334410,-1342842950
4.946,1588334410,-1342842950
4.947,1588334410,497330392
4.948,1588334410,497330392
4.949,-1187590998,497330392
4.95,-1187590998,497330392
4.951,-1187590998,751228910
4.952,-1187590998,751228910
4.953,-376726678,751228910
4.954,-376726678,751228910
4.955,-376726678,453428541
4.956,-376726678,453428541
4.957,-1785667832,453428541
4.958,-1785667832,453428541
4.959,-1785667832,-1452944982
4.96,-1785667832,-1452944982
4.961,-694011068,-1452944982
4.962,-694011068,-1452944982
4.963,-694011068,-1870950802
4.964,-694011068,-1870950802
4.965,238932065,-1870950802
4.966,238932065,-1870950802
4.967,238932065,-659389415
4.968,238932065,-659389415
4.969,-306584327,-659389415
4.97,-306584327,-659389415
4.971,-306584327,48475737
4.972,-306584327,48475737
4.973,-1085813330,48475737
4.974,-1085813330,48475737
4.975,-1085813330,1231659333
4.976,-1085813330,1231659333
4.977,1613824390,1231659333
4.978,1613824390,1231659333
4.979,1613824390,-961317831
4.98,1613824390,-961317831
4.981,124123242,-961317831
4.982,124123242,-961317831
4.983,124123242,371460553
4.984,124123242,371460553
4.985,-910331256,371460553
4.986,-910331256,371460553
4.987,-910331256,1413877177
4.988,-910331256,1413877177
4.989,364299990,1413877177
4.99,364299990,1413877177
4.991,364299990,1922536274
4.992,364299990,1922536274
4.993,2146137079,1922536274
4.994,2146137079,1922536274
4.995,2146137079,1534231638
4.996,2146137079,1534231638
4.997,75165813,1534231638
4.998,75165813,1534231638
4.999,75165813,1125277381
5,75165813,1125277381
5.001,-497895741,1125277381
5.002,-497895741,1125277381
5.003,-497895741,434572260
5.004,-497895741,434572260
5.005,1297171992,434572260
5.006,1297171992,434572260
5.007,1297171992,-423736523
5.008,1297171992,-423736523
5.009,148490431,-423736523
5.01,148490431,-423736523
5.011,148490431,2133944819
5.012,148490431,2133944819
5.013,-17252637,2133944819
5.014,-17252637,2133944819
5.015,-17252637,1110725268
5.016,-17252637,1110725268
5.017,-831581234,1110725268
5.018,-831581234,1110725268
5.019,-831581234,670805772
5.02,-831581234,670805772
5.021,849132246,670805772
5.022,849132246,670805772
5.023,849132246,1645520381
5.024,849132246,1645520381
5.025,-1616930849,1645520381
5.026,-1616930849,1645520381
5.027,-1616930849,2098631806
5.028,-1616930849,2098631806
5.029,1344569556,2098631806
5.03,1344569556,2098631806
5.031,1344569556,1255462771
5.032,1344569556,1255462771
5.033,-1261977371,1255462771
5.034,-1261977371,1255462771
5.035,-1261977371,-2054753897
5.036,-1261977371,-2054753897
5.037,-626946958,-2054753897
5.038,-626946958,-2054753897
5.039,-626946958,-466322067
5.04,-626946958,-466322067
5.041,-872826053,-466322067
5.042,-872826053,-466322067
5.043,-872826053,1769039011
5.044,-872826053,1769039011
5.045,-918047131,1769039011
5.046,-918047131,1769039011
5.047,-918047131,-1229307330
5.048,-918047131,-1229307330
5.049,-62541213,-1229307330
5.05,-62541213,-1229307330
5.051,-62541213,969518660
5.052,-62541213,969518660
5.053,1606209889,969518660
5.054,1606209889,969518660
5.055,1606209889,1142337789
5.056,1606209889,1142337789
5.057,-1140329910,1142337789
5.058,-1140329910,1142337789
5.059,-1140329910,1021212935
5.06,-1140329910,1021212935
5.061,-1274031475,1021212935
5.062,-1274031475,1021212935
5.063,-1274031475,-1287579793
5.064,-1274031475,-1287579793
5.065,-1486586590,-1287579793
5.066,-1486586590,-1287579793
5.067,-1486586590,1651502460
5.068,-1486586590,1651502460
5.069,-453596189,1651502460
5.07,-453596189,1651502460
5.071,-453596189,1219300087
5.072,-453596189,1219300087
5.073,-13425638,1219300087
5.074,-13425638,1219300087
5.075,-13425638,1248680891
5.076,-13425638,1248680891
5.077,469607820,1248680891
5.078,469607820,1248680891
5.079,469607820,660349598
5.08,469607820,660349598
5.081,-1212736619,660349598
5.082,-1212736619,660349598
5.083,-1212736619,1066050953
5.084,-1212736619,1066050953
5.085,-838580188,1066050953
5.086,-838580188,1066050953
5.087,-838580188,804200115
5.088,-838580188,804200115
5.089,-1315113951,804200115
5.09,-1315113951,804200115
5.091,-1315113951,-689231453
5.092,-1315113951,-689231453
5.093,-1912480761,-689231453
5.094,-1912480761,-689231453
5.095,-1912480761,-913352563
5.096,-1912480761,-913352563
5.097,-283172257,-913352563
5.098,-283172257,-913352563
5.099,-283172257,196203132
5.1,-283172257,196203132
5.101,-921720744,196203132
5.102,-921720744,196203132
5.103,-921720744,-290805401
5.104,-921720744,-290805401
5.105,1650005283,-290805401
5.106,1650005283,-290805401
5.107,1650005283,1506901765
5.108,1650005283,1506901765
5.109,2091488688,1506901765
5.11,2091488688,1506901765
5.111,2091488688,425608517
5.112,2091488688,425608517
5.113,-741402994,425608517
5.114,-741402994,425608517
5.115,-741402994,1203081399
5.116,-741402994,1203081399
5.117,-1253938226,1203081399
5.118,-1253938226,1203081399
5.119,-1253938226,2022495760
5.12,-1253938226,2022495760
5.121,-355471645,2022495760
5.122,-355471645,2022495760
5.123,-355471645,1127069504
5.124,-355471645,1127069504
5.125,-1838155941,1127069504
5.126,-1838155941,1127069504
5.127,-1838155941,159976036
5.128,-1838155941,159976036
5.129,-338027995,159976036
5.13,-338027995,159976036
5.131,-338027995,1227350838
5.132,-338027995,1227350838
5.133,-1246085514,1227350838
5.134,-1246085514,1227350838
5.135,-1246085514,107353064
5.136,-1246085514,107353064
5.137,293677742,107353064
5.138,293677742,107353064
5.139,293677742,101686643
5.14,293677742,101686643
5.141,1031151854,101686643
5.142,1031151854,101686643
5.143,1031151854,-22382733
5.144,1031151854,-22382733
5.145,1041220547,-22382733
5.146,1041220547,-22382733
5.147,1041220547,199472670
5.148,1041220547,199472670
5.149,377277689,199472670
5.15,377277689,199472670
5.151,377277689,1712558219
5.152,377277689,1712558219
5.153,105239837,1712558219
5.154,105239837,1712558219
5.155,105239837,-1976235292
5.156,105239837,-1976235292
5.157,-2048388268,-1976235292
5.158,-2048388268,-1976235292
5.159,-2048388268,252359685
5.16,-2048388268,252359685
5.161,-2021161081,-2021161081
5.162,-2021161081,-2021161081
5.163,536779689,-2021161081
5.164,536779689,-2021161081
5.165,536779689,906412107
5.166,536779689,906412107
5.167,1183301496,906412107
5.168,1183301496,906412107
5.169,1183301496,-1627186469
5.17,1183301496,-1627186469
5.171,-1838234982,-1627186469
5.172,-1838234982,-1627186469
5.173,-1838234982,-130547259
5.174,-1838234982,-130547259
5.175,605150497,-130547259
5.176,605150497,-130547259
5.177,605150497,1762524820
5.178,605150497,1762524820
5.179,206643390,1762524820
5.18,206643390,1762524820
5.181,206643390,-870194751
5.182,206643390,-870194751
5.183,-952472185,-870194751
5.184,-952472185,-870194751
5.185,-952472185,-1065735379
5.186,-952472185,-1065735379
5.187,1514971768,-1065735379
5.188,1514971768,-1065735379
5.189,1514971768,-1348469704
5.19,1514971768,-1348469704
5.191,619197833,-1348469704
5.192,619197833,-1348469704
5.193,619197833,538732476
5.194,619197833,538732476
5.195,-763108727,538732476
5.196,-763108727,538732476
5.197,-763108727,1253745979
5.198,-763108727,1253745979
5.199,706844599,1253745979
5.2,706844599,1253745979
5.201,706844599,1330140138
5.202,706844599,1330140138
5.203,-1178466119,1330140138
5.204,-1178466119,1330140138
5.205,-1178466119,-613512500
5.206,-1178466119,-613512500
5.207,234289607,-613512500
5.208,234289607,-613512500
5.209,234289607,-972014620
5.21,234289607,-972014620
5.211,957147365,-972014620
5.212,957147365,-972014620
5.213,957147365,-1675194362
5.214,957147365,-1675194362
5.215,-1212667363,-1675194362
5.216,-1212667363,-1675194362
5.217,-1212667363,737281296
5.218,-1212667363,737281296
5.219,1617721428,737281296
5.22,1617721428,737281296
5.221,1617721428,-1296145362
5.222,1617721428,-1296145362
5.223,431154451,-1296145362
5.224,431154451,-1296145362
5.225,431154451,-168051632
5.226,431154451,-168051632
5.227,1257149382,-168051632
5.228,1257149382,-168051632
5.229,1257149382,-524097970
5.23,1257149382,-524097970
5.231,-906573144,-524097970
5.232,-906573144,-524097970
5.233,-906573144,818276180
5.234,-906573144,818276180
5.235,1328806373,818276180
5.236,1328806373,818276180
5.237,1328806373,-1041136892
5.238,1328806373,-1041136892
5.239,1502566733,-1041136892
5.24,1502566733,-1041136892
5.241,1502566733,-842225658
5.242,1502566733,-842225658
5.243,-1443673968,-842225658
5.244,-1443673968,-842225658
5.245,-1443673968,393982072
5.246,-1443673968,393982072
5.247,766583405,393982072
5.248,766583405,393982072
5.249,766583405,1412249695
5.25,766583405,1412249695
5.251,-841837645,1412249695
5.252,-841837645,1412249695
5.253,-841837645,928464087
5.254,-841837645,928464087
5.255,-1276933592,928464087
5.256,-1276933592,928464087
5.257,-1276933592,1061405951
5.258,-1276933592,1061405951
5.259,-102897209,1061405951
5.26,-102897209,1061405951
5.261,-102897209,-603102458
5.262,-102897209,-603102458
5.263,515534523,-603102458
5.264,515534523,-603102458
5.265,515534523,183006921
5.266,515534523,183006921
5.267,866256911,183006921
5.268,866256911,183006921
5.269,866256911,800171412
5.27,866256911,800171412
5.271,481910795,800171412
5.272,481910795,800171412
5.273,481910795,831832362
5.274,481910795,831832362
5.275,-1068194295,831832362
5.276,-1068194295,831832362
5.277,-1068194295,1853164529
5.278,-1068194295,1853164529
5.279,1849272375,1853164529
5.28,1849272375,1853164529
5.281,1849272375,-678501912
5.282,1849272375,-678501912
5.283,-501870305,-678501912
5.284,-501870305,-678501912
5.285,-501870305,184191071
5.286,-501870305,184191071
5.287,1663819792,184191071
5.288,1663819792,184191071
5.289,1663819792,24752480
5.29,1663819792,24752480
5.291,-556631030,24752480
5.292,-556631030,24752480
5.293,-556631030,-876998432
5.294,-556631030,-876998432
5.295,-792698049,-876998432
5.296,-792698049,-876998432
5.297,-792698049,-1718868221
5.298,-792698049,-1718868221
5.299,2067895751,-1718868221
5.3,2067895751,-1718868221
5.301,2067895751,-1478325860
5.302,2067895751,-1478325860
5.303,292913843,-1478325860
5.304,292913843,-1478325860
5.305,292913843,573244993
5.306,292913843,573244993
5.307,-1346682295,573244993
5.308,-1346682295,573244993
5.309,-1346682295,-110150234
5.31,-1346682295,-110150234
5.311,727339086,-110150234
5.312,727339086,-110150234
5.313,727339086,-250473091
5.314,727339086,-250473091
5.315,1000177133,-250473091
5.316,1000177133,-250473091
5.317,1000177133,-819894527
5.318,1000177133,-819894527
5.319,701791854,-819894527
5.32,701791854,-819894527
5.321,701791854,1625001561
5.322,701791854,1625001561
5.323,1708305232,1625001561
5.324,1708305232,1625001561
5.325,1708305232,177974281
5.326,1708305232,177974281
5.327,1148308275,177974281
5.328,1148308275,177974281
5.329,1148308275,-1936002216
5.33,1148308275,-1936002216
5.331,253876332,-1936002216
5.332,253876332,-1936002216
5.333,253876332,-1155324477
5.334,253876332,-1155324477
5.335,-458392615,-1155324477
5.336,-458392615,-1155324477
5.337,-458392615,826292005
5.338,-458392615,826292005
5.339,1882840204,826292005
5.34,1882840204,826292005
5.341,1882840204,1281941227
5.342,1882840204,1281941227
5.343,1675434072,1281941227
5.344,1675434072,1281941227
5.345,1675434072,1877578264
5.346,1675434072,1877578264
5.347,-933734305,1877578264
5.348,-933734305,1877578264
5.349,-933734305,-1016741383
5.35,-933734305,-1016741383
5.351,-1255695289,-1016741383
5.352,-1255695289,-1016741383
5.353,-1255695289,239134833
5.354,-1255695289,239134833
5.355,1774614188,239134833
5.356,1774614188,239134833
5.357,1774614188,1635671092
5.358,1774614188,1635671092
5.359,-1752914717,1635671092
5.36,-1752914717,1635671092
5.361,-1752914717,-127400419
5.362,-1752914717,-127400419
5.363,-1833031983,-127400419
5.364,-1833031983,-127400419
5.365,-1833031983,1390173120
5.366,-1833031983,1390173120
5.367,-1389603685,1390173120
5.368,-1389603685,1390173120
5.369,-1389603685,92129890
5.37,-1389603685,92129890
5.371,-1885282325,92129890
5.372,-1885282325,92129890
5.373,-1885282325,-660171418
5.374,-1885282325,-660171418
5.375,1099125474,-660171418
5.376,1099125474,-660171418
5.377,1099125474,33233228
5.378,1099125474,33233228
5.379,474823811,33233228
5.38,474823811,33233228
5.381,474823811,2077356595
5.382,474823811,2077356595
5.383,1205476719,2077356595
5.384,1205476719,2077356595
5.385,1205476719,1819842070
5.386,1205476719,1819842070
5.387,1318508798,1819842070
5.388,1318508798,1819842070
5.389,1318508798,-524879451
5.39,1318508798,-524879451
5.391,-280612890,-524879451
5.392,-280612890,-524879451
5.393,-280612890,1992787587
5.394,-280612890,1992787587
5.395,-2111710910,1992787587
5.396,-2111710910,1992787587
5.397,-2111710910,-1734699085
5.398,-2111710910,-1734699085
5.399,840367006,-1734699085
5.4,840367006,-1734699085
5.401,840367006,2084963914
5.402,840367006,2084963914
5.403,629946671,2084963914
5.404,629946671,2084963914
5.405,629946671,-1378954312
5.406,629946671,-1378954312
5.407,1724559754,-1378954312
5.408,1724559754,-1378954312
5.409,1724559754,1620246697
5.41,1724559754,1620246697
5.411,-290030837,1620246697
5.412,-290030837,1620246697
5.413,-290030837,-1304515916
5.414,-290030837,-1304515916
5.415,-921190444,-1304515916
5.416,-921190444,-1304515916
5.417,-921190444,1939369951
5.418,-921190444,1939369951
5.419,1939369951,-921190444
5.42,1939369951,-921190444
5.421,-1304515916,-921190444
5.422,-1304515916,-921190444
5.423,-1304515916,-290030837
5.424,-1304515916,-290030837
5.425,1620246697,-290030837
5.426,1620246697,-290030837
5.427,1620246697,1724559754
5.428,1620246697,1724559754
5.429,-1378954312,1724559754
5.43,-1378954312,1724559754
5.431,-1378954312,629946671
5.432,-1378954312,629946671
5.433,2084963914,629946671
5.434,2084963914,629946671
5.435,2084963914,840367006
5.436,2084963914,840367006
5.437,-1734699085,840367006
5.438,-1734699085,840367006
5.439,-1734699085,-2111710910
5.44,-1734699085,-2111710910
5.441,1992787587,-2111710910
5.442,1992787587,-2111710910
5.443,1992787587,-280612890
5.444,1992787587,-280612890
5.445,-524879451,-280612890
5.446,-524879451,-280612890
5.447,-524879451,1318508798
5.448,-524879451,1318508798
5.449,1819842070,1318508798
5.45,1819842070,1318508798
5.451,1819842070,1205476719
5.452,1819842070,1205476719
5.453,2077356595,1205476719
5.454,2077356595,1205476719
5.455,2077356595,474823811
5.456,2077356595,474823811
5.457,33233228,474823811
5.458,33233228,474823811
5.459,33233228,1099125474
5.46,33233228,1099125474
5.461,-660171418,1099125474
5.462,-660171418,1099125474
5.463,-660171418,-1885282325
5.464,-660171418,-1885282325
5.465,92129890,-1885282325
5.466,92129890,-1885282325
5.467,92129890,-1389603685
5.468,92129890,-1389603685
5.469,1390173120,-1389603685
5.47,1390173120,-1389603685
5.471,1390173120,-1833031983
5.472,1390173120,-1833031983
5.473,-127400419,-1833031983
5.474,-127400419,-1833031983
5.475,-127400419,-1752914717
5.476,-127400419,-1752914717
5.477,1635671092,-1752914717
5.478,1635671092,-1752914717
5.479,1635671092,1774614188
5.48,1635671092,1774614188
5.481,239134833,1774614188
5.482,239134833,1774614188
5.483,239134833,-1255695289
5.484,239134833,-1255695289
5.485,-1016741383,-1255695289
5.486,-1016741383,-1255695289
5.487,-1016741383,-933734305
5.488,-1016741383,-933734305
5.489,1877578264,-933734305
5.49,1877578264,-933734305
5.491,1877578264,1675434072
5.492,1877578264,1675434072
5.493,1281941227,1675434072
5.494,1281941227,1675434072
5.495,1281941227,1882840204
5.496,1281941227,1882840204
5.497,826292005,1882840204
5.498,826292005,1882840204
5.499,826292005,-458392615
5.5,826292005,-458392615
5.501,-1155324477,-458392615
5.502,-1155324477,-458392615
5.503,-1155324477,253876332
5.504,-1155324477,253876332
5.505,-1936002216,253876332
5.506,-1936002216,253876332
5.507,-1936002216,1148308275
5.508,-1936002216,1148308275
5.509,177974281,1148308275
5.51,177974281,1148308275
5.511,177974281,1708305232
5.512,177974281,1708305232
5.513,1625001561,1708305232
5.514,1625001561,1708305232
5.515,1625001561,701791854
5.516,1625001561,701791854
5.517,-819894527,701791854
5.518,-819894527,701791854
5.519,-819894527,1000177133
5.52,-819894527,1000177133
5.521,-250473091,1000177133
5.522,-250473091,1000177133
5.523,-250473091,727339086
5.524,-250473091,727339086
5.525,-110150234,727339086
5.526,-110150234,727339086
5.527,-110150234,-1346682295
5.528,-110150234,-1346682295
5.529,573244993,-1346682295
5.53,573244993,-1346682295
5.531,573244993,292913843
5.532,573244993,292913843
5.533,-1478325860,292913843
5.534,-1478325860,292913843
5.535,-1478325860,2067895751
5.536,-1478325860,2067895751
5.537,-1718868221,2067895751
5.538,-1718868221,2067895751
5.539,-1718868221,-792698049
5.54,-1718868221,-792698049
5.541,-876998432,-792698049
5.542,-876998432,-792698049
5.543,-876998432,-556631030
5.544,-876998432,-556631030
5.545,24752480,-556631030
5.546,24752480,-556631030
5.547,24752480,1663819792
5.548,24752480,1663819792
5.549,184191071,1663819792
5.55,184191071,1663819792
5.551,184191071,-501870305
5.552,184191071,-501870305
5.553,-678501912,-501870305
5.554,-678501912,-501870305
5.555,-678501912,1849272375
5.556,-678501912,1849272375
5.557,1853164529,1849272375
5.558,1853164529,1849272375
5.559,1853164529,-1068194295
5.56,1853164529,-1068194295
5.561,831832362,-1068194295
5.562,831832362,-1068194295
5.563,831832362,481910795
5.564,831832362,481910795
5.565,800171412,481910795
5.566,800171412,481910795
5.567,800171412,866256911
5.568,800171412,866256911
5.569,183006921,866256911
5.57,183006921,866256911
5.571,183006921,515534523
5.572,183006921,515534523
5.573,-603102458,515534523
5.574,-603102458,515534523
5.575,-603102458,-102897209
5.576,-603102458,-102897209
5.577,1061405951,-102897209
5.578,1061405951,-102897209
5.579,1061405951,-1276933592
5.58,1061405951,-1276933592
5.581,928464087,-1276933592
5.582,928464087,-1276933592
5.583,928464087,-841837645
5.584,928464087,-841837645
5.585,1412249695,-841837645
5.586,1412249695,-841837645
5.587,1412249695,766583405
5.588,1412249695,766583405
5.589,393982072,766583405
5.59,393982072,766583405
5.591,393982072,-1443673968
5.592,393982072,-1443673968
5.593,-842225658,-1443673968
5.594,-842225658,-1443673968
5.595,-842225658,1502566733
5.596,-842225658,1502566733
5.597,-1041136892,1502566733
5.598,-1041136892,1502566733
5.599,-1041136892,1328806373
5.6,-1041136892,1328806373
5.601,818276180,1328806373
5.602,818276180,1328806373
5.603,818276180,-906573144
5.604,818276180,-906573144
5.605,-524097970,-906573144
5.606,-524097970,-906573144
5.607,-524097970,1257149382
5.608,-524097970,1257149382
5.609,-168051632,1257149382
5.61,-168051632,1257149382
5.611,-168051632,431154451
5.612,-168051632,431154451
5.613,-1296145362,431154451
5.614,-1296145362,431154451
