"time","TRes","heatCapacitor_T","switch_Controll"
0,293.15,20,0
0,293.15,20,0
0.001,293.16,20.01,0
0.002,293.17,20.02,0
0.003,293.18,20.03,0
0.004,293.19,20.04,0
0.005,293.2,20.05,0
0.006,293.21,20.06,0
0.007,293.22,20.07,0
0.008,293.23,20.08,0
0.009,293.24,20.0899,0
0.01,293.25,20.0999,0
0.011,293.26,20.1099,0
0.012,293.27,20.1199,0
0.013,293.28,20.1299,0
0.014,293.29,20.1399,0
0.015,293.3,20.1499,0
0.016,293.31,20.1598,0
0.017,293.32,20.1698,0
0.018,293.33,20.1798,0
0.019,293.34,20.1898,0
0.02,293.35,20.1997,0
0.021,293.36,20.2097,0
0.022,293.37,20.2197,0
0.023,293.38,20.2296,0
0.024,293.39,20.2396,0
0.025,293.4,20.2496,0
0.026,293.41,20.2595,0
0.027,293.42,20.2695,0
0.028,293.429,20.2795,0
0.029,293.439,20.2894,0
0.03,293.449,20.2994,0
0.031,293.459,20.3094,0
0.032,293.469,20.3193,0
0.033,293.479,20.3293,0
0.034,293.489,20.3392,0
0.035,293.499,20.3492,0
0.036,293.509,20.3591,0
0.037,293.519,20.3691,0
0.038,293.529,20.379,0
0.039,293.539,20.389,0
0.04,293.549,20.3989,0
0.041,293.559,20.4089,0
0.042,293.569,20.4188,0
0.043,293.579,20.4287,0
0.044,293.589,20.4387,0
0.045,293.599,20.4486,0
0.046,293.609,20.4586,0
0.047,293.618,20.4685,0
0.048,293.628,20.4784,0
0.049,293.638,20.4884,0
0.05,293.648,20.4983,0
0.051,293.658,20.5082,0
0.052,293.668,20.5182,0
0.053,293.678,20.5281,0
0.054,293.688,20.538,0
0.055,293.698,20.5479,0
0.056,293.708,20.5579,0
0.057,293.718,20.5678,0
0.058,293.728,20.5777,0
0.059,293.738,20.5876,0
0.06,293.748,20.5975,0
0.061,293.757,20.6075,0
0.062,293.767,20.6174,0
0.063,293.777,20.6273,0
0.064,293.787,20.6372,0
0.065,293.797,20.6471,0
0.066,293.807,20.657,0
0.067,293.817,20.6669,0
0.068,293.827,20.6768,0
0.069,293.837,20.6867,0
0.07,293.847,20.6966,0
0.071,293.857,20.7066,0
0.072,293.866,20.7165,0
0.073,293.876,20.7264,0
0.074,293.886,20.7363,0
0.075,293.896,20.7462,0
0.076,293.906,20.756,0
0.077,293.916,20.7659,0
0.078,293.926,20.7758,0
0.079,293.936,20.7857,0
0.08,293.946,20.7956,0
0.081,293.956,20.8055,0
0.082,293.965,20.8154,0
0.083,293.975,20.8253,0
0.084,293.985,20.8352,0
0.085,293.995,20.8451,0
0.086,294.005,20.8549,0
0.087,294.015,20.8648,0
0.088,294.025,20.8747,0
0.089,294.035,20.8846,0
0.09,294.044,20.8944,0
0.091,294.054,20.9043,0
0.092,294.064,20.9142,0
0.093,294.074,20.9241,0
0.094,294.084,20.9339,0
0.095,294.094,20.9438,0
0.096,294.104,20.9537,0
0.097,294.114,20.9635,0
0.098,294.123,20.9734,0
0.099,294.133,20.9833,0
0.1,294.143,20.9931,0
0.101,294.153,21.003,0
0.102,294.163,21.0129,0
0.103,294.173,21.0227,0
0.104,294.183,21.0326,0
0.105,294.192,21.0424,0
0.106,294.202,21.0523,0
0.107,294.212,21.0621,0
0.108,294.222,21.072,0
0.109,294.232,21.0819,0
0.11,294.242,21.0917,0
0.111,294.252,21.1015,0
0.112,294.261,21.1114,0
0.113,294.271,21.1212,0
0.114,294.281,21.1311,0
0.115,294.291,21.1409,0
0.116,294.301,21.1508,0
0.117,294.311,21.1606,0
0.118,294.32,21.1704,0
0.119,294.33,21.1803,0
0.12,294.34,21.1901,0
0.121,294.35,21.2,0
0.122,294.36,21.2098,0
0.123,294.37,21.2196,0
0.124,294.379,21.2295,0
0.125,294.389,21.2393,0
0.126,294.399,21.2491,0
0.127,294.409,21.2589,0
0.128,294.419,21.2688,0
0.129,294.429,21.2786,0
0.13,294.438,21.2884,0
0.131,294.448,21.2982,0
0.132,294.458,21.308,0
0.133,294.468,21.3179,0
0.134,294.478,21.3277,0
0.135,294.487,21.3375,0
0.136,294.497,21.3473,0
0.137,294.507,21.3571,0
0.138,294.517,21.3669,0
0.139,294.527,21.3767,0
0.14,294.537,21.3866,0
0.141,294.546,21.3964,0
0.142,294.556,21.4062,0
0.143,294.566,21.416,0
0.144,294.576,21.4258,0
0.145,294.586,21.4356,0
0.146,294.595,21.4454,0
0.147,294.605,21.4552,0
0.148,294.615,21.465,0
0.149,294.625,21.4748,0
0.15,294.635,21.4846,0
0.151,294.644,21.4944,0
0.152,294.654,21.5041,0
0.153,294.664,21.5139,0
0.154,294.674,21.5237,0
0.155,294.684,21.5335,0
0.156,294.693,21.5433,0
0.157,294.703,21.5531,0
0.158,294.713,21.5629,0
0.159,294.723,21.5727,0
0.16,294.732,21.5824,0
0.161,294.742,21.5922,0
0.162,294.752,21.602,0
0.163,294.762,21.6118,0
0.164,294.772,21.6216,0
0.165,294.781,21.6313,0
0.166,294.791,21.6411,0
0.167,294.801,21.6509,0
0.168,294.811,21.6606,0
0.169,294.82,21.6704,0
0.17,294.83,21.6802,0
0.171,294.84,21.6899,0
0.172,294.85,21.6997,0
0.173,294.859,21.7095,0
0.174,294.869,21.7192,0
0.175,294.879,21.729,0
0.176,294.889,21.7388,0
0.177,294.899,21.7485,0
0.178,294.908,21.7583,0
0.179,294.918,21.768,0
0.18,294.928,21.7778,0
0.181,294.938,21.7875,0
0.182,294.947,21.7973,0
0.183,294.957,21.807,0
0.184,294.967,21.8168,0
0.185,294.977,21.8265,0
0.186,294.986,21.8363,0
0.187,294.996,21.846,0
0.188,295.006,21.8558,0
0.189,295.016,21.8655,0
0.19,295.025,21.8753,0
0.191,295.035,21.885,0
0.192,295.045,21.8947,0
0.193,295.054,21.9045,0
0.194,295.064,21.9142,0
0.195,295.074,21.9239,0
0.196,295.084,21.9337,0
0.197,295.093,21.9434,0
0.198,295.103,21.9531,0
0.199,295.113,21.9629,0
0.2,295.123,21.9726,0
0.201,295.132,21.9823,0
0.202,295.142,21.992,0
0.203,295.152,22.0018,0
0.204,295.161,22.0115,0
0.205,295.171,22.0212,0
0.206,295.181,22.0309,0
0.207,295.191,22.0406,0
0.208,295.2,22.0504,0
0.209,295.21,22.0601,0
0.21,295.22,22.0698,0
0.211,295.229,22.0795,0
0.212,295.239,22.0892,0
0.213,295.249,22.0989,0
0.214,295.259,22.1086,0
0.215,295.268,22.1183,0
0.216,295.278,22.128,0
0.217,295.288,22.1377,0
0.218,295.297,22.1474,0
0.219,295.307,22.1571,0
0.22,295.317,22.1668,0
0.221,295.327,22.1765,0
0.222,295.336,22.1862,0
0.223,295.346,22.1959,0
0.224,295.356,22.2056,0
0.225,295.365,22.2153,0
0.226,295.375,22.225,0
0.227,295.385,22.2347,0
0.228,295.394,22.2444,0
0.229,295.404,22.2541,0
0.23,295.414,22.2638,0
0.231,295.423,22.2735,0
0.232,295.433,22.2831,0
0.233,295.443,22.2928,0
